zone,q,d,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
Romania,Q2,d5,1.045708,1.029652,1.031833,1.028517,1.047192,1.037593,1.073197,0.979212,0.872660,0.759214,0.715232,0.523683,0.479963,0.488690,0.645768,0.753542,1.005304,1.134196,1.164652,1.102955,1.003559,0.933223,0.857039,0.714272
Romania,Q2,d6,0.611473,0.612782,0.637304,0.749702,0.934968,0.981830,0.872224,0.752931,0.654495,0.611560,0.604492,0.607110,0.616709,0.644285,0.683293,0.780682,0.870391,1.137512,1.306983,1.102344,0.881387,0.776144,0.686696,0.618716
Romania,Q2,d7,0.778762,0.742372,0.749004,0.802498,0.880078,1.210990,1.246595,1.234814,1.095537,0.881299,0.881299,0.531712,0.256649,0.544016,0.624475,0.742721,1.066303,1.247467,1.513891,1.094752,0.956523,0.861839,0.811748,0.726053
Romania,Q3,d1,0.839324,0.827020,0.822918,0.907130,1.192315,1.302183,1.091436,0.910882,0.816635,0.780682,0.726053,0.672821,0.635384,1.044749,0.976943,1.154704,1.395296,2.266123,1.371821,1.019180,0.911232,0.835746,0.839848,0.820475
Romania,Q3,d2,0.009512,0.000698,0.004276,0.437377,0.931041,1.214306,1.247904,1.032531,0.824053,0.776755,0.676311,0.664182,0.733820,0.803371,0.850494,1.093268,1.664773,3.057102,1.991585,1.089952,0.918475,0.768115,0.988200,0.942386
Romania,Q3,d3,0.254380,0.175492,0.177586,0.119467,0.218252,0.197221,0.261362,0.151930,0.040579,0.000087,0.000000,0.000000,0.000000,0.000524,0.078452,0.373498,0.934881,1.153395,1.161074,1.158282,0.730329,0.626744,0.626046,0.177674
Romania,Q3,d4,0.741761,0.701095,0.750400,0.799967,0.949454,1.134458,1.099552,0.896047,0.714185,0.550736,0.585904,0.584071,0.629886,0.715581,0.770559,0.900061,1.165263,1.459698,1.283770,1.029739,0.884877,0.643238,0.738445,0.711392
Romania,Q3,d5,0.808607,0.811574,0.747521,0.349064,0.349064,0.663047,0.664007,0.763403,0.529705,0.349064,0.440955,0.565484,0.740016,0.813843,0.849185,0.962020,1.141963,1.352448,1.381072,1.187690,1.046319,0.872573,0.915246,0.858523
Romania,Q3,d6,0.835485,0.817508,0.837143,0.877983,1.023019,1.277749,1.057838,0.899625,0.849011,0.976419,1.064732,1.064645,1.064732,1.064732,1.470083,1.745494,1.957987,1.960867,1.919154,1.677602,1.185509,1.035935,0.956610,0.915508
Romania,Q3,d7,0.904163,0.895000,0.904076,0.987589,1.302794,1.805010,1.273473,1.075292,0.944044,0.886535,0.842728,0.820911,0.847440,0.871787,0.952072,1.215354,1.603076,2.353477,1.595746,1.192228,1.008359,0.818293,0.928947,0.871787
Romania,Q4,d1,0.934968,0.884877,0.900847,1.080179,1.483522,1.741917,1.318676,1.152347,0.899276,0.714447,0.733296,0.662349,0.759738,1.265357,1.432122,1.622188,1.947253,2.180428,1.701600,1.311782,1.235076,0.954777,0.671337,0.546111
Romania,Q4,d2,0.615138,0.588784,0.449420,0.595939,0.709385,0.916555,1.064732,1.210554,1.245635,1.064732,1.064732,1.064732,1.064732,1.064732,1.308990,1.431250,1.657879,1.544608,1.364578,1.094577,1.064645,0.479963,0.346533,0.829027
Romania,Q4,d3,0.849796,0.790717,0.608942,0.523596,0.712440,0.527261,0.803545,0.485810,0.373498,0.084299,0.034296,0.001745,0.084299,0.600914,0.829027,1.031135,1.064645,0.904163,0.790106,0.753716,0.438948,0.251064,0.087266,0.218165
Romania,Q4,d4,0.792550,0.808869,0.834787,0.905647,1.339795,1.519214,1.483522,1.144144,0.824053,0.671250,0.611647,0.558502,0.634162,0.822307,1.240050,1.511622,2.618504,2.531325,1.535882,1.242842,0.987851,0.723522,0.694812,0.782689
Romania,Q4,d5,0.774224,0.765846,0.788623,0.872660,1.140392,1.289879,1.349743,1.300263,1.277312,1.221724,1.144144,1.047977,1.043701,1.090825,1.156885,1.239701,1.451234,1.531518,1.234727,1.069008,1.021536,0.914984,0.912453,0.846480
Romania,Q4,d6,0.100094,0.087266,0.050003,0.084910,0.205948,1.040385,1.192926,1.017085,0.781816,0.741848,0.665752,0.637042,0.648997,0.710083,0.921616,0.958879,1.064645,1.000330,0.830598,0.696208,0.474814,0.397322,0.202283,0.398980
Romania,Q4,d7,0.401860,0.358838,0.262932,0.475512,0.904425,1.064732,1.488147,1.561101,1.154965,1.064645,1.030699,1.046668,1.064645,1.205405,1.503942,1.922470,1.554033,1.292148,1.082360,1.197464,1.064645,0.600390,0.306653,0.188145
Bulgaria,Q1,d1,0.534416,0.815033,0.616620,1.228596,1.322456,1.494577,1.713146,1.667837,1.415966,1.344278,1.377581,1.376178,1.363821,1.424292,1.506233,1.664945,1.947841,2.152387,2.006908,1.724714,1.649170,1.344278,1.344278,1.340422
Bulgaria,Q1,d2,0.747201,0.683313,0.652201,0.787690,1.001789,1.647856,1.617270,1.532524,1.578271,1.611048,1.520518,1.484674,1.507372,1.896748,2.646227,3.175210,2.887494,2.778122,2.237221,2.241778,1.665646,1.577395,1.208527,1.225441
Bulgaria,Q1,d3,0.053196,0.004908,0.004908,0.026291,0.293149,1.239901,1.366801,1.326751,1.173297,0.438190,0.085184,0.175276,0.252047,0.752810,1.095474,1.407027,1.449093,1.392567,1.365399,1.173384,1.154016,0.153980,0.439679,0.198675
Bulgaria,Q1,d4,0.766657,0.736071,0.744046,0.820642,1.007836,1.253135,1.223425,1.093283,0.175276,0.085447,0.085447,0.085447,0.085447,0.085447,0.085447,0.085447,0.605052,1.147531,1.152176,1.022998,0.936061,0.823884,0.777874,0.784009
Bulgaria,Q1,d5,0.921250,0.924054,0.926245,1.003630,1.024575,1.291345,1.584581,1.732777,1.507285,1.474245,1.291082,1.267157,1.290994,1.337705,1.459873,1.653552,2.002001,1.801485,1.884654,1.546634,1.291257,1.076194,0.878570,0.874364
Bulgaria,Q1,d6,1.123343,1.004418,0.985751,1.099944,1.212120,1.400454,1.621302,1.902532,1.012569,1.490020,1.409568,0.835978,0.912048,0.890840,1.298706,1.344015,1.410182,1.618234,1.575555,1.338319,1.188020,1.078472,0.976725,1.075580
Bulgaria,Q1,d7,1.034916,0.964017,0.958671,1.014847,1.138855,1.294938,1.586246,1.576782,1.297479,1.165935,0.710568,0.871209,0.793474,0.995129,1.147969,1.185478,1.303614,1.456367,1.624018,1.321668,1.258218,1.064976,1.003542,1.013445
Bulgaria,Q2,d1,0.512770,0.529859,0.512770,0.529859,0.514610,0.614167,0.662105,0.579199,0.460362,0.464130,0.422152,0.243195,0.131019,0.142937,0.277725,0.365801,0.879972,1.139293,1.149722,1.052882,0.985839,0.956656,0.852892,0.868579
Bulgaria,Q2,d2,0.791809,0.803289,0.813368,0.840010,0.972080,0.919760,0.112352,0.085184,0.085184,0.085184,0.085184,0.085184,0.085184,0.134437,0.740015,0.870332,1.010465,1.103449,1.164883,1.089690,1.022822,0.924405,1.013007,0.951397
Bulgaria,Q2,d3,0.762275,0.755877,0.771301,0.856485,0.880148,0.904160,0.906001,0.905475,0.768234,0.752897,0.795577,0.709517,0.759295,0.891628,0.926070,0.945788,1.029220,1.240164,1.325085,1.229911,1.045170,0.950258,0.938777,0.900655
Bulgaria,Q2,d4,0.888824,0.902145,0.894608,1.031586,1.240602,1.470652,1.301160,1.089602,1.031498,0.993551,0.957883,0.929488,0.875328,0.947892,0.949732,0.979179,1.059017,1.225529,1.297217,1.186179,1.094861,0.892066,0.691989,0.640633
Bulgaria,Q2,d5,1.050165,1.034040,1.036231,1.032901,1.051655,1.042015,1.077771,0.983385,0.876379,0.762450,0.718280,0.525915,0.482009,0.490772,0.648521,0.756753,1.009589,1.139030,1.169616,1.107656,1.007836,0.937200,0.860692,0.717316
Bulgaria,Q2,d6,0.614079,0.615394,0.640020,0.752897,0.938953,0.986014,0.875941,0.756140,0.657284,0.614167,0.607068,0.609697,0.619337,0.647031,0.686205,0.784009,0.874101,1.142360,1.312553,1.107042,0.885143,0.779452,0.689623,0.621353
Bulgaria,Q2,d7,0.782081,0.745536,0.752196,0.805918,0.883828,1.216151,1.251908,1.240077,1.100207,0.885055,0.885055,0.533978,0.257743,0.546335,0.627137,0.745886,1.070848,1.252784,1.520343,1.099418,0.960599,0.865512,0.815208,0.729148
Bulgaria,Q3,d1,0.842902,0.830545,0.826426,0.910996,1.197397,1.307733,1.096088,0.914765,0.820116,0.784009,0.729148,0.675688,0.638092,1.049201,0.981107,1.159625,1.401243,2.275782,1.377668,1.023523,0.915115,0.839308,0.843427,0.823972
Bulgaria,Q3,d2,0.009553,0.000701,0.004294,0.439241,0.935009,1.219482,1.253222,1.036932,0.827565,0.780065,0.679194,0.667012,0.736947,0.806795,0.854119,1.097928,1.671869,3.070132,2.000073,1.094598,0.922389,0.771389,0.992412,0.946402
Bulgaria,Q3,d3,0.255465,0.178343,0.178343,0.134086,0.219182,0.198062,0.262476,0.152578,0.040752,0.000088,0.000000,0.000000,0.000000,0.000526,0.078786,0.375090,0.938865,1.158310,1.166023,1.163218,0.733442,0.629416,0.628714,0.178431
Bulgaria,Q3,d4,0.744922,0.704083,0.753599,0.803377,0.953501,1.139293,1.104238,0.899866,0.717229,0.553083,0.588401,0.586561,0.632571,0.718631,0.773843,0.903898,1.170229,1.250768,1.289242,1.034128,0.888649,0.645979,0.741592,0.714424
Bulgaria,Q3,d5,0.812053,0.815033,0.750706,0.350552,0.350552,0.665873,0.666837,0.766657,0.531962,0.350552,0.442834,0.567894,0.743170,0.817311,0.852805,0.966120,1.146830,1.358213,1.386958,1.192752,1.050779,0.876292,0.919147,0.862182
Bulgaria,Q3,d6,0.839045,0.820992,0.840711,0.881725,1.027379,1.283195,1.062347,0.903459,0.852629,0.980581,1.069270,1.069183,1.069270,1.069270,1.476348,1.752934,1.966332,1.969224,1.927333,1.684751,1.190561,1.040350,0.960687,0.919409
Bulgaria,Q3,d7,0.908017,0.898815,0.907929,0.991798,1.308347,1.245335,0.692164,0.497521,0.552995,0.088251,0.087901,0.175276,0.630117,0.870420,0.956130,1.220533,1.609909,2.363507,1.602547,1.197309,1.012656,0.821781,0.932906,0.875503
Bulgaria,Q4,d1,0.938953,0.888649,0.904686,1.084782,1.489845,1.749341,1.324297,1.157259,0.903109,0.717492,0.736421,0.665172,0.762976,1.270750,1.438226,1.629101,1.955553,2.189721,1.708852,1.317373,1.240340,0.958847,0.674199,0.548438
Bulgaria,Q4,d2,0.617760,0.591293,0.451335,0.598479,0.712409,0.920461,1.069270,1.069270,1.069270,1.069270,1.069270,1.069270,1.069270,1.069270,1.069270,1.167600,1.374776,1.287927,1.370394,1.099242,1.069183,0.482009,0.348010,0.832560
Bulgaria,Q4,d3,0.853418,0.794087,0.611537,0.525828,0.715476,0.529508,0.806970,0.487880,0.375090,0.084658,0.034442,0.001753,0.084658,0.603475,0.832560,1.035530,1.069183,0.908017,0.793474,0.756929,0.440819,0.252134,0.087638,0.219095
Bulgaria,Q4,d4,0.795928,0.812316,0.838344,0.909506,1.345505,1.525689,1.489845,1.149021,0.827565,0.674111,0.614254,0.560883,0.636865,0.825812,1.245335,1.518064,2.629664,2.542113,1.542427,1.248139,0.992061,0.726606,0.697773,0.786025
Bulgaria,Q4,d5,0.777524,0.769110,0.791984,0.876379,1.145252,1.295376,1.355496,1.305805,1.282756,1.226931,1.149021,1.052444,1.048150,1.095474,1.161816,1.244984,1.457419,1.538046,1.239989,1.073565,1.025890,0.918884,0.916342,0.850088
Bulgaria,Q4,d6,0.490509,0.359929,0.359841,0.533715,0.652289,1.044819,1.198010,1.021420,0.785148,0.745010,0.668590,0.639757,0.651763,0.713110,0.925544,0.962966,1.069183,1.004594,0.834138,0.699175,0.476838,0.399015,0.203145,0.400681
Bulgaria,Q4,d7,0.403573,0.360367,0.264053,0.477539,0.908279,1.069270,1.494490,1.567755,1.159888,1.069183,1.035092,1.051129,1.069183,1.210543,1.510352,1.930663,1.560656,1.297655,1.086973,1.202568,1.069183,0.602949,0.307960,0.188947
Greece,Q1,d1,1.193940,0.746213,0.582447,1.124856,1.224431,1.368378,1.568491,1.527008,1.296404,1.230770,1.261260,1.260056,1.248663,1.304027,1.379049,1.524360,1.783368,1.970644,1.837449,1.579082,1.509917,1.390283,1.308039,1.227239
Greece,Q1,d2,1.735466,1.245132,1.043093,1.204612,2.064602,2.092525,2.095654,1.746940,1.534310,1.475014,1.392128,1.359311,1.380092,1.736590,2.422784,2.907100,2.643679,2.543542,2.048314,2.052486,1.525002,1.444202,1.106481,1.211432
Greece,Q1,d3,0.048704,0.004493,0.004493,0.024071,0.268396,1.214722,1.251391,1.214722,1.074225,0.401190,0.077991,0.160476,0.230764,0.689244,1.002974,1.288220,1.326734,1.274981,1.250107,1.241281,1.214722,0.822920,0.462251,0.181899
Greece,Q1,d4,0.701921,0.673918,0.681220,0.969114,1.091236,1.147322,1.120121,1.000968,0.160476,0.078232,0.078232,0.078232,0.078232,0.579719,0.781277,1.071337,0.554043,1.174041,1.058659,1.020466,0.898665,0.754317,0.712192,0.717809
Greece,Q1,d5,2.153024,1.853496,1.796126,1.933734,2.094210,2.094210,2.162492,1.872192,1.380012,1.349762,1.182065,1.160160,1.181985,1.224752,1.336603,1.513929,1.832955,1.649371,1.725517,1.416039,1.335962,1.317346,1.254119,1.042531
Greece,Q1,d6,1.028490,0.919607,0.902516,1.007066,1.109771,1.282202,1.484402,1.741885,0.927069,1.364205,1.290547,0.765390,0.835036,0.815619,1.189046,1.230529,1.291109,1.480791,1.442517,1.225313,1.087705,0.987408,0.946808,1.108086
Greece,Q1,d7,1.067164,0.882617,0.962855,0.998240,1.064918,1.200440,1.452307,1.443641,1.187923,1.067485,0.762822,0.802379,0.812810,0.911102,1.051037,1.085378,1.193539,1.333394,1.486889,1.210068,1.151976,0.975051,1.027928,0.931723
Greece,Q2,d1,1.036273,1.029854,1.036594,1.040205,1.110252,1.110252,1.110252,1.110252,1.020386,0.999042,0.906689,0.521547,0.561666,0.913910,0.561666,1.110252,0.942635,1.496839,1.471885,1.026002,1.229807,1.119319,1.051117,0.802379
Greece,Q2,d2,1.004338,0.983637,0.998561,1.043093,1.125738,1.557258,1.076151,1.081607,0.746293,0.690126,0.673999,0.673999,0.673999,0.864162,0.940950,1.042050,1.007788,1.391566,1.677615,1.597377,1.637496,1.078478,0.970879,0.947048
Greece,Q2,d3,0.697910,0.692052,0.706174,0.784165,0.805830,0.827815,0.829500,0.829018,0.703366,0.689324,0.728400,0.649606,0.695181,0.816341,0.847874,0.865928,0.848596,0.986044,1.138175,0.846269,0.821717,0.844905,0.859509,0.824605
Greece,Q2,d4,0.813773,0.825969,0.872186,0.989655,1.135928,1.346473,1.203569,1.059301,0.943598,0.879488,0.817063,0.780314,0.762341,0.787295,0.944882,1.119078,1.500770,1.122047,1.187682,1.086020,1.002412,0.853732,0.704730,0.622486
Greece,Q2,d5,1.147643,1.092760,1.091236,1.083212,1.099179,1.076873,1.075108,1.066763,0.802379,0.698070,0.657630,0.481508,0.722141,1.006344,1.042852,1.076071,1.637175,1.637175,1.637175,1.404565,1.098618,1.076633,1.015010,1.015010
Greece,Q2,d6,0.562227,0.656908,0.694540,0.689324,0.859669,0.902837,0.801978,0.703687,0.601784,0.562307,0.555808,0.558215,0.567041,0.679214,0.762341,0.851806,0.800293,1.045901,1.201723,1.013566,0.810403,0.713636,0.631392,0.568887
Greece,Q2,d7,0.802379,0.802379,0.812088,0.819229,0.897060,0.961973,1.015411,0.722222,0.877963,0.820754,0.753033,0.753033,0.767075,0.818186,0.869378,0.898665,0.980427,1.147001,1.392048,1.006585,0.915996,0.886629,0.904522,0.794997
Greece,Q3,d1,0.771809,0.760415,0.756644,0.834073,1.096291,1.178134,0.948733,0.837524,0.750867,0.717889,0.667580,0.618634,0.584212,0.960608,0.898264,1.061708,1.282924,2.083619,1.261340,0.937099,0.837844,0.768439,0.772210,0.754397
Greece,Q3,d2,0.641101,0.633077,0.633077,0.786332,0.856058,1.116511,1.147402,0.949375,0.846831,0.882457,0.802379,0.610691,0.674721,0.738751,0.781999,0.966867,1.438104,1.667585,1.262223,1.002172,0.844504,0.706254,0.908614,0.866489
Greece,Q3,d3,0.823081,0.769642,0.815057,0.795960,0.786332,0.761779,0.762260,0.401190,0.706736,0.713716,0.699675,0.699675,0.699675,0.705693,0.762341,0.792991,0.883420,1.320155,1.459448,1.459448,1.126541,0.962855,0.941753,0.897221
Greece,Q3,d4,0.682022,0.644632,0.689966,0.735541,0.872989,1.043093,1.010998,0.823883,0.780956,0.724950,0.538717,0.537032,0.579157,0.657951,0.708581,0.827574,1.071417,1.145156,1.180380,0.846510,0.789220,0.591434,0.678973,0.654100
Greece,Q3,d5,0.743485,0.746213,0.687318,0.320952,0.320952,0.609648,0.610530,0.701921,0.487044,0.320952,0.405442,0.519942,0.680418,0.746935,0.780795,0.873631,1.011800,1.207180,1.243688,0.587903,0.962053,0.802299,0.841535,0.789381
Greece,Q3,d6,0.810243,0.784807,0.790183,0.807274,0.940629,1.174844,0.972644,0.882617,0.884864,0.897782,0.978983,0.978903,0.978983,1.011078,1.351688,1.604919,1.800298,1.802946,1.764593,1.542494,1.090032,1.171554,0.879568,1.305872
Greece,Q3,d7,0.831345,0.822920,0.831265,0.902837,1.091717,0.833913,0.633719,0.455511,0.506301,0.080800,0.080479,0.160476,0.576911,0.796923,0.875396,1.041890,1.473971,2.085143,1.467231,1.096211,0.927149,0.752391,0.854133,0.801577
Greece,Q4,d1,0.859669,0.813613,0.828296,0.993185,1.364045,1.601629,1.212475,0.953949,0.826852,0.656908,0.674239,0.609006,0.698551,0.854694,1.316785,1.491543,1.790429,2.004825,1.564559,1.206137,1.135607,0.877883,0.853009,0.802379
Greece,Q4,d2,0.565597,0.541365,0.413225,0.547945,0.652254,0.842739,0.978983,0.978983,0.962293,0.963978,0.978983,0.978983,0.950739,0.931643,0.959164,1.069090,1.190891,1.179177,1.235183,1.006424,0.978903,0.441309,0.318625,0.762341
Greece,Q4,d3,0.781357,0.727036,0.559900,0.481428,0.655062,0.484798,0.738831,0.446685,0.343418,0.077510,0.031534,0.001605,0.077510,0.552518,0.762260,0.948091,0.978903,0.831345,0.726474,0.693015,0.403597,0.230845,0.080238,0.200595
Greece,Q4,d4,0.728721,0.743725,0.767556,0.832709,1.231893,1.364045,1.364045,1.051999,0.757767,0.617190,0.562388,0.513523,0.583089,0.658914,1.140181,1.389881,2.407619,2.327462,1.412188,1.142749,0.908293,0.665253,0.638854,0.719654
Greece,Q4,d5,0.711871,0.704168,0.725110,0.802379,1.048549,1.185997,1.241040,1.195545,1.174443,1.123331,1.051999,0.925143,0.959646,1.002974,1.063714,1.139860,1.334357,1.408176,1.135367,0.982915,0.939265,0.841295,0.838968,0.778308
Greece,Q4,d6,0.449092,0.329537,0.329537,0.488649,0.597211,0.956597,1.096852,0.935253,0.718852,0.682103,0.612135,0.585737,0.596729,0.652896,0.847393,0.881654,0.978903,0.919767,0.763705,0.640138,0.436575,0.365323,0.185992,0.366848
Greece,Q4,d7,0.369496,0.329938,0.241757,0.437216,0.831586,0.978983,1.368297,1.435376,1.061949,0.978903,0.947690,0.962374,0.978903,1.108327,1.382820,1.767642,1.428877,1.188083,0.995191,1.101025,0.978983,0.854454,0.748459,0.493463
