zone,scenario,year,q,d,exporter,direction,variant,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,n_floored,raw_mean_usd
Bulgaria,CENTRAL,2027,Q1,d1,Türkiye,export,CBAM,0.0100,7.2445,0.0100,48.9258,58.3855,75.7329,97.7615,93.1950,67.8100,60.5849,63.9413,63.7999,62.5545,68.6491,76.9076,92.9035,121.4154,142.0307,127.3685,98.9274,91.3136,60.5849,60.5849,60.1962,2,69.4595
Bulgaria,CENTRAL,2027,Q1,d2,Türkiye,export,CBAM,0.4080,0.0100,0.0100,4.4887,26.0669,91.1812,88.0986,79.5574,84.1680,87.4715,78.3473,74.7348,77.0224,116.2660,191.8027,245.1167,216.1190,205.0959,150.5808,151.0401,92.9742,84.0797,46.9031,48.6078,2,92.7055
Bulgaria,CENTRAL,2027,Q1,d3,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,50.0651,62.8549,58.8184,43.3524,0.0100,0.0100,0.0100,0.0100,0.9733,35.5090,66.9091,71.1487,65.4517,62.7136,43.3612,41.4092,0.0100,0.0100,0.0100,12,-3.4169
Bulgaria,CENTRAL,2027,Q1,d4,Türkiye,export,CBAM,2.3689,0.0100,0.0900,7.8098,26.6763,51.3989,48.4046,35.2881,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,40.7556,41.2237,28.2044,19.4424,8.1366,3.4994,4.1177,10,-9.1025
Bulgaria,CENTRAL,2027,Q1,d5,Türkiye,export,CBAM,17.9497,18.2323,18.4531,26.2524,28.3634,55.2500,84.8040,99.7400,77.0136,73.6837,55.2235,52.8122,55.2146,59.9224,72.2352,91.7553,126.8740,106.6648,115.0471,80.9795,55.2411,33.5658,13.6481,13.2242,0,59.6729
Bulgaria,CENTRAL,2027,Q1,d6,Türkiye,export,CBAM,38.3178,26.3318,24.4504,35.9595,47.2652,66.2466,88.5049,116.8489,27.1533,75.2736,67.1652,9.3555,17.0222,14.8848,55.9919,60.5584,67.2270,88.1957,83.8943,59.9843,44.8363,33.7954,23.5408,33.5039,0,50.2628
Bulgaria,CENTRAL,2027,Q1,d7,Türkiye,export,CBAM,29.4056,22.2600,21.7212,27.3829,39.8811,55.6121,84.9718,84.0179,55.8682,42.6104,0.0100,12.9062,5.0717,25.3956,40.7997,44.5801,56.4865,71.8818,88.7787,58.3061,51.9112,32.4352,26.2435,27.2416,1,41.7702
Bulgaria,CENTRAL,2027,Q2,d1,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,13.7894,39.9253,40.9764,31.2163,24.4593,21.5181,11.0602,12.6412,16,-12.5443
Bulgaria,CENTRAL,2027,Q2,d2,Türkiye,export,CBAM,4.9039,6.0609,7.0767,9.7618,23.0726,17.7995,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,12.8179,26.9413,36.3127,42.5044,34.9260,28.1867,18.2676,27.1975,20.9881,9,-8.5961
Bulgaria,CENTRAL,2027,Q2,d3,Türkiye,export,CBAM,1.9273,1.2824,2.8369,11.4223,13.8072,16.2272,16.4128,16.3598,2.5278,0.9821,5.2836,0.0100,1.6269,14.9642,18.4355,20.4227,28.8315,50.0917,58.6505,49.0583,30.4390,20.8733,19.7161,15.8740,1,17.2776
Bulgaria,CENTRAL,2027,Q2,d4,Türkiye,export,CBAM,14.6816,16.0242,15.2645,29.0700,50.1358,73.3216,56.2392,34.9171,29.0611,25.2366,21.6418,18.7799,13.3214,20.6348,20.8202,23.7881,31.8346,48.6167,55.8418,44.6507,35.4472,15.0083,0.0100,0.0100,2,28.2853
Bulgaria,CENTRAL,2027,Q2,d5,Türkiye,export,CBAM,30.9425,29.3173,29.5381,29.2025,31.0926,30.1211,33.7248,24.2120,13.4273,1.9449,0.0100,0.0100,0.0100,0.0100,0.0100,1.3707,26.8530,39.8988,42.9814,36.7367,26.6763,19.5572,11.8463,0.0100,6,15.4644
Bulgaria,CENTRAL,2027,Q2,d6,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.9821,19.7339,24.4770,13.3832,1.3089,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,4.1177,13.1977,40.2344,57.3874,36.6749,14.3106,3.6585,0.0100,0.0100,12,4.1163
Bulgaria,CENTRAL,2027,Q2,d7,Türkiye,export,CBAM,3.9234,0.2402,0.9114,6.3258,14.1781,47.6715,51.2753,50.0829,35.9860,14.3017,14.3017,0.0100,0.0100,0.0100,0.0100,0.2755,33.0270,51.3636,78.3297,35.9065,21.9155,12.3321,7.2621,0.0100,5,15.6944
Bulgaria,CENTRAL,2027,Q3,d1,Türkiye,export,CBAM,10.0533,8.8079,8.3928,16.9162,45.7813,56.9016,35.5708,17.2961,7.7568,4.1177,0.0100,0.0100,0.0100,30.8453,23.9824,41.9745,66.3261,154.4672,63.9501,28.2573,17.3313,9.6911,10.1062,8.1454,3,26.9947
Bulgaria,CENTRAL,2027,Q3,d2,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.0100,19.3364,48.0072,51.4077,29.6088,8.5076,3.7202,0.0100,0.0100,0.0100,6.4142,11.1838,35.7563,93.6014,234.5263,126.6796,35.4207,18.0645,2.8458,25.1218,20.4846,7,20.9200
Bulgaria,CENTRAL,2027,Q3,d3,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,19.7250,41.8419,42.6193,42.3366,0.0100,0.0100,0.0100,0.0100,20,-38.4895
Bulgaria,CENTRAL,2027,Q3,d4,Türkiye,export,CBAM,0.1783,0.0100,1.0528,6.0698,21.2001,39.9253,36.3922,15.7945,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,3.0931,16.2008,43.0432,51.1604,55.0380,29.3262,14.6640,0.0100,0.0100,0.0100,10,10.3996
Bulgaria,CENTRAL,2027,Q3,d5,Türkiye,export,CBAM,6.9442,7.2445,0.7613,0.0100,0.0100,0.0100,0.0100,2.3689,0.0100,0.0100,0.0100,0.0100,0.0100,7.4741,11.0514,22.4719,40.6849,61.9893,64.8864,45.3132,31.0043,13.4185,17.7377,11.9965,9,5.9144
Bulgaria,CENTRAL,2027,Q3,d6,Türkiye,export,CBAM,9.6646,7.8451,9.8325,13.9661,28.6460,54.4286,32.1702,16.1566,11.0337,23.9294,32.8680,32.8592,32.8680,32.8680,73.8956,101.7716,123.2790,123.5705,119.3485,94.8997,45.0924,29.9533,21.9244,17.7641,0,45.4431
Bulgaria,CENTRAL,2027,Q3,d7,Türkiye,export,CBAM,16.6160,15.6885,16.6071,25.0599,56.9635,50.6128,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,12.8267,21.4651,48.1131,87.3567,163.3086,86.6147,45.7725,27.1621,7.9246,19.1244,13.3390,7,19.3677
Bulgaria,CENTRAL,2027,Q4,d1,Türkiye,export,CBAM,19.7339,14.6640,16.2803,34.4314,75.2559,101.4094,58.5711,41.7360,16.1213,0.0100,0.0100,0.0100,1.9979,53.1743,70.0535,89.2910,122.1927,145.7935,97.3287,57.8732,50.1094,21.7389,0.0100,0.0100,5,43.7524
Bulgaria,CENTRAL,2027,Q4,d2,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,17.8701,32.8680,32.8680,32.8680,32.8680,32.8680,32.8680,32.8680,32.8680,32.8680,42.7782,63.6586,54.9055,63.2170,35.8887,32.8592,0.0100,0.0100,9.0110,7,19.7843
Bulgaria,CENTRAL,2027,Q4,d3,Türkiye,export,CBAM,11.1132,5.1335,0.0100,0.0100,0.0100,0.0100,6.4319,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,9.0110,29.4675,32.8592,16.6160,5.0717,1.3885,0.0100,0.0100,0.0100,0.0100,15,-20.7094
Bulgaria,CENTRAL,2027,Q4,d4,Türkiye,export,CBAM,5.3190,6.9707,9.5939,16.7660,60.7085,78.8685,75.2559,40.9057,8.5076,0.0100,0.0100,0.0100,0.0100,8.3309,50.6128,78.1000,190.1334,181.3095,80.5555,50.8954,25.0864,0.0100,0.0100,4.3209,6,38.2070
Bulgaria,CENTRAL,2027,Q4,d5,Türkiye,export,CBAM,3.4641,2.6161,4.9215,13.4273,40.5259,55.6562,61.7155,56.7073,54.3843,48.7580,40.9057,31.1722,30.7394,35.5090,42.1953,50.5774,71.9879,80.1139,50.0740,33.3008,28.4959,17.7112,17.4550,10.7776,0,36.7996
Bulgaria,CENTRAL,2027,Q4,d6,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,30.4037,45.8431,28.0454,4.2325,0.1872,0.0100,0.0100,0.0100,0.0100,18.3824,22.1540,32.8592,26.3496,9.1700,0.0100,0.0100,0.0100,0.0100,0.0100,14,-4.1846
Bulgaria,CENTRAL,2027,Q4,d7,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.0100,16.6424,32.8680,75.7241,83.1082,42.0010,32.8592,29.4233,31.0396,32.8592,47.1063,77.3227,119.6841,82.3927,55.8859,34.6522,46.3025,32.8592,0.0100,0.0100,0.0100,7,25.4593
Bulgaria,CENTRAL,2028,Q1,d1,Türkiye,export,CBAM,0.0100,0.0100,0.0100,38.9549,48.2227,65.2180,86.7996,82.3258,57.4559,50.3774,53.6657,53.5272,52.3071,58.2780,66.3689,82.0402,109.9735,130.1705,115.8058,87.9418,80.4826,50.3774,50.3774,49.9966,3,59.0719
Bulgaria,CENTRAL,2028,Q1,d2,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.0100,16.5599,80.3528,77.3327,68.9649,73.4820,76.7184,67.7794,64.2402,66.4814,104.9285,178.9325,231.1645,202.7553,191.9558,138.5470,138.9970,82.1094,73.3955,36.9733,38.6434,4,81.8462
Bulgaria,CENTRAL,2028,Q1,d3,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,40.0712,52.6013,48.6468,33.4946,0.0100,0.0100,0.0100,0.0100,0.0100,25.8104,56.5733,60.7269,55.1455,52.4629,33.5032,31.5908,0.0100,0.0100,0.0100,13,-12.3256
Bulgaria,CENTRAL,2028,Q1,d4,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.0100,17.1569,41.3779,38.4443,25.5940,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,30.9505,31.4091,18.6540,10.0698,0.0100,0.0100,0.0100,16,-17.8958
Bulgaria,CENTRAL,2028,Q1,d5,Türkiye,export,CBAM,8.6074,8.8843,9.1006,16.7416,18.8098,45.1508,74.1050,88.7380,66.4728,63.2104,45.1248,42.7624,45.1161,49.7284,61.7913,80.9153,115.3213,95.5222,103.7344,70.3581,45.1421,23.9066,4.3932,3.9779,0,49.4839
Bulgaria,CENTRAL,2028,Q1,d6,Türkiye,export,CBAM,28.5622,16.8194,14.9763,26.2517,37.3280,55.9242,77.7309,105.4997,17.6243,64.7680,56.8242,0.1876,7.6988,5.6047,45.8776,50.3514,56.8848,77.4279,73.2138,49.7890,34.9484,24.1316,14.0850,23.8460,0,40.2648
Bulgaria,CENTRAL,2028,Q1,d7,Türkiye,export,CBAM,19.8308,12.8302,12.3024,17.8492,30.0938,45.5055,74.2694,73.3349,45.7564,32.7677,0.0100,3.6663,0.0100,15.9022,30.9937,34.6974,46.3622,61.4451,77.9990,48.1449,41.8798,22.7990,16.7330,17.7108,2,31.9446
Bulgaria,CENTRAL,2028,Q2,d1,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,4.5316,30.1371,31.1668,21.6048,14.9849,12.1034,1.8577,3.4066,16,-21.2678
Bulgaria,CENTRAL,2028,Q2,d2,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.5857,13.6264,8.4603,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,3.5797,17.4165,26.5978,32.6638,25.2392,18.6367,8.9189,17.6675,11.5841,12,-17.3997
Bulgaria,CENTRAL,2028,Q2,d3,Türkiye,export,CBAM,0.0100,0.0100,0.0100,2.2125,4.5490,6.9199,7.1017,7.0498,0.0100,0.0100,0.0100,0.0100,0.0100,5.6825,9.0833,11.0303,19.2684,40.0971,48.4823,39.0847,20.8433,11.4717,10.3380,6.5738,8,7.9490
Bulgaria,CENTRAL,2028,Q2,d4,Türkiye,export,CBAM,5.4056,6.7210,5.9768,19.5020,40.1404,62.8556,46.1199,25.2306,19.4933,15.7464,12.2246,9.4208,4.0730,11.2380,11.4197,14.3273,22.2106,38.6521,45.7306,34.7666,25.7498,5.7258,0.0100,0.0100,2,18.7333
Bulgaria,CENTRAL,2028,Q2,d5,Türkiye,export,CBAM,21.3365,19.7443,19.9607,19.6319,21.4837,20.5318,24.0624,14.7426,4.1768,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,17.3300,30.1111,33.1312,27.0132,17.1569,10.1823,2.6279,0.0100,8,6.1725
Bulgaria,CENTRAL,2028,Q2,d6,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.0100,10.3554,15.0022,4.1336,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,3.9519,30.4399,47.2448,26.9526,5.0422,0.0100,0.0100,0.0100,16,-4.9453
Bulgaria,CENTRAL,2028,Q2,d7,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.0100,4.9123,37.7261,41.2567,40.0885,26.2777,5.0335,5.0335,0.0100,0.0100,0.0100,0.0100,0.0100,23.3788,41.3432,67.7621,26.1998,12.4927,3.1038,0.0100,0.0100,11,6.3979
Bulgaria,CENTRAL,2028,Q3,d1,Türkiye,export,CBAM,0.8713,0.0100,0.0100,7.5949,35.8743,46.7689,25.8710,7.9671,0.0100,0.0100,0.0100,0.0100,0.0100,21.2413,14.5177,32.1447,56.0021,142.3545,53.6743,18.7059,8.0016,0.5164,0.9231,0.0100,8,17.4688
Bulgaria,CENTRAL,2028,Q3,d2,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.0100,9.9660,38.0550,41.3865,20.0299,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,1.9789,26.0527,82.7239,220.7890,115.1309,25.7239,8.7199,0.0100,15.6340,11.0909,11,11.5175
Bulgaria,CENTRAL,2028,Q3,d3,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,10.3467,32.0148,32.7764,32.4994,0.0100,0.0100,0.0100,0.0100,20,-46.6865
Bulgaria,CENTRAL,2028,Q3,d4,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.0100,11.7919,30.1371,26.6757,6.4959,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,6.8941,33.1917,41.1442,44.9431,19.7530,5.3884,0.0100,0.0100,0.0100,14,1.2105
Bulgaria,CENTRAL,2028,Q3,d5,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,1.8491,13.0379,30.8813,51.7533,54.5916,35.4156,21.3972,4.1682,8.3997,2.7750,14,-3.1836
Bulgaria,CENTRAL,2028,Q3,d6,Türkiye,export,CBAM,0.4904,0.0100,0.6549,4.7047,19.0866,44.3460,22.5394,6.8507,1.8317,14.4658,23.2230,23.2144,23.2230,23.2230,63.4180,90.7283,111.7993,112.0849,107.9485,83.9959,35.1993,20.3674,12.5014,8.4256,1,35.5429
Bulgaria,CENTRAL,2028,Q3,d7,Türkiye,export,CBAM,7.3008,6.3922,7.2921,15.5733,46.8295,40.6077,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,3.5884,12.0515,38.1587,76.6059,151.0165,75.8790,35.8656,17.6329,0.0100,9.7583,4.0903,8,9.9966
Bulgaria,CENTRAL,2028,Q4,d1,Türkiye,export,CBAM,10.3554,5.3884,6.9719,24.7546,64.7507,90.3735,48.4045,31.9110,6.8162,0.0100,0.0100,0.0100,0.0100,43.1172,59.6539,78.5009,110.7350,133.8568,86.3756,47.7208,40.1145,12.3197,0.0100,0.0100,6,33.8865
Bulgaria,CENTRAL,2028,Q4,d2,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,8.5295,23.2230,23.2230,23.2230,23.2230,23.2230,23.2230,23.2230,23.2230,23.2230,32.9321,53.3888,44.8133,52.9561,26.1824,23.2144,0.0100,0.0100,0.0100,8,10.4048
Bulgaria,CENTRAL,2028,Q4,d3,Türkiye,export,CBAM,1.9096,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,19.8915,23.2144,7.3008,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,20,-29.2671
Bulgaria,CENTRAL,2028,Q4,d4,Türkiye,export,CBAM,0.0100,0.0100,0.4212,7.4478,50.4985,68.2900,64.7507,31.0976,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,40.6077,67.5371,177.2970,168.6522,69.9427,40.8846,15.5993,0.0100,0.0100,0.0100,11,28.4536
Bulgaria,CENTRAL,2028,Q4,d5,Türkiye,export,CBAM,0.0100,0.0100,0.0100,4.1768,30.7255,45.5488,51.4851,46.5785,44.3027,38.7905,31.0976,21.5616,21.1376,25.8104,32.3610,40.5731,61.5490,69.5101,40.0798,23.6471,18.9396,8.3738,8.1228,1.5808,3,27.0749
Bulgaria,CENTRAL,2028,Q4,d6,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,20.8087,35.9348,18.4982,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,9.0314,12.7265,23.2144,16.8368,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,17,-13.0777
Bulgaria,CENTRAL,2028,Q4,d7,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.0100,7.3266,23.2230,65.2094,72.4436,32.1706,23.2144,19.8482,21.4317,23.2144,37.1723,66.7756,108.2773,71.7427,45.7738,24.9710,36.3849,23.2144,0.0100,0.0100,0.0100,7,15.9646
Bulgaria,CENTRAL,2029,Q1,d1,Türkiye,export,CBAM,0.0100,0.0100,0.0100,28.9840,38.0598,54.7031,75.8377,71.4565,47.1018,40.1699,43.3902,43.2545,42.0596,47.9069,55.8302,71.1769,98.5316,118.3102,104.2431,76.9563,69.6515,40.1699,40.1699,39.7971,3,48.6843
Bulgaria,CENTRAL,2029,Q1,d2,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.0100,7.0529,69.5245,66.5669,58.3724,62.7959,65.9653,57.2115,53.7455,55.9403,93.5911,166.0622,217.2123,189.3915,178.8158,126.5132,126.9539,71.2447,62.7112,27.0434,28.6789,4,70.9869
Bulgaria,CENTRAL,2029,Q1,d3,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,30.0772,42.3478,38.4751,23.6369,0.0100,0.0100,0.0100,0.0100,0.0100,16.1118,46.2374,50.3050,44.8392,42.2122,23.6453,21.7725,0.0100,0.0100,0.0100,13,-21.2342
Bulgaria,CENTRAL,2029,Q1,d4,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.0100,7.6376,31.3568,28.4840,15.8999,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,21.1454,21.5946,9.1037,0.6973,0.0100,0.0100,0.0100,16,-26.6891
Bulgaria,CENTRAL,2029,Q1,d5,Türkiye,export,CBAM,0.0100,0.0100,0.0100,7.2309,9.2562,35.0516,63.4061,77.7359,55.9319,52.7371,35.0261,32.7127,35.0176,39.5343,51.3474,70.0752,103.7686,84.3796,92.4217,59.7368,35.0430,14.2475,0.0100,0.0100,5,39.2950
Bulgaria,CENTRAL,2029,Q1,d6,Türkiye,export,CBAM,18.8066,7.3071,5.5021,16.5440,27.3909,45.6019,66.9568,94.1504,8.0952,54.2625,46.4831,0.0100,0.0100,0.0100,35.7633,40.1445,46.5425,66.6602,62.5333,39.5937,25.0605,14.4677,4.6293,14.1881,3,30.2668
Bulgaria,CENTRAL,2029,Q1,d7,Türkiye,export,CBAM,10.2561,3.4005,2.8836,8.3155,20.3065,35.3990,63.5671,62.6519,35.6447,22.9250,0.0100,0.0100,0.0100,6.4089,21.1878,24.8147,36.2379,51.0084,67.2194,37.9836,31.8483,13.1628,7.2224,8.1799,3,22.1189
Bulgaria,CENTRAL,2029,Q2,d1,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,20.3488,21.3573,11.9933,5.5106,2.6887,0.0100,0.0100,19,-29.9912
Bulgaria,CENTRAL,2029,Q2,d2,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.0100,4.1802,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,7.8918,16.8829,22.8233,15.5525,9.0867,0.0100,8.1376,2.1802,16,-26.2033
Bulgaria,CENTRAL,2029,Q2,d3,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,1.6378,9.7053,30.1026,38.3140,29.1112,11.2476,2.0701,0.9599,0.0100,16,-1.3796
Bulgaria,CENTRAL,2029,Q2,d4,Türkiye,export,CBAM,0.0100,0.0100,0.0100,9.9341,30.1449,52.3897,36.0006,15.5440,9.9256,6.2563,2.8074,0.0617,0.0100,1.8413,2.0192,4.8666,12.5865,28.6875,35.6193,24.8825,16.0525,0.0100,0.0100,0.0100,7,9.1813
Bulgaria,CENTRAL,2029,Q2,d5,Türkiye,export,CBAM,11.7306,10.1714,10.3832,10.0613,11.8747,10.9425,14.4000,5.2733,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,7.8071,20.3234,23.2809,17.2897,7.6376,0.8074,0.0100,0.0100,10,-3.1193
Bulgaria,CENTRAL,2029,Q2,d6,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.9769,5.5275,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,20.6454,37.1023,17.2303,0.0100,0.0100,0.0100,0.0100,19,-14.0068
Bulgaria,CENTRAL,2029,Q2,d7,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,27.7806,31.2382,30.0942,16.5694,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,13.7305,31.3229,57.1946,16.4931,3.0700,0.0100,0.0100,0.0100,15,-2.8986
Bulgaria,CENTRAL,2029,Q3,d1,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.0100,25.9672,36.6362,16.1711,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,11.6374,5.0530,22.3149,45.6782,130.2419,43.3986,9.1544,0.0100,0.0100,0.0100,0.0100,14,7.9430
Bulgaria,CENTRAL,2029,Q3,d2,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.5956,28.1027,31.3652,10.4510,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,16.3491,71.8464,207.0517,103.5822,16.0271,0.0100,0.0100,6.1462,1.6972,13,2.1149
Bulgaria,CENTRAL,2029,Q3,d3,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.9684,22.1877,22.9335,22.6623,0.0100,0.0100,0.0100,0.0100,20,-54.8834
Bulgaria,CENTRAL,2029,Q3,d4,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.0100,2.3837,20.3488,16.9592,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,23.3402,31.1279,34.8482,10.1799,0.0100,0.0100,0.0100,0.0100,17,-7.9785
Bulgaria,CENTRAL,2029,Q3,d5,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,3.6038,21.0776,41.5174,44.2969,25.5181,11.7900,0.0100,0.0100,0.0100,18,-12.2816
Bulgaria,CENTRAL,2029,Q3,d6,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.0100,9.5273,34.2635,12.9085,0.0100,0.0100,5.0022,13.5780,13.5695,13.5780,13.5780,52.9405,79.6850,100.3196,100.5992,96.5485,73.0920,25.3062,10.7815,3.0785,0.0100,7,25.6427
Bulgaria,CENTRAL,2029,Q3,d7,Türkiye,export,CBAM,0.0100,0.0100,0.0100,6.0868,36.6956,30.6026,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,2.6379,28.2044,65.8552,138.7245,65.1433,25.9587,8.1037,0.0100,0.3922,0.0100,13,0.6256
Bulgaria,CENTRAL,2029,Q4,d1,Türkiye,export,CBAM,0.9769,0.0100,0.0100,15.0779,54.2456,79.3376,38.2379,22.0861,0.0100,0.0100,0.0100,0.0100,0.0100,33.0601,49.2542,67.7109,99.2773,121.9202,75.4225,37.5683,30.1196,2.9006,0.0100,0.0100,9,24.0206
Bulgaria,CENTRAL,2029,Q4,d2,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,13.5780,13.5780,13.5780,13.5780,13.5780,13.5780,13.5780,13.5780,13.5780,23.0860,43.1189,34.7210,42.6952,16.4761,13.5695,0.0100,0.0100,0.0100,9,1.0253
Bulgaria,CENTRAL,2029,Q4,d3,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,10.3155,13.5695,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,22,-37.8249
Bulgaria,CENTRAL,2029,Q4,d4,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.0100,40.2886,57.7115,54.2456,21.2895,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,30.6026,56.9742,164.4606,155.9948,59.3300,30.8737,6.1122,0.0100,0.0100,0.0100,13,18.7003
Bulgaria,CENTRAL,2029,Q4,d5,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.0100,20.9251,35.4413,41.2546,36.4498,34.2210,28.8230,21.2895,11.9510,11.5358,16.1118,22.5267,30.5687,51.1101,58.9064,30.0857,13.9933,9.3833,0.0100,0.0100,0.0100,7,17.3501
Bulgaria,CENTRAL,2029,Q4,d6,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,11.2137,26.0265,8.9511,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,3.2989,13.5695,7.3241,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,18,-21.9708
Bulgaria,CENTRAL,2029,Q4,d7,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,13.5780,54.6947,61.7791,22.3403,13.5695,10.2731,11.8238,13.5695,27.2384,56.2285,96.8705,61.0926,35.6617,15.2898,26.4672,13.5695,0.0100,0.0100,0.0100,8,6.4699
