Variable,country,zone,generator,fuel,year,baseline
Capacity: MW,Angola,Angola,AH_Cambambe_C1,Reservoir-Water,2025,260.0
Capacity: MW,Angola,Angola,AH_Cambambe_C1,Reservoir-Water,2026,260.0
Capacity: MW,Angola,Angola,AH_Cambambe_C1,Reservoir-Water,2027,260.0
Capacity: MW,Angola,Angola,AH_Cambambe_C1,Reservoir-Water,2028,260.0
Capacity: MW,Angola,Angola,AH_Cambambe_C1,Reservoir-Water,2029,260.0
Capacity: MW,Angola,Angola,AH_Cambambe_C1,Reservoir-Water,2030,260.0
Capacity: MW,Angola,Angola,AH_Cambambe_C1,Reservoir-Water,2031,260.0
Capacity: MW,Angola,Angola,AH_Cambambe_C1,Reservoir-Water,2032,260.0
Capacity: MW,Angola,Angola,AH_Cambambe_C1,Reservoir-Water,2033,260.0
Capacity: MW,Angola,Angola,AH_Cambambe_C1,Reservoir-Water,2034,260.0
Capacity: MW,Angola,Angola,AH_Cambambe_C1,Reservoir-Water,2035,260.0
Capacity: MW,Angola,Angola,AH_Cambambe_C2,Reservoir-Water,2025,700.0
Capacity: MW,Angola,Angola,AH_Cambambe_C2,Reservoir-Water,2026,700.0
Capacity: MW,Angola,Angola,AH_Cambambe_C2,Reservoir-Water,2027,700.0
Capacity: MW,Angola,Angola,AH_Cambambe_C2,Reservoir-Water,2028,700.0
Capacity: MW,Angola,Angola,AH_Cambambe_C2,Reservoir-Water,2029,700.0
Capacity: MW,Angola,Angola,AH_Cambambe_C2,Reservoir-Water,2030,700.0
Capacity: MW,Angola,Angola,AH_Cambambe_C2,Reservoir-Water,2031,700.0
Capacity: MW,Angola,Angola,AH_Cambambe_C2,Reservoir-Water,2032,700.0
Capacity: MW,Angola,Angola,AH_Cambambe_C2,Reservoir-Water,2033,700.0
Capacity: MW,Angola,Angola,AH_Cambambe_C2,Reservoir-Water,2034,700.0
Capacity: MW,Angola,Angola,AH_Cambambe_C2,Reservoir-Water,2035,700.0
Capacity: MW,Angola,Angola,AH_Capanda,Reservoir-Water,2025,520.0
Capacity: MW,Angola,Angola,AH_Capanda,Reservoir-Water,2026,520.0
Capacity: MW,Angola,Angola,AH_Capanda,Reservoir-Water,2027,520.0
Capacity: MW,Angola,Angola,AH_Capanda,Reservoir-Water,2028,520.0
Capacity: MW,Angola,Angola,AH_Capanda,Reservoir-Water,2029,520.0
Capacity: MW,Angola,Angola,AH_Capanda,Reservoir-Water,2030,520.0
Capacity: MW,Angola,Angola,AH_Capanda,Reservoir-Water,2031,520.0
Capacity: MW,Angola,Angola,AH_Capanda,Reservoir-Water,2032,520.0
Capacity: MW,Angola,Angola,AH_Capanda,Reservoir-Water,2033,520.0
Capacity: MW,Angola,Angola,AH_Capanda,Reservoir-Water,2034,520.0
Capacity: MW,Angola,Angola,AH_Capanda,Reservoir-Water,2035,520.0
Capacity: MW,Angola,Angola,AH_Lauca,Reservoir-Water,2025,2070.0
Capacity: MW,Angola,Angola,AH_Lauca,Reservoir-Water,2026,2070.0
Capacity: MW,Angola,Angola,AH_Lauca,Reservoir-Water,2027,2070.0
Capacity: MW,Angola,Angola,AH_Lauca,Reservoir-Water,2028,2070.0
