zone,tech,season,daytype,uni_4,value
WestMed,OnshoreWind,Q3,d4,t14,0.2332657520597574
WestMed,OnshoreWind,Q3,d4,t15,0.2158291528587509
WestMed,OnshoreWind,Q3,d4,t16,0.1875774478242088
WestMed,OnshoreWind,Q3,d4,t17,0.2123449861106293
WestMed,OnshoreWind,Q3,d4,t18,0.2488893233149087
WestMed,OnshoreWind,Q3,d4,t19,0.3044152748392711
WestMed,OnshoreWind,Q3,d4,t20,0.5161769389151472
WestMed,OnshoreWind,Q3,d4,t21,0.5379805706466046
WestMed,OnshoreWind,Q3,d4,t22,0.5876890672838319
WestMed,OnshoreWind,Q3,d4,t23,0.5832432074513871
WestMed,OnshoreWind,Q3,d4,t24,0.5040690653289148
WestMed,OnshoreWind,Q3,d5,t01,0.1180202365449678
WestMed,OnshoreWind,Q3,d5,t02,0.0851177206927974
WestMed,OnshoreWind,Q3,d5,t03,0.0721900431658305
WestMed,OnshoreWind,Q3,d5,t04,0.0639604728376882
WestMed,OnshoreWind,Q3,d5,t05,0.0475643940229986
WestMed,OnshoreWind,Q3,d5,t06,0.0538548127220959
WestMed,OnshoreWind,Q3,d5,t07,0.055667840667951
WestMed,OnshoreWind,Q3,d5,t08,0.0829420871577712
WestMed,OnshoreWind,Q3,d5,t09,0.112549621786605
WestMed,OnshoreWind,Q3,d5,t10,0.1309952104531308
WestMed,OnshoreWind,Q3,d5,t11,0.0953968008727759
WestMed,OnshoreWind,Q3,d5,t12,0.113700500395713
WestMed,OnshoreWind,Q3,d5,t13,0.1373329255334243
WestMed,OnshoreWind,Q3,d5,t14,0.1497718737880302
WestMed,OnshoreWind,Q3,d5,t15,0.154517277368051
WestMed,OnshoreWind,Q3,d5,t16,0.1225291582190074
WestMed,OnshoreWind,Q3,d5,t17,0.144632333698041
WestMed,OnshoreWind,Q3,d5,t18,0.2139530630713008
WestMed,OnshoreWind,Q3,d5,t19,0.3443649514896784
WestMed,OnshoreWind,Q3,d5,t20,0.4026971549650164
WestMed,OnshoreWind,Q3,d5,t21,0.4803893438100072
WestMed,OnshoreWind,Q3,d5,t22,0.4844410671324834
WestMed,OnshoreWind,Q3,d5,t23,0.4192666538440922
WestMed,OnshoreWind,Q3,d5,t24,0.4452638980416145
WestMed,OnshoreWind,Q3,d6,t01,0.0289138543712892
WestMed,OnshoreWind,Q3,d6,t02,0.0230648685633566
WestMed,OnshoreWind,Q3,d6,t03,0.0334070105849301
WestMed,OnshoreWind,Q3,d6,t04,0.0346524819564305
WestMed,OnshoreWind,Q3,d6,t05,0.022434250147407
WestMed,OnshoreWind,Q3,d6,t06,0.0099007091304087
WestMed,OnshoreWind,Q3,d6,t07,0.0131641594329479
WestMed,OnshoreWind,Q3,d6,t08,0.0507017206423479
WestMed,OnshoreWind,Q3,d6,t09,0.0730886744085587
WestMed,OnshoreWind,Q3,d6,t10,0.1047141879684312
WestMed,OnshoreWind,Q3,d6,t11,0.1267543016058698
WestMed,OnshoreWind,Q3,d6,t12,0.1514745435110941
WestMed,OnshoreWind,Q3,d6,t13,0.1597514102204326
WestMed,OnshoreWind,Q3,d6,t14,0.1507808632535495
WestMed,OnshoreWind,Q3,d6,t15,0.1259029667443378
WestMed,OnshoreWind,Q3,d6,t16,0.1139527477620929
WestMed,OnshoreWind,Q3,d6,t17,0.0787484746917064
WestMed,OnshoreWind,Q3,d6,t18,0.051600351885076
WestMed,OnshoreWind,Q3,d6,t19,0.0420464828834396
WestMed,OnshoreWind,Q3,d6,t20,0.0409744315763253
WestMed,OnshoreWind,Q3,d6,t21,0.0167744498642593
WestMed,OnshoreWind,Q3,d6,t22,0.024436463618047
WestMed,OnshoreWind,Q3,d6,t23,0.0274634320146051
WestMed,OnshoreWind,Q3,d6,t24,0.0181460449189497
WestMed,OnshoreWind,Q4,d1,t01,0.6110061832135684
WestMed,OnshoreWind,Q4,d1,t02,0.4251156396520247
WestMed,OnshoreWind,Q4,d1,t03,0.3259351282835512
WestMed,OnshoreWind,Q4,d1,t04,0.1880031152549748
WestMed,OnshoreWind,Q4,d1,t05,0.1394612626872542
WestMed,OnshoreWind,Q4,d1,t06,0.0876717252773932
WestMed,OnshoreWind,Q4,d1,t07,0.0711337573191149
WestMed,OnshoreWind,Q4,d1,t08,0.0613276409510986
WestMed,OnshoreWind,Q4,d1,t09,0.1301281101312001
WestMed,OnshoreWind,Q4,d1,t10,0.1117298178458705
WestMed,OnshoreWind,Q4,d1,t11,0.1274479818634143
WestMed,OnshoreWind,Q4,d1,t12,0.1489993662284919
WestMed,OnshoreWind,Q4,d1,t13,0.2031379572377652
WestMed,OnshoreWind,Q4,d1,t14,0.2041154157824871
WestMed,OnshoreWind,Q4,d1,t15,0.2158606837795484
WestMed,OnshoreWind,Q4,d1,t16,0.1798681376892249
WestMed,OnshoreWind,Q4,d1,t17,0.1901629833296022
WestMed,OnshoreWind,Q4,d1,t18,0.15202633462505
WestMed,OnshoreWind,Q4,d1,t19,0.1328555347801821
WestMed,OnshoreWind,Q4,d1,t20,0.1376324692810004
WestMed,OnshoreWind,Q4,d1,t21,0.1281416621209589
WestMed,OnshoreWind,Q4,d1,t22,0.0920229923474455
WestMed,OnshoreWind,Q4,d1,t23,0.0667982557094614
WestMed,OnshoreWind,Q4,d1,t24,0.0640865965208782
WestMed,OnshoreWind,Q4,d2,t01,0.0861897719999117
WestMed,OnshoreWind,Q4,d2,t02,0.1361662814639176
WestMed,OnshoreWind,Q4,d2,t03,0.1067479323598687
WestMed,OnshoreWind,Q4,d2,t04,0.0996534751804357
WestMed,OnshoreWind,Q4,d2,t05,0.0969733469126498
WestMed,OnshoreWind,Q4,d2,t06,0.061611419238276
WestMed,OnshoreWind,Q4,d2,t07,0.0316412790202712
WestMed,OnshoreWind,Q4,d2,t08,0.0428189904429779
WestMed,OnshoreWind,Q4,d2,t09,0.0525305140486017
WestMed,OnshoreWind,Q4,d2,t10,0.0463819844930931
WestMed,OnshoreWind,Q4,d2,t11,0.0668140211698602
WestMed,OnshoreWind,Q4,d2,t12,0.1072839580134258
WestMed,OnshoreWind,Q4,d2,t13,0.1500398866148088
WestMed,OnshoreWind,Q4,d2,t14,0.1971628477466427
WestMed,OnshoreWind,Q4,d2,t15,0.2036266865101261
WestMed,OnshoreWind,Q4,d2,t16,0.2509388331667449
WestMed,OnshoreWind,Q4,d2,t17,0.2564882752271014
WestMed,OnshoreWind,Q4,d2,t18,0.1883814863045445
WestMed,OnshoreWind,Q4,d2,t19,0.2142526068188769
WestMed,OnshoreWind,Q4,d2,t20,0.3070165758050632
WestMed,OnshoreWind,Q4,d2,t21,0.32982919700204
WestMed,OnshoreWind,Q4,d2,t22,0.3141583293656925
WestMed,OnshoreWind,Q4,d2,t23,0.2811454552907309
WestMed,OnshoreWind,Q4,d2,t24,0.2461934295867242
WestMed,OnshoreWind,Q4,d3,t01,0.6219316472698952
WestMed,OnshoreWind,Q4,d3,t02,0.6437037480805552
WestMed,OnshoreWind,Q4,d3,t03,0.6504355996708172
WestMed,OnshoreWind,Q4,d3,t04,0.5892340824029084
WestMed,OnshoreWind,Q4,d3,t05,0.6750297178928516
WestMed,OnshoreWind,Q4,d3,t06,0.6726491333726419
WestMed,OnshoreWind,Q4,d3,t07,0.6691649666245203
WestMed,OnshoreWind,Q4,d3,t08,0.6420483747386875
WestMed,OnshoreWind,Q4,d3,t09,0.6400461612680476
WestMed,OnshoreWind,Q4,d3,t10,0.6397150865996739
WestMed,OnshoreWind,Q4,d3,t11,0.5820607979214817
WestMed,OnshoreWind,Q4,d3,t12,0.5098549892952523
WestMed,OnshoreWind,Q4,d3,t13,0.524248854639302
WestMed,OnshoreWind,Q4,d3,t14,0.52940416018969
WestMed,OnshoreWind,Q4,d3,t15,0.5723808052366554
WestMed,OnshoreWind,Q4,d3,t16,0.73886406704735
WestMed,OnshoreWind,Q4,d3,t17,0.7756606516180092
WestMed,OnshoreWind,Q4,d3,t18,0.778892570999751
WestMed,OnshoreWind,Q4,d3,t19,0.8290582659885417
WestMed,OnshoreWind,Q4,d3,t20,0.8403936320152359
WestMed,OnshoreWind,Q4,d3,t21,0.8136711766393714
WestMed,OnshoreWind,Q4,d3,t22,0.8510826141655815
WestMed,OnshoreWind,Q4,d3,t23,0.8404251629360333
WestMed,OnshoreWind,Q4,d3,t24,0.83571129027681
WestMed,OnshoreWind,Q4,d4,t01,0.0518683647118546
WestMed,OnshoreWind,Q4,d4,t02,0.077313817795421
WestMed,OnshoreWind,Q4,d4,t03,0.0711495227795137
WestMed,OnshoreWind,Q4,d4,t04,0.0657104389419484
WestMed,OnshoreWind,Q4,d4,t05,0.0551002840935963
WestMed,OnshoreWind,Q4,d4,t06,0.0489044581568915
WestMed,OnshoreWind,Q4,d4,t07,0.0484787907261255
WestMed,OnshoreWind,Q4,d4,t08,0.0735616382205209
WestMed,OnshoreWind,Q4,d4,t09,0.1028380981809811
WestMed,OnshoreWind,Q4,d4,t10,0.1403125975487862
WestMed,OnshoreWind,Q4,d4,t11,0.1406121412963622
WestMed,OnshoreWind,Q4,d4,t12,0.1379320130285764
WestMed,OnshoreWind,Q4,d4,t13,0.122860232887381
WestMed,OnshoreWind,Q4,d4,t14,0.1271957344970345
WestMed,OnshoreWind,Q4,d4,t15,0.1438755915989014
WestMed,OnshoreWind,Q4,d4,t16,0.1935525573153312
WestMed,OnshoreWind,Q4,d4,t17,0.2418894588978682
WestMed,OnshoreWind,Q4,d4,t18,0.32795310721459
WestMed,OnshoreWind,Q4,d4,t19,0.3677135983402123
WestMed,OnshoreWind,Q4,d4,t20,0.4645608215696723
WestMed,OnshoreWind,Q4,d4,t21,0.5379490397258071
WestMed,OnshoreWind,Q4,d4,t22,0.5793649041932971
WestMed,OnshoreWind,Q4,d4,t23,0.6064972615395288
WestMed,OnshoreWind,Q4,d4,t24,0.5994973971224882
WestMed,OnshoreWind,Q4,d5,t01,0.1859536054031386
WestMed,OnshoreWind,Q4,d5,t02,0.1889332774185004
WestMed,OnshoreWind,Q4,d5,t03,0.144206666267275
WestMed,OnshoreWind,Q4,d5,t04,0.1440963080444838
WestMed,OnshoreWind,Q4,d5,t05,0.1681701660733598
WestMed,OnshoreWind,Q4,d5,t06,0.1804199288031808
WestMed,OnshoreWind,Q4,d5,t07,0.2088450539021091
WestMed,OnshoreWind,Q4,d5,t08,0.2559049531923481
WestMed,OnshoreWind,Q4,d5,t09,0.3066539702158922
WestMed,OnshoreWind,Q4,d5,t10,0.3404708827711896
WestMed,OnshoreWind,Q4,d5,t11,0.3063544264683161
WestMed,OnshoreWind,Q4,d5,t12,0.2061176292531271
WestMed,OnshoreWind,Q4,d5,t13,0.1680125114693724
WestMed,OnshoreWind,Q4,d5,t14,0.1656634578699601
WestMed,OnshoreWind,Q4,d5,t15,0.1699674285588162
WestMed,OnshoreWind,Q4,d5,t16,0.1555577977543678
WestMed,OnshoreWind,Q4,d5,t17,0.162273883884231
WestMed,OnshoreWind,Q4,d5,t18,0.2153877199675862
WestMed,OnshoreWind,Q4,d5,t19,0.3537926968081248
WestMed,OnshoreWind,Q4,d5,t20,0.4573244752466506
WestMed,OnshoreWind,Q4,d5,t21,0.4408968655111636
WestMed,OnshoreWind,Q4,d5,t22,0.4289308810685198
WestMed,OnshoreWind,Q4,d5,t23,0.4093186483324872
WestMed,OnshoreWind,Q4,d5,t24,0.4288362883061274
WestMed,OnshoreWind,Q4,d6,t01,0.4719075261154851
WestMed,OnshoreWind,Q4,d6,t02,0.486837417113092
WestMed,OnshoreWind,Q4,d6,t03,0.6331881859945956
WestMed,OnshoreWind,Q4,d6,t04,0.7477557867122394
WestMed,OnshoreWind,Q4,d6,t05,0.7383122759333941
WestMed,OnshoreWind,Q4,d6,t06,0.7401095384188504
WestMed,OnshoreWind,Q4,d6,t07,0.735411431220026
WestMed,OnshoreWind,Q4,d6,t08,0.7900860478828563
WestMed,OnshoreWind,Q4,d6,t09,0.8102658371932436
WestMed,OnshoreWind,Q4,d6,t10,0.8031083181722156
WestMed,OnshoreWind,Q4,d6,t11,0.7192045379301212
WestMed,OnshoreWind,Q4,d6,t12,0.7596744747736869
WestMed,OnshoreWind,Q4,d6,t13,0.6551494723300405
WestMed,OnshoreWind,Q4,d6,t14,0.5208277497327755
WestMed,OnshoreWind,Q4,d6,t15,0.5839684186297293
WestMed,OnshoreWind,Q4,d6,t16,0.6070648181138834
WestMed,OnshoreWind,Q4,d6,t17,0.4652229709064193
WestMed,OnshoreWind,Q4,d6,t18,0.419156295621301
WestMed,OnshoreWind,Q4,d6,t19,0.3746346354552592
WestMed,OnshoreWind,Q4,d6,t20,0.3648127536268442
WestMed,OnshoreWind,Q4,d6,t21,0.2953186041891981
WestMed,OnshoreWind,Q4,d6,t22,0.253540134132537
WestMed,OnshoreWind,Q4,d6,t23,0.2510018950083399
WestMed,OnshoreWind,Q4,d6,t24,0.2350314836244163
WestAna,Hydro,Q1,d1,t01,0.3710659921674001
WestAna,Hydro,Q1,d1,t02,0.3765497260417952
WestAna,Hydro,Q1,d1,t03,0.3449725584817368
WestAna,Hydro,Q1,d1,t04,0.3622920179683679
WestAna,Hydro,Q1,d1,t05,0.3754529792669161
WestAna,Hydro,Q1,d1,t06,0.3452924429577432
WestAna,Hydro,Q1,d1,t07,0.3701977343039542
WestAna,Hydro,Q1,d1,t08,0.3698778498279478
WestAna,Hydro,Q1,d1,t09,0.3326798550466345
WestAna,Hydro,Q1,d1,t10,0.3705633165622472
WestAna,Hydro,Q1,d1,t11,0.3767325171709417
WestAna,Hydro,Q1,d1,t12,0.3368383532347175
WestAna,Hydro,Q1,d1,t13,0.3591388709905908
WestAna,Hydro,Q1,d1,t14,0.3736250679754511
WestAna,Hydro,Q1,d1,t15,0.3343249752089531
WestAna,Hydro,Q1,d1,t16,0.3586818931677245
WestAna,Hydro,Q1,d1,t17,0.3748132103149034
WestAna,Hydro,Q1,d1,t18,0.3346448596849595
WestAna,Hydro,Q1,d1,t19,0.3660392361158713
WestAna,Hydro,Q1,d1,t20,0.3643941159535527
WestAna,Hydro,Q1,d1,t21,0.3261450721796471
WestAna,Hydro,Q1,d1,t22,0.3704262232153874
WestAna,Hydro,Q1,d1,t23,0.3763212371303621
WestAna,Hydro,Q1,d1,t24,0.3331825306517874
WestAna,Hydro,Q1,d2,t01,0.6005145570285474
WestAna,Hydro,Q1,d2,t02,0.5886331336340247
WestAna,Hydro,Q1,d2,t03,0.5602548108340302
WestAna,Hydro,Q1,d2,t04,0.5561420104282339
WestAna,Hydro,Q1,d2,t05,0.5642762156752533
WestAna,Hydro,Q1,d2,t06,0.5576957350259792
WestAna,Hydro,Q1,d2,t07,0.5524404900630172
WestAna,Hydro,Q1,d2,t08,0.5330189325912014
WestAna,Hydro,Q1,d2,t09,0.5380913864250167
WestAna,Hydro,Q1,d2,t10,0.5109926015290478
WestAna,Hydro,Q1,d2,t11,0.4068016579155413
WestAna,Hydro,Q1,d2,t12,0.5147398196765511
WestAna,Hydro,Q1,d2,t13,0.5504297876424057
WestAna,Hydro,Q1,d2,t14,0.5614886509557692
WestAna,Hydro,Q1,d2,t15,0.5790822971361199
WestAna,Hydro,Q1,d2,t16,0.5832864931064895
WestAna,Hydro,Q1,d2,t17,0.5780312481435276
WestAna,Hydro,Q1,d2,t18,0.5719077453171197
WestAna,Hydro,Q1,d2,t19,0.5645047045866864
WestAna,Hydro,Q1,d2,t20,0.5691658783799222
WestAna,Hydro,Q1,d2,t21,0.5630423755535143
WestAna,Hydro,Q1,d2,t22,0.5573301527676862
WestAna,Hydro,Q1,d2,t23,0.5576500372436926
WestAna,Hydro,Q1,d2,t24,0.5480078051812145
WestAna,Hydro,Q1,d3,t01,0.3465262830794821
WestAna,Hydro,Q1,d3,t02,0.3572652619168392
WestAna,Hydro,Q1,d3,t03,0.3348733485963926
WestAna,Hydro,Q1,d3,t04,0.3540664171567754
WestAna,Hydro,Q1,d3,t05,0.3522385058653103
WestAna,Hydro,Q1,d3,t06,0.2985893094608118
WestAna,Hydro,Q1,d3,t07,0.3142179510028378
WestAna,Hydro,Q1,d3,t08,0.3515073413487243
WestAna,Hydro,Q1,d3,t09,0.3226720407258636
WestAna,Hydro,Q1,d3,t10,0.3563513062711066
WestAna,Hydro,Q1,d3,t11,0.3669531917616038
WestAna,Hydro,Q1,d3,t12,0.3312632237957492
WestAna,Hydro,Q1,d3,t13,0.3509132701789982
WestAna,Hydro,Q1,d3,t14,0.3608296889351959
WestAna,Hydro,Q1,d3,t15,0.3345534641203862
WestAna,Hydro,Q1,d3,t16,0.3503648967915587
WestAna,Hydro,Q1,d3,t17,0.3497251278395459
WestAna,Hydro,Q1,d3,t18,0.3189248225783602
WestAna,Hydro,Q1,d3,t19,0.3583163109094315
WestAna,Hydro,Q1,d3,t20,0.3589103820791577
WestAna,Hydro,Q1,d3,t21,0.3204328493938189
WestAna,Hydro,Q1,d3,t22,0.3491310566698197
WestAna,Hydro,Q1,d3,t23,0.3616979467986418
WestAna,Hydro,Q1,d3,t24,0.3324056683529148
WestAna,Hydro,Q1,d4,t01,0.4163981921957327
WestAna,Hydro,Q1,d4,t02,0.4318897403908988
WestAna,Hydro,Q1,d4,t03,0.445781866206033
WestAna,Hydro,Q1,d4,t04,0.4530478135896065
WestAna,Hydro,Q1,d4,t05,0.4508086222575618
WestAna,Hydro,Q1,d4,t06,0.4205566903838156
WestAna,Hydro,Q1,d4,t07,0.5453573338085903
WestAna,Hydro,Q1,d4,t08,0.5756549634646231
WestAna,Hydro,Q1,d4,t09,0.6056327086446495
WestAna,Hydro,Q1,d4,t10,0.5996919969473881
WestAna,Hydro,Q1,d4,t11,0.6157319185299938
WestAna,Hydro,Q1,d4,t12,0.6351534760018096
WestAna,Hydro,Q1,d4,t13,0.6401345342710518
WestAna,Hydro,Q1,d4,t14,0.571999140881693
WestAna,Hydro,Q1,d4,t15,0.5535829346201828
WestAna,Hydro,Q1,d4,t16,0.6235462393010066
WestAna,Hydro,Q1,d4,t17,0.5600720197048837
WestAna,Hydro,Q1,d4,t18,0.5714964652765401
WestAna,Hydro,Q1,d4,t19,0.5499728098195394
WestAna,Hydro,Q1,d4,t20,0.5944824497667128
WestAna,Hydro,Q1,d4,t21,0.6109793491721845
WestAna,Hydro,Q1,d4,t22,0.5917405828295152
WestAna,Hydro,Q1,d4,t23,0.5956248943238784
WestAna,Hydro,Q1,d4,t24,0.5597521352288773
WestAna,Hydro,Q1,d5,t01,0.3925896476244007
WestAna,Hydro,Q1,d5,t02,0.3946003500450123
WestAna,Hydro,Q1,d5,t03,0.3590474754260176
WestAna,Hydro,Q1,d5,t04,0.3850952113293942
WestAna,Hydro,Q1,d5,t05,0.3806168286653049
WestAna,Hydro,Q1,d5,t06,0.3501364078801255
WestAna,Hydro,Q1,d5,t07,0.3789260107206997
WestAna,Hydro,Q1,d5,t08,0.3823990421744833
WestAna,Hydro,Q1,d5,t09,0.3489482655406733
WestAna,Hydro,Q1,d5,t10,0.3797942685841456
WestAna,Hydro,Q1,d5,t11,0.3896192917757701
WestAna,Hydro,Q1,d5,t12,0.3509589679612848
WestAna,Hydro,Q1,d5,t13,0.3776464728166742
WestAna,Hydro,Q1,d5,t14,0.3855521891522604
WestAna,Hydro,Q1,d5,t15,0.3527868792527499
WestAna,Hydro,Q1,d5,t16,0.3795200818904258
WestAna,Hydro,Q1,d5,t17,0.3813022953996042
WestAna,Hydro,Q1,d5,t18,0.3483541943709471
WestAna,Hydro,Q1,d5,t19,0.3732137879348715
WestAna,Hydro,Q1,d5,t20,0.3782405439864003
WestAna,Hydro,Q1,d5,t21,0.34140813146338
WestAna,Hydro,Q1,d5,t22,0.3731223923702982
WestAna,Hydro,Q1,d5,t23,0.386329051451133
WestAna,Hydro,Q1,d5,t24,0.3493138477989663
WestAna,Hydro,Q1,d6,t01,0.1554181575568137
WestAna,Hydro,Q1,d6,t02,0.1522193127967499
WestAna,Hydro,Q1,d6,t03,0.1260801813288001
WestAna,Hydro,Q1,d6,t04,0.1511225660218709
WestAna,Hydro,Q1,d6,t05,0.149523143641839
WestAna,Hydro,Q1,d6,t06,0.1508940771104378
WestAna,Hydro,Q1,d6,t07,0.1817857779361967
WestAna,Hydro,Q1,d6,t08,0.1938499924598659
WestAna,Hydro,Q1,d6,t09,0.1914737077809613
WestAna,Hydro,Q1,d6,t10,0.1914737077809613
WestAna,Hydro,Q1,d6,t11,0.1896457964894963
WestAna,Hydro,Q1,d6,t12,0.1738800616006105
WestAna,Hydro,Q1,d6,t13,0.162227127117521
WestAna,Hydro,Q1,d6,t14,0.1485634902138199
WestAna,Hydro,Q1,d6,t15,0.1489747702543995
WestAna,Hydro,Q1,d6,t16,0.1519908238853168
WestAna,Hydro,Q1,d6,t17,0.165517367442158
WestAna,Hydro,Q1,d6,t18,0.1787697243052794
WestAna,Hydro,Q1,d6,t19,0.1940327835890124
WestAna,Hydro,Q1,d6,t20,0.2068738604115542
WestAna,Hydro,Q1,d6,t21,0.1903769610060823
WestAna,Hydro,Q1,d6,t22,0.1901941698769358
WestAna,Hydro,Q1,d6,t23,0.1853959027368401
WestAna,Hydro,Q1,d6,t24,0.1539558285236417
WestAna,Hydro,Q2,d1,t01,0.190788241046662
WestAna,Hydro,Q2,d1,t02,0.2018014065777387
WestAna,Hydro,Q2,d1,t03,0.1803691466853113
WestAna,Hydro,Q2,d1,t04,0.1954037170576111
WestAna,Hydro,Q2,d1,t05,0.1901941698769358
WestAna,Hydro,Q2,d1,t06,0.1753423906337825
WestAna,Hydro,Q2,d1,t07,0.1923419656444072
WestAna,Hydro,Q2,d1,t08,0.2017100110131655
WestAna,Hydro,Q2,d1,t09,0.1685334210730753
WestAna,Hydro,Q2,d1,t10,0.17442843498805
WestAna,Hydro,Q2,d1,t11,0.1883662585854708
WestAna,Hydro,Q2,d1,t12,0.1653345763130115
WestAna,Hydro,Q2,d1,t13,0.157703046671145
WestAna,Hydro,Q2,d1,t14,0.1832024091870821
WestAna,Hydro,Q2,d1,t15,0.1690817944605148
WestAna,Hydro,Q2,d1,t16,0.1888232364083371
WestAna,Hydro,Q2,d1,t17,0.1882748630208976
WestAna,Hydro,Q2,d1,t18,0.1749768083754895
WestAna,Hydro,Q2,d1,t19,0.1685334210730753
WestAna,Hydro,Q2,d1,t20,0.2075593271458536
WestAna,Hydro,Q2,d1,t21,0.2020755932714585
WestAna,Hydro,Q2,d1,t22,0.2022126866183184
WestAna,Hydro,Q2,d1,t23,0.1962262771387704
WestAna,Hydro,Q2,d1,t24,0.1799578666447317
WestAna,Hydro,Q2,d2,t01,0.0884709065069072
WestAna,Hydro,Q2,d2,t02,0.1255775057236472
WestAna,Hydro,Q2,d2,t03,0.1200937718492521
WestAna,Hydro,Q2,d2,t04,0.1288220482659976
WestAna,Hydro,Q2,d2,t05,0.1305128662106028
WestAna,Hydro,Q2,d2,t06,0.1035968724437803
WestAna,Hydro,Q2,d2,t07,0.1244350611664815
WestAna,Hydro,Q2,d2,t08,0.1311526351626155
WestAna,Hydro,Q2,d2,t09,0.1157524825320227
WestAna,Hydro,Q2,d2,t10,0.1327063597603608
WestAna,Hydro,Q2,d2,t11,0.1510768682395843
WestAna,Hydro,Q2,d2,t12,0.1081209528901562
WestAna,Hydro,Q2,d2,t13,0.112416544425099
WestAna,Hydro,Q2,d2,t14,0.1320208930260614
WestAna,Hydro,Q2,d2,t15,0.1095375841410416
WestAna,Hydro,Q2,d2,t16,0.1217388920115706
WestAna,Hydro,Q2,d2,t17,0.1194540028972394
WestAna,Hydro,Q2,d2,t18,0.1056532726466784
WestAna,Hydro,Q2,d2,t19,0.1021345434106082
WestAna,Hydro,Q2,d2,t20,0.1304214706460295
WestAna,Hydro,Q2,d2,t21,0.1181744649932138
WestAna,Hydro,Q2,d2,t22,0.1350369466569787
WestAna,Hydro,Q2,d2,t23,0.1377788135941762
WestAna,Hydro,Q2,d2,t24,0.0918525423961175
WestAna,Hydro,Q2,d3,t01,0.2565016519748296
WestAna,Hydro,Q2,d3,t02,0.2425181305951222
WestAna,Hydro,Q2,d3,t03,0.2480475622518039
WestAna,Hydro,Q2,d3,t04,0.2691142398859383
WestAna,Hydro,Q2,d3,t05,0.2421068505545425
WestAna,Hydro,Q2,d3,t06,0.2473163977352178
WestAna,Hydro,Q2,d3,t07,0.2663266751664541
WestAna,Hydro,Q2,d3,t08,0.2558161852405302
WestAna,Hydro,Q2,d3,t09,0.2437976684991477
WestAna,Hydro,Q2,d3,t10,0.2555419985468105
WestAna,Hydro,Q2,d3,t11,0.2485045400746701
WestAna,Hydro,Q2,d3,t12,0.2634477148823967
WestAna,Hydro,Q2,d3,t13,0.2564102564102564
WestAna,Hydro,Q2,d3,t14,0.2414670816025298
WestAna,Hydro,Q2,d3,t15,0.2470422110414981
WestAna,Hydro,Q2,d3,t16,0.2670578396830401
WestAna,Hydro,Q2,d3,t17,0.2414213838202432
WestAna,Hydro,Q2,d3,t18,0.2510179181004345
WestAna,Hydro,Q2,d3,t19,0.2659610929081611
WestAna,Hydro,Q2,d3,t20,0.2865250949371427
WestAna,Hydro,Q2,d3,t21,0.2802188009815883
WestAna,Hydro,Q2,d3,t22,0.290272313084646
WestAna,Hydro,Q2,d3,t23,0.2606144523806259
WestAna,Hydro,Q2,d3,t24,0.2575070031851354
WestAna,Hydro,Q2,d4,t01,0.1326149641957875
WestAna,Hydro,Q2,d4,t02,0.1405206805313738
WestAna,Hydro,Q2,d4,t03,0.1306499595574626
WestAna,Hydro,Q2,d4,t04,0.1686705144199352
WestAna,Hydro,Q2,d4,t05,0.1586627000991641
WestAna,Hydro,Q2,d4,t06,0.127679603708832
WestAna,Hydro,Q2,d4,t07,0.1556466464682469
WestAna,Hydro,Q2,d4,t08,0.1916564989101079
WestAna,Hydro,Q2,d4,t09,0.1762106484972284
WestAna,Hydro,Q2,d4,t10,0.180780426725891
WestAna,Hydro,Q2,d4,t11,0.1600793313500496
WestAna,Hydro,Q2,d4,t12,0.1405663783136604
WestAna,Hydro,Q2,d4,t13,0.1454103432360427
WestAna,Hydro,Q2,d4,t14,0.1580229311471514
WestAna,Hydro,Q2,d4,t15,0.1330262442363672
WestAna,Hydro,Q2,d4,t16,0.1610389847780687
WestAna,Hydro,Q2,d4,t17,0.1549154819516608
WestAna,Hydro,Q2,d4,t18,0.1279537904025517
WestAna,Hydro,Q2,d4,t19,0.1269027414099593
WestAna,Hydro,Q2,d4,t20,0.1731945948663111
WestAna,Hydro,Q2,d4,t21,0.1428055696457051
WestAna,Hydro,Q2,d4,t22,0.1658372519181644
WestAna,Hydro,Q2,d4,t23,0.1708183101874066
WestAna,Hydro,Q2,d4,t24,0.1084408373661626
WestAna,Hydro,Q2,d5,t01,0.0879225331194677
WestAna,Hydro,Q2,d5,t02,0.0984330230453916
WestAna,Hydro,Q2,d5,t03,0.1071156016798504
WestAna,Hydro,Q2,d5,t04,0.1285021637899912
WestAna,Hydro,Q2,d5,t05,0.1343514799226793
WestAna,Hydro,Q2,d5,t06,0.0945487115510284
WestAna,Hydro,Q2,d5,t07,0.1186771405983667
WestAna,Hydro,Q2,d5,t08,0.1359966000849978
WestAna,Hydro,Q2,d5,t09,0.0958282494550539
WestAna,Hydro,Q2,d5,t10,0.1059731571226848
WestAna,Hydro,Q2,d5,t11,0.120596447454405
WestAna,Hydro,Q2,d5,t12,0.0598640947954795
WestAna,Hydro,Q2,d5,t13,0.0632000329024032
WestAna,Hydro,Q2,d5,t14,0.110954215391927
WestAna,Hydro,Q2,d5,t15,0.096787902883073
WestAna,Hydro,Q2,d5,t16,0.1326149641957875
WestAna,Hydro,Q2,d5,t17,0.125851692417367
WestAna,Hydro,Q2,d5,t18,0.1063844371632644
WestAna,Hydro,Q2,d5,t19,0.0961481339310603
