c,z,y,q,d,t,value
Libya,Libya,2026,m1,d1,t1,109.99999999999999
Libya,Libya,2026,m1,d1,t10,109.99999999999997
Libya,Libya,2026,m1,d1,t11,110.0
Libya,Libya,2026,m1,d1,t12,109.99999999999999
Libya,Libya,2026,m1,d1,t13,110.0
Libya,Libya,2026,m1,d1,t14,110.0
Libya,Libya,2026,m1,d1,t15,109.99999999999997
Libya,Libya,2026,m1,d1,t16,110.0
Libya,Libya,2026,m1,d1,t17,109.99999999999999
Libya,Libya,2026,m1,d1,t18,109.99999999999999
Libya,Libya,2026,m1,d1,t19,109.99999999999999
Libya,Libya,2026,m1,d1,t2,109.99999999999999
Libya,Libya,2026,m1,d1,t20,109.99999999999999
Libya,Libya,2026,m1,d1,t21,109.99999999999997
Libya,Libya,2026,m1,d1,t22,110.0
Libya,Libya,2026,m1,d1,t23,110.0
Libya,Libya,2026,m1,d1,t24,110.0
Libya,Libya,2026,m1,d1,t3,109.99999999999999
Libya,Libya,2026,m1,d1,t4,109.99999999999997
Libya,Libya,2026,m1,d1,t5,109.99999999999999
Libya,Libya,2026,m1,d1,t6,109.99999999999999
Libya,Libya,2026,m1,d1,t7,109.99999999999999
Libya,Libya,2026,m1,d1,t8,109.99999999999997
Libya,Libya,2026,m1,d1,t9,110.0
Libya,Libya,2026,m10,d1,t1,109.99999999999999
Libya,Libya,2026,m10,d1,t10,109.99999999999999
Libya,Libya,2026,m10,d1,t11,110.0
Libya,Libya,2026,m10,d1,t12,109.99999999999997
Libya,Libya,2026,m10,d1,t13,110.0
Libya,Libya,2026,m10,d1,t14,109.99999999999999
Libya,Libya,2026,m10,d1,t15,110.0
Libya,Libya,2026,m10,d1,t16,110.0
Libya,Libya,2026,m10,d1,t17,109.99999999999997
Libya,Libya,2026,m10,d1,t18,109.99999999999999
Libya,Libya,2026,m10,d1,t19,109.99999999999997
Libya,Libya,2026,m10,d1,t2,109.99999999999999
Libya,Libya,2026,m10,d1,t20,110.0
Libya,Libya,2026,m10,d1,t21,109.99999999999999
Libya,Libya,2026,m10,d1,t22,109.99999999999999
Libya,Libya,2026,m10,d1,t23,110.0
Libya,Libya,2026,m10,d1,t24,109.99999999999997
Libya,Libya,2026,m10,d1,t3,109.99999999999999
Libya,Libya,2026,m10,d1,t4,110.0
Libya,Libya,2026,m10,d1,t5,109.99999999999999
Libya,Libya,2026,m10,d1,t6,109.99999999999999
Libya,Libya,2026,m10,d1,t7,109.99999999999999
Libya,Libya,2026,m10,d1,t8,109.99999999999997
Libya,Libya,2026,m10,d1,t9,109.99999999999997
Libya,Libya,2026,m11,d1,t1,110.00000000000001
Libya,Libya,2026,m11,d1,t10,110.00000000000001
Libya,Libya,2026,m11,d1,t11,110.00000000000001
Libya,Libya,2026,m11,d1,t12,110.00000000000001
Libya,Libya,2026,m11,d1,t13,110.00000000000001
Libya,Libya,2026,m11,d1,t14,110.00000000000001
Libya,Libya,2026,m11,d1,t15,110.00000000000001
Libya,Libya,2026,m11,d1,t16,110.00000000000003
Libya,Libya,2026,m11,d1,t17,110.00000000000001
Libya,Libya,2026,m11,d1,t18,110.00000000000001
Libya,Libya,2026,m11,d1,t19,110.00000000000001
Libya,Libya,2026,m11,d1,t2,110.00000000000001
Libya,Libya,2026,m11,d1,t20,110.00000000000001
Libya,Libya,2026,m11,d1,t21,110.00000000000001
Libya,Libya,2026,m11,d1,t22,110.00000000000001
Libya,Libya,2026,m11,d1,t23,110.00000000000003
Libya,Libya,2026,m11,d1,t24,110.00000000000001
Libya,Libya,2026,m11,d1,t3,110.00000000000001
Libya,Libya,2026,m11,d1,t4,110.00000000000001
Libya,Libya,2026,m11,d1,t5,110.00000000000001
Libya,Libya,2026,m11,d1,t6,110.00000000000001
Libya,Libya,2026,m11,d1,t7,110.00000000000001
Libya,Libya,2026,m11,d1,t8,110.00000000000001
Libya,Libya,2026,m11,d1,t9,110.00000000000001
Libya,Libya,2026,m12,d1,t1,109.99999999999999
Libya,Libya,2026,m12,d1,t10,110.0
Libya,Libya,2026,m12,d1,t11,109.99999999999997
Libya,Libya,2026,m12,d1,t12,110.0
