Variable,country,zone,generator,fuel,year,baseline
Capacity: MW,Armenia,Armenia,Armenia_ANPP,Nuclear,2025,407.5
Capacity: MW,Armenia,Armenia,Armenia_ANPP,Nuclear,2026,407.5
Capacity: MW,Armenia,Armenia,Armenia_ANPP,Nuclear,2027,407.5
Capacity: MW,Armenia,Armenia,Armenia_ANPP,Nuclear,2028,407.5
Capacity: MW,Armenia,Armenia,Armenia_ANPP,Nuclear,2029,407.5
Capacity: MW,Armenia,Armenia,Armenia_ANPP,Nuclear,2030,407.5
Capacity: MW,Armenia,Armenia,Armenia_Ayg1_PV,PV,2025,200.0
Capacity: MW,Armenia,Armenia,Armenia_Ayg1_PV,PV,2026,200.0
Capacity: MW,Armenia,Armenia,Armenia_Ayg1_PV,PV,2027,200.0
Capacity: MW,Armenia,Armenia,Armenia_Ayg1_PV,PV,2028,200.0
Capacity: MW,Armenia,Armenia,Armenia_Ayg1_PV,PV,2029,200.0
Capacity: MW,Armenia,Armenia,Armenia_Ayg1_PV,PV,2030,200.0
Capacity: MW,Armenia,Armenia,Armenia_Hrazdan_U5,Gas,2025,467.0
Capacity: MW,Armenia,Armenia,Armenia_Hrazdan_U5,Gas,2026,467.0
Capacity: MW,Armenia,Armenia,Armenia_Hrazdan_U5,Gas,2027,467.0
Capacity: MW,Armenia,Armenia,Armenia_Hrazdan_U5,Gas,2028,467.0
Capacity: MW,Armenia,Armenia,Armenia_Hrazdan_U5,Gas,2029,467.0
Capacity: MW,Armenia,Armenia,Armenia_Hrazdan_U5,Gas,2030,467.0
Capacity: MW,Armenia,Armenia,Armenia_Masrik1_PV,PV,2025,55.0
Capacity: MW,Armenia,Armenia,Armenia_Masrik1_PV,PV,2026,55.0
Capacity: MW,Armenia,Armenia,Armenia_Masrik1_PV,PV,2027,55.0
Capacity: MW,Armenia,Armenia,Armenia_Masrik1_PV,PV,2028,55.0
Capacity: MW,Armenia,Armenia,Armenia_Masrik1_PV,PV,2029,55.0
Capacity: MW,Armenia,Armenia,Armenia_Masrik1_PV,PV,2030,55.0
Capacity: MW,Armenia,Armenia,Armenia_SHC,Reservoir,2025,561.4
Capacity: MW,Armenia,Armenia,Armenia_SHC,Reservoir,2026,561.4
