gen,zone,tech,fuel,Status,StYr,RetrYr,Capacity,DescreteCap,fuel2,HeatRate2,BuildLimitperYear,Life,MinLimitShare,HeatRate,RampUpRate,RampDnRate,OverLoadFactor,ResLimShare,Capex,FOMperMW,VOM,ReserveCost
Sindara,Gabon,Water,Water,3,2027,2076,90,,,,,,,,,,,,,,,
TAG Aero_LV,Gabon,Gas,Gas,3,2027,2051,10000,,,,,,,,,,,,,,,
TAG_LV,Gabon,Gas,Gas,3,2027,2051,10000,,,,,,,,,,,,,,,
Tchimbele-Retro,Gabon,Water,Water,3,2041,2090,32.9,,,,,,,,,,,,,,,
Tsengue-Leledi,Gabon,Water,Water,3,2027,2076,164.8,,,,,,,,,,,,,,,
Bongolo-Retro,Gabon,Water,Water,3,2023,2072,5,,,,,,,,,,,,,,,
Combined cycle gas turbine_L,Gabon,Gas,Gas,3,2027,2056,10000,,,,,,,,,,,,,,,
Dibwangui,Gabon,Water,Water,3,2030,2079,14.5,,,,,,,,,,,,,,,
Diesel Gen 5_L,Gabon,Diesel,Diesel,3,2027,2046,10000,,,,,,,,,,,,,,,
Igotchi,Gabon,Water,Water,3,2030,2079,17,,,,,,,,,,,,,,,
Iroungou,Gabon,Water,Water,3,2030,2079,35.5,,,,,,,,,,,,,,,
MAG_L,Gabon,Gas,Gas,3,2027,2046,10000,,,,,,,,,,,,,,,
Mitoungou,Gabon,Water,Water,3,2030,2079,1039,,,,,,,,,,,,,,,
Ouyama,Gabon,Water,Water,3,2030,2079,12,,,,,,,,,,,,,,,
TAG Aero_L,Gabon,Gas,Gas,3,2027,2051,10000,,,,,,,,,,,,,,,
TAG_L,Gabon,Gas,Gas,3,2027,2051,10000,,,,,,,,,,,,,,,
Combined cycle gas turbine_N,Gabon,Gas,Gas,3,2051,2075,10000,,,,,,,,,,,,,,,
Diesel Gen 5_N,Gabon,Diesel,Diesel,3,2027,2046,10000,,,,,,,,,,,,,,,
Fe II,Gabon,Water,Water,3,2030,2079,54,,,,,,,,,,,,,,,
MAG_N,Gabon,Gas,Gas,3,2051,2075,10000,,,,,,,,,,,,,,,
Omvan-Amon,Gabon,Water,Water,3,2030,2079,52.5,,,,,,,,,,,,,,,
TAG Aero_N,Gabon,Gas,Gas,3,2051,2075,10000,,,,,,,,,,,,,,,
TAG_N,Gabon,Gas,Gas,3,2051,2075,10000,,,,,,,,,,,,,,,
Cap Lopez G1-Retro,Gabon,Gas,Gas,3,2036,2060,14.75,,,,,,,,,,,,,,,
Cap Lopez G2-Retro,Gabon,Gas,Gas,3,2036,2060,14.75,,,,,,,,,,,,,,,
Combined cycle gas turbine_PG,Gabon,Gas,Gas,3,2027,2056,10000,,,,,,,,,,,,,,,
Diesel Gen 5_PG,Gabon,Diesel,Diesel,3,2027,2046,10000,,,,,,,,,,,,,,,
Karpowership_PG,Gabon,Diesel,Diesel,3,2027,2046,35,,,,,,,,,,,,,,,
MAG_PG,Gabon,Gas,Gas,3,2027,2046,10000,,,,,,,,,,,,,,,
PortGentil TAG3-Retro,Gabon,Gas,Gas,3,2030,2054,13,,,,,,,,,,,,,,,
TAG Aero_PG,Gabon,OCGT,Gas,3,2027,2051,10000,,,,,,,,,,,,,,,
TAG_PG,Gabon,OCGT,Gas,3,2027,2051,10000,,,,,,,,,,,,,,,
Imboulou,Congo,ReservoirHydro,Water,1,2011,2051,120,,,,,,,,,,,,,,,
Moukouloukou,Congo,ReservoirHydro,Water,1,1979,2051,56,,,,,,,,,,,,,,,
Djoue,Congo,ReservoirHydro,Water,1,1976,2051,0,,,,,,,,,,,,,,,
Liouessou,Congo,ReservoirHydro,Water,1,2017,2051,19,,,,,,,,,,,,,,,
Sounda,Congo,ReservoirHydro,Water,3,2028,2051,600,,,,,,,,,,,,,,,
Chollet,Congo,ReservoirHydro,Water,3,2028,2051,300,,,,,,,,,,,,,,,
Mourala,Congo,ReservoirHydro,Water,3,2051,2051,70,,,,,,,,,,,,,,,
Kouembali,Congo,ReservoirHydro,Water,3,2028,2051,150,,,,,,,,,,,,,,,
Kakamoeka,Congo,ReservoirHydro,Water,3,2026,2051,700,,,,,,,,,,,,,,,
Nyanga,Congo,ReservoirHydro,Water,3,2028,2051,200,,,,,,,,,,,,,,,
Ibabanga,Congo,ReservoirHydro,Water,3,2026,2051,300,,,,,,,,,,,,,,,
Mpoukou,Congo,ReservoirHydro,Water,3,2028,2051,180,,,,,,,,,,,,,,,
Bikongo,Congo,ReservoirHydro,Water,3,2026,2051,100,,,,,,,,,,,,,,,
Moukouloukou1,Congo,ReservoirHydro,Water,3,2026,2051,74,,,,,,,,,,,,,,,
Moukouloukou2,Congo,ReservoirHydro,Water,3,2028,2051,410,,,,,,,,,,,,,,,
Loufoulakari,Congo,ReservoirHydro,Water,3,2051,2051,54,,,,,,,,,,,,,,,
Moanga_Mapita1,Congo,ReservoirHydro,Water,3,2051,2051,80,,,,,,,,,,,,,,,
Moanga_Mapita2,Congo,ReservoirHydro,Water,3,2026,2051,137,,,,,,,,,,,,,,,
Djoue_1,Congo,ReservoirHydro,Water,3,2051,2051,25,,,,,,,,,,,,,,,
Ibenga,Congo,ReservoirHydro,Water,3,2051,2051,18,,,,,,,,,,,,,,,
Motaba,Congo,ReservoirHydro,Water,3,2051,2051,24,,,,,,,,,,,,,,,
Ntoula,Congo,ReservoirHydro,Water,3,2051,2051,535,,,,,,,,,,,,,,,
Linzolo,Congo,ReservoirHydro,Water,3,2051,2051,555,,,,,,,,,,,,,,,
Mbandza_Ndounga,Congo,ReservoirHydro,Water,3,2051,2051,630,,,,,,,,,,,,,,,
Kiteke,Congo,ReservoirHydro,Water,3,2051,2051,510,,,,,,,,,,,,,,,
Kiniangui,Congo,ReservoirHydro,Water,3,2051,2051,715,,,,,,,,,,,,,,,
Kilanga,Congo,ReservoirHydro,Water,3,2051,2051,"1,310",,,,,,,,,,,,,,,
HydroAggregated1,Congo,ReservoirHydro,Water,3,2026,2051,"4,255",,,,,,,,,,,,,,,
PV_3,Congo,PV,Solar,2,2025,2051,50,,,,,,,,,,,,,,,
Candidate_PV_Congo,Congo,PV,Solar,3,2030,2055,50000,,,,,,,,,,,,,,,
Candidate_BESS_Congo,Congo,Storage,Battery,3,2030,2055,50000,,,,,,,,,,,,,,,
Candidate_Wind_Congo,Congo,OnshoreWind,Wind,3,2030,2055,20,,,,,,,,,,,,,,,
HydroAggregated2,Congo,ReservoirHydro,Water,3,2026,2051,201,,,,,,,,,,,,,,,
HydroAggregated3,Congo,ReservoirHydro,Water,3,2026,2051,244,,,,,,,,,,,,,,,
Agg_THICE1_DRC,DRC,OCGT,HFO,1,2000,2050,21,,,,,,,,,,,,,,,
Agg_THICE2_DRC,DRC,OCGT,HFO,1,2000,2050,125,,,,,,,,,,,,,,,
2Solar_REN_DRC,DRC,PV,Solar,2,2025,2060,200,,,,,,,,,,,,,,,
GenericDieselCan_DRC,DRC,OCGT,HFO,3,2024,2054,500,,,,,,,,,,,,,,,
Inga1_HY_DRC,DRC,ReservoirHydro,Water,1,1974,2060,351,,,,,,,,,,,,,,,
Inga2_HY_DRC,DRC,ReservoirHydro,Water,1,1982,2060,1424,,,,,,,,,,,,,,,
Inga3BC_HY_DRC,DRC,ReservoirHydro,Water,3,2037,2085,2800,,,,,,,,,,,,,,,
MobayiMbongo_HY_DRC,DRC,ReservoirHydro,Water,1,1990,2060,11,,,,,,,,,,,,,,,
Muanda_TH_DRC,DRC,OCGT,HFO,1,2000,2050,4.8,,,,,,,,,,,,,,,
Candidate_BESS_DRC,DRC,Storage,Battery,3,2027,2055,400000,,,,,,,,,,,,,,,
Candidate_OnshoreWind_DRC,DRC,OnshoreWind,Wind,3,2026,2056,1800,,,,,,,,,,,,,,,
Candidate_PV_DRC,DRC,PV,Solar,3,2026,2060,400000,,,,,,,,,,,,,,,
Nzongo_HY_DRC,DRC,ReservoirHydro,Water,1,1965,2060,75,,,,,,,,,,,,,,,
NzongoII_HY_DRC,DRC,ReservoirHydro,Water,1,2022,2060,150,,,,,,,,,,,,,,,
Nzoro_HY_DRC,DRC,ReservoirHydro,Water,3,2024,2060,108,,,,,,,,,,,,,,,
Ruzizi12Tshopo_HY_DRC,DRC,ReservoirHydro,Water,1,1972,2060,40,,,,,,,,,,,,,,,
Ruzizi3_HY_DRC,DRC,ReservoirHydro,Water,3,2031,2060,206,,,,,,,,,,,,,,,
Ruzizi4_HY_DRC,DRC,ReservoirHydro,Water,3,2035,2060,270,,,,,,,,,,,,,,,
SmallHydro_HY_DRC,DRC,ReservoirHydro,Water,1,2000,2060,187,,,,,,,,,,,,,,,
Sombwe_HY_DRC,DRC,ReservoirHydro,Water,3,2024,2060,300,,,,,,,,,,,,,,,
Busanga_HY_DRC,DRC_South,ReservoirHydro,Water,1,2022,2060,240,,,,,,,,,,,,,,,
Kilubi_HY_DRCSouth,DRC_South,ReservoirHydro,Water,1,1954,2060,11,,,,,,,,,,,,,,,
Koni_HY_DRCSouth,DRC_South,ReservoirHydro,Water,1,1950,2060,42,,,,,,,,,,,,,,,
LubumbashiSolar_REN_DRCSouth,DRC_South,PV,Solar,2,2025,2060,100,,,,,,,,,,,,,,,
Mwadingusha_HY_DRCSouth,DRC_South,ReservoirHydro,Water,1,1954,2060,68,,,,,,,,,,,,,,,
Candidate_BESS_DRCSouth,DRC_South,Storage,Battery,3,2027,2055,400000,,,,,,,,,,,,,,,
Candidate_OnshoreWind_DRCSouth,DRC_South,OnshoreWind,Wind,3,2026,2056,1800,,,,,,,,,,,,,,,
Candidate_PV_DRCSouth,DRC_South,PV,Solar,3,2026,2060,400000,,,,,,,,,,,,,,,
Nseke_HY_DRC,DRC_South,ReservoirHydro,Water,1,1957,2060,260,,,,,,,,,,,,,,,
Nzilo_HY_DRC,DRC_South,ReservoirHydro,Water,1,1954,2060,108,,,,,,,,,,,,,,,
