zext,q,d,year,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
Bulgaria,Q1,d1,2024,61.073,92.005,70.134,137.591,147.937,166.910,191.002,186.008,158.244,150.342,154.013,153.859,152.497,159.162,168.194,185.689,216.872,239.419,223.383,192.277,183.950,150.342,150.342,149.917
Bulgaria,Q1,d1,2025,59.684,89.887,68.532,134.399,144.501,163.027,186.552,181.675,154.566,146.850,150.435,150.284,148.954,155.462,164.282,181.364,211.812,233.827,218.169,187.797,179.666,146.850,146.850,146.435
Bulgaria,Q1,d1,2026,58.296,87.770,66.930,131.208,141.066,159.144,182.101,177.343,150.888,143.358,146.856,146.709,145.411,151.762,160.369,177.039,206.752,228.236,212.956,183.316,175.382,143.358,143.358,142.953
Bulgaria,Q1,d1,2027,56.908,85.653,65.328,128.016,137.631,155.262,177.651,173.010,147.209,139.866,143.277,143.134,141.868,148.062,156.456,172.714,201.692,222.645,207.743,178.836,171.098,139.866,139.866,139.471
Bulgaria,Q1,d1,2028,55.520,83.535,63.727,124.825,134.195,151.379,173.201,168.677,143.531,136.374,139.699,139.559,138.325,144.362,152.543,168.388,196.632,217.053,202.529,174.356,166.814,136.374,136.374,135.989
Bulgaria,Q1,d1,2029,54.131,81.417,62.124,121.632,130.758,147.495,168.749,164.343,139.851,132.880,136.119,135.982,134.781,140.661,148.629,164.061,191.570,211.460,197.314,169.873,162.528,132.880,132.880,132.505
Bulgaria,Q1,d1,2030,52.742,79.300,60.522,118.440,127.323,143.613,164.298,160.010,136.173,129.388,132.540,132.407,131.238,136.961,144.716,159.736,186.510,205.868,192.100,165.393,158.243,129.388,129.388,129.023
Bulgaria,Q1,d1,2031,51.354,77.183,58.920,115.248,123.888,139.730,159.848,155.678,132.494,125.896,128.961,128.832,127.695,133.261,140.803,155.411,181.450,200.277,186.887,160.913,153.959,125.896,125.896,125.541
Bulgaria,Q1,d1,2032,49.966,75.066,57.319,112.057,120.452,135.847,155.398,151.345,128.816,122.404,125.383,125.257,124.152,129.561,136.890,151.086,176.390,194.685,181.673,156.432,149.675,122.404,122.404,122.059
Bulgaria,Q1,d1,2033,48.578,72.948,55.717,108.865,117.017,131.965,150.947,147.012,125.138,118.912,121.804,121.682,120.609,125.861,132.977,146.761,171.330,189.094,176.460,151.952,145.391,118.912,118.912,118.577
Bulgaria,Q1,d1,2034,47.189,70.830,54.114,105.672,113.580,128.081,146.495,142.678,121.458,115.418,118.224,118.106,117.065,122.159,129.063,142.434,166.268,183.500,171.244,147.470,141.105,115.418,115.418,115.094
Bulgaria,Q1,d1,2035,45.800,68.713,52.512,102.481,110.144,124.198,142.045,138.345,117.780,111.926,114.645,114.531,113.522,118.459,125.150,138.109,161.208,177.909,166.030,142.989,136.821,111.926,111.926,111.611
Bulgaria,Q1,d1,2036,44.068,66.072,50.514,98.499,105.859,119.355,136.493,132.940,113.191,107.570,110.181,110.071,109.102,113.844,120.269,132.713,154.895,170.934,159.527,137.400,131.476,107.570,107.570,107.267
Bulgaria,Q1,d1,2037,42.337,63.431,48.516,94.519,101.575,114.513,130.943,127.537,108.604,103.215,105.718,105.613,104.684,109.230,115.389,127.320,148.585,163.961,153.025,131.812,126.134,103.215,103.215,102.925
