zone,tech,season,daytype,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
Romania,PV,Q1,d1,0.0,0.0,0.0,0.0,0.0016188063609782152,0.06363369342194597,0.2475593029000754,0.46867706619952776,0.6576113433434863,0.7629828982760279,0.7833469230166252,0.7242993297651281,0.5923308795351324,0.3935563725539034,0.16904564083566367,0.029620117157783735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania,PV,Q1,d2,0.0,0.0,0.0,0.0,0.0016188063609782152,0.06363369342194597,0.2475593029000754,0.46867706619952776,0.6576113433434863,0.7629828982760279,0.7833469230166252,0.7242993297651281,0.5923308795351324,0.3935563725539034,0.16904564083566367,0.029620117157783735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania,PV,Q1,d3,0.0,0.0,0.0,0.0,0.0016188063609782152,0.06363369342194597,0.2475593029000754,0.46867706619952776,0.6576113433434863,0.7629828982760279,0.7833469230166252,0.7242993297651281,0.5923308795351324,0.3935563725539034,0.16904564083566367,0.029620117157783735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania,PV,Q1,d4,0.0,0.0,0.0,0.0,0.0016188063609782152,0.06363369342194597,0.2475593029000754,0.46867706619952776,0.6576113433434863,0.7629828982760279,0.7833469230166252,0.7242993297651281,0.5923308795351324,0.3935563725539034,0.16904564083566367,0.029620117157783735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania,PV,Q1,d5,0.0,0.0,0.0,0.0,0.0016188063609782152,0.06363369342194597,0.2475593029000754,0.46867706619952776,0.6576113433434863,0.7629828982760279,0.7833469230166252,0.7242993297651281,0.5923308795351324,0.3935563725539034,0.16904564083566367,0.029620117157783735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania,PV,Q1,d6,0.0,0.0,0.0,0.0,0.0016188063609782152,0.06363369342194597,0.2475593029000754,0.46867706619952776,0.6576113433434863,0.7629828982760279,0.7833469230166252,0.7242993297651281,0.5923308795351324,0.3935563725539034,0.16904564083566367,0.029620117157783735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania,PV,Q2,d1,0.0,0.0,0.0,0.018342659332226487,0.11438147401312697,0.32860698710034547,0.5651373955991082,0.7581601737381825,0.8781263379206043,0.9349183883908263,0.9368887311186921,0.8820854953394098,0.7750127613824603,0.615547382827352,0.42232757041549124,0.22255328977296418,0.06007390257632351,0.0051906216237216935,0.0,0.0,0.0,0.0,0.0,0.0
Romania,PV,Q2,d2,0.0,0.0,0.0,0.018342659332226487,0.11438147401312697,0.32860698710034547,0.5651373955991082,0.7581601737381825,0.8781263379206043,0.9349183883908263,0.9368887311186921,0.8820854953394098,0.7750127613824603,0.615547382827352,0.42232757041549124,0.22255328977296418,0.06007390257632351,0.0051906216237216935,0.0,0.0,0.0,0.0,0.0,0.0
Romania,PV,Q2,d3,0.0,0.0,0.0,0.018342659332226487,0.11438147401312697,0.32860698710034547,0.5651373955991082,0.7581601737381825,0.8781263379206043,0.9349183883908263,0.9368887311186921,0.8820854953394098,0.7750127613824603,0.615547382827352,0.42232757041549124,0.22255328977296418,0.06007390257632351,0.0051906216237216935,0.0,0.0,0.0,0.0,0.0,0.0
Romania,PV,Q2,d4,0.0,0.0,0.0,0.018342659332226487,0.11438147401312697,0.32860698710034547,0.5651373955991082,0.7581601737381825,0.8781263379206043,0.9349183883908263,0.9368887311186921,0.8820854953394098,0.7750127613824603,0.615547382827352,0.42232757041549124,0.22255328977296418,0.06007390257632351,0.0051906216237216935,0.0,0.0,0.0,0.0,0.0,0.0
Romania,PV,Q2,d5,0.0,0.0,0.0,0.018342659332226487,0.11438147401312697,0.32860698710034547,0.5651373955991082,0.7581601737381825,0.8781263379206043,0.9349183883908263,0.9368887311186921,0.8820854953394098,0.7750127613824603,0.615547382827352,0.42232757041549124,0.22255328977296418,0.06007390257632351,0.0051906216237216935,0.0,0.0,0.0,0.0,0.0,0.0
Romania,PV,Q2,d6,0.0,0.0,0.0,0.018342659332226487,0.11438147401312697,0.32860698710034547,0.5651373955991082,0.7581601737381825,0.8781263379206043,0.9349183883908263,0.9368887311186921,0.8820854953394098,0.7750127613824603,0.615547382827352,0.42232757041549124,0.22255328977296418,0.06007390257632351,0.0051906216237216935,0.0,0.0,0.0,0.0,0.0,0.0
Romania,PV,Q3,d1,0.0,0.0,0.0,0.011099742376349782,0.08734538013191791,0.3160609770209448,0.5714342267940776,0.7817872869123531,0.9282003495885939,1.0,0.998657068206318,0.9397842782579038,0.8290000182711806,0.6578264603241306,0.44451651410230636,0.21379717771159545,0.04565359059155992,0.002557965321298715,0.0,0.0,0.0,0.0,0.0,0.0
Romania,PV,Q3,d2,0.0,0.0,0.0,0.011099742376349782,0.08734538013191791,0.3160609770209448,0.5714342267940776,0.7817872869123531,0.9282003495885939,1.0,0.998657068206318,0.9397842782579038,0.8290000182711806,0.6578264603241306,0.44451651410230636,0.21379717771159545,0.04565359059155992,0.002557965321298715,0.0,0.0,0.0,0.0,0.0,0.0
Romania,PV,Q3,d3,0.0,0.0,0.0,0.011099742376349782,0.08734538013191791,0.3160609770209448,0.5714342267940776,0.7817872869123531,0.9282003495885939,1.0,0.998657068206318,0.9397842782579038,0.8290000182711806,0.6578264603241306,0.44451651410230636,0.21379717771159545,0.04565359059155992,0.002557965321298715,0.0,0.0,0.0,0.0,0.0,0.0
Romania,PV,Q3,d4,0.0,0.0,0.0,0.011099742376349782,0.08734538013191791,0.3160609770209448,0.5714342267940776,0.7817872869123531,0.9282003495885939,1.0,0.998657068206318,0.9397842782579038,0.8290000182711806,0.6578264603241306,0.44451651410230636,0.21379717771159545,0.04565359059155992,0.002557965321298715,0.0,0.0,0.0,0.0,0.0,0.0
Romania,PV,Q3,d5,0.0,0.0,0.0,0.011099742376349782,0.08734538013191791,0.3160609770209448,0.5714342267940776,0.7817872869123531,0.9282003495885939,1.0,0.998657068206318,0.9397842782579038,0.8290000182711806,0.6578264603241306,0.44451651410230636,0.21379717771159545,0.04565359059155992,0.002557965321298715,0.0,0.0,0.0,0.0,0.0,0.0
Romania,PV,Q3,d6,0.0,0.0,0.0,0.011099742376349782,0.08734538013191791,0.3160609770209448,0.5714342267940776,0.7817872869123531,0.9282003495885939,1.0,0.998657068206318,0.9397842782579038,0.8290000182711806,0.6578264603241306,0.44451651410230636,0.21379717771159545,0.04565359059155992,0.002557965321298715,0.0,0.0,0.0,0.0,0.0,0.0
Romania,PV,Q4,d1,0.0,0.0,0.0,0.0,0.0,0.0292064826149714,0.17541856230168154,0.3961039751999171,0.5901225996236136,0.7100424500435462,0.7397574805259662,0.6899197895159963,0.5622133708501579,0.3628626068102781,0.12962184746000133,0.009108183661910069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania,PV,Q4,d2,0.0,0.0,0.0,0.0,0.0,0.0292064826149714,0.17541856230168154,0.3961039751999171,0.5901225996236136,0.7100424500435462,0.7397574805259662,0.6899197895159963,0.5622133708501579,0.3628626068102781,0.12962184746000133,0.009108183661910069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania,PV,Q4,d3,0.0,0.0,0.0,0.0,0.0,0.0292064826149714,0.17541856230168154,0.3961039751999171,0.5901225996236136,0.7100424500435462,0.7397574805259662,0.6899197895159963,0.5622133708501579,0.3628626068102781,0.12962184746000133,0.009108183661910069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania,PV,Q4,d4,0.0,0.0,0.0,0.0,0.0,0.0292064826149714,0.17541856230168154,0.3961039751999171,0.5901225996236136,0.7100424500435462,0.7397574805259662,0.6899197895159963,0.5622133708501579,0.3628626068102781,0.12962184746000133,0.009108183661910069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania,PV,Q4,d5,0.0,0.0,0.0,0.0,0.0,0.0292064826149714,0.17541856230168154,0.3961039751999171,0.5901225996236136,0.7100424500435462,0.7397574805259662,0.6899197895159963,0.5622133708501579,0.3628626068102781,0.12962184746000133,0.009108183661910069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania,PV,Q4,d6,0.0,0.0,0.0,0.0,0.0,0.0292064826149714,0.17541856230168154,0.3961039751999171,0.5901225996236136,0.7100424500435462,0.7397574805259662,0.6899197895159963,0.5622133708501579,0.3628626068102781,0.12962184746000133,0.009108183661910069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romania,OnshoreWind,Q1,d1,0.9345760532928185,0.9354915366485518,0.9287286468376869,0.9188803833343074,0.9124642084964647,0.8872007635520756,0.8164670133816397,0.7743197179532131,0.7789516741658389,0.8158437055649702,0.8506398644305498,0.8794873293207893,0.8918093457215763,0.8875435828512438,0.8927988468805391,0.9299285143847758,0.9732406162956038,0.9930033697578838,1.0,0.999302674380101,0.992944934650071,0.9729367537349773,0.9466682249362084,0.9358226689261576
Romania,OnshoreWind,Q1,d2,0.9345760532928185,0.9354915366485518,0.9287286468376869,0.9188803833343074,0.9124642084964647,0.8872007635520756,0.8164670133816397,0.7743197179532131,0.7789516741658389,0.8158437055649702,0.8506398644305498,0.8794873293207893,0.8918093457215763,0.8875435828512438,0.8927988468805391,0.9299285143847758,0.9732406162956038,0.9930033697578838,1.0,0.999302674380101,0.992944934650071,0.9729367537349773,0.9466682249362084,0.9358226689261576
Romania,OnshoreWind,Q1,d3,0.9345760532928185,0.9354915366485518,0.9287286468376869,0.9188803833343074,0.9124642084964647,0.8872007635520756,0.8164670133816397,0.7743197179532131,0.7789516741658389,0.8158437055649702,0.8506398644305498,0.8794873293207893,0.8918093457215763,0.8875435828512438,0.8927988468805391,0.9299285143847758,0.9732406162956038,0.9930033697578838,1.0,0.999302674380101,0.992944934650071,0.9729367537349773,0.9466682249362084,0.9358226689261576
Romania,OnshoreWind,Q1,d4,0.9345760532928185,0.9354915366485518,0.9287286468376869,0.9188803833343074,0.9124642084964647,0.8872007635520756,0.8164670133816397,0.7743197179532131,0.7789516741658389,0.8158437055649702,0.8506398644305498,0.8794873293207893,0.8918093457215763,0.8875435828512438,0.8927988468805391,0.9299285143847758,0.9732406162956038,0.9930033697578838,1.0,0.999302674380101,0.992944934650071,0.9729367537349773,0.9466682249362084,0.9358226689261576
Romania,OnshoreWind,Q1,d5,0.9345760532928185,0.9354915366485518,0.9287286468376869,0.9188803833343074,0.9124642084964647,0.8872007635520756,0.8164670133816397,0.7743197179532131,0.7789516741658389,0.8158437055649702,0.8506398644305498,0.8794873293207893,0.8918093457215763,0.8875435828512438,0.8927988468805391,0.9299285143847758,0.9732406162956038,0.9930033697578838,1.0,0.999302674380101,0.992944934650071,0.9729367537349773,0.9466682249362084,0.9358226689261576
Romania,OnshoreWind,Q1,d6,0.9345760532928185,0.9354915366485518,0.9287286468376869,0.9188803833343074,0.9124642084964647,0.8872007635520756,0.8164670133816397,0.7743197179532131,0.7789516741658389,0.8158437055649702,0.8506398644305498,0.8794873293207893,0.8918093457215763,0.8875435828512438,0.8927988468805391,0.9299285143847758,0.9732406162956038,0.9930033697578838,1.0,0.999302674380101,0.992944934650071,0.9729367537349773,0.9466682249362084,0.9358226689261576
Romania,OnshoreWind,Q2,d1,0.7251433069290838,0.7106335699919526,0.7010105920232725,0.6697716186175252,0.5500730438847661,0.4624433423825699,0.4963765952195801,0.5409209858166791,0.5657562205741953,0.5904409153634889,0.6137784704371511,0.6380578653119997,0.6604304205893641,0.6729947179371594,0.6791321166416124,0.6715394982443426,0.6714854582557499,0.7229006474024882,0.7744547965198932,0.7968080518013317,0.7989117513572607,0.7831282146890165,0.755552380510015,0.738170804179102
Romania,OnshoreWind,Q2,d2,0.7251433069290838,0.7106335699919526,0.7010105920232725,0.6697716186175252,0.5500730438847661,0.4624433423825699,0.4963765952195801,0.5409209858166791,0.5657562205741953,0.5904409153634889,0.6137784704371511,0.6380578653119997,0.6604304205893641,0.6729947179371594,0.6791321166416124,0.6715394982443426,0.6714854582557499,0.7229006474024882,0.7744547965198932,0.7968080518013317,0.7989117513572607,0.7831282146890165,0.755552380510015,0.738170804179102
