zone,type,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
South_Africa,Peak,39512.937596,40350.076107,39345.509896,40684.931507,41019.786907,41354.642318,41856.925418,42024.353118000006,42442.922379,42861.491629000004,43531.20244,44200.91324,45038.051751,45875.190262000004,47130.898023,48386.60578400001,49726.027395000005,51065.449006,52739.726028,54414.003039,55920.852361000005,57427.701672,58934.550994000005,60441.40030500001,61864.535766,63287.671238,64794.52054900001,66301.36986,67724.505332,69147.640793,70654.490104
Lesotho,Peak,203.50000000000003,203.50000000000003,204.60000000000002,210.10000000000002,209.00000000000003,205.70000000000002,209.00000000000003,215.60000000000002,214.50000000000003,224.4,225.50000000000003,225.50000000000003,225.50000000000003,225.50000000000003,227.70000000000002,227.70000000000002,232.10000000000002,236.50000000000003,242.00000000000003,246.40000000000003,251.90000000000003,257.40000000000003,262.90000000000003,268.40000000000003,273.90000000000003,279.40000000000003,284.90000000000003,290.40000000000003,295.90000000000003,301.40000000000003,306.90000000000003
Eswatini,Peak,328.38235298,341.32352936,354.26470585000004,367.20588234,380.14705883000005,393.08823532,406.02941181000006,418.97058819000006,431.9117646800001,444.85294117,457.79411766000004,470.73529415,483.67647064000005,496.61764702000005,509.55882351,522.5,535.4411764900001,548.3823529800001,561.3235293600001,574.26470585,587.20588234,600.14705883,613.0882353200001,626.02941181,638.9705881900001,651.91176468,664.8529411700001,677.7941176600001,690.7352941500001,703.67647064,716.61764702
Mozambique,Peak,896.6931215000001,989.4045260000001,1039.54469212,1101.7409194000002,1205.8696518000002,1200.476948,1292.6868042,1385.3736094,1479.968204,1567.7265505,1660.2543716,1716.375199,1773.7678860000003,1832.2734496000003,1892.2098569000002,1953.2591419000003,2015.5802865,2079.3322737000003,2144.5151035000004,2210.9697929000004,2276.9475355,2344.1971388,2412.8775836,2482.9888710000005,2554.689984,2627.5039747,2779.2934774000005,2852.1142991,2924.9351219000005,2997.7559436,3070.5767653000003
Zimbabwe,Peak,1970.1000000000001,2025.1000000000001,2157.1000000000004,2246.2000000000003,2329.8,2369.4,2516.8,2589.4,2667.5,2743.4,2824.8,2897.6151633000004,2996.1297949000004,3074.2990146,3179.2385141000004,3261.6909776,3361.2764218,3435.1623955000005,3512.2608037000005,3589.3592119000004,3668.5992420000002,3747.8392721000005,3827.0793022000003,3906.3193323,3985.5593635,4064.7993936000003,4144.0394237,4223.279453800001,4302.519485000001,4381.7595151000005,4460.9995452
Botswana,Peak,635.8000000000001,674.3000000000001,748.0000000000001,817.3000000000001,881.1,957.0000000000001,1035.1000000000001,1052.7,1082.4,1118.7,1140.7,1181.7890194000001,1152.8000000000002,1194.3248713,1237.3455061000002,1191.3000000000002,1234.2116754,1278.6690675000002,1261.7,1307.147545,1290.3000000000002,1336.7777423,1384.9296549,1434.8160409,1486.4993792000002,1540.044396,1595.5181517,1652.9901212000002,1712.5322819,1774.2192028,1838.1281413000002
Namibia,Peak,707.3000000000001,710.6,727.1,795.85359931,819.2742724100001,851.09639329,866.82023615,889.7687819900001,898.45560112,908.65001887,921.7951063200001,931.8471951800001,940.6131468800002,952.0522270600001,962.6574386000001,970.9614843500001,981.1033023000001,995.61094182,1004.1677790100001,1014.53938938,1019.6674772900001,1033.89283954,1038.59604233,1040.66101865,,,,,,,
Zambia,Peak,2549.8,2681.8,2813.8,2945.8,3077.8,3209.8,3341.8,3859.6250000000005,4377.450000000001,4895.275000000001,5413.1,5710.43,6007.760000000001,6305.09,6602.42,6899.750000000001,7197.080000000001,7494.410000000001,7791.74,8089.070000000001,8386.400000000001,8651.17,8915.94,9180.710000000001,9445.48,9710.25,9975.020000000002,10239.79,10504.560000000001,10769.33,11034.1
Angola,Peak,2453.9900000000002,2523.2900000000004,2589.4,2709.8500000000004,2842.4660000000003,3318.59,3522.3100000000004,4291.43,4537.06,4712.7300000000005,4888.510000000001,5064.400000000001,5239.960000000001,5415.19,5588.22,5762.68,5935.6,8791.09,9033.53,9273.770000000002,9511.7,9751.170000000002,9990.310000000001,10229.34,10468.48,10707.62,10946.650000000001,11185.79,11424.820000000002,11663.960000000001,11902.99
Tanzania,Peak,0.0,0.0,1552.43,1725.46,2161.181,2528.097,2991.5270000000005,3449.589,3980.3280000000004,4308.700000000001,4743.618,5047.691000000001,5240.444,5408.051,5570.202,5733.486000000001,5889.675,6054.070000000001,6210.875000000001,6523.264,6698.032,6872.547000000001,7036.579000000001,7215.274,7382.947000000001,7567.5380000000005,7740.689,7933.497000000001,8155.939,0.0,0.0
DRC,Peak,1022.4859642800001,1063.4331955500002,1105.9705228,1150.2093438000002,1196.2177183000001,1244.0664269000001,1293.8290838,1345.5822468000001,1399.4055372000003,1455.3817586,1513.5970289000002,1574.1409101,1637.1065469000002,1702.5908086000002,1770.6944409000002,1841.5222188000002,1915.1831072000002,1991.7904314000002,2071.4620487,2154.3205310000003,2240.4933518000003,2330.1130853000004,2423.3176088000005,2520.2503139,2621.0603265,2725.9027389000003,2834.9388485,2948.3364031,3066.2698583,3188.9206536,3316.4774797
