g,z,tech,fuel,Status,StYr,RetrYr,Life,Capacity,UnitSize,BuildLimitperYear,DescreteCap,HeatRate,Capex,FOMperMW,VOM,ReserveCost,MinLimitShare,RampUpRate,RampDnRate,OverLoadFactor,ResLimShare,MinGenCommitment,HoursOn,HoursOff,minUT,minDT,StUpCost,InitialOn,fuel2,HeatRate2,,MaxTotalBuild,MinUtilization,RETech
Mnyera_Mnyera,Tanzania,ROR,Water,3,2030,2060,50,137,,137,,,2,2250,0.003,0,,,,,0.37,,,,,,,,,,,,,
Mnyera_Pumbwe,Tanzania,ROR,Water,3,2030,2060,50,123,,123,,,1.8,2250,0.003,0,,,,,0.37,,,,,,,,,,,,,
Mnyera_Ruaha,Tanzania,ReservoirHydro,Water,3,2030,2060,50,60,,60,,,4.3,3380,0.003,0,,,,,0.39,,,,,,,,,,,,,
Mnyera_Taveta,Tanzania,ROR,Water,3,2030,2060,50,84,,84,,,1.4,3380,0.003,0,,,,,0.49,,,,,,,,,,,,,
Mpanga,Tanzania,ReservoirHydro,Water,3,2030,2080,50,160,,160,,,2.43,1640,0.5,0,,,,,0.29,,,,,,,,,,,,,
Mtwara_I,Tanzania,CCGT,Gas,3,2030,2060,30,300,,300,,6.75,1.21,30000,4.5,0,0.2,,,,0.2,,,,,,,,,,,,0.05,
Mtwara_II,Tanzania,CCGT,Gas,3,2030,2060,30,300,,300,,6.75,1.21,30000,4.5,0,0.2,,,,0.2,,,,,,,,,,,,0.05,
Natron,Tanzania,ST,Geothermal,3,2050,2060,,60,,60,,,,,,0,,,,,,,,,,,,,,,,,,
New_OnshoreWind_TZA,Tanzania,OnshoreWind,Wind,3,2025,2060,,6000,,400,,,,,,0,,,,,,,,,,,,,,,,,,
New_PV_TZA,Tanzania,PV,Solar,3,2027,2052,25,8000,,250,,,0.8,14000,,0,,,,,,,,,,,,,,,,,,
Ngaka_I,Tanzania,ST,Coal,3,2060,2060,,200,,,,9.73,,,,0,,,,,,,,,,,,,,,,,,
Ngaka_II,Tanzania,ST,Coal,3,2060,2060,,400,,,,9.73,,,,0,,,,,,,,,,,,,,,,,,
Ngozi_I,Tanzania,ST,Geothermal,3,2050,2060,,30,,30,,,,,,0,,,,,,,,,,,,,,,,,,
Ngozi_II,Tanzania,ST,Geothermal,3,2050,2060,,30,,30,,,,,,0,,,,,,,,,,,,,,,,,,
Mtera,Tanzania,ReservoirHydro,Water,1,1988,2060,50,80,,,,,,4100,0.5,0,,0.25,0.25,,0.24,,,,,,,,,,,,,
Rukwa_I,Tanzania,ST,Coal,3,2060,2060,,300,,,,9.73,,,,0,,,,,,,,,,,,,,,,,,
Rukwa_II,Tanzania,ST,Coal,3,2060,2060,,600,,,,9.73,,,,0,,,,,,,,,,,,,,,,,,
New_Pangani_Falls,Tanzania,ROR,Water,1,1995,2060,,68,,,,,,3400,0.003,0,,0.25,0.25,,0.2,,,,,,,,,,,,,
Nyumba_Ya_Mungu,Tanzania,ReservoirHydro,Water,1,1968,2060,50,8,,,,,,15800,0.5,0,,0.25,0.25,,0.29,,,,,,,,,,,,,
Singida_II,Tanzania,OnshoreWind,Wind,3,2026,2060,,75,,75,,,,,,0,,,,,,,,,,,,,,,,,,
SingidaWind2_REN_TZA,Tanzania,OnshoreWind,Wind,2,2026,2060,,75,,,,,,,,0,,,,,,,,,,,,,,,,,,
Ruhudji,Tanzania,ReservoirHydro,Water,3,2032,2060,50,358,,358,,,1.1,1640,0.5,0,,,,,0.43,,,,,,,,,,,,,
Rumakali,Tanzania,ReservoirHydro,Water,2,2030,2080,50,222,,222,,,2.2,1640,0.5,0,,,,,0.31,,,,,,,,,,,,,
SmallPV_2025,Tanzania,PV,Solar,2,2025,2060,,70,,70,,,0.9,,,0,,,,,,,,,,,,,,,,,,
SmallPV_2026,Tanzania,PV,Solar,2,2026,2060,,48,,48,,,0.9,,,0,,,,,,,,,,,,,,,,,,
Somanga_Mtama,Tanzania,CCGT,Gas,3,2030,2060,30,345,,345,,6.75,1.3,30000,4.5,0,0.2,,,,0.2,,,,,,,,,,,,0.05,
Somanga_PPP,Tanzania,CCGT,Gas,3,2030,2060,30,300,,300,,6.75,1.1,30000,4.5,0,0.2,,,,0.2,,,,,,,,,,,,0.05,
Somanga_Tanesco,Tanzania,CCGT,Gas,3,2030,2060,30,450,,450,,6.75,1.1,30000,4.5,0,0.2,,,,0.2,,,,,,,,,,,,0.05,
Rusumo_HY_TZA,Tanzania,ROR,Water,2,2025,2060,50,27,,27,,,4.2,1640,0.5,0,,0.2,0.2,,0.18,,,,,,,,,,,,,
SmallHydro_2025,Tanzania,ReservoirHydro,Water,2,2025,2060,,14,,14,,,4.2,15800,0.5,0,,0.25,0.25,,0.29,,,,,,,,,,,,,
SmallHydro_2026,Tanzania,ReservoirHydro,Water,2,2026,2060,,15,,15,,,4.2,15800,0.5,0,,0.25,0.25,,0.29,,,,,,,,,,,,,
BESS_TZA_Candidate,Tanzania,Storage,Battery,3,2027,2047,20,50000,0,250,0,0,0.3,40000,0,0,0,1,1,0,0.75,,,,,,,,,0,,50000,0,0
Karum_HPP,Uganda,ROR,Water,1,2023,2073,50,600,0,480,0,0,2.72,0,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,480,0,0
Eskom_(Nalubaale_and_Kiira)_,Uganda,ReservoirHydro,Water,1,2004,2054,50,380,0,0,0,0,0,50000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,0,0,0
Bujagali_HPP,Uganda,ROR,Water,1,2012,2062,50,250,0,0,0,0,0,50000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,0,0,0
Isimba_HPP,Uganda,ROR,Water,1,2019,2069,50,186,0,0,0,0,3.1,40000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,0,0,0
Kakira_Sugar_Limited,Uganda,BiomassPlant,Biomass,1,2009,2039,30,51,0,0,0,12.5,0,17160,46.5,0,0,1,1,0,0.05,,,,,,,,,0,,0,0,0
Electro-Maxx_Uganda_Limited,Uganda,ST,HFO,1,2012,2042,30,50,0,0,0,9.4,0,60000,2,0,0,1,1,0,0.2,,,,,,,,,0,,0,0,0
Jacobsen_Thermal_Plant,Uganda,ST,HFO,1,2008,2038,30,50,0,0,0,9.4,0,60000,2,0,0,1,1,0,0.2,,,,,,,,,0,,0,0,0
Achwa1_HPP,Uganda,ROR,Water,1,2021,2071,50,46.2,0,0,0,0,0,40000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,0,0,0
Achwa2_HPP,Uganda,ROR,Water,1,2019,2069,50,41,0,0,0,0,0,40000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,0,0,0
MSS_Xsabo_Power_Limited,Uganda,PV,Solar,1,2018,2043,25,20,0,0,0,0,0,15000,0,0,0,1,1,0,0,,,,,,,,,0,,0,0,1
Mpanga_HPP,Uganda,ROR,Water,1,2011,2061,50,19,0,0,0,0,0.29,40000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,0,0,0
Siti_II_HPP,Uganda,ROR,Water,1,2019,2069,50,17,0,0,0,0,0,40000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,0,0,0
Kinyara_Sugar_Limited,Uganda,BiomassPlant,Biomass,1,2010,2040,30,15,0,0,0,12.5,0,17160,46.5,0,0,1,1,0,0.05,,,,,,,,,0,,0,0,0
Nyamagasani1_HPP,Uganda,ROR,Water,1,2018,2068,50,15,0,0,0,0,2.45,50000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,0,0,0
Bugoye_HPP,Uganda,ROR,Water,1,2009,2059,50,14,0,0,0,0,0,40000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,0,0,0
Sugar_and_Allied_Industries_Limited,Uganda,BiomassPlant,Biomass,1,2015,2045,30,12,0,0,0,12.5,0,100000,2.5,0,0,1,1,0,0.05,,,,,,,,,0,,0,0,0
Access_Uganda_Solar_Limited,Uganda,PV,Solar,1,2016,2041,25,10,0,0,0,0,0,15000,0,0,0,1,1,0,0,,,,,,,,,0,,0,0,1
Emerging_Power,Uganda,PV,Solar,1,2019,2044,25,10,0,0,0,0,0,15000,0,0,0,1,1,0,0,,,,,,,,,0,,0,0,1
Tororo_Solar_North,Uganda,PV,Solar,1,2017,2042,25,10,0,0,0,0,0,15000,0,0,0,1,1,0,0,,,,,,,,,0,,0,0,1
MubukuIII_HPP,Uganda,ROR,Water,1,2008,2058,50,10,0,0,0,0,0,40000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,0,0,0
Nkusi_HPP,Uganda,ROR,Water,1,2018,2068,50,11.6,0,0,0,0,2.4,40000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,0,0,0
Hydromax_HPP,Uganda,ROR,Water,1,2012,2062,50,10,0,0,0,0,0,14130,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,0,0,0
Nyamwamba_HPP,Uganda,ROR,Water,1,2018,2068,50,10,0,0,0,0,2.61,50000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,0,0,0
Kyambura_HPP,Uganda,ROR,Water,1,2019,2069,50,8,0,0,0,0,0,14130,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,0,0,0
NyamwambaII_HPP,Uganda,ROR,Water,1,2022,2072,50,8,0,0,0,0,2.82,50000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,0,0,0
Muvumbe_HPP,Uganda,ROR,Water,1,2017,2067,50,7,0,0,0,0,0,40000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,0,0,0
Ishasha_HPP,Uganda,ROR,Water,1,2011,2061,50,6,0,0,0,0,0,40000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,0,0,0
Ndugutu_HPP,Uganda,ROR,Water,1,2019,2069,50,6,0,0,0,0,0,14130,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,0,0,0
Rwimi_HPP,Uganda,ROR,Water,1,2017,2067,50,9.6,0,0,0,0,0,40000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,0,0,0
Kakaka_HPP,Uganda,ROR,Water,1,2021,2071,50,5,0,0,0,0,0,14130,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,0,0,0
Kilembe_MubukuI_HPP,Uganda,ROR,Water,1,1956,2006,50,5,0,0,0,0,0,40000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,0,0,0
Lubilia_HPP,Uganda,ROR,Water,1,2018,2068,50,5.5,0,0,0,0,1.61,40000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,0,0,0
Sindila_HPP,Uganda,ROR,Water,1,2019,2069,50,5.3,0,0,0,0,0,14130,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,0,0,0
Siti_I_HPP,Uganda,ROR,Water,1,2017,2067,50,6.1,0,0,0,0,0,40000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,0,0,0
Waki_HPP,Uganda,ROR,Water,1,2018,2068,50,5.3,0,0,0,0,0,40000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,0,0,0
Mahoma_HPP,Uganda,ROR,Water,1,2018,2068,50,3,0,0,0,0,2.67,40000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,0,0,0
Panyimur_Geothermal_Power_Project,Uganda,Geothermal,Geothermal,3,2026,2056,30,10,0,,0,0,3.5,75000,0,0,,1,1,0,,,,,,,,,,0,,,0.9,1
Excess_Associated_Gas_Thermal_Power_Project,Uganda,OCGT,Gas,3,2030,2060,30,146,0,146,0,9.45,0.8,20000,4,0,0,1,1,0,0.2,,,,,,,,,0,,146,0,0
Kingfisher_Gas_to_Power_Project,Uganda,OCGT,Gas,3,2025,2055,30,39,0,39.1,0,9.45,0.8,20000,4,0,0,1,1,0,0.2,,,,,,,,,0,,39.1,0,0
Ulepi_Solar,Uganda,PV,Solar,3,2025,2050,25,10,0,10,0,0,0.9,10000,0,0,0,1,1,0,0,,,,,,,,,0,,10,0,1
Jinja_Waste_to_Energy_Power_Project,Uganda,BiomassPlant,Biomass,3,2026,2056,30,3,0,2.5,0,12.5,1.5,0,2.5,0,0,1,1,0,0.05,,,,,,,,,0,,2.5,0,0
Kamuli_Sugar_Bagasse_Power_Plant,Uganda,BiomassPlant,Biomass,3,2026,2056,30,3,0,3,0,12.5,1.5,100000,2.5,0,0,1,1,0,0.05,,,,,,,,,0,,3,0,0
Pece_Biomass_Power_Project,Uganda,BiomassPlant,Biomass,3,2026,2056,30,20,0,20,0,12.5,1.5,100000,2.5,0,0,1,1,0,0.05,,,,,,,,,0,,20,0,0
Pramukh_Steel_Bagasse_Power_Plant,Uganda,BiomassPlant,Biomass,3,2007,2037,30,8,0,8,0,12.5,1.5,100000,2.5,0,0,1,1,0,0.05,,,,,,,,,0,,8,0,0
Tilenga_Gas_to_Power_Project_ST,Uganda,ST,Gas,3,2025,2055,30,200,0,200,0,9.4,2,60000,2,0,0,1,1,0,0.2,,,,,,,,,0,,200,0,0
Unergy_Biomass_Power_Project,Uganda,BiomassPlant,Biomass,3,2026,2056,30,20,0,20,0,12.5,1.5,100000,2.5,0,0,1,1,0,0.05,,,,,,,,,0,,20,0,0
Achwa-Aber_Multipurpose_HPP,Uganda,ReservoirHydro,Water,3,2030,2080,50,52,0,52,0,0,3.3,40000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,52,0,0
Atari_2_HPP,Uganda,ROR,Water,3,2025,2075,50,2,0,2,0,0,2.8,40000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,2,0,0
Awere_HPP,Uganda,ROR,Water,3,2030,2080,50,18,0,18,0,0,3.3,40000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,18,0,0
Ayago_HPP,Uganda,ROR,Water,3,2026,2076,50,840,0,400,0,0,2.8,40000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,840,0,0
Buwangani_HPP,Uganda,ROR,Water,3,2030,2080,50,7,0,7,0,0,2.8,40000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,7,0,0
Kiiba_HPP,Uganda,ROR,Water,3,2030,2080,50,400,0,400,0,0,2.8,40000,0,0,0,1,1,0,0.4,,,,,,,,,0,,400,0,0
Kiraboha_HPP,Uganda,ROR,Water,3,2030,2080,50,5,0,5,0,0,2.8,40000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,5,0,0
Kisinga_HPP,Uganda,ROR,Water,3,2030,2080,50,3,0,2.5,0,0,2.8,40000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,2.5,0,0
Latoro_HPP_on_R_Aswa,Uganda,ROR,Water,3,2030,2080,50,4,0,4.2,0,0,2.8,40000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,4.2,0,0
Lower_Achwa_HPP,Uganda,ROR,Water,3,2030,2080,50,17,0,17.4,0,0,2.8,40000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,17.4,0,0
Lwakhakha_HPP,Uganda,ROR,Water,3,2030,2080,50,7,0,6.7,0,0,2.8,40000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,6.7,0,0
Maziba_HPP,Uganda,ROR,Water,3,2030,2080,50,1,0,1.2,0,0,2.8,40000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,1.2,0,0
Mitano_HPP,Uganda,ROR,Water,3,2030,2080,50,14,0,13.6,0,0,2.8,40000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,13.6,0,0
Mukoki_HPP,Uganda,ROR,Water,3,2030,2080,50,3,0,3.4,0,0,2.8,40000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,3.4,0,0
Muzizi_HPP,Uganda,ROR,Water,3,2030,2080,50,48,0,48,0,0,2.8,40000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,48,0,0
Nengo_Bridge_HPP,Uganda,ROR,Water,3,2030,2080,50,8,0,7.5,0,0,2.8,40000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,7.5,0,0
Ngenge_HPP,Uganda,ROR,Water,3,2030,2080,50,14,0,13.8,0,0,2.8,40000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,13.8,0,0
Nsongi_HPP,Uganda,ROR,Water,3,2030,2080,50,7,0,7,0,0,2.8,40000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,7,0,0
Nyakinengo_SHP,Uganda,ROR,Water,3,2030,2080,50,5,0,5.2,0,0,2.8,40000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,5.2,0,0
Okollo_SHPP,Uganda,ROR,Water,3,2030,2080,50,5,0,5,0,0,2.8,40000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,5,0,0
Oriang_HPP,Uganda,ROR,Water,3,2026,2076,50,392,0,392,0,0,2.8,40000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,392,0,0
Rwembya_SHPP,Uganda,ROR,Water,3,2030,2080,50,0.4,0,0.4,0,0,2.8,40000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,0.4,0,0
Katooke_HPP,Uganda,ROR,Water,2,2024,2074,50,0.3,0,0.3,0,0,2.8,40000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,0.3,0,0
Simu_HPP,Uganda,ROR,Water,2,2024,2074,50,10,0,9.5,0,0,2.8,40000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,9.5,0,0
Sironko_HPP,Uganda,ROR,Water,2,2025,2075,50,0.4,0,0.4,0,0,2.8,40000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,0.4,0,0
Sisi_HPP,Uganda,ROR,Water,2,2024,2074,50,6,0,6,0,0,2.8,40000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,6,0,0
Tokwe_HPP,Uganda,ROR,Water,2,2024,2074,50,0.3,0,0.3,0,0,2.8,40000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,0.3,0,0
Warugo_HPP,Uganda,ROR,Water,2,2024,2074,50,1,0,0.5,0,0,2.8,40000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,0.5,0,0
SCOUL_Bagasse_Plant,Uganda,BiomassPlant,Biomass,2,2021,2051,30,10,0,9.5,0,12.5,1.5,75000,2.5,0,0,1,1,0,0.05,,,,,,,,,0,,9.5,0,0
Atari_HPP,Uganda,ROR,Water,2,2022,2072,50,3,0,3.3,0,0,2.8,40000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,3.3,0,0
Hoimo_HPP,Uganda,ROR,Water,2,2024,2074,50,3,0,3.3,0,0,2.8,50000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,3.3,0,0
Igassa_HPP,Uganda,ROR,Water,2,2024,2074,50,0.3,0,0.3,0,0,2.8,50000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,0.3,0,0
Kabasanja_HPP,Uganda,ROR,Water,2,2024,2074,50,0.4,0,0.4,0,0,2.8,50000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,0.4,0,0
Kabeywa_1_HPP,Uganda,ROR,Water,2,2022,2072,50,7,0,6.5,0,0,2.8,50000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,6.5,0,0
Kabeywa_2_HPP,Uganda,ROR,Water,2,2023,2073,50,2,0,2,0,0,2.8,50000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,2,0,0
Kigwabya_HPP,Uganda,ROR,Water,2,2025,2075,50,4,0,4.2,0,0,2.8,50000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,4.2,0,0
Nchwera_HPP,Uganda,ROR,Water,2,2024,2074,50,1,0,0.5,0,0,2.8,50000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,0.5,0,0
Nsongya_HPP,Uganda,ROR,Water,2,2024,2074,50,1,0,0.7,0,0,2.8,50000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,0.7,0,0
Nyabuhuka_HPP,Uganda,ROR,Water,2,2023,2073,50,3,0,3.2,0,0,2.8,50000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,3.2,0,0
Nyamabuye_HPP,Uganda,ROR,Water,2,2025,2075,50,7,0,7,0,0,2.8,50000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,7,0,0
Rupa_Wind_Power_Project,Uganda,OnshoreWind,Wind,2,2023,2053,30,20,0,20,0,0,1.3,30000,0,0,0,1,1,0,0,,,,,,,,,0,,20,0,1
BMST_GENC_UGA,Uganda,BiomassPlant,Biomass,3,2027,2057,30,4321,0,86.42,0,15,2.5,75000,2.5,0,0,1,1,0,0.05,,,,,,,,,0,,4321,0,0
NGCC_GENC_UGA,Uganda,CCGT,Gas,3,2027,2058,,2800,,1000,,,,,,,,,,,,,,,,,,,,,,,,
COSC_GENC_UGA,Uganda,ST,Coal,3,2029,2059,30,0,0,0,0,10.2,3.74,112000,2,0,0,1,1,0,0.2,,,,,,,,,0,,0,0,0
GOCV_GENC_UGA,Uganda,Geothermal,Geothermal,3,2027,2057,30,1210,0,,0,0,3.5,75000,0,0,,1,1,0,,,,,,,,,,0,,,0.9,1
NGSC_GENC_UGA,Uganda,OCGT,Gas,3,2027,2057,,0,,1000,,,,,,,,,,,,,,,,,,,,,,,,
DSRC_GENC_UGA,Uganda,ICE,Diesel,3,2027,2057,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,
HFRC_GENC_UGA,Uganda,ICE,HFO,3,2027,2057,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,
SOPC_GENC_UGA,Uganda,PV,Solar,3,2027,2052,25,8000,0,400,0,0,0.9,10000,0,0,0,1,1,0,0,,,,,,,,,0,,10000,0,1
HYRO_GENC_UGA,Uganda,ROR,Water,3,2027,2077,50,800,0,300,0,0,2.8,40000,0.5,0,0,1,1,0,0.4,,,,,,,,,0,,0,0,0
Batt_GENC_UGA,Uganda,Storage,Battery,3,2027,2047,20,10000,0,250,0,0,0.3,40000,0,0,0,1,1,0,0.5,,,,,,,,,0,,10000,0,0
WDLC_GENC_UGA,Uganda,OnshoreWind,Wind,3,2027,2057,30,600,0,400,0,0,1.3,40000,0,0,0,1,1,0,0,,,,,,,,,0,,0,0,1
Timex_Bukinda_HPP,Uganda,ROR,Water,1,2020,2050,,6.7,,,,0,,72066,0.5,0,0,1,1,0,0,,,,,,,,,,,,,
NyagakI_HPP,Uganda,ROR,Water,1,2012,2042,,3.5,,,,0,,40000,0.5,0,0,1,1,0,0,,,,,,,,,,,,,
Kikagati_HPP,Uganda,ROR,Water,1,2021,2051,,14,,,,0,,551220,0.5,0,0,1,1,0,0,,,,,,,,,,,,,
Muyembe_HPP,Uganda,ROR,Water,1,2021,2051,,7.2,,,,0,,30169,0.5,0,0,1,1,0,0,,,,,,,,,,,,,
Nyamagasani2_HPP,Uganda,ROR,Water,1,2021,2051,,6.1,,,,0,,101747,0.5,0,0,1,1,0,0,,,,,,,,,,,,,
SCOUL,Uganda,BiomassPlant,Biomass,1,2020,2050,,25,,,,0,,30000,4,0,0,1,1,0,0,,,,,,,,,,,,0.4,
Mayuge_Bio,Uganda,BiomassPlant,Biomass,1,2015,2045,,23,,,,0,,30000,4,0,0,1,1,0,0,,,,,,,,,,,,0.4,
GM_Sugar_BIO,Uganda,BiomassPlant,Biomass,1,2021,2051,,7.35,,,,0,,30000,4,0,0,1,1,0,0,,,,,,,,,,,,0.4,
Kamuli_Sugar_BIO,Uganda,BiomassPlant,Biomass,1,2021,2051,,3,,,,0,,30000,4,0,0,1,1,0,0,,,,,,,,,,,,0.4,
Lolwe_BIO,Uganda,BiomassPlant,Biomass,1,2022,2052,,0.6,,,,0,,30000,4,0,0,1,1,0,0,,,,,,,,,,,,0.4,
GOTNUR_BIO,Uganda,BiomassPlant,Biomass,1,2022,2052,,0.4,,,,0,,30000,4,0,0,1,1,0,0,,,,,,,,,,,,0.4,
Hoima_Sugar_BIO,Uganda,BiomassPlant,Biomass,1,2023,2053,,12,,,,0,,30000,4,0,0,1,1,0,0,,,,,,,,,,,,0.4,
Nkonge_PV,Uganda,PV,Solar,1,2023,2053,,20,,,,0,,10000,0,0,0,1,1,0,0,,,,,,,,,,,,,
Busitema_PV,Uganda,PV,Solar,1,2022,2052,,4,,,,0,,10000,0,0,0,1,1,0,0,,,,,,,,,,,,,
KISs_PV,Uganda,PV,Solar,1,2015,2045,,0.6,,,,0,,10000,0,0,0,1,1,0,0,,,,,,,,,,,,,
Kitobo_PV,Uganda,PV,Solar,1,2016,2046,,0.23,,,,0,,10000,0,0,0,1,1,0,0,,,,,,,,,,,,,
BukasaOffgrid_PV,Uganda,PV,Solar,1,2020,2050,,0.1,,,,0,,10000,0,0,0,1,1,0,0,,,,,,,,,,,,,
Pam_Ssekanyonyi_PV,Uganda,PV,Solar,1,2014,2044,,0.1,,,,0,,10000,0,0,0,1,1,0,0,,,,,,,,,,,,,
Pam_Tiribogo_PV,Uganda,PV,Solar,1,2014,2044,,0.1,,,,0,,10000,0,0,0,1,1,0,0,,,,,,,,,,,,,
Tororo_PV,Uganda,PV,Solar,1,2019,2049,,10.6,,,,0,,78841,0,0,0,1,1,0,0,,,,,,,,,,,,,
Nuclear_UGA_Candidate,Uganda,Nuclear,Uranium,3,2036,2086,50,30000,,8000,,11.35,4.9,55560,7,0,0,1,1,0,0,,,,,,,,,,,,0.8,
SmallHydro_2027,Tanzania,ReservoirHydro,Water,2,2027,2060,,27,,27,,,4.2,15800,0.5,0,,0.25,0.25,,0.29,,,,,,,,,,,,,
SmallHydro_TZA,Tanzania,ROR,Water,1,2016,2060,,40,,,,,,15800,0.5,0,,0.25,0.25,,0.22,,,,,,,,,,,,,
Songwe_Manolo,Tanzania,ReservoirHydro,Water,3,2030,2060,50,88,,88,,,3.1,4090,0.5,0,,,,,0.38,,,,,,,,,,,,,
Songwe_Sofre,Tanzania,ReservoirHydro,Water,3,2030,2060,50,80,,80,,,3,4090,0.5,0,,,,,0.34,,,,,,,,,,,,,
Upper_Kihansi,Tanzania,ROR,Water,3,2030,2060,50,47,,47,,,1.8,4090,0.5,0,,,,,0.17,,,,,,,,,,,,,
Ntaruka,Rwanda,ReservoirHydro,Water,1,1959,2055,50,11.25,0,0,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,0,0,,0,0,0
Mukungwa_I,Rwanda,ReservoirHydro,Water,1,1982,2055,50,12,0,0,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,0,0,,0,0,0
Nyabarongo_I,Rwanda,ReservoirHydro,Water,1,2014,2055,50,28,0,0,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,0,0,,0,0,0
Gisenyi,Rwanda,ROR,Water,1,1957,2055,50,1.7,0,0,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,0,0,,0,0,0
Gihira,Rwanda,ROR,Water,1,1984,2055,50,1.8,0,0,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,0,0,,0,0,0
Murunda,Rwanda,ROR,Water,1,2010,2055,50,0.1,0,0,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,0,0,,0,0,0
Rukarara_I,Rwanda,ROR,Water,1,2010,2055,50,9,0,0,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,0,0,,0,0,0
Rugezi,Rwanda,ROR,Water,1,2011,2055,50,2.6,0,0,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,0,0,,0,0,0
Keya,Rwanda,ROR,Water,1,2011,2055,50,2.2,0,0,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,0,0,,0,0,0
Nyamyotsi_I,Rwanda,ROR,Water,1,2011,2055,50,0.1,0,0,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,0,0,,0,0,0
