gen,q,d,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
Bugoye_HPP,Q3,d2,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778
Bugoye_HPP,Q3,d3,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778
Bugoye_HPP,Q3,d4,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778
Bugoye_HPP,Q3,d5,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778,0.032527778
Bugoye_HPP,Q4,d1,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111
Bugoye_HPP,Q4,d2,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111
Bugoye_HPP,Q4,d3,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111
Bugoye_HPP,Q4,d4,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111
Bugoye_HPP,Q4,d5,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111,0.511111111
Bujagali_HPP,Q1,d1,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111
Bujagali_HPP,Q1,d2,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111
Bujagali_HPP,Q1,d3,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111
Bujagali_HPP,Q1,d4,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111,0.751361111
