zone,tech,q,d,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
Burundi,PV,Q1,d1,0,0,0,0,0,0.000101,0.0684,0.218045314,0.342180523,0.465304859,0.589844417,0.556485607,0.461665716,0.398385064,0.335205499,0.252920434,0.141218963,0.0375,0,0,0,0,0,0
Burundi,PV,Q1,d2,0,0,0,0,0,0.000708,0.119181931,0.375539333,0.631088037,0.844382248,0.931620591,0.931620591,0.931620591,0.931620591,0.778978762,0.546275789,0.304677133,0.0858,0.000101,0,0,0,0,0
Burundi,PV,Q1,d3,0,0,0,0,0,0.000505,0.0849,0.297499935,0.56912152,0.778271151,0.899070479,0.884817169,0.804250588,0.693863252,0.481175565,0.344101182,0.197221329,0.0574,0.000101,0,0,0,0,0
Burundi,PV,Q1,d4,0,0,0,0,0,0.000202,0.0472,0.19418871,0.426588422,0.631290211,0.781000508,0.866722542,0.821940866,0.685877355,0.534852924,0.363408857,0.224615989,0.0662,0,0,0,0,0,0
Burundi,PV,Q1,d5,0,0,0,0,0,0.000202,0.0689,0.242912791,0.472178795,0.624719537,0.668389252,0.67708276,0.630481513,0.504728907,0.384435016,0.258783497,0.143139622,0.035,0,0,0,0,0,0
Burundi,PV,Q2,d1,0,0,0,0,0,0,0.0635,0.280112918,0.503920209,0.701040451,0.845393121,0.92302817,0.916255321,0.82628762,0.662121839,0.428711255,0.194087623,0.036593604,0,0,0,0,0,0
Burundi,PV,Q2,d2,0,0,0,0,0,0,0.0951,0.347234888,0.616430378,0.840136581,0.931620591,0.931620591,0.931620591,0.931620591,0.816279977,0.590956377,0.323984808,0.080061145,0,0,0,0,0,0
Burundi,PV,Q2,d3,0,0,0,0,0,0,0.057,0.226334473,0.413750334,0.586407449,0.719135078,0.688505625,0.593887909,0.50199955,0.422443842,0.291737958,0.162447297,0.0405,0,0,0,0,0,0
Burundi,PV,Q2,d4,0,0,0,0,0,0,0.0378,0.167804924,0.364520817,0.576905242,0.744103642,0.85742251,0.859343169,0.78241573,0.625224973,0.381402397,0.205005052,0.045,0,0,0,0,0,0
Burundi,PV,Q2,d5,0,0,0,0,0,0,0.072,0.292142308,0.520296352,0.711452443,0.842259414,0.906652027,0.897756344,0.815875628,0.659999006,0.455701565,0.223301854,0.0475,0,0,0,0,0,0
Burundi,PV,Q3,d1,0,0,0,0,0,0,0.0488,0.240082346,0.498461494,0.711351356,0.858433383,0.893308503,0.840136581,0.745013428,0.610668402,0.383626317,0.187618036,0.0432,0,0,0,0,0,0
Burundi,PV,Q3,d2,0,0,0,0,0,0.000101,0.0983,0.355321872,0.622192354,0.842461589,0.931620591,0.931620591,0.931620591,0.931620591,0.822749565,0.601570544,0.340765301,0.0857,0,0,0,0,0,0
Burundi,PV,Q3,d3,0,0,0,0,0,0,0.0519,0.217539878,0.443975438,0.679407768,0.828511541,0.877235621,0.873293216,0.787267921,0.668793601,0.453679819,0.243822576,0.0556,0,0,0,0,0,0
Burundi,PV,Q3,d4,0,0,0,0,0,0,0.0711,0.296084712,0.54475948,0.754515635,0.904630281,0.931620591,0.931620591,0.823962612,0.64594787,0.47349293,0.252516085,0.0525,0,0,0,0,0,0
Burundi,PV,Q3,d5,0,0,0,0,0,0,0.072,0.29840972,0.558911702,0.772104825,0.918378154,0.931620591,0.926262964,0.826186533,0.644330474,0.427902556,0.210261592,0.0456,0,0,0,0,0,0
Burundi,PV,Q4,d1,0,0,0,0,0,0.000404,0.0742,0.251707386,0.528383336,0.713777451,0.833666993,0.862881224,0.832049597,0.719842689,0.504122383,0.331869618,0.182462583,0.0498,0.000101,0,0,0,0,0
Burundi,PV,Q4,d2,0,0,0,0,0,0.000607,0.113015606,0.377459992,0.637153275,0.854086629,0.931620591,0.931620591,0.931620591,0.931620591,0.792726635,0.575995456,0.324490245,0.0818,0.000202,0,0,0,0,0
Burundi,PV,Q4,d3,0,0,0,0,0,0.000101,0.0665,0.234825806,0.410010104,0.550319281,0.612892322,0.624921711,0.508974574,0.436798239,0.321053276,0.195806107,0.0881,0.02,0,0,0,0,0,0
Burundi,PV,Q4,d4,0,0,0,0,0,0.000303,0.0523,0.176498432,0.338743555,0.482388613,0.545972527,0.568818258,0.558305178,0.480670129,0.389287206,0.242407354,0.137276558,0.0382,0.000101,0,0,0,0,0
