Iringa_Ibosa,Tanzania,ROR,Water,2028,2060,36,3,,,,Mnyera_Taveta,2030,2060,Tanzania,84,ROR,,,,Malagarasi,2028,2060,Tanzania,50,ROR,,,,,,,,,,,,,,,,
Iringa_Nginayo,Tanzania,ROR,Water,2030,2060,52,3,,,,Kakono,2030,2060,Tanzania,80,ROR,,,,Masigira,2030,2060,Tanzania,118,ROR,,,,,,,,,,,,,,,,
Kakono,Tanzania,ROR,Water,2030,2060,87,3,,,,Kikonge,2032,2060,Tanzania,300,STO HY,,,,Mpanga,2030,2060,Tanzania,160,STO HY,,,,,,,,,,,,,,,,
Kidunda,Tanzania,ROR,Water,2028,2060,20,3,,,,Malagarasi,2028,2060,Tanzania,50,ROR,,,,Rumakali,2030,2060,Tanzania,222,STO HY,,,,,,,,,,,,,,,,
Kikonge,Tanzania,ReservoirHydro,Water,2032,2060,300,3,,,,Masigira,2030,2060,Tanzania,118,ROR,,,,Taveta_HY_TZA,2030,2060,Tanzania,0,ROR,,,,,,,,,,,,,,,,
Mnyera_Kisingo,Tanzania,ROR,Water,2030,2060,120,3,,,,Mpanga,2030,2060,Tanzania,160,STO HY,,,,,,,,,,,,,,,,,,,,,,,,,
Mnyera_Kwanini,Tanzania,ROR,Water,2030,2060,144,3,,,,Iringa_Nginayo,2030,2060,Tanzania,52,ROR,,,,,,,,,,,,,,,,,,,,,,,,,
Mnyera_Mnyera,Tanzania,ROR,Water,2030,2060,137,3,,,,Iringa_Ibosa,2028,2060,Tanzania,36,ROR,,,,,,,,,,,,,,,,,,,,,,,,,
Mnyera_Pumbwe,Tanzania,ROR,Water,2030,2060,123,3,,,,Ruhudji,2032,2060,Tanzania,358,STO HY,,,,,,,,,,,,,,,,,,,,,,,,,
Mnyera_Ruaha,Tanzania,ReservoirHydro,Water,2030,2060,60,3,,,,Rumakali,2030,2060,Tanzania,222,STO HY,,,,,,,,,,,,,,,,,,,,,,,,,
Mnyera_Taveta,Tanzania,ROR,Water,2030,2060,84,3,,,,Mnyera_Kwanini,2030,2060,Tanzania,144,ROR,,,,,,,,,,,,,,,,,,,,,,,,,
Ruhudji,Tanzania,ReservoirHydro,Water,2032,2060,358,3,,,,Songwe_Sofre,2030,2060,Tanzania,80,STO HY,,,,,,,,,,,,,,,,,,,,,,,,,
Songwe_Manolo,Tanzania,ReservoirHydro,Water,2030,2060,88,3,,,,Taveta_HY_TZA,2030,2060,Tanzania,0,ROR,,,,,,,,,,,,,,,,,,,,,,,,,
Songwe_Sofre,Tanzania,ReservoirHydro,Water,2030,2060,80,3,,,,Songwe_Manolo,2030,2060,Tanzania,88,STO HY,,,,,,,,1729 green,,,,,,,,,,,,,,,,,
Upper_Kihansi,Tanzania,ROR,Water,2030,2060,47,3,,,,Upper_Kihansi,2030,2060,Tanzania,47,ROR,,,,,,,,,,,,,,,,,,,,,,,,,
Hydro_TZA_Candidate,Tanzania,ROR,Water,2030,2060,5000,3,,,,Mnyera_Mnyera,2030,2060,Tanzania,137,ROR,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Mnyera_Pumbwe,2030,2060,Tanzania,123,ROR,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Mnyera_Kisingo,2030,2060,Tanzania,120,ROR,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Mnyera_Ruaha,2030,2060,Tanzania,60,STO HY,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Kidunda,2028,2060,Tanzania,20,ROR,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plants,StYr,RetrYr,Zone,Capacity,Type,Status,fuel1,fuel2,HeatRate,FOMperMW,VOM,ReserveCost,Capex,Life,BuildLimitperYear,MaxTotalBuild,DescreteCap,MinLimitShare,RampUpRate,RampDnRate,OverLoadFactor,ResLimShare,MinUtilization,HeatRate2,UnitSize,,,,,,,,,,,,,,,,Capacity vs max yearly built
Malagarasi,2028,2060,Tanzania,50,ROR,Candidate,Water,,,"4,090",0.5, -   ,2.88,50,50,50,NO,0%,100%,100%,,22%,,,,0.42,0.51,0.8,0.17,0.19,,15,1,,"4,090",,,,,,TRUE
Masigira,2030,2060,Tanzania,118,ROR,Candidate,Water,,,"4,090",0.5, -   ,2.88,50,118,118,NO,0%,100%,100%,,29%,,,,0.64,0.83,0.83,0.49,0.42,,59,1,,"4,090",,,,,,TRUE
Mpanga,2030,2060,Tanzania,160,STO HY,Candidate,Water,,,"1,640",0.5, -   ,2.43,50,160,160,NO,0%,100%,100%,,29%,,,,0.76,0.93,1,0.53,0.49,,80,1,,"1,640",,,,,,TRUE
Rumakali,2030,2060,Tanzania,222,STO HY,Candidate,Water,,,"1,640",0.5, -   ,2.2,50,222,222,NO,0%,100%,100%,,31%,,,,0.67,0.82,0.96,0.47,0.43,,173,1,,"1,640",,,,,,TRUE
