gen	Q1	Q2	Q3	Q4
ST_EX_GAS_ALC_92_LIB	0.9	0.9	0.9	0.9
Generic_CT_MDU	0.9	0.9	0.9	0.9
Generic_Diesel_MDU	0.7	0.7	0.7	0.7
Generic_PV_MDU	0.7	0.7	0.7	0.7
Generic_Wind_MDU	0.9	0.9	0.9	0.9
Adado_Electric_Supply	0.9	0.9	0.9	0.9
BECO_MDU	0.7	0.7	0.7	0.7
Being_Googe_Porcrer_Supply	0.9	0.9	0.9	0.9
Blue_Sky	0.9	0.9	0.9	0.9
DAYAH	0.9	0.9	0.9	0.9
Elays_Electric_Company	0.7	0.7	0.7	0.7
Hilaac_Electric_Company	0.7	0.7	0.7	0.7
KAAH	0.9	0.9	0.9	0.9
Mogadishu_Power_Supply	0.98	0.98	0.98	0.98
New_Generic_Thermal_(37.8_MW)	0.9	0.9	0.9	0.9
Symbion_SPLK_(_2)	0.9	0.9	0.9	0.9
Symbion_SPLK(_1)	0.95	0.95	0.95	0.95
Hydro_pumped_storage_(11.16_MW)	0.99	0.99	0.99	0.99
Committed_Utility-Scale_Solar_PV_(6_MW)	0.55	0.59	0.54	0.53
Base_1	0.55	0.59	0.54	0.53
Base_2	0.55	0.59	0.54	0.53
Bihongore	0.55	0.59	0.54	0.53
Kavumu_MHPP	0.55	0.59	0.54	0.53
Kore	0.55	0.59	0.54	0.53
Ngororero	0.55	0.59	0.54	0.53
Ntaruka_A	0.55	0.59	0.54	0.53
Nyirahindwe_1	0.55	0.59	0.54	0.53
Nyirahindwe_2	0.55	0.59	0.54	0.53
Nyundo	0.55	0.59	0.54	0.53
Rucanzogera	0.55	0.59	0.54	0.53
Rukore	0.55	0.59	0.54	0.53
Rwondo	0.92	0.92	0.92	0.92
Hakan_(Unit_2)	0.92	0.92	0.92	0.92
Hakan_Peat-to-Power_(IPP)	0.28	0.3	0.28	0.26
Kavumu-Mwange	0.28	0.3	0.28	0.26
Nyabarongo_II	0.28	0.3	0.28	0.26
Rukarara_VI	0.28	0.3	0.28	0.26
Rusizi_III	0.28	0.3	0.28	0.26
Rusizi_IV	0	0	0	0
Shema	0.28	0.3	0.28	0.26
Rusumo	0.9	0.9	0.9	0.9
Jabana_1	0.9	0.9	0.9	0.9
Jabana_2	0.9	0.9	0.9	0.9
SO_Energy	0.99	0.99	0.99	0.99
GigaWatt	0.99	0.99	0.99	0.99
Jali	0.99	0.99	0.99	0.99
Nasho_Solar	0.92	0.92	0.92	0.92
Gishoma	0.61	0.61	0.61	0.61
Hakan	0.98	0.98	0.98	0.98
Kivuwatt_Phase_I	0.92	0.92	0.92	0.92
KP1	0.28	0.3	0.28	0.26
Agatobwe	0.5	0.5	0.5	0.5
Cyimbili	0.9	0.9	0.9	0.9
Gaseke	0.4	0.4	0.4	0.4
Gashashi	0.4	0.4	0.4	0.4
Giciye_I	0.4	0.4	0.4	0.4
Giciye_II	0.4	0.4	0.4	0.4
Giciye_III	0.7	0.7	0.7	0.7
Gihira	0.65	0.65	0.65	0.65
Gisenyi	0.8	0.8	0.8	0.8
Janja	0.5	0.5	0.5	0.5
Keya	0.37	0.37	0.37	0.37
Kigasa	0.49	0.49	0.49	0.49
Mazimeru	0.6	0.6	0.6	0.6
Mukungu_MHPP	0.62	0.62	0.62	0.62
Mukungwa_I	0.73	0.73	0.73	0.73
Mukungwa_II	0.45	0.45	0.45	0.45
Murunda	0.49	0.49	0.49	0.49
Musarara	0.45	0.45	0.45	0.45
Mutobo	0.5	0.5	0.5	0.5
Nkora	0.28	0.3	0.28	0.26
Nshili_I	0.34	0.34	0.34	0.34
Ntaruka	0.55	0.55	0.55	0.55
Nyabahanga_I	0.69	0.69	0.69	0.69
Nyabarongo_I	0.28	0.3	0.28	0.26
Nyamyotsi_I	0.28	0.3	0.28	0.26
Nyamyotsi_II	0.35	0.35	0.35	0.35
Nyirabuhombohombo	0.65	0.65	0.65	0.65
Nyirantaruko	0.61	0.61	0.61	0.61
Rubagabaga	0.5	0.5	0.5	0.5
Rugezi	0.4	0.4	0.4	0.4
Rukarara_I	0.53	0.53	0.53	0.53
Rukarara_II	0.6	0.6	0.6	0.6
Rukarara_V_Mushishito	0.6	0.6	0.6	0.6
Rwaza_Muko	0.9	0.9	0.9	0.9
Generic_CT_HSB	0.9	0.9	0.9	0.9
Generic_Diesel_HSB	0.9	0.9	0.9	0.9
Generic_PV_HSB	0.9	0.9	0.9	0.9
Generic_Wind_HSB	0.9	0.9	0.9	0.9
Afar_Indhud_Electric_Company	0.7	0.7	0.7	0.7
BECO_HSB	0.9	0.9	0.9	0.9
BECO1	0.9	0.9	0.9	0.9
BECO2	0.7	0.7	0.7	0.7
Daatax_Muxidiin	0.7	0.7	0.7	0.7
DAYAH_Electric_Company	0.9	0.9	0.9	0.9
ENEE1	0.9	0.9	0.9	0.9
ENEE2	0.7	0.7	0.7	0.7
Fanoolee_Company	0.9	0.9	0.9	0.9
Faraj_Electric_Company	0.9	0.9	0.9	0.9
Golis	0.9	0.9	0.9	0.9
Hisra_Electric	0.7	0.7	0.7	0.7
Juba_Electric_Company	0.9	0.9	0.9	0.9
Liolis_Power	0.7	0.7	0.7	0.7
Llyas_electric	0.9	0.9	0.9	0.9
Marka_Electric	0.9	0.9	0.9	0.9
National_Energy_Corp_of_Somalia	0.7	0.7	0.7	0.7
Power_Supply_GPS_Galimoow	0.7	0.7	0.7	0.7
Somali_Power_&_Lighting_Comp1	0.7	0.7	0.7	0.7
Somali_Power_&_Lighting_Comp2	0.9	0.9	0.9	0.9
Sometel	0.7	0.7	0.7	0.7
Generic_Diesel_SML	0.9	0.9	0.9	0.9
Generic_PV_SML	0.9	0.9	0.9	0.9
Generic_Wind_SML	0.7	0.7	0.7	0.7
Aloog_Electric_Company-Borama	0.9	0.9	0.9	0.9
Beder	0.9	0.9	0.9	0.9
Gurmad	0.9	0.9	0.9	0.9
Horn_Electricity_Company	0.9	0.9	0.9	0.9
Lesco	0.9	0.9	0.9	0.9
Mohamed_Ali	0.7	0.7	0.7	0.7
National_Electric_Power	0.9	0.9	0.9	0.9
SomPower1	0.9	0.9	0.9	0.9
Sompower2	0.7	0.7	0.7	0.7
Telesom_Electric_Company	0.7	0.7	0.7	0.7
Telesom_Electric_Company_-_Borama	0.9	0.9	0.9	0.9
Telesom_Electric_Company_-_Wajaale	0.7	0.7	0.7	0.7
GenericHSD_Malakal2	0.9	0.9	0.9	0.9
GenericHSD_Rumbeck	0.9	0.9	0.9	0.9
GenericHSD_Wau	0.7	0.7	0.7	0.7
GenericHSD_Yei	0.85	0.85	0.85	0.85
Palogue	0.85	0.85	0.85	0.85
Tharjath	0.3	0.32	0.3	0.28
Bedden	0.85	0.85	0.85	0.85
Fula	0.66	0.69	0.65	0.6
Fula_Rapids	0.85	0.85	0.85	0.85
Juba_HPP	0.35	0.37	0.35	0.33
Kinyeti	0.28	0.3	0.28	0.26
Lakki	0.32	0.34	0.32	0.3
Shukoli	0.33	0.35	0.33	0.31
Wau_Dam	0.99	0.99	0.99	0.99
Juba_Solar_Power_Station	0.85	0.85	0.85	0.85
Bor	0.85	0.85	0.85	0.85
Juba	0.85	0.85	0.85	0.85
Kapoeta	0.85	0.85	0.85	0.85
Malakal	0.85	0.85	0.85	0.85
Maridi	0.85	0.85	0.85	0.85
Rumbek	0.85	0.85	0.85	0.85
Wau	0.85	0.85	0.85	0.85
Yambio	0.85	0.85	0.85	0.85
Yei	0	0	0	0
CSP_CSP_GENC_SUD	0.9	0.9	0.9	0.9
GT_LF_GENC_SUD	0.77	0.82	0.76	0.71
HYD_ROR_GENC_SUD	0.9	0.9	0.9	0.9
ST_HF_GENC_SUD	0.9	0.9	0.9	0.9
WND_WN_GENC_SUD	0.9	0.9	0.9	0.9
SC_CO_25_SUD	0.9	0.9	0.9	0.9
DG_DS_20_SUD	0.73	0.77	0.72	0.67
HYD_STOHY_25_SUD	0.7	0.74	0.69	0.65
HYD_STOHY_30_SUD	0.9	0.9	0.9	0.9
CC_LF_03_SUD	0.9	0.9	0.9	0.9
SC_CO_09_SUD	0.9	0.9	0.9	0.9
DG_DS_83_SUD	0.9	0.9	0.9	0.9
DG_HF_04_SUD	0.9	0.9	0.9	0.9
DG_HF_10_SUD	0.9	0.9	0.9	0.9
GT_DS_16_SUD	0.9	0.9	0.9	0.9
GT_LF_01_SUD	0.7	0.74	0.69	0.65
HYD_STOHY_Nile_09_SUD	0.77	0.82	0.76	0.71
HYD_STOHY_16_SUD	0.7	0.74	0.69	0.65
HYD_STOHY_79_SUD	0.9	0.9	0.9	0.9
ST_HF_15_SUD	0.9	0.9	0.9	0.9
ST_HF_94_SUD	0.93	0.93	0.93	0.93
Panyimur_Geothermal_Power_Project	0.98	0.98	0.98	0.98
Excess_Associated_Gas_Thermal_Power_Project	0.98	0.98	0.98	0.98
Kingfisher_Gas_to_Power_Project	0.99	0.99	0.99	0.99
Ulepi_Solar	0.65	0.65	0.65	0.65
Jinja_Waste_to_Energy_Power_Project	0.65	0.65	0.65	0.65
Kamuli_Sugar_Bagasse_Power_Plant	0.65	0.65	0.65	0.65
Pece_Biomass_Power_Project	0.65	0.65	0.65	0.65
Pramukh_Steel_Bagasse_Power_Plant	0.92	0.92	0.92	0.92
Tilenga_Gas_to_Power_Project_ST	0.65	0.65	0.65	0.65
Unergy_Biomass_Power_Project	0.46	0.47	0.47	0.46
Achwa-Aber_Multipurpose_HPP	0.47	0.5	0.49	0.46
Atari_2_HPP	0.46	0.47	0.47	0.46
Awere_HPP	0.84	0.89	0.89	0.82
Ayago_HPP	0.46	0.47	0.47	0.46
Buwangani_HPP	0.83	0.88	0.88	0.82
Kiiba_HPP	0.46	0.47	0.47	0.46
Kiraboha_HPP	0.46	0.47	0.47	0.46
Kisinga_HPP	0.46	0.47	0.47	0.46
Latoro_HPP_on_R_Aswa	0.46	0.47	0.47	0.46
Lower_Achwa_HPP	0.46	0.47	0.47	0.46
Lwakhakha_HPP	0.46	0.47	0.47	0.46
Maziba_HPP	0.46	0.47	0.47	0.46
Mitano_HPP	0.46	0.47	0.47	0.46
Mukoki_HPP	0.46	0.47	0.47	0.46
Muzizi_HPP	0.46	0.47	0.47	0.46
Nengo_Bridge_HPP	0.46	0.47	0.47	0.46
Ngenge_HPP	0.46	0.47	0.47	0.46
Nsongi_HPP	0.46	0.47	0.47	0.46
Nyakinengo_SHP	0.46	0.47	0.47	0.46
Okollo_SHPP	0.68	0.72	0.72	0.67
Oriang_HPP	0.46	0.47	0.47	0.46
Rwembya_SHPP	0.61	0.65	0.64	0.6
Karuma_HPP	0.61	0.65	0.64	0.6
Karuma2_HPP	0.47	0.5	0.49	0.46
Katooke_HPP	0.47	0.5	0.49	0.46
Simu_HPP	0.47	0.5	0.49	0.46
Sironko_HPP	0.42	0.45	0.45	0.42
Sisi_HPP	0.47	0.5	0.49	0.46
Tokwe_HPP	0.47	0.5	0.49	0.46
Warugo_HPP	0.65	0.65	0.65	0.65
SCOUL_Bagasse_Plant	0.47	0.5	0.49	0.46
Atari_HPP	0.46	0.47	0.47	0.46
Hoimo_HPP	0.46	0.47	0.47	0.46
Igassa_HPP	0.46	0.47	0.47	0.46
Kabasanja_HPP	0.46	0.47	0.47	0.46
Kabeywa_1_HPP	0.46	0.47	0.47	0.46
Kabeywa_2_HPP	0.46	0.47	0.47	0.46
Kigwabya_HPP	0.46	0.47	0.47	0.46
Kikagati_HPP	0.46	0.47	0.47	0.46
Muyembe_HPP	0.46	0.47	0.47	0.46
Nchwera_HPP	0.46	0.47	0.47	0.46
Nsongya_HPP	0.46	0.47	0.47	0.46
Nyabuhuka_HPP	0.46	0.47	0.47	0.46
Nyagak_III_HPP	0.46	0.47	0.47	0.46
Nyamabuye_HPP	0.59	0.63	0.63	0.59
Nyamagasani_2_HPP	0.99	0.99	0.99	0.99
Rupa_Wind_Power_Project	0.99	0.99	0.99	0.99
Access_Uganda_Solar_Limited	0.99	0.99	0.99	0.99
Emerging_Power	0.99	0.99	0.99	0.99
MSS_Xsabo_Power_Limited	0.99	0.99	0.99	0.99
Tororo_Solar_North	0.47	0.5	0.49	0.46
Achwa_1_HPP	0.47	0.5	0.49	0.46
Achwa_2_HPP	0.65	0.69	0.69	0.64
Africa_EMS_Mpanga	0.69	0.74	0.73	0.68
Bugoye_Hydro_Limited-_Mubuku_II	0.47	0.5	0.49	0.46
Eco_Power_Uganda_Limited-_Ishasha	0.42	0.45	0.45	0.42
Hydromax_Limited_Buseruka	0.47	0.5	0.49	0.46
Kakaka_HPP	0.47	0.5	0.49	0.46
Kasese_Cobalt_Company_Limited-_Mubuku_III	0.47	0.5	0.49	0.46
Kilembe_Mines_Limited-_Mubuku_I	0.47	0.5	0.49	0.46
Lubilia_Hydropower_Plant	0.47	0.5	0.49	0.46
Mahoma_Hydropower_Plant	0.63	0.67	0.66	0.62
Muvumbe_Hydropower_Plant	0.47	0.5	0.49	0.46
Ndugutu_Hydropower_Plant	0.47	0.5	0.49	0.46
Nkusi_Hydropower_Plant	0.6	0.6	0.6	0.6
Rwimi_Hydropower_Plant	0.47	0.5	0.49	0.46
Sindila_(Butama)_Hydropower_Plant	0.47	0.5	0.49	0.46
Siti_I_Hydropower_Plant	0.56	0.59	0.59	0.55
Siti_II_Hydropower_Plant	0.47	0.5	0.49	0.46
Waki_Hydropower_Plant	0.6	0.64	0.63	0.59
Ziba_Limited_(Kyambura)_Hydropower_Plant	0.92	0.92	0.92	0.92
Electro-Maxx_Uganda_Limited	0.92	0.92	0.92	0.92
Jacobsen_Thermal_Plant	0.65	0.65	0.65	0.65
Kakira_Sugar_Limited	0.65	0.65	0.65	0.65
Kinyara_Sugar_Limited	0.65	0.65	0.65	0.65
Sugar_and_Allied_Industries_Limited	0.63	0.67	0.67	0.62
Bujagali_Energy_Limited	0.46	0.47	0.47	0.46
Eskom_(Nalubaale_and_Kiira)_	0.33	0.35	0.35	0.33
Isimba_Hydropower_Plant	0.59	0.63	0.63	0.59
Nyamagasani_1_HPP	0.46	0.47	0.47	0.46
Nyamwamba_Hydropower_Plant	0.46	0.47	0.47	0.46
Nyamwamba_II_HPP	0.67	0.67	0.67	0.67
BMST_GENC_BUR	0.85	0.85	0.85	0.85
NGCC_GENC_BUR	0.85	0.85	0.85	0.85
COSC_GENC_BUR	0.85	0.85	0.85	0.85
NGSC_GENC_BUR	0.8	0.8	0.8	0.8
DSRC_GENC_BUR	0.8	0.8	0.8	0.8
HFRC_GENC_BUR	0.99	0.99	0.99	0.99
SOPC_GENC_BUR	0.5	0.5	0.5	0.5
HYRO_GENC_BUR	0.5	0.5	0.5	0.5
HYDM_GENC_BUR	0.99	0.99	0.99	0.99
WDLC_GENC_BUR	0.67	0.67	0.67	0.67
BMST_GENC_DJI	0.85	0.85	0.85	0.85
NGCC_GENC_DJI	0.85	0.85	0.85	0.85
NGSC_GENC_DJI	0.8	0.8	0.8	0.8
DSRC_GENC_DJI	0.8	0.8	0.8	0.8
HFRC_GENC_DJI	0.99	0.99	0.99	0.99
SOPC_GENC_DJI	0.5	0.5	0.5	0.5
HYRO_GENC_DJI	0.5	0.5	0.5	0.5
HYDM_GENC_DJI	0.99	0.99	0.99	0.99
Batt_GENC_DJI	0.99	0.99	0.99	0.99
WDLC_GENC_DJI	0.67	0.67	0.67	0.67
BMST_GENC_DRE	0.85	0.85	0.85	0.85
NGCC_GENC_DRE	0.85	0.85	0.85	0.85
COSC_GENC_DRE	0.85	0.85	0.85	0.85
NGSC_GENC_DRE	0.8	0.8	0.8	0.8
DSRC_GENC_DRE	0.8	0.8	0.8	0.8
HFRC_GENC_DRE	0.99	0.99	0.99	0.99
SOPC_GENC_DRE	0.5	0.5	0.5	0.5
HYRO_GENC_DRE	0.5	0.5	0.5	0.5
HYDM_GENC_DRE	0.99	0.99	0.99	0.99
Batt_GENC_DRE	0.99	0.99	0.99	0.99
WDLC_GENC_DRE	0.67	0.67	0.67	0.67
BMST_GENC_EGY	0.85	0.85	0.85	0.85
NGCC_GENC_EGY	0.85	0.85	0.85	0.85
COSC_GENC_EGY	0.85	0.85	0.85	0.85
NGSC_GENC_EGY	0.8	0.8	0.8	0.8
DSRC_GENC_EGY	0.8	0.8	0.8	0.8
HFRC_GENC_EGY	0.99	0.99	0.99	0.99
SOPC_GENC_EGY	0.5	0.5	0.5	0.5
HYRO_GENC_EGY	0.5	0.5	0.5	0.5
HYDM_GENC_EGY	0.99	0.99	0.99	0.99
Batt_GENC_EGY	0.99	0.99	0.99	0.99
WDLC_GENC_EGY	0.67	0.67	0.67	0.67
BMST_GENC_ETH	0.85	0.85	0.85	0.85
NGCC_GENC_ETH	0.85	0.85	0.85	0.85
COSC_GENC_ETH	0.6	0.6	0.6	0.6
GOCV_GENC_ETH	0.85	0.85	0.85	0.85
NGSC_GENC_ETH	0.8	0.8	0.8	0.8
DSRC_GENC_ETH	0.8	0.8	0.8	0.8
HFRC_GENC_ETH	0.99	0.99	0.99	0.99
SOPC_GENC_ETH	0.5	0.5	0.5	0.5
HYRO_GENC_ETH	0.5	0.5	0.5	0.5
HYDM_GENC_ETH	0.99	0.99	0.99	0.99
Batt_GENC_ETH	0.99	0.99	0.99	0.99
WDLC_GENC_ETH	0.67	0.67	0.67	0.67
BMST_GENC_KEN	0.85	0.85	0.85	0.85
NGCC_GENC_KEN	0.85	0.85	0.85	0.85
COSC_GENC_KEN	0.6	0.6	0.6	0.6
GOCV_GENC_KEN	0.85	0.85	0.85	0.85
NGSC_GENC_KEN	0.8	0.8	0.8	0.8
DSRC_GENC_KEN	0.8	0.8	0.8	0.8
HFRC_GENC_KEN	0.99	0.99	0.99	0.99
SOPC_GENC_KEN	0.5	0.5	0.5	0.5
HYRO_GENC_KEN	0.5	0.5	0.5	0.5
HYDM_GENC_KEN	0.99	0.99	0.99	0.99
Batt_GENC_KEN	0.99	0.99	0.99	0.99
WDLC_GENC_KEN	0.67	0.67	0.67	0.67
BMST_GENC_LIB	0.85	0.85	0.85	0.85
NGCC_GENC_LIB	0.85	0.85	0.85	0.85
COSC_GENC_LIB	0.85	0.85	0.85	0.85
NGSC_GENC_LIB	0.8	0.8	0.8	0.8
DSRC_GENC_LIB	0.8	0.8	0.8	0.8
HFRC_GENC_LIB	0.99	0.99	0.99	0.99
SOPC_GENC_LIB	0.5	0.5	0.5	0.5
HYRO_GENC_LIB	0.5	0.5	0.5	0.5
HYDM_GENC_LIB	0.99	0.99	0.99	0.99
Batt_GENC_LIB	0.99	0.99	0.99	0.99
WDLC_GENC_LIB	0.67	0.67	0.67	0.67
BMST_GENC_MOG	0.85	0.85	0.85	0.85
NGCC_GENC_MOG	0.85	0.85	0.85	0.85
COSC_GENC_MOG	0.85	0.85	0.85	0.85
NGSC_GENC_MOG	0.8	0.8	0.8	0.8
DSRC_GENC_MOG	0.8	0.8	0.8	0.8
HFRC_GENC_MOG	0.99	0.99	0.99	0.99
SOPC_GENC_MOG	0.5	0.5	0.5	0.5
HYRO_GENC_MOG	0.5	0.5	0.5	0.5
HYDM_GENC_MOG	0.99	0.99	0.99	0.99
Batt_GENC_MOG	0.99	0.99	0.99	0.99
WDLC_GENC_MOG	0.67	0.67	0.67	0.67
BMST_GENC_RWA	0.85	0.85	0.85	0.85
NGCC_GENC_RWA	0.85	0.85	0.85	0.85
COSC_GENC_RWA	0.85	0.85	0.85	0.85
NGSC_GENC_RWA	0.8	0.8	0.8	0.8
DSRC_GENC_RWA	0.8	0.8	0.8	0.8
HFRC_GENC_RWA	0.99	0.99	0.99	0.99
SOPC_GENC_RWA	0.5	0.5	0.5	0.5
HYRO_GENC_RWA	0.5	0.5	0.5	0.5
HYDM_GENC_RWA	0.99	0.99	0.99	0.99
Batt_GENC_RWA	0.99	0.99	0.99	0.99
WDLC_GENC_RWA	0.67	0.67	0.67	0.67
BMST_GENC_SOM	0.85	0.85	0.85	0.85
NGCC_GENC_SOM	0.85	0.85	0.85	0.85
COSC_GENC_SOM	0.85	0.85	0.85	0.85
NGSC_GENC_SOM	0.8	0.8	0.8	0.8
DSRC_GENC_SOM	0.8	0.8	0.8	0.8
HFRC_GENC_SOM	0.99	0.99	0.99	0.99
SOPC_GENC_SOM	0.5	0.5	0.5	0.5
HYRO_GENC_SOM	0.5	0.5	0.5	0.5
HYDM_GENC_SOM	0.99	0.99	0.99	0.99
Batt_GENC_SOM	0.99	0.99	0.99	0.99
WDLC_GENC_SOM	0.67	0.67	0.67	0.67
BMST_GENC_SOR	0.85	0.85	0.85	0.85
NGCC_GENC_SOR	0.85	0.85	0.85	0.85
COSC_GENC_SOR	0.85	0.85	0.85	0.85
NGSC_GENC_SOR	0.8	0.8	0.8	0.8
DSRC_GENC_SOR	0.8	0.8	0.8	0.8
HFRC_GENC_SOR	0.99	0.99	0.99	0.99
SOPC_GENC_SOR	0.5	0.5	0.5	0.5
HYRO_GENC_SOR	0.5	0.5	0.5	0.5
HYDM_GENC_SOR	0.99	0.99	0.99	0.99
Batt_GENC_SOR	0.99	0.99	0.99	0.99
WDLC_GENC_SOR	0.8	0.8	0.8	0.8
DSRC_GENC_SOU	0.8	0.8	0.8	0.8
HFRC_GENC_SOU	0.99	0.99	0.99	0.99
SOPC_GENC_SOU	0.5	0.5	0.5	0.5
HYRO_GENC_SOU	0.5	0.5	0.5	0.5
HYDM_GENC_SOU	0.99	0.99	0.99	0.99
Batt_GENC_SOU	0.99	0.99	0.99	0.99
WDLC_GENC_SOU	0.67	0.67	0.67	0.67
BMST_GENC_SUD	0.8	0.8	0.8	0.8
DSRC_GENC_SUD	0.8	0.8	0.8	0.8
HFRC_GENC_SUD	0.99	0.99	0.99	0.99
SOPC_GENC_SUD	0.5	0.5	0.5	0.5
HYRO_GENC_SUD	0.5	0.5	0.5	0.5
HYDM_GENC_SUD	0.99	0.99	0.99	0.99
Batt_GENC_SUD	0.99	0.99	0.99	0.99
WDLC_GENC_SUD	0.67	0.67	0.67	0.67
BMST_GENC_UGA	0.85	0.85	0.85	0.85
NGCC_GENC_UGA	0.85	0.85	0.85	0.85
COSC_GENC_UGA	0.6	0.6	0.6	0.6
GOCV_GENC_UGA	0.85	0.85	0.85	0.85
NGSC_GENC_UGA	0.8	0.8	0.8	0.8
DSRC_GENC_UGA	0.8	0.8	0.8	0.8
HFRC_GENC_UGA	0.99	0.99	0.99	0.99
SOPC_GENC_UGA	0.5	0.5	0.5	0.5
HYRO_GENC_UGA	0.5	0.5	0.5	0.5
HYDM_GENC_UGA	0.99	0.99	0.99	0.99
Batt_GENC_UGA	0.99	0.99	0.99	0.99
WDLC_GENC_UGA	0.97	0.97	0.97	0.97
OSWD_GENC_OffshoreWind_DJI	0.97	0.97	0.97	0.97
OSWD_GENC_OffshoreWind_EGY	0.97	0.97	0.97	0.97
OSWD_GENC_OffshoreWind_LIB	0.97	0.97	0.97	0.97
OSWD_GENC_OffshoreWind_MOG	0.97	0.97	0.97	0.97
OSWD_GENC_OffshoreWind_SRC	0.97	0.97	0.97	0.97
OSWD_GENC_OffshoreWind_SOM	0.97	0.97	0.97	0.97
OSWD_GENC_OffshoreWind_SUD	0.97	0.97	0.97	0.97
Hale	0.229063609	0.26092694	0.212242387	0.217767064
Iringa_Ibosa	0.933641975	0.917022792	0.334641707	0.186191626
Iringa_Nginayo	0.842236467	0.774866159	0.390189521	0.310932274
JNHPP_1	0.485399702	1	0.300047967	0.206042074
JNHPP_2	0.485399702	1	0.300047967	0.206042074
Kakono	0.70775463	0.91632326	0.919384058	0.726336051
Kidatu	0.574164851	0.512416505	0.473323387	0.510398906
Kidunda	0.490740741	0.929487179	0.215126812	0.37817029
Kihansi	0.618370835	0.449288132	0.283689267	0.409654662
Kikonge	0.737044504	0.520870669	0.289463859	0.403305812
Malagarasi	0.514403292	0.801050801	0.169265115	0.191223833
Mnyera_Kisingo	0.676311728	0.786401099	0.386850845	0.352128623
Mnyera_Kwanini	0.677726337	0.790153134	0.389995974	0.348165761
Mnyera_Mnyera	0.679237632	0.790085827	0.388765471	0.353393103
Mnyera_Pumbwe	0.67675399	0.786577921	0.387725345	0.352377165
Mnyera_Ruaha	0.564814815	1	0.254378019	0.296648551
Mnyera_Taveta	0.823963845	0.957722833	0.471769324	0.428636128
Mtera	0.439612543	0.487120505	0.58856897	0.484697983
New_Pangani_Falls	0.361345296	0.506093085	0.364596148	0.367965471
Nyumba_Ya_Mungu	0.634541602	0.581082074	0.495277869	0.507068134
Ruhudji	1	0.902449506	0.318673589	0.306022792
Rumakali	0.823963845	0.957722833	0.471769324	0.428636128
Rusumo_HY_TZA	0.426573904	0.374933212	0.327530081	0.350962803
Songwe_Manolo	1	0.923035298	0.211009552	0.281002964
Songwe_Sofre	0.67675399	0.786577921	0.387725345	0.352377165
Upper_Kihansi	0.238376675	0.355584132	0.210067838	0.1589963
