gen,q,d,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
Wind_NewH_NM,m3,d6,0.092398378,0.13308919,0.15687919,0.1666886,0.178579635,0.170734883,0.159438598,0.199072738,0.22266647,0.225697713,0.223027285,0.229313793,0.249674068,0.27024647,0.273055673,0.229743995,0.213209945,0.301191313,0.40145625,0.442230328,0.410635225,0.29461536,0.270902678,0.285791253
Wind_NewH_NM,m3,d7,0.547869823,0.481799045,0.42445325,0.331820938,0.320841853,0.271774978,0.492946643,0.486229933,0.389844748,0.322844178,0.268077615,0.19909851,0.16236675,0.178494388,0.182863818,0.123111268,0.068899805,0.147718058,0.398145475,0.667616788,0.863182483,0.864693148,0.82100876,0.758732488
Wind_NewH_NM,m4,d1,0.257274973,0.233623748,0.209199348,0.208005883,0.220749393,0.234081705,0.317368513,0.339203768,0.328248473,0.3351218,0.371363883,0.436163878,0.497526218,0.548442765,0.599615055,0.579456995,0.462061275,0.534591038,0.59698626,0.613149583,0.6085482,0.599601178,0.544015843,0.50146941
Wind_NewH_NM,m4,d2,0.011044508,0.026008418,0.047465015,0.067811413,0.08224203,0.07123519,0.084617065,0.094733763,0.081339993,0.055595248,0.03769922,0.027562698,0.022491463,0.021896713,0.026682468,0.04279028,0.078433648,0.120716408,0.151760375,0.174773235,0.195389253,0.222059825,0.232077398,0.232598795
Wind_NewH_NM,m4,d3,0.153584275,0.18136703,0.20381686,0.21533122,0.226609663,0.20208019,0.169093373,0.30309253,0.315689335,0.306425113,0.291215373,0.271505358,0.25510017,0.248657045,0.250235115,0.223667633,0.17817917,0.183966088,0.195401148,0.200672615,0.213931575,0.218665785,0.219553945,0.211863828
Wind_NewH_NM,m4,d4,0.039842303,0.040052448,0.04194177,0.044092783,0.043777565,0.03828604,0.060944033,0.032407928,0.026416813,0.036650478,0.04883294,0.065717893,0.073798563,0.09048923,0.11852971,0.167705623,0.246333555,0.332736853,0.405821715,0.448027158,0.463702785,0.35900696,0.269213588,0.226494678
Wind_NewH_NM,m4,d5,0.17529265,0.179679923,0.175558305,0.163839748,0.139815813,0.137769873,0.166646968,0.181242133,0.184025563,0.197280558,0.20786116,0.208822673,0.184533083,0.137361478,0.09091745,0.055672565,0.029973418,0.013391788,0.00974597,0.017077255,0.036117185,0.061863913,0.092810738,0.114277248
Wind_NewH_NM,m4,d6,0.603197433,0.518223518,0.637972465,0.680419773,0.556473873,0.572684775,0.96076708,1,1,1,1,1,1,1,1,1,1,1,1,1,0.97010862,0.931590628,0.846158755,0.69795895
Wind_NewH_NM,m4,d7,0.338347328,0.29447262,0.28625714,0.261878338,0.21852701,0.170251153,0.210670363,0.183557693,0.100229253,0.059318383,0.10948951,0.20438782,0.269029215,0.35524021,0.389224225,0.331916098,0.296984448,0.324715658,0.360257918,0.431505003,0.418468083,0.331967643,0.271527165,0.23149256
Wind_NewH_NM,m5,d1,0.172697558,0.14262898,0.113531828,0.095344373,0.080320988,0.041975473,0.017465825,0.049457428,0.11541322,0.20001046,0.250687125,0.307632455,0.390169878,0.450879975,0.448043018,0.457340943,0.45135181,0.405058453,0.33562932,0.274720973,0.23332439,0.202577798,0.151127958,0.100770475
Wind_NewH_NM,m5,d2,0.151068483,0.171220595,0.198902243,0.183958158,0.131205815,0.112461278,0.08508097,0.032653758,0.004119635,0.004629138,0.002797308,0.001233115,0.001528508,0.031676385,0.07155239,0.121136698,0.167979208,0.23546549,0.311333783,0.34172749,0.308328313,0.26299052,0.233409638,0.217492145
Wind_NewH_NM,m5,d3,0.257865758,0.28651883,0.328192963,0.317618308,0.267040768,0.272048563,0.410415168,0.457384558,0.442164905,0.427278313,0.412262858,0.400754445,0.389376878,0.38007697,0.359964508,0.312501475,0.208277485,0.121124803,0.098956488,0.121553023,0.171087768,0.204122165,0.213788835,0.2024529
Wind_NewH_NM,m5,d4,0.180332165,0.202205088,0.206189913,0.187031033,0.149641083,0.151702883,0.174148748,0.202435058,0.23228556,0.258894675,0.281195818,0.334465593,0.40638871,0.474939595,0.52510081,0.47723533,0.405256703,0.453019093,0.508251543,0.487494768,0.41538133,0.401024065,0.372793265,0.33736599
Wind_NewH_NM,m5,d5,0.29601897,0.26365664,0.25736022,0.25873211,0.253193005,0.357181078,0.69224142,0.966304203,1,1,1,1,1,1,1,0.973607733,0.649754463,0.37158394,0.304468385,0.4508998,0.880751398,1,1,0.79398332
Wind_NewH_NM,m5,d6,0.07799155,0.059905203,0.065317428,0.092017738,0.08117148,0.057900895,0.05367024,0.04045093,0.03792919,0.05002244,0.060882575,0.065037895,0.068140508,0.083798293,0.09439079,0.104095128,0.10807004,0.108637035,0.143949325,0.207141513,0.281064973,0.320375965,0.309973788,0.314815053
Wind_NewH_NM,m5,d7,0.018443198,0.019567275,0.020439575,0.017013815,0.01187121,0.001589965,0.04122014,0.107503045,0.17044742,0.236540005,0.316506125,0.43183608,0.48752847,0.402516888,0.28214147,0.17762407,0.195200915,0.295771158,0.35300395,0.285985538,0.173863268,0.15707744,0.0988078,0.114519113
Wind_NewH_NM,m6,d1,0.007711925,0.009609178,0.01574105,0.019652523,0.016809618,0.02643069,0.030566185,0.029909978,0.02953925,0.033748098,0.046108985,0.066685353,0.085293098,0.09695218,0.09742005,0.089281888,0.077940005,0.060373073,0.042280778,0.030401638,0.024093323,0.031480118,0.05449496,0.07837219
Wind_NewH_NM,m6,d2,0.360876458,0.337931003,0.324366738,0.258577475,0.189124553,0.231597633,0.186549285,0.190607463,0.221566183,0.26697138,0.308514668,0.332090558,0.35103731,0.374054135,0.414625998,0.4565301,0.47955882,0.43331106,0.451908893,0.397867925,0.264088825,0.202843453,0.18073263,0.164926158
Wind_NewH_NM,m6,d3,0.08190897,0.09570717,0.10345478,0.100903303,0.066475208,0.063935625,0.05587478,0.04034784,0.02496364,0.02084797,0.032867868,0.04812717,0.06023628,0.068239633,0.068759048,0.05635058,0.039780845,0.02379793,0.016482505,0.025699148,0.049207633,0.062966183,0.072975825,0.083203543
Wind_NewH_NM,m6,d4,0.276873968,0.269503033,0.275563535,0.272548153,0.188779598,0.232509583,0.342445155,0.4225104,0.461791655,0.498547205,0.547586325,0.587912358,0.618916675,0.639265055,0.639613975,0.609565223,0.503671968,0.341493555,0.302129035,0.276451695,0.248956403,0.194104593,0.159428685,0.146096373
Wind_NewH_NM,m6,d5,0.018986403,0.01278316,0.015814403,0.030155808,0.041963578,0.053771348,0.107132318,0.15484911,0.191003963,0.217999665,0.251652603,0.306514325,0.37642124,0.44737095,0.501314775,0.53927172,0.522874463,0.459349215,0.490900703,0.4499482,0.380057145,0.346967238,0.306468728,0.263611043
Wind_NewH_NM,m6,d6,0.09883159,0.083334388,0.07421687,0.070374785,0.049505008,0.074861183,0.09259068,0.097630195,0.092660068,0.089279905,0.126314988,0.130061913,0.125145313,0.132710533,0.13280371,0.116327153,0.101268083,0.10103613,0.091238615,0.067498178,0.039796705,0.022455778,0.012539313,0.009171045
Wind_NewH_NM,m6,d7,0.818292735,0.658172158,0.557570195,0.41448524,0.380011548,0.46527689,0.397136383,0.350258188,0.35003813,0.360908178,0.362494178,0.372026038,0.38520768,0.39632554,0.43693507,0.565129468,0.737321488,0.73832265,0.689249828,0.6045832,0.51819378,0.462221858,0.438969115,0.398500343
Wind_NewH_NM,m7,d1,0.05793658,0.049068858,0.042611855,0.03365492,0.015854053,0.003162088,0.00296582,0.005586685,0.006956593,0.009490228,0.013225258,0.01559831,0.016258483,0.017576845,0.020231413,0.03187067,0.06696885,0.097251538,0.08133801,0.057514308,0.070033795,0.085372398,0.084648785,0.066806285
Wind_NewH_NM,m7,d2,0.30899245,0.261013968,0.18483244,0.140731728,0.106559375,0.15152644,0.190353703,0.233366023,0.289591705,0.330996218,0.339925398,0.349496908,0.35119591,0.345024388,0.31158556,0.268997495,0.216356173,0.151544283,0.10470772,0.082259873,0.081952585,0.08267818,0.08474791,0.093564088
Wind_NewH_NM,m7,d3,0.397178015,0.370622428,0.350050025,0.314259953,0.219337853,0.20161232,0.136479265,0.06405854,0.034045473,0.034814683,0.035080338,0.032296908,0.027027423,0.024610755,0.026535763,0.035905058,0.057859263,0.072190755,0.07758712,0.090784623,0.114511183,0.165901548,0.209449143,0.226118003
Wind_NewH_NM,m7,d4,0.00566202,0.00647881,0.012130918,0.021666743,0.028837445,0.06171919,0.108754003,0.11454092,0.120085973,0.13165386,0.151338103,0.171498145,0.182903468,0.184842353,0.215983463,0.330980358,0.418818985,0.427381403,0.509569905,0.486233898,0.385433685,0.228205575,0.139002988,0.101585283
Wind_NewH_NM,m7,d5,0.062133533,0.050000633,0.044148293,0.03348839,0.013316453,0.002105415,0.000561048,0.006092223,0.026585325,0.059996398,0.088518625,0.106236228,0.1068964,0.08933145,0.071609883,0.060432548,0.040557985,0.047962623,0.133337003,0.158217378,0.118226388,0.068305055,0.063798833,0.103760085
Wind_NewH_NM,m7,d6,0.369619283,0.287476378,0.243970415,0.21932794,0.18426148,0.179057418,0.199982705,0.200775705,0.205706183,0.22025575,0.234682403,0.20851935,0.200698388,0.242661965,0.252100648,0.207389325,0.13665769,0.09987042,0.073917513,0.043383048,0.05936398,0.11503258,0.169101303,0.215789178
Wind_NewH_NM,m7,d7,0.30357626,0.303492995,0.31168865,0.321065875,0.306429078,0.670057245,0.73087638,0.675362415,0.654036663,0.657363298,0.657385105,0.651031193,0.642682885,0.6446297,0.65157638,0.628075825,0.576221555,0.421126615,0.354595898,0.33182292,0.283453885,0.233358093,0.197794025,0.165830178
Wind_NewH_NM,m8,d1,0.198874488,0.147408788,0.10747529,0.090889695,0.0604266,0.043046023,0.046116915,0.028454823,0.026817278,0.026845033,0.024529473,0.02146651,0.016857198,0.015366358,0.02265601,0.03369457,0.0501969,0.076355988,0.115764123,0.157666243,0.148970998,0.1033279,0.071074608,0.07519226
Wind_NewH_NM,m8,d2,0.14034514,0.12244713,0.098131768,0.094955803,0.081454978,0.059328295,0.0479765,0.019408675,0.013025025,0.017063378,0.033339703,0.054713035,0.080673873,0.108972078,0.136528828,0.152686203,0.14986907,0.126148458,0.116874323,0.108123568,0.129411653,0.156817733,0.168326145,0.164464235
Wind_NewH_NM,m8,d3,0.256822963,0.239051833,0.223925358,0.198902243,0.13407251,0.229276125,0.242138585,0.242013688,0.25175371,0.278995243,0.30759677,0.33816692,0.35907833,0.385721148,0.410720473,0.434980325,0.457436103,0.428630378,0.464648438,0.408496108,0.336781153,0.272286463,0.221804083,0.189727233
Wind_NewH_NM,m8,d4,0.255847573,0.21284913,0.1848483,0.15897271,0.124748813,0.17009057,0.145176493,0.118874665,0.107011385,0.109919713,0.114638063,0.11390652,0.107217565,0.108987938,0.128059588,0.17571294,0.255437195,0.34418579,0.450822483,0.47114509,0.405791978,0.308346155,0.226494678,0.162245818
Wind_NewH_NM,m8,d5,0.092251673,0.085665808,0.080166353,0.07363798,0.05953844,0.047336153,0.036979573,0.040504458,0.055632915,0.066132235,0.070919973,0.07807878,0.08647665,0.098748325,0.118367145,0.15393716,0.184273375,0.182259155,0.222692243,0.318803843,0.360380833,0.340621255,0.26751062,0.200539788
Wind_NewH_NM,m8,d6,0.27758965,0.237216038,0.19540313,0.138638208,0.077263973,0.09962459,0.10533419,0.077400765,0.077265955,0.077694175,0.06849934,0.05689775,0.0448838,0.033664833,0.02595489,0.022725398,0.027949285,0.034247688,0.03879356,0.043779548,0.052038643,0.059699023,0.06738914,0.075983278
Wind_NewH_NM,m8,d7,0.14411982,0.124288873,0.103752155,0.08054501,0.059564213,0.037980735,0.04205279,0.05797623,0.069774088,0.060153015,0.052201208,0.055767725,0.073207778,0.10312965,0.141403795,0.200547718,0.237057438,0.282654938,0.348019945,0.41960009,0.392023515,0.318203145,0.233407655,0.169935935
Wind_NewH_NM,m9,d1,0.060428583,0.056534953,0.051249608,0.04357535,0.037475198,0.033351598,0.028924675,0.009519965,0.002872643,0.009125448,0.013867588,0.017301278,0.021436773,0.028062288,0.036273803,0.044608233,0.070977465,0.09818926,0.12159862,0.135942008,0.151482825,0.13824369,0.13672113,0.137882875
Wind_NewH_NM,m9,d2,0.152370985,0.14402466,0.135755653,0.114848208,0.090707305,0.050081915,0.033097838,0.034100983,0.032447578,0.049606115,0.089327485,0.15150265,0.221209333,0.233381883,0.128154748,0.028290275,0.009819323,0.056427898,0.140039835,0.192034863,0.218840245,0.234739895,0.244162718,0.242217885
Wind_NewH_NM,m9,d3,0.142389098,0.14380262,0.127242798,0.10444603,0.073521013,0.040883115,0.025441423,0.029915925,0.055567493,0.088772385,0.117159803,0.13806923,0.15104271,0.156635343,0.17118491,0.186305438,0.21772608,0.263599148,0.312380543,0.310675593,0.261140848,0.214445043,0.176111423,0.16880591
Wind_NewH_NM,m9,d4,0.380043268,0.361320538,0.348218195,0.331953765,0.331884378,0.247427895,0.35681035,0.398139528,0.376123865,0.35760335,0.357827373,0.383371885,0.429722735,0.484485333,0.543970245,0.61816729,0.690256938,0.800109245,0.765342143,0.669716255,0.631448058,0.577615253,0.492899063,0.431437598
Wind_NewH_NM,m9,d5,0.064102155,0.06757946,0.063182275,0.055559563,0.05371782,0.043184798,0.036127098,0.07042633,0.07313046,0.065918125,0.06056141,0.060329458,0.065487923,0.072097578,0.079637025,0.088155828,0.104444048,0.113773693,0.121087135,0.134655365,0.141929158,0.139637388,0.121126785,0.093365838
Wind_NewH_NM,m9,d6,0.250092375,0.244511638,0.22542611,0.20672717,0.2163304,0.18392842,0.172055228,0.179015785,0.137944333,0.088647488,0.051923658,0.027649928,0.033565708,0.072616993,0.105229118,0.111247988,0.106545498,0.107211618,0.095558483,0.095487113,0.122595818,0.171646833,0.19552208,0.183989878
Wind_NewH_NM,m9,d7,0.091942403,0.08799128,0.0822341,0.079369388,0.077733825,0.068368495,0.068219808,0.118761663,0.1145885,0.131657825,0.156092138,0.186575058,0.198436355,0.192019003,0.192697018,0.188938198,0.190999998,0.22146904,0.233643573,0.228372105,0.19154122,0.15900443,0.144655095,0.141504903
Wind_NewH_NM,m10,d1,0.06665165,0.05617612,0.04371016,0.033999875,0.024991395,0.016956323,0.00892125,0.008344343,0.026004453,0.035072408,0.057433025,0.09329645,0.138390395,0.18479279,0.233651503,0.277841428,0.322285113,0.301357843,0.242209955,0.188936215,0.149407148,0.119342535,0.093064498,0.074706548
Wind_NewH_NM,m10,d2,0.059433368,0.093837673,0.122306373,0.13157456,0.134237058,0.140085433,0.122688995,0.106400775,0.0944463,0.05152914,0.02938065,0.015017438,0.00558272,0.00228384,0.005921728,0.022414145,0.049838068,0.07790432,0.099523483,0.109087063,0.1061827,0.096446643,0.085209833,0.081240868
Wind_NewH_NM,m10,d3,0.400135905,0.383603838,0.339685515,0.31232305,0.27719315,0.25972336,0.26437034,0.270347578,0.228031115,0.176622908,0.15263664,0.158673353,0.175940928,0.204084498,0.258450595,0.300136623,0.321573395,0.396273995,0.383227163,0.34544666,0.296839725,0.260669013,0.222672418,0.199025158
Wind_NewH_NM,m10,d4,0.25766949,0.204001233,0.156375635,0.13461968,0.131618175,0.1095133,0.056830345,0.08989448,0.20073209,0.248123753,0.266338963,0.3007056,0.3535987,0.394973475,0.386978053,0.352823543,0.309115365,0.225279405,0.184852265,0.155971205,0.11856936,0.083802258,0.057613433,0.048646585
Wind_NewH_NM,m10,d5,0.010005678,0.012810915,0.017499528,0.01756495,0.02149823,0.03817502,0.038155195,0.018861505,0.000739473,0.002936083,0.008701193,0.017933695,0.031710088,0.045004733,0.065029965,0.110349915,0.15829866,0.178216838,0.165183883,0.137305968,0.10992566,0.090943223,0.077454293,0.071074608
Wind_NewH_NM,m10,d6,0.026821243,0.01294969,0.010051275,0.014335458,0.015967055,0.017329033,0.014087645,0.004097828,0.010802643,0.0346541,0.04943562,0.05770661,0.066185763,0.072858858,0.074791795,0.06939543,0.06163196,0.061467413,0.075822695,0.094543443,0.108581525,0.11504051,0.109802745,0.09593714
Wind_NewH_NM,m10,d7,0.13956007,0.137232615,0.12371593,0.102261315,0.083766573,0.068661905,0.051152465,0.025340315,0.019026053,0.038759858,0.071540495,0.097550895,0.108962165,0.107177915,0.073092793,0.09634157,0.139994238,0.165558575,0.166676705,0.147472228,0.116648318,0.08293987,0.052264648,0.045892893
Wind_NewH_NM,m11,d1,0.123394765,0.099025875,0.08416109,0.062454698,0.04436042,0.03737409,0.02785809,0.029473828,0.026607133,0.017075273,0.017344893,0.019212408,0.018696958,0.012872373,0.010320895,0.025824045,0.044189925,0.053303478,0.057363638,0.068592518,0.077606945,0.08951384,0.10549279,0.106049873
Wind_NewH_NM,m11,d2,0.549091043,0.641723355,0.57758155,0.592702078,0.65037895,0.617415923,0.48171578,0.341590698,0.588725183,0.74661743,0.828072408,0.940904413,0.996834703,0.929536758,0.77086737,0.709078793,0.57663788,0.37592958,0.249624505,0.208331013,0.208901973,0.224290138,0.273351065,0.326561365
Wind_NewH_NM,m11,d3,0.383421448,0.347647235,0.31098288,0.261489768,0.23380019,0.233383865,0.209466985,0.1718431,0.286417723,0.3638284,0.477104485,0.626892273,0.751266393,0.802464455,0.696335283,0.680564495,0.680112485,0.63447137,0.585418373,0.53932723,0.523346298,0.5657262,0.567437098,0.584466773
Wind_NewH_NM,m11,d4,0.44652244,0.398343725,0.367724013,0.36719072,0.363798663,0.347012835,0.335230838,0.346166308,0.471492028,0.582512028,0.610711108,0.579466908,0.47978086,0.36669113,0.365087288,0.35742889,0.320302613,0.28808104,0.282777853,0.294807663,0.309043995,0.313459023,0.291397763,0.236389335
Wind_NewH_NM,m11,d5,0.14603095,0.139780128,0.135511805,0.094555338,0.062571665,0.047558193,0.0353678,0.02919826,0.108409048,0.190821573,0.237237845,0.278919908,0.323613388,0.354580038,0.311843285,0.370241788,0.463750365,0.508055275,0.522805075,0.522723793,0.497542078,0.49296052,0.531837345,0.51821757
Wind_NewH_NM,m11,d6,0.86098389,1,1,1,1,1,1,0.727464498,0.752828603,0.857191368,0.828457013,0.594672683,0.325901193,0.307378695,0.281400015,0.255833695,0.19968533,0.147630828,0.105811973,0.07487506,0.0478179,0.029915925,0.01907958,0.01294176
Wind_NewH_NM,m11,d7,0.294849295,0.243288435,0.233338268,0.235546773,0.23705149,0.254130728,0.221700993,0.17478513,0.16960684,0.153148125,0.137956228,0.134015018,0.123999428,0.114180105,0.105463053,0.119407958,0.143505245,0.15771977,0.15177227,0.131364415,0.108091848,0.091010628,0.081024775,0.072077753
Wind_NewH_NM,m12,d1,0.022217878,0.018788153,0.015594345,0.01195051,0.008756703,0.008463293,0.011781998,0.013159835,0.02138721,0.035530365,0.047344083,0.049844015,0.052397475,0.059068588,0.076375813,0.121144628,0.162933745,0.189850148,0.20912996,0.220674058,0.239281803,0.237366708,0.22242857,0.193965818
Wind_NewH_NM,m12,d2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.991374898,0.83181735,0.614791093,0.657345455,0.75957505,0.818506845,0.850641188,0.886207238,0.807484145
Wind_NewH_NM,m12,d3,0.051445875,0.030391725,0.01907958,0.071286735,0.151453088,0.23428392,0.300897903,0.346586598,0.435696008,0.518592263,0.541922323,0.522834813,0.506792423,0.481709833,0.418135023,0.34875347,0.34761948,0.408044098,0.42803761,0.47194602,0.410736333,0.39080626,0.402663593,0.452664225
Wind_NewH_NM,m12,d4,0.128329208,0.121354773,0.113686463,0.106480075,0.098528268,0.099113105,0.093813883,0.103456763,0.13415974,0.166900728,0.189039305,0.168359848,0.143883903,0.12144002,0.066679405,0.02536014,0.00812032,0.004327798,0.003205703,0.004950303,0.01087203,0.024795128,0.049802383,0.07464509
Wind_NewH_NM,m12,d5,0.016405188,0.021504178,0.028403278,0.033656903,0.035213165,0.035008968,0.037118348,0.037362195,0.037954963,0.03597048,0.0306891,0.044604268,0.075915873,0.114542903,0.168006963,0.20801976,0.220527353,0.211641788,0.20071623,0.18518136,0.166298048,0.170905378,0.196685808,0.21277776
Wind_NewH_NM,m12,d6,0.7156825,0.616995633,0.571614225,0.550552145,0.48172371,0.39814151,0.344711153,0.354538405,0.523201575,1,1,1,1,0.940963888,0.692996753,0.656526683,0.688407265,0.71712576,0.708020138,0.70151159,0.736393678,0.688946505,0.548401133,0.460047055
Wind_NewH_NM,m12,d7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.890929553,0.833861308,0.776002045,0.77522887,0.73097947,0.649685075
Wind_NewL_NM,m1,d1,0.848578445,0.64568452,0.46416162,0.305397105,0.19801275,0.140139805,0.0986102,0.07514767,0.082746755,0.08374093,0.058554665,0.042109665,0.034051615,0.03989258,0.071818305,0.105168765,0.11929502,0.12717367,0.131537575,0.13031317,0.142821835,0.140639135,0.167910925,0.205830105
Wind_NewL_NM,m1,d2,0.228778355,0.21171891,0.17831164,0.13504335,0.10468887,0.08084362,0.061257625,0.030199,0.024160695,0.029073265,0.013543205,0.017188015,0.02355821,0.02106754,0.016661775,0.022895925,0.029536715,0.05426252,0.08199178,0.11706448,0.17580303,0.240777225,0.344886035,0.481349635
Wind_NewL_NM,m1,d3,0.206580595,0.18382819,0.167608935,0.140492625,0.1143675,0.094383835,0.067369185,0.052954395,0.02744521,0.01490814,0.015624245,0.02014662,0.0169234,0.018201625,0.02657811,0.071124625,0.100055865,0.11454391,0.120041025,0.11799138,0.11344658,0.125722025,0.13872404,0.132261155
Wind_NewL_NM,m1,d4,0.11417016,0.099691085,0.096073185,0.100366825,0.11153597,0.153511085,0.210623075,0.256139845,0.315530215,0.39424944,0.422563245,0.46530978,0.526857435,0.434272085,0.25019722,0.12816635,0.068514355,0.025802205,0.0110929,0.007685795,0.032816745,0.039932945,0.02974751,0.024462685
Wind_NewL_NM,m1,d5,0.11010675,0.0917033,0.082734795,0.08043698,0.078716235,0.07518056,0.07087197,0.058632405,0.040581775,0.031809115,0.03899558,0.04801641,0.060913775,0.06490094,0.067931305,0.06726005,0.067144935,0.07135336,0.07408323,0.073053175,0.071172465,0.077257115,0.08637213,0.093645305
Wind_NewL_NM,m1,d6,0.40309984,0.36509694,0.307711365,0.26264459,0.21559395,0.18061992,0.17251403,0.124283835,0.117045045,0.12598963,0.125713055,0.13023842,0.12254216,0.117481585,0.13136565,0.169041145,0.27720888,0.49462972,0.634051925,0.716785225,0.927604145,1,1,0.94637088
Wind_NewL_NM,m1,d7,0.25026001,0.25772903,0.267035405,0.27556737,0.305684145,0.32948305,0.31876988,0.285737855,0.383113185,0.554535865,0.61706125,0.64827685,0.6469762,0.64319983,0.632957585,0.61703434,0.60608795,0.55718052,0.51358333,0.454553255,0.3717766,0.317180695,0.282075105,0.238791865
Wind_NewL_NM,m2,d1,0.16730844,0.165776065,0.158878135,0.14415986,0.138417565,0.15118935,0.16094572,0.139233835,0.15524379,0.23737311,0.328662295,0.379483325,0.394325685,0.347224215,0.351320515,0.39083486,0.406656445,0.40661608,0.391302795,0.36324314,0.325056355,0.325896545,0.36326108,0.3968328
Wind_NewL_NM,m2,d2,0.059012135,0.0566306,0.05134129,0.040997385,0.030825405,0.021078005,0.009952215,0.002740335,0.00293319,0.00741819,0.01967719,0.03988062,0.068172,0.099140925,0.11513294,0.10702705,0.103850175,0.106690675,0.117463645,0.119475915,0.12354979,0.129037935,0.12482652,0.114261355
Wind_NewL_NM,m2,d3,0.514729995,0.45586736,0.378359085,0.277297085,0.16708718,0.08867443,0.074273095,0.082235465,0.08740069,0.09686404,0.096799755,0.101162165,0.110254755,0.135717595,0.18612152,0.218746905,0.207991875,0.285609285,0.279883435,0.26307515,0.281776105,0.30302155,0.29452397,0.248174485
Wind_NewL_NM,m2,d4,0.934424335,0.94641872,0.990211755,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.97049121,0.904458555,0.86764119,0.83559138,0.81874273,0.77993851
Wind_NewL_NM,m2,d5,0.744541395,0.723901425,0.71566248,0.711181965,0.70177393,0.697102055,0.73069321,0.898837355,0.959217415,1,1,1,1,1,0.94623633,0.86916011,0.919910875,0.86151468,0.76495861,0.70652205,0.671908315,0.6511323,0.652763345,0.638175135
Wind_NewL_NM,m2,d6,0.12912315,0.11671764,0.10628553,0.08640203,0.070374135,0.061747985,0.04459585,0.024005215,0.01869348,0.01163708,0.00681122,0.00618332,0.004079855,0.002683525,0.00326508,0.010559185,0.01388257,0.01188824,0.008783125,0.006462885,0.006196775,0.006863545,0.007990775,0.01078792
Wind_NewL_NM,m2,d7,0.24563448,0.235742065,0.22672572,0.21670324,0.21324082,0.21021494,0.167910925,0.315829215,0.44843721,0.44130606,0.40306396,0.377596635,0.374513945,0.368599725,0.32787144,0.28188823,0.288907255,0.27893411,0.255993335,0.217204065,0.18246176,0.15087241,0.1256697,0.100474465
Wind_NewL_NM,m3,d1,0.125683155,0.114222485,0.10087662,0.08230872,0.073226595,0.06707168,0.04476329,0.0673647,0.12957165,0.122851625,0.11969867,0.14983488,0.21057972,0.26625651,0.27685307,0.267406165,0.336487125,0.426967515,0.48992645,0.473049395,0.46265167,0.439202595,0.41027285,0.376792325
Wind_NewL_NM,m3,d2,0.33016776,0.346868405,0.33652151,0.300266265,0.240065605,0.149504485,0.12743679,0.08420737,0.04389619,0.03164317,0.024872315,0.01622673,0.02135458,0.028693535,0.040175135,0.04477824,0.03393351,0.021837465,0.024758695,0.067411045,0.125100105,0.143201565,0.132673775,0.117122785
Wind_NewL_NM,m3,d3,0.25592606,0.23546549,0.23464922,0.221922285,0.221273455,0.23107916,0.171167035,0.171977325,0.302691155,0.340021305,0.35226386,0.39432419,0.45153485,0.44693922,0.358137715,0.28692339,0.25356994,0.23684089,0.22185202,0.21525608,0.21683181,0.16579251,0.11794653,0.09211891
Wind_NewL_NM,m3,d4,0.14079312,0.178079915,0.209741025,0.20825948,0.22910277,0.21356673,0.1570049,0.242098805,0.250327285,0.25722372,0.301435355,0.387308155,0.491168795,0.56811495,0.544537305,0.413934105,0.349696945,0.272279865,0.19612905,0.154052275,0.16136731,0.18855239,0.19179654,0.169713895
Wind_NewL_NM,m3,d5,0.14878838,0.125695115,0.101556845,0.081900585,0.069115345,0.056969965,0.031641675,0.03809858,0.043177095,0.051148435,0.054491255,0.062863255,0.072945535,0.080839135,0.08080475,0.060596835,0.074027915,0.102758825,0.13814697,0.161826275,0.16795727,0.159864835,0.151361275,0.143327145
Wind_NewL_NM,m3,d6,0.069677465,0.10036234,0.11830234,0.1256996,0.13466661,0.128750895,0.120232385,0.150120425,0.16791242,0.170198275,0.16818451,0.172925155,0.188278805,0.20379242,0.205910835,0.17324957,0.16078127,0.227127875,0.3027375,0.333485165,0.30965935,0.22216896,0.204287265,0.215514715
Wind_NewL_NM,m3,d7,0.413147735,0.36332387,0.3200795,0.250225625,0.241946315,0.204945065,0.371730255,0.366665195,0.293981285,0.243456265,0.20215689,0.15013986,0.1224405,0.134602325,0.137897305,0.092838005,0.05195723,0.111393945,0.30024085,0.503448725,0.650924495,0.652063685,0.61912136,0.572158925
Wind_NewL_NM,m4,d1,0.194010635,0.176175285,0.157756885,0.156856895,0.166466755,0.17652063,0.239327075,0.255793005,0.247531635,0.2527148,0.280044895,0.328910465,0.375183705,0.41357979,0.45216873,0.43696757,0.34843965,0.403134225,0.45018636,0.462375095,0.4589052,0.452158265,0.410241455,0.37815726
Wind_NewL_NM,m4,d2,0.008328645,0.019612905,0.03579329,0.051136475,0.06201858,0.05371834,0.06380959,0.071438575,0.061338355,0.041924285,0.02842892,0.020784985,0.016960775,0.016512275,0.020121205,0.03226808,0.059146685,0.091032045,0.11444225,0.13179621,0.147342715,0.16745495,0.175009185,0.17540237
