z,g,y,value
Kenya,Cummins_Cogeneration_Kenya_Limited,2030,0.6500027811054849
Kenya,Cummins_Cogeneration_Kenya_Limited,2036,0.6500027062909077
Kenya,Municipal_Waste_to_Energy_,2030,0.6500129049569133
Kenya,Municipal_Waste_to_Energy_,2036,0.6500127120705911
Kenya,Roadtech_Solutions,2030,0.6500490424765311
Kenya,Roadtech_Solutions,2036,0.6500482948364277
Kenya,Small_Biomass_Thika_Way,2024,0.6500246978060562
Kenya,Small_Biomass_Thika_Way,2030,0.6500245131047743
Kenya,Small_Biomass_Thika_Way,2036,0.650024140033845
Kenya,Tana_Biomass_Limited_Biogas,2036,0.930028779241614
Kenya,Dongo_Kundu,2030,0.105428478674528
Kenya,Dongo_Kundu,2036,0.0422076405893498
Kenya,Generic_GENC_Natural_Gas_-_CCGT,2030,0.0724250747018268
Kenya,Generic_GENC_Natural_Gas_-_CCGT,2036,0.0212526467102202
Kenya,CCGT_GENC_CCS,2036,0.2261364202252574
Kenya,Kitui,2030,1.3976281846978849
Kenya,Kitui,2036,0.4904057794370982
Kenya,Lamu_Coal_Power_Station,2030,1.4157778897095976
Kenya,Lamu_Coal_Power_Station,2036,0.544088151313253
Kenya,AGIL_Longonot_Stage_1,2024,1.2653725786040522
Kenya,AGIL_Longonot_Stage_1,2030,1.4527278418368537
Kenya,AGIL_Longonot_Stage_1,2036,1.9465936062586475
Kenya,AGIL_Longonot_Stage_2,2024,1.2653725786040522
Kenya,AGIL_Longonot_Stage_2,2030,1.4527278418368537
Kenya,AGIL_Longonot_Stage_2,2036,1.9465936062586475
Kenya,AGIL_Longonot_Stage_3,2024,1.2616292347904992
Kenya,AGIL_Longonot_Stage_3,2030,1.443759446415375
Kenya,AGIL_Longonot_Stage_3,2036,1.909839461435605
Kenya,AGIL_Longonot_Stage_4,2024,1.2616292347904992
Kenya,AGIL_Longonot_Stage_4,2030,1.443759446415375
Kenya,AGIL_Longonot_Stage_4,2036,1.909839461435605
Kenya,Baringo_Silali__-_Korosi_I,2030,0.8366501006673744
Kenya,Baringo_Silali__-_Korosi_I,2036,0.8007715436066395
Kenya,Baringo_Silali__-_Paka_I,2030,0.8366501006673744
Kenya,Baringo_Silali__-_Paka_I,2036,0.8007715436066395
Kenya,Baringo_Silali__-_Silali_I,2030,0.8366501006673744
Kenya,Baringo_Silali__-_Silali_I,2036,0.8007715436066395
Kenya,Eburru_2,2030,1.486889010957881
Kenya,Eburru_2,2036,1.3306212182355135
Kenya,Generic_GENC_Geothermal,2030,0.97624308012566
Kenya,Generic_GENC_Geothermal,2036,0.8652122587422297
Kenya,Marine_Power_Akiira___Stage_1,2030,1.225090031843601
Kenya,Marine_Power_Akiira___Stage_1,2036,1.1715213848609694
Kenya,Menengai_I_Phase_I_Stage_I_-_Orpower22,2030,0.7935688561390651
Kenya,Menengai_I_Phase_I_Stage_I_-_Orpower22,2036,0.6580738751591347
Kenya,Menengai_III_,2030,1.1705052896938293
Kenya,Menengai_III_,2036,1.1327434426054075
Kenya,Menengai_Istage2,2030,1.175158324504262
Kenya,Menengai_Istage2,2036,1.13670941469554
