z,y,value
Kenya,2024,6.398542224597347e-05
Kenya,2030,3.0530708478430295e-05
Kenya,2036,3.778871417517822e-05
Burundi,2024,0.2190028528652442
Burundi,2030,1.2681552557244122
Burundi,2036,1.7646936298856282
Djibouti,2024,0.0473418640901597
Djibouti,2030,0.0119769330261869
Djibouti,2036,0.0980830920151032
Drc_E,2030,1.4284388483316132e-06
Drc_E,2036,1.997276747926063e-06
Egypt,2024,65.89414249980628
Egypt,2030,78.60915388783884
Egypt,2036,80.02746466525038
Ethiopia,2024,7.101084009058725e-06
Ethiopia,2030,4.072049406593938e-06
Ethiopia,2036,3.822709936036449e-06
Libya,2024,16.06774164794067
Libya,2030,24.25025133814862
Libya,2036,32.624160801481736
Rwanda,2024,0.0027925984945404
Rwanda,2030,0.013969268562351
Rwanda,2036,0.0023668925434081
Somaliland,2030,1.870684716520932e-06
Somaliland,2036,0.0765923033320975
Mogadishu,2030,0.3292741543172172
Mogadishu,2036,1.135937223832137
SomaliaROC,2030,0.1062922188901766
SomaliaROC,2036,0.756188509863696
SouthSudan,2024,0.4430820699183298
SouthSudan,2030,0.2341795084898974
SouthSudan,2036,0.0272989188609268
Sudan,2024,8.01192643872078
Sudan,2030,9.748784731539764
Sudan,2036,8.1965426393298
Tanzania,2024,2.261372908342437
Tanzania,2030,0.617695320682125
Tanzania,2036,0.7033168506240721
Uganda,2024,1.1553793476738586e-05
Uganda,2030,0.0001868773781299
Uganda,2036,0.0001111918397728
