z,f,y,value
Uganda,Gas,2036,0.2113042240377673
Uganda,Water,2024,395.90455030561054
Uganda,Water,2030,380.1737802272248
Uganda,Water,2036,379.71388341122616
Uganda,HFO,2024,41.11649979489473
Uganda,HFO,2030,36.22880218078818
Uganda,HFO,2036,37.36457814165588
Uganda,Battery,2030,0.0826279425265584
Uganda,Battery,2036,0.3351687315895417
Uganda,Geothermal,2030,0.6494875347865554
Uganda,Geothermal,2036,0.6583433336251202
Uganda,Biomass,2024,17.795461027772976
Uganda,Biomass,2030,40.85856999451097
Uganda,Biomass,2036,39.88055866367133
