c,g,y,value
Kenya,OCGT_GENC_CCS,2036,2.5335036684755843e-05
Kenya,Generic_Small_Hydro,2030,4.545651758132793e-05
Kenya,Generic_Small_Hydro,2036,4.656083175917326e-05
Kenya,Karura,2030,5.9169819898879626e-05
Kenya,Karura,2036,5.748151808151818e-05
Kenya,Generic_Large_Hydro,2030,2.903737851043014e-05
Kenya,Generic_Large_Hydro,2036,4.345612878001815e-05
Kenya,High_Grand_Falls_-_I,2030,3.100457219723778e-05
Kenya,High_Grand_Falls_-_I,2036,4.636511283588485e-05
Kenya,High_Grand_Falls_-_II,2030,0.0888501721677409
Kenya,High_Grand_Falls_-_II,2036,0.0872555091646402
Kenya,BESS_4,2030,0.0001411211330461
Kenya,BESS_4,2036,0.0021424646765171
Kenya,Generic_GENC_BESS,2030,0.0001442750590517
Kenya,Generic_GENC_BESS,2036,0.0021571292229005
Kenya,Pumped_Hydro,2036,4.608399463266215e-05
Kenya,Menengai_I_Quantum,2024,0.0286501353919872
Kenya,Menengai_I_Quantum,2030,0.0309659045263782
Kenya,Menengai_I_Quantum,2036,0.0347684301696855
Kenya,Menengai_I_Sosian,2024,0.0286501353919872
Kenya,Menengai_I_Sosian,2030,0.0309659045263782
Kenya,Menengai_I_Sosian,2036,0.0347684301696855
Kenya,Olkaria_1_B_(Rehabilitated),2030,0.0547307371449768
Kenya,Olkaria_1_B_(Rehabilitated),2036,0.0550240827051092
Kenya,Olkaria_1_Unit_6,2024,0.0155905419817676
Kenya,Olkaria_1_Unit_6,2030,0.0339941155546942
Kenya,Olkaria_1_Unit_6,2036,0.0344788417648597
Kenya,Small_Hydro_2021,2024,0.0243943128640926
Kenya,Small_Hydro_2021,2030,0.0240524767681145
Kenya,Small_Hydro_2021,2036,0.0242669800419582
Kenya,Small_Hydro_2022,2024,0.0628818928864049
Kenya,Small_Hydro_2022,2030,0.0617791193948681
Kenya,Small_Hydro_2022,2036,0.0623765360796363
Kenya,Small_Hydro_2023,2024,0.0120650905105773
Kenya,Small_Hydro_2023,2030,0.011917658820186
Kenya,Small_Hydro_2023,2036,0.0120193270649642
Kenya,Small_Hydro_2024,2024,0.0369794108505341
Kenya,Small_Hydro_2024,2030,0.0364115125908259
Kenya,Small_Hydro_2024,2036,0.0367463703214193
Kenya,Small_Hydro_2025,2030,0.201089222962844
Kenya,Small_Hydro_2025,2036,0.2034853838896018
Kenya,BESS_1_2_3,2024,0.5434767318013344
Kenya,BESS_1_2_3,2030,0.005283869420831
Kenya,BESS_1_2_3,2036,0.215444636709193
Kenya,Olkaria_I_,2024,0.0351726553954682
Kenya,Olkaria_I_,2030,0.0377903368686532
Kenya,Olkaria_I_,2036,0.0379718694867825
Kenya,Olkaria_I_units_4_&_5,2024,0.1298685432709987
Kenya,Olkaria_I_units_4_&_5,2030,0.1354474079248415
Kenya,Olkaria_I_units_4_&_5,2036,0.1348399899117533
Kenya,Olkaria_II,2024,0.0844372575738226
Kenya,Olkaria_II,2030,0.0896233565110688
Kenya,Olkaria_IV,2024,0.1298685432709987
Kenya,Olkaria_IV,2030,0.1354474079248415
Kenya,Olkaria_IV,2036,0.1348399899117533
Kenya,Olkaria_Mobile_Wellheads___Eburru,2024,0.0755333351998464
Kenya,Olkaria_Mobile_Wellheads___Eburru,2030,0.0803138949569119
Kenya,Olkaria_Mobile_Wellheads___Eburru,2036,0.0805035602865933
Kenya,Olkaria_V_,2024,0.1371064507724712
Kenya,Olkaria_V_,2030,0.1443635967136505
Kenya,Olkaria_V_,2036,0.1428735330100563
Kenya,Orpower_4_(I),2024,0.0520112790237298
Kenya,Orpower_4_(I),2030,0.0561245673038585
Kenya,Orpower_4_(II),2024,0.0318446167003
Kenya,Orpower_4_(II),2030,0.0345058616688846
Kenya,Orpower_4_(II),2036,0.0389349942755637
Kenya,Orpower_4_(III),2024,0.0140210773963501
Kenya,Orpower_4_(III),2030,0.0152785588968411
Kenya,Orpower_4_(III),2036,0.0172343211651866
Kenya,Orpower_4_(IV),2024,0.0278910916335286
Kenya,Orpower_4_(IV),2030,0.028738350234587
Kenya,Orpower_4_(IV),2036,0.0306024164739278
Kenya,Tsavo,2024,0.1830104878258061
Kenya,Tsavo,2030,0.1751001312349339
Kenya,Gulf_Energy_,2024,0.0954432033653816
Kenya,Gulf_Energy_,2030,0.0918271408220287
Kenya,Gulf_Energy_,2036,0.0942502579449025
Kenya,Iberafrica_I_&II,2024,0.1566092662606891
Kenya,Iberafrica_I_&II,2030,0.1501684265796702
Kenya,Kipevu_I_Diesel,2024,0.0704877902335397
Kenya,Kipevu_I_Diesel,2030,0.0679493489334759
Kenya,Kipevu_I_Diesel,2036,0.0697624657250633
Kenya,Kipevu_III_Diesel,2024,0.1406689403772391
Kenya,Kipevu_III_Diesel,2030,0.1349842179924413
Kenya,Kipevu_III_Diesel,2036,0.1384819184219561
Kenya,Muhoroni,2024,0.0655831265451226
Kenya,Muhoroni,2030,0.0632467576103961
Kenya,Muhoroni,2036,0.0649382507470494
Kenya,Rabai_Power,2024,0.1081672187348954
Kenya,Rabai_Power,2030,0.103982658402787
Kenya,Rabai_Power,2036,0.1067117806488063
Kenya,Thika_Power,2024,0.1043332392488059
Kenya,Thika_Power,2030,0.1003212045498382
Kenya,Thika_Power,2036,0.1029584440075046
Kenya,Triumph_Diesel,2024,0.0992435389829431
Kenya,Triumph_Diesel,2030,0.0954591408299432
Kenya,Triumph_Diesel,2036,0.0979739722433873
Kenya,ExistingSmallHydro,2024,0.1680958967483824
Kenya,ExistingSmallHydro,2030,0.1641058593764908
Kenya,ExistingSmallHydro,2036,0.1659855697283892
Kenya,Gitaru,2024,2.2292120601993286
Kenya,Gitaru,2030,2.242376466675992
Kenya,Gitaru,2036,2.250492966979791
Kenya,Kamburu,2024,0.638104087755201
Kenya,Kamburu,2030,0.6199848792943154
Kenya,Kamburu,2036,0.6281089647071804
Kenya,Kiambere,2024,1.7572687177511734
Kenya,Kiambere,2030,1.7146274157169987
Kenya,Kiambere,2036,1.7244553688427045
Kenya,Kindaruma,2024,0.5967713957124055
Kenya,Kindaruma,2030,0.5778601235587014
Kenya,Kindaruma,2036,0.5856830660268432
Kenya,Masinga,2024,0.1965027555805072
Kenya,Masinga,2030,0.1895064242317302
Kenya,Masinga,2036,0.1924690931200897
Kenya,Sangoro,2024,0.0889750152601552
Kenya,Sangoro,2030,0.0865266700872708
Kenya,Sangoro,2036,0.0877958705482802
Kenya,Sondu,2024,0.4252021582599092
Kenya,Sondu,2030,0.413609511968781
Kenya,Sondu,2036,0.4185189320523874
Kenya,Tana,2024,0.1244691687005431
Kenya,Tana,2030,0.1216802901784946
Kenya,Tana,2036,0.1228691388895468
Kenya,Turkwel,2024,0.0696023239065155
Kenya,Turkwel,2030,0.0675460874187587
Kenya,Turkwel,2036,0.0673580019177874
Kenya,BMST_GENC_KEN,2030,3.782051717621451e-05
Kenya,BMST_GENC_KEN,2036,3.74175064773095e-05
Kenya,NGCC_GENC_KEN,2030,3.5480179189957623e-05
Kenya,NGCC_GENC_KEN,2036,8.247508747054574e-05
Kenya,COSC_GENC_KEN,2030,1.4629830765829148e-05
Kenya,COSC_GENC_KEN,2036,1.7141098163128163e-05
Kenya,GOCV_GENC_KEN,2030,1.425353926348757e-05
Kenya,GOCV_GENC_KEN,2036,1.5691331780688785e-05
Kenya,NGSC_GENC_KEN,2030,4.381286405392712e-05
Kenya,NGSC_GENC_KEN,2036,0.0001847998627293
Kenya,DSRC_GENC_KEN,2030,2.9443324056790224e-05
Kenya,DSRC_GENC_KEN,2036,5.272274759476965e-05
Kenya,HFRC_GENC_KEN,2030,3.12662355139751e-05
Kenya,HFRC_GENC_KEN,2036,6.201799055194354e-05
Kenya,HYRO_GENC_KEN,2030,5.268574508840315e-05
Kenya,HYRO_GENC_KEN,2036,5.2211001864968383e-05
Kenya,HYDM_GENC_KEN,2036,0.0593569243310959
Kenya,Batt_GENC_KEN,2030,0.0001443168652836
Kenya,Batt_GENC_KEN,2036,0.0021579188974547
Burundi,CTH_10,2024,0.0203631175858606
Burundi,CTH_10,2030,0.0416582314615629
Burundi,CTH_10,2036,0.0423696617743351
Burundi,CTH_30,2024,0.0395988464884165
Burundi,CTH_30,2030,0.0795745602810404
Burundi,CTH_30,2036,0.0803969756780009
Burundi,CTH_5,2024,0.003842253834167
Burundi,CTH_5,2030,0.0170421188535401
Burundi,CTH_5,2036,0.0174010273045031
Burundi,Buhiga,2024,0.0036262010720624
Burundi,Buhiga,2030,0.0036083929102043
Burundi,Buhiga,2036,0.0036354405165716
Burundi,Gikonge,2024,0.0073276962523538
Burundi,Gikonge,2030,0.0071743153613976
Burundi,Gikonge,2036,0.0072261454323296
Burundi,Kayenzi,2024,0.0759637376492592
Burundi,Kayenzi,2030,0.0470702989318788
Burundi,Kayenzi,2036,0.046383767044076
Burundi,Marangara,2024,0.0014504536065431
Burundi,Marangara,2030,0.0014557961499327
Burundi,Marangara,2036,0.0014657291737675
Burundi,Mugere,2024,0.0759637376492592
Burundi,Mugere,2030,0.0470702989318788
Burundi,Mugere,2036,0.046383767044076
Burundi,Nyemanga,2024,0.020282072176088
Burundi,Nyemanga,2030,0.0187088127266404
Burundi,Nyemanga,2036,0.0187540953802181
Burundi,Rusumo_Falls,2024,0.2400661439251994
Burundi,Rusumo_Falls,2030,0.1224391114460637
Burundi,Rusumo_Falls,2036,0.1198099410993651
Burundi,Ruvyironza,2024,0.0065123089645101
Burundi,Ruvyironza,2030,0.006379320149351
Burundi,Ruvyironza,2036,0.0064138267047603
Burundi,RUZB_007,2024,0.1201796862526951
Burundi,RUZB_007,2030,0.0803338656632873
Burundi,RUZB_007,2036,0.0793612820486231
Burundi,Ruzizi_I,2024,0.0277114745484717
Burundi,Ruzizi_I,2030,0.0248553236740329
Burundi,Ruzizi_I,2036,0.0248760641464545
Burundi,Ruzizi_II,2024,0.0921938680344589
Burundi,Ruzizi_II,2030,0.0664708946172802
Burundi,Ruzizi_II,2036,0.0658729445596825
Burundi,Rwegura,2024,0.003920038971454
Burundi,Rwegura,2030,0.0037926129077212
Burundi,Rwegura,2036,0.0038051119324099
Burundi,Dama015,2030,2.3152926986735488e-05
Burundi,Dama015,2036,3.148180752095198e-05
Burundi,Kabu16,2030,2.295785064809849e-05
Burundi,Kabu16,2036,3.1627019830811805e-05
Burundi,Kabu23,2030,2.292822718366592e-05
Burundi,Kabu23,2036,3.157833835192146e-05
Burundi,Kirasa-karonge,2024,0.1286892158101862
Burundi,Kirasa-karonge,2030,0.0843890712020451
Burundi,Kirasa-karonge,2036,0.0833087416495185
Burundi,Mpanda_BUR,2030,2.2868733867876853e-05
Burundi,Mpanda_BUR,2036,3.14742303196156e-05
Burundi,Mule037_(Mulembwe),2030,2.3232920239326385e-05
Burundi,Mule037_(Mulembwe),2036,3.162436610315006e-05
Burundi,Mulembwe,2030,2.293568962724025e-05
Burundi,Mulembwe,2036,3.159028559653002e-05
Burundi,Mushara,2030,2.2731373767106996e-05
Burundi,Mushara,2036,3.120718075116984e-05
Burundi,Sigu011,2030,2.2894797909212933e-05
Burundi,Sigu011,2036,3.151835277023461e-05
Burundi,Waga_(Kanka),2030,2.470379058209141e-05
Burundi,Waga_(Kanka),2036,3.3949859618661446e-05
Burundi,Centrale_tourbe_(Kayanza),2030,2.2758734318987206e-05
Burundi,Centrale_tourbe_(Kayanza),2036,2.798379566429704e-05
Burundi,Jiji,2030,2.3370130069118807e-05
Burundi,Jiji,2036,3.1980626590344574e-05
Burundi,Ruvyi102_(Ruvyironza),2030,2.069728501353722e-05
Burundi,Ruvyi102_(Ruvyironza),2036,2.831088996675876e-05
Burundi,Centrale_thermique_(Dechets_Municipaux),2030,1.9554977766045426e-05
Burundi,Centrale_thermique_(Dechets_Municipaux),2036,2.481014841317128e-05
Burundi,Gikuka_(KIKU002),2030,2.1692473005305708e-05
Burundi,Gikuka_(KIKU002),2036,2.9527745697253854e-05
Burundi,BMST_GENC_BUR,2030,1.6003669779094074e-05
Burundi,BMST_GENC_BUR,2036,1.907529358772801e-05
Burundi,NGCC_GENC_BUR,2030,0.0003001603286767
Burundi,NGCC_GENC_BUR,2036,0.0004413220355981
Burundi,COSC_GENC_BUR,2030,1.634673978911685e-05
Burundi,COSC_GENC_BUR,2036,1.777854494654103e-05
Burundi,NGSC_GENC_BUR,2030,0.2364497336991975
Burundi,NGSC_GENC_BUR,2036,0.2407646381255649
Burundi,DSRC_GENC_BUR,2030,4.075356481914796e-05
Burundi,DSRC_GENC_BUR,2036,5.443293844546432e-05
Burundi,HFRC_GENC_BUR,2030,4.62384257916518e-05
Burundi,HFRC_GENC_BUR,2036,6.47918585226448e-05
Burundi,HYDM_GENC_BUR,2036,2.644842652220203e-05
Djibouti,South,2024,0.0179410978860172
Djibouti,South,2030,0.0159619448600925
Djibouti,South,2036,0.0166831066455017
Djibouti,OCGT,2036,0.0001928739597271
Djibouti,CCGT,2036,0.0170442250680795
Djibouti,BoulaosM01,2024,0.0100145173441288
Djibouti,BoulaosM01,2030,0.00760731506175
Djibouti,BoulaosM01,2036,0.0083085524740568
Djibouti,BoulaosM02,2024,0.0100145173441288
Djibouti,BoulaosM02,2030,0.00760731506175
Djibouti,BoulaosM02,2036,0.0083085524740568
Djibouti,BoulaosM03,2024,0.0100145173441288
Djibouti,BoulaosM03,2030,0.00760731506175
Djibouti,BoulaosM03,2036,0.0083085524740568
Djibouti,BoulaosM04,2024,0.0100145173441288
Djibouti,BoulaosM04,2030,0.00760731506175
Djibouti,BoulaosM04,2036,0.0083085524740568
Djibouti,BoulaosM05,2024,0.0086178520291673
Djibouti,BoulaosM05,2030,0.0081381550423775
Djibouti,BoulaosM05,2036,0.008335354521966
Djibouti,BoulaosM06,2024,0.0100145173441288
Djibouti,BoulaosM06,2030,0.00760731506175
Djibouti,BoulaosM06,2036,0.0083085524740568
Djibouti,ICE_Aggregate_DJI,2024,0.0409736524512274
Djibouti,ICE_Aggregate_DJI,2030,0.0320726498297895
Djibouti,ICE_Aggregate_DJI,2036,0.0347634606986742
Djibouti,Obock,2024,0.0179343269218542
Djibouti,Obock,2030,0.0159593189643801
Djibouti,Obock,2036,0.0166803530524118
Djibouti,Tadjourah,2024,0.0131875358520804
Djibouti,Tadjourah,2030,0.0120884400483165
Djibouti,Tadjourah,2036,0.0125131369397262
Djibouti,MaraboutG12,2024,0.0334984325566319
Djibouti,MaraboutG12,2030,0.0209036134522575
Djibouti,MaraboutG13,2024,0.0228459781802846
Djibouti,MaraboutG14,2024,0.0228459781802846
Djibouti,MaraboutG15,2024,0.0228459781802846
Djibouti,MaraboutG16,2024,0.0228459781802846
Djibouti,MaraboutG17,2024,0.0334984325566319
Djibouti,MaraboutG17,2030,0.0209036134522575
Djibouti,MaraboutG18,2024,0.0334984325566319
Djibouti,MaraboutG18,2030,0.0209036134522575
Djibouti,MaraboutG21,2024,0.043993652205597
Djibouti,MaraboutG21,2030,0.034038074996558
Djibouti,MaraboutG21,2036,0.0321257610545904
Djibouti,MaraboutG22,2024,0.0680791698591168
Djibouti,MaraboutG22,2030,0.0472305411865201
Djibouti,MaraboutG22,2036,0.0456740298390579
Djibouti,MaraboutG23,2024,0.0329330784216622
Djibouti,MaraboutG23,2030,0.027001076987334
Djibouti,MaraboutG25,2024,0.0618292326562674
Djibouti,MaraboutG25,2030,0.0440398864477423
Djibouti,MaraboutG25,2036,0.0423336586144628
Djibouti,MaraboutG31,2024,0.0228459781802846
Djibouti,MaraboutG31,2030,0.0158777034413816
Djibouti,MaraboutG31,2036,0.0145248725265246
Djibouti,MaraboutG32,2024,0.0176880282368215
Djibouti,MaraboutG32,2030,0.0158771832418869
Djibouti,MaraboutG32,2036,0.0145162074909968
Djibouti,Battery_5MW_DJI,2030,0.0303990007422273
Djibouti,Battery_5MW_DJI,2036,0.0246756666553755
Djibouti,HFO_Project_01_DJI,2030,0.0478609979902729
Djibouti,HFO_Project_01_DJI,2036,0.0673541189922985
Djibouti,HFO_Project_02_DJI,2030,0.0478609979902729
Djibouti,HFO_Project_02_DJI,2036,0.0673541189922985
Djibouti,HFO_Project_03_DJI,2030,0.0478609979902729
Djibouti,HFO_Project_03_DJI,2036,0.0673541189922985
Djibouti,HFO_Project_04_DJI,2036,0.0673541189922985
Djibouti,HFO_Project_05_DJI,2036,0.079296922751564
Djibouti,PolyGCL1,2030,3.61780145930577e-05
Djibouti,PolyGCL1,2036,0.0170202192071224
Djibouti,Geoth,2024,2.333049380606161e-05
Djibouti,Geoth,2030,2.322764327742869e-05
Djibouti,Geoth,2036,2.169834603646108e-05
Djibouti,Centrale_bifuel1,2036,0.0001001003129411
Djibouti,Centrale_bifuel2,2036,0.0001001003129411
Djibouti,Centrale_bifuel3,2036,0.0001930447332872
Djibouti,BMST_GENC_DJI,2030,0.0011517085898436
Djibouti,BMST_GENC_DJI,2036,0.0013468132732599
Djibouti,DSRC_GENC_DJI,2030,3.96367058272497e-05
Djibouti,DSRC_GENC_DJI,2036,4.6870915222873e-05
Djibouti,HFRC_GENC_DJI,2030,4.54357336901536e-05
Djibouti,HFRC_GENC_DJI,2036,5.550905498020475e-05
Djibouti,Batt_GENC_DJI,2030,0.0556357467073223
Djibouti,Batt_GENC_DJI,2036,0.207491497724973
DRC,Lubero,2024,0.2173334535455625
DRC,Lubero,2030,0.1931377943144489
DRC,Lubero,2036,0.1917788717343155
DRC,LungudiII,2024,7.740142073159316e-05
DRC,LungudiII,2030,4.0958765315786096e-05
DRC,LungudiII,2036,3.685747207528655e-05
DRC,Matebe,2024,0.2035232479806808
DRC,Matebe,2030,0.1793912877735918
DRC,Matebe,2036,0.1781993787414627
DRC,Ruzizi_III_DRC,2036,3.0564408588715664e-05
DRC,VIRUNGATalyiaNord1TalyiaNord2Ivugha,2024,0.4564159769743223
DRC,VIRUNGATalyiaNord1TalyiaNord2Ivugha,2030,0.64253971281767
DRC,VIRUNGATalyiaNord1TalyiaNord2Ivugha,2036,0.6395663792118479
DRC,Ruzizi_I_DRC,2024,0.1672608967396445
DRC,Ruzizi_I_DRC,2030,0.1440047806752647
DRC,Ruzizi_I_DRC,2036,0.1431453037073184
DRC,Ruzizi_II_DRCMutwanga,2024,0.1259415204294221
DRC,Ruzizi_II_DRCMutwanga,2030,0.0490251808486766
DRC,Ruzizi_II_DRCMutwanga,2036,0.0512009071108658
DRC,BMST_GENC_DRE,2030,0.1054754948557486
DRC,BMST_GENC_DRE,2036,0.1037826943487207
DRC,DSRC_GENC_DRE,2030,4.027266627514532e-05
DRC,DSRC_GENC_DRE,2036,5.3205778273322575e-05
DRC,HFRC_GENC_DRE,2030,4.580654941094854e-05
DRC,HFRC_GENC_DRE,2036,6.320865324460448e-05
DRC,HYRO_GENC_DRE,2030,6.517619469931659e-05
DRC,HYRO_GENC_DRE,2036,6.098277016172341e-05
DRC,HYDM_GENC_DRE,2036,0.000183254225729
DRC,Batt_GENC_DRE,2030,0.0006328447051731
DRC,Batt_GENC_DRE,2036,0.0063922188462818
Egypt,GENC_CCGT,2030,2.716440077205219e-05
Egypt,GENC_CCGT,2036,0.4352515650865074
Egypt,GENC_CCS,2036,1.8977362555687524e-05
Egypt,Generic_GENC_GT,2030,4.266401292271823e-05
Egypt,Generic_GENC_GT,2036,2.1674565410908917
Egypt,Generic_GENC_RICE,2030,7.327134903904158e-05
Egypt,Generic_GENC_RICE,2036,0.0003471158289777
Egypt,El-Dabaa_NPP-1_NU,2030,0.4481263751592947
Egypt,El-Dabaa_NPP-1_NU,2036,0.368396547420774
Egypt,El-Dabaa_NPP-2_NU,2030,0.4481263751592947
Egypt,El-Dabaa_NPP-2_NU,2036,0.368396547420774
Egypt,El-Dabaa_NPP-3_NU,2036,0.368396547420774
Egypt,El-Dabaa_NPP-4_NU,2036,0.5416901265829058
Egypt,6Oct-Ext-1_CCGT,2024,0.726354602845718
Egypt,6Oct-Ext-1_CCGT,2030,0.7409059551648612
Egypt,6Oct-Ext-1_CCGT,2036,0.6926430048633199
Egypt,6Oct-Ext-2_CCGT,2024,0.4927876079767369
Egypt,6Oct-Ext-2_CCGT,2030,0.4931545599456663
Egypt,6Oct-Ext-2_CCGT,2036,0.4421461227869225
Egypt,Banha_CCGT,2024,0.3580613403173555
Egypt,Banha_CCGT,2030,0.3870537089379882
Egypt,Banha_CCGT,2036,0.4042011870935677
Egypt,Beni-Suef-1_CCGT,2024,0.1088414612641405
Egypt,Beni-Suef-1_CCGT,2030,0.118564615617608
Egypt,Beni-Suef-1_CCGT,2036,0.1288818396043083
Egypt,Beni-Suef-2_CCGT,2024,0.1088414612641405
Egypt,Beni-Suef-2_CCGT,2030,0.118564615617608
Egypt,Beni-Suef-2_CCGT,2036,0.1288818396043083
Egypt,Beni-Suef-3_CCGT,2024,0.1088414612641405
Egypt,Beni-Suef-3_CCGT,2030,0.118564615617608
Egypt,Beni-Suef-3_CCGT,2036,0.1288818396043083
Egypt,Beni-Suef-4_CCGT,2024,0.1088414612641405
Egypt,Beni-Suef-4_CCGT,2030,0.118564615617608
Egypt,Beni-Suef-4_CCGT,2036,0.1288818396043083
Egypt,Burullus-1_CCGT,2024,0.1088414612641405
Egypt,Burullus-1_CCGT,2030,0.118564615617608
Egypt,Burullus-1_CCGT,2036,0.1288818396043083
Egypt,Burullus-2_CCGT,2024,0.1088414612641405
Egypt,Burullus-2_CCGT,2030,0.118564615617608
Egypt,Burullus-2_CCGT,2036,0.1288818396043083
Egypt,Burullus-3_CCGT,2024,0.1088414612641405
Egypt,Burullus-3_CCGT,2030,0.118564615617608
Egypt,Burullus-3_CCGT,2036,0.1288818396043083
Egypt,Burullus-4_CCGT,2024,0.1088414612641405
Egypt,Burullus-4_CCGT,2030,0.118564615617608
Egypt,Burullus-4_CCGT,2036,0.1288818396043083
Egypt,Cairo-North-1_CCGT,2024,0.3575670248311297
Egypt,Cairo-North-1_CCGT,2030,0.3868970025875486
Egypt,Cairo-North-1_CCGT,2036,0.4039307484919275
Egypt,Cairo-North-2_CCGT,2024,0.3575670248311297
Egypt,Cairo-North-2_CCGT,2030,0.3868970025875486
Egypt,Cairo-North-2_CCGT,2036,0.4039307484919275
Egypt,Cairo-South_CCGT,2024,0.2791741628068682
Egypt,Daman-Hour_CCGT,2024,0.246480072520966
Egypt,El-Atf_CCGT,2024,0.4632666927816159
Egypt,El-Atf_CCGT,2030,0.4925779757601707
Egypt,El-Atf_CCGT,2036,0.5054706144599597
Egypt,Giza-1_CCGT,2024,0.2875485399558662
Egypt,Giza-1_CCGT,2030,0.3136625963839378
