z,g,y,value
Kenya,Cummins_Cogeneration_Kenya_Limited,2030,999.8159867588068
Kenya,Cummins_Cogeneration_Kenya_Limited,2036,999.8270683980928
Kenya,Municipal_Waste_to_Energy_,2030,216.00791589947843
Kenya,Municipal_Waste_to_Energy_,2036,216.0109852151932
Kenya,Roadtech_Solutions,2030,56.91298380582958
Kenya,Roadtech_Solutions,2036,56.90992270117164
Kenya,Small_Biomass_Thika_Way,2024,111.89822538194996
Kenya,Small_Biomass_Thika_Way,2030,113.8089928540862
Kenya,Small_Biomass_Thika_Way,2036,113.80583262085185
Kenya,Tana_Biomass_Limited_Biogas,2036,162.95093920835643
Kenya,Dongo_Kundu,2030,0.0015873309171486
Kenya,Dongo_Kundu,2036,0.0022393914106118
Kenya,Generic_GENC_Natural_Gas_-_CCGT,2030,0.0021162778504476
Kenya,Generic_GENC_Natural_Gas_-_CCGT,2036,0.0031304601423973
Kenya,CCGT_GENC_CCS,2036,0.0013208367756173
Kenya,Kitui,2030,0.003708059402191
Kenya,Kitui,2036,0.0046956360176251
Kenya,Lamu_Coal_Power_Station,2030,0.0044479020389511
Kenya,Lamu_Coal_Power_Station,2036,0.0054704323054145
Kenya,AGIL_Longonot_Stage_1,2024,0.0196736331335031
Kenya,AGIL_Longonot_Stage_1,2030,0.0148179435930743
Kenya,AGIL_Longonot_Stage_1,2036,0.0096599010818394
Kenya,AGIL_Longonot_Stage_2,2024,0.0196736331335031
Kenya,AGIL_Longonot_Stage_2,2030,0.0148179435930743
Kenya,AGIL_Longonot_Stage_2,2036,0.0096599010818394
Kenya,AGIL_Longonot_Stage_3,2024,0.0198429213196834
Kenya,AGIL_Longonot_Stage_3,2030,0.014986995290195
Kenya,AGIL_Longonot_Stage_3,2036,0.0098207607719593
Kenya,AGIL_Longonot_Stage_4,2024,0.0198429213196834
Kenya,AGIL_Longonot_Stage_4,2030,0.014986995290195
Kenya,AGIL_Longonot_Stage_4,2036,0.0098207607719593
Kenya,Baringo_Silali__-_Korosi_I,2030,0.6809765025770865
Kenya,Baringo_Silali__-_Korosi_I,2036,0.6481248628359839
Kenya,Baringo_Silali__-_Paka_I,2030,0.6809765025770865
Kenya,Baringo_Silali__-_Paka_I,2036,0.6481248628359839
Kenya,Baringo_Silali__-_Silali_I,2030,0.6809765025770865
Kenya,Baringo_Silali__-_Silali_I,2036,0.6481248628359839
Kenya,Eburru_2,2030,0.013039644812338
Kenya,Eburru_2,2036,0.0127626133114214
Kenya,Generic_GENC_Geothermal,2030,0.0287614996851848
Kenya,Generic_GENC_Geothermal,2036,0.02159717843616
Kenya,Marine_Power_Akiira___Stage_1,2030,0.0198644595293532
Kenya,Marine_Power_Akiira___Stage_1,2036,0.0169658988169297
Kenya,Menengai_I_Phase_I_Stage_I_-_Orpower22,2030,0.1445703418015997
Kenya,Menengai_I_Phase_I_Stage_I_-_Orpower22,2036,0.1171326904191768
Kenya,Menengai_III_,2030,0.0232277860708712
Kenya,Menengai_III_,2036,0.0188936223800339
Kenya,Menengai_Istage2,2030,0.0228802629503153
Kenya,Menengai_Istage2,2036,0.0186782762488655
Kenya,MenengaiV,2036,0.0186495068858343
Kenya,Olkaria_7,2024,1152.8236386039673
Kenya,Olkaria_7,2030,1107.50417563674
Kenya,Olkaria_7,2036,1048.77393396007
Kenya,Olkaria_8,2030,1.0311190182415448
Kenya,Olkaria_8,2036,0.984804898823282
Kenya,Olkaria_9_&_other_fields,2030,1.0311190182415448
Kenya,Olkaria_9_&_other_fields,2036,0.984804898823282
Kenya,Olkaria_Brine,2024,823.454690367062
Kenya,Olkaria_Brine,2030,771.0377409574401
Kenya,Olkaria_Brine,2036,741.699597505925
Kenya,Olkaria_Topping,2030,2.132344346824504
Kenya,Olkaria_Topping,2036,2.0426797569176203
Kenya,Olkaria_VI,2024,1152.8236386039673
Kenya,Olkaria_VI,2030,1107.50417563674
Kenya,Olkaria_VI,2036,1048.77393396007
Kenya,Olsuswa_Unit_1,2024,0.0358841593660458
Kenya,Olsuswa_Unit_1,2030,0.0329278995303623
Kenya,Olsuswa_Unit_1,2036,0.0263913930022697
Kenya,Suswa_I,2030,0.0190371129531349
Kenya,Suswa_I,2036,0.016505249690217
Kenya,Suswa_II,2030,0.0233746301401092
Kenya,Suswa_II,2036,0.0189812701010164
Kenya,Suswa_III,2036,779.6546501137191
Kenya,Generic_GENC_Natural_Gas_-_OGCT,2030,0.0014267695543919
Kenya,Generic_GENC_Natural_Gas_-_OGCT,2036,0.0021616440625172
Kenya,Generic_LNG_Gas_Turbine,2030,0.0022806966229991
Kenya,Generic_LNG_Gas_Turbine,2036,0.003424458309614
Kenya,LNG_Gas_Turbine,2030,0.001920024361714
Kenya,LNG_Gas_Turbine,2036,0.0028935364217259
Kenya,GenericHFO,2030,0.0013003190054093
