z,y,value
Kenya,2024,42.939157312989614
Kenya,2030,38.80766120652819
Kenya,2036,32.70258572588388
Burundi,2024,98.16724033093188
Burundi,2030,22.66283384227468
Burundi,2036,20.73997779248337
Djibouti,2024,15.702951406199436
Djibouti,2030,10.867004757810934
Djibouti,2036,43.75647458277857
Drc_E,2024,29.51304012098825
Drc_E,2030,32.54345187313197
Drc_E,2036,32.47337822231061
Egypt,2024,41.92567148093352
Egypt,2030,36.041510491356426
Egypt,2036,38.03476909647657
Ethiopia,2024,13.48727794048389
Ethiopia,2030,27.51647229801625
Ethiopia,2036,17.896879649123463
Libya,2024,53.93578302620538
Libya,2030,56.07849166334242
Libya,2036,54.47427651909125
Rwanda,2024,63.405215733861525
Rwanda,2030,51.35387141746917
Rwanda,2036,40.55632429792876
Somaliland,2030,4.930541517473669
Somaliland,2036,40.17455606693583
Mogadishu,2030,15.863960529370353
Mogadishu,2036,12.914608062079628
SomaliaROC,2030,25.56712381213071
SomaliaROC,2036,12.966918381608767
SouthSudan,2024,196.0579234999757
SouthSudan,2030,37.86233871891917
SouthSudan,2036,36.57318225573949
Sudan,2024,26.10639608049052
Sudan,2030,37.314832293461166
Sudan,2036,40.9465809491923
Tanzania,2024,42.93000127154832
Tanzania,2030,30.853439179050085
Tanzania,2036,31.488979185222515
Uganda,2024,29.785100550584247
Uganda,2030,31.502451623446618
Uganda,2036,31.863069865780368
