c,uni,y,value
Djibouti,Country Spinning Reserve violation: $m,2024,0.000878715541221
Djibouti,Country Spinning Reserve violation: $m,2030,0.0001621961835217
Djibouti,Country Spinning Reserve violation: $m,2036,0.0002241925407103
Djibouti,Country Planning Reserve violation: $m,2024,3.2470322469255937
Djibouti,Country Planning Reserve violation: $m,2030,4.51181970100933
Djibouti,Country Planning Reserve violation: $m,2036,3.30957925428156e-06
Djibouti,Total Annual Cost by Country: $m,2024,12.453475133103195
Djibouti,Total Annual Cost by Country: $m,2030,19.232376307319814
Djibouti,Total Annual Cost by Country: $m,2036,64.1489069320804
DRC,Annualized capex: $m,2024,9.9081507455711
DRC,Annualized capex: $m,2030,23.03817393373876
DRC,Annualized capex: $m,2036,23.1938712994413
DRC,Fixed O&M: $m,2024,1.6025170227810115
DRC,Fixed O&M: $m,2030,7.759403869704772
DRC,Fixed O&M: $m,2036,7.847676618721006
DRC,Variable O&M: $m,2024,1.3236931871255389
DRC,Variable O&M: $m,2030,2.6540483550732903
DRC,Variable O&M: $m,2036,2.6574592057973354
DRC,Total fuel Costs: $m,2030,0.0002954863052687
DRC,Total fuel Costs: $m,2036,0.0003953607513928
DRC,Spinning Reserve costs: $m,2024,1.1705524970903638
DRC,Spinning Reserve costs: $m,2030,1.314399310166274
DRC,Spinning Reserve costs: $m,2036,1.314493827008885
DRC,Unmet demand costs: $m,2024,1.944077139134308
DRC,Unmet demand costs: $m,2030,0.0001747772451492
DRC,Unmet demand costs: $m,2036,0.0002312004653232
DRC,Excess generation: $m,2024,0.0003340184355278
DRC,Excess generation: $m,2030,0.0001048068312745
DRC,Excess generation: $m,2036,0.0001591619267493
DRC,Capex: $m,2024,1e-11
DRC,Capex: $m,2030,0.0307092553358668
DRC,Capex: $m,2036,0.1376338338021095
DRC,Country Spinning Reserve violation: $m,2024,1.7240505636420678
DRC,Country Spinning Reserve violation: $m,2030,0.0001567809767358
DRC,Country Spinning Reserve violation: $m,2036,0.0002209824849725
DRC,Country Planning Reserve violation: $m,2024,3.016330514115804
DRC,Country Planning Reserve violation: $m,2030,1.08196559673426
DRC,Country Planning Reserve violation: $m,2036,3.228881067177219
DRC,Total Annual Cost by Country: $m,2024,20.68970568789572
DRC,Total Annual Cost by Country: $m,2030,35.84872291677579
DRC,Total Annual Cost by Country: $m,2036,38.24338872377418
Egypt,Annualized capex: $m,2030,837.4683427787068
Egypt,Annualized capex: $m,2036,2401.307612227275
Egypt,Fixed O&M: $m,2024,1542.24974
Egypt,Fixed O&M: $m,2030,1662.6084607779565
Egypt,Fixed O&M: $m,2036,2156.5100092948087
Egypt,Variable O&M: $m,2024,585.1805686542332
Egypt,Variable O&M: $m,2030,739.6586213541456
Egypt,Variable O&M: $m,2036,814.5495917343396
Egypt,Total fuel Costs: $m,2024,6639.366291450306
Egypt,Total fuel Costs: $m,2030,6166.658682541644
Egypt,Total fuel Costs: $m,2036,6249.342592133577
Egypt,Spinning Reserve costs: $m,2024,35.46893431309485
Egypt,Spinning Reserve costs: $m,2030,35.46825367009939
Egypt,Spinning Reserve costs: $m,2036,35.46822717887864
Egypt,Unmet demand costs: $m,2024,0.0012723340564061
Egypt,Unmet demand costs: $m,2030,0.0006841602193276
Egypt,Unmet demand costs: $m,2036,0.0007402672605608
Egypt,Excess generation: $m,2024,0.000516245628061
Egypt,Excess generation: $m,2030,0.0001529204392768
Egypt,Excess generation: $m,2036,0.0001968774056597
Egypt,Capex: $m,2024,1e-11
Egypt,Capex: $m,2030,0.0204073623657615
Egypt,Capex: $m,2036,1871.8471022400445
Egypt,Country Spinning Reserve violation: $m,2024,0.0007799650668535
Egypt,Country Spinning Reserve violation: $m,2030,0.0001826544004549
Egypt,Country Spinning Reserve violation: $m,2036,0.0002433777706196
Egypt,Country Planning Reserve violation: $m,2036,4.056911739880257e-06
Egypt,Total Annual Cost by Country: $m,2024,8802.268102962387
Egypt,Total Annual Cost by Country: $m,2030,9441.863380857612
Egypt,Total Annual Cost by Country: $m,2036,11657.179217148228
Ethiopia,Annualized capex: $m,2024,133.8049742076641
Ethiopia,Annualized capex: $m,2030,773.89846531249
Ethiopia,Annualized capex: $m,2036,875.4337101309301
Ethiopia,Fixed O&M: $m,2024,134.35437905981402
Ethiopia,Fixed O&M: $m,2030,333.63146915476426
Ethiopia,Fixed O&M: $m,2036,348.245506014633
Ethiopia,Variable O&M: $m,2024,0.9668377596914414
Ethiopia,Variable O&M: $m,2030,0.0011294093587566
Ethiopia,Variable O&M: $m,2036,12.22245143305683
Ethiopia,Total fuel Costs: $m,2024,0.0019398895291648
Ethiopia,Total fuel Costs: $m,2030,0.0009341998984569
Ethiopia,Total fuel Costs: $m,2036,0.0008154163070187
Ethiopia,Spinning Reserve costs: $m,2024,19.566281281162667
Ethiopia,Spinning Reserve costs: $m,2030,18.398166346493557
Ethiopia,Spinning Reserve costs: $m,2036,19.954988408600496
Ethiopia,Unmet demand costs: $m,2024,0.0007220895035323
Ethiopia,Unmet demand costs: $m,2030,0.0002705894083736
Ethiopia,Unmet demand costs: $m,2036,0.00032946796983
Ethiopia,Excess generation: $m,2024,0.0006460174303926
Ethiopia,Excess generation: $m,2030,0.0001552885548027
Ethiopia,Excess generation: $m,2036,0.0001943246559313
Ethiopia,Capex: $m,2024,0.0115641384132079
Ethiopia,Capex: $m,2030,922.4710950966936
Ethiopia,Capex: $m,2036,0.0333890878636432
Ethiopia,Country Spinning Reserve violation: $m,2024,0.0110959477869081
Ethiopia,Country Spinning Reserve violation: $m,2030,0.0001567288500936
Ethiopia,Country Spinning Reserve violation: $m,2036,0.0002173494184973
Ethiopia,Total Annual Cost by Country: $m,2024,288.70687625258216
Ethiopia,Total Annual Cost by Country: $m,2030,1125.930747029818
Ethiopia,Total Annual Cost by Country: $m,2036,1255.858212545572
Libya,Annualized capex: $m,2030,663.0699065201387
Libya,Annualized capex: $m,2036,963.519365077193
Libya,Fixed O&M: $m,2024,89.13086
Libya,Fixed O&M: $m,2030,231.85254481343063
Libya,Fixed O&M: $m,2036,378.84652075407377
Libya,Variable O&M: $m,2024,261.6091051949629
Libya,Variable O&M: $m,2030,267.4657511852548
Libya,Variable O&M: $m,2036,255.29173614649903
Libya,Total fuel Costs: $m,2024,1618.9543179787688
Libya,Total fuel Costs: $m,2030,1815.4358118235916
Libya,Total fuel Costs: $m,2036,2316.6585494294586
Libya,Spinning Reserve costs: $m,2024,37.52554663533392
Libya,Spinning Reserve costs: $m,2030,40.337492364720376
Libya,Spinning Reserve costs: $m,2036,40.33768005933047
Libya,Unmet demand costs: $m,2024,257.4578083776159
Libya,Unmet demand costs: $m,2030,0.0001753375112334
Libya,Unmet demand costs: $m,2036,0.0002333975888731
Libya,Excess generation: $m,2024,0.0004198837622651
Libya,Excess generation: $m,2030,0.0001009840489416
Libya,Excess generation: $m,2036,0.0001448139716019
Libya,Capex: $m,2024,1e-11
Libya,Capex: $m,2030,3527.038306014517
Libya,Capex: $m,2036,4135.623766632766
Libya,Country Spinning Reserve violation: $m,2024,33.74438380463875
Libya,Country Spinning Reserve violation: $m,2030,0.000151126649068
Libya,Country Spinning Reserve violation: $m,2036,0.0002118210332975
Libya,Country Planning Reserve violation: $m,2024,117.33534760703954
Libya,Country Planning Reserve violation: $m,2030,1.2545913551997612e-06
Libya,Country Planning Reserve violation: $m,2036,3.5685791319324086e-06
Libya,Total Annual Cost by Country: $m,2024,2415.7577894821225
Libya,Total Annual Cost by Country: $m,2030,3018.161935409936
Libya,Total Annual Cost by Country: $m,2036,3954.654445067728
Rwanda,Annualized capex: $m,2024,46.391640799066565
Rwanda,Annualized capex: $m,2030,56.46301251718175
Rwanda,Annualized capex: $m,2036,106.1280859899764
Rwanda,Fixed O&M: $m,2024,13.410913332299604
Rwanda,Fixed O&M: $m,2030,18.137334213497383
Rwanda,Fixed O&M: $m,2036,42.02964996373523
Rwanda,Variable O&M: $m,2024,0.3631114964737276
Rwanda,Variable O&M: $m,2030,1.6830657078593625
Rwanda,Variable O&M: $m,2036,2.380503399071938
Rwanda,Total fuel Costs: $m,2024,0.2617649047338526
Rwanda,Total fuel Costs: $m,2030,18.84284320810153
Rwanda,Total fuel Costs: $m,2036,8.71426157978182
Rwanda,Spinning Reserve costs: $m,2024,3.0857140643788417
Rwanda,Spinning Reserve costs: $m,2030,3.086070457470064
Rwanda,Spinning Reserve costs: $m,2036,3.0857039688676338
Rwanda,Unmet demand costs: $m,2024,0.0007889401356639
Rwanda,Unmet demand costs: $m,2030,0.0002760502354687
Rwanda,Unmet demand costs: $m,2036,0.0003324868316739
Rwanda,Excess generation: $m,2024,0.0004615637888175
Rwanda,Excess generation: $m,2030,0.0001184146623294
Rwanda,Excess generation: $m,2036,0.0001736498801698
Rwanda,Capex: $m,2024,1e-11
Rwanda,Capex: $m,2030,0.291188060239628
Rwanda,Capex: $m,2036,0.168029708743115
Rwanda,Country Spinning Reserve violation: $m,2024,0.0011501112228005
Rwanda,Country Spinning Reserve violation: $m,2030,0.0001751925253546
Rwanda,Country Spinning Reserve violation: $m,2036,0.0002293379288018
Rwanda,Country Planning Reserve violation: $m,2030,3.7515513132320217
Rwanda,Country Planning Reserve violation: $m,2036,8.500886616999104
Rwanda,Total Annual Cost by Country: $m,2024,63.51554521209987
Rwanda,Total Annual Cost by Country: $m,2030,101.96444707476526
Rwanda,Total Annual Cost by Country: $m,2036,170.83982699307276
Somalia,Annualized capex: $m,2030,8.311408492146885
Somalia,Annualized capex: $m,2036,48.82048458429368
Somalia,Fixed O&M: $m,2030,4.865536591600946
Somalia,Fixed O&M: $m,2036,28.811894947657823
Somalia,Variable O&M: $m,2030,2.427114854666806
Somalia,Variable O&M: $m,2036,11.26298799985296
Somalia,Total fuel Costs: $m,2030,0.001051422405831
Somalia,Total fuel Costs: $m,2036,9.429074122426895
Somalia,Spinning Reserve costs: $m,2030,0.9878079478157564
Somalia,Spinning Reserve costs: $m,2036,1.3261967126999403
Somalia,Unmet demand costs: $m,2024,386.9999999999999
Somalia,Unmet demand costs: $m,2030,0.0005107178496074
Somalia,Unmet demand costs: $m,2036,0.1036412231118868
Somalia,Excess generation: $m,2030,0.0004015411402674
Somalia,Excess generation: $m,2036,0.0005017571109372
Somalia,Capex: $m,2024,3e-11
Somalia,Capex: $m,2030,111.44892054281908
Somalia,Capex: $m,2036,437.3650423305506
Somalia,Country Spinning Reserve violation: $m,2024,11.849651999999988
Somalia,Country Spinning Reserve violation: $m,2030,0.0002677512606832
Somalia,Country Spinning Reserve violation: $m,2036,0.0397156614962395
Somalia,Country Planning Reserve violation: $m,2024,4.422
Somalia,Country Planning Reserve violation: $m,2030,1.6058106665469535e-05
Somalia,Country Planning Reserve violation: $m,2036,3.4526720391679263e-06
Somalia,Total Annual Cost by Country: $m,2024,403.2716519999999
Somalia,Total Annual Cost by Country: $m,2030,16.59411537699345
Somalia,Total Annual Cost by Country: $m,2036,99.7945004613224
SouthSudan,Annualized capex: $m,2030,99.9355462201834
SouthSudan,Annualized capex: $m,2036,154.10398960236196
SouthSudan,Fixed O&M: $m,2024,1.82
SouthSudan,Fixed O&M: $m,2030,10.82078951687734
SouthSudan,Fixed O&M: $m,2036,37.6275862002294
SouthSudan,Variable O&M: $m,2024,31.16353118644569
SouthSudan,Variable O&M: $m,2030,19.569177345688864
SouthSudan,Variable O&M: $m,2036,16.237939886431842
SouthSudan,Total fuel Costs: $m,2024,108.68836287569164
SouthSudan,Total fuel Costs: $m,2030,32.025479007090205
SouthSudan,Total fuel Costs: $m,2036,3.873868990804424
SouthSudan,Spinning Reserve costs: $m,2024,0.5262223987743432
SouthSudan,Spinning Reserve costs: $m,2030,0.5544998804686544
SouthSudan,Spinning Reserve costs: $m,2036,0.5567034755901317
SouthSudan,Unmet demand costs: $m,2024,2179.938686783178
SouthSudan,Unmet demand costs: $m,2030,0.0405534795684818
SouthSudan,Unmet demand costs: $m,2036,0.0002326536319904
SouthSudan,Excess generation: $m,2024,6.675423518729113e-05
SouthSudan,Excess generation: $m,2030,9.136943621754452e-05
SouthSudan,Excess generation: $m,2036,0.0001628315702281
SouthSudan,Capex: $m,2024,1e-11
SouthSudan,Capex: $m,2030,111.64736438703363
SouthSudan,Capex: $m,2036,28.152616552543208
SouthSudan,Country Spinning Reserve violation: $m,2024,0.0009160184547944
SouthSudan,Country Spinning Reserve violation: $m,2030,0.0250429209750796
SouthSudan,Country Spinning Reserve violation: $m,2036,0.0002122149446412
SouthSudan,Country Planning Reserve violation: $m,2024,30.9143543658
SouthSudan,Country Planning Reserve violation: $m,2030,4.249309596574176
SouthSudan,Country Planning Reserve violation: $m,2036,4.734529648616669e-06
SouthSudan,Total Annual Cost by Country: $m,2024,2353.05214038258
SouthSudan,Total Annual Cost by Country: $m,2030,167.2204893368624
SouthSudan,Total Annual Cost by Country: $m,2036,212.40070059009432
Sudan,Annualized capex: $m,2030,353.8866151350194
Sudan,Annualized capex: $m,2036,834.5721269892828
Sudan,Fixed O&M: $m,2024,57.8572
Sudan,Fixed O&M: $m,2030,140.77067298346287
Sudan,Fixed O&M: $m,2036,360.2230836921753
Sudan,Variable O&M: $m,2024,60.58693469848495
Sudan,Variable O&M: $m,2030,72.10169175389413
Sudan,Variable O&M: $m,2036,70.37458250276912
Sudan,Total fuel Costs: $m,2024,394.5872287646779
Sudan,Total fuel Costs: $m,2030,592.8849858824781
Sudan,Total fuel Costs: $m,2036,506.3027429210954
Sudan,Spinning Reserve costs: $m,2024,22.65141864023801
Sudan,Spinning Reserve costs: $m,2030,30.96362321236997
Sudan,Spinning Reserve costs: $m,2036,31.50483117343932
Sudan,Unmet demand costs: $m,2024,291.9182539404576
Sudan,Unmet demand costs: $m,2030,0.00018071554018
Sudan,Unmet demand costs: $m,2036,0.0002379281073239
Sudan,Excess generation: $m,2024,0.0003917926808462
Sudan,Excess generation: $m,2030,9.234077271878144e-05
Sudan,Excess generation: $m,2036,0.0001386121779669
Sudan,Capex: $m,2024,1e-11
Sudan,Capex: $m,2030,419.2505585388294
Sudan,Capex: $m,2036,180.78556654153377
Sudan,Country Spinning Reserve violation: $m,2024,106.62143140524913
Sudan,Country Spinning Reserve violation: $m,2030,6.876380096190341
Sudan,Country Spinning Reserve violation: $m,2036,0.3821371088650838
Sudan,Country Planning Reserve violation: $m,2024,126.0417874061018
Sudan,Country Planning Reserve violation: $m,2030,43.62042678580664
Sudan,Country Planning Reserve violation: $m,2036,16.862330651397333
Sudan,Total Annual Cost by Country: $m,2024,1060.2646466478902
Sudan,Total Annual Cost by Country: $m,2030,1241.1046689055345
Sudan,Total Annual Cost by Country: $m,2036,1820.2222115793095
Tanzania,Annualized capex: $m,2024,0.0065345460209025
Tanzania,Annualized capex: $m,2030,373.25745174759805
Tanzania,Annualized capex: $m,2036,916.6484616206222
Tanzania,Fixed O&M: $m,2024,62.769871380052905
Tanzania,Fixed O&M: $m,2030,253.82732011460828
Tanzania,Fixed O&M: $m,2036,513.2022042643305
Tanzania,Variable O&M: $m,2024,18.46730234981761
Tanzania,Variable O&M: $m,2030,17.323639088317687
Tanzania,Variable O&M: $m,2036,28.340975769280064
Tanzania,Total fuel Costs: $m,2024,207.64856269108887
Tanzania,Total fuel Costs: $m,2030,52.58488094895334
Tanzania,Total fuel Costs: $m,2036,59.873672179499366
Tanzania,Transmission additions: $m,2030,1.504433907070323
Tanzania,Transmission additions: $m,2036,1.504433907070323
Tanzania,Spinning Reserve costs: $m,2024,14.455562016646644
Tanzania,Spinning Reserve costs: $m,2030,14.459963950119558
Tanzania,Spinning Reserve costs: $m,2036,14.460027281094266
Tanzania,Unmet demand costs: $m,2024,0.0008751871474943
Tanzania,Unmet demand costs: $m,2030,0.000275516433769
Tanzania,Unmet demand costs: $m,2036,0.0003320762753141
Tanzania,Excess generation: $m,2024,0.0004367741020752
Tanzania,Excess generation: $m,2030,0.0001235327890583
Tanzania,Excess generation: $m,2036,0.0001764697932392
Tanzania,Capex: $m,2024,1e-11
Tanzania,Capex: $m,2030,1.2048225337707572
Tanzania,Capex: $m,2036,451.54829237084925
Tanzania,Country Spinning Reserve violation: $m,2024,0.0008785365635681
Tanzania,Country Spinning Reserve violation: $m,2030,0.0001577184143295
Tanzania,Country Spinning Reserve violation: $m,2036,0.000218593552945
Tanzania,Country Planning Reserve violation: $m,2024,10.2567341059031
Tanzania,Country Planning Reserve violation: $m,2030,5.307036047803113e-06
Tanzania,Country Planning Reserve violation: $m,2036,7.735108158468982e-06
Tanzania,Total Annual Cost by Country: $m,2024,313.6067575873432
Tanzania,Total Annual Cost by Country: $m,2030,712.9582518313405
Tanzania,Total Annual Cost by Country: $m,2036,1534.0305098966264
Uganda,Annualized capex: $m,2024,162.34944363146576
Uganda,Annualized capex: $m,2030,212.74612186621945
Uganda,Annualized capex: $m,2036,311.40022767058053
Uganda,Fixed O&M: $m,2024,66.4551417042663
Uganda,Fixed O&M: $m,2030,91.58980625941776
Uganda,Fixed O&M: $m,2036,138.24802905088032
Uganda,Variable O&M: $m,2024,18.335290556746852
Uganda,Variable O&M: $m,2030,17.23672998121858
Uganda,Variable O&M: $m,2036,15.174943607481651
Uganda,Total fuel Costs: $m,2024,0.0019795516178958
Uganda,Total fuel Costs: $m,2030,0.0162639646372828
Uganda,Total fuel Costs: $m,2036,0.0099143947942128
Uganda,Transmission additions: $m,2030,1.504433907070323
Uganda,Transmission additions: $m,2036,1.504433907070323
Uganda,Spinning Reserve costs: $m,2024,2.2740825556414017
Uganda,Spinning Reserve costs: $m,2030,2.290756215351246
Uganda,Spinning Reserve costs: $m,2036,2.290871006367877
Uganda,Unmet demand costs: $m,2024,0.0008607135439086
Uganda,Unmet demand costs: $m,2030,0.0002756816413986
Uganda,Unmet demand costs: $m,2036,0.0003322452027259
Uganda,Excess generation: $m,2024,0.0004684118871031
Uganda,Excess generation: $m,2030,0.0001203162513156
Uganda,Excess generation: $m,2036,0.0001753405332308
Uganda,Capex: $m,2024,1e-11
Uganda,Capex: $m,2030,6.567585564051626
Uganda,Capex: $m,2036,0.1310667950255108
Uganda,Country Spinning Reserve violation: $m,2024,0.0007972687205882
Uganda,Country Spinning Reserve violation: $m,2030,0.0001590573330234
Uganda,Country Spinning Reserve violation: $m,2036,0.0002212371812033
Uganda,Country Planning Reserve violation: $m,2030,1.5498802503627676
Uganda,Country Planning Reserve violation: $m,2036,13.265418978676871
Uganda,Total Annual Cost by Country: $m,2024,249.4180643938898
Uganda,Total Annual Cost by Country: $m,2030,326.9345474995031
Uganda,Total Annual Cost by Country: $m,2036,481.894567438769
