c,uni,y,value
Kenya,Annualized capex: $m,2024,373.1244064845329
Kenya,Annualized capex: $m,2030,464.8655018355073
Kenya,Annualized capex: $m,2036,503.33928618916246
Kenya,Fixed O&M: $m,2024,206.44066348316008
Kenya,Fixed O&M: $m,2030,239.7170234357334
Kenya,Fixed O&M: $m,2036,249.51630102818947
Kenya,Variable O&M: $m,2024,136.40772056534755
Kenya,Variable O&M: $m,2030,130.8855761187893
Kenya,Variable O&M: $m,2036,103.7513735782007
Kenya,Total fuel Costs: $m,2024,0.009882074551884
Kenya,Total fuel Costs: $m,2030,0.0037344145487977
Kenya,Total fuel Costs: $m,2036,0.0048647166151256
Kenya,Spinning Reserve costs: $m,2024,9.153081783379184
Kenya,Spinning Reserve costs: $m,2030,9.153913745283267
Kenya,Spinning Reserve costs: $m,2036,9.15408175616698
Kenya,Unmet demand costs: $m,2024,0.0007961951118417
Kenya,Unmet demand costs: $m,2030,0.0002753680214866
Kenya,Unmet demand costs: $m,2036,0.0003317118804456
Kenya,Excess generation: $m,2024,0.0004416078236987
Kenya,Excess generation: $m,2030,0.0001212745877915
Kenya,Excess generation: $m,2036,0.0001784865382079
Kenya,Capex: $m,2024,0.0151940433173803
Kenya,Capex: $m,2030,33.34077896703135
Kenya,Capex: $m,2036,26.98692910725282
Kenya,Country Spinning Reserve violation: $m,2024,0.0008283149715158
Kenya,Country Spinning Reserve violation: $m,2030,0.0001591438000384
Kenya,Country Spinning Reserve violation: $m,2036,0.0002195789966585
Kenya,Country Planning Reserve violation: $m,2024,2.3740068933791717e-06
Kenya,Country Planning Reserve violation: $m,2030,4.388126859365806e-06
Kenya,Country Planning Reserve violation: $m,2036,79.92845468540195
Kenya,Total Annual Cost by Country: $m,2024,725.1378228828858
Kenya,Total Annual Cost by Country: $m,2030,844.6263097243981
Kenya,Total Annual Cost by Country: $m,2036,945.6950917311518
Burundi,Annualized capex: $m,2024,22.13339104964638
Burundi,Annualized capex: $m,2030,36.22792223699104
Burundi,Annualized capex: $m,2036,41.57894540119636
Burundi,Fixed O&M: $m,2024,5.550048930503065
Burundi,Fixed O&M: $m,2030,12.362225234366967
Burundi,Fixed O&M: $m,2036,15.005518595841108
Burundi,Variable O&M: $m,2024,1.9960569942670203
Burundi,Variable O&M: $m,2030,8.140825804455394
Burundi,Variable O&M: $m,2036,11.218486732778828
Burundi,Total fuel Costs: $m,2024,63.60038765371079
Burundi,Total fuel Costs: $m,2030,0.0008247830406241
Burundi,Total fuel Costs: $m,2036,0.0011440633859584
Burundi,Spinning Reserve costs: $m,2024,0.8676908528209859
Burundi,Spinning Reserve costs: $m,2030,0.8892087416068958
Burundi,Spinning Reserve costs: $m,2036,0.8892816733590747
Burundi,Unmet demand costs: $m,2024,31.097794295728832
Burundi,Unmet demand costs: $m,2030,0.000204144226213
Burundi,Unmet demand costs: $m,2036,0.0002610517231344
Burundi,Excess generation: $m,2024,0.0001089386057999
Burundi,Excess generation: $m,2030,0.0001358563295431
Burundi,Excess generation: $m,2036,0.000191635628327
Burundi,Capex: $m,2024,1e-11
Burundi,Capex: $m,2030,193.95489514330544
Burundi,Capex: $m,2036,73.60563463407566
Burundi,Country Spinning Reserve violation: $m,2024,0.2568312551933591
Burundi,Country Spinning Reserve violation: $m,2030,0.0001743782573976
Burundi,Country Spinning Reserve violation: $m,2036,0.0002490182498666
Burundi,Country Planning Reserve violation: $m,2024,5.109117428363192
Burundi,Country Planning Reserve violation: $m,2030,1.4076936045640431
Burundi,Country Planning Reserve violation: $m,2036,3.3760846751606857
Burundi,Total Annual Cost by Country: $m,2024,130.61142739883942
Burundi,Total Annual Cost by Country: $m,2030,59.02921478383813
Burundi,Total Annual Cost by Country: $m,2036,72.07016284732337
Djibouti,Annualized capex: $m,2024,0.0006034802482424
Djibouti,Annualized capex: $m,2030,7.645820405367194
Djibouti,Annualized capex: $m,2036,27.514451814326797
Djibouti,Fixed O&M: $m,2024,0.9152
Djibouti,Fixed O&M: $m,2030,3.625328819523678
Djibouti,Fixed O&M: $m,2036,16.648101362535552
Djibouti,Variable O&M: $m,2024,0.3864056150383118
Djibouti,Variable O&M: $m,2030,1.1599458744134077
Djibouti,Variable O&M: $m,2036,3.0300320025252154
Djibouti,Total fuel Costs: $m,2024,7.313994292057731
Djibouti,Total fuel Costs: $m,2030,1.6889516926329318
Djibouti,Total fuel Costs: $m,2036,16.058914930692858
Djibouti,Spinning Reserve costs: $m,2024,0.5879987323055812
Djibouti,Spinning Reserve costs: $m,2030,0.5999463188195021
Djibouti,Spinning Reserve costs: $m,2036,0.8966947220389027
Djibouti,Unmet demand costs: $m,2024,0.0008890205726532
Djibouti,Unmet demand costs: $m,2030,0.0002819971264758
Djibouti,Unmet demand costs: $m,2036,0.000345405615064
Djibouti,Excess generation: $m,2024,0.0004730304138626
Djibouti,Excess generation: $m,2030,0.0001193022437791
Djibouti,Excess generation: $m,2036,0.0001391922260307
Djibouti,Capex: $m,2024,1e-11
Djibouti,Capex: $m,2030,99.6626133588926
Djibouti,Capex: $m,2036,259.92541784858577
