z,f,y,value
Kenya,Diesel,2030,0.0022441673505238
Kenya,Diesel,2036,0.0060003610684489
Kenya,Gas,2030,0.0316390058517145
Kenya,Gas,2036,0.1862684246154248
Kenya,Solar,2024,0.0110101763096959
Kenya,Solar,2030,32.00948293852974
Kenya,Solar,2036,30.014242227763013
Kenya,Water,2030,228.02403608492975
Kenya,Water,2036,269.9341088742637
Kenya,HFO,2030,0.0063575819981838
Kenya,HFO,2036,0.039261269155954
Kenya,Battery,2030,0.0575154288655323
Kenya,Battery,2036,1.1099180480300137
Kenya,Geothermal,2024,380.0129851056107
Kenya,Geothermal,2030,63.890428773395286
Kenya,Geothermal,2036,100.00720020441358
Kenya,Uranium,2036,0.0004782413448357
Kenya,Biomass,2024,19.651207198563668
Kenya,Biomass,2030,241.87595799395692
Kenya,Biomass,2036,20.005317025762324
Kenya,Coal,2030,0.0006857059071385
Kenya,Coal,2036,0.0037270437785123
Kenya,Pumped,2036,0.0038021564155773
Burundi,Diesel,2030,0.0046124771492554
Burundi,Diesel,2036,0.0037310357156654
Burundi,Gas,2030,283.7548387309837
Burundi,Gas,2036,110.06766683746557
Burundi,Solar,2030,0.0023195798225354
Burundi,Solar,2036,0.0038255652995817
Burundi,Water,2024,16.001223262576634
Burundi,Water,2030,0.0178531348259
Burundi,Water,2036,0.0238515366135039
Burundi,Peat,2030,0.0009602980244567
Burundi,Peat,2036,0.0024584812823666
Burundi,Waste,2030,0.0011008748127071
Burundi,Waste,2036,0.0016513559878072
Burundi,HFO,2030,0.005869256111175
Burundi,HFO,2036,0.0048743574039435
Burundi,Biomass,2030,0.0004979449156248
Burundi,Biomass,2036,0.0012648409200836
Djibouti,Diesel,2030,0.004557502218755
Djibouti,Diesel,2036,0.002329069679022
Djibouti,Gas,2030,0.0099342950715682
Djibouti,Gas,2036,30.354563432849236
Djibouti,Solar,2030,50.00108607933812
Djibouti,Solar,2036,178.05145440242376
Djibouti,HFO,2030,60.00594070613061
Djibouti,HFO,2036,40.00311506191015
Djibouti,Battery,2030,17.64967702588611
Djibouti,Battery,2036,164.9833227837494
Djibouti,Geothermal,2024,0.0027689345734386
Djibouti,Geothermal,2030,1.8846259900389115e-05
Djibouti,Geothermal,2036,0.0009083140946545
Djibouti,Biomass,2030,1.5148277953384222
Djibouti,Biomass,2036,1.487011953923555
Drc_E,Diesel,2030,0.0045158198662619
Drc_E,Diesel,2036,0.0035689347781901
Drc_E,Solar,2030,0.0014676819235624
Drc_E,Solar,2036,0.001169058481465
Drc_E,Water,2024,54.80834044079114
Drc_E,Water,2030,13.364690323688633
Drc_E,Water,2036,0.7581515323670951
Drc_E,HFO,2030,0.0057692456215428
Drc_E,HFO,2036,0.0046016960315925
Drc_E,Battery,2030,0.0731846724379082
Drc_E,Battery,2036,0.5018722226975508
Drc_E,Biomass,2030,59.53543414000957
Drc_E,Biomass,2036,6.334440276619286e-05
Egypt,Diesel,2030,0.0014521440840632
Egypt,Diesel,2036,0.0059346255678352
Egypt,Gas,2030,0.0199185650369343
Egypt,Gas,2036,4379.468602415945
Egypt,Solar,2030,0.0054197833905511
Egypt,Solar,2036,0.0173258452452235
Egypt,Water,2030,0.0040478883096227
Egypt,Water,2036,2800.0077278571075
Egypt,HFO,2030,0.0017486154564385
Egypt,HFO,2036,0.0075265664671945
Egypt,Battery,2030,0.0108503868205007
Egypt,Battery,2036,0.1239722681476732
Egypt,Uranium,2030,2400.0
Egypt,Uranium,2036,2400.0
Egypt,Biomass,2030,0.0058830342268713
Egypt,Biomass,2036,316.3211129467398
Ethiopia,Diesel,2030,82.00234627590203
Ethiopia,Diesel,2036,0.004736111103962
Ethiopia,Solar,2024,0.015712144569576
Ethiopia,Solar,2030,0.0052908939361863
Ethiopia,Solar,2036,0.0500835136227405
Ethiopia,Water,2024,0.0138234206004601
Ethiopia,Water,2030,6840.036790910272
Ethiopia,Water,2036,1085.1163611816146
Ethiopia,HFO,2030,0.0016946945814183
Ethiopia,HFO,2036,0.0021848238706114
Ethiopia,Wind,2030,720.0
Ethiopia,Battery,2030,0.0128084829597479
Ethiopia,Battery,2036,0.0071045247753898
Ethiopia,Geothermal,2030,395.00023756361696
Ethiopia,Geothermal,2036,0.0082356206157194
Ethiopia,Biomass,2024,0.001510467892269
Ethiopia,Biomass,2030,280.0001342116123
Ethiopia,Biomass,2036,0.0045630199913933
Libya,Diesel,2030,0.0031136132332041
Libya,Diesel,2036,0.0041971126446673
Libya,Gas,2030,7520.002244823215
Libya,Gas,2036,4899.531563220696
Libya,Solar,2030,0.0222810217878822
Libya,Solar,2036,0.0529678229572288
Libya,HFO,2030,0.0038380553873788
Libya,HFO,2036,0.0053371792212395
Libya,Battery,2030,0.0317355927730413
Libya,Battery,2036,0.099221895908366
Rwanda,Diesel,2030,0.0044485160653158
Rwanda,Diesel,2036,0.0036965046965686
Rwanda,Gas,2024,0.013907217888774
Rwanda,Gas,2030,0.2902256831462994
Rwanda,Gas,2036,0.0451440853452451
Rwanda,Solar,2030,0.0344833099306484
Rwanda,Solar,2036,0.0012745283938819
Rwanda,Water,2024,0.1775926066513032
Rwanda,Water,2030,2.060677178037741
Rwanda,Water,2036,266.00220454311795
Rwanda,Peat,2030,35.00139902070132
Rwanda,Peat,2036,0.0024543789494033
Rwanda,HFO,2030,0.0056789139091245
Rwanda,HFO,2036,0.00477320984955
Rwanda,Battery,2030,0.074136620039259
Rwanda,Battery,2036,0.5026402518862277
Rwanda,Biomass,2030,25.3203354925473
Rwanda,Biomass,2036,0.000112552560976
Rwanda,Methane,2024,0.006602853956644
Rwanda,Methane,2030,2.7020122720754053e-05
Rwanda,Methane,2036,0.0003669240247309
Somaliland,Diesel,2030,0.0074230756803237
Somaliland,Diesel,2036,0.0119677079113332
Somaliland,Solar,2030,0.0019222127274834
Somaliland,Solar,2036,226.53269742473424
Somaliland,Water,2030,0.0010180915822771
Somaliland,Water,2036,35.0020413765576
Somaliland,HFO,2030,0.005756323749366
Somaliland,HFO,2036,42.88491281219043
Somaliland,Battery,2030,43.65267197325907
Somaliland,Battery,2036,276.1918594965262
Mogadishu,Diesel,2030,0.0074321651207226
Mogadishu,Diesel,2036,0.0047426668571794
Mogadishu,Gas,2030,112.60272599671907
Mogadishu,Gas,2036,168.0974339592113
Mogadishu,Solar,2030,0.0020253584761861
Mogadishu,Solar,2036,0.0038549924481045
Mogadishu,HFO,2030,0.005761179546494
Mogadishu,HFO,2036,0.003709327302883
Mogadishu,Battery,2030,0.7305808276899822
Mogadishu,Battery,2036,15.732288722161808
SomaliaROC,Diesel,2030,0.0074310385961448
SomaliaROC,Diesel,2036,0.0047491489174177
SomaliaROC,Gas,2030,64.45329076010121
SomaliaROC,Gas,2036,121.51607100527362
SomaliaROC,Solar,2030,0.0020148417256566
SomaliaROC,Solar,2036,0.0038550806913885
SomaliaROC,Water,2030,0.0011769351832515
SomaliaROC,Water,2036,0.0036376862247618
SomaliaROC,HFO,2030,0.0057593117015503
SomaliaROC,HFO,2036,0.0037103715535921
SomaliaROC,Battery,2030,0.7309471313283086
SomaliaROC,Battery,2036,11.955518395576089
SouthSudan,Diesel,2030,0.0387256097740609
SouthSudan,Diesel,2036,0.0036107595279545
