z,z2,y,value
Kenya,Ethiopia,2024,105.0
Kenya,Ethiopia,2030,325.0
Kenya,Ethiopia,2036,1225.0
Kenya,Tanzania,2024,1500.0
Kenya,Tanzania,2030,1500.0
Kenya,Tanzania,2036,1500.0
Kenya,Uganda,2024,70.0
Kenya,Uganda,2030,370.0
Kenya,Uganda,2036,370.0
Burundi,Rwanda,2024,27.0
Burundi,Rwanda,2030,27.0
Burundi,Rwanda,2036,27.0
Djibouti,Ethiopia,2024,95.0
Djibouti,Ethiopia,2030,160.0
Djibouti,Ethiopia,2036,160.0
Drc_E,Rwanda,2024,12.0
Drc_E,Rwanda,2030,112.0
Drc_E,Rwanda,2036,112.0
Egypt,Libya,2024,180.0
Egypt,Libya,2030,180.0
Egypt,Libya,2036,180.0
Egypt,Sudan,2024,300.0
Egypt,Sudan,2030,300.0
Egypt,Sudan,2036,300.0
Ethiopia,Kenya,2024,105.0
Ethiopia,Kenya,2030,325.0
Ethiopia,Kenya,2036,1225.0
Ethiopia,Djibouti,2024,95.0
Ethiopia,Djibouti,2030,160.0
Ethiopia,Djibouti,2036,160.0
Ethiopia,Somaliland,2030,100.0
Ethiopia,Somaliland,2036,100.0
Ethiopia,Sudan,2024,240.0
Ethiopia,Sudan,2030,240.0
Ethiopia,Sudan,2036,240.0
Libya,Egypt,2024,180.0
Libya,Egypt,2030,180.0
Libya,Egypt,2036,180.0
Rwanda,Burundi,2024,27.0
Rwanda,Burundi,2030,27.0
Rwanda,Burundi,2036,27.0
Rwanda,Drc_E,2024,12.0
Rwanda,Drc_E,2030,112.0
Rwanda,Drc_E,2036,112.0
Rwanda,Tanzania,2024,27.0
Rwanda,Tanzania,2030,27.0
Rwanda,Tanzania,2036,27.0
Rwanda,Uganda,2024,342.0
Rwanda,Uganda,2030,342.0
Rwanda,Uganda,2036,342.0
Somaliland,Ethiopia,2030,100.0
Somaliland,Ethiopia,2036,100.0
SouthSudan,Sudan,2024,12.0
SouthSudan,Sudan,2030,12.0
SouthSudan,Sudan,2036,12.0
Sudan,Egypt,2024,300.0
Sudan,Egypt,2030,300.0
Sudan,Egypt,2036,300.0
Sudan,Ethiopia,2024,240.0
Sudan,Ethiopia,2030,240.0
Sudan,Ethiopia,2036,240.0
Sudan,SouthSudan,2024,12.0
Sudan,SouthSudan,2030,12.0
Sudan,SouthSudan,2036,12.0
Tanzania,Kenya,2024,1500.0
Tanzania,Kenya,2030,1500.0
Tanzania,Kenya,2036,1500.0
Tanzania,Rwanda,2024,27.0
Tanzania,Rwanda,2030,27.0
Tanzania,Rwanda,2036,27.0
Tanzania,Uganda,2024,70.0
Tanzania,Uganda,2030,1070.0
Tanzania,Uganda,2036,2570.0
Uganda,Kenya,2024,70.0
Uganda,Kenya,2030,370.0
Uganda,Kenya,2036,370.0
Uganda,Rwanda,2024,342.0
Uganda,Rwanda,2030,342.0
Uganda,Rwanda,2036,342.0
Uganda,Tanzania,2024,70.0
Uganda,Tanzania,2030,1070.0
Uganda,Tanzania,2036,2570.0
