z,g,uni,y,value
Kenya,Small_Biomass_Thika_Way,Spinning Reserve Cost in MUSD,2030,0.0212905984157744
Kenya,Small_Biomass_Thika_Way,Spinning Reserve Cost in MUSD,2036,0.0213132326250402
Kenya,Small_Biomass_Thika_Way,Capacity Factor,2024,0.6500246978060562
Kenya,Small_Biomass_Thika_Way,Capacity Factor,2030,0.6500245131047743
Kenya,Small_Biomass_Thika_Way,Capacity Factor,2036,0.650024140033845
Kenya,Tana_Biomass_Limited_Biogas,Annuity Cost in MUSD,2036,2.179599726167596
Kenya,Tana_Biomass_Limited_Biogas,Fixed Cost in MUSD,2036,2.0001214805686365
Kenya,Tana_Biomass_Limited_Biogas,Variable Cost in MUSD,2036,0.4073773480208916
Kenya,Tana_Biomass_Limited_Biogas,Spinning Reserve Cost in MUSD,2036,0.0165816134866202
Kenya,Tana_Biomass_Limited_Biogas,Capacity Factor,2036,0.930028779241614
Kenya,Dongo_Kundu,Annuity Cost in MUSD,2030,0.000144002971315
Kenya,Dongo_Kundu,Annuity Cost in MUSD,2036,0.0005499003473716
Kenya,Dongo_Kundu,Fixed Cost in MUSD,2030,5.5858438417437336e-05
Kenya,Dongo_Kundu,Fixed Cost in MUSD,2036,0.0001968421895343
Kenya,Dongo_Kundu,Variable Cost in MUSD,2030,0.0001494651380577
Kenya,Dongo_Kundu,Variable Cost in MUSD,2036,0.0002085764287608
Kenya,Dongo_Kundu,Spinning Reserve Cost in MUSD,2030,2.5017832437099308e-05
Kenya,Dongo_Kundu,Spinning Reserve Cost in MUSD,2036,3.6074286801557134e-05
Kenya,Dongo_Kundu,Capacity Factor,2030,0.105428478674528
Kenya,Dongo_Kundu,Capacity Factor,2036,0.0422076405893498
Kenya,Generic_GENC_Natural_Gas_-_CCGT,Annuity Cost in MUSD,2030,0.0001863178196802
Kenya,Generic_GENC_Natural_Gas_-_CCGT,Annuity Cost in MUSD,2036,0.000956411144612
Kenya,Generic_GENC_Natural_Gas_-_CCGT,Fixed Cost in MUSD,2030,0.0001000693049324
Kenya,Generic_GENC_Natural_Gas_-_CCGT,Fixed Cost in MUSD,2036,0.0005044432375175
Kenya,Generic_GENC_Natural_Gas_-_CCGT,Variable Cost in MUSD,2030,0.0001751458998898
Kenya,Generic_GENC_Natural_Gas_-_CCGT,Variable Cost in MUSD,2036,0.0002558831309465
Kenya,Generic_GENC_Natural_Gas_-_CCGT,Spinning Reserve Cost in MUSD,2030,2.962435637004588e-05
Kenya,Generic_GENC_Natural_Gas_-_CCGT,Spinning Reserve Cost in MUSD,2036,5.974079419641815e-05
Kenya,Generic_GENC_Natural_Gas_-_CCGT,Capacity Factor,2030,0.0724250747018268
Kenya,Generic_GENC_Natural_Gas_-_CCGT,Capacity Factor,2036,0.0212526467102202
Kenya,CCGT_GENC_CCS,Annuity Cost in MUSD,2036,0.000125943858001
Kenya,CCGT_GENC_CCS,Fixed Cost in MUSD,2036,5.334141353697824e-05
Kenya,CCGT_GENC_CCS,Variable Cost in MUSD,2036,0.0001538808118721
Kenya,CCGT_GENC_CCS,Spinning Reserve Cost in MUSD,2036,2.07742067975926e-05
Kenya,CCGT_GENC_CCS,Capacity Factor,2036,0.2261364202252574
Kenya,Kitui,Annuity Cost in MUSD,2030,5.258694470535172e-05
Kenya,Kitui,Annuity Cost in MUSD,2036,0.0001897849421634
Kenya,Kitui,Fixed Cost in MUSD,2030,2.089777347710859e-05
Kenya,Kitui,Fixed Cost in MUSD,2036,7.541953146205704e-05
Kenya,Kitui,Variable Cost in MUSD,2030,0.000183656134909
Kenya,Kitui,Variable Cost in MUSD,2036,0.000223108751683
Kenya,Kitui,Spinning Reserve Cost in MUSD,2030,1.6715772786080738e-05
Kenya,Kitui,Spinning Reserve Cost in MUSD,2036,2.094937872359297e-05
Kenya,Kitui,Capacity Factor,2030,1.3976281846978849
Kenya,Kitui,Capacity Factor,2036,0.4904057794370982
Kenya,Lamu_Coal_Power_Station,Annuity Cost in MUSD,2030,6.46155096783165e-05
Kenya,Lamu_Coal_Power_Station,Annuity Cost in MUSD,2036,0.0002067897775796
Kenya,Lamu_Coal_Power_Station,Fixed Cost in MUSD,2030,2.3670090448509754e-05
Kenya,Lamu_Coal_Power_Station,Fixed Cost in MUSD,2036,7.575166958374523e-05
Kenya,Lamu_Coal_Power_Station,Variable Cost in MUSD,2030,0.0001996856571081
Kenya,Lamu_Coal_Power_Station,Variable Cost in MUSD,2036,0.0002356441827738
Kenya,Lamu_Coal_Power_Station,Spinning Reserve Cost in MUSD,2030,1.6393334750053825e-05
Kenya,Lamu_Coal_Power_Station,Spinning Reserve Cost in MUSD,2036,2.070968871421994e-05
Kenya,Lamu_Coal_Power_Station,Capacity Factor,2030,1.4157778897095976
Kenya,Lamu_Coal_Power_Station,Capacity Factor,2036,0.544088151313253
Kenya,AGIL_Longonot_Stage_1,Annuity Cost in MUSD,2024,0.0004628983191083
Kenya,AGIL_Longonot_Stage_1,Annuity Cost in MUSD,2030,0.0003036848531941
Kenya,AGIL_Longonot_Stage_1,Annuity Cost in MUSD,2036,0.0001477463772142
Kenya,AGIL_Longonot_Stage_1,Fixed Cost in MUSD,2024,0.0002706648672513
Kenya,AGIL_Longonot_Stage_1,Fixed Cost in MUSD,2030,0.0001775699264459
Kenya,AGIL_Longonot_Stage_1,Fixed Cost in MUSD,2036,8.638993041192914e-05
Kenya,AGIL_Longonot_Stage_1,Spinning Reserve Cost in MUSD,2024,1.345828122918788e-05
Kenya,AGIL_Longonot_Stage_1,Spinning Reserve Cost in MUSD,2030,1.259507477762718e-05
Kenya,AGIL_Longonot_Stage_1,Spinning Reserve Cost in MUSD,2036,1.2397147921539406e-05
Kenya,AGIL_Longonot_Stage_1,Capacity Factor,2024,1.2653725786040522
Kenya,AGIL_Longonot_Stage_1,Capacity Factor,2030,1.4527278418368537
Kenya,AGIL_Longonot_Stage_1,Capacity Factor,2036,1.9465936062586475
Kenya,AGIL_Longonot_Stage_2,Annuity Cost in MUSD,2024,0.0004628983191083
Kenya,AGIL_Longonot_Stage_2,Annuity Cost in MUSD,2030,0.0003036848531941
Kenya,AGIL_Longonot_Stage_2,Annuity Cost in MUSD,2036,0.0001477463772142
Kenya,AGIL_Longonot_Stage_2,Fixed Cost in MUSD,2024,0.0002706648672513
Kenya,AGIL_Longonot_Stage_2,Fixed Cost in MUSD,2030,0.0001775699264459
Kenya,AGIL_Longonot_Stage_2,Fixed Cost in MUSD,2036,8.638993041192914e-05
Kenya,AGIL_Longonot_Stage_2,Spinning Reserve Cost in MUSD,2024,1.345828122918788e-05
Kenya,AGIL_Longonot_Stage_2,Spinning Reserve Cost in MUSD,2030,1.259507477762718e-05
Kenya,AGIL_Longonot_Stage_2,Spinning Reserve Cost in MUSD,2036,1.2397147921539406e-05
Kenya,AGIL_Longonot_Stage_2,Capacity Factor,2024,1.2653725786040522
Kenya,AGIL_Longonot_Stage_2,Capacity Factor,2030,1.4527278418368537
Kenya,AGIL_Longonot_Stage_2,Capacity Factor,2036,1.9465936062586475
Kenya,AGIL_Longonot_Stage_3,Annuity Cost in MUSD,2024,0.000468266749118
Kenya,AGIL_Longonot_Stage_3,Annuity Cost in MUSD,2030,0.0003090574279776
Kenya,AGIL_Longonot_Stage_3,Annuity Cost in MUSD,2036,0.0001530973676199
Kenya,AGIL_Longonot_Stage_3,Fixed Cost in MUSD,2024,0.0002720084483073
Kenya,AGIL_Longonot_Stage_3,Fixed Cost in MUSD,2030,0.000179526373761
Kenya,AGIL_Longonot_Stage_3,Fixed Cost in MUSD,2036,8.893174133046471e-05
Kenya,AGIL_Longonot_Stage_3,Spinning Reserve Cost in MUSD,2024,1.3475868788177696e-05
Kenya,AGIL_Longonot_Stage_3,Spinning Reserve Cost in MUSD,2030,1.2613448378162316e-05
Kenya,AGIL_Longonot_Stage_3,Spinning Reserve Cost in MUSD,2036,1.2426934236962276e-05
Kenya,AGIL_Longonot_Stage_3,Capacity Factor,2024,1.2616292347904992
Kenya,AGIL_Longonot_Stage_3,Capacity Factor,2030,1.443759446415375
Kenya,AGIL_Longonot_Stage_3,Capacity Factor,2036,1.909839461435605
Kenya,AGIL_Longonot_Stage_4,Annuity Cost in MUSD,2024,0.000468266749118
Kenya,AGIL_Longonot_Stage_4,Annuity Cost in MUSD,2030,0.0003090574279776
Kenya,AGIL_Longonot_Stage_4,Annuity Cost in MUSD,2036,0.0001530973676199
Kenya,AGIL_Longonot_Stage_4,Fixed Cost in MUSD,2024,0.0002720084483073
Kenya,AGIL_Longonot_Stage_4,Fixed Cost in MUSD,2030,0.000179526373761
Kenya,AGIL_Longonot_Stage_4,Fixed Cost in MUSD,2036,8.893174133046471e-05
Kenya,AGIL_Longonot_Stage_4,Spinning Reserve Cost in MUSD,2024,1.3475868788177696e-05
Kenya,AGIL_Longonot_Stage_4,Spinning Reserve Cost in MUSD,2030,1.2613448378162316e-05
Kenya,AGIL_Longonot_Stage_4,Spinning Reserve Cost in MUSD,2036,1.2426934236962276e-05
Kenya,AGIL_Longonot_Stage_4,Capacity Factor,2024,1.2616292347904992
Kenya,AGIL_Longonot_Stage_4,Capacity Factor,2030,1.443759446415375
Kenya,AGIL_Longonot_Stage_4,Capacity Factor,2036,1.909839461435605
Kenya,Baringo_Silali__-_Korosi_I,Annuity Cost in MUSD,2030,0.0141753097999903
Kenya,Baringo_Silali__-_Korosi_I,Annuity Cost in MUSD,2036,0.0140959499945135
Kenya,Baringo_Silali__-_Korosi_I,Fixed Cost in MUSD,2030,0.0066387510932209
Kenya,Baringo_Silali__-_Korosi_I,Fixed Cost in MUSD,2036,0.00660158435734
Kenya,Baringo_Silali__-_Korosi_I,Variable Cost in MUSD,2030,0.0068097650257708
Kenya,Baringo_Silali__-_Korosi_I,Variable Cost in MUSD,2036,0.0064812486283598
Kenya,Baringo_Silali__-_Korosi_I,Spinning Reserve Cost in MUSD,2030,8.981654783149497e-05
Kenya,Baringo_Silali__-_Korosi_I,Spinning Reserve Cost in MUSD,2036,9.771146270899062e-05
Kenya,Baringo_Silali__-_Korosi_I,Capacity Factor,2030,0.8366501006673744
Kenya,Baringo_Silali__-_Korosi_I,Capacity Factor,2036,0.8007715436066395
Kenya,Baringo_Silali__-_Paka_I,Annuity Cost in MUSD,2030,0.0141753097999903
Kenya,Baringo_Silali__-_Paka_I,Annuity Cost in MUSD,2036,0.0140959499945135
Kenya,Baringo_Silali__-_Paka_I,Fixed Cost in MUSD,2030,0.0066387510932209
Kenya,Baringo_Silali__-_Paka_I,Fixed Cost in MUSD,2036,0.00660158435734
Kenya,Baringo_Silali__-_Paka_I,Variable Cost in MUSD,2030,0.0068097650257708
Kenya,Baringo_Silali__-_Paka_I,Variable Cost in MUSD,2036,0.0064812486283598
Kenya,Baringo_Silali__-_Paka_I,Spinning Reserve Cost in MUSD,2030,8.981654783149497e-05
Kenya,Baringo_Silali__-_Paka_I,Spinning Reserve Cost in MUSD,2036,9.771146270899062e-05
Kenya,Baringo_Silali__-_Paka_I,Capacity Factor,2030,0.8366501006673744
Kenya,Baringo_Silali__-_Paka_I,Capacity Factor,2036,0.8007715436066395
Kenya,Baringo_Silali__-_Silali_I,Annuity Cost in MUSD,2030,0.0141753097999903
Kenya,Baringo_Silali__-_Silali_I,Annuity Cost in MUSD,2036,0.0140959499945135
Kenya,Baringo_Silali__-_Silali_I,Fixed Cost in MUSD,2030,0.0066387510932209
Kenya,Baringo_Silali__-_Silali_I,Fixed Cost in MUSD,2036,0.00660158435734
Kenya,Baringo_Silali__-_Silali_I,Variable Cost in MUSD,2030,0.0068097650257708
Kenya,Baringo_Silali__-_Silali_I,Variable Cost in MUSD,2036,0.0064812486283598
Kenya,Baringo_Silali__-_Silali_I,Spinning Reserve Cost in MUSD,2030,8.981654783149497e-05
Kenya,Baringo_Silali__-_Silali_I,Spinning Reserve Cost in MUSD,2036,9.771146270899062e-05
Kenya,Baringo_Silali__-_Silali_I,Capacity Factor,2030,0.8366501006673744
Kenya,Baringo_Silali__-_Silali_I,Capacity Factor,2036,0.8007715436066395
Kenya,Eburru_2,Annuity Cost in MUSD,2030,0.000284373401534
Kenya,Eburru_2,Annuity Cost in MUSD,2036,0.0003110190061622
Kenya,Eburru_2,Fixed Cost in MUSD,2030,0.0001646830895977
Kenya,Eburru_2,Fixed Cost in MUSD,2036,0.0001801137890608
Kenya,Eburru_2,Spinning Reserve Cost in MUSD,2030,1.3026474252127383e-05
Kenya,Eburru_2,Spinning Reserve Cost in MUSD,2036,1.445471196644135e-05
Kenya,Eburru_2,Capacity Factor,2030,1.486889010957881
Kenya,Eburru_2,Capacity Factor,2036,1.3306212182355135
Kenya,Generic_GENC_Geothermal,Annuity Cost in MUSD,2030,0.0007623127055456
Kenya,Generic_GENC_Geothermal,Annuity Cost in MUSD,2036,0.0006458831456743
Kenya,Generic_GENC_Geothermal,Fixed Cost in MUSD,2030,0.0002404670050857
Kenya,Generic_GENC_Geothermal,Fixed Cost in MUSD,2036,0.0002037399935037
Kenya,Generic_GENC_Geothermal,Variable Cost in MUSD,2030,0.0003048718966629
Kenya,Generic_GENC_Geothermal,Variable Cost in MUSD,2036,0.0002289300914232
Kenya,Generic_GENC_Geothermal,Spinning Reserve Cost in MUSD,2030,1.70170696180944e-05
Kenya,Generic_GENC_Geothermal,Spinning Reserve Cost in MUSD,2036,1.932524359205847e-05
Kenya,Generic_GENC_Geothermal,Capacity Factor,2030,0.97624308012566
Kenya,Generic_GENC_Geothermal,Capacity Factor,2036,0.8652122587422297
Kenya,Marine_Power_Akiira___Stage_1,Annuity Cost in MUSD,2030,0.000482756579084
Kenya,Marine_Power_Akiira___Stage_1,Annuity Cost in MUSD,2036,0.0004311675876423
Kenya,Marine_Power_Akiira___Stage_1,Fixed Cost in MUSD,2030,0.0002804253520757
Kenya,Marine_Power_Akiira___Stage_1,Fixed Cost in MUSD,2036,0.0002504581559461
Kenya,Marine_Power_Akiira___Stage_1,Spinning Reserve Cost in MUSD,2030,1.3932133520404583e-05
Kenya,Marine_Power_Akiira___Stage_1,Spinning Reserve Cost in MUSD,2036,1.5310752846799737e-05
Kenya,Marine_Power_Akiira___Stage_1,Capacity Factor,2030,1.225090031843601
Kenya,Marine_Power_Akiira___Stage_1,Capacity Factor,2036,1.1715213848609694
Kenya,Menengai_I_Phase_I_Stage_I_-_Orpower22,Annuity Cost in MUSD,2030,0.0034145072320782
Kenya,Menengai_I_Phase_I_Stage_I_-_Orpower22,Annuity Cost in MUSD,2036,0.0033360835072722
Kenya,Menengai_I_Phase_I_Stage_I_-_Orpower22,Fixed Cost in MUSD,2030,0.0014765523015804
Kenya,Menengai_I_Phase_I_Stage_I_-_Orpower22,Fixed Cost in MUSD,2036,0.0014426391412061
Kenya,Menengai_I_Phase_I_Stage_I_-_Orpower22,Variable Cost in MUSD,2030,0.0015902737598175
Kenya,Menengai_I_Phase_I_Stage_I_-_Orpower22,Variable Cost in MUSD,2036,0.0012884595946109
Kenya,Menengai_I_Phase_I_Stage_I_-_Orpower22,Spinning Reserve Cost in MUSD,2030,3.294202615504815e-05
Kenya,Menengai_I_Phase_I_Stage_I_-_Orpower22,Spinning Reserve Cost in MUSD,2036,3.708355627227681e-05
Kenya,Menengai_I_Phase_I_Stage_I_-_Orpower22,Capacity Factor,2030,0.7935688561390651
Kenya,Menengai_I_Phase_I_Stage_I_-_Orpower22,Capacity Factor,2036,0.6580738751591347
Kenya,Menengai_III_,Annuity Cost in MUSD,2030,0.0005661322362107
Kenya,Menengai_III_,Annuity Cost in MUSD,2036,0.0004758467662148
Kenya,Menengai_III_,Fixed Cost in MUSD,2030,0.0003431965895609
Kenya,Menengai_III_,Fixed Cost in MUSD,2036,0.0002884643849493
Kenya,Menengai_III_,Spinning Reserve Cost in MUSD,2030,1.4321885811548631e-05
Kenya,Menengai_III_,Spinning Reserve Cost in MUSD,2036,1.564002869161142e-05
Kenya,Menengai_III_,Capacity Factor,2030,1.1705052896938293
Kenya,Menengai_III_,Capacity Factor,2036,1.1327434426054075
Kenya,Menengai_Istage2,Annuity Cost in MUSD,2030,0.0005554539734999
Kenya,Menengai_Istage2,Annuity Cost in MUSD,2036,0.0004687818463692
Kenya,Menengai_Istage2,Fixed Cost in MUSD,2030,0.0003389458863493
Kenya,Menengai_Istage2,Fixed Cost in MUSD,2036,0.0002860573260839
Kenya,Menengai_Istage2,Spinning Reserve Cost in MUSD,2030,1.4283291615840808e-05
Kenya,Menengai_Istage2,Spinning Reserve Cost in MUSD,2036,1.560726144533633e-05
Kenya,Menengai_Istage2,Capacity Factor,2030,1.175158324504262
Kenya,Menengai_Istage2,Capacity Factor,2036,1.13670941469554
Kenya,MenengaiV,Annuity Cost in MUSD,2036,0.000466579156976
Kenya,MenengaiV,Fixed Cost in MUSD,2036,0.0002842325910067
Kenya,MenengaiV,Spinning Reserve Cost in MUSD,2036,1.55989876050316e-05
Kenya,MenengaiV,Capacity Factor,2036,1.1370017795780645
Kenya,Olkaria_7,Annuity Cost in MUSD,2024,21.358826256555314
Kenya,Olkaria_7,Annuity Cost in MUSD,2030,21.35873873238481
Kenya,Olkaria_7,Annuity Cost in MUSD,2036,21.35864684939874
Kenya,Olkaria_7,Fixed Cost in MUSD,2024,10.003021673693452
Kenya,Olkaria_7,Fixed Cost in MUSD,2030,10.002980683324228
Kenya,Olkaria_7,Fixed Cost in MUSD,2036,10.002937651582217
Kenya,Olkaria_7,Variable Cost in MUSD,2024,11.52823638603967
Kenya,Olkaria_7,Variable Cost in MUSD,2030,11.0750417563674
Kenya,Olkaria_7,Variable Cost in MUSD,2036,10.487739339600708
Kenya,Olkaria_7,Spinning Reserve Cost in MUSD,2024,0.1301452982129014
Kenya,Olkaria_7,Spinning Reserve Cost in MUSD,2030,0.135295138496971
Kenya,Olkaria_7,Spinning Reserve Cost in MUSD,2036,0.1340434522135261
Kenya,Olkaria_7,Capacity Factor,2024,0.940004191751564
Kenya,Olkaria_7,Capacity Factor,2030,0.9030547246650124
Kenya,Olkaria_7,Capacity Factor,2036,0.8551699861213806
Kenya,Olkaria_8,Annuity Cost in MUSD,2030,0.0215231769106083
Kenya,Olkaria_8,Annuity Cost in MUSD,2036,0.0214488889127038
Kenya,Olkaria_8,Fixed Cost in MUSD,2030,0.010079992343094
Kenya,Olkaria_8,Fixed Cost in MUSD,2036,0.0100452008969627
Kenya,Olkaria_8,Variable Cost in MUSD,2030,0.0103111901824154
Kenya,Olkaria_8,Variable Cost in MUSD,2036,0.0098480489882328
Kenya,Olkaria_8,Spinning Reserve Cost in MUSD,2030,0.0001336075713203
Kenya,Olkaria_8,Spinning Reserve Cost in MUSD,2036,0.0001445144794529
Kenya,Olkaria_8,Capacity Factor,2030,0.8343470253583725
Kenya,Olkaria_8,Capacity Factor,2036,0.7996311436906451
Kenya,Olkaria_9_&_other_fields,Annuity Cost in MUSD,2030,0.0215231769106083
Kenya,Olkaria_9_&_other_fields,Annuity Cost in MUSD,2036,0.0214488889127038
Kenya,Olkaria_9_&_other_fields,Fixed Cost in MUSD,2030,0.010079992343094
Kenya,Olkaria_9_&_other_fields,Fixed Cost in MUSD,2036,0.0100452008969627
Kenya,Olkaria_9_&_other_fields,Variable Cost in MUSD,2030,0.0103111901824154
Kenya,Olkaria_9_&_other_fields,Variable Cost in MUSD,2036,0.0098480489882328
Kenya,Olkaria_9_&_other_fields,Spinning Reserve Cost in MUSD,2030,0.0001336075713203
Kenya,Olkaria_9_&_other_fields,Spinning Reserve Cost in MUSD,2036,0.0001445144794529
Kenya,Olkaria_9_&_other_fields,Capacity Factor,2030,0.8343470253583725
Kenya,Olkaria_9_&_other_fields,Capacity Factor,2036,0.7996311436906451
Kenya,Olkaria_Brine,Annuity Cost in MUSD,2024,15.256451739364287
Kenya,Olkaria_Brine,Annuity Cost in MUSD,2030,15.256372553536885
Kenya,Olkaria_Brine,Annuity Cost in MUSD,2036,15.256283930505294
Kenya,Olkaria_Brine,Fixed Cost in MUSD,2024,7.145084452647809
Kenya,Olkaria_Brine,Fixed Cost in MUSD,2030,7.145047367391425
Kenya,Olkaria_Brine,Fixed Cost in MUSD,2036,7.145005862390394
Kenya,Olkaria_Brine,Variable Cost in MUSD,2024,8.234546903670617
Kenya,Olkaria_Brine,Variable Cost in MUSD,2030,7.7103774095744
Kenya,Olkaria_Brine,Variable Cost in MUSD,2036,7.416995975059261
Kenya,Olkaria_Brine,Spinning Reserve Cost in MUSD,2024,0.0835214954711475
Kenya,Olkaria_Brine,Spinning Reserve Cost in MUSD,2030,0.0886399456680483
Kenya,Olkaria_Brine,Spinning Reserve Cost in MUSD,2036,0.0886359708529709
Kenya,Olkaria_Brine,Capacity Factor,2024,0.9400056591232624
Kenya,Olkaria_Brine,Capacity Factor,2030,0.8801742345185906
Kenya,Olkaria_Brine,Capacity Factor,2036,0.8466883435507164
Kenya,Olkaria_Topping,Annuity Cost in MUSD,2030,0.0446062479671024
Kenya,Olkaria_Topping,Annuity Cost in MUSD,2036,0.0445324083198529
Kenya,Olkaria_Topping,Fixed Cost in MUSD,2030,0.0208905330207518
Kenya,Olkaria_Topping,Fixed Cost in MUSD,2036,0.0208559515515764
Kenya,Olkaria_Topping,Variable Cost in MUSD,2030,0.021323443468245
Kenya,Olkaria_Topping,Variable Cost in MUSD,2036,0.0204267975691762
Kenya,Olkaria_Topping,Spinning Reserve Cost in MUSD,2030,0.0002595231286359
Kenya,Olkaria_Topping,Spinning Reserve Cost in MUSD,2036,0.0002803426953516
Kenya,Olkaria_Topping,Capacity Factor,2030,0.8325416031458432
Kenya,Olkaria_Topping,Capacity Factor,2036,0.7988558184186919
Kenya,Olkaria_VI,Annuity Cost in MUSD,2024,21.358826256555314
Kenya,Olkaria_VI,Annuity Cost in MUSD,2030,21.35873873238481
Kenya,Olkaria_VI,Annuity Cost in MUSD,2036,21.35864684939874
Kenya,Olkaria_VI,Fixed Cost in MUSD,2024,10.003021673693452
Kenya,Olkaria_VI,Fixed Cost in MUSD,2030,10.002980683324228
Kenya,Olkaria_VI,Fixed Cost in MUSD,2036,10.002937651582217
Kenya,Olkaria_VI,Variable Cost in MUSD,2024,11.52823638603967
Kenya,Olkaria_VI,Variable Cost in MUSD,2030,11.0750417563674
Kenya,Olkaria_VI,Variable Cost in MUSD,2036,10.487739339600708
Kenya,Olkaria_VI,Spinning Reserve Cost in MUSD,2024,0.1301452982129014
Kenya,Olkaria_VI,Spinning Reserve Cost in MUSD,2030,0.135295138496971
Kenya,Olkaria_VI,Spinning Reserve Cost in MUSD,2036,0.1340434522135261
Kenya,Olkaria_VI,Capacity Factor,2024,0.940004191751564
Kenya,Olkaria_VI,Capacity Factor,2030,0.9030547246650124
Kenya,Olkaria_VI,Capacity Factor,2036,0.8551699861213806
Kenya,Olsuswa_Unit_1,Annuity Cost in MUSD,2024,0.0010578092641849
Kenya,Olsuswa_Unit_1,Annuity Cost in MUSD,2030,0.0009006497081116
Kenya,Olsuswa_Unit_1,Annuity Cost in MUSD,2036,0.0007454806533002
Kenya,Olsuswa_Unit_1,Fixed Cost in MUSD,2024,0.0006144639932217
Kenya,Olsuswa_Unit_1,Fixed Cost in MUSD,2030,0.00052317259347
Kenya,Olsuswa_Unit_1,Fixed Cost in MUSD,2036,0.0004330374431437
Kenya,Olsuswa_Unit_1,Spinning Reserve Cost in MUSD,2024,1.854396621328312e-05
Kenya,Olsuswa_Unit_1,Spinning Reserve Cost in MUSD,2030,1.5361945483363443e-05
Kenya,Olsuswa_Unit_1,Spinning Reserve Cost in MUSD,2036,1.671732758905536e-05
Kenya,Olsuswa_Unit_1,Capacity Factor,2024,1.009984862168882
Kenya,Olsuswa_Unit_1,Capacity Factor,2030,1.088497834436283
Kenya,Olsuswa_Unit_1,Capacity Factor,2036,1.054011600597576
Kenya,Suswa_I,Annuity Cost in MUSD,2030,0.0004560812487593
Kenya,Suswa_I,Annuity Cost in MUSD,2036,0.000415508455702
Kenya,Suswa_I,Fixed Cost in MUSD,2030,0.0002704385391363
Kenya,Suswa_I,Fixed Cost in MUSD,2036,0.0002463804422227
Kenya,Suswa_I,Spinning Reserve Cost in MUSD,2030,1.3831547991448909e-05
