z,uni,y,q,value
Libya,Total production: GWh,2030,Q2,18946.93988719371
Libya,Total production: GWh,2030,Q3,13173.120504095954
Libya,Total production: GWh,2030,Q4,11553.11866155954
Libya,Total production: GWh,2036,Q1,12823.12087768676
Libya,Total production: GWh,2036,Q2,25468.735914021207
Libya,Total production: GWh,2036,Q3,18240.361861480847
Libya,Total production: GWh,2036,Q4,15553.239006613683
Libya,Unmet demand: GWh,2024,Q1,0.0001907345814428
Libya,Unmet demand: GWh,2024,Q2,256.7053863216441
Libya,Unmet demand: GWh,2024,Q3,0.0001922718313983
Libya,Unmet demand: GWh,2024,Q4,0.7520390495588641
Libya,Unmet demand: GWh,2030,Q1,4.3620228683725926e-05
Libya,Unmet demand: GWh,2030,Q2,4.397268087708986e-05
Libya,Unmet demand: GWh,2030,Q3,4.386636185807701e-05
Libya,Unmet demand: GWh,2030,Q4,4.387823981455751e-05
Libya,Unmet demand: GWh,2036,Q1,5.814466452286202e-05
Libya,Unmet demand: GWh,2036,Q2,5.8563107898305486e-05
Libya,Unmet demand: GWh,2036,Q3,5.833707828581444e-05
Libya,Unmet demand: GWh,2036,Q4,5.835273816619269e-05
Libya,Surplus generation: GWh,2024,Q1,0.0011382009888843
Libya,Surplus generation: GWh,2024,Q2,0.0008772303334421
Libya,Surplus generation: GWh,2024,Q3,0.0010877197608516
Libya,Surplus generation: GWh,2024,Q4,0.0010956865394731
Libya,Surplus generation: GWh,2030,Q1,0.0002612868263965
Libya,Surplus generation: GWh,2030,Q2,0.0002399373445971
Libya,Surplus generation: GWh,2030,Q3,0.0002528239661697
Libya,Surplus generation: GWh,2030,Q4,0.0002557923522531
Libya,Surplus generation: GWh,2036,Q1,0.0003728477748035
Libya,Surplus generation: GWh,2036,Q2,0.0003431509200894
Libya,Surplus generation: GWh,2036,Q3,0.0003636896271447
Libya,Surplus generation: GWh,2036,Q4,0.0003684513939815
Libya,Imports exchange: GWh,2024,Q1,387.8116243147015
Libya,Imports exchange: GWh,2024,Q2,393.1117022740313
Libya,Imports exchange: GWh,2024,Q3,397.4131426058625
Libya,Imports exchange: GWh,2024,Q4,391.4625063562578
Libya,Imports exchange: GWh,2030,Q1,388.3782987214593
Libya,Imports exchange: GWh,2030,Q2,393.11998282858633
Libya,Imports exchange: GWh,2030,Q3,377.83190190414393
Libya,Imports exchange: GWh,2030,Q4,396.8482417525593
Libya,Imports exchange: GWh,2036,Q1,388.4225690726516
Libya,Imports exchange: GWh,2036,Q2,368.1861969430974
Libya,Imports exchange: GWh,2036,Q3,103.14337554439255
Libya,Imports exchange: GWh,2036,Q4,396.63484795220273
Libya,Exports exchange: GWh,2024,Q1,0.0288264104619503
Libya,Exports exchange: GWh,2024,Q2,0.0083059952021329
Libya,Exports exchange: GWh,2024,Q3,0.0172556528722343
Libya,Exports exchange: GWh,2024,Q4,0.031048514643346
Libya,Exports exchange: GWh,2030,Q1,0.0062523636448944
Libya,Exports exchange: GWh,2030,Q2,0.0021740848679325
Libya,Exports exchange: GWh,2030,Q3,0.7578247540629842
Libya,Exports exchange: GWh,2030,Q4,0.0128395324331411
Libya,Exports exchange: GWh,2036,Q1,0.0102837532225166
Libya,Exports exchange: GWh,2036,Q2,21.867761738691417
Libya,Exports exchange: GWh,2036,Q3,265.48777050845723
Libya,Exports exchange: GWh,2036,Q4,0.1990195301497434
Rwanda,Demand: GWh,2024,Q1,339.4794554757
Rwanda,Demand: GWh,2024,Q2,344.53357604484995
Rwanda,Demand: GWh,2024,Q3,345.22478811114496
Rwanda,Demand: GWh,2024,Q4,338.7621803683052
Rwanda,Demand: GWh,2030,Q1,601.5365707859698
Rwanda,Demand: GWh,2030,Q2,610.4938067951994
Rwanda,Demand: GWh,2030,Q3,611.714633361059
Rwanda,Demand: GWh,2030,Q4,600.2549890577724
Rwanda,Demand: GWh,2036,Q1,1065.6166519995377
Rwanda,Demand: GWh,2036,Q2,1081.4980904601605
Rwanda,Demand: GWh,2036,Q3,1083.627674211932
Rwanda,Demand: GWh,2036,Q4,1063.2575833283693
Rwanda,Total production: GWh,2024,Q1,181.62052492131275
Rwanda,Total production: GWh,2024,Q2,183.0727218491423
Rwanda,Total production: GWh,2024,Q3,184.3109844143121
Rwanda,Total production: GWh,2024,Q4,184.01646445757967
Rwanda,Total production: GWh,2030,Q1,428.2022374874118
Rwanda,Total production: GWh,2030,Q2,234.1592975858991
Rwanda,Total production: GWh,2030,Q3,235.9685357042886
Rwanda,Total production: GWh,2030,Q4,440.7761267805199
Rwanda,Total production: GWh,2036,Q1,798.3783663207988
Rwanda,Total production: GWh,2036,Q2,809.1715848465826
Rwanda,Total production: GWh,2036,Q3,817.2732911486253
Rwanda,Total production: GWh,2036,Q4,1010.6956176742927
Rwanda,Unmet demand: GWh,2024,Q1,0.0001975544939256
Rwanda,Unmet demand: GWh,2024,Q2,0.0001965604705426
Rwanda,Unmet demand: GWh,2024,Q3,0.0001968638983575
Rwanda,Unmet demand: GWh,2024,Q4,0.000197961272838
Rwanda,Unmet demand: GWh,2030,Q1,6.902376503557397e-05
Rwanda,Unmet demand: GWh,2030,Q2,6.789965056366995e-05
Rwanda,Unmet demand: GWh,2030,Q3,6.922180895466688e-05
Rwanda,Unmet demand: GWh,2030,Q4,6.99050109148539e-05
Rwanda,Unmet demand: GWh,2036,Q1,8.303936476107359e-05
Rwanda,Unmet demand: GWh,2036,Q2,8.21838970411303e-05
Rwanda,Unmet demand: GWh,2036,Q3,8.264838096916637e-05
Rwanda,Unmet demand: GWh,2036,Q4,8.461518890256324e-05
Rwanda,Surplus generation: GWh,2024,Q1,0.0011317005680025
Rwanda,Surplus generation: GWh,2024,Q2,0.0011786095067196
Rwanda,Surplus generation: GWh,2024,Q3,0.0011743727635454
Rwanda,Surplus generation: GWh,2024,Q4,0.0011309550499078
Rwanda,Surplus generation: GWh,2030,Q1,0.0002713494842034
Rwanda,Surplus generation: GWh,2030,Q2,0.0003496574636237
Rwanda,Surplus generation: GWh,2030,Q3,0.000293402683964
Rwanda,Surplus generation: GWh,2030,Q4,0.0002697369915033
Rwanda,Surplus generation: GWh,2036,Q1,0.0004074033395524
Rwanda,Surplus generation: GWh,2036,Q2,0.0004804372711764
Rwanda,Surplus generation: GWh,2036,Q3,0.0004759222247476
Rwanda,Surplus generation: GWh,2036,Q4,0.0003727359662219
Rwanda,Imports exchange: GWh,2024,Q1,284.41128370205763
Rwanda,Imports exchange: GWh,2024,Q2,306.03386426043124
Rwanda,Imports exchange: GWh,2024,Q3,316.2460319421221
Rwanda,Imports exchange: GWh,2024,Q4,291.8632343059466
Rwanda,Imports exchange: GWh,2030,Q1,178.84767374975732
Rwanda,Imports exchange: GWh,2030,Q2,388.2479923313096
Rwanda,Imports exchange: GWh,2030,Q3,387.52713030276834
Rwanda,Imports exchange: GWh,2030,Q4,164.57084069818097
Rwanda,Imports exchange: GWh,2036,Q1,279.214164290429
Rwanda,Imports exchange: GWh,2036,Q2,286.57052113308146
Rwanda,Imports exchange: GWh,2036,Q3,278.9416500859653
Rwanda,Imports exchange: GWh,2036,Q4,107.23939147900327
Rwanda,Exports exchange: GWh,2024,Q1,117.94902329111144
Rwanda,Exports exchange: GWh,2024,Q2,135.32026989781946
Rwanda,Exports exchange: GWh,2024,Q3,145.77234955505867
Rwanda,Exports exchange: GWh,2024,Q4,128.28906484090655
Rwanda,Exports exchange: GWh,2030,Q1,0.0426282091280811
Rwanda,Exports exchange: GWh,2030,Q2,0.1448635308366232
Rwanda,Exports exchange: GWh,2030,Q3,0.046436148548543
Rwanda,Exports exchange: GWh,2030,Q4,0.0474115119078991
Rwanda,Exports exchange: GWh,2036,Q1,3.473397431536996
Rwanda,Exports exchange: GWh,2036,Q2,5.475538555394926
Rwanda,Exports exchange: GWh,2036,Q3,4.047479399950773
Rwanda,Exports exchange: GWh,2036,Q4,51.31914452722143
Somaliland,Demand: GWh,2024,Q1,30.482308081859237
Somaliland,Demand: GWh,2024,Q2,32.59388911200813
Somaliland,Demand: GWh,2024,Q3,33.73792172956584
Somaliland,Demand: GWh,2024,Q4,36.18588107656675
Somaliland,Demand: GWh,2030,Q1,104.73341708930222
Somaliland,Demand: GWh,2030,Q2,112.1830063725988
Somaliland,Demand: GWh,2030,Q3,116.20209398274795
Somaliland,Demand: GWh,2030,Q4,124.88148255535044
Somaliland,Demand: GWh,2036,Q1,367.3616620307257
Somaliland,Demand: GWh,2036,Q2,393.96908642780426
Somaliland,Demand: GWh,2036,Q3,408.2832204798579
Somaliland,Demand: GWh,2036,Q4,439.3860310616121
Somaliland,Total production: GWh,2030,Q1,26.392657228993613
Somaliland,Total production: GWh,2030,Q2,26.63512098837116
Somaliland,Total production: GWh,2030,Q3,26.892680866765247
Somaliland,Total production: GWh,2030,Q4,26.77573226475381
Somaliland,Total production: GWh,2036,Q1,209.1639790323537
Somaliland,Total production: GWh,2036,Q2,249.35293434197175
Somaliland,Total production: GWh,2036,Q3,252.8076732611491
Somaliland,Total production: GWh,2036,Q4,270.2087529260674
Somaliland,Unmet demand: GWh,2024,Q1,30.482308081859237
Somaliland,Unmet demand: GWh,2024,Q2,32.59388911200813
Somaliland,Unmet demand: GWh,2024,Q3,33.73792172956584
Somaliland,Unmet demand: GWh,2024,Q4,36.18588107656675
Somaliland,Unmet demand: GWh,2030,Q1,4.246444566843329e-05
Somaliland,Unmet demand: GWh,2030,Q2,4.254002325968241e-05
Somaliland,Unmet demand: GWh,2030,Q3,4.2635764642413325e-05
Somaliland,Unmet demand: GWh,2030,Q4,4.266299569976964e-05
Somaliland,Unmet demand: GWh,2036,Q1,5.9801368174867816e-05
Somaliland,Unmet demand: GWh,2036,Q2,5.950757377797832e-05
Somaliland,Unmet demand: GWh,2036,Q3,5.973150595499439e-05
Somaliland,Unmet demand: GWh,2036,Q4,0.0367751949841553
Somaliland,Surplus generation: GWh,2030,Q1,0.0003388798716511
Somaliland,Surplus generation: GWh,2030,Q2,0.0003392433386543
Somaliland,Surplus generation: GWh,2030,Q3,0.0003392727435829
Somaliland,Surplus generation: GWh,2030,Q4,0.0003386047373162
Somaliland,Surplus generation: GWh,2036,Q1,0.0003435075988707
Somaliland,Surplus generation: GWh,2036,Q2,0.0003592625364685
Somaliland,Surplus generation: GWh,2036,Q3,0.0003437815180703
Somaliland,Surplus generation: GWh,2036,Q4,0.0002322936203388
Somaliland,Imports exchange: GWh,2030,Q1,166.4709689228728
Somaliland,Imports exchange: GWh,2030,Q2,171.4916013402766
Somaliland,Imports exchange: GWh,2030,Q3,174.79190552203843
Somaliland,Imports exchange: GWh,2030,Q4,179.20844402703034
Somaliland,Imports exchange: GWh,2036,Q1,205.3115747119382
Somaliland,Imports exchange: GWh,2036,Q2,191.98629347078872
Somaliland,Imports exchange: GWh,2036,Q3,206.16053679839885
Somaliland,Imports exchange: GWh,2036,Q4,220.8014804693157
Somaliland,Exports exchange: GWh,2030,Q1,48.59880809064904
Somaliland,Exports exchange: GWh,2030,Q2,45.952452081072366
Somaliland,Exports exchange: GWh,2030,Q3,45.056843977882295
Somaliland,Exports exchange: GWh,2030,Q4,40.69547786767679
Somaliland,Exports exchange: GWh,2036,Q1,0.0625326965636377
Somaliland,Exports exchange: GWh,2036,Q2,0.0986380656552743
Somaliland,Exports exchange: GWh,2036,Q3,0.0247807779653791
Somaliland,Exports exchange: GWh,2036,Q4,0.0010014748884032
Mogadishu,Demand: GWh,2024,Q1,29.92162782724064
Mogadishu,Demand: GWh,2024,Q2,32.07875736878406
Mogadishu,Demand: GWh,2024,Q3,33.24008065858353
Mogadishu,Demand: GWh,2024,Q4,35.75953414539171
Mogadishu,Demand: GWh,2030,Q1,119.68651130896257
Mogadishu,Demand: GWh,2030,Q2,128.31502947513624
Mogadishu,Demand: GWh,2030,Q3,132.96032263433412
Mogadishu,Demand: GWh,2030,Q4,143.03813658156685
Mogadishu,Demand: GWh,2036,Q1,412.5321635928564
Mogadishu,Demand: GWh,2036,Q2,442.2521439344473
Mogadishu,Demand: GWh,2036,Q3,458.2540736809303
Mogadishu,Demand: GWh,2036,Q4,492.9616187917671
Mogadishu,Total production: GWh,2030,Q1,119.81462241829034
Mogadishu,Total production: GWh,2030,Q2,128.4437655036121
Mogadishu,Total production: GWh,2030,Q3,133.0902316219074
Mogadishu,Total production: GWh,2030,Q4,143.1676386271145
Mogadishu,Total production: GWh,2036,Q1,413.5205748106802
Mogadishu,Total production: GWh,2036,Q2,443.2608969140944
Mogadishu,Total production: GWh,2036,Q3,459.27567926472886
Mogadishu,Total production: GWh,2036,Q4,494.8438649258229
Mogadishu,Unmet demand: GWh,2024,Q1,29.92162782724064
Mogadishu,Unmet demand: GWh,2024,Q2,32.07875736878406
Mogadishu,Unmet demand: GWh,2024,Q3,33.24008065858353
Mogadishu,Unmet demand: GWh,2024,Q4,35.75953414539171
Mogadishu,Unmet demand: GWh,2030,Q1,4.245579610139356e-05
Mogadishu,Unmet demand: GWh,2030,Q2,4.254107827895545e-05
Mogadishu,Unmet demand: GWh,2030,Q3,4.263268736133582e-05
Mogadishu,Unmet demand: GWh,2030,Q4,4.265513685432911e-05
Mogadishu,Unmet demand: GWh,2036,Q1,5.655889160819513e-05
Mogadishu,Unmet demand: GWh,2036,Q2,5.665606821910479e-05
Mogadishu,Unmet demand: GWh,2036,Q3,5.6748632798250885e-05
Mogadishu,Unmet demand: GWh,2036,Q4,0.0398278234071868
Mogadishu,Surplus generation: GWh,2030,Q1,0.0003317070733477
Mogadishu,Surplus generation: GWh,2030,Q2,0.0003317703901347
Mogadishu,Surplus generation: GWh,2030,Q3,0.0003317564530966
Mogadishu,Surplus generation: GWh,2030,Q4,0.0003310915875291
Mogadishu,Surplus generation: GWh,2036,Q1,0.0004695452817273
Mogadishu,Surplus generation: GWh,2036,Q2,0.0004695960715588
Mogadishu,Surplus generation: GWh,2036,Q3,0.0004694301482244
Mogadishu,Surplus generation: GWh,2036,Q4,0.0004590702455876
SomaliaROC,Demand: GWh,2024,Q1,28.27046583922517
SomaliaROC,Demand: GWh,2024,Q2,30.1627844665306
SomaliaROC,Demand: GWh,2024,Q3,31.19380415645932
SomaliaROC,Demand: GWh,2024,Q4,33.37294553778488
SomaliaROC,Demand: GWh,2030,Q1,38.50409605838781
SomaliaROC,Demand: GWh,2030,Q2,41.36032124279154
SomaliaROC,Demand: GWh,2030,Q3,42.891253770929865
SomaliaROC,Demand: GWh,2030,Q4,46.24432892789079
SomaliaROC,Demand: GWh,2036,Q1,274.55935531236184
SomaliaROC,Demand: GWh,2036,Q2,294.3437232248476
SomaliaROC,Demand: GWh,2036,Q3,304.99572267993835
SomaliaROC,Demand: GWh,2036,Q4,328.1011987828516
SomaliaROC,Total production: GWh,2030,Q1,38.63364977248331
SomaliaROC,Total production: GWh,2030,Q2,41.49051532410255
SomaliaROC,Total production: GWh,2030,Q3,43.02263597102052
SomaliaROC,Total production: GWh,2030,Q4,46.3753582660134
SomaliaROC,Total production: GWh,2036,Q1,275.3503252923171
SomaliaROC,Total production: GWh,2036,Q2,295.15127899700434
SomaliaROC,Total production: GWh,2036,Q3,305.81391464782854
SomaliaROC,Total production: GWh,2036,Q4,329.584084172658
SomaliaROC,Unmet demand: GWh,2024,Q1,28.27046583922517
SomaliaROC,Unmet demand: GWh,2024,Q2,30.1627844665306
SomaliaROC,Unmet demand: GWh,2024,Q3,31.19380415645932
SomaliaROC,Unmet demand: GWh,2024,Q4,33.37294553778488
SomaliaROC,Unmet demand: GWh,2030,Q1,4.241784755210461e-05
SomaliaROC,Unmet demand: GWh,2030,Q2,4.250529759718787e-05
SomaliaROC,Unmet demand: GWh,2030,Q3,4.259964497551528e-05
SomaliaROC,Unmet demand: GWh,2030,Q4,4.2607131616293866e-05
SomaliaROC,Unmet demand: GWh,2036,Q1,5.656676229194664e-05
SomaliaROC,Unmet demand: GWh,2036,Q2,5.666495439642442e-05
SomaliaROC,Unmet demand: GWh,2036,Q3,5.675886339500382e-05
SomaliaROC,Unmet demand: GWh,2036,Q4,0.0265192100999279
SomaliaROC,Surplus generation: GWh,2030,Q1,0.0003332764319857
SomaliaROC,Surplus generation: GWh,2030,Q2,0.000333396968845
SomaliaROC,Surplus generation: GWh,2030,Q3,0.0003333520161343
SomaliaROC,Surplus generation: GWh,2030,Q4,0.0003330597903964
SomaliaROC,Surplus generation: GWh,2036,Q1,0.0004706579775452
SomaliaROC,Surplus generation: GWh,2036,Q2,0.000470661391189
SomaliaROC,Surplus generation: GWh,2036,Q3,0.0004704076511704
SomaliaROC,Surplus generation: GWh,2036,Q4,0.0004593570686207
SouthSudan,Demand: GWh,2024,Q1,601.1450808088612
SouthSudan,Demand: GWh,2024,Q2,845.4628331009424
SouthSudan,Demand: GWh,2024,Q3,839.9530865931165
SouthSudan,Demand: GWh,2024,Q4,658.4389994970808
SouthSudan,Demand: GWh,2030,Q1,872.4258320290063
SouthSudan,Demand: GWh,2030,Q2,1226.997673588924
SouthSudan,Demand: GWh,2030,Q3,1219.0015253444224
SouthSudan,Demand: GWh,2030,Q4,955.574969037649
SouthSudan,Demand: GWh,2036,Q1,1164.629289614087
SouthSudan,Demand: GWh,2036,Q2,1637.9586400095573
SouthSudan,Demand: GWh,2036,Q3,1627.284324637716
SouthSudan,Demand: GWh,2036,Q4,1275.627745738641
SouthSudan,Total production: GWh,2024,Q1,165.25071956611671
SouthSudan,Total production: GWh,2024,Q2,167.08683727730488
SouthSudan,Total production: GWh,2024,Q3,168.9229548447277
SouthSudan,Total production: GWh,2024,Q4,168.92295468702758
SouthSudan,Total production: GWh,2030,Q1,898.6171529526133
SouthSudan,Total production: GWh,2030,Q2,1209.723402918673
SouthSudan,Total production: GWh,2030,Q3,1199.0036679950483
SouthSudan,Total production: GWh,2030,Q4,986.5231484412548
SouthSudan,Total production: GWh,2036,Q1,1190.8202539355354
SouthSudan,Total production: GWh,2036,Q2,1636.2903266910105
SouthSudan,Total production: GWh,2036,Q3,1654.7790264835548
SouthSudan,Total production: GWh,2036,Q4,1302.8966065862153
SouthSudan,Unmet demand: GWh,2024,Q1,414.3575172850314
SouthSudan,Unmet demand: GWh,2024,Q2,652.9626783558281
SouthSudan,Unmet demand: GWh,2024,Q3,645.3375482909807
SouthSudan,Unmet demand: GWh,2024,Q4,467.280942851338
SouthSudan,Unmet demand: GWh,2030,Q1,4.282353382628089e-05
SouthSudan,Unmet demand: GWh,2030,Q2,4.8163185465149e-05
SouthSudan,Unmet demand: GWh,2030,Q3,0.0404185639305555
SouthSudan,Unmet demand: GWh,2030,Q4,4.392891863482015e-05
SouthSudan,Unmet demand: GWh,2036,Q1,5.6686191158571176e-05
SouthSudan,Unmet demand: GWh,2036,Q2,6.03822847342334e-05
SouthSudan,Unmet demand: GWh,2036,Q3,5.842725414190197e-05
SouthSudan,Unmet demand: GWh,2036,Q4,5.715790195577644e-05
SouthSudan,Surplus generation: GWh,2024,Q1,0.0001673694198209
SouthSudan,Surplus generation: GWh,2024,Q2,0.0001663956598156
SouthSudan,Surplus generation: GWh,2024,Q3,0.0001665369271035
SouthSudan,Surplus generation: GWh,2024,Q4,0.0001672403451326
SouthSudan,Surplus generation: GWh,2030,Q1,0.0003179873644969
SouthSudan,Surplus generation: GWh,2030,Q2,0.0001549290921969
SouthSudan,Surplus generation: GWh,2030,Q3,0.0001567101064637
SouthSudan,Surplus generation: GWh,2030,Q4,0.0002840677990178
SouthSudan,Surplus generation: GWh,2036,Q1,0.000464709733047
SouthSudan,Surplus generation: GWh,2036,Q2,0.0002987850011208
SouthSudan,Surplus generation: GWh,2036,Q3,0.0004138519840306
SouthSudan,Surplus generation: GWh,2036,Q4,0.0004509689840832
SouthSudan,Imports exchange: GWh,2024,Q1,22.21461224164753
SouthSudan,Imports exchange: GWh,2024,Q2,26.210492480852757
SouthSudan,Imports exchange: GWh,2024,Q3,26.498519905699176
SouthSudan,Imports exchange: GWh,2024,Q4,22.93464196924988
SouthSudan,Imports exchange: GWh,2030,Q1,0.0354049049331646
SouthSudan,Imports exchange: GWh,2030,Q2,26.21011913308648
SouthSudan,Imports exchange: GWh,2030,Q3,26.49776882277879
SouthSudan,Imports exchange: GWh,2030,Q4,0.3039694860993848
SouthSudan,Imports exchange: GWh,2036,Q1,0.0004766249179433
SouthSudan,Imports exchange: GWh,2036,Q2,22.10555295486795
SouthSudan,Imports exchange: GWh,2036,Q3,5.830054150398158
SouthSudan,Imports exchange: GWh,2036,Q4,0.0007140726830634
SouthSudan,Exports exchange: GWh,2024,Q1,0.0007143730049866
SouthSudan,Exports exchange: GWh,2024,Q2,0.0001792070802062
SouthSudan,Exports exchange: GWh,2024,Q3,0.0001810418662328
SouthSudan,Exports exchange: GWh,2024,Q4,0.0006623307116581
SouthSudan,Exports exchange: GWh,2030,Q1,25.862488201112093
SouthSudan,Exports exchange: GWh,2030,Q2,0.0004129898531872
SouthSudan,Exports exchange: GWh,2030,Q3,0.0005848050158631
SouthSudan,Exports exchange: GWh,2030,Q4,26.162008208737635
SouthSudan,Exports exchange: GWh,2036,Q1,25.92215588253248
SouthSudan,Exports exchange: GWh,2036,Q2,4.1050667880707365
SouthSudan,Exports exchange: GWh,2036,Q3,20.60083309032041
SouthSudan,Exports exchange: GWh,2036,Q4,26.47561965110924
Sudan,Demand: GWh,2024,Q1,7370.375356331643
Sudan,Demand: GWh,2024,Q2,4486.71325706123
Sudan,Demand: GWh,2024,Q3,4726.532285521392
Sudan,Demand: GWh,2024,Q4,6975.468681085751
Sudan,Demand: GWh,2030,Q1,10045.562158580133
Sudan,Demand: GWh,2030,Q2,6115.232228005135
Sudan,Demand: GWh,2030,Q3,6442.097121682121
Sudan,Demand: GWh,2030,Q4,9507.31826173261
Sudan,Demand: GWh,2036,Q1,13692.083422278818
Sudan,Demand: GWh,2036,Q2,8335.050691109247
Sudan,Demand: GWh,2036,Q3,8780.566962014707
Sudan,Demand: GWh,2036,Q4,12958.457944597209
Sudan,Total production: GWh,2024,Q1,6166.073295248179
Sudan,Total production: GWh,2024,Q2,4082.98448096234
Sudan,Total production: GWh,2024,Q3,4224.487213778368
Sudan,Total production: GWh,2024,Q4,5645.0704101188285
Sudan,Total production: GWh,2030,Q1,8914.989864966912
Sudan,Total production: GWh,2030,Q2,5989.559362443608
Sudan,Total production: GWh,2030,Q3,6312.67721365024
Sudan,Total production: GWh,2030,Q4,8357.11709042918
Sudan,Total production: GWh,2036,Q1,12546.233369907712
Sudan,Total production: GWh,2036,Q2,8934.743339602084
Sudan,Total production: GWh,2036,Q3,9545.817063167766
Sudan,Total production: GWh,2036,Q4,11820.292271838556
Sudan,Unmet demand: GWh,2024,Q1,95.12015593049578
Sudan,Unmet demand: GWh,2024,Q2,0.0001873374551622
Sudan,Unmet demand: GWh,2024,Q3,0.0001891785368372
Sudan,Unmet demand: GWh,2024,Q4,196.79772149396985
Sudan,Unmet demand: GWh,2030,Q1,4.631520997547805e-05
Sudan,Unmet demand: GWh,2030,Q2,4.314601618029944e-05
Sudan,Unmet demand: GWh,2030,Q3,4.358728576229053e-05
Sudan,Unmet demand: GWh,2030,Q4,4.766702826193213e-05
Sudan,Unmet demand: GWh,2036,Q1,6.14998778884702e-05
Sudan,Unmet demand: GWh,2036,Q2,5.7083291012155646e-05
Sudan,Unmet demand: GWh,2036,Q3,5.752627011879686e-05
Sudan,Unmet demand: GWh,2036,Q4,6.18186683045739e-05
Sudan,Surplus generation: GWh,2024,Q1,0.0006198049145611
Sudan,Surplus generation: GWh,2024,Q2,0.0013120208122802
Sudan,Surplus generation: GWh,2024,Q3,0.0012346779736522
Sudan,Surplus generation: GWh,2024,Q4,0.0007514231079683
Sudan,Surplus generation: GWh,2030,Q1,0.0001725974805822
Sudan,Surplus generation: GWh,2030,Q2,0.0002994344174717
Sudan,Surplus generation: GWh,2030,Q3,0.0002822057205701
Sudan,Surplus generation: GWh,2030,Q4,0.0001691701085636
Sudan,Surplus generation: GWh,2036,Q1,0.0002521752852375
Sudan,Surplus generation: GWh,2036,Q2,0.0004495344648649
Sudan,Surplus generation: GWh,2036,Q3,0.0004306359638594
Sudan,Surplus generation: GWh,2036,Q4,0.0002537760657073
Sudan,Imports exchange: GWh,2024,Q1,1166.403254540179
Sudan,Imports exchange: GWh,2024,Q2,766.2227000035555
Sudan,Imports exchange: GWh,2024,Q3,806.3850190217385
Sudan,Imports exchange: GWh,2024,Q4,1192.321574698965
Sudan,Imports exchange: GWh,2030,Q1,1192.2667665305742
Sudan,Imports exchange: GWh,2030,Q2,697.5022514004218
Sudan,Imports exchange: GWh,2030,Q3,705.6619583831136
Sudan,Imports exchange: GWh,2030,Q4,1218.486421443491
Sudan,Imports exchange: GWh,2036,Q1,1192.3260267120352
Sudan,Imports exchange: GWh,2036,Q2,315.2767051335271
Sudan,Imports exchange: GWh,2036,Q3,318.6407693890007
Sudan,Imports exchange: GWh,2036,Q4,1218.7992730140734
Sudan,Exports exchange: GWh,2024,Q1,22.21702370264692
Sudan,Exports exchange: GWh,2024,Q2,339.49376166016526
Sudan,Exports exchange: GWh,2024,Q3,280.13489864882433
Sudan,Exports exchange: GWh,2024,Q4,22.938643678147493
Sudan,Exports exchange: GWh,2030,Q1,0.0361553718045855
Sudan,Exports exchange: GWh,2030,Q2,465.01588459783454
Sudan,Exports exchange: GWh,2030,Q3,453.9422437963229
Sudan,Exports exchange: GWh,2030,Q4,0.3046985048868275
Sudan,Exports exchange: GWh,2036,Q1,0.0016159668783336
Sudan,Exports exchange: GWh,2036,Q2,736.744323020833
Sudan,Exports exchange: GWh,2036,Q3,826.5363836780537
Sudan,Exports exchange: GWh,2036,Q4,0.0021425002775665
Tanzania,Demand: GWh,2024,Q1,3178.0520123915844
Tanzania,Demand: GWh,2024,Q2,2994.5324674665503
Tanzania,Demand: GWh,2024,Q3,3030.43388948628
Tanzania,Demand: GWh,2024,Q4,3406.8519306555822
Tanzania,Demand: GWh,2030,Q1,6863.259069743383
Tanzania,Demand: GWh,2030,Q2,6519.359647078321
Tanzania,Demand: GWh,2030,Q3,6596.750373620335
Tanzania,Demand: GWh,2030,Q4,7319.476259557989
Tanzania,Demand: GWh,2036,Q1,13441.883155645866
Tanzania,Demand: GWh,2036,Q2,12872.757921927005
Tanzania,Demand: GWh,2036,Q3,13024.048425026136
Tanzania,Demand: GWh,2036,Q4,14259.926127401024
Tanzania,Total production: GWh,2024,Q1,2213.8925252533995
Tanzania,Total production: GWh,2024,Q2,1896.7929607463973
Tanzania,Total production: GWh,2024,Q3,1724.2373757696012
Tanzania,Total production: GWh,2024,Q4,2318.9000336194827
Tanzania,Total production: GWh,2030,Q1,5975.992283316951
Tanzania,Total production: GWh,2030,Q2,6681.586713273268
Tanzania,Total production: GWh,2030,Q3,5548.419154216312
Tanzania,Total production: GWh,2030,Q4,6270.998781104009
Tanzania,Total production: GWh,2036,Q1,12120.18676483242
Tanzania,Total production: GWh,2036,Q2,12481.747489508964
Tanzania,Total production: GWh,2036,Q3,11413.302561488284
Tanzania,Total production: GWh,2036,Q4,12437.58390691027
Tanzania,Unmet demand: GWh,2024,Q1,0.000218005154736
Tanzania,Unmet demand: GWh,2024,Q2,0.000218318156747
Tanzania,Unmet demand: GWh,2024,Q3,0.0002191566181554
Tanzania,Unmet demand: GWh,2024,Q4,0.0002197072178558
Tanzania,Unmet demand: GWh,2030,Q1,6.889786485693134e-05
Tanzania,Unmet demand: GWh,2030,Q2,6.775678806585696e-05
Tanzania,Unmet demand: GWh,2030,Q3,6.906963695796233e-05
Tanzania,Unmet demand: GWh,2030,Q4,6.979214388825663e-05
Tanzania,Unmet demand: GWh,2036,Q1,8.290938770225401e-05
Tanzania,Unmet demand: GWh,2036,Q2,8.204658489351606e-05
Tanzania,Unmet demand: GWh,2036,Q3,8.253099434381387e-05
