g,y,value
GenericHSD_Wau,2036,1.0
GenericHSD_Yei,2024,1.0
GenericHSD_Yei,2030,1.0
GenericHSD_Yei,2036,1.0
Palogue,2024,1.0
Palogue,2030,1.0
Palogue,2036,1.0
Tharjath,2024,1.0
Tharjath,2030,1.0
Tharjath,2036,1.0
Bedden,2024,1.0
Bedden,2030,1.0
Bedden,2036,1.0
Fula,2024,1.0
Fula,2030,1.0
Fula,2036,1.0
Fula_Rapids,2024,0.85
Fula_Rapids,2030,0.85
Fula_Rapids,2036,0.85
Juba_HPP,2024,1.0
Juba_HPP,2030,1.0
Juba_HPP,2036,1.0
Kinyeti,2024,0.279945205479452
Kinyeti,2030,0.279945205479452
Kinyeti,2036,0.279945205479452
Lakki,2024,0.3199452054794521
Lakki,2030,0.3199452054794521
Lakki,2036,0.3199452054794521
Shukoli,2024,1.0
Shukoli,2030,1.0
Shukoli,2036,1.0
Wau_Dam,2024,1.0
Wau_Dam,2030,1.0
Wau_Dam,2036,1.0
Bor,2024,1.0
Bor,2030,1.0
Bor,2036,1.0
Juba,2024,1.0
Juba,2030,1.0
Juba,2036,1.0
Kapoeta,2024,1.0
Kapoeta,2030,1.0
Kapoeta,2036,1.0
Malakal,2024,1.0
Malakal,2030,1.0
Malakal,2036,1.0
Maridi,2024,1.0
Maridi,2030,1.0
Maridi,2036,1.0
Rumbek,2024,1.0
Rumbek,2030,1.0
Rumbek,2036,1.0
Wau,2024,1.0
Wau,2030,1.0
Wau,2036,1.0
Yambio,2024,1.0
Yambio,2030,1.0
Yambio,2036,1.0
Yei,2024,1.0
Yei,2030,1.0
Yei,2036,1.0
CSP_CSP_GENC_SUD,2024,1.0
CSP_CSP_GENC_SUD,2030,1.0
CSP_CSP_GENC_SUD,2036,1.0
GT_LF_GENC_SUD,2024,1.0
GT_LF_GENC_SUD,2030,1.0
GT_LF_GENC_SUD,2036,1.0
HYD_ROR_GENC_SUD,2024,0.9
HYD_ROR_GENC_SUD,2030,0.9
HYD_ROR_GENC_SUD,2036,0.9
ST_HF_GENC_SUD,2024,1.0
ST_HF_GENC_SUD,2030,1.0
ST_HF_GENC_SUD,2036,1.0
SC_CO_25_SUD,2024,1.0
SC_CO_25_SUD,2030,1.0
SC_CO_25_SUD,2036,1.0
DG_DS_20_SUD,2024,1.0
DG_DS_20_SUD,2030,1.0
DG_DS_20_SUD,2036,1.0
HYD_STOHY_25_SUD,2024,1.0
HYD_STOHY_25_SUD,2030,1.0
HYD_STOHY_25_SUD,2036,1.0
HYD_STOHY_30_SUD,2024,1.0
HYD_STOHY_30_SUD,2030,1.0
HYD_STOHY_30_SUD,2036,1.0
CC_LF_03_SUD,2024,1.0
CC_LF_03_SUD,2030,1.0
CC_LF_03_SUD,2036,1.0
SC_CO_09_SUD,2024,1.0
SC_CO_09_SUD,2030,1.0
SC_CO_09_SUD,2036,1.0
DG_DS_83_SUD,2024,1.0
DG_DS_83_SUD,2030,1.0
DG_DS_83_SUD,2036,1.0
DG_HF_04_SUD,2024,1.0
DG_HF_04_SUD,2030,1.0
DG_HF_04_SUD,2036,1.0
DG_HF_10_SUD,2024,1.0
DG_HF_10_SUD,2030,1.0
DG_HF_10_SUD,2036,1.0
GT_DS_16_SUD,2024,1.0
GT_DS_16_SUD,2030,1.0
GT_DS_16_SUD,2036,1.0
GT_LF_01_SUD,2024,1.0
GT_LF_01_SUD,2030,1.0
GT_LF_01_SUD,2036,1.0
HYD_STOHY_Nile_09_SUD,2024,1.0
HYD_STOHY_Nile_09_SUD,2030,1.0
HYD_STOHY_Nile_09_SUD,2036,1.0
HYD_STOHY_16_SUD,2024,1.0
HYD_STOHY_16_SUD,2030,1.0
HYD_STOHY_16_SUD,2036,1.0
HYD_STOHY_79_SUD,2024,1.0
HYD_STOHY_79_SUD,2030,1.0
HYD_STOHY_79_SUD,2036,1.0
ST_HF_15_SUD,2024,1.0
ST_HF_15_SUD,2030,1.0
ST_HF_15_SUD,2036,1.0
ST_HF_94_SUD,2024,1.0
ST_HF_94_SUD,2030,1.0
ST_HF_94_SUD,2036,1.0
Bagamoyo,2024,1.0
Bagamoyo,2030,1.0
Bagamoyo,2036,1.0
Dodoma,2024,1.0
Dodoma,2030,1.0
Dodoma,2036,1.0
Kinyerezi_I_New,2024,1.0
Kinyerezi_I_New,2030,1.0
Kinyerezi_I_New,2036,1.0
Kinyerezi_II_New,2024,1.0
Kinyerezi_II_New,2030,1.0
Kinyerezi_II_New,2036,1.0
Kinyerezi_III,2024,1.0
Kinyerezi_III,2030,1.0
Kinyerezi_III,2036,1.0
Mtwara_I,2024,1.0
Mtwara_I,2030,1.0
Mtwara_I,2036,1.0
Mtwara_II,2024,1.0
Mtwara_II,2030,1.0
Mtwara_II,2036,1.0
Mtwara_III,2024,1.0
Mtwara_III,2030,1.0
Mtwara_III,2036,1.0
Somanga_Fungu__TANESCO,2024,1.0
Somanga_Fungu__TANESCO,2030,1.0
Somanga_Fungu__TANESCO,2036,1.0
Somanga_Fungu_PPP,2024,1.0
Somanga_Fungu_PPP,2030,1.0
Somanga_Fungu_PPP,2036,1.0
Somanga_Mtama,2024,1.0
Somanga_Mtama,2030,1.0
Somanga_Mtama,2036,1.0
Ubungo_I_New,2024,1.0
Ubungo_I_New,2030,1.0
Ubungo_I_New,2036,1.0
Ubungo_II_New,2024,1.0
Ubungo_II_New,2030,1.0
Ubungo_II_New,2036,1.0
Kinyerezi_I_ext,2024,1.0
Kinyerezi_I_ext,2030,1.0
Kinyerezi_I_ext,2036,1.0
Kikuletwa,2024,0.92
Kikuletwa,2030,0.92
Kikuletwa,2036,0.92
Kiwira_I,2024,1.0
Kiwira_I,2030,1.0
Kiwira_I,2036,1.0
Kiwira_II,2024,1.0
Kiwira_II,2030,1.0
Kiwira_II,2036,1.0
Kiwira_III,2024,1.0
Kiwira_III,2030,1.0
Kiwira_III,2036,1.0
Mbeya_I,2024,1.0
Mbeya_I,2030,1.0
Mbeya_I,2036,1.0
Mbeya_II,2024,1.0
Mbeya_II,2030,1.0
Mbeya_II,2036,1.0
Mbeya_III,2024,1.0
Mbeya_III,2030,1.0
Mbeya_III,2036,1.0
Mchuchuma_I,2024,1.0
Mchuchuma_I,2030,1.0
Mchuchuma_I,2036,1.0
Mchuchuma_II,2024,1.0
Mchuchuma_II,2030,1.0
Mchuchuma_II,2036,1.0
Mchuchuma_III,2024,1.0
Mchuchuma_III,2030,1.0
Mchuchuma_III,2036,1.0
Ngaka_I,2024,1.0
Ngaka_I,2030,1.0
Ngaka_I,2036,1.0
Ngaka_II,2024,1.0
Ngaka_II,2030,1.0
Ngaka_II,2036,1.0
Rukwa_I,2024,1.0
Rukwa_I,2030,1.0
Rukwa_I,2036,1.0
Rukwa_II,2024,1.0
Rukwa_II,2030,1.0
Rukwa_II,2036,1.0
Rungwe,2024,1.0
Rungwe,2030,1.0
Rungwe,2036,1.0
Ikondo_Mnyera,2024,0.5896986301369863
Ikondo_Mnyera,2030,0.5896986301369863
Ikondo_Mnyera,2036,0.5896986301369863
Iringa_(Ibosa),2024,1.0
Iringa_(Ibosa),2030,1.0
Iringa_(Ibosa),2036,1.0
Iringa_(Nginayo),2024,1.0
Iringa_(Nginayo),2030,1.0
Iringa_(Nginayo),2036,1.0
Iringa_Kilolo,2024,1.0
Iringa_Kilolo,2030,1.0
Iringa_Kilolo,2036,1.0
Julius_Nyerere,2024,1.0
Julius_Nyerere,2030,1.0
Julius_Nyerere,2036,1.0
Julius_Nyerere_1,2024,1.0
Julius_Nyerere_1,2030,1.0
Julius_Nyerere_1,2036,1.0
Kakono,2024,0.6171232876712329
Kakono,2030,0.6171232876712329
Kakono,2036,0.6171232876712329
Kikagati_(14_MW)*,2024,1.0
Kikagati_(14_MW)*,2030,1.0
Kikagati_(14_MW)*,2036,1.0
Kikonge,2024,1.0
Kikonge,2030,1.0
Kikonge,2036,1.0
Malagarasi,2024,0.6171232876712329
Malagarasi,2030,0.6171232876712329
Malagarasi,2036,0.6171232876712329
Masigira,2024,0.6171232876712329
Masigira,2030,0.6171232876712329
Masigira,2036,0.6171232876712329
Mbarali,2024,1.0
Mbarali,2030,1.0
Mbarali,2036,1.0
Mhanga,2024,1.0
Mhanga,2030,1.0
Mhanga,2036,1.0
Mnyera_Kisingo,2024,1.0
Mnyera_Kisingo,2030,1.0
Mnyera_Kisingo,2036,1.0
Mnyera_Kwanini,2024,1.0
Mnyera_Kwanini,2030,1.0
Mnyera_Kwanini,2036,1.0
Mnyera_Mnyera,2024,1.0
Mnyera_Mnyera,2030,1.0
Mnyera_Mnyera,2036,1.0
Mnyera_Pumbwe,2024,1.0
Mnyera_Pumbwe,2030,1.0
Mnyera_Pumbwe,2036,1.0
Mnyera_Ruaha,2024,1.0
Mnyera_Ruaha,2030,1.0
Mnyera_Ruaha,2036,1.0
Mnyera_Taveta,2024,1.0
Mnyera_Taveta,2030,1.0
Mnyera_Taveta,2036,1.0
Mpanga,2024,1.0
Mpanga,2030,1.0
Mpanga,2036,1.0
Nakatuta_(Liparamba),2024,1.0
Nakatuta_(Liparamba),2030,1.0
Nakatuta_(Liparamba),2036,1.0
Njombe,2024,0.6171232876712329
Njombe,2030,0.6171232876712329
Njombe,2036,0.6171232876712329
Ruhudji,2024,1.0
Ruhudji,2030,1.0
Ruhudji,2036,1.0
Rumakali,2024,1.0
Rumakali,2030,1.0
Rumakali,2036,1.0
Rusumo_(80_MW)*,2024,0.6171232876712329
Rusumo_(80_MW)*,2030,0.6171232876712329
Rusumo_(80_MW)*,2036,0.6171232876712329
Songea_HPP,2024,1.0
Songea_HPP,2030,1.0
Songea_HPP,2036,1.0
Songwe_Bipugu_(34_MW)*,2024,1.0
Songwe_Bipugu_(34_MW)*,2030,1.0
Songwe_Bipugu_(34_MW)*,2036,1.0
Songwe_Manolo_(180.2_MW)*,2024,1.0
Songwe_Manolo_(180.2_MW)*,2030,1.0
Songwe_Manolo_(180.2_MW)*,2036,1.0
Songwe_Sofre_(163.2_MW)*,2024,1.0
Songwe_Sofre_(163.2_MW)*,2030,1.0
Songwe_Sofre_(163.2_MW)*,2036,1.0
Upper_Kihansi,2024,0.99
Upper_Kihansi,2030,0.99
Upper_Kihansi,2036,0.99
Songea,2024,1.0
Songea,2030,1.0
Songea,2036,1.0
Kinyerezi_IV,2024,1.0
Kinyerezi_IV,2030,1.0
Kinyerezi_IV,2036,1.0
Kinyerezi_I,2024,1.0
Kinyerezi_I,2030,1.0
Kinyerezi_I,2036,1.0
Kinyerezi_II,2024,1.0
Kinyerezi_II,2030,1.0
Kinyerezi_II,2036,1.0
Somanga,2024,1.0
Somanga,2030,1.0
Somanga,2036,1.0
Songas,2024,1.0
Songas,2030,1.0
Songas,2036,1.0
Tegeta,2024,1.0
Tegeta,2030,1.0
Tegeta,2036,1.0
Ubungo_I,2024,1.0
Ubungo_I,2030,1.0
Ubungo_I,2036,1.0
Ubungo_II,2024,1.0
Ubungo_II,2030,1.0
Ubungo_II,2036,1.0
Ubungo_III,2024,1.0
Ubungo_III,2030,1.0
Ubungo_III,2036,1.0
Biharamulo,2024,1.0
Biharamulo,2030,1.0
Biharamulo,2036,1.0
Bukoba,2024,1.0
Bukoba,2030,1.0
Bukoba,2036,1.0
Inyonga,2024,1.0
Inyonga,2030,1.0
Inyonga,2036,1.0
Kasulu,2024,1.0
Kasulu,2030,1.0
Kasulu,2036,1.0
Kibondo,2024,1.0
Kibondo,2030,1.0
Kibondo,2036,1.0
Kigoma_ICE,2024,1.0
Kigoma_ICE,2030,1.0
Kigoma_ICE,2036,1.0
Liwale,2024,1.0
Liwale,2030,1.0
Liwale,2036,1.0
Loliondo,2024,1.0
Loliondo,2030,1.0
Loliondo,2036,1.0
Ludewa,2024,1.0
Ludewa,2030,1.0
Ludewa,2036,1.0
Madaba,2024,1.0
Madaba,2030,1.0
Madaba,2036,1.0
Mafia,2024,1.0
Mafia,2030,1.0
Mafia,2036,1.0
Mbinga,2024,1.0
Mbinga,2030,1.0
Mbinga,2036,1.0
Mpanda,2024,1.0
Mpanda,2030,1.0
Mpanda,2036,1.0
Namtumbo,2024,1.0
Namtumbo,2030,1.0
Namtumbo,2036,1.0
Ngara,2024,1.0
Ngara,2030,1.0
Ngara,2036,1.0
Nyakato,2024,1.0
Nyakato,2030,1.0
Nyakato,2036,1.0
Sumbawanga,2024,1.0
Sumbawanga,2030,1.0
Sumbawanga,2036,1.0
Tunduru,2024,1.0
Tunduru,2030,1.0
Tunduru,2036,1.0
Zuzu,2024,1.0
Zuzu,2030,1.0
Zuzu,2036,1.0
Andoya,2024,0.7846027397260275
Andoya,2030,0.7846027397260275
Andoya,2036,0.7846027397260275
Darakuta,2024,0.6224383561643836
Darakuta,2030,0.6224383561643836
Darakuta,2036,0.6224383561643836
Diwale,2024,0.5050410958904109
Diwale,2030,0.5050410958904109
Diwale,2036,0.5050410958904109
Hale,2024,0.4422739726027397
Hale,2030,0.4422739726027397
Hale,2036,0.4422739726027397
Ikondo,2024,0.5991780821917808
Ikondo,2030,0.5991780821917808
Ikondo,2036,0.5991780821917808
Lower_Kihansi,2024,0.678931506849315
Lower_Kihansi,2030,0.678931506849315
Lower_Kihansi,2036,0.678931506849315
Mwenga,2024,0.5723835616438356
Mwenga,2030,0.5723835616438356
Mwenga,2036,0.5723835616438356
New_Pangani_Falls,2024,0.6224383561643836
New_Pangani_Falls,2030,0.6224383561643836
New_Pangani_Falls,2036,0.6224383561643836
Tosamaganga,2024,0.6871506849315069
Tosamaganga,2030,0.6871506849315069
Tosamaganga,2036,0.6871506849315069
Tulila,2024,0.5662739726027398
Tulila,2030,0.5662739726027398
Tulila,2036,0.5662739726027398
Uwemba,2024,0.7571232876712328
Uwemba,2030,0.7571232876712328
Uwemba,2036,0.7571232876712328
Yovi,2024,0.65
Yovi,2030,0.65
Yovi,2036,0.65
Kibena,2024,1.0
Kibena,2030,1.0
Kibena,2036,1.0
Mgololo,2024,1.0
Mgololo,2030,1.0
Mgololo,2036,1.0
Misenyi_(Kagera),2024,1.0
Misenyi_(Kagera),2030,1.0
Misenyi_(Kagera),2036,1.0
"Mkonge_Energy_System_(I,II_&_III)",2024,1.0
"Mkonge_Energy_System_(I,II_&_III)",2030,1.0
"Mkonge_Energy_System_(I,II_&_III)",2036,1.0
Mkonge_Energy_System_IV_(Usambara),2024,1.0
Mkonge_Energy_System_IV_(Usambara),2030,1.0
Mkonge_Energy_System_IV_(Usambara),2036,1.0
Mufindi_(Cogen),2024,1.0
Mufindi_(Cogen),2030,1.0
Mufindi_(Cogen),2036,1.0
Ngombeni_(Mafia),2024,1.0
Ngombeni_(Mafia),2030,1.0
Ngombeni_(Mafia),2036,1.0
Sao_Hill_(Cogen),2024,1.0
Sao_Hill_(Cogen),2030,1.0
Sao_Hill_(Cogen),2036,1.0
TANWAT,2024,1.0
TANWAT,2030,1.0
TANWAT,2036,1.0
TPC,2024,1.0
TPC,2030,1.0
TPC,2036,1.0
Kidatu,2024,1.0
Kidatu,2030,1.0
Kidatu,2036,1.0
Madope,2024,1.0
Madope,2030,1.0
Madope,2036,1.0
Matembwe,2024,1.0
Matembwe,2030,1.0
Matembwe,2036,1.0
Mtera,2024,1.0
Mtera,2030,1.0
Mtera,2036,1.0
Nyumba_ya_Mungu,2024,1.0
Nyumba_ya_Mungu,2030,1.0
Nyumba_ya_Mungu,2036,1.0
Panyimur_Geothermal_Power_Project,2024,1.0
Panyimur_Geothermal_Power_Project,2030,1.0
Panyimur_Geothermal_Power_Project,2036,1.0
Excess_Associated_Gas_Thermal_Power_Project,2024,1.0
Excess_Associated_Gas_Thermal_Power_Project,2030,1.0
Excess_Associated_Gas_Thermal_Power_Project,2036,1.0
Kingfisher_Gas_to_Power_Project,2024,1.0
Kingfisher_Gas_to_Power_Project,2030,1.0
Kingfisher_Gas_to_Power_Project,2036,1.0
Jinja_Waste_to_Energy_Power_Project,2024,1.0
Jinja_Waste_to_Energy_Power_Project,2030,1.0
Jinja_Waste_to_Energy_Power_Project,2036,1.0
Kamuli_Sugar_Bagasse_Power_Plant,2024,1.0
Kamuli_Sugar_Bagasse_Power_Plant,2030,1.0
Kamuli_Sugar_Bagasse_Power_Plant,2036,1.0
Pece_Biomass_Power_Project,2024,1.0
Pece_Biomass_Power_Project,2030,1.0
Pece_Biomass_Power_Project,2036,1.0
Pramukh_Steel_Bagasse_Power_Plant,2024,1.0
Pramukh_Steel_Bagasse_Power_Plant,2030,1.0
Pramukh_Steel_Bagasse_Power_Plant,2036,1.0
Tilenga_Gas_to_Power_Project_ST,2024,1.0
Tilenga_Gas_to_Power_Project_ST,2030,1.0
Tilenga_Gas_to_Power_Project_ST,2036,1.0
Unergy_Biomass_Power_Project,2024,1.0
Unergy_Biomass_Power_Project,2030,1.0
Unergy_Biomass_Power_Project,2036,1.0
Achwa-Aber_Multipurpose_HPP,2024,1.0
Achwa-Aber_Multipurpose_HPP,2030,1.0
Achwa-Aber_Multipurpose_HPP,2036,1.0
Atari_2_HPP,2024,0.465013698630137
Atari_2_HPP,2030,0.465013698630137
Atari_2_HPP,2036,0.465013698630137
Awere_HPP,2024,1.0
Awere_HPP,2030,1.0
Awere_HPP,2036,1.0
Ayago_HPP,2024,0.465013698630137
Ayago_HPP,2030,0.465013698630137
Ayago_HPP,2036,0.465013698630137
Buwangani_HPP,2024,1.0
Buwangani_HPP,2030,1.0
Buwangani_HPP,2036,1.0
Kiiba_HPP,2024,1.0
Kiiba_HPP,2030,1.0
Kiiba_HPP,2036,1.0
Kiraboha_HPP,2024,1.0
Kiraboha_HPP,2030,1.0
Kiraboha_HPP,2036,1.0
Kisinga_HPP,2024,1.0
Kisinga_HPP,2030,1.0
Kisinga_HPP,2036,1.0
Latoro_HPP_on_R_Aswa,2024,1.0
Latoro_HPP_on_R_Aswa,2030,1.0
Latoro_HPP_on_R_Aswa,2036,1.0
Lower_Achwa_HPP,2024,1.0
Lower_Achwa_HPP,2030,1.0
Lower_Achwa_HPP,2036,1.0
Lwakhakha_HPP,2024,1.0
Lwakhakha_HPP,2030,1.0
Lwakhakha_HPP,2036,1.0
Maziba_HPP,2024,1.0
Maziba_HPP,2030,1.0
Maziba_HPP,2036,1.0
Mitano_HPP,2024,1.0
Mitano_HPP,2030,1.0
Mitano_HPP,2036,1.0
Mukoki_HPP,2024,1.0
Mukoki_HPP,2030,1.0
Mukoki_HPP,2036,1.0
Muzizi_HPP,2024,1.0
Muzizi_HPP,2030,1.0
Muzizi_HPP,2036,1.0
Nengo_Bridge_HPP,2024,1.0
Nengo_Bridge_HPP,2030,1.0
Nengo_Bridge_HPP,2036,1.0
Ngenge_HPP,2024,1.0
Ngenge_HPP,2030,1.0
Ngenge_HPP,2036,1.0
Nsongi_HPP,2024,1.0
Nsongi_HPP,2030,1.0
Nsongi_HPP,2036,1.0
Nyakinengo_SHP,2024,1.0
Nyakinengo_SHP,2030,1.0
Nyakinengo_SHP,2036,1.0
Okollo_SHPP,2024,1.0
Okollo_SHPP,2030,1.0
Okollo_SHPP,2036,1.0
Oriang_HPP,2024,0.465013698630137
Oriang_HPP,2030,0.465013698630137
Oriang_HPP,2036,0.465013698630137
Rwembya_SHPP,2024,1.0
Rwembya_SHPP,2030,1.0
Rwembya_SHPP,2036,1.0
Karuma_HPP,2024,0.625013698630137
Karuma_HPP,2030,0.625013698630137
Karuma_HPP,2036,0.625013698630137
Karuma2_HPP,2024,0.48
Karuma2_HPP,2030,0.48
Karuma2_HPP,2036,0.48
Katooke_HPP,2024,0.48
Katooke_HPP,2030,0.48
Katooke_HPP,2036,0.48
Simu_HPP,2024,0.48
Simu_HPP,2030,0.48
Simu_HPP,2036,0.48
Sironko_HPP,2024,0.4350410958904109
Sironko_HPP,2030,0.4350410958904109
Sironko_HPP,2036,0.4350410958904109
Sisi_HPP,2024,0.48
Sisi_HPP,2030,0.48
Sisi_HPP,2036,0.48
Tokwe_HPP,2024,0.48
Tokwe_HPP,2030,0.48
Tokwe_HPP,2036,0.48
Warugo_HPP,2024,0.65
Warugo_HPP,2030,0.65
Warugo_HPP,2036,0.65
SCOUL_Bagasse_Plant,2024,1.0
SCOUL_Bagasse_Plant,2030,1.0
SCOUL_Bagasse_Plant,2036,1.0
Atari_HPP,2024,0.465013698630137
Atari_HPP,2030,0.465013698630137
Atari_HPP,2036,0.465013698630137
Hoimo_HPP,2024,1.0
Hoimo_HPP,2030,1.0
Hoimo_HPP,2036,1.0
Igassa_HPP,2024,1.0
Igassa_HPP,2030,1.0
Igassa_HPP,2036,1.0
Kabasanja_HPP,2024,1.0
Kabasanja_HPP,2030,1.0
Kabasanja_HPP,2036,1.0
Kabeywa_1_HPP,2024,1.0
Kabeywa_1_HPP,2030,1.0
Kabeywa_1_HPP,2036,1.0
Kabeywa_2_HPP,2024,1.0
Kabeywa_2_HPP,2030,1.0
Kabeywa_2_HPP,2036,1.0
Kigwabya_HPP,2024,1.0
Kigwabya_HPP,2030,1.0
Kigwabya_HPP,2036,1.0
Kikagati_HPP,2024,1.0
Kikagati_HPP,2030,1.0
Kikagati_HPP,2036,1.0
Muyembe_HPP,2024,1.0
Muyembe_HPP,2030,1.0
Muyembe_HPP,2036,1.0
Nchwera_HPP,2024,1.0
Nchwera_HPP,2030,1.0
Nchwera_HPP,2036,1.0
Nsongya_HPP,2024,1.0
Nsongya_HPP,2030,1.0
Nsongya_HPP,2036,1.0
Nyabuhuka_HPP,2024,1.0
Nyabuhuka_HPP,2030,1.0
Nyabuhuka_HPP,2036,1.0
Nyagak_III_HPP,2024,1.0
Nyagak_III_HPP,2030,1.0
Nyagak_III_HPP,2036,1.0
Nyamabuye_HPP,2024,1.0
Nyamabuye_HPP,2030,1.0
Nyamabuye_HPP,2036,1.0
Nyamagasani_2_HPP,2024,1.0
Nyamagasani_2_HPP,2030,1.0
Nyamagasani_2_HPP,2036,1.0
Achwa_1_HPP,2024,0.48
Achwa_1_HPP,2030,0.48
Achwa_1_HPP,2036,0.48
Achwa_2_HPP,2024,0.6675342465753424
Achwa_2_HPP,2030,0.6675342465753424
Achwa_2_HPP,2036,0.6675342465753424
Africa_EMS_Mpanga,2024,0.710027397260274
Africa_EMS_Mpanga,2030,0.710027397260274
Africa_EMS_Mpanga,2036,0.710027397260274
Bugoye_Hydro_Limited-_Mubuku_II,2024,0.48
Bugoye_Hydro_Limited-_Mubuku_II,2030,0.48
Bugoye_Hydro_Limited-_Mubuku_II,2036,0.48
Eco_Power_Uganda_Limited-_Ishasha,2024,0.4350410958904109
Eco_Power_Uganda_Limited-_Ishasha,2030,0.4350410958904109
Eco_Power_Uganda_Limited-_Ishasha,2036,0.4350410958904109
Hydromax_Limited_Buseruka,2024,0.48
Hydromax_Limited_Buseruka,2030,0.48
Hydromax_Limited_Buseruka,2036,0.48
Kakaka_HPP,2024,0.48
Kakaka_HPP,2030,0.48
Kakaka_HPP,2036,0.48
Kasese_Cobalt_Company_Limited-_Mubuku_III,2024,0.48
Kasese_Cobalt_Company_Limited-_Mubuku_III,2030,0.48
Kasese_Cobalt_Company_Limited-_Mubuku_III,2036,0.48
Kilembe_Mines_Limited-_Mubuku_I,2024,0.48
Kilembe_Mines_Limited-_Mubuku_I,2030,0.48
Kilembe_Mines_Limited-_Mubuku_I,2036,0.48
Lubilia_Hydropower_Plant,2024,0.48
Lubilia_Hydropower_Plant,2030,0.48
Lubilia_Hydropower_Plant,2036,0.48
Mahoma_Hydropower_Plant,2024,0.6450136986301369
Mahoma_Hydropower_Plant,2030,0.6450136986301369
Mahoma_Hydropower_Plant,2036,0.6450136986301369
Muvumbe_Hydropower_Plant,2024,0.48
Muvumbe_Hydropower_Plant,2030,0.48
Muvumbe_Hydropower_Plant,2036,0.48
Ndugutu_Hydropower_Plant,2024,0.48
Ndugutu_Hydropower_Plant,2030,0.48
Ndugutu_Hydropower_Plant,2036,0.48
Nkusi_Hydropower_Plant,2024,0.6
Nkusi_Hydropower_Plant,2030,0.6
Nkusi_Hydropower_Plant,2036,0.6
Rwimi_Hydropower_Plant,2024,0.48
Rwimi_Hydropower_Plant,2030,0.48
Rwimi_Hydropower_Plant,2036,0.48
Sindila_(Butama)_Hydropower_Plant,2024,0.48
Sindila_(Butama)_Hydropower_Plant,2030,0.48
Sindila_(Butama)_Hydropower_Plant,2036,0.48
Siti_I_Hydropower_Plant,2024,0.5725205479452056
Siti_I_Hydropower_Plant,2030,0.5725205479452056
Siti_I_Hydropower_Plant,2036,0.5725205479452056
Siti_II_Hydropower_Plant,2024,0.48
Siti_II_Hydropower_Plant,2030,0.48
Siti_II_Hydropower_Plant,2036,0.48
Waki_Hydropower_Plant,2024,0.615013698630137
Waki_Hydropower_Plant,2030,0.615013698630137
Waki_Hydropower_Plant,2036,0.615013698630137
Ziba_Limited_(Kyambura)_Hydropower_Plant,2024,0.92
Ziba_Limited_(Kyambura)_Hydropower_Plant,2030,0.92
Ziba_Limited_(Kyambura)_Hydropower_Plant,2036,0.92
Electro-Maxx_Uganda_Limited,2024,1.0
Electro-Maxx_Uganda_Limited,2030,1.0
Electro-Maxx_Uganda_Limited,2036,1.0
Jacobsen_Thermal_Plant,2024,1.0
Jacobsen_Thermal_Plant,2030,1.0
Jacobsen_Thermal_Plant,2036,1.0
Kakira_Sugar_Limited,2024,1.0
Kakira_Sugar_Limited,2030,1.0
Kakira_Sugar_Limited,2036,1.0
Kinyara_Sugar_Limited,2024,1.0
Kinyara_Sugar_Limited,2030,1.0
Kinyara_Sugar_Limited,2036,1.0
Sugar_and_Allied_Industries_Limited,2024,1.0
Sugar_and_Allied_Industries_Limited,2030,1.0
Sugar_and_Allied_Industries_Limited,2036,1.0
Bujagali_Energy_Limited,2024,1.0
Bujagali_Energy_Limited,2030,1.0
Bujagali_Energy_Limited,2036,1.0
Eskom_(Nalubaale_and_Kiira)_,2024,1.0
Eskom_(Nalubaale_and_Kiira)_,2030,1.0
Eskom_(Nalubaale_and_Kiira)_,2036,1.0
Isimba_Hydropower_Plant,2024,0.6100547945205479
Isimba_Hydropower_Plant,2030,0.6100547945205479
Isimba_Hydropower_Plant,2036,0.6100547945205479
Nyamagasani_1_HPP,2024,1.0
Nyamagasani_1_HPP,2030,1.0
Nyamagasani_1_HPP,2036,1.0
Nyamwamba_Hydropower_Plant,2024,1.0
Nyamwamba_Hydropower_Plant,2030,1.0
Nyamwamba_Hydropower_Plant,2036,1.0
Nyamwamba_II_HPP,2024,1.0
Nyamwamba_II_HPP,2030,1.0
Nyamwamba_II_HPP,2036,1.0
BMST_GENC_BUR,2024,1.0
BMST_GENC_BUR,2030,1.0
BMST_GENC_BUR,2036,1.0
NGCC_GENC_BUR,2024,1.0
NGCC_GENC_BUR,2030,1.0
NGCC_GENC_BUR,2036,1.0
COSC_GENC_BUR,2024,1.0
COSC_GENC_BUR,2030,1.0
COSC_GENC_BUR,2036,1.0
NGSC_GENC_BUR,2024,1.0
NGSC_GENC_BUR,2030,1.0
NGSC_GENC_BUR,2036,1.0
DSRC_GENC_BUR,2024,1.0
DSRC_GENC_BUR,2030,1.0
DSRC_GENC_BUR,2036,1.0
HFRC_GENC_BUR,2024,1.0
HFRC_GENC_BUR,2030,1.0
HFRC_GENC_BUR,2036,1.0
HYRO_GENC_BUR,2024,0.5
HYRO_GENC_BUR,2030,0.5
HYRO_GENC_BUR,2036,0.5
HYDM_GENC_BUR,2024,1.0
HYDM_GENC_BUR,2030,1.0
HYDM_GENC_BUR,2036,1.0
BMST_GENC_DJI,2024,1.0
BMST_GENC_DJI,2030,1.0
BMST_GENC_DJI,2036,1.0
NGCC_GENC_DJI,2024,1.0
NGCC_GENC_DJI,2030,1.0
NGCC_GENC_DJI,2036,1.0
NGSC_GENC_DJI,2024,1.0
NGSC_GENC_DJI,2030,1.0
