z,q,d,t,y,value
Kenya,Q1,d3,t19,2024,53.708494271852125
Kenya,Q1,d3,t19,2030,50.076070912324745
Kenya,Q1,d3,t19,2036,33.226982725881896
Kenya,Q1,d3,t20,2024,53.71491522016734
Kenya,Q1,d3,t20,2030,50.07638264830823
Kenya,Q1,d3,t20,2036,33.22732195022932
Kenya,Q1,d3,t21,2024,53.71623881159268
Kenya,Q1,d3,t21,2030,50.07655612521058
Kenya,Q1,d3,t21,2036,33.2275665006133
Kenya,Q1,d3,t22,2024,53.71146758696569
Kenya,Q1,d3,t22,2030,50.07626882053339
Kenya,Q1,d3,t22,2036,33.227173466799265
Kenya,Q1,d3,t23,2024,53.70880835277887
Kenya,Q1,d3,t23,2030,50.07609472898492
Kenya,Q1,d3,t23,2036,33.22700137794584
Kenya,Q1,d3,t24,2024,53.707919659972056
Kenya,Q1,d3,t24,2030,50.07605247334184
Kenya,Q1,d3,t24,2036,33.22695138063045
Kenya,Q1,d4,t1,2024,53.707576661765245
Kenya,Q1,d4,t1,2030,50.07603711114472
Kenya,Q1,d4,t1,2036,33.22690310945379
Kenya,Q1,d4,t2,2024,53.70742723070876
Kenya,Q1,d4,t2,2030,50.076027229739
Kenya,Q1,d4,t2,2036,33.226866258250034
Kenya,Q1,d4,t3,2024,53.70736191237112
Kenya,Q1,d4,t3,2030,50.07602240188385
Kenya,Q1,d4,t3,2036,33.226847327414745
Kenya,Q1,d4,t4,2024,53.70714426712778
Kenya,Q1,d4,t4,2030,50.07600518317688
Kenya,Q1,d4,t4,2036,33.22676311940243
Kenya,Q1,d4,t5,2024,53.70737248878168
Kenya,Q1,d4,t5,2030,50.07602281622581
Kenya,Q1,d4,t5,2036,33.226849927263295
Kenya,Q1,d4,t6,2024,53.70763613307981
Kenya,Q1,d4,t6,2030,50.07604052476768
Kenya,Q1,d4,t6,2036,33.22691033876738
Kenya,Q1,d4,t7,2024,53.70796950917743
Kenya,Q1,d4,t7,2030,50.07606200237831
Kenya,Q1,d4,t7,2036,33.226964525739625
Kenya,Q1,d4,t8,2024,53.70799034902754
Kenya,Q1,d4,t8,2030,50.07606044125325
Kenya,Q1,d4,t8,2036,33.22696745801521
Kenya,Q1,d4,t9,2024,53.70823614266622
Kenya,Q1,d4,t9,2030,50.076067790351736
Kenya,Q1,d4,t9,2036,33.22698027775831
Kenya,Q1,d4,t10,2024,53.70843104305101
Kenya,Q1,d4,t10,2030,50.07607386674821
Kenya,Q1,d4,t10,2036,33.22699149802529
Kenya,Q1,d4,t11,2024,53.70861514162897
Kenya,Q1,d4,t11,2030,50.076072307137885
Kenya,Q1,d4,t11,2036,33.227002838614474
Kenya,Q1,d4,t12,2024,53.70840188002602
Kenya,Q1,d4,t12,2030,50.07607088314939
Kenya,Q1,d4,t12,2036,33.226990210295945
Kenya,Q1,d4,t13,2024,53.70828892945757
Kenya,Q1,d4,t13,2030,50.07606657833933
Kenya,Q1,d4,t13,2036,33.226982995702826
Kenya,Q1,d4,t14,2024,53.70823516611029
Kenya,Q1,d4,t14,2030,50.07606652230049
Kenya,Q1,d4,t14,2036,33.22698022395381
Kenya,Q1,d4,t15,2024,53.7083180575873
Kenya,Q1,d4,t15,2030,50.07606601860136
Kenya,Q1,d4,t15,2036,33.22698099207758
Kenya,Q1,d4,t16,2024,53.70856537688393
Kenya,Q1,d4,t16,2030,50.07607688463735
Kenya,Q1,d4,t16,2036,33.226992079357906
Kenya,Q1,d4,t17,2024,53.7086806212305
Kenya,Q1,d4,t17,2030,50.076082542381165
Kenya,Q1,d4,t17,2036,33.22699616563142
Kenya,Q1,d4,t18,2024,53.70832218163528
Kenya,Q1,d4,t18,2030,50.07606665787151
Kenya,Q1,d4,t18,2036,33.226978048732214
Kenya,Q1,d4,t19,2024,53.70828635014348
Kenya,Q1,d4,t19,2030,50.07606767170744
Kenya,Q1,d4,t19,2036,33.22697750090241
Kenya,Q1,d4,t20,2024,53.72844850567457
Kenya,Q1,d4,t20,2030,50.07655193521231
Kenya,Q1,d4,t20,2036,33.22765561944744
Kenya,Q1,d4,t21,2024,53.80241554455306
Kenya,Q1,d4,t21,2030,50.0770160036015
Kenya,Q1,d4,t21,2036,33.22892304300928
Kenya,Q1,d4,t22,2024,53.71241641700425
Kenya,Q1,d4,t22,2030,50.0761690658982
Kenya,Q1,d4,t22,2036,33.2271246465888
Kenya,Q1,d4,t23,2024,53.70875113732743
Kenya,Q1,d4,t23,2030,50.07607678192857
Kenya,Q1,d4,t23,2036,33.22699609582685
Kenya,Q1,d4,t24,2024,53.707949569694776
Kenya,Q1,d4,t24,2030,50.07605219120028
Kenya,Q1,d4,t24,2036,33.22695744109432
Kenya,Q1,d5,t1,2024,53.70764930910982
Kenya,Q1,d5,t1,2030,50.0760402942154
Kenya,Q1,d5,t1,2036,33.22691936077957
Kenya,Q1,d5,t2,2024,53.7075490178787
Kenya,Q1,d5,t2,2030,50.076034320031965
Kenya,Q1,d5,t2,2036,33.22689609271353
Kenya,Q1,d5,t3,2024,53.70746230558138
Kenya,Q1,d5,t3,2030,50.07602828467498
Kenya,Q1,d5,t3,2036,33.22687534023972
Kenya,Q1,d5,t4,2024,53.70742991538609
Kenya,Q1,d5,t4,2030,50.07602577526023
Kenya,Q1,d5,t4,2036,33.22686799572605
Kenya,Q1,d5,t5,2024,53.70744197159645
Kenya,Q1,d5,t5,2030,50.0760266066221
Kenya,Q1,d5,t5,2036,33.22687130388922
Kenya,Q1,d5,t6,2024,53.70762210469036
Kenya,Q1,d5,t6,2030,50.07603858422952
Kenya,Q1,d5,t6,2036,33.2269120554576
Kenya,Q1,d5,t7,2024,53.70788317376287
Kenya,Q1,d5,t7,2030,50.07605355804554
Kenya,Q1,d5,t7,2036,33.2269599733819
Kenya,Q1,d5,t8,2024,53.70790996293378
Kenya,Q1,d5,t8,2030,50.076054515783404
Kenya,Q1,d5,t8,2036,33.22696415403039
Kenya,Q1,d5,t9,2024,53.70808359911229
Kenya,Q1,d5,t9,2030,50.07605954029452
Kenya,Q1,d5,t9,2036,33.22697377172197
Kenya,Q1,d5,t10,2024,53.70824478548616
Kenya,Q1,d5,t10,2030,50.076061493930496
Kenya,Q1,d5,t10,2036,33.226981232066784
Kenya,Q1,d5,t11,2024,53.70822992872446
Kenya,Q1,d5,t11,2030,50.076061999075485
Kenya,Q1,d5,t11,2036,33.226981089830595
Kenya,Q1,d5,t12,2024,53.70807181130593
Kenya,Q1,d5,t12,2030,50.07606255956846
Kenya,Q1,d5,t12,2036,33.22697661527713
Kenya,Q1,d5,t13,2024,53.70798930576526
Kenya,Q1,d5,t13,2030,50.07605997810648
Kenya,Q1,d5,t13,2036,33.22697277641827
Kenya,Q1,d5,t14,2024,53.70797149509394
Kenya,Q1,d5,t14,2030,50.076056120471485
Kenya,Q1,d5,t14,2036,33.22696922955951
Kenya,Q1,d5,t15,2024,53.7081483197953
Kenya,Q1,d5,t15,2030,50.07605933704076
Kenya,Q1,d5,t15,2036,33.22697485152476
Kenya,Q1,d5,t16,2024,53.70821335989595
Kenya,Q1,d5,t16,2030,50.07606396190239
Kenya,Q1,d5,t16,2036,33.22697740395282
Kenya,Q1,d5,t17,2024,53.70816501729321
Kenya,Q1,d5,t17,2030,50.076066935353
Kenya,Q1,d5,t17,2036,33.22697659639094
Kenya,Q1,d5,t18,2024,53.70816850952746
Kenya,Q1,d5,t18,2030,50.07606428626124
Kenya,Q1,d5,t18,2036,33.22697478991346
Kenya,Q1,d5,t19,2024,53.70811686857307
Kenya,Q1,d5,t19,2030,50.076060995022594
Kenya,Q1,d5,t19,2036,33.226972003749026
Kenya,Q1,d5,t20,2024,53.7134142088773
Kenya,Q1,d5,t20,2030,50.07622925707307
Kenya,Q1,d5,t20,2036,33.227166263769064
Kenya,Q1,d5,t21,2024,63.056414945051095
Kenya,Q1,d5,t21,2030,50.07642652314047
Kenya,Q1,d5,t21,2036,33.227514979685964
Kenya,Q1,d5,t22,2024,53.711043959393216
Kenya,Q1,d5,t22,2030,50.07615543495249
Kenya,Q1,d5,t22,2036,33.2270835033358
Kenya,Q1,d5,t23,2024,53.70832418725715
Kenya,Q1,d5,t23,2030,50.0760662895262
Kenya,Q1,d5,t23,2036,33.22697903660971
Kenya,Q1,d5,t24,2024,53.70786209515252
Kenya,Q1,d5,t24,2030,50.07605029099255
Kenya,Q1,d5,t24,2036,33.22695603434397
Kenya,Q2,d1,t1,2024,53.71485012325326
Kenya,Q2,d1,t1,2030,10.000422441285773
Kenya,Q2,d1,t1,2036,10.000748575315813
Kenya,Q2,d1,t2,2024,53.71179297270456
Kenya,Q2,d1,t2,2030,10.000199056582783
Kenya,Q2,d1,t2,2036,10.000417680378645
Kenya,Q2,d1,t3,2024,53.71062475872672
Kenya,Q2,d1,t3,2030,9.999987259695134
Kenya,Q2,d1,t3,2036,10.000242283427353
Kenya,Q2,d1,t4,2024,53.70962061977157
Kenya,Q2,d1,t4,2030,9.999850320062173
Kenya,Q2,d1,t4,2036,10.000129292635044
Kenya,Q2,d1,t5,2024,53.70941206460176
Kenya,Q2,d1,t5,2030,9.99989477605075
Kenya,Q2,d1,t5,2036,10.000127140303867
Kenya,Q2,d1,t6,2024,53.71147689454795
Kenya,Q2,d1,t6,2030,10.000278546719386
Kenya,Q2,d1,t6,2036,10.000422834517195
Kenya,Q2,d1,t7,2024,53.716417758533545
Kenya,Q2,d1,t7,2030,10.00088290201894
Kenya,Q2,d1,t7,2036,10.001296053479011
Kenya,Q2,d1,t8,2024,53.72073138513868
Kenya,Q2,d1,t8,2030,10.001380244208208
Kenya,Q2,d1,t8,2036,10.002377073649637
Kenya,Q2,d1,t9,2024,53.72913102586045
Kenya,Q2,d1,t9,2030,10.002192866433488
Kenya,Q2,d1,t9,2036,10.0043484965963
Kenya,Q2,d1,t10,2024,53.7365137915122
Kenya,Q2,d1,t10,2030,10.002888735133178
Kenya,Q2,d1,t10,2036,10.00574047141087
Kenya,Q2,d1,t11,2024,53.732249302672464
Kenya,Q2,d1,t11,2030,10.002488172825837
Kenya,Q2,d1,t11,2036,10.004829425823893
Kenya,Q2,d1,t12,2024,53.73302158224
Kenya,Q2,d1,t12,2030,10.002441537776916
Kenya,Q2,d1,t12,2036,10.005171363714796
Kenya,Q2,d1,t13,2024,53.73203284369314
Kenya,Q2,d1,t13,2030,10.002453710189188
Kenya,Q2,d1,t13,2036,10.00495083049949
Kenya,Q2,d1,t14,2024,53.72809646760427
Kenya,Q2,d1,t14,2030,10.002011888324107
Kenya,Q2,d1,t14,2036,10.003916426679602
Kenya,Q2,d1,t15,2024,53.73172895214984
Kenya,Q2,d1,t15,2030,10.002366000716265
Kenya,Q2,d1,t15,2036,10.004411593875682
Kenya,Q2,d1,t16,2024,53.722734407102365
Kenya,Q2,d1,t16,2030,10.00161131815896
Kenya,Q2,d1,t16,2036,10.003148257310103
Kenya,Q2,d1,t17,2024,53.7272022876437
Kenya,Q2,d1,t17,2030,10.001947259926958
Kenya,Q2,d1,t17,2036,10.003981818875856
Kenya,Q2,d1,t18,2024,53.72864328565909
Kenya,Q2,d1,t18,2030,10.002010036115768
Kenya,Q2,d1,t18,2036,10.003514916307902
Kenya,Q2,d1,t19,2024,53.74399214860767
Kenya,Q2,d1,t19,2030,10.003159208232658
Kenya,Q2,d1,t19,2036,10.006154186788615
Kenya,Q2,d1,t20,2024,63.09166672589071
Kenya,Q2,d1,t20,2030,10.020769618174675
Kenya,Q2,d1,t20,2036,10.4294137117617
Kenya,Q2,d1,t21,2024,63.022485243068814
Kenya,Q2,d1,t21,2030,10.019004849218858
Kenya,Q2,d1,t21,2036,27.23360023053645
Kenya,Q2,d1,t22,2024,53.90148296563655
Kenya,Q2,d1,t22,2030,10.011706714135366
Kenya,Q2,d1,t22,2036,10.404606705105303
Kenya,Q2,d1,t23,2024,53.74224782896578
Kenya,Q2,d1,t23,2030,10.003523883407324
Kenya,Q2,d1,t23,2036,10.008020171483013
Kenya,Q2,d1,t24,2024,53.71953949907604
Kenya,Q2,d1,t24,2030,10.001200370225602
Kenya,Q2,d1,t24,2036,10.001741874011287
Kenya,Q2,d2,t1,2024,53.70832522995122
Kenya,Q2,d2,t1,2030,9.999406951779845
Kenya,Q2,d2,t1,2036,9.999974418487565
Kenya,Q2,d2,t2,2024,53.70631229124346
Kenya,Q2,d2,t2,2030,9.999140419847295
Kenya,Q2,d2,t2,2036,9.999784795196016
Kenya,Q2,d2,t3,2024,53.70647852377636
Kenya,Q2,d2,t3,2030,9.99904587958991
Kenya,Q2,d2,t3,2036,9.99977254151729
Kenya,Q2,d2,t4,2024,53.705868164922
Kenya,Q2,d2,t4,2030,9.998936093979966
Kenya,Q2,d2,t4,2036,9.999701830429672
Kenya,Q2,d2,t5,2024,53.70597426909655
Kenya,Q2,d2,t5,2030,9.999064649213835
Kenya,Q2,d2,t5,2036,9.999725411707567
Kenya,Q2,d2,t6,2024,53.70841974454404
Kenya,Q2,d2,t6,2030,9.999651508988004
Kenya,Q2,d2,t6,2036,9.99999566798435
Kenya,Q2,d2,t7,2024,53.71494000823972
Kenya,Q2,d2,t7,2030,10.0007090025883
Kenya,Q2,d2,t7,2036,10.001003775090004
Kenya,Q2,d2,t8,2024,53.71463813877799
Kenya,Q2,d2,t8,2030,10.000701150237216
Kenya,Q2,d2,t8,2036,10.001055076748465
Kenya,Q2,d2,t9,2024,53.71794205154367
Kenya,Q2,d2,t9,2030,10.000963399009782
Kenya,Q2,d2,t9,2036,10.001549400625452
Kenya,Q2,d2,t10,2024,53.722792861221656
Kenya,Q2,d2,t10,2030,10.001444356826187
Kenya,Q2,d2,t10,2036,10.002572792535585
Kenya,Q2,d2,t11,2024,53.726035688524384
Kenya,Q2,d2,t11,2030,10.001597652274633
Kenya,Q2,d2,t11,2036,10.003423729873653
Kenya,Q2,d2,t12,2024,53.72671697812246
Kenya,Q2,d2,t12,2030,10.001755494683705
Kenya,Q2,d2,t12,2036,10.00345464578025
Kenya,Q2,d2,t13,2024,53.72134344350752
Kenya,Q2,d2,t13,2030,10.001404943930144
Kenya,Q2,d2,t13,2036,10.002455032158936
Kenya,Q2,d2,t14,2024,53.720931602717705
Kenya,Q2,d2,t14,2030,10.001233529692657
Kenya,Q2,d2,t14,2036,10.002223179521172
Kenya,Q2,d2,t15,2024,53.724265543454976
Kenya,Q2,d2,t15,2030,10.001536771607908
Kenya,Q2,d2,t15,2036,10.002658353258132
Kenya,Q2,d2,t16,2024,53.72674492285014
Kenya,Q2,d2,t16,2030,10.0018096088393
Kenya,Q2,d2,t16,2036,10.00301373241611
Kenya,Q2,d2,t17,2024,53.734120905552565
Kenya,Q2,d2,t17,2030,10.002407492473234
Kenya,Q2,d2,t17,2036,10.004219358856004
Kenya,Q2,d2,t18,2024,53.73056081724486
Kenya,Q2,d2,t18,2030,10.00212418533758
Kenya,Q2,d2,t18,2036,10.003692830107784
Kenya,Q2,d2,t19,2024,53.73946622481297
Kenya,Q2,d2,t19,2030,10.002755020581082
Kenya,Q2,d2,t19,2036,10.005246201850406
Kenya,Q2,d2,t20,2024,61.52681010473165
Kenya,Q2,d2,t20,2030,10.01437467427136
Kenya,Q2,d2,t20,2036,10.375972673864023
Kenya,Q2,d2,t21,2024,55.24808497333058
Kenya,Q2,d2,t21,2030,10.013452096803183
Kenya,Q2,d2,t21,2036,11.030690625462102
Kenya,Q2,d2,t22,2024,53.79557024284169
Kenya,Q2,d2,t22,2030,10.006576661210568
Kenya,Q2,d2,t22,2036,10.047209024648106
Kenya,Q2,d2,t23,2024,53.73192679636662
Kenya,Q2,d2,t23,2030,10.002604220906424
Kenya,Q2,d2,t23,2036,10.00505450031434
Kenya,Q2,d2,t24,2024,53.71472747532121
Kenya,Q2,d2,t24,2030,10.00072454790998
Kenya,Q2,d2,t24,2036,10.000984655922542
Kenya,Q2,d3,t1,2024,53.70663727184339
Kenya,Q2,d3,t1,2030,10.000013657683162
Kenya,Q2,d3,t1,2036,9.99995353286801
Kenya,Q2,d3,t2,2024,53.70630723233504
Kenya,Q2,d3,t2,2030,10.000007784093077
Kenya,Q2,d3,t2,2036,9.999943375052226
Kenya,Q2,d3,t3,2024,53.70623679656968
Kenya,Q2,d3,t3,2030,10.00000127247413
Kenya,Q2,d3,t3,2036,9.999940044959724
Kenya,Q2,d3,t4,2024,53.70589563320059
Kenya,Q2,d3,t4,2030,9.999998545473147
Kenya,Q2,d3,t4,2036,9.999919763906028
Kenya,Q2,d3,t5,2024,53.70606009199519
Kenya,Q2,d3,t5,2030,10.000004066188492
Kenya,Q2,d3,t5,2036,9.999930639078578
Kenya,Q2,d3,t6,2024,53.70650569380054
Kenya,Q2,d3,t6,2030,10.000027692367036
Kenya,Q2,d3,t6,2036,9.99995562251507
Kenya,Q2,d3,t7,2024,53.70672926749112
Kenya,Q2,d3,t7,2030,10.000067299346195
Kenya,Q2,d3,t7,2036,9.999992413652151
Kenya,Q2,d3,t8,2024,53.70693996383718
Kenya,Q2,d3,t8,2030,10.00008069243658
Kenya,Q2,d3,t8,2036,10.000006795777471
Kenya,Q2,d3,t9,2024,53.7070409853896
Kenya,Q2,d3,t9,2030,10.000093771826796
Kenya,Q2,d3,t9,2036,10.000018961925631
Kenya,Q2,d3,t10,2024,53.70725875842758
Kenya,Q2,d3,t10,2030,10.000117304868652
Kenya,Q2,d3,t10,2036,10.00003895940316
Kenya,Q2,d3,t11,2024,53.70723411463679
Kenya,Q2,d3,t11,2030,10.000096109981628
Kenya,Q2,d3,t11,2036,10.000024927009646
