z,f,y,value
Kenya,Diesel,2030,0.0001346023692723
Kenya,Diesel,2036,0.00019575226755
Kenya,Gas,2030,0.0011093342642779
Kenya,Gas,2036,0.0018810355562686
Kenya,HFO,2024,0.009882074551884
Kenya,HFO,2030,0.0019803540616969
Kenya,HFO,2036,0.0020873893305513
Kenya,Uranium,2036,0.0001085984457049
Kenya,Coal,2030,0.0005101238535505
Kenya,Coal,2036,0.0005919410150506
Burundi,Diesel,2024,63.60038765371079
Burundi,Diesel,2030,0.000544584970931
Burundi,Diesel,2036,0.0007541861482091
Burundi,Peat,2030,0.0001581912195527
Burundi,Peat,2036,0.0002174462812737
Burundi,HFO,2030,0.0001220068501403
Burundi,HFO,2036,0.0001724309564754
Djibouti,Diesel,2024,0.0055078941800165
Djibouti,Diesel,2030,0.0012089072766577
Djibouti,Diesel,2036,0.0019614624871153
Djibouti,Gas,2030,0.0012047357324128
Djibouti,Gas,2036,7.309133039968311
Djibouti,HFO,2024,7.308486397877716
Djibouti,HFO,2030,1.6865380496238624
Djibouti,HFO,2036,8.747820428237453
Drc_E,Diesel,2030,0.0001452174265339
Drc_E,Diesel,2036,0.0001959040777038
Drc_E,HFO,2030,0.0001502688787348
Drc_E,HFO,2036,0.000199456673689
Egypt,Diesel,2030,0.0001266899922626
Egypt,Diesel,2036,0.0002013304978047
Egypt,Gas,2024,6639.363460268878
Egypt,Gas,2030,5884.881394746065
Egypt,Gas,2036,5682.790676293772
Egypt,HFO,2024,0.0028311814161786
Egypt,HFO,2030,0.0004613604286976
Egypt,HFO,2036,0.000693510052067
Egypt,Uranium,2030,281.7766997451689
Egypt,Uranium,2036,566.5510209992226
Ethiopia,Diesel,2024,0.0019398895291648
Ethiopia,Diesel,2030,0.0008352512460436
Ethiopia,Diesel,2036,0.0006588977376221
Ethiopia,HFO,2030,9.89486524132503e-05
Ethiopia,HFO,2036,0.0001565185693966
Libya,Diesel,2030,0.0001437184642055
Libya,Diesel,2036,0.0002055858468049
Libya,Gas,2024,1618.9543179787688
Libya,Gas,2030,1815.435517275882
Libya,Gas,2036,2316.658125184507
Libya,HFO,2030,0.0001508292444791
Libya,HFO,2036,0.0002186591104249
Rwanda,Diesel,2024,0.0015763244104535
Rwanda,Diesel,2030,0.000464072973216
Rwanda,Diesel,2036,0.0004091343520199
Rwanda,Gas,2024,0.255451169953767
Rwanda,Gas,2030,1.1889198068747018
Rwanda,Gas,2036,0.20114199946741
Rwanda,Peat,2024,0.0029308755728316
Rwanda,Peat,2030,17.65278138562669
Rwanda,Peat,2036,8.512021940567301
Rwanda,HFO,2024,0.0009005527754733
Rwanda,HFO,2030,0.000324082723243
Rwanda,HFO,2036,0.0004243805897195
Rwanda,Methane,2024,0.000905982021327
Rwanda,Methane,2030,0.0003538599036837
Rwanda,Methane,2036,0.0002641248054103
Somaliland,Diesel,2030,0.0002347094449377
Somaliland,Diesel,2036,0.0017226202266346
Somaliland,HFO,2030,0.0001131408113774
Somaliland,HFO,2036,9.426363620395112
Mogadishu,Diesel,2030,0.0002373018610123
Mogadishu,Diesel,2036,0.0003312106045615
Mogadishu,HFO,2030,0.0001149515588181
Mogadishu,HFO,2036,0.0001628199528354
SomaliaROC,Diesel,2030,0.0002367369401416
SomaliaROC,Diesel,2036,0.0003311370964586
SomaliaROC,HFO,2030,0.0001145817895437
SomaliaROC,HFO,2036,0.0001627141512952
SouthSudan,Diesel,2024,108.68836287569164
SouthSudan,Diesel,2030,3.920212429957866
SouthSudan,Diesel,2036,1.1368693156700638
SouthSudan,HFO,2030,28.10526657713234
SouthSudan,HFO,2036,2.7369996751343617
Sudan,Diesel,2030,0.0009031129856934
Sudan,Diesel,2036,0.000283988091011
Sudan,HFO,2024,212.31842717550316
Sudan,HFO,2030,163.08449384584773
Sudan,HFO,2036,130.6646925387995
Sudan,LFO,2024,182.26880158917487
Sudan,LFO,2030,429.79958892364704
Sudan,LFO,2036,375.63776639420377
Tanzania,Diesel,2024,0.0064301517806824
Tanzania,Diesel,2030,0.0014425560418623
Tanzania,Diesel,2036,0.0017113675970367
Tanzania,Gas,2024,207.64114908051224
Tanzania,Gas,2030,52.58109279457516
Tanzania,Gas,2036,59.8690918727813
Tanzania,HFO,2024,0.0009834587959941
Tanzania,HFO,2030,0.0003053882843917
Tanzania,HFO,2036,0.000425805649102
Tanzania,Coal,2030,0.0020402100520109
Tanzania,Coal,2036,0.0024431334717956
Uganda,Diesel,2030,0.0001447902094523
Uganda,Diesel,2036,0.0001963934782926
Uganda,Gas,2030,0.0155951375958218
Uganda,Gas,2036,0.0090351779299913
Uganda,HFO,2024,0.0019795516178958
Uganda,HFO,2030,0.0005240368320086
Uganda,HFO,2036,0.0006828233859288
