zone,season,day,hour,2018
ZONE1,1,14,9,0.5722
ZONE1,1,14,10,0.5649
ZONE1,1,14,11,0.9585
ZONE1,1,14,12,0.0507
ZONE1,1,14,13,0.9577
ZONE1,1,14,14,0.1530
ZONE1,1,14,15,0.7605
ZONE1,1,14,16,0.8158
ZONE1,1,14,17,0.8716
ZONE1,1,14,18,0.4165
ZONE1,1,14,19,0.9593
ZONE1,1,14,20,0.5585
ZONE1,1,14,21,0.6911
ZONE1,1,14,22,0.3496
ZONE1,1,14,23,0.3892
ZONE1,1,15,0,0.9975
ZONE1,1,15,1,0.4921
ZONE1,1,15,2,0.5113
ZONE1,1,15,3,0.2406
ZONE1,1,15,4,0.5410
ZONE1,1,15,5,0.4821
ZONE1,1,15,6,0.2286
ZONE1,1,15,7,0.8723
ZONE1,1,15,8,0.1087
ZONE1,1,15,9,0.9902
ZONE1,1,15,10,0.2387
ZONE1,1,15,11,0.9612
ZONE1,1,15,12,0.4616
ZONE1,1,15,13,0.6470
ZONE1,1,15,14,0.3670
ZONE1,1,15,15,0.1717
ZONE1,1,15,16,0.5775
ZONE1,1,15,17,0.5601
ZONE1,1,15,18,0.3357
ZONE1,1,15,19,0.8542
ZONE1,1,15,20,0.2081
ZONE1,1,15,21,0.6296
ZONE1,1,15,22,0.5772
ZONE1,1,15,23,0.5452
ZONE1,1,16,0,0.7981
ZONE1,1,16,1,0.4860
ZONE1,1,16,2,0.5058
ZONE1,1,16,3,0.4431
ZONE1,1,16,4,0.8887
ZONE1,1,16,5,0.2816
ZONE1,1,16,6,0.0096
ZONE1,1,16,7,0.4201
ZONE1,1,16,8,0.6955
ZONE1,1,16,9,0.2645
ZONE1,1,16,10,0.5861
ZONE1,1,16,11,0.8487
ZONE1,1,16,12,0.1267
ZONE1,1,16,13,0.0721
ZONE1,1,16,14,0.4468
ZONE1,1,16,15,0.3235
ZONE1,1,16,16,0.5314
ZONE1,1,16,17,0.3544
ZONE1,1,16,18,0.6203
ZONE1,1,16,19,0.9953
ZONE1,1,16,20,0.6309
ZONE1,1,16,21,0.6328
ZONE1,1,16,22,0.8293
ZONE1,1,16,23,0.9391
ZONE1,1,17,0,0.2179
ZONE1,1,17,1,0.7110
ZONE1,1,17,2,0.0090
ZONE1,1,17,3,0.9925
ZONE1,1,17,4,0.8088
ZONE1,1,17,5,0.2646
ZONE1,1,17,6,0.8377
ZONE1,1,17,7,0.4351
ZONE1,1,17,8,0.5219
ZONE1,1,17,9,0.7169
ZONE1,1,17,10,0.0731
ZONE1,1,17,11,0.4251
ZONE1,1,17,12,0.4170
ZONE1,1,17,13,0.4452
ZONE1,1,17,14,0.3094
ZONE1,1,17,15,0.3739
ZONE1,1,17,16,0.7856
ZONE1,1,17,17,0.5218
ZONE1,1,17,18,0.2205
ZONE1,1,17,19,0.1458
ZONE1,1,17,20,0.6908
ZONE1,1,17,21,0.7435
ZONE1,1,17,22,0.5184
ZONE1,1,17,23,0.6698
ZONE1,1,18,0,0.5703
ZONE1,1,18,1,0.5938
ZONE1,1,18,2,0.6429
ZONE1,1,18,3,0.0586
ZONE1,1,18,4,0.6411
ZONE1,1,18,5,0.2954
ZONE1,1,18,6,0.8871
ZONE1,1,18,7,0.7914
ZONE1,1,18,8,0.8101
ZONE1,1,18,9,0.5280
ZONE1,1,18,10,0.8497
ZONE1,1,18,11,0.3568
ZONE1,1,18,12,0.5486
ZONE1,1,18,13,0.4770
ZONE1,1,18,14,0.8315
ZONE1,1,18,15,0.5561
ZONE1,1,18,16,0.2832
ZONE1,1,18,17,0.3149
ZONE1,1,18,18,0.3752
ZONE1,1,18,19,0.3161
ZONE1,1,18,20,0.5929
ZONE1,1,18,21,0.7212
ZONE1,1,18,22,0.1226
ZONE1,1,18,23,0.7171
ZONE1,1,19,0,0.7276
ZONE1,1,19,1,0.8660
ZONE1,1,19,2,0.5058
ZONE1,1,19,3,0.0609
ZONE1,1,19,4,0.1128
ZONE1,1,19,5,0.6699
ZONE1,1,19,6,0.7894
ZONE1,1,19,7,0.4747
ZONE1,1,19,8,0.4909
ZONE1,1,19,9,0.9575
ZONE1,1,19,10,0.6915
ZONE1,1,19,11,0.6035
ZONE1,1,19,12,0.3795
ZONE1,1,19,13,0.5794
ZONE1,1,19,14,0.3807
ZONE1,1,19,15,0.7249
ZONE1,1,19,16,0.0948
ZONE1,1,19,17,0.6509
ZONE1,1,19,18,0.4240
ZONE1,1,19,19,0.2939
ZONE1,1,19,20,0.8575
ZONE1,1,19,21,0.1725
ZONE1,1,19,22,0.1213
ZONE1,1,19,23,0.4051
ZONE1,1,20,0,0.5606
ZONE1,1,20,1,0.8915
ZONE1,1,20,2,0.3079
ZONE1,1,20,3,0.4002
ZONE1,1,20,4,0.8816
ZONE1,1,20,5,0.7940
ZONE1,1,20,6,0.4483
ZONE1,1,20,7,0.1027
ZONE1,1,20,8,0.6472
ZONE1,1,20,9,0.1300
ZONE1,1,20,10,0.2890
ZONE1,1,20,11,0.9622
ZONE1,1,20,12,0.7518
ZONE1,1,20,13,0.0822
ZONE1,1,20,14,0.6946
ZONE1,1,20,15,0.7429
ZONE1,1,20,16,0.7797
ZONE1,1,20,17,0.8669
ZONE1,1,20,18,0.8253
ZONE1,1,20,19,0.0496
ZONE1,1,20,20,0.6026
ZONE1,1,20,21,0.3250
ZONE1,1,20,22,0.2865
ZONE1,1,20,23,0.1326
ZONE1,1,21,0,0.9592
ZONE1,1,21,1,0.1745
ZONE1,1,21,2,0.8290
ZONE1,1,21,3,0.5093
ZONE1,1,21,4,0.3155
ZONE1,1,21,5,0.5633
ZONE1,1,21,6,0.7241
ZONE1,1,21,7,0.8838
ZONE1,1,21,8,0.5128
ZONE1,1,21,9,0.9017
ZONE1,1,21,10,0.7479
ZONE1,1,21,11,0.5846
ZONE1,1,21,12,0.8249
ZONE1,1,21,13,0.4769
ZONE1,1,21,14,0.7735
ZONE1,1,21,15,0.1747
ZONE1,1,21,16,0.8895
ZONE1,1,21,17,0.2160
ZONE1,1,21,18,0.6320
ZONE1,1,21,19,0.2923
ZONE1,1,21,20,0.0649
ZONE1,1,21,21,0.8643
ZONE1,1,21,22,0.6968
ZONE1,1,21,23,0.5239
ZONE1,1,22,0,0.3068
ZONE1,1,22,1,0.7228
ZONE1,1,22,2,0.6584
ZONE1,1,22,3,0.3077
ZONE1,1,22,4,0.1133
ZONE1,1,22,5,0.3975
ZONE1,1,22,6,0.5306
ZONE1,1,22,7,0.1741
ZONE1,1,22,8,0.6696
ZONE1,1,22,9,0.8325
ZONE1,1,22,10,0.4317
ZONE1,1,22,11,0.6125
ZONE1,1,22,12,0.5264
ZONE1,1,22,13,0.2444
ZONE1,1,22,14,0.0051
ZONE1,1,22,15,0.5949
ZONE1,1,22,16,0.4864
ZONE1,1,22,17,0.7139
ZONE1,1,22,18,0.3434
ZONE1,1,22,19,0.9076
ZONE1,1,22,20,0.1458
ZONE1,1,22,21,0.8061
ZONE1,1,22,22,0.2410
ZONE1,1,22,23,0.2616
ZONE1,1,23,0,0.9854
ZONE1,1,23,1,0.3226
ZONE1,1,23,2,0.9042
ZONE1,1,23,3,0.3978
ZONE1,1,23,4,0.4651
ZONE1,1,23,5,0.6303
ZONE1,1,23,6,0.6765
ZONE1,1,23,7,0.4216
ZONE1,1,23,8,0.1661
ZONE1,1,23,9,0.8493
ZONE1,1,23,10,0.9517
ZONE1,1,23,11,0.7526
ZONE1,1,23,12,0.2901
ZONE1,1,23,13,0.6994
ZONE1,1,23,14,0.9241
ZONE1,1,23,15,0.6949
ZONE1,1,23,16,0.7258
ZONE1,1,23,17,0.2167
ZONE1,1,23,18,0.3853
ZONE1,1,23,19,0.4195
ZONE1,1,23,20,0.3701
ZONE1,1,23,21,0.7004
ZONE1,1,23,22,0.8371
ZONE1,1,23,23,0.6575
ZONE1,1,24,0,0.3367
ZONE1,1,24,1,0.4328
ZONE1,1,24,2,0.6349
ZONE1,1,24,3,0.9923
ZONE1,1,24,4,0.8169
ZONE1,1,24,5,0.9060
ZONE1,1,24,6,0.5986
ZONE1,1,24,7,0.4353
ZONE1,1,24,8,0.4242
ZONE1,1,24,9,0.5977
ZONE1,1,24,10,0.2551
ZONE1,1,24,11,0.1553
ZONE1,1,24,12,0.6274
ZONE1,1,24,13,0.6253
ZONE1,1,24,14,0.4698
ZONE1,1,24,15,0.4121
ZONE1,1,24,16,0.0834
ZONE1,1,24,17,0.5437
ZONE1,1,24,18,0.3159
ZONE1,1,24,19,0.1105
ZONE1,1,24,20,0.7998
ZONE1,1,24,21,0.6079
ZONE1,1,24,22,0.8540
ZONE1,1,24,23,0.5563
ZONE1,1,25,0,0.0021
ZONE1,1,25,1,0.2395
ZONE1,1,25,2,0.5740
ZONE1,1,25,3,0.0009
ZONE1,1,25,4,0.9092
ZONE1,1,25,5,0.5356
ZONE1,1,25,6,0.9422
ZONE1,1,25,7,0.9174
ZONE1,1,25,8,0.8463
ZONE1,1,25,9,0.7524
ZONE1,1,25,10,0.3927
ZONE1,1,25,11,0.0596
ZONE1,1,25,12,0.5572
ZONE1,1,25,13,0.6442
ZONE1,1,25,14,0.5993
ZONE1,1,25,15,0.5793
ZONE1,1,25,16,0.9103
ZONE1,1,25,17,0.0898
ZONE1,1,25,18,0.9263
ZONE1,1,25,19,0.9385
ZONE1,1,25,20,0.8088
ZONE1,1,25,21,0.7922
ZONE1,1,25,22,0.5966
ZONE1,1,25,23,0.2982
ZONE1,1,26,0,0.2184
ZONE1,1,26,1,0.8913
ZONE1,1,26,2,0.4614
ZONE1,1,26,3,0.5811
ZONE1,1,26,4,0.7132
ZONE1,1,26,5,0.3326
ZONE1,1,26,6,0.2152
ZONE1,1,26,7,0.7880
ZONE1,1,26,8,0.4239
ZONE1,1,26,9,0.8937
ZONE1,1,26,10,0.6104
ZONE1,1,26,11,0.4393
ZONE1,1,26,12,0.0503
ZONE1,1,26,13,0.4522
ZONE1,1,26,14,0.8658
ZONE1,1,26,15,0.4121
ZONE1,1,26,16,0.0113
ZONE1,1,26,17,0.0320
ZONE1,1,26,18,0.3172
ZONE1,1,26,19,0.4130
ZONE1,1,26,20,0.8877
ZONE1,1,26,21,0.3823
ZONE1,1,26,22,0.0792
ZONE1,1,26,23,0.6071
ZONE1,1,27,0,0.7704
ZONE1,1,27,1,0.6938
ZONE1,1,27,2,0.6721
ZONE1,1,27,3,0.3631
ZONE1,1,27,4,0.7665
ZONE1,1,27,5,0.4346
ZONE1,1,27,6,0.7941
ZONE1,1,27,7,0.0504
ZONE1,1,27,8,0.1195
ZONE1,1,27,9,0.7755
ZONE1,1,27,10,0.0312
ZONE1,1,27,11,0.5104
ZONE1,1,27,12,0.6620
ZONE1,1,27,13,0.3082
ZONE1,1,27,14,0.1682
ZONE1,1,27,15,0.9519
ZONE1,1,27,16,0.4428
ZONE1,1,27,17,0.4748
ZONE1,1,27,18,0.2642
ZONE1,1,27,19,0.3385
ZONE1,1,27,20,0.5545
ZONE1,1,27,21,0.5217
ZONE1,1,27,22,0.2724
ZONE1,1,27,23,0.4591
ZONE1,1,28,0,0.7946
ZONE1,1,28,1,0.8742
ZONE1,1,28,2,0.3075
ZONE1,1,28,3,0.9210
ZONE1,1,28,4,0.4567
ZONE1,1,28,5,0.1969
ZONE1,1,28,6,0.7323
ZONE1,1,28,7,0.0366
ZONE1,1,28,8,0.2609
ZONE1,1,28,9,0.8856
ZONE1,1,28,10,0.8526
ZONE1,1,28,11,0.0841
ZONE1,1,28,12,0.2236
ZONE1,1,28,13,0.9502
ZONE1,1,28,14,0.8193
ZONE1,1,28,15,0.3094
ZONE1,1,28,16,0.3184
ZONE1,1,28,17,0.7380
ZONE1,1,28,18,0.6642
ZONE1,1,28,19,0.4210
ZONE1,1,28,20,0.8152
ZONE1,1,28,21,0.4741
ZONE1,1,28,22,0.8728
ZONE1,1,28,23,0.5205
ZONE1,1,29,0,0.4852
ZONE1,1,29,1,0.2282
ZONE1,1,29,2,0.2077
ZONE1,1,29,3,0.8177
ZONE1,1,29,4,0.9412
ZONE1,1,29,5,0.7858
ZONE1,1,29,6,0.5170
ZONE1,1,29,7,0.6201
ZONE1,1,29,8,0.6941
ZONE1,1,29,9,0.8607
ZONE1,1,29,10,0.1671
ZONE1,1,29,11,0.3559
ZONE1,1,29,12,0.4449
ZONE1,1,29,13,0.6132
ZONE1,1,29,14,0.7955
ZONE1,1,29,15,0.3219
ZONE1,1,29,16,0.1772
ZONE1,1,29,17,0.9782
ZONE1,1,29,18,0.1440
ZONE1,1,29,19,0.1629
ZONE1,1,29,20,0.2992
ZONE1,1,29,21,0.1036
ZONE1,1,29,22,0.6927
ZONE1,1,29,23,0.2402
ZONE1,1,30,0,0.8420
ZONE1,1,30,1,0.1767
ZONE1,1,30,2,0.9640
ZONE1,1,30,3,0.3382
ZONE1,1,30,4,0.2815
ZONE1,1,30,5,0.7147
ZONE1,1,30,6,0.0981
ZONE1,1,30,7,0.3465
ZONE1,1,30,8,0.1114
ZONE1,1,30,9,0.2514
ZONE1,1,30,10,0.6799
ZONE1,1,30,11,0.0240
ZONE1,1,30,12,0.8870
ZONE1,1,30,13,0.0227
ZONE1,1,30,14,0.1926
ZONE1,1,30,15,0.9624
ZONE1,1,30,16,0.6983
ZONE1,1,30,17,0.2607
ZONE1,1,30,18,0.1220
ZONE1,1,30,19,0.6037
ZONE1,1,30,20,0.8124
ZONE1,1,30,21,0.4225
ZONE1,1,30,22,0.7446
ZONE1,1,30,23,0.0827
ZONE1,1,31,0,0.9428
ZONE1,1,31,1,0.5296
ZONE1,1,31,2,0.9752
ZONE1,1,31,3,0.3631
ZONE1,1,31,4,0.5494
ZONE1,1,31,5,0.3445
ZONE1,1,31,6,0.0591
ZONE1,1,31,7,0.7008
ZONE1,1,31,8,0.1386
ZONE1,1,31,9,0.5623
ZONE1,1,31,10,0.9419
ZONE1,1,31,11,0.2450
ZONE1,1,31,12,0.1186
ZONE1,1,31,13,0.4719
ZONE1,1,31,14,0.1229
ZONE1,1,31,15,0.7952
ZONE1,1,31,16,0.9034
ZONE1,1,31,17,0.1671
ZONE1,1,31,18,0.1830
ZONE1,1,31,19,0.1321
ZONE1,1,31,20,0.7475
ZONE1,1,31,21,0.8480
ZONE1,1,31,22,0.4269
ZONE1,1,31,23,0.8999
ZONE1,1,32,0,0.3088
ZONE1,1,32,1,0.3989
ZONE1,1,32,2,0.4718
ZONE1,1,32,3,0.2877
ZONE1,1,32,4,0.6544
ZONE1,1,32,5,0.7349
ZONE1,1,32,6,0.5863
ZONE1,1,32,7,0.6913
ZONE1,1,32,8,0.3575
ZONE1,1,32,9,0.4096
ZONE1,1,32,10,0.5437
ZONE1,1,32,11,0.5912
ZONE1,1,32,12,0.4972
ZONE1,1,32,13,0.4066
ZONE1,1,32,14,0.9623
ZONE1,1,32,15,0.2943
ZONE1,1,32,16,0.2280
ZONE1,1,32,17,0.0678
ZONE1,1,32,18,0.3434
ZONE1,1,32,19,0.4902
ZONE1,1,32,20,0.3802
ZONE1,1,32,21,0.6773
ZONE1,1,32,22,0.8535
ZONE1,1,32,23,0.0165
ZONE1,1,33,0,0.1744
ZONE1,1,33,1,0.1203
ZONE1,1,33,2,0.7550
ZONE1,1,33,3,0.6803
ZONE1,1,33,4,0.1337
ZONE1,1,33,5,0.0550
ZONE1,1,33,6,0.2412
ZONE1,1,33,7,0.5346
ZONE1,1,33,8,0.6462
ZONE1,1,33,9,0.6261
ZONE1,1,33,10,0.0268
ZONE1,1,33,11,0.6375
ZONE1,1,33,12,0.8818
ZONE1,1,33,13,0.5328
ZONE1,1,33,14,0.2800
ZONE1,1,33,15,0.7029
ZONE1,1,33,16,0.7913
ZONE1,1,33,17,0.9706
ZONE1,1,33,18,0.6481
ZONE1,1,33,19,0.9966
ZONE1,1,33,20,0.1887
ZONE1,1,33,21,0.6826
ZONE1,1,33,22,0.2358
ZONE1,1,33,23,0.3753
ZONE1,1,34,0,0.4847
ZONE1,1,34,1,0.8756
ZONE1,1,34,2,0.5498
ZONE1,1,34,3,0.4559
ZONE1,1,34,4,0.2354
ZONE1,1,34,5,0.7946
ZONE1,1,34,6,0.8614
ZONE1,1,34,7,0.1520
ZONE1,1,34,8,0.9919
ZONE1,1,34,9,0.3075
ZONE1,1,34,10,0.3460
ZONE1,1,34,11,0.4751
ZONE1,1,34,12,0.3495
ZONE1,1,34,13,0.5608
ZONE1,1,34,14,0.5226
ZONE1,1,34,15,0.3727
ZONE1,1,34,16,0.5208
ZONE1,1,34,17,0.0051
ZONE1,1,34,18,0.2930
ZONE1,1,34,19,0.6790
ZONE1,1,34,20,0.8578
ZONE1,1,34,21,0.5836
ZONE1,1,34,22,0.9084
ZONE1,1,34,23,0.6891
ZONE1,1,35,0,0.9303
ZONE1,1,35,1,0.3805
ZONE1,1,35,2,0.5847
ZONE1,1,35,3,0.0719
ZONE1,1,35,4,0.1613
ZONE1,1,35,5,0.7432
