zext,q,d,year,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
Bulgaria,Q1,d1,2024,61.073,92.005,70.134,137.591,147.937,166.910,191.002,186.008,158.244,150.342,154.013,153.859,152.497,159.162,168.194,185.689,216.872,239.419,223.383,192.277,183.950,150.342,150.342,149.917
Bulgaria,Q1,d1,2025,59.946,90.286,68.834,135.000,145.149,163.758,187.390,182.491,155.259,147.508,151.109,150.957,149.621,156.159,165.018,182.178,212.765,234.881,219.151,188.641,180.473,147.508,147.508,147.091
Bulgaria,Q1,d1,2026,58.819,88.567,67.534,132.410,142.360,160.607,183.778,178.974,152.273,144.673,148.204,148.055,146.745,153.156,161.843,178.668,208.658,230.342,214.920,185.004,176.995,144.673,144.673,144.265
Bulgaria,Q1,d1,2027,57.692,86.849,66.233,129.819,139.572,157.456,180.166,175.458,149.288,141.839,145.299,145.154,143.870,150.153,158.667,175.157,204.551,225.804,210.688,181.368,173.518,141.839,141.839,141.438
Bulgaria,Q1,d1,2028,56.565,85.130,64.933,127.229,136.783,154.304,176.553,171.941,146.302,139.005,142.395,142.252,140.994,147.150,155.491,171.647,200.444,221.266,206.457,177.731,170.041,139.005,139.005,138.612
Bulgaria,Q1,d1,2029,55.438,83.412,63.633,124.638,133.995,151.153,172.941,168.424,143.316,136.170,139.490,139.350,138.118,144.147,152.315,168.136,196.337,216.727,202.225,174.094,166.564,136.170,136.170,135.786
Bulgaria,Q1,d1,2030,54.312,81.694,62.333,122.048,131.207,148.002,169.329,164.908,140.331,133.336,136.585,136.448,135.243,141.143,149.139,164.626,192.230,212.189,197.993,170.458,163.086,133.336,133.336,132.959
Bulgaria,Q1,d1,2031,54.388,81.810,62.421,122.223,131.395,148.215,169.574,165.146,140.533,133.528,136.782,136.645,135.438,141.347,149.354,164.863,192.508,212.496,198.280,170.704,163.322,133.528,133.528,133.151
Bulgaria,Q1,d1,2032,54.464,81.925,62.508,122.398,131.583,148.427,169.817,165.383,140.734,133.719,136.978,136.840,135.631,141.549,149.568,165.100,192.784,212.802,198.565,170.949,163.556,133.719,133.719,133.341
Bulgaria,Q1,d1,2033,54.540,82.042,62.596,122.573,131.772,148.641,170.061,165.621,140.936,133.911,137.174,137.037,135.826,141.752,149.783,165.337,193.063,213.109,198.851,171.195,163.791,133.911,133.911,133.533
Bulgaria,Q1,d1,2034,54.617,82.158,62.685,122.749,131.961,148.854,170.306,165.859,141.139,134.103,137.371,137.233,136.021,141.956,149.998,165.575,193.341,213.417,199.138,171.441,164.027,134.103,134.103,133.724
Bulgaria,Q1,d1,2035,54.693,82.275,62.773,122.924,132.150,149.068,170.551,166.097,141.341,134.295,137.568,137.430,136.216,142.159,150.213,165.813,193.619,213.724,199.425,171.688,164.263,134.295,134.295,133.916
Bulgaria,Q1,d1,2036,54.769,82.391,62.861,123.100,132.339,149.281,170.796,166.336,141.543,134.487,137.765,137.627,136.410,142.363,150.429,166.051,193.898,214.032,199.712,171.934,164.498,134.487,134.487,134.107
Bulgaria,Q1,d1,2037,54.846,82.508,62.949,123.275,132.528,149.495,171.041,166.574,141.745,134.679,137.962,137.823,136.605,142.566,150.644,166.289,194.176,214.339,199.998,172.181,164.734,134.679,134.679,134.299
Bulgaria,Q1,d1,2038,54.922,82.624,63.037,123.451,132.717,149.708,171.285,166.812,141.948,134.871,138.159,138.020,136.800,142.770,150.859,166.527,194.454,214.647,200.285,172.427,164.970,134.871,134.871,134.490
Bulgaria,Q1,d1,2039,54.998,82.741,63.125,123.626,132.906,149.922,171.530,167.051,142.150,135.063,138.355,138.217,136.995,142.973,151.074,166.765,194.732,214.954,200.572,172.674,165.205,135.063,135.063,134.682
Bulgaria,Q1,d1,2040,55.075,82.857,63.213,123.802,133.095,150.135,171.775,167.289,142.352,135.255,138.552,138.413,137.190,143.177,151.289,167.003,195.011,215.262,200.859,172.920,165.441,135.255,135.255,134.873
Bulgaria,Q1,d1,2041,55.075,82.857,63.213,123.802,133.095,150.135,171.775,167.289,142.352,135.255,138.552,138.413,137.190,143.177,151.289,167.003,195.011,215.262,200.859,172.920,165.441,135.255,135.255,134.873
Bulgaria,Q1,d1,2042,55.075,82.857,63.213,123.802,133.095,150.135,171.775,167.289,142.352,135.255,138.552,138.413,137.190,143.177,151.289,167.003,195.011,215.262,200.859,172.920,165.441,135.255,135.255,134.873
Bulgaria,Q1,d1,2043,55.075,82.857,63.213,123.802,133.095,150.135,171.775,167.289,142.352,135.255,138.552,138.413,137.190,143.177,151.289,167.003,195.011,215.262,200.859,172.920,165.441,135.255,135.255,134.873
Bulgaria,Q1,d1,2044,55.075,82.857,63.213,123.802,133.095,150.135,171.775,167.289,142.352,135.255,138.552,138.413,137.190,143.177,151.289,167.003,195.011,215.262,200.859,172.920,165.441,135.255,135.255,134.873
Bulgaria,Q1,d1,2045,55.075,82.857,63.213,123.802,133.095,150.135,171.775,167.289,142.352,135.255,138.552,138.413,137.190,143.177,151.289,167.003,195.011,215.262,200.859,172.920,165.441,135.255,135.255,134.873
Bulgaria,Q1,d1,2046,55.075,82.857,63.213,123.802,133.095,150.135,171.775,167.289,142.352,135.255,138.552,138.413,137.190,143.177,151.289,167.003,195.011,215.262,200.859,172.920,165.441,135.255,135.255,134.873
Bulgaria,Q1,d1,2047,55.075,82.857,63.213,123.802,133.095,150.135,171.775,167.289,142.352,135.255,138.552,138.413,137.190,143.177,151.289,167.003,195.011,215.262,200.859,172.920,165.441,135.255,135.255,134.873
Bulgaria,Q1,d1,2048,55.075,82.857,63.213,123.802,133.095,150.135,171.775,167.289,142.352,135.255,138.552,138.413,137.190,143.177,151.289,167.003,195.011,215.262,200.859,172.920,165.441,135.255,135.255,134.873
