c,fuel,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2040,2045,2050
AFG,Coal,1.82875,1.82875,1.82875,1.82875,1.74419,1.74419,1.74419,1.74419,1.74419,1.74419,1.74419,1.74419,1.74419
AFG,Gas,6.92731,6.92731,6.92731,6.92731,6.83664,6.83664,6.83664,6.83664,6.83664,6.83664,6.83664,6.83664,6.83664
AFG,HFO,9.53501,9.53501,9.53501,9.53501,9.38856,9.38856,9.38856,9.38856,9.38856,9.38856,9.38856,9.38856,9.38856
KAZ,Coal,0.858313,0.858313,0.858313,0.858313,0.858313,0.858313,0.858313,0.858313,0.858313,0.858313,0.858313,0.858313,0.858313
KAZ,Coal_KAZ_S,1.25886,1.25886,1.25886,1.25886,1.25886,1.25886,1.25886,1.25886,1.25886,1.25886,1.25886,1.25886,1.25886
KAZ,Gas,3.31305,4.08179,4.85053,5.61926,6.388,6.353,6.318,6.283,6.248,6.213,6.038,5.863,5.688
KAZ,HFO,9.53501,9.53501,9.53501,9.53501,9.38856,9.38856,9.38856,9.38856,9.38856,9.38856,9.38856,9.38856,9.38856
KAZ,UR,0.350865,0.350865,0.350865,0.350865,0.350865,0.350865,0.350865,0.350865,0.350865,0.350865,0.350865,0.350865,0.350865
KGZ,Coal,2.68381,2.68381,2.68381,2.68381,2.68381,2.68381,2.68381,2.68381,2.68381,2.68381,2.68381,2.68381,2.68381
KGZ,Gas,7.47274,7.65796,7.84317,8.02839,8.2136,8.1786,8.1436,8.1086,8.0736,8.0386,7.8636,7.6886,7.5136
KGZ,HFO,9.53501,9.53501,9.53501,9.53501,9.38856,9.38856,9.38856,9.38856,9.38856,9.38856,9.38856,9.38856,9.38856
PAK,Coal,3.29994,3.34119,3.38295,3.42524,3.4629,3.4629,3.4629,3.4629,3.4629,3.4629,3.4629,3.4629,3.4629
PAK,Gas,6.92731,6.92731,6.92731,6.92731,6.83664,6.83664,6.83664,6.83664,6.83664,6.83664,6.83664,6.83664,6.83664
PAK,HFO,9.53501,9.53501,9.53501,9.53501,9.38856,9.38856,9.38856,9.38856,9.38856,9.38856,9.38856,9.38856,9.38856
PAK,LNG,8.31239,8.31239,8.31239,8.31239,8.20046,8.20046,8.20046,8.20046,8.20046,8.20046,8.20046,8.20046,8.20046
PAK,UR,1.17781,1.17781,1.17781,1.17781,1.17781,1.17781,1.17781,1.17781,1.17781,1.17781,1.17781,1.17781,1.17781
TAJ,Coal,3.77604,3.77604,3.77604,3.77604,3.77604,3.77604,3.77604,3.77604,3.77604,3.77604,3.77604,3.77604,3.77604
TAJ,Gas,4.87246,5.58775,6.30303,7.01832,7.7336,7.6986,7.6636,7.6286,7.5936,7.5586,7.3836,7.2086,7.0336
TAJ,HFO,9.53501,9.53501,9.53501,9.53501,9.38856,9.38856,9.38856,9.38856,9.38856,9.38856,9.38856,9.38856,9.38856
TUR,Coal,1.82875,1.82875,1.82875,1.82875,1.74419,1.74419,1.74419,1.74419,1.74419,1.74419,1.74419,1.74419,1.74419
TUR,Gas,3.20768,4.05837,4.90905,5.75974,7.07408,7.03908,7.00408,6.96908,6.93408,6.89908,6.72408,6.54908,6.37408
TUR,HFO,9.53501,9.53501,9.53501,9.53501,9.38856,9.38856,9.38856,9.38856,9.38856,9.38856,9.38856,9.38856,9.38856
UZB,Coal,3.43804,3.43804,3.43804,3.43804,3.43804,3.43804,3.43804,3.43804,3.43804,3.43804,3.43804,3.43804,3.43804
UZB,Gas,6.2307,6.91056,7.59043,8.27029,8.95015,8.91515,8.88015,8.84515,8.81015,8.77515,8.60015,8.42515,8.25015
UZB,HFO,9.53501,9.53501,9.53501,9.53501,9.38856,9.38856,9.38856,9.38856,9.38856,9.38856,9.38856,9.38856,9.38856
