c,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2040,2045,2050
KAZ,9.31399e+07,9.31399e+07,9.31399e+07,9.31399e+07,9.31399e+07,8.87158e+07,8.42916e+07,7.98675e+07,7.54433e+07,7.10192e+07,4.88984e+07,2.67777e+07,4.657e+06
KGZ,1.36014e+06,1.36014e+06,1.36014e+06,1.36014e+06,1.36014e+06,1.29553e+06,1.23093e+06,1.16632e+06,1.10171e+06,1.03711e+06,714073,391040,68006.9
TAJ,4.17375e+06,4.17375e+06,4.17375e+06,4.17375e+06,4.17375e+06,3.9755e+06,3.77724e+06,3.57899e+06,3.38074e+06,3.18248e+06,2.19122e+06,1.19995e+06,208688
TUR,1.63282e+07,1.63282e+07,1.63282e+07,1.63282e+07,1.63282e+07,1.55526e+07,1.4777e+07,1.40014e+07,1.32258e+07,1.24502e+07,8.57228e+06,4.69435e+06,816408
UZB,6.32516e+07,6.32516e+07,6.32516e+07,6.32516e+07,6.32516e+07,6.02472e+07,5.72427e+07,5.42383e+07,5.12338e+07,4.82294e+07,3.32071e+07,1.81848e+07,3.16258e+06
