z,tech,q,d,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
ALGERIA,CSP,Q1,d1,,,,,,,,,0.444778260869565,0.626838260869565,0.727893043478261,0.769428695652174,0.750768695652174,0.66774347826087,0.564238260869565,0.376091304347826,,,,,,,,
ALGERIA,CSP,Q1,d2,,,,,,,,0.370388695652174,0.64694347826087,0.756158260869565,0.813031304347826,0.842049565217391,0.828286086956522,0.796075652173913,0.71841652173913,0.586799130434783,0.357785217391304,,,,,,,
ALGERIA,CSP,Q1,d3,,,,,,,,0.0276206956521739,0.382648628019324,0.508416830917875,0.594858821256038,0.632391140096619,0.613289371980676,0.567222801932367,0.464213826086956,0.315935487922705,0.0915787342995169,,,,,,,
ALGERIA,CSP,Q2,d1,,,,,,,,,0.316337391304348,0.374118260869565,0.479454782608696,0.50301652173913,0.497593913043478,0.438937391304348,0.385672173913043,0.273938260869565,,,,,,,,
ALGERIA,CSP,Q2,d2,,,,,,,,0.436637391304348,0.605647826086957,0.705109565217391,0.754735652173913,0.779886956521739,0.762732173913043,0.718829565217391,0.641094782608696,0.516878260869565,0.306337391304348,,,,,,,
ALGERIA,CSP,Q2,d3,,,,,,,,0.153901978021978,0.382476454849498,0.472268284758719,0.524083239369326,0.550123526039178,0.541249641662685,0.494253559483994,0.407193234591495,0.289929135212613,0.0689944003822265,,,,,,,
ALGERIA,CSP,Q3,d1,,,,,,,,,0.331326086956522,0.437112173913043,0.46674,0.515834782608696,0.516480869565217,0.461880869565217,0.38284,0.277979130434783,,,,,,,,
ALGERIA,CSP,Q3,d2,,,,,,,,,,0.2625,0.324586086956522,0.379980869565217,0.312288695652174,,,,,,,,,,,
ALGERIA,CSP,Q3,d3,,,,,,,,0.029858752362949,0.242429536862004,0.353388081285444,0.41667381852552,0.445065529300567,0.431396257088847,0.364864914933837,0.277270264650283,0.151114073724008,0.0024325708884688,,,,,,,
ALGERIA,CSP,Q4,d1,,,,,,,,,0.534669565217391,0.6703,0.741120869565217,0.77994,0.760389565217391,0.697746956521739,0.592481739130435,0.3982,,,,,,,,
ALGERIA,CSP,Q4,d2,,,,,,,,0.271602608695652,0.586534782608696,0.67693652173913,0.732450434782609,0.753518260869565,0.726864347826087,0.661513043478261,0.557370434782609,0.368140869565217,,,,,,,,
ALGERIA,CSP,Q4,d3,,,,,,,,0.0634854631379962,0.426283421550094,0.549772996219282,0.604314196597354,0.632722986767486,0.599870047258979,0.529999243856333,0.413122013232514,0.237485,,,,,,,,
ALGERIA,PV,Q1,d1,,,,,,,0.0573935265748413,0.29653322063668,0.573935265748413,0.612197616798307,0.612197616798307,0.59306644127336,0.59306644127336,0.583500853510886,0.554804090223466,0.478279388123677,0.277402045111733,,,,,,,
ALGERIA,PV,Q1,d2,,,,,,,0.258270869586786,0.583500853510886,0.736550257710463,0.774812608760358,0.774812608760358,0.765247020997884,0.75568143323541,0.75568143323541,0.736550257710463,0.679156731135622,0.449582624836257,0.114787053149683,,,,,,
ALGERIA,PV,Q1,d3,,,,,,,0.0897039563503075,0.376246451990626,0.533334659912136,0.587327088615876,0.600825195791811,0.597955519463069,0.59582983329363,0.578292922395762,0.545557355386408,0.457553947971651,0.286011074097959,0.0361366648804556,,,,,,
ALGERIA,PV,Q2,d1,,,,,,0.0191311755249471,0.172180579724524,0.363492334973995,0.535672914698519,0.59306644127336,0.640894380085728,0.640894380085728,0.631328792323254,0.612197616798307,0.573935265748413,0.468713800361204,0.286967632874206,0.0765247020997884,,,,,,
ALGERIA,PV,Q2,d2,,,,,,0.0095655877624735,0.267836457349259,0.554804090223466,0.688722318898095,0.72698466994799,0.72698466994799,0.717419082185516,0.717419082185516,0.717419082185516,0.688722318898095,0.621763204560781,0.373057922736468,0.0956558776247355,,,,,,
ALGERIA,PV,Q2,d3,,,,,,0.0189209428268708,0.201508041106173,0.462196586720837,0.584867366048383,0.644468335953025,0.660025555610675,0.661917649893362,0.658238577677026,0.637635773265544,0.584552017001268,0.487634743188074,0.270464366075214,0.0583395737161848,,,,,,
ALGERIA,PV,Q3,d1,,,,,,0.0095655877624735,0.16261499196205,0.382623510498942,0.545238502460992,0.621763204560781,0.631328792323254,0.640894380085728,0.631328792323254,0.621763204560781,0.564369677985939,0.468713800361204,0.29653322063668,0.0669591143373148,,,,,,
ALGERIA,PV,Q3,d2,,,,,,,0.105221465387209,0.267836457349259,0.440017037073783,0.516541739173572,0.545238502460992,0.554804090223466,0.535672914698519,0.43045144931131,0.229574106299365,0.16261499196205,0.0095655877624735,,,,,,,
ALGERIA,PV,Q3,d3,,,,,,0.0090457188623391,0.141300367056539,0.358085698412597,0.501985409969808,0.564993520666101,0.599096920514919,0.597017444914381,0.593482336393468,0.555947801803762,0.494187376467791,0.397491761042787,0.210650878334472,0.0407577217705394,,,,,,
ALGERIA,PV,Q4,d1,,,,,,,0.0860902898622619,0.487844975886151,0.583500853510886,0.59306644127336,0.583500853510886,0.573935265748413,0.573935265748413,0.573935265748413,0.554804090223466,0.487844975886151,0.239139694061839,,,,,,,
