g,z,tech,fuel,Status,StYr,RetrYr,Life,Capacity,UnitSize,BuildLimitperYear,DescreteCap,HeatRate,Capex,FOMperMW,VOM,ReserveCost,MinLimitShare,RampUpRate,RampDnRate,OverLoadFactor,ResLimShare,MinGenCommitment,HoursOn,HoursOff,minUT,minDT,StUpCost,InitialOn,fuel2,HeatRate2
CC_CM_GAS_DIE_22_OMA,OMAN,CCGT,Gas,2,2022,2052,30.0,700.0,700.0,700.0,,6.9,,6700.0,3.8,3.0,0.6,0.5,0.83,,0.05,,,,,,,,,6.9
CC_CM_GAS_DIE_24_OMA,OMAN,CCGT,Gas,2,2024,2054,30.0,700.0,700.0,700.0,,6.9,,6700.0,3.8,3.0,0.6,0.5,0.83,,0.05,,,,,,,,,6.9
CC_CM_GAS_�_18_QAT,QATAR,CCGT,Gas,2,2018,2043,30.0,1049.0,1049.0,1049.0,,6.3,,6700.0,3.8,3.0,0.6,0.5,0.83,,0.05,,,,,,,,,6.3
CC_CM_GAS_�_18_TUN,TUNISIA,CCGT,Gas,2,2018,2048,30.0,450.0,450.0,450.0,,7.075,,6700.0,3.8,3.0,0.6,0.5,0.83,,0.05,,,,,,,,,7.075
CC_CM_GAS_�_18_UAE,UAE,CCGT,Gas,2,2018,2048,30.0,700.0,700.0,700.0,,7.075,,6700.0,3.8,3.0,0.6,0.5,0.83,,0.05,,,,,,,,,7.075
CC_CM_GAS_�_19_EGY,EGYPT,CCGT,Gas,2,2019,2049,30.0,4400.0,4400.0,4400.0,,6.7,,6700.0,3.8,3.0,0.6,0.5,0.83,,0.05,,,,,,,,,6.7
CC_CM_GAS_�_19_IRQ,IRAQ,CCGT,Gas,2,2019,2049,30.0,3620.0,3620.0,3620.0,,6.7,,6700.0,3.8,3.0,0.6,0.5,0.83,,0.05,,,,,,,,,6.7
CC_CM_GAS_�_19_KSA,KSA,CCGT,Gas,2,2019,2049,30.0,4520.0,4520.0,4520.0,,6.4395,,6700.0,3.8,3.0,0.95,0.5,0.83,,0.05,,,,,,,,,6.4395
CC_CM_GAS_�_19_KUW,KUWAIT,CCGT,Gas,2,2019,2049,30.0,1363.0,1363.0,1363.0,,6.7,,6700.0,3.8,3.0,0.6,0.5,0.83,,0.05,,,,,,,,,6.7
CC_CM_GAS_�_20_EGY,EGYPT,CCGT,Gas,2,2020,2048,30.0,4400.0,4400.0,4400.0,,6.7,,6700.0,3.8,3.0,0.6,0.5,0.83,,0.05,,,,,,,,,6.7
CC_CM_GAS_�_20_KSA,KSA,CCGT,Gas,2,2020,2050,30.0,1609.0,1609.0,1609.0,,6.757,,6700.0,3.8,3.0,,0.5,0.83,,0.05,,,,,,,,,6.757
CC_CM_GAS_�_20_KUW,KUWAIT,CCGT,Gas,2,2020,2050,30.0,750.0,750.0,750.0,,6.7,,6700.0,3.8,3.0,0.6,0.5,0.83,,0.05,,,,,,,,,6.7
CC_CM_GAS_�_21_QAT,QATAR,CCGT,Gas,2,2021,2042,30.0,1500.0,1500.0,1500.0,,6.3,,6700.0,3.8,3.0,0.6,0.5,0.83,,0.05,,,,,,,,,6.3
CC_CM_GAS_�_22_BAH,BAHRAIN,CCGT,Gas,2,2022,2058,30.0,1350.0,1350.0,1350.0,,6.7,,6700.0,3.8,3.0,0.6,0.5,0.83,,0.05,,,,,,,,,6.7
CC_CM_GAS_�_22_EGY,EGYPT,CCGT,Gas,2,2022,2048,30.0,4400.0,4400.0,4400.0,,6.7,,6700.0,3.8,3.0,0.6,0.5,0.83,,0.05,,,,,,,,,6.7
CC_CM_GAS_�_22_KSA,KSA,CCGT,Gas,2,2022,2052,30.0,3025.0,3025.0,3025.0,,6.56,,6700.0,3.8,3.0,0.95,0.5,0.83,,0.05,,,,,,,,,6.56
CC_CM_GAS_�_22_QAT,QATAR,CCGT,Gas,2,2022,2042,30.0,1000.0,1000.0,1000.0,,6.3,,6700.0,3.8,3.0,0.6,0.5,0.83,,0.05,,,,,,,,,6.3
CC_CM_GAS_�_25_BAH,BAHRAIN,CCGT,Gas,2,2025,2052,30.0,2775.0,2775.0,2775.0,,6.7,,6700.0,3.8,3.0,0.6,0.5,0.83,,0.05,,,,,,,,,6.7
CC_CM_GAS_�_25_PAL,PALESTINE,CCGT,Gas,2,2025,2055,30.0,650.0,650.0,650.0,,6.7,,6700.0,3.8,3.0,0.6,0.5,0.83,,0.05,,,,,,,,,6.7
CC_CM_GAS_�_25_SYR,SYRIA,CCGT,Gas,2,2025,2055,30.0,100.0,100.0,100.0,,6.7,,6700.0,3.8,3.0,0.6,0.5,0.83,,0.05,,,,,,,,,6.7
CC_CM_HFO_�_22_MOR,MOROCCO,CCGT,HFO,2,2022,2055,30.0,2400.0,2400.0,2400.0,,6.7,,6700.0,3.8,3.0,0.6,0.5,0.83,,0.05,,,,,,,,,6.7
CC_DeirAmmar II PPA_HFO_LEB,LEBANON,CCGT,HFO,2,2023,2028,6.0,550.0,550.0,550.0,1,7.8,1.2,6700.0,3.8,3.0,0.4,1.0,1.0,,0.05,,,,,,,,,6.6
CC_DeirAmmar I_DIE_LEB,LEBANON,CCGT,Diesel,1,2002,2028,30.0,464.0,464.0,464.0,1,7.93,,23000.0,13.0,3.0,0.6,0.5,0.83,,,,,,,,,,,6.6
CC_EX_ALC_DIE_12_KSA,KSA,CCGT,ALC,1,2012,2042,30.0,944.0,944.0,944.0,1,10.873,,14390.0,3.43,3.0,,0.5,0.83,,,,,,,,,,,10.873
CC_EX_ALC_DIE_16_KSA,KSA,CCGT,ALC,1,2016,2046,30.0,847.0,847.0,847.0,1,7.24,,14390.0,3.43,3.0,,0.5,0.83,,,,,,,,,,,7.24
CC_EX_ALC_DIE_97_KSA,KSA,CCGT,ALC,1,1997,2026,30.0,1005.0,1005.0,1005.0,1,10.006,,14390.0,3.43,,,0.5,0.83,,,,,,,,,,,10.006
CC_EX_ALC_�_03_SUD,SUDAN,CCGT,ALC,1,2003,2028,30.0,457.6,457.6,457.6,1,8.1635,,20000.0,2.21,5.0,0.6,0.5,0.83,,,,,,,,,,,8.1635
CC_EX_ALC_�_15_KSA,KSA,CCGT,ALC,1,2015,2045,30.0,1248.0,1248.0,1248.0,1,8.07,,14390.0,3.43,3.0,,0.5,0.83,,,,,,,,,,,8.07
CC_EX_GAS_ALC_01_UAE,UAE,CCGT,Gas,1,2001,2031,30.0,1299.0,1299.0,1299.0,1,8.1155,,13170.0,3.41,3.0,0.6,0.3,0.434,,,,,,,,,,,8.1155
CC_EX_GAS_ALC_04_UAE,UAE,CCGT,Gas,1,2004,2034,30.0,3492.0,3492.0,3492.0,1,8.1155,,13170.0,3.41,3.0,0.6,0.3,0.434,,,,,,,,,,,8.1155
CC_EX_GAS_ALC_06_EGY,EGYPT,CCGT,Gas,1,2006,2036,30.0,1500.0,1500.0,1500.0,1,6.58052073288332,,13170.0,3.41,3.0,0.6,0.3,0.434,,,,,,,,,,,6.58052073288332
CC_EX_GAS_ALC_07_LIB,LIBYA,CCGT,Gas,1,2007,2037,30.0,1215.0,1215.0,1215.0,1,6.896936684,,11000.0,6.7,3.0,0.6,0.5,0.83,,,,,,,,,,,6.896936684
CC_EX_GAS_ALC_08_EGY,EGYPT,CCGT,Gas,1,2008,2038,30.0,1500.0,1500.0,1500.0,1,6.85140562248996,,13170.0,3.41,3.0,0.6,0.5,0.83,,,,,,,,,,,6.85140562248996
CC_EX_GAS_ALC_08_UAE,UAE,CCGT,Gas,1,2008,2038,30.0,3106.0,3106.0,3106.0,1,8.1155,,13170.0,3.41,3.0,0.6,0.3,0.434,,,,,,,,,,,8.1155
CC_EX_GAS_ALC_10_EGY,EGYPT,CCGT,Gas,1,2010,2040,30.0,2250.0,2250.0,2250.0,1,6.36984780265071,,13170.0,3.41,3.0,0.6,0.5,0.83,,,,,,,,,,,6.36984780265071
CC_EX_GAS_ALC_10_LIB,LIBYA,CCGT,Gas,1,2010,2035,30.0,710.0,710.0,710.0,1,6.7,,11000.0,6.7,3.0,0.6,0.5,0.83,,,,,,,,,,,6.7
CC_EX_GAS_ALC_10_UAE,UAE,CCGT,Gas,1,2010,2040,30.0,1269.0,1269.0,1269.0,1,8.1155,,13170.0,3.41,3.0,0.6,0.3,0.434,,,,,,,,,,,8.1155
CC_EX_GAS_ALC_11_LIB,LIBYA,CCGT,Gas,1,2010,2035,30.0,920.0,920.0,920.0,1,6.7,,11000.0,6.7,3.0,0.6,0.5,0.83,,,,,,,,,,,6.7
CC_EX_GAS_ALC_12_UAE,UAE,CCGT,Gas,1,2012,2042,30.0,1646.0,1646.0,1646.0,1,6.9,,13170.0,3.41,3.0,0.6,0.5,0.83,,,,,,,,,,,6.9
CC_EX_GAS_ALC_14_EGY,EGYPT,CCGT,Gas,1,2014,2044,30.0,3000.0,3000.0,3000.0,1,7.07824243753746,,13170.0,3.41,3.0,0.6,0.5,0.83,,,,,,,,,,,7.07824243753746
CC_EX_GAS_ALC_14_UAE,UAE,CCGT,Gas,1,2014,2044,30.0,1600.0,1600.0,1600.0,1,6.9,,13170.0,3.41,3.0,0.6,0.5,0.83,,,,,,,,,,,6.9
CC_EX_GAS_ALC_15_LIB,LIBYA,CCGT,Gas,1,2015,2045,30.0,410.0,410.0,410.0,1,6.7,,11000.0,6.7,3.0,0.6,0.5,0.83,,,,,,,,,,,6.7
CC_EX_GAS_ALC_93_UAE,UAE,CCGT,Gas,1,1993,2023,30.0,740.0,740.0,740.0,1,8.1155,,13170.0,3.41,3.0,0.6,0.3,0.434,,,,,,,,,,,8.1155
CC_EX_GAS_ALC_94_EGY,EGYPT,CCGT,Gas,1,1994,2024,30.0,1365.0,1365.0,1365.0,1,7.65037805662806,,13170.0,3.41,3.0,0.6,0.3,0.434,,,,,,,,,,,7.65037805662806
CC_EX_GAS_ALC_95_EGY,EGYPT,CCGT,Gas,1,1995,2025,30.0,426.0,426.0,426.0,1,8.92109931835583,,13170.0,3.41,3.0,0.6,0.3,0.434,,,,,,,,,,,8.92109931835583
CC_EX_GAS_ALC_95_LIB,LIBYA,CCGT,Gas,1,1995,2031,30.0,740.0,740.0,740.0,1,6.841380232,,13170.0,3.41,,0.6,0.3,0.434,,,,,,,,,,,6.841380232
CC_EX_GAS_ASL_05_KSA,KSA,CCGT,Gas,1,2005,2035,30.0,54.0,54.0,54.0,1,11.576,,14390.0,3.43,3.0,,0.5,0.83,,,,,,,,,,,11.576
CC_EX_GAS_ASL_13_KSA,KSA,CCGT,Gas,1,2013,2043,30.0,1729.0,1729.0,1729.0,1,7.78,,14390.0,3.43,3.0,,0.5,0.83,,,,,,,,,,,7.78
CC_EX_GAS_ASL_15_KSA,KSA,CCGT,Gas,1,2015,2045,30.0,2400.0,2400.0,2400.0,1,7.45,,14390.0,3.43,3.0,0.95,0.5,0.83,,,,,,,,,,,7.45
CC_EX_GAS_DIE_00_KSA,KSA,CCGT,Gas,1,2000,2029,30.0,1306.0,1306.0,1306.0,1,8.231,,15427.0,1.35,,,0.5,0.83,,,,,,,,,,,8.231
CC_EX_GAS_DIE_03_OMA,OMAN,CCGT,Gas,1,2003,2021,30.0,397.0,397.0,397.0,1,7.1,,13170.0,3.41,3.0,0.6,0.5,0.83,,,,,,,,,,,7.1
CC_EX_GAS_DIE_05_ALG,ALGERIA,CCGT,Gas,1,2005,2035,30.0,880.0,880.0,880.0,1,6.7,,35200.0,2.0,3.0,0.6,0.5,0.83,,,,,,,,,,,6.7
CC_EX_GAS_DIE_05_JOR,JORDAN,CCGT,Gas,1,2005,2030,30.0,270.0,270.0,270.0,1,7.78656505252983,,,4.27,3.0,0.6,0.333333333333333,0.333333333333333,,,,,,,,,,,7.78656505252983
CC_EX_GAS_DIE_06_JOR,JORDAN,CCGT,Gas,1,2006,2031,30.0,308.0,308.0,308.0,1,7.51923576304306,,12340.0,0.15,3.0,0.6,0.350649350649351,0.350649350649351,,,,,,,,,,,7.51923576304306
CC_EX_GAS_DIE_07_OMA,OMAN,CCGT,Gas,1,2007,2021,30.0,597.0,597.0,597.0,1,7.1,,13170.0,3.41,3.0,0.6,0.5,0.83,,,,,,,,,,,7.1
CC_EX_GAS_DIE_08_JOR,JORDAN,CCGT,Gas,1,2008,2033,30.0,300.0,300.0,300.0,1,7.69687501708361,,17580.0,0.15,3.0,0.6,0.36,0.36,,,,,,,,,,,7.69687501708361
CC_EX_GAS_DIE_09_ALG,ALGERIA,CCGT,Gas,1,2009,2039,30.0,1227.0,1227.0,1227.0,1,6.7,,35200.0,2.0,3.0,0.6,0.5,0.83,,,,,,,,,,,6.7
CC_EX_GAS_DIE_09_JOR,JORDAN,CCGT,Gas,1,2008,2033,30.0,424.0,424.0,424.0,1,7.14434888888889,,32910.0,0.01,3.0,0.6,1.0,1.0,,,,,,,,,,,7.14434888888889
CC_EX_GAS_DIE_09_KUW,KUWAIT,CCGT,Gas,1,2009,2039,30.0,876.0,876.0,876.0,1,7.7,,13170.0,3.41,3.0,0.6,0.5,0.83,,,,,,,,,,,7.7
CC_EX_GAS_DIE_09_OMA,OMAN,CCGT,Gas,1,2009,2039,30.0,688.0,688.0,688.0,1,7.1,,13170.0,3.41,3.0,0.6,0.5,0.83,,,,,,,,,,,7.1
CC_EX_GAS_DIE_10_KUW,KUWAIT,CCGT,Gas,1,2010,2040,30.0,1600.0,1600.0,1600.0,1,7.7,,13170.0,3.41,3.0,0.6,0.5,0.83,,,,,,,,,,,7.7
CC_EX_GAS_DIE_11_JOR,JORDAN,CCGT,Gas,1,2011,2036,30.0,420.0,420.0,420.0,1,7.39741875580316,,31410.0,0.72,3.0,0.6,1.0,1.0,,,,,,,,,,,7.39741875580316
CC_EX_GAS_DIE_12_ALG,ALGERIA,CCGT,Gas,1,2012,2042,30.0,1200.0,1200.0,1200.0,1,6.7,,35000.0,2.0,3.0,0.6,0.5,0.83,,,,,,,,,,,6.7
CC_EX_GAS_DIE_12_BAH,BAHRAIN,CCGT,Gas,1,2012,2052,30.0,1225.0,1225.0,1225.0,1,8.42,,13170.0,3.41,3.0,0.6,0.5,0.83,,,,,,,,,,,8.42
CC_EX_GAS_DIE_13_ALG,ALGERIA,CCGT,Gas,1,2013,2043,30.0,1200.0,1200.0,1200.0,1,6.7,,35000.0,2.0,3.0,0.6,0.5,0.83,,,,,,,,,,,6.7
CC_EX_GAS_DIE_14_IRQ,IRAQ,CCGT,Gas,1,2014,2044,30.0,1500.0,1500.0,1500.0,1,7.1,,6200.0,3.41,3.0,0.6,0.5,0.83,,,,,,,,,,,7.1
CC_EX_GAS_DIE_14_KSA,KSA,CCGT,Gas,1,2014,2044,30.0,3927.0,3927.0,3927.0,1,8.673,,14390.0,3.43,3.0,,0.5,0.83,,,,,,,,,,,8.673
CC_EX_GAS_DIE_14_OMA,OMAN,CCGT,Gas,1,2014,2042,30.0,3995.0,3995.0,3995.0,1,7.1,,13170.0,3.41,3.0,0.6,0.5,0.83,,,,,,,,,,,7.1
CC_EX_GAS_DIE_15_JOR,JORDAN,CCGT,Gas,1,2015,2040,30.0,420.0,420.0,420.0,1,6.92089249492901,,12000.0,0.15,3.0,0.6,1.0,1.0,,,,,,,,,,,6.92089249492901
CC_EX_GAS_DIE_17_IRQ,IRAQ,CCGT,Gas,1,2017,2047,30.0,1022.0,1022.0,1022.0,1,7.1,,6200.0,3.41,3.0,0.6,0.5,0.83,,,,,,,,,,,7.1
CC_EX_GAS_DIE_18_OMA,OMAN,CCGT,Gas,1,2018,2048,30.0,1422.0,1422.0,1422.0,1,6.7,,13170.0,3.41,3.0,0.6,0.5,0.83,,,,,,,,,,,6.7
CC_EX_GAS_�_02_TUN,TUNISIA,CCGT,Gas,1,2002,2027,30.0,835.0,835.0,835.0,1,7.77790328,,15000.0,3.0,3.0,0.6,0.5,0.83,,,,,,,,,,,7.77790328
CC_EX_GAS_�_03_BAH,BAHRAIN,CCGT,Gas,1,2003,2044,30.0,929.0,929.0,929.0,1,10.72,,13170.0,3.41,3.0,0.6,0.5,0.83,,,,,,,,,,,10.72
CC_EX_GAS_�_04_PAL,PALESTINE,CCGT,Gas,1,2004,2030,30.0,1000.0,1000.0,1000.0,1,7.10726,,14390.0,3.43,3.0,0.6,0.5,0.83,,,,,,,,,,,7.10726
CC_EX_GAS_�_04_QAT,QATAR,CCGT,Gas,1,2004,2034,30.0,360.0,360.0,360.0,1,7.075,,13170.0,3.41,3.0,0.6,0.5,0.83,,,,,,,,,,,7.075
CC_EX_GAS_�_06_UAE,UAE,CCGT,Gas,1,2006,2036,30.0,1737.0,1737.0,1737.0,1,8.1155,,13170.0,3.41,3.0,0.6,0.3,0.434,,,,,,,,,,,8.1155
CC_EX_GAS_�_07_BAH,BAHRAIN,CCGT,Gas,1,2007,2036,30.0,942.0,942.0,942.0,1,10.68,,13170.0,3.41,3.0,0.6,0.5,0.83,,,,,,,,,,,10.68
CC_EX_GAS_�_07_QAT,QATAR,CCGT,Gas,1,2007,2037,30.0,390.0,390.0,390.0,1,7.075,,13170.0,3.41,3.0,0.6,0.5,0.83,,,,,,,,,,,7.075
CC_EX_GAS_�_09_MOR,MOROCCO,CCGT,Gas,1,2009,2045,30.0,834.0,834.0,834.0,1,7.047732768,,14390.0,3.43,3.0,0.6,0.5,0.83,,,,,,,,,,,7.047732768
CC_EX_GAS_�_10_EGY,EGYPT,CCGT,Gas,1,2010,2040,30.0,2250.0,2250.0,2250.0,1,6.14628920752303,,13170.0,3.41,3.0,0.6,0.5,0.83,,,,,,,,,,,6.14628920752303
CC_EX_GAS_�_10_KSA,KSA,CCGT,Gas,1,2010,2040,30.0,2742.0,2742.0,2742.0,1,7.78,,14390.0,3.43,3.0,,0.5,0.83,,,,,,,,,,,7.78
CC_EX_GAS_�_10_QAT,QATAR,CCGT,Gas,1,2010,2040,30.0,2702.0,2702.0,2702.0,1,6.8875,,13170.0,3.41,3.0,0.6,0.5,0.83,,,,,,,,,,,6.8875
CC_EX_GAS_�_10_UAE,UAE,CCGT,Gas,1,2010,2040,30.0,2040.0,2040.0,2040.0,1,7.075,,13170.0,3.41,3.0,0.6,0.5,0.83,,,,,,,,,,,7.075
CC_EX_GAS_�_11_EGY,EGYPT,CCGT,Gas,1,2011,2041,30.0,120.0,120.0,120.0,1,6.2605504587156,,13170.0,3.41,3.0,0.6,0.5,0.83,,,,,,,,,,,6.2605504587156
CC_EX_GAS_�_11_QAT,QATAR,CCGT,Gas,1,2011,2036,30.0,960.0,960.0,960.0,1,6.7,,13170.0,3.41,3.0,0.6,0.5,0.83,,,,,,,,,,,6.7
CC_EX_GAS_�_11_SYR,SYRIA,CCGT,Gas,1,2011,2040,30.0,1200.0,1200.0,1200.0,1,7.10726,,12000.0,6.98,3.0,0.6,0.5,0.83,,,,,,,,,,,7.10726
CC_EX_GAS_�_11_TUN,TUNISIA,CCGT,Gas,1,2011,2041,30.0,426.0,426.0,426.0,1,6.86519014,,12120.0,2.1,3.0,0.6,0.5,0.83,,,,,,,,,,,6.86519014
CC_EX_GAS_�_12_KUW,KUWAIT,CCGT,Gas,1,2012,2042,30.0,1320.0,1320.0,1320.0,1,7.0,,13170.0,3.41,3.0,0.6,0.5,0.83,,,,,,,,,,,7.0
CC_EX_GAS_�_12_UAE,UAE,CCGT,Gas,1,2012,2042,30.0,2074.0,2074.0,2074.0,1,6.9,,13170.0,3.41,3.0,0.6,0.5,0.83,,,,,,,,,,,6.9
CC_EX_GAS_�_13_KUW,KUWAIT,CCGT,Gas,1,2013,2043,30.0,1200.0,1200.0,1200.0,1,7.0,,13170.0,3.41,3.0,0.6,0.5,0.83,,,,,,,,,,,7.0
CC_EX_GAS_�_15_KSA,KSA,CCGT,Gas,1,2015,2045,30.0,4287.0,4287.0,4287.0,1,6.7,,14390.0,3.43,3.0,,0.5,0.83,,,,,,,,,,,6.7
CC_EX_GAS_�_16_IRQ,IRAQ,CCGT,Gas,1,2016,2046,30.0,2430.0,2430.0,2430.0,1,7.1,,6200.0,3.41,3.0,0.6,0.5,0.83,,,,,,,,,,,7.1
CC_EX_GAS_�_16_KSA,KSA,CCGT,Gas,1,2016,2046,30.0,799.0,799.0,799.0,1,6.7,,14390.0,3.43,3.0,0.95,0.5,0.83,,,,,,,,,,,6.7
CC_EX_GAS_�_16_KUW,KUWAIT,CCGT,Gas,1,2016,2046,30.0,1500.0,1500.0,1500.0,1,6.7,,13170.0,3.41,3.0,0.6,0.5,0.83,,,,,,,,,,,6.7
CC_EX_GAS_�_16_QAT,QATAR,CCGT,Gas,1,2016,2030,30.0,230.0,230.0,230.0,1,6.7,,13170.0,3.41,3.0,0.6,0.5,0.83,,,,,,,,,,,6.7
CC_EX_GAS_�_17_QAT,QATAR,CCGT,Gas,1,2017,2042,30.0,1669.0,1669.0,1669.0,1,6.3,,13170.0,3.41,3.0,0.6,0.5,0.83,,,,,,,,,,,6.3
CC_EX_GAS_�_80_QAT,QATAR,CCGT,Gas,1,1980,2018,30.0,110.0,110.0,110.0,1,7.075,,13170.0,3.41,3.0,0.95,0.5,0.83,,,,,,,,,,,7.075
CC_EX_GAS_�_89_EGY,EGYPT,CCGT,Gas,1,1989,2019,30.0,236.0,236.0,236.0,1,10.831746031746,,13170.0,3.41,3.0,0.6,0.3,0.434,,,,,,,,,,,10.831746031746
CC_EX_GAS_�_96_UAE,UAE,CCGT,Gas,1,1996,2026,30.0,342.0,342.0,342.0,1,8.1155,,13170.0,3.41,3.0,0.6,0.3,0.434,,,,,,,,,,,8.1155
