c,fuel,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
MOROCCO,LNG,10.7,10.6,8.7,8.9,8.9,8.8,8.8,8.7,8.7,8.7,8.7,8.7,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149
OMAN,ALC,8.57987144972641,8.57987144972641,12.9986043210636,12.9986043210636,12.9986043210636,12.9986043210636,12.9986043210636,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9
OMAN,Coal,4.0,4.0,4.32972864,4.32972864,4.32972864,4.32972864,4.32972864,4.78037027448924,4.78037027448924,4.78037027448924,4.78037027448924,4.78037027448924,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149
OMAN,Diesel,10.0060939833958,10.0060939833958,15.159347928655,15.159347928655,15.159347928655,15.159347928655,15.159347928655,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6
OMAN,Gas,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
OMAN,HFO,7.79988313611492,7.79988313611492,11.8169130191487,11.8169130191487,11.8169130191487,11.8169130191487,11.8169130191487,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525
OMAN,LNG,10.7,10.6,8.7,8.9,8.9,8.8,8.8,8.7,8.7,8.7,8.7,8.7,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7
OMAN,Waste,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
PALESTINE,ALC,8.57987144972641,8.57987144972641,12.9986043210636,12.9986043210636,12.9986043210636,12.9986043210636,12.9986043210636,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977
PALESTINE,Coal,4.0,4.0,4.32972864,4.32972864,4.32972864,4.32972864,4.32972864,4.78037027448924,4.78037027448924,4.78037027448924,4.78037027448924,4.78037027448924,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149
PALESTINE,Diesel,10.0060939833958,10.0060939833958,15.159347928655,15.159347928655,15.159347928655,15.159347928655,15.159347928655,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337
PALESTINE,Gas,5.5,5.5,5.5,5.5,5.5,5.5,5.5,6.5,6.5,6.5,6.5,6.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5
PALESTINE,HFO,7.79988313611492,7.79988313611492,11.8169130191487,11.8169130191487,11.8169130191487,11.8169130191487,11.8169130191487,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525
PALESTINE,LNG,10.7,10.6,8.7,8.9,8.9,8.8,8.8,8.7,8.7,8.7,8.7,8.7,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
PALESTINE,Uranium,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67
PALESTINE,Waste,4.32972864,4.32972864,4.32972864,4.32972864,4.32972864,4.32972864,4.32972864,4.32972864,4.78037027448924,4.78037027448924,4.78037027448924,4.78037027448924,4.78037027448924,4.78037027448924,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149
QATAR,ALC,8.57987144972641,8.57987144972641,12.9986043210636,12.9986043210636,12.9986043210636,12.9986043210636,12.9986043210636,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9
QATAR,Coal,4.0,4.0,4.32972864,4.32972864,4.32972864,4.32972864,4.32972864,4.78037027448924,4.78037027448924,4.78037027448924,4.78037027448924,4.78037027448924,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149
QATAR,Diesel,10.0060939833958,10.0060939833958,15.159347928655,15.159347928655,15.159347928655,15.159347928655,15.159347928655,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337
QATAR,Gas,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
QATAR,HFO,7.79988313611492,7.79988313611492,11.8169130191487,11.8169130191487,11.8169130191487,11.8169130191487,11.8169130191487,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525
QATAR,LNG,10.7,10.6,8.7,8.9,8.9,8.8,8.8,8.7,8.7,8.7,8.7,8.7,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7
SUDAN,ALC,8.57987144972641,8.57987144972641,12.9986043210636,12.9986043210636,12.9986043210636,12.9986043210636,12.9986043210636,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,9.70490534832059,9.70490534832059,9.70490534832059,9.70490534832059,9.70490534832059,9.70490534832059,9.70490534832059,9.70490534832059,9.70490534832059,9.70490534832059
SUDAN,Coal,4.0,4.0,4.32972864,4.32972864,4.32972864,4.32972864,4.32972864,4.78037027448924,4.78037027448924,4.78037027448924,4.78037027448924,4.78037027448924,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149
SUDAN,Diesel,10.0060939833958,10.0060939833958,15.159347928655,15.159347928655,15.159347928655,15.159347928655,15.159347928655,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6
SUDAN,Gas,5.5,5.5,5.5,5.5,5.5,5.5,5.5,6.5,6.5,6.5,6.5,6.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5
SUDAN,HFO,7.79988313611492,7.79988313611492,11.8169130191487,11.8169130191487,11.8169130191487,11.8169130191487,11.8169130191487,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,8.81,8.81,8.81,8.81,8.81,8.81,8.81,8.81,8.81,8.81
SUDAN,LNG,10.7,10.6,8.7,8.9,8.9,8.8,8.8,8.7,8.7,8.7,8.7,8.7,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85
SYRIA,ALC,8.57987144972641,8.57987144972641,12.9986043210636,12.9986043210636,12.9986043210636,12.9986043210636,12.9986043210636,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977
SYRIA,Coal,4.0,4.0,4.32972864,4.32972864,4.32972864,4.32972864,4.32972864,4.78037027448924,4.78037027448924,4.78037027448924,4.78037027448924,4.78037027448924,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149
SYRIA,Diesel,10.0060939833958,10.0060939833958,15.159347928655,15.159347928655,15.159347928655,15.159347928655,15.159347928655,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337
SYRIA,Gas,5.5,5.5,5.5,5.5,5.5,5.5,5.5,6.5,6.5,6.5,6.5,6.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5
SYRIA,HFO,7.79988313611492,7.79988313611492,11.8169130191487,11.8169130191487,11.8169130191487,11.8169130191487,11.8169130191487,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525
SYRIA,LNG,10.7,10.6,8.7,8.9,8.9,8.8,8.8,8.7,8.7,8.7,8.7,8.7,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
TUNISIA,ALC,8.57987144972641,8.57987144972641,12.9986043210636,12.9986043210636,12.9986043210636,12.9986043210636,12.9986043210636,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9
TUNISIA,Coal,4.0,4.0,4.32972864,4.32972864,4.32972864,4.32972864,4.32972864,4.78037027448924,4.78037027448924,4.78037027448924,4.78037027448924,4.78037027448924,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149
TUNISIA,Diesel,10.0060939833958,10.0060939833958,15.159347928655,15.159347928655,15.159347928655,15.159347928655,15.159347928655,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337
TUNISIA,Gas,5.5,5.5,5.5,5.5,5.5,5.5,5.5,6.5,6.5,6.5,6.5,6.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
TUNISIA,HFO,7.79988313611492,7.79988313611492,11.8169130191487,11.8169130191487,11.8169130191487,11.8169130191487,11.8169130191487,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525
TUNISIA,LNG,10.7,10.6,8.7,8.9,8.9,8.8,8.8,8.7,8.7,8.7,8.7,8.7,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
UAE,ALC,8.57987144972641,8.57987144972641,12.9986043210636,12.9986043210636,12.9986043210636,12.9986043210636,12.9986043210636,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9
UAE,Coal,4.0,4.0,4.32972864,4.32972864,4.32972864,4.32972864,4.32972864,4.78037027448924,4.78037027448924,4.78037027448924,4.78037027448924,4.78037027448924,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149
UAE,Diesel,10.0060939833958,10.0060939833958,15.159347928655,15.159347928655,15.159347928655,15.159347928655,15.159347928655,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6
UAE,Gas,5.5,5.5,5.5,5.5,5.5,5.5,5.5,6.5,6.5,6.5,6.5,6.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
UAE,HFO,7.79988313611492,7.79988313611492,11.8169130191487,11.8169130191487,11.8169130191487,11.8169130191487,11.8169130191487,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525
UAE,LNG,10.7,10.6,8.7,8.9,8.9,8.8,8.8,8.7,8.7,8.7,8.7,8.7,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7
UAE,Uranium,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37
UAE,Waste,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
YEMEN,ALC,8.57987144972641,8.57987144972641,12.9986043210636,12.9986043210636,12.9986043210636,12.9986043210636,12.9986043210636,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9
YEMEN,Coal,4.0,4.0,4.32972864,4.32972864,4.32972864,4.32972864,4.32972864,4.78037027448924,4.78037027448924,4.78037027448924,4.78037027448924,4.78037027448924,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149
YEMEN,Diesel,10.0060939833958,10.0060939833958,15.159347928655,15.159347928655,15.159347928655,15.159347928655,15.159347928655,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,12.56,12.56,12.56,12.56,12.56,12.56,12.56,12.56,12.56,12.56
YEMEN,Gas,5.5,5.5,5.5,5.5,5.5,5.5,5.5,6.5,6.5,6.5,6.5,6.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
YEMEN,HFO,7.79988313611492,7.79988313611492,11.8169130191487,11.8169130191487,11.8169130191487,11.8169130191487,11.8169130191487,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,8.81,8.81,8.81,8.81,8.81,8.81,8.81,8.81,8.81,8.81
YEMEN,LNG,10.7,10.6,8.7,8.9,8.9,8.8,8.8,8.7,8.7,8.7,8.7,8.7,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85
