c,fuel,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
BAHRAIN,HFO,7.79988313611492,7.79988313611492,11.8169130191487,11.8169130191487,11.8169130191487,11.8169130191487,11.8169130191487,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525
BAHRAIN,LNG,10.7,10.6,8.7,8.9,8.9,8.8,8.8,8.7,8.7,8.7,8.7,8.7,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7
BAHRAIN,Waste,4.0,4.0,4.32972864,4.32972864,4.32972864,4.32972864,4.32972864,4.78037027448924,4.78037027448924,4.78037027448924,4.78037027448924,4.78037027448924,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149
EGYPT,ALC,8.57987144972641,8.57987144972641,12.9986043210636,12.9986043210636,12.9986043210636,12.9986043210636,12.9986043210636,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9
EGYPT,Coal,4.0,4.0,4.32972864,4.32972864,4.32972864,4.32972864,4.32972864,4.78037027448924,4.78037027448924,4.78037027448924,4.78037027448924,4.78037027448924,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149
EGYPT,Diesel,10.0060939833958,10.0060939833958,15.159347928655,15.159347928655,15.159347928655,15.159347928655,15.159347928655,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6
EGYPT,Gas,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
EGYPT,HFO,7.79988313611492,7.79988313611492,11.8169130191487,11.8169130191487,11.8169130191487,11.8169130191487,11.8169130191487,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,8.81,8.81,8.81,8.81,8.81,8.81,8.81,8.81,8.81,8.81
EGYPT,LNG,10.7,10.6,8.7,8.9,8.9,8.8,8.8,8.7,8.7,8.7,8.7,8.7,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
EGYPT,Uranium,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37
IRAQ,ALC,8.57987144972641,8.57987144972641,12.9986043210636,12.9986043210636,12.9986043210636,12.9986043210636,12.9986043210636,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977
IRAQ,Coal,4.0,4.0,4.32972864,4.32972864,4.32972864,4.32972864,4.32972864,4.78037027448924,4.78037027448924,4.78037027448924,4.78037027448924,4.78037027448924,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149
IRAQ,Diesel,10.0060939833958,10.0060939833958,15.159347928655,15.159347928655,15.159347928655,15.159347928655,15.159347928655,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337
IRAQ,Gas,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
IRAQ,HFO,7.79988313611492,7.79988313611492,11.8169130191487,11.8169130191487,11.8169130191487,11.8169130191487,11.8169130191487,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525
IRAQ,LNG,10.7,10.6,8.7,8.9,8.9,8.8,8.8,8.7,8.7,8.7,8.7,8.7,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
IRAQ,Uranium,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67
IRAQ,Waste,4.32972864,4.32972864,4.32972864,4.32972864,4.32972864,4.32972864,4.32972864,4.32972864,4.78037027448924,4.78037027448924,4.78037027448924,4.78037027448924,4.78037027448924,4.78037027448924,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149
JORDAN,Coal,4.0,4.0,4.32972864,4.32972864,4.32972864,4.32972864,4.32972864,4.78037027448924,4.78037027448924,4.78037027448924,4.78037027448924,4.78037027448924,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149
JORDAN,Diesel,10.0060939833958,10.0060939833958,15.159347928655,15.159347928655,15.159347928655,15.159347928655,15.159347928655,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337
JORDAN,Gas,5.5,5.5,5.5,5.5,5.5,5.5,5.5,6.5,6.5,6.5,6.5,6.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
JORDAN,HFO,7.79988313611492,7.79988313611492,11.8169130191487,11.8169130191487,11.8169130191487,11.8169130191487,11.8169130191487,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525
JORDAN,LNG,10.7,10.6,8.7,8.9,8.9,8.8,8.8,8.7,8.7,8.7,8.7,8.7,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
JORDAN,Shale,0.5,0.515,0.53045,0.5463635,0.562754405,0.57963703715,0.5970261482645,0.614936932712435,0.633385040693808,0.652386591914622,0.671958189672061,0.692116935362223,0.71288044342309,0.734266856725782,0.756294862427556,0.778983708300383,0.802353219549394,0.826423816135876,0.826423816135876,0.826423816135876,0.826423816135876,0.826423816135876,0.826423816135876,0.826423816135876,0.826423816135876,0.826423816135876,0.826423816135876,0.826423816135876,0.826423816135876,0.826423816135876,0.826423816135876,0.826423816135876,0.826423816135876
JORDAN,Uranium,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37
JORDAN,Waste,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
KSA,ALC,9.0833915676683,9.35589331469835,9.6365701141393,9.92566721756348,10.2234372340904,10.5301403511131,10.8460445616465,11.1714258984959,11.5065686754508,11.8517657357143,12.2073187077857,12.5735382690193,12.9507444170899,13.3392667496025,13.7394447520906,14.1516280946533,14.5761769374929,15.0134622456177,15.0134622456177,15.0134622456177,15.0134622456177,15.0134622456177,15.0134622456177,9.70490534832059,9.70490534832059,9.70490534832059,9.70490534832059,9.70490534832059,9.70490534832059,9.70490534832059,9.70490534832059,9.70490534832059,9.70490534832059
KSA,Diesel,11.1485565860959,11.4830132836788,11.8275036821892,12.1823287926548,12.5477986564345,12.9242326161275,13.3119595946113,13.7113183824497,14.1226579339232,14.5463376719409,14.9827278020991,15.4322096361621,15.8951759252469,16.3720312030043,16.8631921390945,17.3690879032673,17.8901605403653,18.4268653565763,18.4268653565763,18.4268653565763,18.4268653565763,18.4268653565763,18.4268653565763,18.4268653565763,18.4268653565763,18.4268653565763,18.4268653565763,18.4268653565763,18.4268653565763,18.4268653565763,18.4268653565763,18.4268653565763,18.4268653565763
KSA,Gas,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
KSA,HFO,7.4379091944844,7.66104647031894,7.8908778644285,8.12760420036136,8.3714323263722,8.62257529616336,8.88125255504827,9.14769013169971,9.4221208356507,9.70478446072023,9.99592799454183,10.2958058343781,10.6046800094094,10.9228204096917,11.2505050219825,11.5880201726419,11.9356607778212,12.2937306011558,12.2937306011558,12.2937306011558,12.2937306011558,12.2937306011558,12.2937306011558,8.81,8.81,8.81,8.81,8.81,8.81,8.81,8.81,8.81,8.81
KSA,LNG,10.7,10.6,8.7,8.9,8.9,8.8,8.8,8.7,8.7,8.7,8.7,8.7,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5
KSA,Uranium,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67
KUWAIT,ALC,8.57987144972641,8.57987144972641,12.9986043210636,12.9986043210636,12.9986043210636,12.9986043210636,12.9986043210636,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9
KUWAIT,Coal,4.0,4.0,4.32972864,4.32972864,4.32972864,4.32972864,4.32972864,4.78037027448924,4.78037027448924,4.78037027448924,4.78037027448924,4.78037027448924,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5
KUWAIT,Diesel,10.0060939833958,10.0060939833958,15.159347928655,15.159347928655,15.159347928655,15.159347928655,15.159347928655,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6
KUWAIT,Gas,5.5,5.5,5.5,5.5,5.5,5.5,5.5,6.5,6.5,6.5,6.5,6.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
KUWAIT,HFO,7.79988313611492,7.79988313611492,11.8169130191487,11.8169130191487,11.8169130191487,11.8169130191487,11.8169130191487,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525
KUWAIT,LNG,10.7,10.6,8.7,8.9,8.9,8.8,8.8,8.7,8.7,8.7,8.7,8.7,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9
LEBANON,ALC,8.57987144972641,8.57987144972641,12.9986043210636,12.9986043210636,12.9986043210636,12.9986043210636,12.9986043210636,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
LEBANON,Coal,4.0,4.0,4.32972864,4.32972864,4.32972864,4.32972864,4.32972864,4.78037027448924,4.78037027448924,4.78037027448924,4.78037027448924,4.78037027448924,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
LEBANON,Diesel,10.0060939833958,10.0060939833958,15.159347928655,15.159347928655,15.159347928655,15.159347928655,15.159347928655,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977
LEBANON,Gas,5.5,5.5,5.5,5.5,5.5,5.5,5.5,6.5,6.5,6.5,6.5,6.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525
LEBANON,HFO,7.79988313611492,7.79988313611492,11.8169130191487,11.8169130191487,11.8169130191487,11.8169130191487,11.8169130191487,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337
LEBANON,LNG,10.7,10.6,8.7,8.9,8.9,8.8,8.8,8.7,8.7,8.7,8.7,8.7,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149
LIBYA,ALC,8.57987144972641,8.57987144972641,12.9986043210636,12.9986043210636,12.9986043210636,12.9986043210636,12.9986043210636,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977
LIBYA,Coal,4.0,4.0,4.32972864,4.32972864,4.32972864,4.32972864,4.32972864,4.78037027448924,4.78037027448924,4.78037027448924,4.78037027448924,4.78037027448924,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149
LIBYA,Diesel,10.0060939833958,10.0060939833958,15.159347928655,15.159347928655,15.159347928655,15.159347928655,15.159347928655,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6
LIBYA,Gas,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
LIBYA,HFO,7.79988313611492,7.79988313611492,11.8169130191487,11.8169130191487,11.8169130191487,11.8169130191487,11.8169130191487,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525
LIBYA,LNG,10.7,10.6,8.7,8.9,8.9,8.8,8.8,8.7,8.7,8.7,8.7,8.7,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
MOROCCO,ALC,8.57987144972641,8.57987144972641,12.9986043210636,12.9986043210636,12.9986043210636,12.9986043210636,12.9986043210636,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525
MOROCCO,Coal,4.0,4.0,4.32972864,4.32972864,4.32972864,4.32972864,4.32972864,4.78037027448924,4.78037027448924,4.78037027448924,4.78037027448924,4.78037027448924,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,5.27791505225149,11.96,11.96,11.96,11.96,11.96,11.96,11.96,11.96,11.96,11.96
MOROCCO,Diesel,10.0060939833958,10.0060939833958,15.159347928655,15.159347928655,15.159347928655,15.159347928655,15.159347928655,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337,19.087837483337
MOROCCO,Gas,5.5,5.5,5.5,5.5,5.5,5.5,5.5,6.5,6.5,6.5,6.5,6.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977,16.3671450749977
MOROCCO,HFO,7.79988313611492,7.79988313611492,11.8169130191487,11.8169130191487,11.8169130191487,11.8169130191487,11.8169130191487,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,14.8792227954525,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
