tech,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
BT_NN_BAT_22_ALG,1.0,1.0,1.0,0.959163987138264,0.918327974276527,0.877491961414791,0.836655948553055,0.795819935691318,0.754983922829582,0.714147909967846,0.673311897106109,0.632475884244373,0.591639871382637,0.573151125401929,0.554662379421222,0.536173633440514,0.517684887459807,0.4991961414791,0.480707395498392,0.462218649517685,0.443729903536978,0.42524115755627,0.406752411575563
BT_NN_BAT_22_BAH,1.0,1.0,1.0,0.959163987138264,0.918327974276527,0.877491961414791,0.836655948553055,0.795819935691318,0.754983922829582,0.714147909967846,0.673311897106109,0.632475884244373,0.591639871382637,0.573151125401929,0.554662379421222,0.536173633440514,0.517684887459807,0.4991961414791,0.480707395498392,0.462218649517685,0.443729903536978,0.42524115755627,0.406752411575563
BT_NN_BAT_22_EGY,1.0,1.0,1.0,0.959163987138264,0.918327974276527,0.877491961414791,0.836655948553055,0.795819935691318,0.754983922829582,0.714147909967846,0.673311897106109,0.632475884244373,0.591639871382637,0.573151125401929,0.554662379421222,0.536173633440514,0.517684887459807,0.4991961414791,0.480707395498392,0.462218649517685,0.443729903536978,0.42524115755627,0.406752411575563
BT_NN_BAT_22_IRQ,1.0,1.0,1.0,0.959163987138264,0.918327974276527,0.877491961414791,0.836655948553055,0.795819935691318,0.754983922829582,0.714147909967846,0.673311897106109,0.632475884244373,0.591639871382637,0.573151125401929,0.554662379421222,0.536173633440514,0.517684887459807,0.4991961414791,0.480707395498392,0.462218649517685,0.443729903536978,0.42524115755627,0.406752411575563
BT_NN_BAT_22_JOR,1.0,1.0,1.0,0.959163987138264,0.918327974276527,0.877491961414791,0.836655948553055,0.795819935691318,0.754983922829582,0.714147909967846,0.673311897106109,0.632475884244373,0.591639871382637,0.573151125401929,0.554662379421222,0.536173633440514,0.517684887459807,0.4991961414791,0.480707395498392,0.462218649517685,0.443729903536978,0.42524115755627,0.406752411575563
BT_NN_BAT_22_KSA,1.0,1.0,1.0,0.959163987138264,0.918327974276527,0.877491961414791,0.836655948553055,0.795819935691318,0.754983922829582,0.714147909967846,0.673311897106109,0.632475884244373,0.591639871382637,0.573151125401929,0.554662379421222,0.536173633440514,0.517684887459807,0.4991961414791,0.480707395498392,0.462218649517685,0.443729903536978,0.42524115755627,0.406752411575563
BT_NN_BAT_22_KUW,1.0,1.0,1.0,0.959163987138264,0.918327974276527,0.877491961414791,0.836655948553055,0.795819935691318,0.754983922829582,0.714147909967846,0.673311897106109,0.632475884244373,0.591639871382637,0.573151125401929,0.554662379421222,0.536173633440514,0.517684887459807,0.4991961414791,0.480707395498392,0.462218649517685,0.443729903536978,0.42524115755627,0.406752411575563
BT_NN_BAT_22_LEB,1.0,1.0,1.0,0.959163987138264,0.918327974276527,0.877491961414791,0.836655948553055,0.795819935691318,0.754983922829582,0.714147909967846,0.673311897106109,0.632475884244373,0.591639871382637,0.573151125401929,0.554662379421222,0.536173633440514,0.517684887459807,0.4991961414791,0.480707395498392,0.462218649517685,0.443729903536978,0.42524115755627,0.406752411575563
BT_NN_BAT_22_LIB,1.0,1.0,1.0,0.959163987138264,0.918327974276527,0.877491961414791,0.836655948553055,0.795819935691318,0.754983922829582,0.714147909967846,0.673311897106109,0.632475884244373,0.591639871382637,0.573151125401929,0.554662379421222,0.536173633440514,0.517684887459807,0.4991961414791,0.480707395498392,0.462218649517685,0.443729903536978,0.42524115755627,0.406752411575563
BT_NN_BAT_22_MOR,1.0,1.0,1.0,0.959163987138264,0.918327974276527,0.877491961414791,0.836655948553055,0.795819935691318,0.754983922829582,0.714147909967846,0.673311897106109,0.632475884244373,0.591639871382637,0.573151125401929,0.554662379421222,0.536173633440514,0.517684887459807,0.4991961414791,0.480707395498392,0.462218649517685,0.443729903536978,0.42524115755627,0.406752411575563
BT_NN_BAT_22_OMA,1.0,1.0,1.0,0.959163987138264,0.918327974276527,0.877491961414791,0.836655948553055,0.795819935691318,0.754983922829582,0.714147909967846,0.673311897106109,0.632475884244373,0.591639871382637,0.573151125401929,0.554662379421222,0.536173633440514,0.517684887459807,0.4991961414791,0.480707395498392,0.462218649517685,0.443729903536978,0.42524115755627,0.406752411575563
BT_NN_BAT_22_PAL,1.0,1.0,1.0,0.959163987138264,0.918327974276527,0.877491961414791,0.836655948553055,0.795819935691318,0.754983922829582,0.714147909967846,0.673311897106109,0.632475884244373,0.591639871382637,0.573151125401929,0.554662379421222,0.536173633440514,0.517684887459807,0.4991961414791,0.480707395498392,0.462218649517685,0.443729903536978,0.42524115755627,0.406752411575563
BT_NN_BAT_22_QAT,1.0,1.0,1.0,0.959163987138264,0.918327974276527,0.877491961414791,0.836655948553055,0.795819935691318,0.754983922829582,0.714147909967846,0.673311897106109,0.632475884244373,0.591639871382637,0.573151125401929,0.554662379421222,0.536173633440514,0.517684887459807,0.4991961414791,0.480707395498392,0.462218649517685,0.443729903536978,0.42524115755627,0.406752411575563
BT_NN_BAT_22_SUD,1.0,1.0,1.0,0.959163987138264,0.918327974276527,0.877491961414791,0.836655948553055,0.795819935691318,0.754983922829582,0.714147909967846,0.673311897106109,0.632475884244373,0.591639871382637,0.573151125401929,0.554662379421222,0.536173633440514,0.517684887459807,0.4991961414791,0.480707395498392,0.462218649517685,0.443729903536978,0.42524115755627,0.406752411575563
BT_NN_BAT_22_SYR,1.0,1.0,1.0,0.959163987138264,0.918327974276527,0.877491961414791,0.836655948553055,0.795819935691318,0.754983922829582,0.714147909967846,0.673311897106109,0.632475884244373,0.591639871382637,0.573151125401929,0.554662379421222,0.536173633440514,0.517684887459807,0.4991961414791,0.480707395498392,0.462218649517685,0.443729903536978,0.42524115755627,0.406752411575563
BT_NN_BAT_22_TUN,1.0,1.0,1.0,0.959163987138264,0.918327974276527,0.877491961414791,0.836655948553055,0.795819935691318,0.754983922829582,0.714147909967846,0.673311897106109,0.632475884244373,0.591639871382637,0.573151125401929,0.554662379421222,0.536173633440514,0.517684887459807,0.4991961414791,0.480707395498392,0.462218649517685,0.443729903536978,0.42524115755627,0.406752411575563
