c,z,attribute,y,value
Angola,Angola_Central,CapexInvestmentComponent,2030,223022515.12120187
Angola,Angola_Central,CapexInvestmentComponent,2032,39834015.55197491
Angola,Angola_Central,CapexInvestmentComponent,2035,77920980.20702423
Angola,Angola_Central,CapexInvestmentComponent,2038,89109000.0
Angola,Angola_Central,CapexInvestmentComponent,2040,160710828.0076303
Angola,Angola_Central,CapexInvestmentComponent,2042,168627266.81193805
Angola,Angola_Central,CapexInvestmentComponent,2045,735213000.0
Angola,Angola_Central,CapexInvestmentComponent,2048,739064873.8379966
Angola,Angola_Central,CapexInvestmentComponent,2050,846737932.6845598
Angola,Angola_Central,CapexInvestmentComponentCumulated,2030,5769646746.229023
Angola,Angola_Central,CapexInvestmentComponentCumulated,2032,2729240349.558673
Angola,Angola_Central,CapexInvestmentComponentCumulated,2035,2807161329.765697
Angola,Angola_Central,CapexInvestmentComponentCumulated,2038,2896270329.765697
Angola,Angola_Central,CapexInvestmentComponentCumulated,2040,3056981157.7733274
Angola,Angola_Central,CapexInvestmentComponentCumulated,2042,3225608424.585265
Angola,Angola_Central,CapexInvestmentComponentCumulated,2045,3960821424.585265
Angola,Angola_Central,CapexInvestmentComponentCumulated,2048,4699886298.423262
Angola,Angola_Central,CapexInvestmentComponentCumulated,2050,5546624231.107821
Angola,Angola_Central,Costs,2025,000013.66939539999999900022.827248218000463000-0.79895368763001760000000000.1268448
Angola,Angola_Central,Costs,2027,000-0.000962090532904582313.6693953999999990001.037487493999151000-0.036348269998197930000000000.12684479999999998
Angola,Angola_Central,Costs,2030,000-96.6248240521831713.897415859882376000177.4035435640704000-184.9660902617909512.375144303320344000000000.1268448
Angola,Angola_Central,Costs,2032,000-105.7521187368067615.316288315626384000199.4652061414707000-122.8089244399374412.375144303320344000000000.1268448
Angola,Angola_Central,Costs,2035,000-58.9787820765393517.435092261826345000164.58796244577917000-45.0746207934121812.375144303320344000000000.1268448
Angola,Angola_Central,Costs,2038,0.0815473875482213600-60.3980427643663521.5840922618263420.2400596727305425200258.9189521695764000-69.9069503454849712.375144303320344000000000.13409749225262257
Angola,Angola_Central,Costs,2040,1.985144268611642500-98.8660279786477625.9724649117677875.6346513560135400387.6875393724933000-110.5100296628986912.375144303320344000000000.32624018426133067
