Plants,Zone,Type,fuel1,StYr,RetrYr,Capacity,MinLimitShare,HeatRate,RampUpRate,RampDnRate,OverLoadFactor,ResLimShare,FOMperMW,VOM,ReserveCost,Capex,Life,BuildLimitperYear,MaxTotalBuild,DescreteCap,fuel2,Status,HeatRate2,MinUtilization,RETech,UnitSize,Error,HydroCapacityFactor,HydroCapacityFactorQ1,HydroCapacityFactorQ2,HydroCapacityFactorQ3,HydroCapacityFactorQ4
SA_IRP_New_Gas_CCGT_2036,South_Africa,CCGT,Gas,2036,2086,0,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,0,0,0,7,2,7.1,0.05,0,0,10786.69508,,,,,
SA_IRP_New_Gas_CCGT_2037,South_Africa,CCGT,Gas,2037,2087,0,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,0,0,0,7,2,7.1,0.05,0,0,10788.69508,,,,,
SA_IRP_New_Gas_CCGT_2038,South_Africa,CCGT,Gas,2038,2088,0,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,0,0,0,7,2,7.1,0.05,0,0,10790.69508,,,,,
SA_IRP_New_Gas_CCGT_2039,South_Africa,CCGT,Gas,2039,2089,0,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,0,0,0,7,2,7.1,0.05,0,0,10792.69508,,,,,
SA_IRP_New_Gas_CCGT_2040,South_Africa,CCGT,Gas,2040,2090,0,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,0,0,0,7,2,7.1,0.05,0,0,10794.69508,,,,,
SA_IRP_New_Gas_CCGT_2041,South_Africa,CCGT,Gas,2041,2091,0,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,0,0,0,7,2,7.1,0.05,0,0,10796.69508,,,,,
SA_IRP_New_Gas_CCGT_2042,South_Africa,CCGT,Gas,2042,2092,0,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,0,0,0,7,2,7.1,0.05,0,0,10798.69508,,,,,
SA_IRP_New_Gas_CCGT_2043,South_Africa,CCGT,Gas,2043,2093,0,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,0,0,0,7,2,7.1,0.05,0,0,10800.69508,,,,,
SA_IRP_New_Gas_CCGT_2044,South_Africa,CCGT,Gas,2044,2094,0,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,0,0,0,7,2,7.1,0.05,0,0,10802.69508,,,,,
SA_IRP_New_Gas_CCGT_2045,South_Africa,CCGT,Gas,2045,2095,0,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,0,0,0,7,2,7.1,0.05,0,0,10804.69508,,,,,
SA_IRP_New_Gas_CCGT_2046,South_Africa,CCGT,Gas,2046,2096,0,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,0,0,0,7,2,7.1,0.05,0,0,10806.69508,,,,,
SA_IRP_New_Gas_CCGT_2047,South_Africa,CCGT,Gas,2047,2097,0,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,0,0,0,7,2,7.1,0.05,0,0,10808.69508,,,,,
SA_IRP_New_Gas_CCGT_2048,South_Africa,CCGT,Gas,2048,2098,0,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,0,0,0,7,2,7.1,0.05,0,0,10810.69508,,,,,
SA_IRP_New_Gas_CCGT_2049,South_Africa,CCGT,Gas,2049,2099,0,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,0,0,0,7,2,7.1,0.05,0,0,10812.69508,,,,,
SA_IRP_New_Gas_CCGT_2050,South_Africa,CCGT,Gas,2050,2100,0,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,0,0,0,7,2,7.1,0.05,0,0,10814.69508,,,,,
SA_IRP_New_Gas_GT_2031,South_Africa,GT,Gas,2031,2081,0,0.2,9,1,1,0,0.2,17000,4,0,1.016815742,30,0,0,0,7,2,9.7,0.05,0,0,21181.16682,,,,,
SA_IRP_New_Gas_GT_2036,South_Africa,GT,Gas,2036,2086,0,0.2,9,1,1,0,0.2,17000,4,0,1.016815742,30,0,0,0,7,2,9.7,0.05,0,0,21191.16682,,,,,
SA_IRP_New_Gas_GT_2041,South_Africa,GT,Gas,2041,2091,0,0.2,9,1,1,0,0.2,17000,4,0,1.016815742,30,0,0,0,7,2,9.7,0.05,0,0,21201.16682,,,,,
SA_IRP_New_Gas_GT_2042,South_Africa,GT,Gas,2043,2093,0,0.2,9,1,1,0,0.2,17000,4,0,1.016815742,30,0,0,0,7,2,9.7,0.05,0,0,21205.16682,,,,,
SA_IRP_New_Gas_GT_2043,South_Africa,GT,Gas,2045,2095,0,0.2,9,1,1,0,0.2,17000,4,0,1.016815742,30,0,0,0,7,2,9.7,0.05,0,0,21209.16682,,,,,
SA_IRP_New_Gas_GT_2044,South_Africa,GT,Gas,2047,2097,0,0.2,9,1,1,0,0.2,17000,4,0,1.016815742,30,0,0,0,7,2,9.7,0.05,0,0,21213.16682,,,,,
SA_IRP_New_Gas_GT_2045,South_Africa,GT,Gas,2045,2095,0,0.2,9,1,1,0,0.2,17000,4,0,1.016815742,30,0,0,0,7,2,9.7,0.05,0,0,21209.16682,,,,,
SA_IRP_New_Gas_GT_2046,South_Africa,GT,Gas,2046,2096,0,0.2,9,1,1,0,0.2,17000,4,0,1.016815742,30,0,0,0,7,2,9.7,0.05,0,0,21211.16682,,,,,
SA_IRP_New_Gas_GT_2047,South_Africa,GT,Gas,2047,2097,0,0.2,9,1,1,0,0.2,17000,4,0,1.016815742,30,0,0,0,7,2,9.7,0.05,0,0,21213.16682,,,,,
SA_IRP_New_Gas_GT_2048,South_Africa,GT,Gas,2048,2098,0,0.2,9,1,1,0,0.2,17000,4,0,1.016815742,30,0,0,0,7,2,9.7,0.05,0,0,21215.16682,,,,,
SA_IRP_New_Gas_GT_2049,South_Africa,GT,Gas,2049,2099,0,0.2,9,1,1,0,0.2,17000,4,0,1.016815742,30,0,0,0,7,2,9.7,0.05,0,0,21217.16682,,,,,
SA_IRP_New_Gas_GT_2050,South_Africa,GT,Gas,2050,2100,0,0.2,9,1,1,0,0.2,17000,4,0,1.016815742,30,0,0,0,7,2,9.7,0.05,0,0,21219.16682,,,,,
SA_IRP_New_PV_2031,South_Africa,PV,PV,2031,2056,0,0,0,1,1,0,0,15000,0,0,0.8,25,0,0,0,,2,0,0,1,0,19128.8,,,,,
SA_IRP_New_PV_2032,South_Africa,PV,PV,2032,2057,0,0,0,1,1,0,0,15000,0,0,0.8,25,0,0,0,,2,0,0,1,0,19130.8,,,,,
SA_IRP_New_PV_2033,South_Africa,PV,PV,2033,2058,0,0,0,1,1,0,0,15000,0,0,0.8,25,0,0,0,,2,0,0,1,0,19132.8,,,,,
SA_IRP_New_PV_2034,South_Africa,PV,PV,2034,2059,0,0,0,1,1,0,0,15000,0,0,0.8,25,0,0,0,,2,0,0,1,0,19134.8,,,,,
SA_IRP_New_PV_2035,South_Africa,PV,PV,2035,2060,0,0,0,1,1,0,0,15000,0,0,0.8,25,0,0,0,,2,0,0,1,0,19136.8,,,,,
SA_IRP_New_PV_2036,South_Africa,PV,PV,2036,2061,0,0,0,1,1,0,0,15000,0,0,0.8,25,0,0,0,,2,0,0,1,0,19138.8,,,,,
SA_IRP_New_PV_2037,South_Africa,PV,PV,2037,2062,0,0,0,1,1,0,0,15000,0,0,0.8,25,0,0,0,,2,0,0,1,0,19140.8,,,,,
SA_IRP_New_PV_2038,South_Africa,PV,PV,2038,2063,0,0,0,1,1,0,0,15000,0,0,0.8,25,0,0,0,,2,0,0,1,0,19142.8,,,,,
SA_IRP_New_PV_2039,South_Africa,PV,PV,2039,2064,0,0,0,1,1,0,0,15000,0,0,0.8,25,0,0,0,,2,0,0,1,0,19144.8,,,,,
SA_IRP_New_PV_2040,South_Africa,PV,PV,2040,2065,0,0,0,1,1,0,0,15000,0,0,0.8,25,0,0,0,,2,0,0,1,0,19146.8,,,,,
SA_IRP_New_PV_2041,South_Africa,PV,PV,2041,2066,0,0,0,1,1,0,0,15000,0,0,0.8,25,0,0,0,,2,0,0,1,0,19148.8,,,,,
SA_IRP_New_PV_2042,South_Africa,PV,PV,2042,2067,0,0,0,1,1,0,0,15000,0,0,0.8,25,0,0,0,,2,0,0,1,0,19150.8,,,,,
SA_IRP_New_PV_2043,South_Africa,PV,PV,2043,2068,0,0,0,1,1,0,0,15000,0,0,0.8,25,0,0,0,,2,0,0,1,0,19152.8,,,,,
SA_IRP_New_PV_2044,South_Africa,PV,PV,2044,2069,0,0,0,1,1,0,0,15000,0,0,0.8,25,0,0,0,,2,0,0,1,0,19154.8,,,,,
SA_IRP_New_PV_2045,South_Africa,PV,PV,2045,2070,0,0,0,1,1,0,0,15000,0,0,0.8,25,0,0,0,,2,0,0,1,0,19156.8,,,,,
SA_IRP_New_PV_2046,South_Africa,PV,PV,2046,2071,0,0,0,1,1,0,0,15000,0,0,0.8,25,0,0,0,,2,0,0,1,0,19158.8,,,,,
SA_IRP_New_PV_2047,South_Africa,PV,PV,2047,2072,0,0,0,1,1,0,0,15000,0,0,0.8,25,0,0,0,,2,0,0,1,0,19160.8,,,,,
SA_IRP_New_PV_2048,South_Africa,PV,PV,2048,2073,0,0,0,1,1,0,0,15000,0,0,0.8,25,0,0,0,,2,0,0,1,0,19162.8,,,,,
SA_IRP_New_PV_2049,South_Africa,PV,PV,2049,2074,0,0,0,1,1,0,0,15000,0,0,0.8,25,0,0,0,,2,0,0,1,0,19164.8,,,,,
SA_IRP_New_PV_2050,South_Africa,PV,PV,2050,2075,0,0,0,1,1,0,0,15000,0,0,0.8,25,0,0,0,,2,0,0,1,0,19166.8,,,,,
SA_IRP_New_Wind_2031,South_Africa,WIND,OnshoreWind,2031,2061,0,0,0,1,1,0,0,22000,0,0,1.67,30,0,0,0,,2,0,0,1,0,26139.67,,,,,
SA_IRP_New_Wind_2032,South_Africa,WIND,OnshoreWind,2032,2062,0,0,0,1,1,0,0,22000,0,0,1.67,30,0,0,0,,2,0,0,1,0,26141.67,,,,,
SA_IRP_New_Wind_2033,South_Africa,WIND,OnshoreWind,2033,2063,0,0,0,1,1,0,0,22000,0,0,1.67,30,0,0,0,,2,0,0,1,0,26143.67,,,,,
SA_IRP_New_Wind_2034,South_Africa,WIND,OnshoreWind,2034,2064,0,0,0,1,1,0,0,22000,0,0,1.67,30,0,0,0,,2,0,0,1,0,26145.67,,,,,
SA_IRP_New_Wind_2035,South_Africa,WIND,OnshoreWind,2035,2065,0,0,0,1,1,0,0,22000,0,0,1.67,30,0,0,0,,2,0,0,1,0,26147.67,,,,,
SA_IRP_New_Wind_2036,South_Africa,WIND,OnshoreWind,2036,2066,0,0,0,1,1,0,0,22000,0,0,1.67,30,0,0,0,,2,0,0,1,0,26149.67,,,,,
SA_IRP_New_Wind_2037,South_Africa,WIND,OnshoreWind,2037,2067,0,0,0,1,1,0,0,22000,0,0,1.67,30,0,0,0,,2,0,0,1,0,26151.67,,,,,
SA_IRP_New_Wind_2038,South_Africa,WIND,OnshoreWind,2038,2068,0,0,0,1,1,0,0,22000,0,0,1.67,30,0,0,0,,2,0,0,1,0,26153.67,,,,,
SA_IRP_New_Wind_2039,South_Africa,WIND,OnshoreWind,2039,2069,0,0,0,1,1,0,0,22000,0,0,1.67,30,0,0,0,,2,0,0,1,0,26155.67,,,,,
SA_IRP_New_Wind_2040,South_Africa,WIND,OnshoreWind,2040,2070,0,0,0,1,1,0,0,22000,0,0,1.67,30,0,0,0,,2,0,0,1,0,26157.67,,,,,
SA_IRP_New_Wind_2041,South_Africa,WIND,OnshoreWind,2041,2071,0,0,0,1,1,0,0,22000,0,0,1.67,30,0,0,0,,2,0,0,1,0,26159.67,,,,,
SA_IRP_New_Wind_2042,South_Africa,WIND,OnshoreWind,2042,2072,0,0,0,1,1,0,0,22000,0,0,1.67,30,0,0,0,,2,0,0,1,0,26161.67,,,,,
SA_IRP_New_Wind_2043,South_Africa,WIND,OnshoreWind,2043,2073,0,0,0,1,1,0,0,22000,0,0,1.67,30,0,0,0,,2,0,0,1,0,26163.67,,,,,
SA_IRP_New_Wind_2044,South_Africa,WIND,OnshoreWind,2044,2074,0,0,0,1,1,0,0,22000,0,0,1.67,30,0,0,0,,2,0,0,1,0,26165.67,,,,,
SA_IRP_New_Wind_2045,South_Africa,WIND,OnshoreWind,2045,2075,0,0,0,1,1,0,0,22000,0,0,1.67,30,0,0,0,,2,0,0,1,0,26167.67,,,,,
SA_IRP_New_Wind_2046,South_Africa,WIND,OnshoreWind,2046,2076,0,0,0,1,1,0,0,22000,0,0,1.67,30,0,0,0,,2,0,0,1,0,26169.67,,,,,
SA_IRP_New_Wind_2047,South_Africa,WIND,OnshoreWind,2047,2077,0,0,0,1,1,0,0,22000,0,0,1.67,30,0,0,0,,2,0,0,1,0,26171.67,,,,,
SA_IRP_New_Wind_2048,South_Africa,WIND,OnshoreWind,2048,2078,0,0,0,1,1,0,0,22000,0,0,1.67,30,0,0,0,,2,0,0,1,0,26173.67,,,,,
SA_IRP_New_Wind_2049,South_Africa,WIND,OnshoreWind,2049,2079,0,0,0,1,1,0,0,22000,0,0,1.67,30,0,0,0,,2,0,0,1,0,26175.67,,,,,
SA_IRP_New_Wind_2050,South_Africa,WIND,OnshoreWind,2050,2080,0,0,0,1,1,0,0,22000,0,0,1.67,30,0,0,0,,2,0,0,1,0,26177.67,,,,,
SACCGTNG_TH_ZAF,South_Africa,CCGT,LNG,2031,2081,1875,0.45,6.4,1,1,0,0.07,6600,3.5,0,1.245080501,30,937.5,1875,0,7,3,7.1,0.05,0,0,15477.31508,,,,,
SACCGTNG2025_TH_ZAF,South_Africa,CCGT,Gas,2025,2078,1220,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,1220,1220,0,7,2,7.1,0.05,0,0,14427.69508,,,,,
SACCGTNG2027_TH_ZAF,South_Africa,CCGT,Gas,2027,2078,1000,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,1000,1000,0,7,3,7.1,0.05,0,0,13770.69508,,,,,
SACCGTNG2028_TH_ZAF,South_Africa,CCGT,Gas,2028,2078,4000,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,4000,4000,0,7,3,7.1,0.05,0,0,22771.69508,,,,,
SACCGTNG2029_TH_ZAF,South_Africa,CCGT,Gas,2030,2078,7500,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,7500,7500,0,7,3,7.1,0.05,0,0,33273.69508,,,,,
SACCGTNG2035_TH_ZAF,South_Africa,CCGT,Gas,2035,2078,7500,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,7500,7500,0,7,3,7.1,0.05,0,0,33278.69508,,,,,
SACCGTNG2040_TH_ZAF,South_Africa,CCGT,Gas,2040,2078,7500,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,7500,7500,0,7,3,7.1,0.05,0,0,33283.69508,,,,,
SACCGTNG2045_TH_ZAF,South_Africa,CCGT,Gas,2045,2078,7500,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,7500,7500,0,7,3,7.1,0.05,0,0,33288.69508,,,,,
SACCGTNGcan_TH_ZAF,South_Africa,CCGT,LNG,2031,2081,3750,0.45,6.4,1,1,0,0.07,6600,3.5,0,1.245080501,30,1875,3750,0,7,3,7.1,0.05,0,0,20164.81508,,,,,
SACoal(Large)_TH_ZAF,South_Africa,ST,Coal,2025,2075,7500,,8.6,,,,,,,,4.073488372,,2500,7500,0,,3,0,0.05,0,312.5,66662.06349,,,,,
SACoal(Medium)_TH_ZAF,South_Africa,ST,Coal,2025,2075,2600,,8.6,,,,,,,,5.447227191,,2600,2600,0,,3,0,0.05,0,325,56963.43723,,,,,
SACoal(Medium)can_TH_ZAF,South_Africa,ST,Coal,2025,2075,5000,,8.6,,,,,,,,4.416923077,,2500,5000,0,,3,0,0.05,0,312.5,61662.40692,,,,,
SACoal(Medium)new_TH_ZAF,South_Africa,ST,Coal,2025,2075,5000,,8.6,,,,,,,,4.416923077,,1500,5000,0,,3,0,0.05,0,375,60662.40792,,,,,
SACSP_REN_ZAF,South_Africa,CSP,CSP,2019,2059,200,0,0,1,1,0,0.8,22000,3,0,0,30,0,0,0,,1,0,0,0,0,26338.8,,,,,
SAGenericBiomass_BIO_ZAF,South_Africa,ST,Biomass,2024,2074,500,0.3,10,0.33,0.33,0,0.8,48000,3,0,4.423148479,30,500,500,0,,3,0,0,0,500,53676.18315,,,,,
SAGenericSolarPV(Large)22_REN_ZAF,South_Africa,PV,PV,2022,2060,190,0,0,1,1,0,0,15000,0,0,0,25,0,0,0,,1,0,0,1,0,19312,,,,,
SAGenericSolarPV(Medium)23_REN_ZAF,South_Africa,PV,PV,2023,2060,190,0,0,1,1,0,0,15000,0,0,0,25,0,0,0,,1,0,0,1,0,19313,,,,,
SAGenericSolarPV(Medium)24_REN_ZAF,South_Africa,PV,PV,2024,2060,0,0,0,1,1,0,0,15000,0,0,0.8,25,1000,0,0,,2,0,0,1,0,20125.8,,,,,
SAGenericSolarPV(Medium)25_REN_ZAF,South_Africa,PV,PV,2025,2060,2115,0,0,1,1,0,0,15000,0,0,0.8,25,2115,2115,0,,2,0,0,1,0,25471.8,,,,,
SAGenericSolarPV(Medium)26_REN_ZAF,South_Africa,PV,PV,2026,2060,0,0,0,1,1,0,0,15000,0,0,0.8,25,1000,0,0,,2,0,0,1,0,20127.8,,,,,
SAGenericSolarPV(Medium)27_REN_ZAF,South_Africa,PV,PV,2027,2060,0,0,0,1,1,0,0,15000,0,0,0.8,25,1000,0,0,,2,0,0,1,0,20128.8,,,,,
SAGenericSolarPV(Medium)28_REN_ZAF,South_Africa,PV,PV,2028,2060,500,0,0,1,1,0,0,15000,0,0,0.8,25,500,500,0,,2,0,0,1,0,20629.8,,,,,
SAGenericSolarPV(Medium)29_REN_ZAF,South_Africa,PV,PV,2029,2060,500,0,0,1,1,0,0,15000,0,0,0.8,25,500,500,0,,2,0,0,1,0,20630.8,,,,,
SAGenericSolarPV(Medium)30_REN_ZAF,South_Africa,PV,PV,2030,2060,500,0,0,1,1,0,0,15000,0,0,0.8,25,500,500,0,,2,0,0,1,0,20631.8,,,,,
SAGenericWind21_REN_ZAF,South_Africa,WIND,OnshoreWind,2021,2051,0,0,0,1,1,0,0,22000,0,0,0,30,0,0,0,,1,0,0,1,0,26117,,,,,
SAGenericWind22_REN_ZAF,South_Africa,WIND,OnshoreWind,2022,2052,647,0,0,1,1,0,0,22000,0,0,0,30,0,0,0,,1,0,0,1,0,26766,,,,,
SAGenericWind23_REN_ZAF,South_Africa,WIND,OnshoreWind,2023,2053,279,0,0,1,1,0,0,22000,0,0,0,30,0,0,0,,1,0,0,1,0,26400,,,,,
SAGenericWind24_REN_ZAF,South_Africa,WIND,OnshoreWind,2024,2054,0,0,0,1,1,0,0,22000,0,0,1.67,30,0,0,0,,2,0,0,1,0,26125.67,,,,,
SAGenericWind25_REN_ZAF,South_Africa,WIND,OnshoreWind,2025,2055,644,0,0,1,1,0,0,22000,0,0,1.67,30,644,644,0,,2,0,0,1,0,28059.67,,,,,
SAGenericWind26_REN_ZAF,South_Africa,WIND,OnshoreWind,2026,2056,140,0,0,1,1,0,0,22000,0,0,1.67,30,140,140,0,,2,0,0,1,0,26549.67,,,,,
SAGenericWind27_REN_ZAF,South_Africa,WIND,OnshoreWind,2027,2057,684,0,0,1,1,0,0,22000,0,0,1.67,30,684,684,0,,2,0,0,1,0,28183.67,,,,,
SAGenericWind28_REN_ZAF,South_Africa,WIND,OnshoreWind,2028,2058,0,0,0,1,1,0,0,22000,0,0,1.67,30,0,0,0,,2,0,0,1,0,26133.67,,,,,
SAGenericWind29_REN_ZAF,South_Africa,WIND,OnshoreWind,2029,2059,1500,0,0,1,1,0,0,22000,0,0,1.67,30,1500,1500,0,,2,0,0,1,0,30635.67,,,,,
SAGenericWind30_REN_ZAF,South_Africa,WIND,OnshoreWind,2030,2060,1500,0,0,1,1,0,0,22000,0,0,1.67,30,1500,1500,0,,2,0,0,1,0,30637.67,,,,,
Salima_PV_MWI,Malawi,PV,PV,2022,2060,60,0,0,1,1,0,0,15000,0,0,0,25,0,0,0,,1,0,0,1,0,19193,,,,,
SANuclear_NU_ZAF,South_Africa,ST,Uranium,2035,2073,8000,0.7,9.2886066,0.1,0.1,0,0,100000,2.3,0,6.295957066,50,2000,8000,0,,3,0,0.6,0,0,122202.3846,,,,,
SAOCGTNG_TH_ZAF,South_Africa,GT,Gas,2031,2081,700,0.2,9,1,1,0,0.2,17000,4,0,1.016815742,30,700,700,0,7,3,9.7,0.05,0,0,23282.16682,,,,,
Sasolburg_TH_ZAF,South_Africa,GT,Gas,2012,2062,174.6,0.06,9.990938997,1,1,0,0.4,8000,6.4,0,0,30,,,0,7,1,10.690939,0.05,0,0,12320.19188,,,,,
Secunda(SasolChemical)_TH_ZAF,South_Africa,ST,Coal,2010,2060,130,,12.08277112,,,,,,,,0,,,,0,,1,0,0.05,0,130,49259.47277,,,,,
Secunda(SasolSynthetic)_TH_ZAF,South_Africa,GT,Gas,2010,2060,150,0.2,11.49796803,1,1,0,0.2,17000,4,0,0,30,,,0,7,1,12.19796803,0.05,0,0,21292.14594,,,,,
Serengeti_Nkhotakota,Malawi,PV,PV,2022,2060,21,0,0,1,1,0,0,15000,0,0,0,25,0,0,0,,1,0,0,1,0,19154,,,,,
Singida_II,Tanzania,WIND,OnshoreWind,2026,2051,75,0,0,1,1,0,0,40000,0,0,1.806,30,75,75,0,,3,0,0,1,0,44359.806,,,,,
SingidaWind2_REN_TZA,Tanzania,WIND,OnshoreWind,2026,2056,75,0,0,1,1,0,0,22000,0,0,1.806,30,37.5,75,0,,2,0,0,1,0,26326.306,,,,,
SmallHydro_HY_ZAR,DRC,ROR,Water,2000,2060,187,0,0,1,1,0,0.193435172,46500,0.55,0,0,50,,,0,,1,0,0,0,0,50826.74344,0.38687345,,,,
SolarRound(PV)_ZMB,Zambia,PV,PV,2019,2060,88,0,0,1,1,0,0,15000,0,0,0,25,,,0,,1,0,0,1,0,19214,,,,,
SolarRound(PV)New_ZMB,Zambia,PV,PV,2023,2060,35,0,0,1,1,0,0,15000,0,0,0,25,,,0,,1,0,0,1,0,19165,,,,,
Somanga,Tanzania,GT,Gas,2010,2030,7.4,0.2,8.34,0.3,0.3,0,0.2,4.5,4,0,0,30,,,0,,1,0,0.05,0,0,4109.29,,,,,
Somanga_Mtama,Tanzania,CCGT,Gas,2028,2078,345,0.2,6.75,0.1,0.1,0,0.2,30000,4.5,0,1.262,30,345,345,0,,3,0,0.05,0,0,35201.162,,,,,
Somanga_PPP,Tanzania,CCGT,Gas,2028,2078,300,0.2,6.75,0.1,0.1,0,0.2,30000,4.5,0,1.063,30,300,300,0,,3,0,0.05,0,0,35065.963,,,,,
Somanga_Tanesco,Tanzania,CCGT,Gas,2028,2078,450,0.2,6.75,0.1,0.1,0,0.2,30000,4.5,0,1.124,30,450,450,0,,3,0,0.05,0,0,35516.024,,,,,
Sombwe_HY_ZAR,DRC,ROR,Water,2024,2060,300,0,0,1,1,0,0.193435172,46500,0.55,0,4.248837209,50,300,300,0,,3,0,0,0,0,51569.99227,0.38687345,,,,
Songas,Tanzania,GT,Gas,2004,2024,178,0.2,9.6,0.1,0.1,0,0.2,13300,4.5,0,0,30,,,0,,1,0,0.05,0,0,17564.75,,,,,
Songwe_Manolo,Tanzania,STOHY,Water,2030,2060,88,0,0,1,1,0,0.2,4090,0.5,0,3.9728,50,88,88,0,,3,0,0,0,0,8520.6728,0.612157534,1,0.923352984,0.211955242,0.281296443
Songwe_Sofre,Tanzania,STOHY,Water,2030,2060,79.5,0,0,1,1,0,0.19,4090,0.5,0,3.8779,50,79.5,79.5,0,,3,0,0,0,0,8495.0679,0.54952297,0.67675399,0.786577927,0.387725345,0.352377166
SouthernEnergy_TH_ZWE,Zimbabwe,ST,Coal,2021,2071,0,,9.22225941,,,,,,,,2.466504472,,0,0,0,,3,0,0.05,0,150,49157.07876,,,,,
SoyoII_TH_AGO,Angola,CCGT,Gas,2055,2105,750,0.2,6.4,1,1,0,0.2,17000,4,0,1.245080501,30,750,5000,0,7,3,7.1,0.05,0,0,27734.19508,,,,,
SoyoIII_TH_AGO,Angola,CCGT,Gas,2055,2082,375,0.2,6.4,1,1,0,0.2,6600,4,0,1.245080501,30,375,5000,0,7,3,7.1,0.05,0,0,16561.19508,,,,,
SreenbrasPH_HY_ZAF,South_Africa,STORAGE,Water,1988,2060,180,,0,1,1,0,0.8,46500,0.55,0,0,50,,,0,,1,0,0,0,0,50803.35,,,,,
Sto_AGO,Angola,STORAGE,Battery,2027,2055,4000,0,0,1,1,0,0.9,13860,0,0,0.3,20,400,4000,0,,3,0,0,0,0,26404.2,,,,,
Sto_BWA,Botswana,STORAGE,Battery,2030,2055,4000,0,0,1,1,0,0.9,13860,0,0,0.2,20,400,4000,0,,3,0,0,0,0,26404.1,,,,,
Sto_DRC,DRC,STORAGE,Battery,2025,2055,2000,0,0,1,1,0,0.9,13860,0,0,0.3,20,200,2000,0,,3,0,0,0,0,22204.2,,,,,
Sto_DRCSouth,DRC_South,STORAGE,Battery,2025,2055,2000,0,0,1,1,0,0.9,13860,0,0,0.3,20,200,2000,0,,3,0,0,0,0,22206.2,,,,,
Sto_LSO,Lesotho,STORAGE,Battery,2025,2055,500,0,0,1,1,0,0.9,13860,0,0,0.3,20,50,500,0,,3,0,0,0,0,19045.2,,,,,
Sto_MOZ,Mozambique,STORAGE,Battery,2025,2055,4000,0,0,1,1,0,0.9,13860,0,0,0.3,20,400,4000,0,,3,0,0,0,0,26397.2,,,,,
Sto_MWI_2027,Malawi,STORAGE,Battery,2027,2055,300,0,0,1,1,0,0.9,13860,0,0,0.2,20,100,300,0,,3,0,0,0,0,18707.1,,,,,
Sto_MWI_2030,Malawi,STORAGE,Battery,2030,2055,3000,0,0,1,1,0,0.9,13860,0,0,0.2,20,150,3000,0,,3,0,0,0,0,24160.1,,,,,
Sto_NAM,Namibia,STORAGE,Battery,2028,2055,4000,0,0,1,1,0,0.9,13860,0,0,0.2,20,400,4000,0,,3,0,0,0,0,26403.1,,,,,
Sto_SWE,Zimbabwe,STORAGE,Battery,2025,2055,4000,0,0,1,1,0,0.9,13860,0,0,0.3,20,400,4000,0,,3,0,0,0,0,26398.2,,,,,
Sto_SWZ,Eswatini,STORAGE,Battery,2025,2055,1000,0,0,1,1,0,0.9,13860,0,0,0.2,20,100,1000,0,,3,0,0,0,0,20096.1,,,,,
Sto_TZA,Tanzania,STORAGE,Battery,2027,2055,4000,0,0,1,1,0,0.9,13860,0,0,0.3,20,400,4000,0,,3,0,0,0,0,26405.2,,,,,
Sto_ZAF,South_Africa,STORAGE,Battery,2027,2055,15000,0,0,1,1,0,0.9,13860,0,0,0.18,20,1500,15000,0,,3,0,0,0,0,49496.08,,,,,
Sto_ZAF_2024,South_Africa,STORAGE,Battery,2024,2054,200,0,0,1,1,0,0.9,13860,0,0,0.18,20,1000,10000,0,,2,0,0,0,0,29191.08,,,,,
Sto_ZAF_2025,South_Africa,STORAGE,Battery,2025,2055,654,0,0,1,1,0,0.9,13860,0,0,0.18,20,1000,10000,0,,2,0,0,0,0,29647.08,,,,,
Sto_ZAF_2027,South_Africa,STORAGE,Battery,2027,2057,615,0,0,1,1,0,0.9,13860,0,0,0.18,20,1000,10000,0,,2,0,0,0,0,29612.08,,,,,
Sto_ZAF_2028,South_Africa,STORAGE,Battery,2028,2058,615,0,0,1,1,0,0.9,13860,0,0,0.18,20,1000,10000,0,,2,0,0,0,0,29614.08,,,,,
