country,zone,attribute,resolution,year,baseline
AFG,NEPS_AFG,Annual Energy Exchanges: GWh,NEPS_TAJ,2026,1664.1
AFG,NEPS_AFG,Annual Energy Exchanges: GWh,NEPS_TAJ,2027,772.2
AFG,NEPS_AFG,Annual Energy Exchanges: GWh,NEPS_TAJ,2028,812.3
AFG,NEPS_AFG,Annual Energy Exchanges: GWh,NEPS_TAJ,2029,737.2
AFG,NEPS_AFG,Annual Energy Exchanges: GWh,NEPS_TAJ,2030,513.0
AFG,NEPS_AFG,Annual Energy Exchanges: GWh,NEPS_TAJ,2031,732.7
AFG,NEPS_AFG,Annual Energy Exchanges: GWh,NEPS_TAJ,2032,518.1
AFG,NEPS_AFG,Annual Energy Exchanges: GWh,NEPS_TAJ,2033,784.7
AFG,NEPS_AFG,Annual Energy Exchanges: GWh,NEPS_TAJ,2034,743.5
AFG,NEPS_AFG,Annual Energy Exchanges: GWh,NEPS_TAJ,2035,1113.6
AFG,NEPS_AFG,Annual Energy Exchanges: GWh,NEPS_TAJ,2040,1945.9
AFG,NEPS_AFG,Annual Energy Exchanges: GWh,NEPS_TAJ,2045,1662.8
AFG,NEPS_AFG,Annual Energy Exchanges: GWh,NEPS_TAJ,2050,2088.6
AFG,NEPS_AFG,Annual Energy Exchanges: GWh,NEPS_UZB,2026,1510.4
AFG,NEPS_AFG,Annual Energy Exchanges: GWh,NEPS_UZB,2027,379.1
AFG,NEPS_AFG,Annual Energy Exchanges: GWh,NEPS_UZB,2028,342.8
AFG,NEPS_AFG,Annual Energy Exchanges: GWh,NEPS_UZB,2029,452.0
AFG,NEPS_AFG,Annual Energy Exchanges: GWh,NEPS_UZB,2030,471.3
AFG,NEPS_AFG,Annual Energy Exchanges: GWh,NEPS_UZB,2031,967.1
AFG,NEPS_AFG,Annual Energy Exchanges: GWh,NEPS_UZB,2032,1292.6
AFG,NEPS_AFG,Annual Energy Exchanges: GWh,NEPS_UZB,2033,1160.7
AFG,NEPS_AFG,Annual Energy Exchanges: GWh,NEPS_UZB,2034,1281.3
AFG,NEPS_AFG,Annual Energy Exchanges: GWh,NEPS_UZB,2035,1713.9
AFG,NEPS_AFG,Annual Energy Exchanges: GWh,NEPS_UZB,2040,1477.6
AFG,NEPS_AFG,Annual Energy Exchanges: GWh,NEPS_UZB,2045,1769.8
AFG,NEPS_AFG,Annual Energy Exchanges: GWh,NEPS_UZB,2050,1593.8
AFG,NEPS_AFG,Annual Energy Exchanges: GWh,TUR,2027,2931.9
AFG,NEPS_AFG,Annual Energy Exchanges: GWh,TUR,2028,3270.0
AFG,NEPS_AFG,Annual Energy Exchanges: GWh,TUR,2029,3109.9
AFG,NEPS_AFG,Annual Energy Exchanges: GWh,TUR,2030,3992.4
AFG,NEPS_AFG,Annual Energy Exchanges: GWh,TUR,2031,4302.8
AFG,NEPS_AFG,Annual Energy Exchanges: GWh,TUR,2032,4191.7
AFG,NEPS_AFG,Annual Energy Exchanges: GWh,TUR,2033,4180.2
AFG,NEPS_AFG,Annual Energy Exchanges: GWh,TUR,2034,3988.7
AFG,NEPS_AFG,Annual Energy Exchanges: GWh,TUR,2035,3911.5
AFG,NEPS_AFG,Annual Energy Exchanges: GWh,TUR,2040,4179.7
AFG,NEPS_AFG,Annual Energy Exchanges: GWh,TUR,2045,3810.0
AFG,NEPS_AFG,Annual Energy Exchanges: GWh,TUR,2050,3582.2
AFG,NEPS_AFG,Capacity: MW,Coal,2026,300.0
AFG,NEPS_AFG,Capacity: MW,Coal,2027,600.0
AFG,NEPS_AFG,Capacity: MW,Coal,2028,658.6
AFG,NEPS_AFG,Capacity: MW,Coal,2029,801.8
AFG,NEPS_AFG,Capacity: MW,Coal,2030,801.8
AFG,NEPS_AFG,Capacity: MW,Coal,2031,913.5
AFG,NEPS_AFG,Capacity: MW,Coal,2032,1008.3
AFG,NEPS_AFG,Capacity: MW,Coal,2033,1047.4
AFG,NEPS_AFG,Capacity: MW,Coal,2034,1116.6
AFG,NEPS_AFG,Capacity: MW,Coal,2035,1416.6
AFG,NEPS_AFG,Capacity: MW,Coal,2040,1673.0
AFG,NEPS_AFG,Capacity: MW,Coal,2045,1673.0
AFG,NEPS_AFG,Capacity: MW,Coal,2050,1673.0
AFG,NEPS_AFG,Capacity: MW,Diesel,2026,108.0
AFG,NEPS_AFG,Capacity: MW,Diesel,2027,108.0
AFG,NEPS_AFG,Capacity: MW,Diesel,2028,108.0
AFG,NEPS_AFG,Capacity: MW,Diesel,2029,108.0
AFG,NEPS_AFG,Capacity: MW,Diesel,2030,108.0
AFG,NEPS_AFG,Capacity: MW,Diesel,2031,108.0
AFG,NEPS_AFG,Capacity: MW,Diesel,2032,108.0
AFG,NEPS_AFG,Capacity: MW,Diesel,2033,108.0
AFG,NEPS_AFG,Capacity: MW,Diesel,2034,108.0
AFG,NEPS_AFG,Capacity: MW,Diesel,2035,108.0
AFG,NEPS_AFG,Capacity: MW,Gas,2026,339.2
AFG,NEPS_AFG,Capacity: MW,Gas,2027,339.2
AFG,NEPS_AFG,Capacity: MW,Gas,2028,339.2
AFG,NEPS_AFG,Capacity: MW,Gas,2029,339.2
AFG,NEPS_AFG,Capacity: MW,Gas,2030,663.5
AFG,NEPS_AFG,Capacity: MW,Gas,2031,742.0
AFG,NEPS_AFG,Capacity: MW,Gas,2032,742.0
AFG,NEPS_AFG,Capacity: MW,Gas,2033,802.7
AFG,NEPS_AFG,Capacity: MW,Gas,2034,802.7
AFG,NEPS_AFG,Capacity: MW,Gas,2035,806.0
AFG,NEPS_AFG,Capacity: MW,Gas,2040,806.0
AFG,NEPS_AFG,Capacity: MW,Gas,2045,1474.6
AFG,NEPS_AFG,Capacity: MW,Gas,2050,2560.0
AFG,NEPS_AFG,Capacity: MW,PV,2026,40.0
AFG,NEPS_AFG,Capacity: MW,PV,2027,40.0
AFG,NEPS_AFG,Capacity: MW,PV,2028,40.0
AFG,NEPS_AFG,Capacity: MW,PV,2029,40.0
AFG,NEPS_AFG,Capacity: MW,PV,2030,40.0
AFG,NEPS_AFG,Capacity: MW,PV,2031,40.0
AFG,NEPS_AFG,Capacity: MW,PV,2032,40.0
AFG,NEPS_AFG,Capacity: MW,PV,2033,40.0
AFG,NEPS_AFG,Capacity: MW,PV,2034,40.0
