ZONE,Seasons,Day types,Year,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
Liberia,m1,d11,2023,86.19140963,82.9436437,82.32617469,80.95805708,81.0004324,80.10147016,72.34981263,73.61501874,75.03761891,74.68953589,78.2399827,79.22066878,80.78250216,82.43816662,83.50663015,84.4782358,83.67007783,83.90919573,90.60449697,96.01643125,96.49769386,95.10838858,91.2946094,87.90458345
Liberia,m1,d12,2023,84.21490343,82.31406745,82.5683194,80.52825022,80.68261747,79.62928798,75.48333771,77.02109282,79.99964831,79.09375468,80.43012107,81.16227587,81.28222831,82.29160853,86.29725713,86.86236235,85.96652378,86.74073004,93.0350245,97.85067743,98.72542519,96.6823292,95.42317671,94.02479101
Liberia,m1,d13,2023,88.97910061,87.73810897,85.79489767,85.06846353,85.62842318,86.3518305,76.28946771,76.9445085,79.70577544,80.4847247,82.18890891,81.64850245,82.83101614,84.43110839,84.5591424,86.89353848,84.54852436,86.35788412,95.42317671,96.81248198,98.35615451,95.81363505,92.27529547,87.05102335
Liberia,m1,d14,2023,85.79489767,85.29850101,84.37835111,81.94782358,82.05981551,84.40680311,74.99524359,74.2173537,77.97665033,80.20438167,81.09729029,81.21836264,80.50403575,83.08287691,85.81305852,87.89550303,85.51643125,84.20279619,94.64226002,96.33121937,100.0965696,96.21620063,98.00504468,91.25526088
Liberia,m1,d15,2023,88.71576823,88.61285673,86.41842029,83.25843182,84.25727875,80.33150764,71.68694148,71.40242145,70.87878351,68.74488325,73.03689824,73.65134044,75.32213894,76.05462669,78.20063419,78.23090228,80.54641107,84.83842606,93.62827904,97.77803402,97.6690689,96.77313347,96.77313347,94.36984722
Liberia,m1,d16,2023,89.67526665,90.05361776,84.31478812,82.51989046,82.49567599,82.43816662,67.21634477,70.32185068,68.66921303,65.52738541,67.67339291,67.55534736,71.22989334,72.54958201,76.44538772,78.24300951,81.63908907,82.00835976,88.16791583,94.00360334,91.839435,91.24618046,88.78538484,89.06385125
Liberia,m1,d17,2023,83.28869991,80.78250216,80.49798213,78.08258864,77.71029115,80.96108389,73.60593831,72.99754973,76.07278755,76.88094552,73.08532718,75.07696743,75.87907178,76.57523782,78.29446526,77.44998559,81.25771116,80.80671663,90.09296627,95.62899971,97.39060248,94.59685788,93.10766792,89.27875468
Liberia,m1,d18,2023,87.71994811,85.32271548,83.8970885,82.92850966,82.65912367,85.08359758,77.23508216,76.05462669,76.92937446,76.70236379,77.79806861,78.9210147,80.28610551,81.30311329,83.01326031,82.94667051,84.27543961,84.76578265,93.17425771,97.62669357,99.38224272,96.1011819,93.29533007,92.55073508
Liberia,m1,d19,2023,87.37791871,85.47102912,83.22816374,79.79878928,79.70798501,77.90400692,70.52162006,71.28740271,71.57797636,73.58172384,72.62525223,71.66272701,74.8983857,77.08374171,77.48025368,77.91611415,77.49538772,80.3859902,89.76909772,95.66532142,95.08417411,93.06529259,87.51412511,89.03963678
Liberia,m1,d20,2023,83.73969444,81.91150187,80.03790718,78.72427212,79.40530412,82.46843471,76.34145618,74.68378495,73.0246094,73.88131738,73.42617613,72.39518449,76.31711156,78.23859037,80.11584751,82.07313347,81.00445806,81.60579418,89.39680023,92.20265206,92.74747766,91.68506774,87.20236379,85.78884405
Liberia,m1,d21,2023,84.1029115,78.67886999,77.91914096,77.28653791,79.7382531,77.6255405,70.72285442,70.68664168,71.69750504,72.56435284,74.57581868,74.0342015,74.15448688,79.55782502,77.65290285,82.89875613,77.77219242,79.26419127,90.06269818,92.61127126,92.00590948,92.66272701,88.89132315,81.34851542
Liberia,m1,d22,2023,76.31795907,77.82228308,76.39968291,74.12957625,75.16777169,72.09858749,67.29716057,64.93019602,65.34668492,66.10399251,64.66171807,64.96984722,68.20308446,69.24430672,71.84251946,71.69692995,72.73845489,72.4436437,81.26376477,89.50879216,84.93528394,82.49264918,80.78855578,76.95964255
Liberia,m1,d23,2023,77.52565581,76.92332084,74.02969155,73.11862208,74.45949841,74.35961372,68.43060666,65.71256558,63.37069328,60.60276737,61.38973768,63.65379072,66.18117613,69.78005189,69.86177573,72.5018795,73.27389738,71.46598443,87.88036898,90.49855866,90.02940329,87.11761314,84.09988469,78.34592101
Liberia,m1,d24,2023,76.15148458,74.48068608,74.37777457,72.18939176,74.92562698,78.11891035,71.66333237,71.73167772,72.67943211,73.65103776,71.59189968,73.8278034,74.17739983,76.09942346,75.26190545,76.87685933,77.52383972,79.29724705,86.98140675,93.45575094,95.6592678,94.50605362,84.76578265,84.21187662
Liberia,m1,d25,2023,77.1140098,75.11934275,73.4667051,73.27904295,73.86019026,75.32516575,69.78035457,68.77666474,68.71703661,70.60939752,68.63258864,68.99187086,68.93950706,67.81262612,76.50259441,78.30959931,78.48454886,77.56197752,86.34577688,92.55981551,93.55260882,87.14788123,85.29850101,82.53805131
Liberia,m1,d26,2023,77.41366388,76.25439608,72.98241568,71.36004612,72.33165177,77.27745748,69.33511098,68.51787259,66.86826175,66.93787835,67.80354569,67.93067166,69.84966849,70.30974344,72.87647737,74.23248775,74.01758432,76.92029403,87.52017873,90.55001441,91.11905448,88.43730182,86.71202076,80.54641107
Liberia,m1,d27,2023,78.86350533,75.32516575,74.83784952,75.15263765,74.62294609,77.26232344,71.55981551,68.2484866,68.27572788,69.71043528,68.88714327,67.50691842,70.77889882,73.57869703,68.27875468,76.05159988,77.73753243,76.10608244,89.36047852,92.10882099,93.33770539,93.36797348,89.2515134,84.51455751
Liberia,m1,d28,2023,81.60579418,80.95654367,78.89922168,77.34495532,82.51232344,82.57739983,73.3432113,73.63826463,75.18688448,76.6287518,78.26498415,77.66853935,81.39603632,80.19881234,81.97579129,82.51913376,81.06723407,81.16808735,88.72182185,92.6264053,93.86437014,92.42966273,90.38656673,87.20841741
Liberia,m1,d29,2023,84.85961372,84.73854137,79.97131738,78.14615163,77.75720669,75.15566446,69.45875613,69.34769948,69.38644566,70.69626694,70.02013837,72.17192707,72.0038181,75.8127544,80.0155996,78.73749928,79.52957581,74.98918997,90.21706544,93.05621216,93.43759008,93.46483136,90.71951571,84.38137792
Liberia,m1,d30,2023,81.83280484,80.95805708,80.658403,78.60017296,76.26953012,77.80714903,69.11718074,69.30535745,67.01660565,64.81708417,65.43782214,67.33647881,68.14533295,69.46317527,70.39821707,72.07709715,71.7057077,70.50648602,86.06731046,89.34534448,89.30902277,88.0922456,82.47751513,80.98529836
Liberia,m1,d31,2023,77.35918132,78.40343038,71.6597002,71.47203805,74.00547708,78.11588354,69.59541655,67.55837417,69.35629865,66.05102335,71.60219083,72.137936,72.3740271,71.49322571,75.85788412,77.21994811,77.85860479,75.43413087,86.58792159,90.82242721,91.34909196,89.32113001,83.72153358,84.04237532
Liberia,m2,d1,2023,79.64139521,77.60737965,75.81550879,75.65206111,76.83857019,80.42533871,69.86904007,67.21543673,67.34286538,70.03669501,71.83800951,71.01204483,71.51243384,75.41932978,76.68149395,78.0278034,76.73686941,77.10219011,86.12784664,92.61429807,93.74632459,92.29950995,92.93513981,95.35053329
Liberia,m2,d2,2023,82.13851254,82.88916114,79.38108965,77.37734217,78.06442779,82.31406745,73.99611516,71.20152003,73.45832084,75.34474921,76.12745172,77.4340343,78.80212165,78.79210291,80.07274575,82.36243586,81.4823488,81.54897795,89.12741424,95.02061113,95.75309888,93.66460075,91.60031709,84.43586048
Liberia,m2,d3,2023,84.51758432,82.6712309,79.98039781,78.48818103,82.18391467,82.93153647,75.04911776,72.71275728,75.76620208,76.32622225,77.27122225,76.90437302,77.94153935,76.88366965,81.51768377,82.00593831,82.69983425,76.64788123,96.34635342,97.25439608,98.59527241,96.55823004,94.66042087,88.70063419
Liberia,m2,d4,2023,78.99063131,79.66258288,77.85860479,83.45214759,83.11919862,84.46310176,74.17195157,77.99481118,80.90054771,81.64211588,75.95776881,76.81738253,77.66942923,77.52777457,79.76579706,80.1483857,80.72499279,82.06586913,79.05419429,87.2386855,93.56804555,94.48183915,92.82617469,89.49971173
Liberia,m2,d5,2023,86.97232632,80.49495532,82.65307005,83.2160565,82.34736235,79.77457481,75.06661574,69.14665278,70.00717152,70.83252479,72.86699135,73.18236668,72.92909844,73.34236379,74.93755261,76.15923321,78.27953704,79.63231479,87.0328625,95.47160565,96.58849813,93.62525223,94.27904295,87.94393197
Liberia,m2,d6,2023,85.22283079,83.88498126,86.12481983,82.88008071,81.67843759,79.44767945,71.04641424,69.04921678,68.24082877,66.19585615,66.62227299,67.21525512,70.10445921,72.31025223,75.6666125,76.3754079,76.27232871,77.99814067,89.46339003,93.15912367,94.8753243,96.23133468,89.74791006,85.07149034
Liberia,m2,d7,2023,84.75609686,83.47636206,82.72268665,81.48774863,81.00951283,82.67728452,74.98343903,72.46180455,76.0767224,76.13513981,78.09639089,77.81501874,80.60331508,79.42982127,83.53235803,85.73194004,85.28034016,79.11473047,91.49437878,95.6925627,97.50562122,97.84765062,94.61501874,90.57120208
Liberia,m2,d8,2023,88.77025079,89.60565004,87.10853272,86.25799942,84.56298645,86.16719516,79.21522052,76.70660133,78.10165754,78.35621216,79.44707408,79.76428366,79.65471317,83.44125108,84.71311617,84.53302104,81.90544826,78.53055636,90.29273566,97.97477659,99.01297204,96.79432113,95.34145287,91.40054771
Liberia,m2,d9,2023,88.57350822,88.55232055,87.77745748,85.66777169,84.91712309,87.08129144,75.51464399,73.25442894,78.85675555,78.90055347,81.57425483,83.58172528,76.23580239,81.32088066,84.96276737,83.25607091,84.70439896,82.64701643,90.55304122,98.23205535,98.71029115,98.02623234,94.49394638,93.35586624
Liberia,m2,d10,2023,87.12063995,84.7143269,84.33597579,83.97275872,83.57927357,86.9329778,73.66768521,73.07927357,77.46844912,78.1149755,78.32110118,79.22884116,79.51215048,80.86513404,83.07107236,83.10073508,82.0029115,78.18247334,94.05505909,97.87791871,99.49120784,100.2751513,97.89910637,90.60147016
Liberia,m2,d11,2023,89.57538195,88.72182185,85.23493802,85.12294609,84.4782358,85.54367253,76.48140675,76.99596425,79.20553474,78.67281637,79.84419141,80.78855578,81.02464687,82.16575382,84.31176131,87.1024791,85.82213894,80.44047276,96.23436149,97.13332372,98.22902854,97.51167483,89.73580283,88.62799078
Liberia,m2,d12,2023,85.00792736,83.04050159,82.90732199,82.84981263,82.91942923,82.85889305,72.2063207,74.86427357,75.60508504,75.3545258,77.90954598,78.17974921,78.17917411,79.93426924,80.71010089,80.28247334,80.85817238,78.87440184,91.87272989,94.30931104,98.85255117,97.8052753,95.70164312,93.21965984
Liberia,m2,d13,2023,88.54021332,86.44566157,85.30152782,83.29475353,82.54410493,81.99625252,71.84150245,69.66275396,69.02925195,69.22787114,69.94431314,72.0881683,74.30781897,74.91468507,75.79156673,78.22059599,77.76877506,80.24470784,89.46036322,91.21591237,92.07552609,94.07321995,87.76232344,86.81493226
Liberia,m2,d14,2023,82.43513981,83.97578553,77.47117325,77.94638224,79.55059095,81.56947247,72.80716345,71.45357452,75.47910925,77.85648602,77.65036033,78.1307149,81.47170654,82.23325166,84.81451427,86.26889594,85.57908619,84.62352263,92.60824445,98.52565581,99.97247045,97.13029692,93.93398674,90.68622081
Liberia,m2,d15,2023,87.05707697,88.73392909,84.66287114,84.10593831,86.21259729,86.21259729,83.54718939,81.80647161,84.87081291,75.26462958,80.1532286,84.40044681,85.23735947,86.47471894,90.38263188,90.14351398,90.01426924,84.74459498,94.75425195,96.59757855,101.0712021,98.6588354,95.30210435,93.16517728
Liberia,m2,d16,2023,89.79936581,89.41798789,87.92879792,85.08692707,85.38325166,87.97722687,78.1228452,74.78064284,77.43727299,78.3398674,79.84358605,82.09946671,82.08766215,83.23209859,84.67800519,86.11180455,84.86233785,82.9436437,93.2378207,100.4537331,75.21317383,74.81363505,74.69558951,70.17959066
Liberia,m2,d17,2023,94.51634477,89.26059383,88.46151629,89.7267224,89.70856155,89.79028538,79.11321101,78.10044379,81.31261747,82.96110839,84.99000865,83.20206659,83.9417642,84.82535025,82.8095258,84.18605794,83.87487172,79.68982416,93.37100029,95.68348227,96.89723263,93.16820409,92.14211588,88.17094263
Liberia,m2,d18,2023,82.91942923,84.33294898,81.93874315,81.94176996,82.4987028,84.48126261,73.63488671,74.58992361,75.94012251,76.31363073,77.08410493,79.29821562,80.48421015,84.04873162,84.01096238,85.29370957,85.1755823,85.25485442,95.69558951,97.38152205,100.3326607,98.16849236,99.11285673,92.29648314
Liberia,m2,d19,2023,89.77212453,88.46151629,87.13880081,86.94205823,84.88382819,82.89218795,74.12987893,72.17395503,74.96467282,75.42807726,75.07030845,74.47160565,77.44968291,76.52378207,74.81847795,76.78378495,77.96545114,77.68244451,83.90616892,89.64499856,92.95330066,92.47203805,89.22124532,87.70481407
Liberia,m2,d20,2023,85.90688959,82.50778322,82.24445085,77.44998559,76.88699914,77.2169213,71.37820698,68.73882963,67.01354857,66.00562122,66.20024503,68.87806284,72.43153647,74.13260306,77.31075238,77.24718939,77.81017584,81.79042952,85.69501297,89.16070914,90.63779187,92.13908907,87.61098299,87.5443932
Liberia,m2,d21,2023,82.68939176,78.93614875,78.30051888,77.35010089,77.1473047,80.45257999,70.94033651,70.72905669,74.22286916,77.2962451,65.86856428,70.94574972,78.70340366,81.50526677,83.50275487,82.99829879,81.21074114,79.47492073,92.13606227,97.42389738,99.56687806,94.09743442,93.01686365,92.62943211
Liberia,m2,d22,2023,85.93715768,85.84938022,84.6144422,81.52709715,82.17483425,85.25098011,74.51548227,73.06475378,77.03925973,78.72788916,79.73698123,78.81478884,82.44862727,80.95103428,82.2585921,84.44538987,82.67479648,82.94969732,86.95113866,96.18895935,96.01945806,95.55938311,92.99567599,90.94652638
Liberia,m2,d23,2023,88.72182185,85.41049294,84.48731623,81.72383972,85.79792447,85.99164024,71.960565,75.1629288,76.43418853,76.67772557,77.53921591,78.98606082,81.14808014,83.17791871,86.08907322,88.79382963,88.40521764,84.01816085,91.99985587,95.99827039,97.17267224,99.38224272,95.47765927,89.59959643
Liberia,m2,d24,2023,88.25872009,87.2719804,83.794177,82.6016143,84.26938599,84.97765927,75.45869343,73.41231335,77.03143845,79.92915393,77.6985774,77.16068319,80.07698328,82.5938354,84.59470741,86.23378495,83.66886711,83.1827616,93.61919862,98.5892188,100.4507063,97.56615739,96.32516575,90.37748631
Liberia,m2,d25,2023,88.87921591,86.30945517,86.24286538,84.45704814,86.69688671,86.85428077,76.43821418,76.82219516,79.07296051,78.66195013,80.58908907,81.65252811,78.24555203,84.75397809,85.22982272,83.73600173,82.7379115,80.73891611,92.45085039,98.77082733,98.57105794,98.6921303,97.68722975,93.51326031
Liberia,m2,d26,2023,93.02594408,89.62683771,89.00936869,88.26780052,86.90815797,83.08590372,72.96455448,74.49294163,77.41635774,77.63546843,78.60625685,79.55809743,80.00926449,76.97964975,78.94317094,81.97385414,80.53263909,83.56716633,88.06803113,93.40732199,97.86278466,98.45906601,94.07321995,93.98544249
Liberia,m2,d27,2023,90.77399827,87.55650043,85.64658403,84.56298645,82.67728452,81.87518017,72.83258864,59.26612857,63.96978956,65.5703661,67.1049582,71.30435284,73.90528971,78.19276449,78.26873739,78.05383396,78.5314644,76.83251658,86.87849524,94.04597867,95.40198905,94.25785529,90.60147016,86.454742
Liberia,m2,d28,2023,83.82141828,82.10824445,79.55967138,79.05419429,79.75641395,81.4423465,68.221548,67.93551456,70.87605938,72.64946671,75.67022197,75.67778899,77.58619199,75.45834534,78.79449409,84.21460075,83.40069184,80.44955319,95.80152782,99.25511675,102.8449121,100.3810897,95.06601326,91.93629288
Liberia,m3,d1,2023,89.30296916,87.41121361,84.53271836,83.98183915,82.94061689,86.46684924,71.82412251,70.09758533,75.76919765,75.02714615,75.61766294,76.89467482,78.15320894,81.05203344,69.19513802,67.87661189,72.05826101,77.71755549,84.82934563,91.54886134,94.42130297,97.15148458,90.31695013,84.93528394
Liberia,m3,d2,2023,82.96392332,83.29445085,80.03790718,79.59599308,79.44767945,78.10680311,67.86377919,70.7380369,74.06431825,75.05850389,75.36923609,77.28714327,78.28602047,79.83057077,80.28217065,82.1376045,80.94927933,80.06514846,90.49553185,95.78034016,99.6122802,100.2933122,97.26650332,91.28855578
Liberia,m3,d3,2023,90.09599308,89.33929086,87.31738253,85.20769674,85.76462958,87.98176708,74.91957336,76.85067743,76.28466417,76.61761314,76.39968291,77.13822427,78.74545979,76.91121361,82.64398962,84.24819833,83.37345056,83.37950418,93.5102335,101.2437302,101.9398962,99.67886999,95.90746613,93.74329778
Liberia,m3,d4,2023,91.26736812,87.41726722,85.91899683,84.52969155,87.35067743,87.7502162,79.37067743,77.76226146,79.30502594,81.20304699,79.40945085,81.85535457,82.73660997,82.84203373,83.54758288,85.03077976,82.52957322,84.05145575,86.07336408,97.29979821,95.70769674,95.0115307,92.09671375,87.82588642
Liberia,m3,d5,2023,92.83525512,90.477371,89.33323724,88.31925627,87.90155664,88.55837417,76.20582185,72.53054338,75.35906601,78.48978524,79.11600173,81.43992505,76.72703229,77.20541943,78.15123667,78.70919862,76.15218982,78.92404151,87.35067743,92.86855001,98.20178726,95.71072355,94.72398386,90.46526376
Liberia,m3,d6,2023,86.3185356,83.37950418,84.11804555,82.04468146,81.9871721,78.38526953,76.03263693,70.77232762,68.92966993,69.18389161,71.87778178,72.82910781,72.20307293,73.49203949,77.09745013,78.26206327,77.26328596,77.55895071,86.94508504,94.79360046,96.84577688,98.00504468,96.18895935,91.11905448
Liberia,m3,d7,2023,86.14298069,87.05102335,83.47333526,82.96180455,82.8074373,80.89146728,73.17632214,72.3060147,77.41581291,77.25802537,79.7559902,80.8904987,82.3760565,82.43541222,85.46591381,84.48301211,83.14798054,83.40674546,91.13721534,94.24574805,94.31233785,95.12049582,91.99985587,90.38959354
Liberia,m3,d8,2023,88.89919285,87.08431825,83.22211012,85.07149034,82.76808879,82.67728452,73.58475065,79.55361776,81.87518017,78.76664745,80.77947535,80.26491784,80.86725281,83.42793312,85.09267801,86.45776881,87.12063995,84.46612857,93.43153647,101.8702796,103.3564428,100.6898242,100.9713174,93.76448544
Liberia,m3,d9,2023,91.0221966,90.04756414,86.89968291,85.70106659,86.2852407,85.71922744,74.35434707,74.42658489,76.65390458,80.24808879,81.56130009,83.28939608,79.88278322,76.55099308,83.87423609,87.42543961,85.42895647,82.59556068,79.06630153,91.62755837,95.50490055,95.32026521,88.88829634,87.94393197
Liberia,m3,d10,2023,87.55650043,84.32689536,83.83957913,82.51081003,83.51571058,84.63865667,73.52118766,74.4897665,78.203661,80.22859614,84.05448256,84.55390602,82.73176708,86.84822715,74.00850389,84.29057365,89.98400115,85.85846065,97.24531565,102.8721534,102.9024214,102.5906601,98.66488902,95.86811761
Liberia,m3,d11,2023,90.28062842,83.794177,85.57696743,84.85053329,84.1029115,85.17440184,77.47979965,76.93406601,80.76524935,79.38874748,80.34182906,79.69430383,79.94876766,83.60781637,85.15372874,86.30025368,84.54058807,80.63418853,83.5217642,96.54914961,95.78336696,97.50259441,92.51138657,96.66719516
Liberia,m3,d12,2023,94.30628423,91.01008936,89.23940617,88.89737677,85.69803978,86.07336408,76.75317483,75.56694725,79.84845316,76.77827616,78.03337273,78.12042375,82.26112857,81.61781061,82.18748631,83.18214111,84.89257567,84.77219948,95.64110695,97.27255693,100.898674,97.00619775,91.96958778,90.67714039
Liberia,m3,d13,2023,88.52810608,86.42750072,86.85428077,83.91827616,82.13851254,75.21620063,67.62542707,71.75238109,68.30116518,66.9863981,67.24242372,65.61292303,72.51038484,74.80349488,74.67043673,75.41795863,75.87668968,75.59455174,77.73450562,90.58936293,95.43528394,95.42317671,92.61732488,87.341597
Liberia,m3,d14,2023,85.7040934,81.2032286,80.1801672,80.25281061,79.59296627,80.8279043,75.04681436,68.73161372,72.74490199,76.7531719,76.94614746,75.77264918,78.86226131,80.46149092,83.88434745,84.04197122,80.40201467,80.40112424,92.61127126,97.61761314,94.01873739,91.95142692,93.34375901,91.74257711
Liberia,m3,d15,2023,89.5224128,87.96935716,88.28263188,87.42180744,86.29432113,87.77443067,72.57076967,75.87604497,77.84044393,76.62366676,76.79014125,77.90703373,78.884693,80.28913231,82.31709426,82.05073508,83.38253099,83.44306717,96.25554915,101.4223119,100.6807437,99.1037763,95.94076103,92.58705679
Liberia,m3,d16,2023,93.85831652,88.06803113,86.41236668,86.62121649,84.49639666,84.70827328,74.12654944,71.43268954,75.86999135,74.34750649,77.10795618,77.61040646,78.62136062,81.31824733,85.31968867,86.40025944,85.90083598,84.2724128,97.81738253,100.6262612,101.9550303,103.2989334,97.38152205,95.88930528
Liberia,m3,d17,2023,89.75699049,88.23450562,87.54136639,85.18953589,86.28826751,84.37229749,74.42620352,77.05650043,73.40616892,75.04669934,74.65018737,75.2373883,77.15638513,80.5221966,82.40487172,85.58907466,85.23493802,80.1135774,89.65105218,98.10190257,100.8441914,100.0663015,94.71793024,95.78790718
Liberia,m3,d18,2023,89.47549726,88.99120784,86.84822715,85.24704526,86.85730758,85.8402998,75.91842029,76.62063995,78.46093975,75.30397809,78.97549726,79.13289132,80.6947247,83.65494379,86.0794177,87.5443932,90.07480542,87.56558086,95.91957336,102.339435,105.0121072,103.2020755,104.0526088,94.73003747
Liberia,m3,d19,2023,95.85601038,91.27342174,90.9889017,87.54742001,90.33208417,90.03848371,78.80608374,77.50219804,76.31190545,79.30272557,75.4914889,77.22206688,79.13131738,80.4618723,85.0024791,85.12064572,84.26878063,86.41236668,89.77212453,97.82343615,99.33381378,99.74243298,97.42087057,92.17238397
Liberia,m3,d20,2023,92.48414529,86.89968291,85.1259729,85.58604785,81.42115884,80.60694725,73.00272557,71.98841165,70.79615163,70.05167772,71.29345633,73.3922456,77.3303661,79.8595676,81.38907466,80.69563275,77.92912943,78.32170654,91.15537619,93.65249351,95.62294609,95.85601038,91.2946094,87.1024791
Liberia,m3,d21,2023,85.08057077,83.70639954,79.55059095,78.73637936,80.2164889,80.2164889,71.82042375,73.10203517,77.36980542,79.66340012,80.37666763,80.91102047,83.10215768,80.50836408,86.25040213,85.79304828,82.60025223,82.59253387,95.86811761,98.44393197,102.6269818,100.4597867,96.98501009,94.42735659
Liberia,m3,d22,2023,88.74300951,86.7967714,85.08359758,84.46915538,84.72038051,83.02839435,74.66747045,76.25211084,79.72735659,83.59386278,83.46918853,86.4057077,85.22431392,87.10695878,90.53376045,90.51157394,86.64529778,85.90688959,98.6921303,103.7075526,103.7741424,104.4793889,100.1752666,96.19803978
Liberia,m3,d23,2023,95.73493802,92.80801384,88.51599885,88.94580571,89.45128279,89.27875468,81.09729029,81.17598732,84.75972903,88.21029115,83.55203229,85.72830787,81.42721245,86.79374459,88.76419717,89.27875468,89.90530412,85.1259729,100.1994811,102.4272125,100.6050735,100.9259152,97.86581147,97.02738541
Liberia,m3,d24,2023,93.61617181,94.45459787,91.00706255,88.25266647,88.10435284,86.07033727,79.11170366,79.34476794,80.91568175,83.38253099,81.76621505,78.78178149,83.89406169,83.87590084,86.85428077,88.3283367,89.08503892,85.68290574,97.35730758,99.61833381,100.977371,99.58806572,97.86278466,94.80873451
Liberia,m3,d25,2023,90.58330931,89.05779764,87.62006342,87.06313059,86.660565,85.77673681,77.69688844,78.88208994,84.615774,85.80543096,86.35997261,86.35900404,86.88273278,89.11122081,89.87503603,86.1823292,94.73656933,95.82554857,100.913808,103.5683194,103.7529547,100.1086769,94.67858172,91.29158259
Liberia,m3,d26,2023,90.24430672,87.53228596,85.1925627,85.71317383,85.75554915,84.7173537,74.5230614,75.05880657,74.68348227,75.79432113,76.36033439,78.11285673,77.92216777,76.79922168,76.06976074,74.13865667,76.59037187,80.41323148,90.16863649,93.68578841,92.03012396,91.57307581,89.41798789,83.84865956
Liberia,m3,d27,2023,81.69659844,81.99927933,79.9440761,78.96339003,77.82530989,76.48443355,68.05477083,67.21937158,68.22729893,69.13231479,71.99325454,75.22528106,77.03833958,76.2271548,78.558403,78.82203805,79.31449986,79.55664457,92.23897377,98.05044681,87.53531277,85.69198616,83.45820121,78.69097723
Liberia,m3,d28,2023,87.82588642,88.56140098,85.0230614,83.30686077,84.20279619,85.18650908,77.72784664,77.27624676,80.76736812,83.71245316,84.23306428,83.6579706,85.72528106,85.02911502,88.02626117,89.87200922,88.22663592,87.88339579,99.79994235,102.4574805,101.0954165,102.9538772,100.4749207,96.50072067
