g,q,d,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
Baidou,Q1,d1,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446
Baidou,Q1,d2,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446
Baidou,Q1,d3,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446
Baidou,Q1,d4,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446
Baidou,Q1,d5,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446
Bayomen,Q1,d1,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792
Bayomen,Q1,d2,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792
Bayomen,Q1,d3,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792
Bayomen,Q1,d4,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792
Bayomen,Q1,d5,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792
Bihongore,Q1,d1,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446
Bihongore,Q1,d2,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446
Bihongore,Q1,d3,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446
Bihongore,Q1,d4,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446
Bihongore,Q1,d5,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446
Bini A Warak,Q1,d1,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784
Bini A Warak,Q1,d2,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784
Bini A Warak,Q1,d3,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784
Bini A Warak,Q1,d4,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784
Bini A Warak,Q1,d5,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784
Boali,Q1,d1,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298
Boali,Q1,d2,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298
Boali,Q1,d3,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298
Boali,Q1,d4,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298
Boali,Q1,d5,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298
Bongolo,Q1,d1,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298
Bongolo,Q1,d2,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298
Bongolo,Q1,d3,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298
Bongolo,Q1,d4,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298
Bongolo,Q1,d5,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298
Booue,Q1,d1,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003
Booue,Q1,d2,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003
Booue,Q1,d3,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003
Booue,Q1,d4,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003
Booue,Q1,d5,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003
Boundji,Q1,d1,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002
Boundji,Q1,d2,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002
Boundji,Q1,d3,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002
Boundji,Q1,d4,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002
Boundji,Q1,d5,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002,0.6060000002
Chollet (Cameroon),Q1,d1,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446
Chollet (Cameroon),Q1,d2,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446
Chollet (Cameroon),Q1,d3,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446
Chollet (Cameroon),Q1,d4,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446
Chollet (Cameroon),Q1,d5,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446,0.3484444446
Chutes de Nki,Q1,d1,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504
Chutes de Nki,Q1,d2,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504
Chutes de Nki,Q1,d3,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504
Chutes de Nki,Q1,d4,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504
Chutes de Nki,Q1,d5,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504
Colomines,Q1,d1,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004
Colomines,Q1,d2,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004
Colomines,Q1,d3,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004
Colomines,Q1,d4,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004
Colomines,Q1,d5,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004
Dama,Q1,d1,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004
Dama,Q1,d2,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004
Dama,Q1,d3,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004
Dama,Q1,d4,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004
Dama,Q1,d5,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004
Dibwangui,Q1,d1,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004
Dibwangui,Q1,d2,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004
Dibwangui,Q1,d3,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004
Dibwangui,Q1,d4,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004
Dibwangui,Q1,d5,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004
Edea,Q1,d1,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792
Edea,Q1,d2,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792
Edea,Q1,d3,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792
Edea,Q1,d4,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792
Edea,Q1,d5,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792
Edea Amont,Q1,d1,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792
Edea Amont,Q1,d2,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792
Edea Amont,Q1,d3,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792
Edea Amont,Q1,d4,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792
Edea Amont,Q1,d5,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792,0.2792
