c,z,attribute,y,value
Angola,Angola_Central,CapexInvestmentComponent,2030,250000000.0
Angola,Angola_Central,CapexInvestmentComponent,2032,48644036.27734545
Angola,Angola_Central,CapexInvestmentComponent,2035,89979000.0
Angola,Angola_Central,CapexInvestmentComponent,2038,100989000.0
Angola,Angola_Central,CapexInvestmentComponent,2040,57175254.54784909
Angola,Angola_Central,CapexInvestmentComponent,2042,63187474.16831134
Angola,Angola_Central,CapexInvestmentComponent,2045,783640200.0
Angola,Angola_Central,CapexInvestmentComponent,2048,130956515.40310615
Angola,Angola_Central,CapexInvestmentComponent,2050,422528730.6384604
Angola,Angola_Central,CapexInvestmentComponentCumulated,2030,1947100211.0350728
Angola,Angola_Central,CapexInvestmentComponentCumulated,2032,1559498702.406461
Angola,Angola_Central,CapexInvestmentComponentCumulated,2035,1649477702.406461
Angola,Angola_Central,CapexInvestmentComponentCumulated,2038,1750466702.406461
Angola,Angola_Central,CapexInvestmentComponentCumulated,2040,1807641956.9543104
Angola,Angola_Central,CapexInvestmentComponentCumulated,2042,1870829431.1226213
Angola,Angola_Central,CapexInvestmentComponentCumulated,2045,2654469631.122621
Angola,Angola_Central,CapexInvestmentComponentCumulated,2048,2785426146.525728
Angola,Angola_Central,CapexInvestmentComponentCumulated,2050,3207954877.1641884
Angola,Angola_Central,Costs,2025,14.714195641443233
Angola,Angola_Central,Costs,2027,14.79690090263905
Angola,Angola_Central,Costs,2030,-43.1084728785504
Angola,Angola_Central,Costs,2032,-30.921410040540128
Angola,Angola_Central,Costs,2035,126.59630427382216
Angola,Angola_Central,Costs,2038,177.21263760154162
Angola,Angola_Central,Costs,2040,239.5299905506004
Angola,Angola_Central,Costs,2042,307.21428322672773
Angola,Angola_Central,Costs,2045,240.0037799750761
Angola,Angola_Central,Costs,2048,258.68213196732466
Angola,Angola_Central,Costs,2050,243.8361260538923
Angola,Angola_Central,CostsPerMWh,2025,6.936311325312373
Angola,Angola_Central,CostsPerMWh,2027,6.557692464554474
Angola,Angola_Central,CostsPerMWh,2030,-17.60420688401087
Angola,Angola_Central,CostsPerMWh,2032,-11.940788824486528
Angola,Angola_Central,CostsPerMWh,2035,44.88978698507013
Angola,Angola_Central,CostsPerMWh,2038,57.69279062636649
Angola,Angola_Central,CostsPerMWh,2040,73.66372009066332
Angola,Angola_Central,CostsPerMWh,2042,89.24873035493266
Angola,Angola_Central,CostsPerMWh,2045,64.01460421731377
Angola,Angola_Central,CostsPerMWh,2048,63.34724825115853
Angola,Angola_Central,CostsPerMWh,2050,56.40612501484835
Angola,Angola_Central,DemandEnergyZone,2025,2121.3286070000017
Angola,Angola_Central,DemandEnergyZone,2027,2256.4188519999984
Angola,Angola_Central,DemandEnergyZone,2030,2448.7597290000003
Angola,Angola_Central,DemandEnergyZone,2032,2589.5617530000018
Angola,Angola_Central,DemandEnergyZone,2035,2820.15827599999
Angola,Angola_Central,DemandEnergyZone,2038,3071.660006
Angola,Angola_Central,DemandEnergyZone,2040,3251.6683960000023
Angola,Angola_Central,DemandEnergyZone,2042,3442.225810999993
Angola,Angola_Central,DemandEnergyZone,2045,3749.2035279999945
Angola,Angola_Central,DemandEnergyZone,2048,4083.557519999991
Angola,Angola_Central,DemandEnergyZone,2050,4322.866106999992
Angola,Angola_Central,DemandPeakZone,2025,373.1151075
Angola,Angola_Central,DemandPeakZone,2027,482.4932775
Angola,Angola_Central,DemandPeakZone,2030,549.6240675
Angola,Angola_Central,DemandPeakZone,2032,589.13823
Angola,Angola_Central,DemandPeakZone,2035,647.90859
Angola,Angola_Central,DemandPeakZone,2038,1015.6562025
Angola,Angola_Central,DemandPeakZone,2040,1069.417725
Angola,Angola_Central,DemandPeakZone,2042,1123.2287175
Angola,Angola_Central,DemandPeakZone,2045,1203.877185
Angola,Angola_Central,DemandPeakZone,2048,1284.513285
Angola,Angola_Central,DemandPeakZone,2050,1338.2748075
Angola,Angola_Central,EmissionsIntensityZone,2038,1.5308588225193667e-09
Angola,Angola_Central,EmissionsIntensityZone,2040,1.7463610453131665e-08
Angola,Angola_Central,EmissionsIntensityZone,2042,1.9722101608052417e-08
Angola,Angola_Central,EmissionsIntensityZone,2045,7.553057560481721e-09
Angola,Angola_Central,EmissionsIntensityZone,2048,1.3330313191780968e-08
Angola,Angola_Central,EmissionsIntensityZone,2050,7.555209077897273e-08
Angola,Angola_Central,EmissionsZone,2038,0.0019154654395893
Angola,Angola_Central,EmissionsZone,2040,0.0254090227041919
Angola,Angola_Central,EmissionsZone,2042,0.0308045556
Angola,Angola_Central,EmissionsZone,2045,0.0191601876162614
Angola,Angola_Central,EmissionsZone,2048,0.038227046626586
Angola,Angola_Central,EmissionsZone,2050,0.2770671399189958
Angola,Angola_Central,GenCostsPerMWh,2025,22.177766363036653
Angola,Angola_Central,GenCostsPerMWh,2027,22.177766363036657
Angola,Angola_Central,GenCostsPerMWh,2030,22.226084920226405
Angola,Angola_Central,GenCostsPerMWh,2032,25.567248581686137
Angola,Angola_Central,GenCostsPerMWh,2035,29.972725116952272
Angola,Angola_Central,GenCostsPerMWh,2038,32.84849326824683
Angola,Angola_Central,GenCostsPerMWh,2040,36.31057185474892
Angola,Angola_Central,GenCostsPerMWh,2042,39.68148114156597
Angola,Angola_Central,GenCostsPerMWh,2045,49.50764140141484
Angola,Angola_Central,GenCostsPerMWh,2048,47.98009348470733
Angola,Angola_Central,GenCostsPerMWh,2050,58.4605212129588
