c,tech,f,y,value
Gambia,Storage,Battery,2025,2.0
Gambia,Storage,Battery,2030,12.005000234749897
Gambia,ICE,HFO,2025,75.7
Gambia,ICE,HFO,2030,100.70006580100838
Gambia,ICE,LFO,2025,6.4
Gambia,ICE,LFO,2030,6.4
Gambia,PV,Solar,2025,23.0
Gambia,PV,Solar,2030,173.0000566451207
Gambia,ImportTransmission,Import,2025,77.0
Gambia,ImportTransmission,Import,2030,87.0
Gambia,CCGT,Gas,2030,50.00006298956799
