z,y,q,d,uni,t,value
Gambia,2025,m1,d13,Generation,t13,85.19904684466377
Gambia,2025,m1,d13,Generation,t14,84.6747433953978
Gambia,2025,m1,d13,Generation,t15,84.15044998523041
Gambia,2025,m1,d13,Generation,t16,83.10195061964026
Gambia,2025,m1,d13,Generation,t17,80.48081484010858
Gambia,2025,m1,d13,Generation,t18,81.00496863138454
Gambia,2025,m1,d13,Generation,t19,87.81969325037697
Gambia,2025,m1,d13,Generation,t20,96.73124177013676
Gambia,2025,m1,d13,Generation,t21,98.8280459064495
Gambia,2025,m1,d13,Generation,t22,99.35220810104369
Gambia,2025,m1,d13,Generation,t23,96.20686945212233
Gambia,2025,m1,d13,Generation,t24,94.10994751599505
Gambia,2025,m1,d13,Unmet demand,t1,4.990942113355171e-05
Gambia,2025,m1,d13,Unmet demand,t2,4.990338545748575e-05
Gambia,2025,m1,d13,Unmet demand,t3,4.989827322296135e-05
Gambia,2025,m1,d13,Unmet demand,t4,4.989082771878279e-05
Gambia,2025,m1,d13,Unmet demand,t5,4.98890389266606e-05
Gambia,2025,m1,d13,Unmet demand,t6,4.988997597405298e-05
Gambia,2025,m1,d13,Unmet demand,t7,4.9897023805530816e-05
Gambia,2025,m1,d13,Unmet demand,t8,4.9897892751330916e-05
Gambia,2025,m1,d13,Unmet demand,t9,4.988911404332026e-05
Gambia,2025,m1,d13,Unmet demand,t10,4.988840709511052e-05
Gambia,2025,m1,d13,Unmet demand,t11,4.9883184232473756e-05
Gambia,2025,m1,d13,Unmet demand,t12,4.988392924178336e-05
Gambia,2025,m1,d13,Unmet demand,t13,4.988311302087249e-05
Gambia,2025,m1,d13,Unmet demand,t14,4.988272312617443e-05
Gambia,2025,m1,d13,Unmet demand,t15,4.988299657098047e-05
Gambia,2025,m1,d13,Unmet demand,t16,4.988247658517727e-05
Gambia,2025,m1,d13,Unmet demand,t17,4.988055983390923e-05
Gambia,2025,m1,d13,Unmet demand,t18,4.9884738299424837e-05
Gambia,2025,m1,d13,Unmet demand,t19,4.9914369676903974e-05
Gambia,2025,m1,d13,Unmet demand,t20,4.995286270940372e-05
Gambia,2025,m1,d13,Unmet demand,t21,4.9962743341377954e-05
Gambia,2025,m1,d13,Unmet demand,t22,4.996433247502799e-05
Gambia,2025,m1,d13,Unmet demand,t23,4.994702307491377e-05
Gambia,2025,m1,d13,Unmet demand,t24,4.993352929526835e-05
Gambia,2025,m1,d13,Storage Charge,t1,-0.029507449045933568
Gambia,2025,m1,d13,Storage Charge,t2,-0.009375593263180973
Gambia,2025,m1,d13,Storage Charge,t3,-0.00625384775798693
Gambia,2025,m1,d13,Storage Charge,t4,-0.004378090564376609
Gambia,2025,m1,d13,Storage Charge,t5,-0.003437446810244283
Gambia,2025,m1,d13,Storage Charge,t6,-0.0028626946643049806
Gambia,2025,m1,d13,Storage Charge,t7,-0.0024686725233417743
Gambia,2025,m1,d13,Storage Charge,t8,-0.002184019388258985
Gambia,2025,m1,d13,Storage Charge,t9,-0.001969765924065443
Gambia,2025,m1,d13,Storage Charge,t10,-0.0017960894476760116
Gambia,2025,m1,d13,Storage Charge,t11,-0.0016553916328291398
Gambia,2025,m1,d13,Storage Charge,t12,-0.0015354284065554862
Gambia,2025,m1,d13,Storage Charge,t13,-0.0014332698639284867
Gambia,2025,m1,d13,Storage Charge,t14,-0.001344103852297354
Gambia,2025,m1,d13,Storage Charge,t15,-0.001265061068285608
Gambia,2025,m1,d13,Storage Charge,t16,-0.0011942629011994846
Gambia,2025,m1,d13,Storage Charge,t17,-0.001130063263812301
Gambia,2025,m1,d13,Storage Charge,t18,-0.0010695846783745468
Gambia,2025,m1,d13,Storage Charge,t19,-0.001008197169514329
Gambia,2025,m1,d13,Storage Charge,t20,-0.0009479728847594327
Gambia,2025,m1,d13,Storage Charge,t21,-0.0008948398269655026
Gambia,2025,m1,d13,Storage Charge,t22,-0.0008427550320789469
Gambia,2025,m1,d13,Storage Charge,t23,-0.000789919900230409
Gambia,2025,m1,d13,Storage Charge,t24,-0.000725239062789975
Gambia,2025,m1,d13,Demand,t1,85.19725159123973
Gambia,2025,m1,d13,Demand,t2,82.05196535489355
Gambia,2025,m1,d13,Demand,t3,79.9551078094778
Gambia,2025,m1,d13,Demand,t4,77.85825034583948
Gambia,2025,m1,d13,Demand,t5,77.33403591859683
Gambia,2025,m1,d13,Demand,t6,77.85825034583948
Gambia,2025,m1,d13,Demand,t7,81.00353658218567
Gambia,2025,m1,d13,Demand,t8,81.5277509276509
Gambia,2025,m1,d13,Demand,t9,81.5277509276509
Gambia,2025,m1,d13,Demand,t10,82.05196535489355
Gambia,2025,m1,d13,Demand,t11,83.10039412760143
Gambia,2025,m1,d13,Demand,t12,83.62460847306664
Gambia,2025,m1,d13,Demand,t13,85.19725159123973
Gambia,2025,m1,d13,Demand,t14,84.67303724577452
Gambia,2025,m1,d13,Demand,t15,84.14882281853187
Gambia,2025,m1,d13,Demand,t16,83.10039412760143
Gambia,2025,m1,d13,Demand,t17,80.47932223672046
Gambia,2025,m1,d13,Demand,t18,81.00353658218567
Gambia,2025,m1,d13,Demand,t19,87.8183234821207
Gambia,2025,m1,d13,Demand,t20,96.7299679274715
Gambia,2025,m1,d13,Demand,t21,98.82682547288726
Gambia,2025,m1,d13,Demand,t22,99.35103981835249
Gambia,2025,m1,d13,Demand,t23,96.2057535820063
Gambia,2025,m1,d13,Demand,t24,94.10889603659052
Gambia,2025,m1,d14,Generation,t1,81.55763371851009
Gambia,2025,m1,d14,Generation,t2,77.86795989017828
Gambia,2025,m1,d14,Generation,t3,75.76797650490799
Gambia,2025,m1,d14,Generation,t4,73.66924199063769
Gambia,2025,m1,d14,Generation,t5,72.61987309712717
Gambia,2025,m1,d14,Generation,t6,73.14351206619865
Gambia,2025,m1,d14,Generation,t7,72.61890761427897
Gambia,2025,m1,d14,Generation,t8,76.28815373142426
Gambia,2025,m1,d14,Generation,t9,76.28794039617016
Gambia,2025,m1,d14,Generation,t10,79.95727090294457
Gambia,2025,m1,d14,Generation,t11,78.9087003250894
Gambia,2025,m1,d14,Generation,t12,76.28751236925963
Gambia,2025,m1,d14,Generation,t13,78.90847718257545
Gambia,2025,m1,d14,Generation,t14,79.95681515813727
Gambia,2025,m1,d14,Generation,t15,81.52937757678875
Gambia,2025,m1,d14,Generation,t16,79.43245104453712
Gambia,2025,m1,d14,Generation,t17,79.43238618112694
Gambia,2025,m1,d14,Generation,t18,81.52917951652938
Gambia,2025,m1,d14,Generation,t19,82.57754860195449
Gambia,2025,m1,d14,Generation,t20,90.44067109534983
Gambia,2025,m1,d14,Generation,t21,94.1101171932201
Gambia,2025,m1,d14,Generation,t22,91.48899542250075
Gambia,2025,m1,d14,Generation,t23,92.01315468589041
Gambia,2025,m1,d14,Generation,t24,86.77094745835974
Gambia,2025,m1,d14,Unmet demand,t1,4.989886058296651e-05
Gambia,2025,m1,d14,Unmet demand,t2,4.989327108381293e-05
Gambia,2025,m1,d14,Unmet demand,t3,4.988882814846992e-05
Gambia,2025,m1,d14,Unmet demand,t4,4.9881573595196154e-05
Gambia,2025,m1,d14,Unmet demand,t5,4.987860508167004e-05
Gambia,2025,m1,d14,Unmet demand,t6,4.987952071482158e-05
Gambia,2025,m1,d14,Unmet demand,t7,4.987825541199633e-05
Gambia,2025,m1,d14,Unmet demand,t8,4.9886015498715616e-05
Gambia,2025,m1,d14,Unmet demand,t9,4.987374109082692e-05
Gambia,2025,m1,d14,Unmet demand,t10,4.98617475039935e-05
Gambia,2025,m1,d14,Unmet demand,t11,4.985659702308336e-05
Gambia,2025,m1,d14,Unmet demand,t12,4.9845540686507734e-05
Gambia,2025,m1,d14,Unmet demand,t13,4.985510026264164e-05
Gambia,2025,m1,d14,Unmet demand,t14,4.985849793850461e-05
Gambia,2025,m1,d14,Unmet demand,t15,4.986320779355131e-05
Gambia,2025,m1,d14,Unmet demand,t16,4.985677764054158e-05
Gambia,2025,m1,d14,Unmet demand,t17,4.985713597460801e-05
Gambia,2025,m1,d14,Unmet demand,t18,4.9875994544808866e-05
Gambia,2025,m1,d14,Unmet demand,t19,4.989740478785949e-05
Gambia,2025,m1,d14,Unmet demand,t20,4.992452887955078e-05
Gambia,2025,m1,d14,Unmet demand,t21,4.993962273653929e-05
Gambia,2025,m1,d14,Unmet demand,t22,4.992751025828469e-05
Gambia,2025,m1,d14,Unmet demand,t23,4.9927940984447295e-05
Gambia,2025,m1,d14,Unmet demand,t24,4.990702517295055e-05
Gambia,2025,m1,d14,Storage Charge,t1,-0.029554984344686293
Gambia,2025,m1,d14,Storage Charge,t2,-0.00938128319928637
Gambia,2025,m1,d14,Storage Charge,t3,-0.006255179967252317
Gambia,2025,m1,d14,Storage Charge,t4,-0.00437794718929532
Gambia,2025,m1,d14,Storage Charge,t5,-0.0034376950138191443
Gambia,2025,m1,d14,Storage Charge,t6,-0.002862300979869213
Gambia,2025,m1,d14,Storage Charge,t7,-0.0024722109043880617
Gambia,2025,m1,d14,Storage Charge,t8,-0.002183578184364592
Gambia,2025,m1,d14,Storage Charge,t9,-0.0019701991674696356
Gambia,2025,m1,d14,Storage Charge,t10,-0.0018004248452122393
Gambia,2025,m1,d14,Storage Charge,t11,-0.001658479309115447
Gambia,2025,m1,d14,Storage Charge,t12,-0.001542069801847423
Gambia,2025,m1,d14,Storage Charge,t13,-0.0014353313480085575
Gambia,2025,m1,d14,Storage Charge,t14,-0.001344668244226955
Gambia,2025,m1,d14,Storage Charge,t15,-0.0012641683399640313
Gambia,2025,m1,d14,Storage Charge,t16,-0.0011948330213625285
Gambia,2025,m1,d14,Storage Charge,t17,-0.0011299709094311039
Gambia,2025,m1,d14,Storage Charge,t18,-0.0010661541580274721
Gambia,2025,m1,d14,Storage Charge,t19,-0.0010066639454644468
Gambia,2025,m1,d14,Storage Charge,t20,-0.0009490278832541627
Gambia,2025,m1,d14,Storage Charge,t21,-0.0008949386540598083
Gambia,2025,m1,d14,Storage Charge,t22,-0.0008447139771383691
Gambia,2025,m1,d14,Storage Charge,t23,-0.0007896122142973834
Gambia,2025,m1,d14,Storage Charge,t24,-0.0007255670350004749
Gambia,2025,m1,d14,Demand,t1,81.5277509276509
Gambia,2025,m1,d14,Demand,t2,77.85825034583948
Gambia,2025,m1,d14,Demand,t3,75.76139280042372
Gambia,2025,m1,d14,Demand,t4,73.66453525500796
Gambia,2025,m1,d14,Demand,t5,72.6161064823001
Gambia,2025,m1,d14,Demand,t6,73.14032090954275
Gambia,2025,m1,d14,Demand,t7,72.6161064823001
Gambia,2025,m1,d14,Demand,t8,76.28560714588895
Gambia,2025,m1,d14,Demand,t9,76.28560714588895
Gambia,2025,m1,d14,Demand,t10,79.9551078094778
Gambia,2025,m1,d14,Demand,t11,78.90667903676992
Gambia,2025,m1,d14,Demand,t12,76.28560714588895
Gambia,2025,m1,d14,Demand,t13,78.90667903676992
Gambia,2025,m1,d14,Demand,t14,79.9551078094778
Gambia,2025,m1,d14,Demand,t15,81.5277509276509
Gambia,2025,m1,d14,Demand,t16,79.43089346401257
Gambia,2025,m1,d14,Demand,t17,79.43089346401257
Gambia,2025,m1,d14,Demand,t18,81.5277509276509
Gambia,2025,m1,d14,Demand,t19,82.57617970035876
Gambia,2025,m1,d14,Demand,t20,90.4393953730017
Gambia,2025,m1,d14,Demand,t21,94.10889603659052
Gambia,2025,m1,d14,Demand,t22,91.48782414570957
Gambia,2025,m1,d14,Demand,t23,92.01203857295222
Gambia,2025,m1,d14,Demand,t24,86.76989470941284
Gambia,2025,m1,d15,Generation,t1,79.98500445481717
Gambia,2025,m1,d15,Generation,t2,77.86795315152963
Gambia,2025,m1,d15,Generation,t3,74.71954686023093
Gambia,2025,m1,d15,Generation,t4,73.66923837123069
Gambia,2025,m1,d15,Generation,t5,72.61986989960737
Gambia,2025,m1,d15,Generation,t6,72.61929537929359
Gambia,2025,m1,d15,Generation,t7,73.14311826806428
Gambia,2025,m1,d15,Generation,t8,72.61865384291481
Gambia,2025,m1,d15,Generation,t9,74.1910838433082
Gambia,2025,m1,d15,Generation,t10,75.23934786420475
Gambia,2025,m1,d15,Generation,t11,75.23920392400662
Gambia,2025,m1,d15,Generation,t12,74.1906561765563
Gambia,2025,m1,d15,Generation,t13,74.19055256706325
Gambia,2025,m1,d15,Generation,t14,75.23888935294299
Gambia,2025,m1,d15,Generation,t15,77.33566440902196
Gambia,2025,m1,d15,Generation,t16,69.47239234813293
Gambia,2025,m1,d15,Generation,t17,77.85974274681048
Gambia,2025,m1,d15,Generation,t18,77.85967985884163
Gambia,2025,m1,d15,Generation,t19,79.95647688967235
Gambia,2025,m1,d15,Generation,t20,90.96488428408712
Gambia,2025,m1,d15,Generation,t21,93.06168883269255
Gambia,2025,m1,d15,Generation,t22,95.15849317143828
Gambia,2025,m1,d15,Generation,t23,91.48894036615619
Gambia,2025,m1,d15,Generation,t24,85.19830468912426
Gambia,2025,m1,d15,Unmet demand,t1,4.989490688952412e-05
Gambia,2025,m1,d15,Unmet demand,t2,4.989323651993073e-05
Gambia,2025,m1,d15,Unmet demand,t3,4.988655443008379e-05
Gambia,2025,m1,d15,Unmet demand,t4,4.98815523449336e-05
Gambia,2025,m1,d15,Unmet demand,t5,4.987858397650358e-05
Gambia,2025,m1,d15,Unmet demand,t6,4.987833106026546e-05
Gambia,2025,m1,d15,Unmet demand,t7,4.987935492859284e-05
Gambia,2025,m1,d15,Unmet demand,t8,4.987798618139943e-05
Gambia,2025,m1,d15,Unmet demand,t9,4.986430573833484e-05
Gambia,2025,m1,d15,Unmet demand,t10,4.984081930580067e-05
Gambia,2025,m1,d15,Unmet demand,t11,4.983858122257775e-05
Gambia,2025,m1,d15,Unmet demand,t12,4.9833537438429015e-05
Gambia,2025,m1,d15,Unmet demand,t13,4.983344333878984e-05
Gambia,2025,m1,d15,Unmet demand,t14,4.9838307395733786e-05
Gambia,2025,m1,d15,Unmet demand,t15,4.9847033676548874e-05
Gambia,2025,m1,d15,Unmet demand,t16,4.9804645614516e-05
Gambia,2025,m1,d15,Unmet demand,t17,4.9849461252509627e-05
Gambia,2025,m1,d15,Unmet demand,t18,4.986468038165922e-05
Gambia,2025,m1,d15,Unmet demand,t19,4.989074062874583e-05
Gambia,2025,m1,d15,Unmet demand,t20,4.992650185685742e-05
Gambia,2025,m1,d15,Unmet demand,t21,4.9934926435411174e-05
Gambia,2025,m1,d15,Unmet demand,t22,4.994358080806168e-05
Gambia,2025,m1,d15,Unmet demand,t23,4.9925849424537504e-05
Gambia,2025,m1,d15,Unmet demand,t24,4.9902687432705545e-05
Gambia,2025,m1,d15,Storage Charge,t1,-0.029568642952637537
Gambia,2025,m1,d15,Storage Charge,t2,-0.009374544455136307
Gambia,2025,m1,d15,Storage Charge,t3,-0.0062541783761669335
Gambia,2025,m1,d15,Storage Charge,t4,-0.004374327713527517
Gambia,2025,m1,d15,Storage Charge,t5,-0.0034344974226816188
Gambia,2025,m1,d15,Storage Charge,t6,-0.0028599762957173423
Gambia,2025,m1,d15,Storage Charge,t7,-0.002468502174126692
Gambia,2025,m1,d15,Storage Charge,t8,-0.0021838989195955404
Gambia,2025,m1,d15,Storage Charge,t9,-0.0019708325790072324
Gambia,2025,m1,d15,Storage Charge,t10,-0.0018061984714395872
Gambia,2025,m1,d15,Storage Charge,t11,-0.0016622500645955304
Gambia,2025,m1,d15,Storage Charge,t12,-0.001543053349094836
Gambia,2025,m1,d15,Storage Charge,t13,-0.0014394435154828215
Gambia,2025,m1,d15,Storage Charge,t14,-0.0013476780119312892
Gambia,2025,m1,d15,Storage Charge,t15,-0.001265464019559629
Gambia,2025,m1,d15,Storage Charge,t16,-0.0012080072842469425
Gambia,2025,m1,d15,Storage Charge,t17,-0.0011294442864197738
Gambia,2025,m1,d15,Storage Charge,t18,-0.0010666117107325324
Gambia,2025,m1,d15,Storage Charge,t19,-0.0010065151879611771
Gambia,2025,m1,d15,Storage Charge,t20,-0.0009478568738295369
Gambia,2025,m1,d15,Storage Charge,t21,-0.0008952134287067313
Gambia,2025,m1,d15,Storage Charge,t22,-0.0008422790132010271
Gambia,2025,m1,d15,Storage Charge,t23,-0.0007896518354634849
Gambia,2025,m1,d15,Storage Charge,t24,-0.0007257186017099384
Gambia,2025,m1,d15,Demand,t1,79.9551078094778
Gambia,2025,m1,d15,Demand,t2,77.85825034583948
Gambia,2025,m1,d15,Demand,t3,74.71296402771584
Gambia,2025,m1,d15,Demand,t4,73.66453525500796
Gambia,2025,m1,d15,Demand,t5,72.6161064823001
Gambia,2025,m1,d15,Demand,t6,72.6161064823001
Gambia,2025,m1,d15,Demand,t7,73.14032090954275
Gambia,2025,m1,d15,Demand,t8,72.6161064823001
Gambia,2025,m1,d15,Demand,t9,74.18874968225062
Gambia,2025,m1,d15,Demand,t10,75.23717837318105
Gambia,2025,m1,d15,Demand,t11,75.23717837318105
Gambia,2025,m1,d15,Demand,t12,74.18874968225062
Gambia,2025,m1,d15,Demand,t13,74.18874968225062
Gambia,2025,m1,d15,Demand,t14,75.23717837318105
Gambia,2025,m1,d15,Demand,t15,77.33403591859683
Gambia,2025,m1,d15,Demand,t16,69.4708202459539
Gambia,2025,m1,d15,Demand,t17,77.85825034583948
Gambia,2025,m1,d15,Demand,t18,77.85825034583948
Gambia,2025,m1,d15,Demand,t19,79.9551078094778
Gambia,2025,m1,d15,Demand,t20,90.96360980024434
Gambia,2025,m1,d15,Demand,t21,93.06046726388266
Gambia,2025,m1,d15,Demand,t22,95.15732480929842
Gambia,2025,m1,d15,Demand,t23,91.48782414570957
Gambia,2025,m1,d15,Demand,t24,85.19725159123973
Gambia,2025,m1,d16,Generation,t1,77.36392960213628
Gambia,2025,m1,d16,Generation,t2,76.29531093354836
Gambia,2025,m1,d16,Generation,t3,73.14690670846069
Gambia,2025,m1,d16,Generation,t4,71.57238593584819
Gambia,2025,m1,d16,Generation,t5,72.09565745057459
Gambia,2025,m1,d16,Generation,t6,74.71615139777582
Gambia,2025,m1,d16,Generation,t7,77.33683011513595
Gambia,2025,m1,d16,Generation,t8,79.95764940403593
Gambia,2025,m1,d16,Generation,t9,76.81215410736556
Gambia,2025,m1,d16,Generation,t10,79.4330562120658
Gambia,2025,m1,d16,Generation,t11,81.00555447924116
Gambia,2025,m1,d16,Generation,t12,81.00543382072816
Gambia,2025,m1,d16,Generation,t13,79.43268912690753
Gambia,2025,m1,d16,Generation,t14,79.95681338560821
Gambia,2025,m1,d16,Generation,t15,80.48094779667599
Gambia,2025,m1,d16,Generation,t16,77.33559336155501
Gambia,2025,m1,d16,Generation,t17,76.81131427348475
Gambia,2025,m1,d16,Generation,t18,73.14175288901295
Gambia,2025,m1,d16,Generation,t19,72.6174774569833
Gambia,2025,m1,d16,Generation,t20,76.2868879687683
Gambia,2025,m1,d16,Generation,t21,79.43212091039143
Gambia,2025,m1,d16,Generation,t22,81.52892532926964
Gambia,2025,m1,d16,Generation,t23,92.53736745887318
Gambia,2025,m1,d16,Generation,t24,84.14987558826479
Gambia,2025,m1,d16,Unmet demand,t1,4.988876014173691e-05
Gambia,2025,m1,d16,Unmet demand,t2,4.988972090512484e-05
Gambia,2025,m1,d16,Unmet demand,t3,4.988310233468049e-05
Gambia,2025,m1,d16,Unmet demand,t4,4.987687846308563e-05
Gambia,2025,m1,d16,Unmet demand,t5,4.987742933643952e-05
Gambia,2025,m1,d16,Unmet demand,t6,4.9882997471392485e-05
Gambia,2025,m1,d16,Unmet demand,t7,4.9888589057895405e-05
Gambia,2025,m1,d16,Unmet demand,t8,4.9894069369689755e-05
Gambia,2025,m1,d16,Unmet demand,t9,4.987297619214792e-05
Gambia,2025,m1,d16,Unmet demand,t10,4.986021554227688e-05
Gambia,2025,m1,d16,Unmet demand,t11,4.986188894184775e-05
Gambia,2025,m1,d16,Unmet demand,t12,4.986196196161983e-05
Gambia,2025,m1,d16,Unmet demand,t13,4.9857865020108325e-05
Gambia,2025,m1,d16,Unmet demand,t14,4.985848699888954e-05
Gambia,2025,m1,d16,Unmet demand,t15,4.9860041648101004e-05
Gambia,2025,m1,d16,Unmet demand,t16,4.9849324084598564e-05
Gambia,2025,m1,d16,Unmet demand,t17,4.98476449719238e-05
Gambia,2025,m1,d16,Unmet demand,t18,4.985117631077774e-05
Gambia,2025,m1,d16,Unmet demand,t19,4.987466671524896e-05
Gambia,2025,m1,d16,Unmet demand,t20,4.988563475085976e-05
Gambia,2025,m1,d16,Unmet demand,t21,4.989233832504097e-05
Gambia,2025,m1,d16,Unmet demand,t22,4.989673115394672e-05
Gambia,2025,m1,d16,Unmet demand,t23,4.992983855255788e-05
Gambia,2025,m1,d16,Unmet demand,t24,4.989991142596621e-05
Gambia,2025,m1,d16,Storage Charge,t1,-0.029565356119658773
Gambia,2025,m1,d16,Storage Charge,t2,-0.009375331835041089
Gambia,2025,m1,d16,Storage Charge,t3,-0.006256950169303264
Gambia,2025,m1,d16,Storage Charge,t4,-0.004379096172535553
Gambia,2025,m1,d16,Storage Charge,t5,-0.003436328946429788
Gambia,2025,m1,d16,Storage Charge,t6,-0.0028587090640346566
Gambia,2025,m1,d16,Storage Charge,t7,-0.0024658590799829096
Gambia,2025,m1,d16,Storage Charge,t8,-0.0021790412698834173
Gambia,2025,m1,d16,Storage Charge,t9,-0.001969541197179402
Gambia,2025,m1,d16,Storage Charge,t10,-0.0018000130268297466
Gambia,2025,m1,d16,Storage Charge,t11,-0.0016553506174531807
Gambia,2025,m1,d16,Storage Charge,t12,-0.0015346923744206061
Gambia,2025,m1,d16,Storage Charge,t13,-0.0014329193363182007
Gambia,2025,m1,d16,Storage Charge,t14,-0.0013428956737347667
Gambia,2025,m1,d16,Storage Charge,t15,-0.0012629459986996973
Gambia,2025,m1,d16,Storage Charge,t16,-0.0011944249292184684
Gambia,2025,m1,d16,Storage Charge,t17,-0.0011296153612918173
Gambia,2025,m1,d16,Storage Charge,t18,-0.0010684815597636302
Gambia,2025,m1,d16,Storage Charge,t19,-0.0010075010974461016
Gambia,2025,m1,d16,Storage Charge,t20,-0.0009523533951360165
Gambia,2025,m1,d16,Storage Charge,t21,-0.0008993651621476906
Gambia,2025,m1,d16,Storage Charge,t22,-0.0008465787137691441
Gambia,2025,m1,d16,Storage Charge,t23,-0.0007881070515648491
Gambia,2025,m1,d16,Storage Charge,t24,-0.0007252592503212375
Gambia,2025,m1,d16,Demand,t1,77.33403591859683
Gambia,2025,m1,d16,Demand,t2,76.28560714588895
Gambia,2025,m1,d16,Demand,t3,73.14032090954275
Gambia,2025,m1,d16,Demand,t4,71.56767779136966
Gambia,2025,m1,d16,Demand,t5,72.09189213683487
Gambia,2025,m1,d16,Demand,t6,74.71296402771584
Gambia,2025,m1,d16,Demand,t7,77.33403591859683
Gambia,2025,m1,d16,Demand,t8,79.9551078094778
Gambia,2025,m1,d16,Demand,t9,76.80982157313161
Gambia,2025,m1,d16,Demand,t10,79.43089346401257
Gambia,2025,m1,d16,Demand,t11,81.00353658218567
Gambia,2025,m1,d16,Demand,t12,81.00353658218567
Gambia,2025,m1,d16,Demand,t13,79.43089346401257
Gambia,2025,m1,d16,Demand,t14,79.9551078094778
Gambia,2025,m1,d16,Demand,t15,80.47932223672046
Gambia,2025,m1,d16,Demand,t16,77.33403591859683
Gambia,2025,m1,d16,Demand,t17,76.80982157313161
Gambia,2025,m1,d16,Demand,t18,73.14032090954275
Gambia,2025,m1,d16,Demand,t19,72.6161064823001
Gambia,2025,m1,d16,Demand,t20,76.28560714588895
Gambia,2025,m1,d16,Demand,t21,79.43089346401257
Gambia,2025,m1,d16,Demand,t22,81.5277509276509
Gambia,2025,m1,d16,Demand,t23,92.53625291841745
Gambia,2025,m1,d16,Demand,t24,84.14882281853187
Gambia,2025,m1,d17,Generation,t1,81.03344665938414
Gambia,2025,m1,d17,Generation,t2,77.34375199208138
Gambia,2025,m1,d17,Generation,t3,73.6711295964932
Gambia,2025,m1,d17,Generation,t4,72.0966056218938
Gambia,2025,m1,d17,Generation,t5,72.09566254584497
Gambia,2025,m1,d17,Generation,t6,75.24036919972205
Gambia,2025,m1,d17,Generation,t7,79.43368866736337
Gambia,2025,m1,d17,Generation,t8,78.38501129460157
Gambia,2025,m1,d17,Generation,t9,74.19108913742406
Gambia,2025,m1,d17,Generation,t10,79.43306131286423
Gambia,2025,m1,d17,Generation,t11,79.95713139264298
Gambia,2025,m1,d17,Generation,t12,83.6265069819496
Gambia,2025,m1,d17,Generation,t13,80.48112132057776
Gambia,2025,m1,d17,Generation,t14,81.5294591924418
Gambia,2025,m1,d17,Generation,t15,80.48095236794727
Gambia,2025,m1,d17,Generation,t16,73.66610361707782
Gambia,2025,m1,d17,Generation,t17,81.52924457016553
Gambia,2025,m1,d17,Generation,t18,85.19868110094421
Gambia,2025,m1,d17,Generation,t19,85.72283599507699
Gambia,2025,m1,d17,Generation,t20,96.20702670635906
Gambia,2025,m1,d17,Generation,t21,98.82804520297691
Gambia,2025,m1,d17,Generation,t22,103.54591980918889
Gambia,2025,m1,d17,Generation,t23,97.25529732294886
Gambia,2025,m1,d17,Generation,t24,92.01309082706322
Gambia,2025,m1,d17,Unmet demand,t1,4.9897488256748766e-05
Gambia,2025,m1,d17,Unmet demand,t2,4.989206749939672e-05
Gambia,2025,m1,d17,Unmet demand,t3,4.98842947319065e-05
Gambia,2025,m1,d17,Unmet demand,t4,4.987808742090659e-05
Gambia,2025,m1,d17,Unmet demand,t5,4.987744993242154e-05
Gambia,2025,m1,d17,Unmet demand,t6,4.988414807523314e-05
Gambia,2025,m1,d17,Unmet demand,t7,4.989322575734231e-05
Gambia,2025,m1,d17,Unmet demand,t8,4.989056903352865e-05
Gambia,2025,m1,d17,Unmet demand,t9,4.986517460713352e-05
Gambia,2025,m1,d17,Unmet demand,t10,4.985576106801975e-05
Gambia,2025,m1,d17,Unmet demand,t11,4.985569627178059e-05
Gambia,2025,m1,d17,Unmet demand,t12,4.9866590109125003e-05
Gambia,2025,m1,d17,Unmet demand,t13,4.9857296323309674e-05
Gambia,2025,m1,d17,Unmet demand,t14,4.986050530950683e-05
Gambia,2025,m1,d17,Unmet demand,t15,4.985715151731426e-05
Gambia,2025,m1,d17,Unmet demand,t16,4.982902168835419e-05
Gambia,2025,m1,d17,Unmet demand,t17,4.9860810375339966e-05
Gambia,2025,m1,d17,Unmet demand,t18,4.9881405270697907e-05
Gambia,2025,m1,d17,Unmet demand,t19,4.9904218106551756e-05
Gambia,2025,m1,d17,Unmet demand,t20,4.9950226055293816e-05
Gambia,2025,m1,d17,Unmet demand,t21,4.996274315948989e-05
Gambia,2025,m1,d17,Unmet demand,t22,4.9983616746650006e-05
Gambia,2025,m1,d17,Unmet demand,t23,4.995213145637009e-05
Gambia,2025,m1,d17,Unmet demand,t24,4.9924840922753305e-05
Gambia,2025,m1,d17,Storage Charge,t1,-0.029582205238761677
Gambia,2025,m1,d17,Storage Charge,t2,-0.009387747396433903
Gambia,2025,m1,d17,Storage Charge,t3,-0.006265557734296542
Gambia,2025,m1,d17,Storage Charge,t4,-0.0043845018474487655
Gambia,2025,m1,d17,Storage Charge,t5,-0.0034414242804039286
Gambia,2025,m1,d17,Storage Charge,t6,-0.0028622303916713485
Gambia,2025,m1,d17,Storage Charge,t7,-0.0024671252672083545
Gambia,2025,m1,d17,Storage Charge,t8,-0.002183855280925139
Gambia,2025,m1,d17,Storage Charge,t9,-0.001976129814004775
Gambia,2025,m1,d17,Storage Charge,t10,-0.001805097613996377
Gambia,2025,m1,d17,Storage Charge,t11,-0.00166089252411718
Gambia,2025,m1,d17,Storage Charge,t12,-0.001536283652291811
Gambia,2025,m1,d17,Storage Charge,t13,-0.001436459883817154
Gambia,2025,m1,d17,Storage Charge,t14,-0.0013457741718457652
