z,q,d,t,y,value
Kenya,Q1,d2,t14,2030,50.0767539351738
Kenya,Q1,d2,t14,2036,25.580508829325563
Kenya,Q1,d2,t15,2024,53.74375455946507
Kenya,Q1,d2,t15,2030,50.07680212959668
Kenya,Q1,d2,t15,2036,25.580326268478117
Kenya,Q1,d2,t16,2024,53.74974870346248
Kenya,Q1,d2,t16,2030,50.07795005469378
Kenya,Q1,d2,t16,2036,25.58240678410199
Kenya,Q1,d2,t17,2024,53.75729551887588
Kenya,Q1,d2,t17,2030,50.07991162768144
Kenya,Q1,d2,t17,2036,25.58631390263264
Kenya,Q1,d2,t18,2024,53.75211056720176
Kenya,Q1,d2,t18,2030,50.07868394724844
Kenya,Q1,d2,t18,2036,25.58293700388259
Kenya,Q1,d2,t19,2024,53.76679873256294
Kenya,Q1,d2,t19,2030,50.08280314087748
Kenya,Q1,d2,t19,2036,25.59297287727435
Kenya,Q1,d2,t20,2024,53.926067353914256
Kenya,Q1,d2,t20,2030,50.11692398582434
Kenya,Q1,d2,t20,2036,26.38322029700072
Kenya,Q1,d2,t21,2024,54.80381371123179
Kenya,Q1,d2,t21,2030,50.399730166323685
Kenya,Q1,d2,t21,2036,27.20324490150982
Kenya,Q1,d2,t22,2024,54.08335035794716
Kenya,Q1,d2,t22,2030,50.12740140872389
Kenya,Q1,d2,t22,2036,27.123294897645536
Kenya,Q1,d2,t23,2024,53.80493288657209
Kenya,Q1,d2,t23,2030,50.08241787519624
Kenya,Q1,d2,t23,2036,25.59376425100169
Kenya,Q1,d2,t24,2024,53.74463907313599
Kenya,Q1,d2,t24,2030,50.07626786624203
Kenya,Q1,d2,t24,2036,25.57821395777668
Kenya,Q1,d3,t1,2024,53.70668472248356
Kenya,Q1,d3,t1,2030,50.07296559970568
Kenya,Q1,d3,t1,2036,25.5741678118498
Kenya,Q1,d3,t2,2024,53.70627117548241
Kenya,Q1,d3,t2,2030,50.07294201296062
Kenya,Q1,d3,t2,2036,25.57406138903641
Kenya,Q1,d3,t3,2024,53.70630830303355
Kenya,Q1,d3,t3,2030,50.07294416631118
Kenya,Q1,d3,t3,2036,25.5740745672302
Kenya,Q1,d3,t4,2024,53.7060610098892
Kenya,Q1,d3,t4,2030,50.0729284341028
Kenya,Q1,d3,t4,2036,25.57400058588855
Kenya,Q1,d3,t5,2024,53.7059995219096
Kenya,Q1,d3,t5,2030,50.07292432163876
Kenya,Q1,d3,t5,2036,25.57397958188733
Kenya,Q1,d3,t6,2024,53.70661023217535
Kenya,Q1,d3,t6,2030,50.072962476797024
Kenya,Q1,d3,t6,2036,25.57413364940416
Kenya,Q1,d3,t7,2024,53.70711965653904
Kenya,Q1,d3,t7,2030,50.07299123953634
Kenya,Q1,d3,t7,2036,25.57426000175945
Kenya,Q1,d3,t8,2024,53.70744948426493
Kenya,Q1,d3,t8,2030,50.07300772230667
Kenya,Q1,d3,t8,2036,25.574333258197505
Kenya,Q1,d3,t9,2024,53.70837958056945
Kenya,Q1,d3,t9,2030,50.07303645679221
Kenya,Q1,d3,t9,2036,25.574416877624813
Kenya,Q1,d3,t10,2024,53.70900603232803
Kenya,Q1,d3,t10,2030,50.07305901272292
Kenya,Q1,d3,t10,2036,25.57450011695926
Kenya,Q1,d3,t11,2024,53.70913533550986
Kenya,Q1,d3,t11,2030,50.07305601752716
Kenya,Q1,d3,t11,2036,25.57448910523444
Kenya,Q1,d3,t12,2024,53.70934136560525
Kenya,Q1,d3,t12,2030,50.073053503073766
Kenya,Q1,d3,t12,2036,25.574482375238023
Kenya,Q1,d3,t13,2024,53.709577002261135
Kenya,Q1,d3,t13,2030,50.07305865897166
Kenya,Q1,d3,t13,2036,25.574505567775105
Kenya,Q1,d3,t14,2024,53.7086363609618
Kenya,Q1,d3,t14,2030,50.07303632940519
Kenya,Q1,d3,t14,2036,25.574423481621395
Kenya,Q1,d3,t15,2024,53.70848741055022
Kenya,Q1,d3,t15,2030,50.07302434861958
Kenya,Q1,d3,t15,2036,25.57439085620705
Kenya,Q1,d3,t16,2024,53.70872321989927
Kenya,Q1,d3,t16,2030,50.07303275005952
Kenya,Q1,d3,t16,2036,25.57440371908058
Kenya,Q1,d3,t17,2024,53.70865573583447
Kenya,Q1,d3,t17,2030,50.07303699339956
Kenya,Q1,d3,t17,2036,25.57440459637409
Kenya,Q1,d3,t18,2024,53.70862560952569
Kenya,Q1,d3,t18,2030,50.07304127310068
Kenya,Q1,d3,t18,2036,25.574408007912734
Kenya,Q1,d3,t19,2024,53.70941583272639
Kenya,Q1,d3,t19,2030,50.073068860606135
Kenya,Q1,d3,t19,2036,25.57447331121969
Kenya,Q1,d3,t20,2024,53.726974470338426
Kenya,Q1,d3,t20,2030,50.073999321372376
Kenya,Q1,d3,t20,2036,26.36502259074705
Kenya,Q1,d3,t21,2024,53.73049229410394
Kenya,Q1,d3,t21,2030,50.07451987603949
Kenya,Q1,d3,t21,2036,26.36678947793045
Kenya,Q1,d3,t22,2024,53.71778132923304
Kenya,Q1,d3,t22,2030,50.07366309630041
Kenya,Q1,d3,t22,2036,25.623885808826618
Kenya,Q1,d3,t23,2024,53.71032262172975
Kenya,Q1,d3,t23,2030,50.07314153445865
Kenya,Q1,d3,t23,2036,25.574766948750497
Kenya,Q1,d3,t24,2024,53.70770899848278
Kenya,Q1,d3,t24,2030,50.073011513625055
Kenya,Q1,d3,t24,2036,25.57433900695348
Kenya,Q1,d4,t1,2024,53.70671803335792
Kenya,Q1,d4,t1,2030,50.07296470445005
Kenya,Q1,d4,t1,2036,25.574188185199088
Kenya,Q1,d4,t2,2024,53.70624846856738
Kenya,Q1,d4,t2,2030,50.07293617432982
Kenya,Q1,d4,t2,2036,25.57406448678462
Kenya,Q1,d4,t3,2024,53.70604870485843
Kenya,Q1,d4,t3,2030,50.07292234954932
Kenya,Q1,d4,t3,2036,25.57400043981528
Kenya,Q1,d4,t4,2024,53.7053901367101
Kenya,Q1,d4,t4,2030,50.07287197179189
Kenya,Q1,d4,t4,2036,25.57365236635085
Kenya,Q1,d4,t5,2024,53.706078750267146
Kenya,Q1,d4,t5,2030,50.07292374580181
Kenya,Q1,d4,t5,2036,25.573995850525662
Kenya,Q1,d4,t6,2024,53.70687727966127
Kenya,Q1,d4,t6,2030,50.07297508645559
Kenya,Q1,d4,t6,2036,25.57419079514781
Kenya,Q1,d4,t7,2024,53.707872381352296
Kenya,Q1,d4,t7,2030,50.07303877412258
Kenya,Q1,d4,t7,2036,25.574445567510068
Kenya,Q1,d4,t8,2024,53.70793377707041
Kenya,Q1,d4,t8,2030,50.07303390841258
Kenya,Q1,d4,t8,2036,25.57443236904181
Kenya,Q1,d4,t9,2024,53.7086509782724
Kenya,Q1,d4,t9,2030,50.07305591157472
Kenya,Q1,d4,t9,2036,25.574530351267228
Kenya,Q1,d4,t10,2024,53.70921376080454
Kenya,Q1,d4,t10,2030,50.07307351934958
Kenya,Q1,d4,t10,2036,25.57465372907669
Kenya,Q1,d4,t11,2024,53.70974023415391
Kenya,Q1,d4,t11,2030,50.0730678432929
Kenya,Q1,d4,t11,2036,25.57459828210113
Kenya,Q1,d4,t12,2024,53.70912817245932
Kenya,Q1,d4,t12,2030,50.07306332528722
Kenya,Q1,d4,t12,2036,25.57459053073195
Kenya,Q1,d4,t13,2024,53.70880228878181
Kenya,Q1,d4,t13,2030,50.07305066512287
Kenya,Q1,d4,t13,2036,25.5745083463792
Kenya,Q1,d4,t14,2024,53.708648020115895
Kenya,Q1,d4,t14,2030,50.07305123391132
Kenya,Q1,d4,t14,2036,25.574508845044107
Kenya,Q1,d4,t15,2024,53.70889118920159
Kenya,Q1,d4,t15,2030,50.07305060890436
Kenya,Q1,d4,t15,2036,25.57448017948572
Kenya,Q1,d4,t16,2024,53.70960784593257
Kenya,Q1,d4,t16,2030,50.07308377209264
Kenya,Q1,d4,t16,2036,25.574632981796867
Kenya,Q1,d4,t17,2024,53.70994072381673
Kenya,Q1,d4,t17,2030,50.07310160493893
Kenya,Q1,d4,t17,2036,25.574710422757445
Kenya,Q1,d4,t18,2024,53.708911302692826
Kenya,Q1,d4,t18,2030,50.07305421786364
Kenya,Q1,d4,t18,2036,25.574468832778184
Kenya,Q1,d4,t19,2024,53.70880909292493
Kenya,Q1,d4,t19,2030,50.073057442064965
Kenya,Q1,d4,t19,2036,25.57448205993011
Kenya,Q1,d4,t20,2024,53.75978937657442
Kenya,Q1,d4,t20,2030,50.07450955673719
Kenya,Q1,d4,t20,2036,26.36651378957884
Kenya,Q1,d4,t21,2024,53.92905090997759
Kenya,Q1,d4,t21,2030,50.07590738819017
Kenya,Q1,d4,t21,2036,26.36847158529021
Kenya,Q1,d4,t22,2024,53.72014290890886
Kenya,Q1,d4,t22,2030,50.07336681619739
Kenya,Q1,d4,t22,2036,25.57918528155862
Kenya,Q1,d4,t23,2024,53.71014284090896
Kenya,Q1,d4,t23,2030,50.073088150381714
Kenya,Q1,d4,t23,2036,25.574594085887156
Kenya,Q1,d4,t24,2024,53.70780158915535
Kenya,Q1,d4,t24,2030,50.07301033564056
Kenya,Q1,d4,t24,2036,25.57435887821886
Kenya,Q1,d5,t1,2024,53.70693328653625
Kenya,Q1,d5,t1,2030,50.07297358417512
Kenya,Q1,d5,t1,2036,25.574245876900672
Kenya,Q1,d5,t2,2024,53.706616603643255
Kenya,Q1,d5,t2,2030,50.07295618726632
Kenya,Q1,d5,t2,2036,25.57417520260537
Kenya,Q1,d5,t3,2024,53.70635166132151
Kenya,Q1,d5,t3,2030,50.07293896594357
Kenya,Q1,d5,t3,2036,25.57410545763776
Kenya,Q1,d5,t4,2024,53.70625176607309
Kenya,Q1,d5,t4,2030,50.07293178099804
Kenya,Q1,d5,t4,2036,25.57407087692289
Kenya,Q1,d5,t5,2024,53.70628827666605
Kenya,Q1,d5,t5,2030,50.07293426045322
Kenya,Q1,d5,t5,2036,25.574080034896777
Kenya,Q1,d5,t6,2024,53.70683686538536
Kenya,Q1,d5,t6,2030,50.07296896577439
Kenya,Q1,d5,t6,2036,25.574204776187923
Kenya,Q1,d5,t7,2024,53.70762175640907
Kenya,Q1,d5,t7,2030,50.07301332263421
Kenya,Q1,d5,t7,2036,25.574377983450542
Kenya,Q1,d5,t8,2024,53.707700378139165
Kenya,Q1,d5,t8,2030,50.07301606106347
Kenya,Q1,d5,t8,2036,25.574393320169392
Kenya,Q1,d5,t9,2024,53.70820858325774
Kenya,Q1,d5,t9,2030,50.07303127251303
Kenya,Q1,d5,t9,2036,25.57444856991974
Kenya,Q1,d5,t10,2024,53.70867569704738
Kenya,Q1,d5,t10,2030,50.07303683996173
Kenya,Q1,d5,t10,2036,25.57447197882649
Kenya,Q1,d5,t11,2024,53.7086321524793
Kenya,Q1,d5,t11,2030,50.07303780491111
Kenya,Q1,d5,t11,2036,25.57448254481532
Kenya,Q1,d5,t12,2024,53.708172947935765
Kenya,Q1,d5,t12,2030,50.07303899584167
Kenya,Q1,d5,t12,2036,25.57453732272836
Kenya,Q1,d5,t13,2024,53.70793217843306
Kenya,Q1,d5,t13,2030,50.07303084200567
Kenya,Q1,d5,t13,2036,25.574489881079685
Kenya,Q1,d5,t14,2024,53.707881405900295
Kenya,Q1,d5,t14,2030,50.07301924063669
Kenya,Q1,d5,t14,2036,25.574412334009438
Kenya,Q1,d5,t15,2024,53.70839960895327
Kenya,Q1,d5,t15,2030,50.07302966604226
Kenya,Q1,d5,t15,2036,25.57443571061305
Kenya,Q1,d5,t16,2024,53.7085914557312
Kenya,Q1,d5,t16,2030,50.073044092952834
Kenya,Q1,d5,t16,2036,25.57449725403504
Kenya,Q1,d5,t17,2024,53.70845277288947
Kenya,Q1,d5,t17,2030,50.07305335273792
Kenya,Q1,d5,t17,2036,25.574553578442806
Kenya,Q1,d5,t18,2024,53.70846473297215
Kenya,Q1,d5,t18,2030,50.07304609183537
Kenya,Q1,d5,t18,2036,25.574489017686417
Kenya,Q1,d5,t19,2024,53.70831547565982
Kenya,Q1,d5,t19,2030,50.07303654837161
Kenya,Q1,d5,t19,2036,25.574442710778083
Kenya,Q1,d5,t20,2024,53.72271974145913
Kenya,Q1,d5,t20,2030,50.07354245542544
Kenya,Q1,d5,t20,2036,26.36524676881694
Kenya,Q1,d5,t21,2024,62.87097580156717
Kenya,Q1,d5,t21,2030,50.07414022839093
Kenya,Q1,d5,t21,2036,26.366661769246807
Kenya,Q1,d5,t22,2024,53.71647018136312
Kenya,Q1,d5,t22,2030,50.0733231100045
Kenya,Q1,d5,t22,2036,25.5879265268583
Kenya,Q1,d5,t23,2024,53.70891508664457
Kenya,Q1,d5,t23,2030,50.0730539439864
Kenya,Q1,d5,t23,2036,25.574502055566157
Kenya,Q1,d5,t24,2024,53.70755101157143
Kenya,Q1,d5,t24,2030,50.07300391340946
Kenya,Q1,d5,t24,2036,25.57435396140573
Kenya,Q2,d1,t1,2024,53.72791363438149
Kenya,Q2,d1,t1,2030,10.001582983818189
Kenya,Q2,d1,t1,2036,9.998547112527795
Kenya,Q2,d1,t2,2024,53.71892428372947
Kenya,Q2,d1,t2,2030,10.000885560497624
Kenya,Q2,d1,t2,2036,9.997041043635102
Kenya,Q2,d1,t3,2024,53.71570061742653
Kenya,Q2,d1,t3,2030,10.000425493366391
Kenya,Q2,d1,t3,2036,9.995583062275118
Kenya,Q2,d1,t4,2024,53.71282134162569
Kenya,Q2,d1,t4,2030,10.0000844954248
Kenya,Q2,d1,t4,2036,9.994533605690613
Kenya,Q2,d1,t5,2024,53.71229853632144
Kenya,Q2,d1,t5,2030,10.000135593652104
Kenya,Q2,d1,t5,2036,9.994876976977883
Kenya,Q2,d1,t6,2024,53.71844521696037
Kenya,Q2,d1,t6,2030,10.000928997619605
Kenya,Q2,d1,t6,2036,9.997396543054954
Kenya,Q2,d1,t7,2024,53.733064131953
Kenya,Q2,d1,t7,2030,10.00240668747412
Kenya,Q2,d1,t7,2036,10.0002874370677
Kenya,Q2,d1,t8,2024,53.74579523087123
Kenya,Q2,d1,t8,2030,10.003718521748915
Kenya,Q2,d1,t8,2036,10.00246661219325
Kenya,Q2,d1,t9,2024,53.77023673788172
Kenya,Q2,d1,t9,2030,10.005825110052308
Kenya,Q2,d1,t9,2036,10.006173171387507
Kenya,Q2,d1,t10,2024,53.79151013293101
Kenya,Q2,d1,t10,2030,10.007472501619448
Kenya,Q2,d1,t10,2036,10.01030395099018
Kenya,Q2,d1,t11,2024,53.77951815131127
Kenya,Q2,d1,t11,2030,10.00633362899021
Kenya,Q2,d1,t11,2036,10.00865439299786
Kenya,Q2,d1,t12,2024,53.78186011544073
Kenya,Q2,d1,t12,2030,10.006416594878957
Kenya,Q2,d1,t12,2036,10.008984584769488
Kenya,Q2,d1,t13,2024,53.77914168784448
Kenya,Q2,d1,t13,2030,10.006255735682627
Kenya,Q2,d1,t13,2036,10.008881009219644
Kenya,Q2,d1,t14,2024,53.76792926439269
Kenya,Q2,d1,t14,2030,10.005276372052233
Kenya,Q2,d1,t14,2036,10.006587273420324
Kenya,Q2,d1,t15,2024,53.778494589040704
Kenya,Q2,d1,t15,2030,10.006024004246983
Kenya,Q2,d1,t15,2036,10.007843840413704
Kenya,Q2,d1,t16,2024,53.75263876985802
Kenya,Q2,d1,t16,2030,10.00395355192011
Kenya,Q2,d1,t16,2036,10.003541102051528
Kenya,Q2,d1,t17,2024,53.76578862460496
Kenya,Q2,d1,t17,2030,10.005078748046266
Kenya,Q2,d1,t17,2036,10.00515414161495
Kenya,Q2,d1,t18,2024,53.7702678986304
Kenya,Q2,d1,t18,2030,10.005658698070476
Kenya,Q2,d1,t18,2036,10.005875954121937
Kenya,Q2,d1,t19,2024,53.814107338890345
Kenya,Q2,d1,t19,2030,10.00954417959202
Kenya,Q2,d1,t19,2036,10.01298272409691
Kenya,Q2,d1,t20,2024,63.151410912088174
Kenya,Q2,d1,t20,2030,10.068791546162675
Kenya,Q2,d1,t20,2036,10.217852384691616
Kenya,Q2,d1,t21,2024,63.01251111439698
Kenya,Q2,d1,t21,2030,10.06338358595079
Kenya,Q2,d1,t21,2036,11.792793607418377
Kenya,Q2,d1,t22,2024,54.20728024727374
Kenya,Q2,d1,t22,2030,10.037062126578896
Kenya,Q2,d1,t22,2036,10.28068076934174
Kenya,Q2,d1,t23,2024,53.808805502777375
Kenya,Q2,d1,t23,2030,10.011181995716177
Kenya,Q2,d1,t23,2036,10.01852861791879
Kenya,Q2,d1,t24,2024,53.74260667823586
Kenya,Q2,d1,t24,2030,10.00382774514929
Kenya,Q2,d1,t24,2036,10.001840847204814
Kenya,Q2,d2,t1,2024,53.70918227283647
Kenya,Q2,d2,t1,2030,9.999515477228927
Kenya,Q2,d2,t1,2036,9.990744866585688
Kenya,Q2,d2,t2,2024,53.703038024337474
Kenya,Q2,d2,t2,2030,9.998827307190638
Kenya,Q2,d2,t2,2036,9.988123172710951
Kenya,Q2,d2,t3,2024,53.70356610776332
Kenya,Q2,d2,t3,2030,9.998579060815294
Kenya,Q2,d2,t3,2036,9.987105249208536
Kenya,Q2,d2,t4,2024,53.70177052636849
Kenya,Q2,d2,t4,2030,9.99824760090578
Kenya,Q2,d2,t4,2036,9.985936814856808
Kenya,Q2,d2,t5,2024,53.70212156870737
Kenya,Q2,d2,t5,2030,9.998448488763826
Kenya,Q2,d2,t5,2036,9.98727658315304
Kenya,Q2,d2,t6,2024,53.709353549097166
Kenya,Q2,d2,t6,2030,9.999602296676189
Kenya,Q2,d2,t6,2036,9.99277452137654
Kenya,Q2,d2,t7,2024,53.72851168384191
Kenya,Q2,d2,t7,2030,10.00196467487122
Kenya,Q2,d2,t7,2036,9.999537946842638
Kenya,Q2,d2,t8,2024,53.72773110561456
Kenya,Q2,d2,t8,2030,10.001995290909578
Kenya,Q2,d2,t8,2036,9.999792989092116
Kenya,Q2,d2,t9,2024,53.73745599920069
Kenya,Q2,d2,t9,2030,10.002761332151152
Kenya,Q2,d2,t9,2036,10.001067129971403
Kenya,Q2,d2,t10,2024,53.75155419374467
Kenya,Q2,d2,t10,2030,10.00398766490637
Kenya,Q2,d2,t10,2036,10.00348577635291
Kenya,Q2,d2,t11,2024,53.76096633099619
Kenya,Q2,d2,t11,2030,10.004574578143082
Kenya,Q2,d2,t11,2036,10.00472826118062
Kenya,Q2,d2,t12,2024,53.76301040885071
Kenya,Q2,d2,t12,2030,10.004748124341186
Kenya,Q2,d2,t12,2036,10.005224963055785
Kenya,Q2,d2,t13,2024,53.74764286282649
Kenya,Q2,d2,t13,2030,10.003543736910618
Kenya,Q2,d2,t13,2036,10.003101548123269
Kenya,Q2,d2,t14,2024,53.74657028018388
Kenya,Q2,d2,t14,2030,10.00335971936619
Kenya,Q2,d2,t14,2036,10.002683920140251
Kenya,Q2,d2,t15,2024,53.756328089998576
Kenya,Q2,d2,t15,2030,10.004062996261206
Kenya,Q2,d2,t15,2036,10.003801965117784
Kenya,Q2,d2,t16,2024,53.763643854134834
Kenya,Q2,d2,t16,2030,10.004679400361136
Kenya,Q2,d2,t16,2036,10.00470129490655
Kenya,Q2,d2,t17,2024,53.78494334046143
Kenya,Q2,d2,t17,2030,10.00640540577623
Kenya,Q2,d2,t17,2036,10.007384894228576
Kenya,Q2,d2,t18,2024,53.775084296893006
Kenya,Q2,d2,t18,2030,10.005939519019732
Kenya,Q2,d2,t18,2036,10.006450358796709
Kenya,Q2,d2,t19,2024,53.80053187690584
Kenya,Q2,d2,t19,2030,10.008404448552438
Kenya,Q2,d2,t19,2036,10.01048997621972
Kenya,Q2,d2,t20,2024,60.44712769599813
Kenya,Q2,d2,t20,2030,10.046105516840385
Kenya,Q2,d2,t20,2036,10.142397297991188
Kenya,Q2,d2,t21,2024,56.45187126752001
Kenya,Q2,d2,t21,2030,10.043464572477363
Kenya,Q2,d2,t21,2036,10.515779395499314
Kenya,Q2,d2,t22,2024,53.95008262235897
Kenya,Q2,d2,t22,2030,10.020366885440202
Kenya,Q2,d2,t22,2036,10.05354092907971
Kenya,Q2,d2,t23,2024,53.7788156806827
Kenya,Q2,d2,t23,2030,10.007609941225772
Kenya,Q2,d2,t23,2036,10.009584218653666
Kenya,Q2,d2,t24,2024,53.728203311054656
Kenya,Q2,d2,t24,2030,10.002316702600128
Kenya,Q2,d2,t24,2036,9.999707157255704
Kenya,Q2,d3,t1,2024,53.70399490621854
Kenya,Q2,d3,t1,2030,10.000028461455289
Kenya,Q2,d3,t1,2036,9.999445785385833
Kenya,Q2,d3,t2,2024,53.70298618221029
Kenya,Q2,d3,t2,2030,10.000007291543625
Kenya,Q2,d3,t2,2036,9.99933193353886
Kenya,Q2,d3,t3,2024,53.70277029072056
Kenya,Q2,d3,t3,2030,9.99998637232568
Kenya,Q2,d3,t3,2036,9.99917528040432
Kenya,Q2,d3,t4,2024,53.70174984174784
Kenya,Q2,d3,t4,2030,9.999976924251728
Kenya,Q2,d3,t4,2036,9.999085416220344
Kenya,Q2,d3,t5,2024,53.70223927624249
Kenya,Q2,d3,t5,2030,9.999993511177726
Kenya,Q2,d3,t5,2036,9.9992414585318
Kenya,Q2,d3,t6,2024,53.703567817292495
Kenya,Q2,d3,t6,2030,10.00006443359866
Kenya,Q2,d3,t6,2036,9.99957606690298
Kenya,Q2,d3,t7,2024,53.70424221200648
Kenya,Q2,d3,t7,2030,10.000181987978772
Kenya,Q2,d3,t7,2036,9.999719769870868
Kenya,Q2,d3,t8,2024,53.7048697747768
Kenya,Q2,d3,t8,2030,10.00022227431669
Kenya,Q2,d3,t8,2036,9.999761535994066
Kenya,Q2,d3,t9,2024,53.70515935379454
Kenya,Q2,d3,t9,2030,10.000261348717832
Kenya,Q2,d3,t9,2036,9.999777193057948
Kenya,Q2,d3,t10,2024,53.70578003682683
Kenya,Q2,d3,t10,2030,10.000330441308904
Kenya,Q2,d3,t10,2036,9.999796236674031
Kenya,Q2,d3,t11,2024,53.705708328683976
Kenya,Q2,d3,t11,2030,10.000268991539242
Kenya,Q2,d3,t11,2036,9.999789264830074
