z,f,y,value
Rwanda,Peat,2030,0.3623258819557611
Rwanda,Peat,2036,0.0509176937235419
Rwanda,HFO,2024,2.9650141167129343e-05
Rwanda,HFO,2030,1.113143434112067e-05
Rwanda,HFO,2036,1.5170303746149672e-05
Rwanda,Battery,2030,0.0730887804798476
Rwanda,Battery,2036,0.0401581284402968
Rwanda,Biomass,2030,0.850003791083854
Rwanda,Biomass,2036,0.8500034785309585
Rwanda,Methane,2024,0.2588543285001554
Rwanda,Methane,2030,0.1203451032878049
Rwanda,Methane,2036,0.0724940226045821
Somaliland,Diesel,2030,0.0162830900306661
Somaliland,Diesel,2036,0.0480909314457434
Somaliland,Solar,2030,0.1142322329537894
Somaliland,Solar,2036,0.2294593257351936
Somaliland,Water,2030,0.4316243933352367
Somaliland,Water,2036,0.9426796283416944
Somaliland,HFO,2030,0.0147789490954589
Somaliland,HFO,2036,0.0656648580088143
Somaliland,Battery,2030,0.2813313671851605
Somaliland,Battery,2036,0.0246113232249081
Mogadishu,Diesel,2030,0.0165509621351143
Mogadishu,Diesel,2036,0.0171645980086187
Mogadishu,Gas,2030,0.5369111518319706
Mogadishu,Gas,2036,0.5825238016354829
Mogadishu,Solar,2030,0.1273759877778343
Mogadishu,Solar,2036,0.1211134566919498
Mogadishu,HFO,2030,0.0151348700819705
Mogadishu,HFO,2036,0.0153417683569493
Mogadishu,Battery,2030,0.0435002308633127
Mogadishu,Battery,2036,0.0184500094173926
SomaliaROC,Diesel,2030,0.0164569120453225
SomaliaROC,Diesel,2036,0.0171413101826457
SomaliaROC,Gas,2030,0.2943924423286763
SomaliaROC,Gas,2036,0.4989479715866063
SomaliaROC,Solar,2030,0.1259248365513623
SomaliaROC,Solar,2036,0.1202455530226974
SomaliaROC,Water,2030,0.5072102645684613
SomaliaROC,Water,2036,0.5100774819252774
SomaliaROC,HFO,2030,0.0150084782793076
SomaliaROC,HFO,2036,0.0153047415887411
SomaliaROC,Battery,2030,0.0435038540359258
SomaliaROC,Battery,2036,0.0184553386329625
SouthSudan,Diesel,2024,0.8406684231079752
SouthSudan,Diesel,2030,0.0320797704643113
SouthSudan,Diesel,2036,1.6790399333302106e-05
SouthSudan,Solar,2030,0.2300776040053681
SouthSudan,Solar,2036,0.2300837947377133
SouthSudan,Water,2030,0.8051304483149077
SouthSudan,Water,2036,0.849994537486295
SouthSudan,HFO,2030,0.4147464245569108
SouthSudan,HFO,2036,7.404653481494902e-05
SouthSudan,Battery,2030,0.0201970370468405
SouthSudan,Battery,2036,0.0123462820242379
Sudan,Diesel,2030,0.0303249326517674
Sudan,Diesel,2036,0.0065653424818831
Sudan,Gas,2024,0.7645634633198373
Sudan,Gas,2030,0.7555547466077576
Sudan,Gas,2036,0.754309888509151
Sudan,Solar,2030,0.2218495564002076
Sudan,Solar,2036,0.2019954046196067
Sudan,Water,2024,0.771038796065295
Sudan,Water,2030,0.7782040812771224
Sudan,Water,2036,0.866322189806106
Sudan,HFO,2024,0.2949968164431223
Sudan,HFO,2030,0.2122978542559581
Sudan,HFO,2036,1.643360304908498e-06
Sudan,Battery,2030,0.0273185211923202
Sudan,Battery,2036,0.026491889332534
Sudan,Biomass,2030,0.8000003857355573
Sudan,Biomass,2036,0.8000004012332325
Sudan,Coal,2024,0.8513013907029905
Sudan,Coal,2030,0.8605831788754832
Sudan,Coal,2036,0.9000002757283149
Sudan,LFO,2024,0.5064445811180752
Sudan,LFO,2030,0.2607556403719313
Sudan,LFO,2036,1.531058358517279e-07
Tanzania,Diesel,2024,5.964445460810013e-05
Tanzania,Diesel,2030,1.2922510331026293e-05
Tanzania,Diesel,2036,1.9694062730953368e-05
Tanzania,Gas,2024,0.3538825573337947
Tanzania,Gas,2030,0.0982827272667339
Tanzania,Gas,2036,0.0424423271267033
Tanzania,Solar,2030,0.2400873608856818
Tanzania,Solar,2036,0.2400833270437125
Tanzania,Water,2024,0.5853870158438405
Tanzania,Water,2030,0.5714110055283028
Tanzania,Water,2036,0.7392860421939252
Tanzania,HFO,2024,1.0570560331245618e-05
Tanzania,HFO,2030,3.4239922101533296e-06
Tanzania,HFO,2036,4.962609831253472e-06
Tanzania,Battery,2030,0.2269886464233028
Tanzania,Battery,2036,0.0683425518384114
Tanzania,Geothermal,2030,0.8644933278962447
Tanzania,Geothermal,2036,0.8341186470235091
Tanzania,Biomass,2024,0.6264421650130035
Tanzania,Biomass,2030,0.6456707606552037
Tanzania,Biomass,2036,0.6456703822312831
Tanzania,Coal,2030,0.3096809711157622
Tanzania,Coal,2036,0.1895092732522428
Uganda,Diesel,2030,0.010834446336315
Uganda,Diesel,2036,0.0104273855332543
Uganda,Gas,2030,0.2267170309941058
Uganda,Gas,2036,0.0824150953558933
Uganda,Solar,2024,0.2487844540928815
Uganda,Solar,2030,0.2487878101835685
Uganda,Solar,2036,0.2487791486112594
Uganda,Water,2024,0.5135886444520409
Uganda,Water,2030,0.5185361539917919
Uganda,Water,2036,0.6164345793697928
Uganda,HFO,2024,1.4724690602982212e-05
Uganda,HFO,2030,3.937596089033755e-06
Uganda,HFO,2036,5.342006971035569e-06
Uganda,Battery,2030,0.076445009821579
Uganda,Battery,2036,0.039305386463714
Uganda,Geothermal,2030,0.9799693804007392
Uganda,Geothermal,2036,0.97995912605098
Uganda,Biomass,2024,0.5657891509972791
Uganda,Biomass,2030,0.686818302029926
Uganda,Biomass,2036,0.6488660721893267
