z,f,y,value
Kenya,Diesel,2030,0.0188523237424247
Kenya,Diesel,2036,0.0112627931843345
Kenya,Gas,2030,0.0303822190721496
Kenya,Gas,2036,0.0098088879799353
Kenya,Solar,2024,0.1799429040333878
Kenya,Solar,2030,0.164084599341286
Kenya,Solar,2036,0.1515591468148606
Kenya,Water,2024,0.557803061954506
Kenya,Water,2030,0.6353136978298517
Kenya,Water,2036,0.637438722681704
Kenya,HFO,2024,1.1484912656514868e-05
Kenya,HFO,2030,2.450807477922514e-06
Kenya,HFO,2036,3.506471649448088e-06
Kenya,Battery,2024,0.0052907424059445
Kenya,Battery,2030,9.207609051322924e-05
Kenya,Battery,2036,0.0025426493372852
Kenya,Geothermal,2024,0.94198825311537
Kenya,Geothermal,2030,0.8647208387419906
Kenya,Geothermal,2036,0.7664553907717409
Kenya,Uranium,2036,0.5850036163036428
Kenya,Biomass,2024,0.8151728848313174
Kenya,Biomass,2030,0.6762233808117828
Kenya,Biomass,2036,0.69271794672866
Kenya,Coal,2030,0.4002682183126136
Kenya,Coal,2036,0.2784060599083717
Kenya,Pumped,2036,0.3441113903960043
Burundi,Diesel,2024,0.9000545894061495
Burundi,Diesel,2030,6.618958524317206e-06
Burundi,Diesel,2036,1.0138027077017898e-05
Burundi,Gas,2030,0.7708825332035999
Burundi,Gas,2036,0.8166632704206397
Burundi,Solar,2024,0.23094144883694
Burundi,Solar,2030,0.2307044825592232
Burundi,Solar,2036,0.2307827039293943
Burundi,Water,2024,0.5628579118858719
Burundi,Water,2030,0.562826802110407
Burundi,Water,2036,0.5628383096844425
Burundi,Peat,2030,0.1163161674977933
Burundi,Peat,2036,0.1864327240473093
Burundi,Waste,2030,0.5019385748192704
Burundi,Waste,2036,0.515273611419723
Burundi,HFO,2030,0.015546116039789
Burundi,HFO,2036,0.0237545329478642
Burundi,Biomass,2030,0.5693430886057745
Burundi,Biomass,2036,0.7540241056902374
Djibouti,Diesel,2024,6.932338291195883e-05
Djibouti,Diesel,2030,1.648767278648176e-05
Djibouti,Diesel,2036,2.1497443788246627e-05
Djibouti,Gas,2030,0.1524882249595539
Djibouti,Gas,2036,0.0048025940669864
Djibouti,Solar,2030,0.0410552074319509
Djibouti,Solar,2036,0.0073392755236849
Djibouti,HFO,2024,0.0882377717129562
Djibouti,HFO,2030,0.0165597951466681
Djibouti,HFO,2036,0.0007286216165527
Djibouti,Battery,2030,0.3096873565548284
Djibouti,Battery,2036,0.0191055443244796
Djibouti,Geothermal,2024,0.4046235595250338
Djibouti,Geothermal,2030,0.182646688177158
Djibouti,Geothermal,2036,0.0826524487205731
Djibouti,Biomass,2030,0.3957317053426066
Djibouti,Biomass,2036,0.8544824984586882
Drc_E,Diesel,2030,0.0107306213422572
Drc_E,Diesel,2036,0.0104444725833255
Drc_E,Solar,2030,0.2305917456021555
Drc_E,Solar,2036,0.1993525244534141
Drc_E,Water,2024,0.6518298758119484
Drc_E,Water,2030,0.6570063678600905
Drc_E,Water,2036,0.6571844294626719
Drc_E,HFO,2030,0.0153350024404931
Drc_E,HFO,2036,0.0139691852505258
Drc_E,Battery,2030,0.0714776851385281
Drc_E,Battery,2036,0.0393173603908953
Drc_E,Biomass,2030,0.8500031041908963
Drc_E,Biomass,2036,0.8500029028716952
Egypt,Diesel,2030,0.0254921384419656
Egypt,Diesel,2036,0.0141547556389025
Egypt,Gas,2024,0.4759861391628254
Egypt,Gas,2030,0.5841139777840864
Egypt,Gas,2036,0.5664589933398859
Egypt,Solar,2024,0.1803501148356352
Egypt,Solar,2030,0.1803503693830628
Egypt,Solar,2036,0.1803502863476902
Egypt,Water,2024,0.5632204779227691
Egypt,Water,2030,0.5632204577497422
Egypt,Water,2036,0.7753973397693774
Egypt,HFO,2024,2.628169854448448e-06
Egypt,HFO,2030,1.0564019039462722e-06
Egypt,HFO,2036,1.6324077951003906e-06
Egypt,Battery,2030,0.2221303565267855
Egypt,Battery,2036,0.0597310932324873
Egypt,Uranium,2030,0.940000045190505
Egypt,Uranium,2036,0.945000043234166
Egypt,Biomass,2030,0.8646830767613133
Egypt,Biomass,2036,0.8508302270667868
Ethiopia,Diesel,2024,1.0764022943486274e-05
Ethiopia,Diesel,2030,2.7728732883533083e-06
Ethiopia,Diesel,2036,5.069424997914345e-06
Ethiopia,Solar,2024,0.1874169708091961
Ethiopia,Solar,2030,1.817102669640613e-05
Ethiopia,Solar,2036,0.2494052057223627
Ethiopia,Water,2024,0.5908693052207481
Ethiopia,Water,2030,0.4268639756092636
Ethiopia,Water,2036,0.6493923817040768
Ethiopia,HFO,2030,0.0289059177162475
Ethiopia,HFO,2036,0.0318244892383559
Ethiopia,Battery,2030,0.405545516750216
Ethiopia,Battery,2036,0.2672364749303008
Ethiopia,Geothermal,2024,0.2351700964896582
Ethiopia,Geothermal,2030,0.2064725492101407
Ethiopia,Geothermal,2036,0.9255288668682652
Ethiopia,Biomass,2024,0.4742131633654373
Ethiopia,Biomass,2030,4.764122763903757e-05
Ethiopia,Biomass,2036,0.8685225802787061
Libya,Diesel,2030,0.017064585944576
Libya,Diesel,2036,0.0142051366929794
Libya,Gas,2024,0.5014860817135572
Libya,Gas,2030,0.4147262216864926
Libya,Gas,2036,0.4120269447461083
Libya,Solar,2024,0.414908065543849
Libya,Solar,2030,0.4149277858927505
Libya,Solar,2036,0.4148767112141228
Libya,HFO,2030,0.0238737403646539
Libya,HFO,2036,0.0188516612064876
Libya,Battery,2030,0.1120760063503978
Libya,Battery,2036,0.0526287902438562
Rwanda,Diesel,2024,1.6843900025349738e-05
Rwanda,Diesel,2030,5.1001598289857205e-06
Rwanda,Diesel,2036,6.052459865486119e-06
Rwanda,Gas,2024,0.018281458771185
Rwanda,Gas,2030,0.3300181022856112
Rwanda,Gas,2036,0.0011811747232863
Rwanda,Solar,2024,0.2225076266848623
Rwanda,Solar,2030,0.2225398428669878
Rwanda,Solar,2036,0.2225041461632733
Rwanda,Water,2024,0.5835447488170257
Rwanda,Water,2030,0.5883455223582518
Rwanda,Water,2036,0.7751036987095279
Rwanda,Peat,2024,4.023937114533806e-05
