z,g,y,value
Kenya,Cummins_Cogeneration_Kenya_Limited,2030,1002.1127403471766
Kenya,Cummins_Cogeneration_Kenya_Limited,2036,1002.1154924568108
Kenya,Municipal_Waste_to_Energy_,2030,214.8534226960691
Kenya,Municipal_Waste_to_Energy_,2036,214.85486065191853
Kenya,Roadtech_Solutions,2030,56.87117975116811
Kenya,Roadtech_Solutions,2036,56.87073273794056
Kenya,Small_Biomass_Thika_Way,2024,111.88877161056996
Kenya,Small_Biomass_Thika_Way,2030,113.75528622681182
Kenya,Small_Biomass_Thika_Way,2036,113.75485588354356
Kenya,Tana_Biomass_Limited_Biogas,2036,162.93821390225546
Kenya,Dongo_Kundu,2030,0.0014535995075149
Kenya,Dongo_Kundu,2036,0.0020183275137013
Kenya,Generic_GENC_Natural_Gas_-_CCGT,2030,0.0019322737774002
Kenya,Generic_GENC_Natural_Gas_-_CCGT,2036,0.0027081649315262
Kenya,CCGT_GENC_CCS,2036,0.0011998905855329
Kenya,Kitui,2030,0.0035922586094579
Kenya,Kitui,2036,0.0043716351206346
Kenya,Lamu_Coal_Power_Station,2030,0.0043793580472011
Kenya,Lamu_Coal_Power_Station,2036,0.0051679442234672
Kenya,AGIL_Longonot_Stage_1,2024,0.0168863365822812
Kenya,AGIL_Longonot_Stage_1,2030,0.0174294562068143
Kenya,AGIL_Longonot_Stage_1,2036,0.0159015009078727
Kenya,AGIL_Longonot_Stage_2,2024,0.0168863365822812
Kenya,AGIL_Longonot_Stage_2,2030,0.0174294562068143
Kenya,AGIL_Longonot_Stage_2,2036,0.0159015009078727
Kenya,AGIL_Longonot_Stage_3,2024,0.0171311111802272
Kenya,AGIL_Longonot_Stage_3,2030,0.0176726914349201
Kenya,AGIL_Longonot_Stage_3,2036,0.0161458905003256
Kenya,AGIL_Longonot_Stage_4,2024,0.0171311111802272
Kenya,AGIL_Longonot_Stage_4,2030,0.0176726914349201
Kenya,AGIL_Longonot_Stage_4,2036,0.0161458905003256
Kenya,Baringo_Silali__-_Korosi_I,2030,0.495850611281164
Kenya,Baringo_Silali__-_Korosi_I,2036,0.4945196431567563
Kenya,Baringo_Silali__-_Paka_I,2030,0.495850611281164
Kenya,Baringo_Silali__-_Paka_I,2036,0.4945196431567563
Kenya,Baringo_Silali__-_Silali_I,2030,0.495850611281164
Kenya,Baringo_Silali__-_Silali_I,2036,0.4945196431567563
Kenya,Eburru_2,2030,0.0156384520028281
Kenya,Eburru_2,2036,0.0148331057508751
Kenya,Generic_GENC_Geothermal,2030,0.0323689636953593
Kenya,Generic_GENC_Geothermal,2036,0.0299565821405161
Kenya,Marine_Power_Akiira___Stage_1,2030,0.0239742204710475
Kenya,Marine_Power_Akiira___Stage_1,2036,0.0221752676562188
Kenya,Menengai_I_Phase_I_Stage_I_-_Orpower22,2030,0.1476579543859651
Kenya,Menengai_I_Phase_I_Stage_I_-_Orpower22,2036,0.1490088703614417
Kenya,Menengai_III_,2030,0.027741624465142
Kenya,Menengai_III_,2036,0.0258664375613744
Kenya,Menengai_Istage2,2030,0.0272174768680526
Kenya,Menengai_Istage2,2036,0.0254178893123733
Kenya,MenengaiV,2036,0.0230352149659365
Kenya,Olkaria_7,2024,1152.8148224446804
Kenya,Olkaria_7,2030,1101.4482410818005
Kenya,Olkaria_7,2036,957.8427823840616
Kenya,Olkaria_8,2030,0.7450815357648749
Kenya,Olkaria_8,2036,0.7432766386167057
Kenya,Olkaria_9_&_other_fields,2030,0.7450815357648749
Kenya,Olkaria_9_&_other_fields,2036,0.7432766386167057
Kenya,Olkaria_Brine,2024,823.4410903607006
Kenya,Olkaria_Brine,2030,768.3565423699845
Kenya,Olkaria_Brine,2036,702.8293330567982
Kenya,Olkaria_Topping,2030,1.497626840360568
Kenya,Olkaria_Topping,2036,1.4922683665441512
Kenya,Olkaria_VI,2024,1152.8148224446804
Kenya,Olkaria_VI,2030,1101.4482410818005
Kenya,Olkaria_VI,2036,957.8427823840616
Kenya,Olsuswa_Unit_1,2024,0.0400321579481578
Kenya,Olsuswa_Unit_1,2030,0.0421045283941842
Kenya,Olsuswa_Unit_1,2036,0.0397516786949171
Kenya,Suswa_I,2030,0.0231302534580399
Kenya,Suswa_I,2036,0.0213199646496237
Kenya,Suswa_II,2030,0.0279036046559088
Kenya,Suswa_II,2036,0.0260299115852097
Kenya,Suswa_III,2036,779.6421837441156
Kenya,Generic_GENC_Natural_Gas_-_OGCT,2030,0.0012544098840294
Kenya,Generic_GENC_Natural_Gas_-_OGCT,2036,0.0018400507187636
Kenya,Generic_LNG_Gas_Turbine,2030,0.0020236715682866
Kenya,Generic_LNG_Gas_Turbine,2036,0.0028849438541352
Kenya,LNG_Gas_Turbine,2030,0.0017084503002624
Kenya,LNG_Gas_Turbine,2036,0.0024647416282596
Kenya,GenericHFO,2030,0.0011835861951653
Kenya,GenericHFO,2036,0.0017723489543476
Kenya,Nuclear_Kenya,2036,0.0063406859964517
Kenya,OCGT_GENC_CCS,2036,0.0009598217350919
Kenya,Greenmillenia_Energy_Ltd,2030,0.0051772591868821
Kenya,Greenmillenia_Energy_Ltd,2036,0.0075391053459692
Kenya,Hanan_Arya_Energy,2024,0.0054961389982337
Kenya,Hanan_Arya_Energy,2030,0.0065480120273718
Kenya,Hanan_Arya_Energy,2036,0.007391760465458
Kenya,Kenergy,2024,0.0029332818453691
Kenya,Kenergy,2030,0.0034099131228346
Kenya,Kenergy,2036,0.0038934249706456
Kenya,Kopere_Solar_Park,2024,0.0029332818453691
Kenya,Kopere_Solar_Park,2030,0.0034099131228346
Kenya,Kopere_Solar_Park,2036,0.0038934249706456
Kenya,Makindu-_Rareh_(Dafre),2024,0.0055694798257041
Kenya,Makindu-_Rareh_(Dafre),2030,0.0066356857323522
Kenya,Makindu-_Rareh_(Dafre),2036,0.0075342122868144
Kenya,SevenForksSolarPower,2030,0.0051804248763553
Kenya,SevenForksSolarPower,2036,0.0075483240591779
Kenya,Sunpower_Kenya_(Makindu-Kibwezi_I),2030,0.0051722593791648
Kenya,Sunpower_Kenya_(Makindu-Kibwezi_I),2036,0.0075299461663516
Kenya,Generic_Small_Hydro,2030,0.0249449212375995
Kenya,Generic_Small_Hydro,2036,0.0261207280793704
Kenya,Karura,2030,0.0328943355146176
Kenya,Karura,2036,0.0332720984817525
Kenya,Generic_Large_Hydro,2030,0.0076153912727969
Kenya,Generic_Large_Hydro,2036,0.0114001766282566
Kenya,High_Grand_Falls_-_I,2030,0.0081272718019335
Kenya,High_Grand_Falls_-_I,2036,0.0121863481764032
Kenya,High_Grand_Falls_-_II,2030,1699.791415093729
Kenya,High_Grand_Falls_-_II,2036,1699.7915860905885
Kenya,BESS_4,2030,0.024997606577469
Kenya,BESS_4,2036,0.1122865331400354
Kenya,Generic_GENC_BESS,2030,0.0250807882155427
Kenya,Generic_GENC_BESS,2036,0.1124290292314687
Kenya,Pumped_Hydro,2036,0.0118197127926805
Kenya,Menengai_I_Quantum,2024,288.204720987009
Kenya,Menengai_I_Quantum,2030,216.36450735918555
Kenya,Menengai_I_Quantum,2036,216.40492551514905
Kenya,Menengai_I_Sosian,2024,288.204720987009
Kenya,Menengai_I_Sosian,2030,216.36450735918555
Kenya,Menengai_I_Sosian,2036,216.40492551514905
Kenya,Olkaria_1_B_(Rehabilitated),2030,482.4559137812802
Kenya,Olkaria_1_B_(Rehabilitated),2036,452.4480703056329
Kenya,Olkaria_1_Unit_6,2024,719.8091992838445
Kenya,Olkaria_1_Unit_6,2030,668.3905574131793
Kenya,Olkaria_1_Unit_6,2036,621.4588319641115
