z,f,y,value
Egypt,Biomass,2036,0.8818192443546138
Ethiopia,Diesel,2024,0.007732012960765
Ethiopia,Diesel,2030,0.0039837606621765
Ethiopia,Diesel,2036,0.0036418602029718
Ethiopia,Solar,2024,1559.71055924614
Ethiopia,Solar,2030,0.1512231693770097
Ethiopia,Solar,2036,2075.804788310853
Ethiopia,Water,2024,19291.08281116549
Ethiopia,Water,2030,39514.00395591938
Ethiopia,Water,2036,77575.97289394849
Ethiopia,HFO,2030,0.0007321342145638
Ethiopia,HFO,2036,0.0012325902651173
Ethiopia,Battery,2030,0.0406089707155749
Ethiopia,Battery,2036,0.0371481007991516
Ethiopia,Geothermal,2024,432.61890950237535
Ethiopia,Geothermal,2030,1094.2700691386087
Ethiopia,Geothermal,2036,4905.221868094553
Ethiopia,Biomass,2024,103.86119193394632
Ethiopia,Biomass,2030,0.1272892980198864
Ethiopia,Biomass,2036,2320.59185769972
Libya,Diesel,2030,0.0006627969793448
Libya,Diesel,2036,0.0010741368062657
Libya,Gas,2024,36853.02863797648
Libya,Gas,2030,53129.01788467655
Libya,Gas,2036,70466.99044043766
Libya,Solar,2024,54.51891981246177
Libya,Solar,2030,54.59449933434471
Libya,Solar,2036,54.67289950941738
Libya,HFO,2030,0.0010663371647624
Libya,HFO,2036,0.0017695622756177
Libya,Battery,2030,0.0267231620111923
Libya,Battery,2036,0.1031784143838991
Rwanda,Diesel,2024,0.0056069974404384
Rwanda,Diesel,2030,0.0016979951649168
Rwanda,Diesel,2036,0.0015910419229892
Rwanda,Gas,2024,4.966852498693641
Rwanda,Gas,2030,90.18389114871842
Rwanda,Gas,2036,0.3231048863894808
Rwanda,Solar,2024,23.974751760040547
Rwanda,Solar,2030,24.04055310658768
Rwanda,Solar,2036,23.453147127543208
Rwanda,Water,2024,703.6638491758837
Rwanda,Water,2030,720.0393071560806
Rwanda,Water,2036,1773.077670447677
Rwanda,Peat,2024,0.0299622357548187
Rwanda,Peat,2030,380.8876215780072
Rwanda,Peat,2036,53.526774508014725
Rwanda,HFO,2024,0.005194704732481
Rwanda,HFO,2030,0.0019508874685328
Rwanda,HFO,2036,0.002659248362908
Rwanda,Battery,2030,0.0405902993864143
Rwanda,Battery,2036,0.1459504191679396
Rwanda,Biomass,2030,188.52661010142484
Rwanda,Biomass,2036,188.52681410031315
Rwanda,Methane,2024,0.0160097170316856
Rwanda,Methane,2030,0.0073455422090725
Rwanda,Methane,2036,0.0045009175193621
Somaliland,Diesel,2030,0.0012397946222292
Somaliland,Diesel,2036,0.0119232526804633
Somaliland,Solar,2030,0.0027963022152345
Somaliland,Solar,2036,172.09213190952465
Somaliland,Water,2030,0.0069581999603954
Somaliland,Water,2036,289.0285670482285
Somaliland,HFO,2030,0.0008939048421816
Somaliland,HFO,2036,6.6219352357845
Somaliland,Battery,2030,108.0084530485653
Somaliland,Battery,2036,46.11039106338867
Mogadishu,Diesel,2030,0.0012594130714265
Mogadishu,Diesel,2036,0.0018574119792227
Mogadishu,Gas,2030,524.1794617374256
Mogadishu,Gas,2036,1806.559740176395
Mogadishu,Solar,2030,0.0032465931512251
Mogadishu,Solar,2036,0.0057420537139961
Mogadishu,HFO,2030,0.0009150791315629
Mogadishu,HFO,2036,0.0013571226165567
Mogadishu,Battery,2030,0.2439129834786678
Mogadishu,Battery,2036,0.3232201212189652
SomaliaROC,Diesel,2030,0.0012517485600653
SomaliaROC,Diesel,2036,0.001855139476671
SomaliaROC,Gas,2030,169.17203198849683
SomaliaROC,Gas,2036,1202.4605177838714
SomaliaROC,Solar,2030,0.0031849250565395
SomaliaROC,Solar,2036,0.0056760016559334
SomaliaROC,Water,2030,0.0086122762777844
SomaliaROC,Water,2036,0.0245399250096495
SomaliaROC,HFO,2030,0.0009070650530513
SomaliaROC,HFO,2036,0.001354116269094
SomaliaROC,Battery,2030,0.2440442305363729
SomaliaROC,Battery,2036,0.3233161686316151
SouthSudan,Diesel,2024,670.1472401647535
SouthSudan,Diesel,2030,25.58700917686013
SouthSudan,Diesel,2036,0.0133922332138584
SouthSudan,Solar,2030,40.32512176597553
SouthSudan,Solar,2036,40.32601668484519
SouthSudan,Water,2030,3956.718786838813
SouthSudan,Water,2036,4177.50448865829
SouthSudan,HFO,2030,254.80404611009791
SouthSudan,HFO,2036,0.0454912585162844
SouthSudan,Battery,2030,16.358304406301816
SouthSudan,Battery,2036,23.789700683761414
Sudan,Diesel,2030,0.0046579189275981
Sudan,Diesel,2036,0.0010034635515652
Sudan,Gas,2024,1419.8860990005362
Sudan,Gas,2030,1403.1558310201988
Sudan,Gas,2036,1400.8439801481145
Sudan,Solar,2030,0.0065548099485026
Sudan,Solar,2036,0.0058119389234491
Sudan,Water,2024,11131.08615862071
Sudan,Water,2030,16620.013942583417
Sudan,Water,2036,29955.6899972111
Sudan,HFO,2024,1956.218288815606
Sudan,HFO,2030,1670.1472112761385
Sudan,HFO,2036,0.006637332336982
Sudan,Battery,2030,207.58613018480727
Sudan,Battery,2036,221.57865418080792
Sudan,Biomass,2030,1737.4255656634118
Sudan,Biomass,2036,1737.4253592545497
Sudan,Coal,2024,3579.5520876279347
Sudan,Coal,2030,3769.354323474616
Sudan,Coal,2036,3942.001207690019
Sudan,LFO,2024,2031.896175012207
Sudan,LFO,2030,4166.552275629819
Sudan,LFO,2036,0.0024464416158575
Tanzania,Diesel,2024,0.0226236187884892
Tanzania,Diesel,2030,0.0051283114546615
Tanzania,Diesel,2036,0.0064363491931166
Tanzania,Gas,2024,4042.4146077262303
Tanzania,Gas,2030,1122.7801489795715
Tanzania,Gas,2036,591.8552340177023
Tanzania,Solar,2030,613.0599427486375
Tanzania,Solar,2036,613.063188328837
Tanzania,Water,2024,4001.528124027935
Tanzania,Water,2030,22557.4878934236
Tanzania,Water,2036,48729.12201438755
Tanzania,HFO,2024,0.0058336808356078
Tanzania,HFO,2030,0.0018897204428104
Tanzania,HFO,2036,0.0027391799408803
Tanzania,Battery,2030,0.0196192622075376
Tanzania,Battery,2036,0.0774327862554262
Tanzania,Geothermal,2030,0.0158175553879286
Tanzania,Geothermal,2036,0.0195580763190649
Tanzania,Biomass,2024,109.7526673102782
Tanzania,Biomass,2030,610.9311029503452
Tanzania,Biomass,2036,610.9308331581615
Tanzania,Coal,2030,0.042340080290907
Tanzania,Coal,2036,0.0530784286731095
Uganda,Diesel,2030,0.0005444270742172
Uganda,Diesel,2036,0.0007780145283054
Uganda,Gas,2030,0.297938494012068
Uganda,Gas,2036,0.1502777631222698
Uganda,Solar,2024,108.9675908926821
Uganda,Solar,2030,130.76649462818827
Uganda,Solar,2036,130.7631966410304
Uganda,Water,2024,7789.1819364248095
Uganda,Water,2030,8057.66927228153
Uganda,Water,2036,12089.24173974978
Uganda,HFO,2024,0.0128988289682124
Uganda,HFO,2030,0.0034495698003145
Uganda,HFO,2036,0.0046800902682253
Uganda,Battery,2030,0.0393815698787512
Uganda,Battery,2036,0.1027985797292382
Uganda,Geothermal,2030,85.8748123587348
Uganda,Geothermal,2036,85.87325637618206
Uganda,Biomass,2024,475.80700664592615
Uganda,Biomass,2030,1676.9650951146234
Uganda,Biomass,2036,1584.3012546606712
