z,f,y,value
Kenya,Diesel,2030,0.0005848944126424
Kenya,Diesel,2036,0.0008493818802259
Kenya,Gas,2030,0.0108301644105814
Kenya,Gas,2036,0.0176081336161531
Kenya,Solar,2024,521.7718271229243
Kenya,Solar,2030,521.7980194303352
Kenya,Solar,2036,521.8067028373945
Kenya,Water,2024,4065.4472125042657
Kenya,Water,2030,5899.406352561756
Kenya,Water,2036,5954.857162159698
Kenya,HFO,2024,0.0776692485204662
Kenya,HFO,2030,0.0165743317984999
Kenya,HFO,2036,0.0175407239286033
Kenya,Battery,2024,11.586725869018531
Kenya,Battery,2030,0.2016890923230987
Kenya,Battery,2036,5.589665268838534
Kenya,Geothermal,2024,11206.080160313084
Kenya,Geothermal,2030,10769.125910671522
Kenya,Geothermal,2036,9108.939066779336
Kenya,Uranium,2036,0.0063406859964517
Kenya,Biomass,2024,325.98407065954405
Kenya,Biomass,2030,1704.3386793403984
Kenya,Biomass,2036,1867.281158332644
Kenya,Coal,2030,0.0105062850358267
Kenya,Coal,2036,0.0127303670742934
Kenya,Pumped,2036,0.0118197127926805
Burundi,Diesel,2024,268.0722589087276
Burundi,Diesel,2030,0.0019716602192746
Burundi,Diesel,2036,0.0030199207501397
Burundi,Gas,2030,1967.153989073517
Burundi,Gas,2036,6266.475516462919
Burundi,Solar,2024,16.18437673449276
Burundi,Solar,2030,16.174017016028003
Burundi,Solar,2036,16.192187552878032
Burundi,Water,2024,560.6142369361381
Burundi,Water,2030,560.709883865147
Burundi,Water,2036,560.8270775526971
Burundi,Peat,2030,0.0028174108342848
Burundi,Peat,2036,0.0052046866882486
Burundi,Waste,2030,0.0087296531238456
Burundi,Waste,2036,0.0130434070615105
Burundi,HFO,2030,0.0007247163481644
Burundi,HFO,2036,0.0011034014059267
Burundi,Biomass,2030,0.0059627986197363
Burundi,Biomass,2036,0.0153293954029825
Djibouti,Diesel,2024,0.019068366997295
Djibouti,Diesel,2030,0.0045360124801667
Djibouti,Diesel,2036,0.0059147715877218
Djibouti,Gas,2030,0.0151826552061571
Djibouti,Gas,2036,0.0127506218147154
Djibouti,Solar,2030,17.982640317143648
Djibouti,Solar,2036,3.21515495993741
Djibouti,HFO,2024,64.15591905705621
Djibouti,HFO,2030,18.424132556385345
Djibouti,HFO,2036,0.9064143159493052
Djibouti,Battery,2030,43.82436498339168
Djibouti,Battery,2036,7.613680779876586
Djibouti,Geothermal,2024,0.0106252015225448
Djibouti,Geothermal,2030,0.0046425595447198
Djibouti,Geothermal,2036,0.002036348885028
Djibouti,Biomass,2030,0.0592169991686356
Djibouti,Biomass,2036,0.1272509293126923
Drc_E,Diesel,2030,0.0005499668813562
Drc_E,Diesel,2036,0.0007731037861029
Drc_E,Solar,2030,0.0033944864247907
Drc_E,Solar,2036,0.0039595961464407
Drc_E,Water,2024,541.3408635133273
Drc_E,Water,2030,654.7645609865781
Drc_E,Water,2036,655.3458186066734
Drc_E,HFO,2030,0.0009380604226371
Drc_E,HFO,2036,0.0012772587693444
Drc_E,Battery,2030,0.0443694683124867
Drc_E,Battery,2036,0.1575269283959012
Drc_E,Biomass,2030,207.50193497617428
Drc_E,Biomass,2036,207.50165825175532
Egypt,Diesel,2030,0.0005931714046409
Egypt,Diesel,2036,0.0009653263592355
Egypt,Gas,2024,192086.91006042864
Egypt,Gas,2030,224122.76406730883
Egypt,Gas,2036,216890.31826996463
Egypt,Solar,2024,3486.7664821540843
Egypt,Solar,2030,3486.7803647231503
Egypt,Solar,2036,3486.7941748075123
Egypt,Water,2024,13972.553846860992
Egypt,Water,2030,13972.57575061865
Egypt,Water,2036,38255.30007583415
Egypt,HFO,2024,0.0223781304230692
Egypt,HFO,2030,0.0034425452056482
Egypt,HFO,2036,0.0053196946307836
Egypt,Battery,2030,0.0191067290379413
Egypt,Battery,2036,0.0601250300604946
Egypt,Uranium,2030,19762.56095008517
Egypt,Uranium,2036,39735.36181791021
Egypt,Biomass,2030,0.0511696513931398
