z,uni,y,q,value
Tanzania,Unmet demand: GWh,2024,Q4,0.0001756416982345
Tanzania,Unmet demand: GWh,2030,Q1,8.006050458114962e-05
Tanzania,Unmet demand: GWh,2030,Q2,7.917597882936903e-05
Tanzania,Unmet demand: GWh,2030,Q3,8.134790045055347e-05
Tanzania,Unmet demand: GWh,2030,Q4,8.108350881720165e-05
Tanzania,Unmet demand: GWh,2036,Q1,9.58387054768513e-05
Tanzania,Unmet demand: GWh,2036,Q2,9.577630112664064e-05
Tanzania,Unmet demand: GWh,2036,Q3,9.805242557162304e-05
Tanzania,Unmet demand: GWh,2036,Q4,9.848593193050616e-05
Tanzania,Surplus generation: GWh,2024,Q1,0.0009397651988804
Tanzania,Surplus generation: GWh,2024,Q2,0.0009470976081389
Tanzania,Surplus generation: GWh,2024,Q3,0.0009454008137588
Tanzania,Surplus generation: GWh,2024,Q4,0.0009284658622252
Tanzania,Surplus generation: GWh,2030,Q1,0.0002810537678033
Tanzania,Surplus generation: GWh,2030,Q2,0.0003531628143123
Tanzania,Surplus generation: GWh,2030,Q3,0.0003080578042933
Tanzania,Surplus generation: GWh,2030,Q4,0.0002729529637138
Tanzania,Surplus generation: GWh,2036,Q1,0.0003707786739347
Tanzania,Surplus generation: GWh,2036,Q2,0.0004230756103602
Tanzania,Surplus generation: GWh,2036,Q3,0.0003871202393996
Tanzania,Surplus generation: GWh,2036,Q4,0.0003205524968224
Tanzania,Imports exchange: GWh,2024,Q1,994.0944388592916
Tanzania,Imports exchange: GWh,2024,Q2,1131.8160000558685
Tanzania,Imports exchange: GWh,2024,Q3,1346.7190821912598
Tanzania,Imports exchange: GWh,2024,Q4,1121.7225970145043
Tanzania,Imports exchange: GWh,2030,Q1,835.4756132295961
Tanzania,Imports exchange: GWh,2030,Q2,0.1000352682408819
Tanzania,Imports exchange: GWh,2030,Q3,976.3825377350807
Tanzania,Imports exchange: GWh,2030,Q4,970.5307994860408
Tanzania,Imports exchange: GWh,2036,Q1,1069.044615578013
Tanzania,Imports exchange: GWh,2036,Q2,333.5396084512819
Tanzania,Imports exchange: GWh,2036,Q3,773.0855182051025
Tanzania,Imports exchange: GWh,2036,Q4,1768.5759636581454
Tanzania,Exports exchange: GWh,2024,Q1,0.102307550465678
Tanzania,Exports exchange: GWh,2024,Q2,0.0689459589465191
Tanzania,Exports exchange: GWh,2024,Q3,0.0683246341411433
Tanzania,Exports exchange: GWh,2024,Q4,0.0988590411389384
Tanzania,Exports exchange: GWh,2030,Q1,0.059297123111298
Tanzania,Exports exchange: GWh,2030,Q2,275.40704517336053
Tanzania,Exports exchange: GWh,2030,Q3,28.881242209989047
Tanzania,Exports exchange: GWh,2030,Q4,0.0361548446406613
Tanzania,Exports exchange: GWh,2036,Q1,0.1783635154990339
Tanzania,Exports exchange: GWh,2036,Q2,770.4767062685273
Tanzania,Exports exchange: GWh,2036,Q3,1.308865008988524
Tanzania,Exports exchange: GWh,2036,Q4,0.2725736803568397
Uganda,Demand: GWh,2024,Q1,1492.8514017165337
Uganda,Demand: GWh,2024,Q2,1513.0003972678971
Uganda,Demand: GWh,2024,Q3,1521.818577485232
Uganda,Demand: GWh,2024,Q4,1485.3296235303308
Uganda,Demand: GWh,2030,Q1,2395.7823142859115
Uganda,Demand: GWh,2030,Q2,2428.107943221372
Uganda,Demand: GWh,2030,Q3,2442.2819574532846
Uganda,Demand: GWh,2030,Q4,2383.827785039434
Uganda,Demand: GWh,2036,Q1,3342.749204504174
Uganda,Demand: GWh,2036,Q2,3387.843309109665
Uganda,Demand: GWh,2036,Q3,3407.6387516213485
Uganda,Demand: GWh,2036,Q4,3326.1687347648203
Uganda,Total production: GWh,2024,Q1,2042.738632691049
Uganda,Total production: GWh,2024,Q2,2124.6819782581024
Uganda,Total production: GWh,2024,Q3,2147.0900546073062
Uganda,Total production: GWh,2024,Q4,2059.4587672359125
Uganda,Total production: GWh,2030,Q1,2459.1212766183257
Uganda,Total production: GWh,2030,Q2,2499.156769613541
Uganda,Total production: GWh,2030,Q3,2511.2517353238827
Uganda,Total production: GWh,2030,Q4,2482.0872068880835
Uganda,Total production: GWh,2036,Q1,3360.42244119907
Uganda,Total production: GWh,2036,Q2,3504.312486279305
Uganda,Total production: GWh,2036,Q3,3527.44156063042
Uganda,Total production: GWh,2036,Q4,3498.2614937665358
Uganda,Unmet demand: GWh,2024,Q1,0.0001655783843361
Uganda,Unmet demand: GWh,2024,Q2,0.0001646328763776
Uganda,Unmet demand: GWh,2024,Q3,0.0001647816113534
Uganda,Unmet demand: GWh,2024,Q4,0.0001657392518019
Uganda,Unmet demand: GWh,2030,Q1,6.630877447493793e-05
Uganda,Unmet demand: GWh,2030,Q2,6.527979603297933e-05
Uganda,Unmet demand: GWh,2030,Q3,6.686911965028591e-05
Uganda,Unmet demand: GWh,2030,Q4,6.696691010419903e-05
Uganda,Unmet demand: GWh,2036,Q1,7.913797658790584e-05
Uganda,Unmet demand: GWh,2036,Q2,7.883473592561207e-05
Uganda,Unmet demand: GWh,2036,Q3,8.021561723314699e-05
Uganda,Unmet demand: GWh,2036,Q4,8.107287706457644e-05
Uganda,Surplus generation: GWh,2024,Q1,0.0010072450206046
Uganda,Surplus generation: GWh,2024,Q2,0.001056432690693
Uganda,Surplus generation: GWh,2024,Q3,0.0010537438643754
Uganda,Surplus generation: GWh,2024,Q4,0.0010087415717415
Uganda,Surplus generation: GWh,2030,Q1,0.0002587750389193
Uganda,Surplus generation: GWh,2030,Q2,0.0003247925756152
Uganda,Surplus generation: GWh,2030,Q3,0.0002823520121692
Uganda,Surplus generation: GWh,2030,Q4,0.0002565570374048
Uganda,Surplus generation: GWh,2036,Q1,0.0003746296585164
Uganda,Surplus generation: GWh,2036,Q2,0.0004235597199596
Uganda,Surplus generation: GWh,2036,Q3,0.0003888859194841
Uganda,Surplus generation: GWh,2036,Q4,0.0003266373165914
Uganda,Imports exchange: GWh,2024,Q1,0.1036204340263777
Uganda,Imports exchange: GWh,2024,Q2,0.0741544901171241
Uganda,Imports exchange: GWh,2024,Q3,0.0736324239831393
Uganda,Imports exchange: GWh,2024,Q4,0.1007340855343325
Uganda,Imports exchange: GWh,2030,Q1,0.0721742783502757
Uganda,Imports exchange: GWh,2030,Q2,181.79910507337212
Uganda,Imports exchange: GWh,2030,Q3,240.41867017203344
Uganda,Imports exchange: GWh,2030,Q4,0.0378038016211454
Uganda,Imports exchange: GWh,2036,Q1,149.21932558863875
Uganda,Imports exchange: GWh,2036,Q2,31.18345137523916
Uganda,Imports exchange: GWh,2036,Q3,2.548375919119102
Uganda,Imports exchange: GWh,2036,Q4,309.5918652974816
Uganda,Exports exchange: GWh,2024,Q1,549.9751858906277
Uganda,Exports exchange: GWh,2024,Q2,611.7407737628961
Uganda,Exports exchange: GWh,2024,Q3,625.3300358869408
Uganda,Exports exchange: GWh,2024,Q4,574.2140357650038
Uganda,Exports exchange: GWh,2030,Q1,63.38016950531017
Uganda,Exports exchange: GWh,2030,Q2,247.35176521618223
Uganda,Exports exchange: GWh,2030,Q3,302.1445960525347
Uganda,Exports exchange: GWh,2030,Q4,98.26671804963205
Uganda,Exports exchange: GWh,2036,Q1,162.36876145187514
Uganda,Exports exchange: GWh,2036,Q2,146.64664829774472
Uganda,Exports exchange: GWh,2036,Q3,122.22291213688855
Uganda,Exports exchange: GWh,2036,Q4,472.3587151079388
