z,uni,y,q,value
Burundi,Total production: GWh,2030,Q4,630.2473772656022
Burundi,Total production: GWh,2036,Q1,1690.0759863611938
Burundi,Total production: GWh,2036,Q2,1718.889535700867
Burundi,Total production: GWh,2036,Q3,1720.0819063719073
Burundi,Total production: GWh,2036,Q4,1714.485053945844
Burundi,Unmet demand: GWh,2024,Q1,6.227320805164362
Burundi,Unmet demand: GWh,2024,Q2,0.273954579486979
Burundi,Unmet demand: GWh,2024,Q3,12.3404169514439
Burundi,Unmet demand: GWh,2024,Q4,12.277884875137357
Burundi,Unmet demand: GWh,2030,Q1,4.524954192432453e-05
Burundi,Unmet demand: GWh,2030,Q2,4.606905757029044e-05
Burundi,Unmet demand: GWh,2030,Q3,4.542377937567045e-05
Burundi,Unmet demand: GWh,2030,Q4,4.558512325967384e-05
Burundi,Unmet demand: GWh,2036,Q1,5.437371311698037e-05
Burundi,Unmet demand: GWh,2036,Q2,5.43234039298056e-05
Burundi,Unmet demand: GWh,2036,Q3,5.4075959562461823e-05
Burundi,Unmet demand: GWh,2036,Q4,5.4281582042113695e-05
Burundi,Surplus generation: GWh,2024,Q1,0.0001458530543866
Burundi,Surplus generation: GWh,2024,Q2,0.0003870645262959
Burundi,Surplus generation: GWh,2024,Q3,0.0001448430271459
Burundi,Surplus generation: GWh,2024,Q4,0.0001449438262539
Burundi,Surplus generation: GWh,2030,Q1,0.0003052135007885
Burundi,Surplus generation: GWh,2030,Q2,0.000307392522621
Burundi,Surplus generation: GWh,2030,Q3,0.0003056684908773
Burundi,Surplus generation: GWh,2030,Q4,0.0003044182302746
Burundi,Surplus generation: GWh,2036,Q1,0.0003608690892964
Burundi,Surplus generation: GWh,2036,Q2,0.0004215393838246
Burundi,Surplus generation: GWh,2036,Q3,0.0003742299047877
Burundi,Surplus generation: GWh,2036,Q4,0.0003672433659053
Burundi,Imports exchange: GWh,2024,Q1,58.320721708648456
Burundi,Imports exchange: GWh,2024,Q2,58.96823795316869
Burundi,Imports exchange: GWh,2024,Q3,59.61674344648623
Burundi,Imports exchange: GWh,2024,Q4,59.6167423518522
Burundi,Imports exchange: GWh,2030,Q1,0.0008104664541038
Burundi,Imports exchange: GWh,2030,Q2,0.0057559942386208
Burundi,Imports exchange: GWh,2030,Q3,0.0012505811010222
Burundi,Imports exchange: GWh,2030,Q4,0.0009051588584831
Burundi,Imports exchange: GWh,2036,Q1,0.0427873314242129
Burundi,Imports exchange: GWh,2036,Q2,0.0200478626120648
Burundi,Imports exchange: GWh,2036,Q3,0.0558616671045846
Burundi,Imports exchange: GWh,2036,Q4,0.004933486031174
Burundi,Exports exchange: GWh,2024,Q1,0.0001603566718082
Burundi,Exports exchange: GWh,2024,Q2,0.000631157922357
Burundi,Exports exchange: GWh,2024,Q3,0.0001584571342601
Burundi,Exports exchange: GWh,2024,Q4,0.0001594587872437
Burundi,Exports exchange: GWh,2030,Q1,58.29472316163858
Burundi,Exports exchange: GWh,2030,Q2,58.598244702520056
Burundi,Exports exchange: GWh,2030,Q3,59.57767556946018
Burundi,Exports exchange: GWh,2030,Q4,59.54979594723028
Burundi,Exports exchange: GWh,2036,Q1,924.927833710525
Burundi,Exports exchange: GWh,2036,Q2,942.0881330936256
Burundi,Exports exchange: GWh,2036,Q3,942.3319429711704
Burundi,Exports exchange: GWh,2036,Q4,952.4578587720204
Djibouti,Demand: GWh,2024,Q1,126.590684129927
Djibouti,Demand: GWh,2024,Q2,214.40306291770415
Djibouti,Demand: GWh,2024,Q3,237.30584673000763
Djibouti,Demand: GWh,2024,Q4,172.08800312236042
Djibouti,Demand: GWh,2030,Q1,189.88602603075884
Djibouti,Demand: GWh,2030,Q2,321.60459432568337
Djibouti,Demand: GWh,2030,Q3,355.9587700709452
Djibouti,Demand: GWh,2030,Q4,258.1320045726118
Djibouti,Demand: GWh,2036,Q1,292.51863848458805
Djibouti,Demand: GWh,2036,Q2,495.43054865698144
Djibouti,Demand: GWh,2036,Q3,548.3530144348738
Djibouti,Demand: GWh,2036,Q4,397.6512864235588
Djibouti,Total production: GWh,2024,Q1,0.0125909725543327
Djibouti,Total production: GWh,2024,Q2,20.94355967974563
Djibouti,Total production: GWh,2024,Q3,40.35293448044583
Djibouti,Total production: GWh,2024,Q4,2.876527492830282
Djibouti,Total production: GWh,2030,Q1,13.912330625950675
Djibouti,Total production: GWh,2030,Q2,21.42593732200538
Djibouti,Total production: GWh,2030,Q3,30.933614576252328
Djibouti,Total production: GWh,2030,Q4,14.042833559111918
Djibouti,Total production: GWh,2036,Q1,0.1087160808925429
Djibouti,Total production: GWh,2036,Q2,3.9872387268695246
Djibouti,Total production: GWh,2036,Q3,7.684136657818155
Djibouti,Total production: GWh,2036,Q4,0.1031112617832343
Djibouti,Unmet demand: GWh,2024,Q1,0.0001616526511525
Djibouti,Unmet demand: GWh,2024,Q2,0.0001796645384155
Djibouti,Unmet demand: GWh,2024,Q3,0.0001816951338332
Djibouti,Unmet demand: GWh,2024,Q4,0.0001668860708195
Djibouti,Unmet demand: GWh,2030,Q1,4.059951748390596e-05
Djibouti,Unmet demand: GWh,2030,Q2,4.25710680766183e-05
Djibouti,Unmet demand: GWh,2030,Q3,4.31686321143117e-05
Djibouti,Unmet demand: GWh,2030,Q4,4.0874431548925056e-05
Djibouti,Unmet demand: GWh,2036,Q1,5.650855228581699e-05
Djibouti,Unmet demand: GWh,2036,Q2,5.675335629401396e-05
Djibouti,Unmet demand: GWh,2036,Q3,5.718216798361744e-05
Djibouti,Unmet demand: GWh,2036,Q4,5.707329406863976e-05
Djibouti,Surplus generation: GWh,2024,Q1,0.001383767860885
Djibouti,Surplus generation: GWh,2024,Q2,0.0007920439085806
Djibouti,Surplus generation: GWh,2024,Q3,0.0007162880860613
Djibouti,Surplus generation: GWh,2024,Q4,0.0011748481830083
Djibouti,Surplus generation: GWh,2030,Q1,0.0003036060852236
Djibouti,Surplus generation: GWh,2030,Q2,0.0002148685460256
Djibouti,Surplus generation: GWh,2030,Q3,0.0001896075536742
Djibouti,Surplus generation: GWh,2030,Q4,0.0002999190410505
Djibouti,Surplus generation: GWh,2036,Q1,0.000365469725278
Djibouti,Surplus generation: GWh,2036,Q2,0.000381837700952
Djibouti,Surplus generation: GWh,2036,Q3,0.000355225908497
Djibouti,Surplus generation: GWh,2036,Q4,0.000349784426816
Djibouti,Imports exchange: GWh,2024,Q1,132.21897402669194
Djibouti,Imports exchange: GWh,2024,Q2,199.76342943510232
Djibouti,Imports exchange: GWh,2024,Q3,203.07183524591977
Djibouti,Imports exchange: GWh,2024,Q4,174.61019061685815
Djibouti,Imports exchange: GWh,2030,Q1,273.9436809407809
Djibouti,Imports exchange: GWh,2030,Q2,336.2675285355585
Djibouti,Imports exchange: GWh,2030,Q3,347.6202846752508
Djibouti,Imports exchange: GWh,2030,Q4,312.4301508881143
Djibouti,Imports exchange: GWh,2036,Q1,301.5666925434593
Djibouti,Imports exchange: GWh,2036,Q2,509.11127583043833
Djibouti,Imports exchange: GWh,2036,Q3,564.0914605482319
Djibouti,Imports exchange: GWh,2036,Q4,409.9431838126452
Djibouti,Exports exchange: GWh,2024,Q1,1.667764577331028
Djibouti,Exports exchange: GWh,2024,Q2,0.3050298367156697
Djibouti,Exports exchange: GWh,2024,Q3,0.0207938342002394
Djibouti,Exports exchange: GWh,2024,Q4,0.1539595122979065
Djibouti,Exports exchange: GWh,2030,Q1,71.00074075281766
Djibouti,Exports exchange: GWh,2030,Q2,12.907719079298086
Djibouti,Exports exchange: GWh,2030,Q3,5.628751969643179
Djibouti,Exports exchange: GWh,2030,Q4,40.15738447548596
Djibouti,Exports exchange: GWh,2036,Q1,0.0253494961541052
Djibouti,Exports exchange: GWh,2036,Q2,0.0453067627098807
Djibouti,Exports exchange: GWh,2036,Q3,0.0199852817724324
Djibouti,Exports exchange: GWh,2036,Q4,0.0204274884907668
Drc_E,Demand: GWh,2024,Q1,156.9462214767034
Drc_E,Demand: GWh,2024,Q2,159.2749295405633
Drc_E,Demand: GWh,2024,Q3,159.61343189226088
Drc_E,Demand: GWh,2024,Q4,156.66541709047274
Drc_E,Demand: GWh,2030,Q1,206.07721254464727
Drc_E,Demand: GWh,2030,Q2,209.13490747884703
Drc_E,Demand: GWh,2030,Q3,209.5793757883904
Drc_E,Demand: GWh,2030,Q4,205.70850418811577
Drc_E,Demand: GWh,2036,Q1,257.3173623231392
Drc_E,Demand: GWh,2036,Q2,261.13533902043935
Drc_E,Demand: GWh,2036,Q3,261.6903223271155
Drc_E,Demand: GWh,2036,Q4,256.8569763293062
Drc_E,Total production: GWh,2024,Q1,135.88685858679517
Drc_E,Total production: GWh,2024,Q2,142.4756821510576
Drc_E,Total production: GWh,2024,Q3,131.96530416133152
Drc_E,Total production: GWh,2024,Q4,131.01301861414262
Drc_E,Total production: GWh,2030,Q1,216.2950267435395
Drc_E,Total production: GWh,2030,Q2,232.78664633284495
Drc_E,Total production: GWh,2030,Q3,206.8842581961441
Drc_E,Total production: GWh,2030,Q4,206.3498166722649
Drc_E,Total production: GWh,2036,Q1,216.46616020768363
Drc_E,Total production: GWh,2036,Q2,232.96770209465163
Drc_E,Total production: GWh,2036,Q3,207.05885345239912
Drc_E,Total production: GWh,2036,Q4,206.51829799079272
Drc_E,Unmet demand: GWh,2024,Q1,0.0001725216443558
Drc_E,Unmet demand: GWh,2024,Q2,0.000169553808143
Drc_E,Unmet demand: GWh,2024,Q3,1.9484463090646211
Drc_E,Unmet demand: GWh,2024,Q4,0.0001747719796138
Drc_E,Unmet demand: GWh,2030,Q1,3.3832807763439894e-05
Drc_E,Unmet demand: GWh,2030,Q2,3.273684796933141e-05
Drc_E,Unmet demand: GWh,2030,Q3,3.3408861577474854e-05
Drc_E,Unmet demand: GWh,2030,Q4,3.388679340660167e-05
Drc_E,Unmet demand: GWh,2036,Q1,4.555297424459194e-05
Drc_E,Unmet demand: GWh,2036,Q2,4.495210330274818e-05
Drc_E,Unmet demand: GWh,2036,Q3,4.540186017489148e-05
Drc_E,Unmet demand: GWh,2036,Q4,4.6431040026108624e-05
Drc_E,Surplus generation: GWh,2024,Q1,0.0008197924380199
Drc_E,Surplus generation: GWh,2024,Q2,0.0008793522498808
Drc_E,Surplus generation: GWh,2024,Q3,0.0001685535303975
Drc_E,Surplus generation: GWh,2024,Q4,0.0008061587226792
Drc_E,Surplus generation: GWh,2030,Q1,0.0002084876834413
Drc_E,Surplus generation: GWh,2030,Q2,0.0002741346228646
Drc_E,Surplus generation: GWh,2030,Q3,0.0002286947787899
Drc_E,Surplus generation: GWh,2030,Q4,0.0002083850999214
Drc_E,Surplus generation: GWh,2036,Q1,0.0003384561699917
Drc_E,Surplus generation: GWh,2036,Q2,0.0003837184315014
Drc_E,Surplus generation: GWh,2036,Q3,0.0003502656405747
Drc_E,Surplus generation: GWh,2036,Q4,0.0002963588723276
Drc_E,Imports exchange: GWh,2024,Q1,21.735337037467687
Drc_E,Imports exchange: GWh,2024,Q2,17.34754168323549
Drc_E,Imports exchange: GWh,2024,Q3,26.496268524936408
Drc_E,Imports exchange: GWh,2024,Q4,26.46310107255713
Drc_E,Imports exchange: GWh,2030,Q1,2.5098940351819627
Drc_E,Imports exchange: GWh,2030,Q2,3.9774791969991594
Drc_E,Imports exchange: GWh,2030,Q3,2.843846509092372
Drc_E,Imports exchange: GWh,2030,Q4,3.2750831236789257
Drc_E,Imports exchange: GWh,2036,Q1,218.57954102648787
Drc_E,Imports exchange: GWh,2036,Q2,227.8911973798178
Drc_E,Imports exchange: GWh,2036,Q3,220.3267946025088
Drc_E,Imports exchange: GWh,2036,Q4,230.3415766322047
Drc_E,Exports exchange: GWh,2024,Q1,0.0219449145726955
Drc_E,Exports exchange: GWh,2024,Q2,0.0258217269575628
Drc_E,Exports exchange: GWh,2024,Q3,0.0001792395395729
Drc_E,Exports exchange: GWh,2024,Q4,0.0148268198747084
Drc_E,Exports exchange: GWh,2030,Q1,12.640536849477892
Drc_E,Exports exchange: GWh,2030,Q2,27.484746053065507
Drc_E,Exports exchange: GWh,2030,Q3,0.0498212046265859
Drc_E,Exports exchange: GWh,2030,Q4,3.806148116407451
Drc_E,Exports exchange: GWh,2036,Q1,171.1268395691645
Drc_E,Exports exchange: GWh,2036,Q2,192.81494533043485
Drc_E,Exports exchange: GWh,2036,Q3,159.0388649015402
Drc_E,Exports exchange: GWh,2036,Q4,173.0570218796325
Egypt,Demand: GWh,2024,Q1,44950.2182516646
Egypt,Demand: GWh,2024,Q2,52229.34643120235
Egypt,Demand: GWh,2024,Q3,61720.171816964
Egypt,Demand: GWh,2024,Q4,47670.263500169
Egypt,Demand: GWh,2030,Q1,56351.95065576702
Egypt,Demand: GWh,2030,Q2,65478.28989723115
Egypt,Demand: GWh,2030,Q3,77377.60356214043
Egypt,Demand: GWh,2030,Q4,59762.15588486128
Egypt,Demand: GWh,2036,Q1,66167.60203248262
Egypt,Demand: GWh,2036,Q2,76883.43484429982
Egypt,Demand: GWh,2036,Q3,90855.19466455298
Egypt,Demand: GWh,2036,Q4,70171.7684586645
Egypt,Total production: GWh,2024,Q1,45986.02794422087
Egypt,Total production: GWh,2024,Q2,52615.58901437632
Egypt,Total production: GWh,2024,Q3,62220.516887931415
Egypt,Total production: GWh,2024,Q4,48724.118921045854
Egypt,Total production: GWh,2030,Q1,57388.347507342456
Egypt,Total production: GWh,2030,Q2,65619.1410340474
Egypt,Total production: GWh,2030,Q3,77515.85061476917
Egypt,Total production: GWh,2030,Q4,60821.41628867468
Egypt,Total production: GWh,2036,Q1,66688.25311905824
Egypt,Total production: GWh,2036,Q2,73194.47937733502
Egypt,Total production: GWh,2036,Q3,87051.31039168633
Egypt,Total production: GWh,2036,Q4,71434.67967973628
Egypt,Unmet demand: GWh,2024,Q1,0.0001849969146885
Egypt,Unmet demand: GWh,2024,Q2,0.000185310904022
Egypt,Unmet demand: GWh,2024,Q3,0.0001861877007278
Egypt,Unmet demand: GWh,2024,Q4,0.0001861715524545
Egypt,Unmet demand: GWh,2030,Q1,6.185249342275658e-05
Egypt,Unmet demand: GWh,2030,Q2,6.167888274008196e-05
Egypt,Unmet demand: GWh,2030,Q3,6.104305150629233e-05
Egypt,Unmet demand: GWh,2030,Q4,6.251224899652328e-05
Egypt,Unmet demand: GWh,2036,Q1,7.380521273745365e-05
Egypt,Unmet demand: GWh,2036,Q2,7.811456555535911e-05
Egypt,Unmet demand: GWh,2036,Q3,7.862919994981618e-05
Egypt,Unmet demand: GWh,2036,Q4,7.54927433162605e-05
Egypt,Surplus generation: GWh,2024,Q1,0.001366986987248
Egypt,Surplus generation: GWh,2024,Q2,0.0012606587024124
Egypt,Surplus generation: GWh,2024,Q3,0.0011347954995623
Egypt,Surplus generation: GWh,2024,Q4,0.0013330889824893
Egypt,Surplus generation: GWh,2030,Q1,0.0002651775860877
Egypt,Surplus generation: GWh,2030,Q2,0.0002579411715037
Egypt,Surplus generation: GWh,2030,Q3,0.0002548566234655
Egypt,Surplus generation: GWh,2030,Q4,0.0002628296955597
Egypt,Surplus generation: GWh,2036,Q1,0.0003538778797095
Egypt,Surplus generation: GWh,2036,Q2,0.0003407386319724
Egypt,Surplus generation: GWh,2036,Q3,0.0003329889499966
Egypt,Surplus generation: GWh,2036,Q4,0.0003506425062397
Egypt,Imports exchange: GWh,2024,Q1,0.0266855834347686
Egypt,Imports exchange: GWh,2024,Q2,297.2437462760521
Egypt,Imports exchange: GWh,2024,Q3,253.53982653608128
Egypt,Imports exchange: GWh,2024,Q4,0.0301830063865368
Egypt,Imports exchange: GWh,2030,Q1,0.0058680010872201
Egypt,Imports exchange: GWh,2030,Q2,438.8015256226698
Egypt,Imports exchange: GWh,2030,Q3,428.1947526240903
Egypt,Imports exchange: GWh,2030,Q4,0.0125102173018843
Egypt,Imports exchange: GWh,2036,Q1,663.0789152467097
Egypt,Imports exchange: GWh,2036,Q2,4523.655397985243
Egypt,Imports exchange: GWh,2036,Q3,4436.582458458724
Egypt,Imports exchange: GWh,2036,Q4,117.0736684262437
Egypt,Exports exchange: GWh,2024,Q1,1035.8154860949578
Egypt,Exports exchange: GWh,2024,Q2,674.5487510624031
Egypt,Exports exchange: GWh,2024,Q3,746.2584667440881
Egypt,Exports exchange: GWh,2024,Q4,1053.8642730507484
Egypt,Exports exchange: GWh,2030,Q1,1036.3776049987648
Egypt,Exports exchange: GWh,2030,Q2,566.4634339734772
Egypt,Exports exchange: GWh,2030,Q3,553.5705990732537
Egypt,Exports exchange: GWh,2030,Q4,1059.2471623634176
Egypt,Exports exchange: GWh,2036,Q1,1163.8026694423795
Egypt,Exports exchange: GWh,2036,Q2,698.954492894111
Egypt,Exports exchange: GWh,2036,Q3,499.5624999811458
Egypt,Exports exchange: GWh,2036,Q4,1376.4372594178187
Ethiopia,Demand: GWh,2024,Q1,4139.709458620393
Ethiopia,Demand: GWh,2024,Q2,4485.547067945511
Ethiopia,Demand: GWh,2024,Q3,4625.996815140422
Ethiopia,Demand: GWh,2024,Q4,4533.746658293675
Ethiopia,Demand: GWh,2030,Q1,7913.34839905761
Ethiopia,Demand: GWh,2030,Q2,8574.35436759219
Ethiopia,Demand: GWh,2030,Q3,8842.806568746832
Ethiopia,Demand: GWh,2030,Q4,8666.49066460338
Ethiopia,Demand: GWh,2036,Q1,13067.470552987988
Ethiopia,Demand: GWh,2036,Q2,14158.724108817109
Ethiopia,Demand: GWh,2036,Q3,14601.936766961153
Ethiopia,Demand: GWh,2036,Q4,14310.86857123372
Ethiopia,Total production: GWh,2024,Q1,5015.512158895531
Ethiopia,Total production: GWh,2024,Q2,5383.479296163207
Ethiopia,Total production: GWh,2024,Q3,5518.324201758031
Ethiopia,Total production: GWh,2024,Q4,5469.96554704404
Ethiopia,Total production: GWh,2030,Q1,9458.32124244258
Ethiopia,Total production: GWh,2030,Q2,10259.139793877705
Ethiopia,Total production: GWh,2030,Q3,10563.739535313747
Ethiopia,Total production: GWh,2030,Q4,10327.3972907568
Ethiopia,Total production: GWh,2036,Q1,21434.1170806503
Ethiopia,Total production: GWh,2036,Q2,21872.748770176164
Ethiopia,Total production: GWh,2036,Q3,21905.985663296207
Ethiopia,Total production: GWh,2036,Q4,21664.781916481985
Ethiopia,Unmet demand: GWh,2024,Q1,0.0001493047364694
Ethiopia,Unmet demand: GWh,2024,Q2,0.0001491797672149
Ethiopia,Unmet demand: GWh,2024,Q3,0.0001499920856464
Ethiopia,Unmet demand: GWh,2024,Q4,0.0001508295040702
Ethiopia,Unmet demand: GWh,2030,Q1,6.230913036576467e-05
Ethiopia,Unmet demand: GWh,2030,Q2,6.222491877007893e-05
Ethiopia,Unmet demand: GWh,2030,Q3,6.2732997983967e-05
Ethiopia,Unmet demand: GWh,2030,Q4,6.269941222569025e-05
Ethiopia,Unmet demand: GWh,2036,Q1,8.205336731413757e-05
Ethiopia,Unmet demand: GWh,2036,Q2,8.137151924350051e-05
Ethiopia,Unmet demand: GWh,2036,Q3,8.320298500505823e-05
Ethiopia,Unmet demand: GWh,2036,Q4,8.337619975092339e-05
Ethiopia,Surplus generation: GWh,2024,Q1,0.0014642935126754
Ethiopia,Surplus generation: GWh,2024,Q2,0.0014641405060083
Ethiopia,Surplus generation: GWh,2024,Q3,0.0013921183369174
Ethiopia,Surplus generation: GWh,2024,Q4,0.0013540102158171
Ethiopia,Surplus generation: GWh,2030,Q1,0.0004792599867813
Ethiopia,Surplus generation: GWh,2030,Q2,0.0004761911924249
Ethiopia,Surplus generation: GWh,2030,Q3,0.0004715177946844
Ethiopia,Surplus generation: GWh,2030,Q4,0.0004644816132228
Ethiopia,Surplus generation: GWh,2036,Q1,0.0003874062270108
Ethiopia,Surplus generation: GWh,2036,Q2,0.0004486576670631
Ethiopia,Surplus generation: GWh,2036,Q3,0.0004099851861585
Ethiopia,Surplus generation: GWh,2036,Q4,0.000370666804754
Ethiopia,Imports exchange: GWh,2024,Q1,1.6712328603703708
Ethiopia,Imports exchange: GWh,2024,Q2,16.346864262683912
Ethiopia,Imports exchange: GWh,2024,Q3,0.1182550507410217
Ethiopia,Imports exchange: GWh,2024,Q4,0.158546406529509
Ethiopia,Imports exchange: GWh,2030,Q1,119.7253621262352
Ethiopia,Imports exchange: GWh,2030,Q2,58.97293471758016
Ethiopia,Imports exchange: GWh,2030,Q3,50.7830810273576
Ethiopia,Imports exchange: GWh,2030,Q4,80.92273047911524
Ethiopia,Imports exchange: GWh,2036,Q1,0.1133197644270608
Ethiopia,Imports exchange: GWh,2036,Q2,0.2072016304887091
Ethiopia,Imports exchange: GWh,2036,Q3,0.1373140996891547
Ethiopia,Imports exchange: GWh,2036,Q4,0.0821218252513566
Ethiopia,Exports exchange: GWh,2024,Q1,877.4162604949599
Ethiopia,Exports exchange: GWh,2024,Q2,913.781061863036
Ethiopia,Exports exchange: GWh,2024,Q3,892.4345920757974
Ethiopia,Exports exchange: GWh,2024,Q4,936.365149957128
Ethiopia,Exports exchange: GWh,2030,Q1,1661.0758158360886
Ethiopia,Exports exchange: GWh,2030,Q2,1741.9581539958256
Ethiopia,Exports exchange: GWh,2030,Q3,1770.1613463993776
Ethiopia,Exports exchange: GWh,2030,Q4,1739.3704317597724
Ethiopia,Exports exchange: GWh,2036,Q1,8366.728129273015
Ethiopia,Exports exchange: GWh,2036,Q2,7714.192869671798
Ethiopia,Exports exchange: GWh,2036,Q3,7304.15235655281
Ethiopia,Exports exchange: GWh,2036,Q4,7353.965120586874
Libya,Demand: GWh,2024,Q1,6993.912417139375
Libya,Demand: GWh,2024,Q2,13672.193900618771
Libya,Demand: GWh,2024,Q3,9576.946841196244
Libya,Demand: GWh,2024,Q4,8444.582471045624
Libya,Demand: GWh,2030,Q1,9887.220793896802
Libya,Demand: GWh,2030,Q2,19328.237439907465
Libya,Demand: GWh,2030,Q3,13538.829528129732
Libya,Demand: GWh,2030,Q4,11938.017868066026
Libya,Demand: GWh,2036,Q1,13199.835733483533
Libya,Demand: GWh,2036,Q2,25803.97105949444
Libya,Demand: GWh,2036,Q3,18074.879637083
Libya,Demand: GWh,2036,Q4,15937.731959939025
Libya,Total production: GWh,2024,Q1,6617.759213820262
Libya,Total production: GWh,2024,Q2,13034.175865323348
Libya,Total production: GWh,2024,Q3,9191.47283316789
Libya,Total production: GWh,2024,Q4,8064.139645477702
