z,g,y,value
Kenya,Cummins_Cogeneration_Kenya_Limited,2030,39.20060386699601
Kenya,Cummins_Cogeneration_Kenya_Limited,2036,39.20060421538592
Kenya,Municipal_Waste_to_Energy_,2030,39.200513795984605
Kenya,Municipal_Waste_to_Energy_,2036,39.20051913754467
Kenya,Roadtech_Solutions,2030,39.20019591310837
Kenya,Roadtech_Solutions,2036,39.20022019895346
Kenya,Small_Biomass_Thika_Way,2024,39.20042474960984
Kenya,Small_Biomass_Thika_Way,2030,39.20041166941096
Kenya,Small_Biomass_Thika_Way,2036,39.2004228985853
Kenya,Tana_Biomass_Limited_Biogas,2036,28.150876054868625
Kenya,Dongo_Kundu,2030,340.5094785982887
Kenya,Dongo_Kundu,2036,556.0047333167291
Kenya,Generic_GENC_Natural_Gas_-_CCGT,2030,305.1857030846774
Kenya,Generic_GENC_Natural_Gas_-_CCGT,2036,658.5005880342253
Kenya,CCGT_GENC_CCS,2036,498.4872953461646
Kenya,Kitui,2030,122.25255179045703
Kenya,Kitui,2036,153.9346891529992
Kenya,Lamu_Coal_Power_Station,2030,109.03825468897377
Kenya,Lamu_Coal_Power_Station,2036,136.57102384842324
Kenya,AGIL_Longonot_Stage_1,2024,53.22601731054693
Kenya,AGIL_Longonot_Stage_1,2030,49.19812148877404
Kenya,AGIL_Longonot_Stage_1,2036,51.40894725376662
Kenya,AGIL_Longonot_Stage_2,2024,53.22601731054693
Kenya,AGIL_Longonot_Stage_2,2030,49.19812148877404
Kenya,AGIL_Longonot_Stage_2,2036,51.40894725376662
Kenya,AGIL_Longonot_Stage_3,2024,53.04717245212005
Kenya,AGIL_Longonot_Stage_3,2030,49.09079195792666
Kenya,AGIL_Longonot_Stage_3,2036,51.26040442914857
Kenya,AGIL_Longonot_Stage_4,2024,53.04717245212005
Kenya,AGIL_Longonot_Stage_4,2030,49.09079195792666
Kenya,AGIL_Longonot_Stage_4,2036,51.26040442914857
Kenya,Baringo_Silali__-_Korosi_I,2030,40.78547514917753
Kenya,Baringo_Silali__-_Korosi_I,2036,40.88281433327007
Kenya,Baringo_Silali__-_Paka_I,2030,40.78547514917753
Kenya,Baringo_Silali__-_Paka_I,2036,40.88281433327007
Kenya,Baringo_Silali__-_Silali_I,2030,40.78547514917753
Kenya,Baringo_Silali__-_Silali_I,2036,40.88281433327007
Kenya,Eburru_2,2030,56.178539792855766
Kenya,Eburru_2,2036,61.22243184325913
Kenya,Generic_GENC_Geothermal,2030,51.920749771863136
Kenya,Generic_GENC_Geothermal,2036,55.04640446385261
Kenya,Marine_Power_Akiira___Stage_1,2030,51.00971977565421
Kenya,Marine_Power_Akiira___Stage_1,2036,54.61592854097386
Kenya,Menengai_I_Phase_I_Stage_I_-_Orpower22,2030,45.98538274803129
Kenya,Menengai_I_Phase_I_Stage_I_-_Orpower22,2036,45.66104237355084
Kenya,Menengai_III_,2030,49.48066562349895
Kenya,Menengai_III_,2036,52.591697402390174
Kenya,Menengai_Istage2,2030,49.60019214404991
Kenya,Menengai_Istage2,2036,52.73213752312119
Kenya,MenengaiV,2036,53.00379423449567
Kenya,Olkaria_7,2024,37.204482360612815
Kenya,Olkaria_7,2030,38.473158287512966
Kenya,Olkaria_7,2036,42.74200327528538
Kenya,Olkaria_8,2030,40.808821550994224
Kenya,Olkaria_8,2036,40.90722920524598
Kenya,Olkaria_9_&_other_fields,2030,40.808821550994224
Kenya,Olkaria_9_&_other_fields,2036,40.90722920524598
Kenya,Olkaria_Brine,2024,37.20448188771793
Kenya,Olkaria_Brine,2030,39.15478421209956
Kenya,Olkaria_Brine,2036,41.87295743298437
Kenya,Olkaria_Topping,2030,40.826616505787534
Kenya,Olkaria_Topping,2036,40.93130351436904
Kenya,Olkaria_VI,2024,37.204482360612815
Kenya,Olkaria_VI,2030,38.473158287512966
Kenya,Olkaria_VI,2036,42.74200327528538
Kenya,Olsuswa_Unit_1,2024,54.04907028296044
Kenya,Olsuswa_Unit_1,2030,50.42763937411203
Kenya,Olsuswa_Unit_1,2036,52.44322138302442
Kenya,Suswa_I,2030,51.484117781782935
Kenya,Suswa_I,2036,55.254445949940056
Kenya,Suswa_II,2030,49.42067220909294
Kenya,Suswa_II,2036,52.5108779404482
Kenya,Suswa_III,2036,31.12085849373304
Kenya,Generic_GENC_Natural_Gas_-_OGCT,2030,528.398894889509
Kenya,Generic_GENC_Natural_Gas_-_OGCT,2036,2100.1732650034714
Kenya,Generic_LNG_Gas_Turbine,2030,334.52975185902625
Kenya,Generic_LNG_Gas_Turbine,2036,977.3607168198898
Kenya,LNG_Gas_Turbine,2030,386.6630028667245
Kenya,LNG_Gas_Turbine,2036,1133.7543295156424
Kenya,GenericHFO,2030,462.9943973389877
Kenya,GenericHFO,2036,1651.668014007004
Kenya,Nuclear_Kenya,2036,99.42858933496927
Kenya,OCGT_GENC_CCS,2036,769.7669544758129
Kenya,Greenmillenia_Energy_Ltd,2030,57.850286438225005
Kenya,Greenmillenia_Energy_Ltd,2036,60.65422436146549
Kenya,Hanan_Arya_Energy,2024,78.5961364601897
Kenya,Hanan_Arya_Energy,2030,66.18563965773419
Kenya,Hanan_Arya_Energy,2036,70.04224717878901
Kenya,Kenergy,2024,72.06085923565298
Kenya,Kenergy,2030,62.00201487879679
Kenya,Kenergy,2036,67.18451839186903
Kenya,Kopere_Solar_Park,2024,72.06085923565298
Kenya,Kopere_Solar_Park,2030,62.00201487879679
Kenya,Kopere_Solar_Park,2036,67.18451839186903
Kenya,Makindu-_Rareh_(Dafre),2024,78.74243390915603
Kenya,Makindu-_Rareh_(Dafre),2030,66.28752101068511
Kenya,Makindu-_Rareh_(Dafre),2036,69.96272608094482
Kenya,SevenForksSolarPower,2030,57.859651545161
Kenya,SevenForksSolarPower,2036,60.65084989921358
Kenya,Sunpower_Kenya_(Makindu-Kibwezi_I),2030,57.8842427695405
Kenya,Sunpower_Kenya_(Makindu-Kibwezi_I),2036,60.70146336285941
Kenya,Generic_Small_Hydro,2030,54.224563103274086
Kenya,Generic_Small_Hydro,2036,54.378518958858336
Kenya,Karura,2030,50.74721913112412
Kenya,Karura,2036,50.80003370240326
Kenya,Generic_Large_Hydro,2030,95.64407339555876
Kenya,Generic_Large_Hydro,2036,99.68237461154354
Kenya,High_Grand_Falls_-_I,2030,93.04221996570148
Kenya,High_Grand_Falls_-_I,2036,96.66674295842093
Kenya,High_Grand_Falls_-_II,2030,29.64963461766581
Kenya,High_Grand_Falls_-_II,2036,29.649636628054854
Kenya,BESS_4,2030,49.14633277425428
Kenya,BESS_4,2036,179.2482427714884
Kenya,Generic_GENC_BESS,2030,49.04150458155005
Kenya,Generic_GENC_BESS,2036,179.14167781050276
Kenya,Pumped_Hydro,2036,100.4623241608793
Kenya,Menengai_I_Quantum,2024,42.296397774609375
Kenya,Menengai_I_Quantum,2030,52.68784288430486
Kenya,Menengai_I_Quantum,2036,52.6800568058158
Kenya,Menengai_I_Sosian,2024,39.56139507594593
Kenya,Menengai_I_Sosian,2030,49.04472831210536
Kenya,Menengai_I_Sosian,2036,49.037622661627
Kenya,Olkaria_1_B_(Rehabilitated),2030,39.25200124405819
Kenya,Olkaria_1_B_(Rehabilitated),2036,41.19209013445435
Kenya,Olkaria_1_Unit_6,2024,35.830532995707635
Kenya,Olkaria_1_Unit_6,2030,37.81765102229227
Kenya,Olkaria_1_Unit_6,2036,39.9184021795171
Kenya,Ergon_Solair_(Kisumu_SolarOne_Ltd),2024,7.244755066333842
Kenya,Ergon_Solair_(Kisumu_SolarOne_Ltd),2030,7.244733945743426
Kenya,Ergon_Solair_(Kisumu_SolarOne_Ltd),2036,7.244736203725045
Kenya,Marco_Borero,2024,7.245650264057504
Kenya,Marco_Borero,2030,7.244564231095097
Kenya,Marco_Borero,2036,7.244951580682951
Kenya,Radiant-_Selenkei,2024,7.244774510773989
Kenya,Radiant-_Selenkei,2030,7.244705414812071
Kenya,Radiant-_Selenkei,2036,7.2447486958603236
Kenya,Small_Hydro_2021,2024,53.10616470722957
Kenya,Small_Hydro_2021,2030,53.10602277744623
Kenya,Small_Hydro_2021,2036,53.106112072030704
Kenya,Small_Hydro_2022,2024,53.10762196253655
Kenya,Small_Hydro_2022,2030,53.10756417927479
Kenya,Small_Hydro_2022,2036,53.1075994689095
Kenya,Small_Hydro_2023,2024,53.1037347757672
Kenya,Small_Hydro_2023,2030,53.103452782159486
Kenya,Small_Hydro_2023,2036,53.10363250480589
Kenya,Small_Hydro_2024,2024,53.10697456197949
Kenya,Small_Hydro_2024,2030,53.106879228604825
Kenya,Small_Hydro_2024,2036,53.10693850091734
Kenya,Small_Hydro_2025,2030,53.10824881562692
Kenya,Small_Hydro_2025,2036,53.10826020639339
Kenya,Generic_Rooftop_2021,2024,840000.0
Kenya,Generic_Rooftop_2021,2030,840000.0
Kenya,Generic_Rooftop_2021,2036,840000.0
Kenya,Generic_Rooftop_2022,2024,300000.0
Kenya,Generic_Rooftop_2022,2030,300000.0
Kenya,Generic_Rooftop_2022,2036,300000.0
Kenya,Generic_Rooftop_2023,2024,240000.0
Kenya,Generic_Rooftop_2023,2030,240000.0
Kenya,Generic_Rooftop_2023,2036,240000.0
Kenya,Generic_Rooftop_2024,2024,200000.0
Kenya,Generic_Rooftop_2024,2030,200000.0
Kenya,Generic_Rooftop_2024,2036,200000.0
Kenya,Generic_Rooftop_2025,2030,1438735.2103270309
Kenya,Generic_Rooftop_2025,2036,1438735.2103270309
Kenya,Generic_Rooftop_2026,2030,664031.6355355526
Kenya,Generic_Rooftop_2026,2036,664031.6355355526
Kenya,Generic_Rooftop_2027,2030,553359.6962796273
Kenya,Generic_Rooftop_2027,2036,553359.6962796273
Kenya,Generic_Rooftop_2028,2030,332015.8177677763
Kenya,Generic_Rooftop_2028,2036,332015.8177677763
Kenya,Generic_Rooftop_2029,2030,332015.8177677763
Kenya,Generic_Rooftop_2029,2036,332015.8177677763
Kenya,Generic_Rooftop_2030,2030,221343.8785118509
Kenya,Generic_Rooftop_2030,2036,221343.8785118509
Kenya,Generic_Rooftop_2031,2036,485355.7418376833
Kenya,Generic_Rooftop_2032,2036,485355.7418376833
Kenya,Generic_Rooftop_2033,2036,485355.7418376833
Kenya,Generic_Rooftop_2034,2036,485355.7418376833
Kenya,Generic_Rooftop_2035,2036,485355.7418376833
Kenya,Generic_Rooftop_2036,2036,485355.7418376833
Kenya,BESS_1_2_3,2024,863.0565798349263
Kenya,BESS_1_2_3,2030,79033.15125713011
Kenya,BESS_1_2_3,2036,1903.8478868586897
Kenya,Chania_green,2024,1500000.0
Kenya,Chania_green,2030,1500000.0
Kenya,Chania_green,2036,1500000.0
Kenya,Kwale_Co-Generation_TAnaBiomass,2030,39.20021640182061
Kenya,Kwale_Co-Generation_TAnaBiomass,2036,39.2002288368803
Kenya,Mumias_(Biomass),2024,27.877986215703725
Kenya,Mumias_(Biomass),2030,27.87796747940428
Kenya,Mumias_(Biomass),2036,27.877976754553316
Kenya,Olkaria_I_,2024,37.20445690685205
Kenya,Olkaria_I_,2030,39.55991995610733
Kenya,Olkaria_I_,2036,41.08823134039982
Kenya,Olkaria_I_units_4_&_5,2024,37.20448188091365
Kenya,Olkaria_I_units_4_&_5,2030,38.2648266662198
Kenya,Olkaria_I_units_4_&_5,2036,42.43242751377631
Kenya,Olkaria_II,2024,37.204480495442326
Kenya,Olkaria_II,2030,38.83538459297792
Kenya,Olkaria_IV,2024,37.20448188091365
Kenya,Olkaria_IV,2030,38.2648266662198
Kenya,Olkaria_IV,2036,42.43242751377631
Kenya,Olkaria_Mobile_Wellheads___Eburru,2024,37.20447847979759
Kenya,Olkaria_Mobile_Wellheads___Eburru,2030,38.926673971705256
Kenya,Olkaria_Mobile_Wellheads___Eburru,2036,41.33434484242672
Kenya,Olkaria_V_,2024,37.20448705023576
Kenya,Olkaria_V_,2030,38.46186800377503
Kenya,Olkaria_V_,2036,41.61351301550868
Kenya,Orpower_4_(I),2024,83.70670652259669
Kenya,Orpower_4_(I),2030,102.53964383316604
Kenya,Orpower_4_(II),2024,105.53192346097252
Kenya,Orpower_4_(II),2030,131.61297404855353
Kenya,Orpower_4_(II),2036,337.59046734460605
Kenya,Orpower_4_(III),2024,105.5318531359121
Kenya,Orpower_4_(III),2030,131.61193376795737
Kenya,Orpower_4_(III),2036,337.4614543527471
Kenya,Orpower_4_(IV),2024,99.04138109897195
Kenya,Orpower_4_(IV),2030,122.96659379668152
Kenya,Orpower_4_(IV),2036,311.8313337432125
Kenya,Tsavo,2024,284926.78711655864
Kenya,Tsavo,2030,1519232.6452681257
Kenya,Gulf_Energy_,2024,263153.38729905774
Kenya,Gulf_Energy_,2030,1437512.6266113163
Kenya,Gulf_Energy_,2036,1149891.2733346797
Kenya,Iberafrica_I_&II,2024,498658.7824918295
Kenya,Iberafrica_I_&II,2030,2683390.1516702934
Kenya,Kipevu_I_Diesel,2024,225906.47335092857
Kenya,Kipevu_I_Diesel,2030,1204589.0624408706
Kenya,Kipevu_I_Diesel,2036,952562.7356535506
Kenya,Kipevu_III_Diesel,2024,403310.5935752956
Kenya,Kipevu_III_Diesel,2030,2199893.910344552
Kenya,Kipevu_III_Diesel,2036,1738323.5399953036
Kenya,Muhoroni,2024,217110.6031443184
Kenya,Muhoroni,2030,1101575.9223434827
Kenya,Muhoroni,2036,838067.9798421068
Kenya,Rabai_Power,2024,286872.81569523393
Kenya,Rabai_Power,2030,1578445.8575553684
Kenya,Rabai_Power,2036,1265091.2852515064
Kenya,Thika_Power,2024,282617.6152640956
Kenya,Thika_Power,2030,1549446.8181316988
Kenya,Thika_Power,2036,1239736.2686543842
Kenya,Triumph_Diesel,2024,261754.11971439936
Kenya,Triumph_Diesel,2030,1429595.4654482992
Kenya,Triumph_Diesel,2036,1142088.221060099
Kenya,Alten_Kesses_1_Kenya_Ltd,2024,7.244785743032056
Kenya,Alten_Kesses_1_Kenya_Ltd,2030,7.244718010384334
Kenya,Alten_Kesses_1_Kenya_Ltd,2036,7.244741766012559
Kenya,Eldosol-Cedate,2024,7.244773516169012
Kenya,Eldosol-Cedate,2030,7.244699233232995
Kenya,Eldosol-Cedate,2036,7.244735381922086
Kenya,Malindi_Solar-_Vateki,2024,7.244785318514391
Kenya,Malindi_Solar-_Vateki,2030,7.244721496894053
Kenya,Malindi_Solar-_Vateki,2036,7.244732883904844
Kenya,REA_Garissa_Solar,2024,7.244771397462736
Kenya,REA_Garissa_Solar,2030,7.24471535802897
Kenya,REA_Garissa_Solar,2036,7.244738111650935
Kenya,ExistingSmallHydro,2024,61.13905297066315
Kenya,ExistingSmallHydro,2030,61.139022363185326
Kenya,ExistingSmallHydro,2036,61.13904151521176
Kenya,Gitaru,2024,11.302938823916676
Kenya,Gitaru,2030,11.302938340329852
Kenya,Gitaru,2036,11.302938619776404
Kenya,Kamburu,2024,43.36930844827489
Kenya,Kamburu,2030,43.36930414350956
Kenya,Kamburu,2036,43.36930593754775
Kenya,Kiambere,2024,88.57604585815862
Kenya,Kiambere,2030,88.57603690853188
Kenya,Kiambere,2036,88.57604254366693
Kenya,Kindaruma,2024,67.02243637293627
Kenya,Kindaruma,2030,67.02242453274948
Kenya,Kindaruma,2036,67.02243172626049
Kenya,Masinga,2024,40.37066006134454
Kenya,Masinga,2030,40.3706442127039
Kenya,Masinga,2036,40.37065005562277
Kenya,Sangoro,2024,39.675919186772965
Kenya,Sangoro,2030,39.67588915578697
Kenya,Sangoro,2036,39.6759035648752
Kenya,Sondu,2024,49.74453914152804
Kenya,Sondu,2030,49.74453027421168
Kenya,Sondu,2036,49.74453475948771
Kenya,Tana,2024,49.583272914786896
Kenya,Tana,2030,49.58324546777361
Kenya,Tana,2036,49.5832600485764
Kenya,Turkwel,2024,29.33465413797824
Kenya,Turkwel,2030,29.33464413047151
Kenya,Turkwel,2036,29.334647233678467
Kenya,Kipeto_Wind_-_I,2024,3000000.0
Kenya,Kipeto_Wind_-_I,2030,3000000.0
Kenya,Kipeto_Wind_-_I,2036,3000000.0
Kenya,Lake_Turkana_Wind_Power,2024,9000000.0
Kenya,Lake_Turkana_Wind_Power,2030,9000000.0
Kenya,Lake_Turkana_Wind_Power,2036,9000000.0
Kenya,Ngong_Hills_Wind,2024,780000.0
Kenya,Ngong_Hills_Wind,2030,780000.0
Kenya,Ngong_Hills_Wind,2036,780000.0
Kenya,BMST_GENC_KEN,2030,40.14028482445638
Kenya,BMST_GENC_KEN,2036,40.15680670154417
Kenya,NGCC_GENC_KEN,2030,402.0748213743464
Kenya,NGCC_GENC_KEN,2036,750.3502417313089
Kenya,COSC_GENC_KEN,2030,170.14683003127905
Kenya,COSC_GENC_KEN,2036,211.25340472658849
Kenya,GOCV_GENC_KEN,2030,54.210098603780224
Kenya,GOCV_GENC_KEN,2036,56.18723330286922
Kenya,NGSC_GENC_KEN,2030,641.3344199621159
Kenya,NGSC_GENC_KEN,2036,1966.4175904646384
Kenya,DSRC_GENC_KEN,2030,888.1960609714047
Kenya,DSRC_GENC_KEN,2036,1343.0630712242694
Kenya,HFRC_GENC_KEN,2030,534.2435167948544
Kenya,HFRC_GENC_KEN,2036,878.2595124362989
Kenya,SOPC_GENC_KEN,2030,79.74575053430048
Kenya,SOPC_GENC_KEN,2036,91.08089493328116
Kenya,HYRO_GENC_KEN,2030,52.29460144109837
Kenya,HYRO_GENC_KEN,2036,52.38526587911046
Kenya,HYDM_GENC_KEN,2036,32.82455644682565
Kenya,Batt_GENC_KEN,2030,49.0398993057252
Kenya,Batt_GENC_KEN,2036,179.14096517275473
Burundi,CTH_10,2024,244.6703642886752
Burundi,CTH_10,2030,160036.79471795188
Burundi,CTH_10,2036,103675.0753662875
Burundi,CTH_30,2024,244.65901627319124
Burundi,CTH_30,2030,316382.4036005073
Burundi,CTH_30,2036,204658.24910646144
Burundi,CTH_5,2024,244.6224131528083
Burundi,CTH_5,2030,65073.10257963755
Burundi,CTH_5,2036,42278.57655937078
Burundi,Mubuga,2024,7.414558000509927
Burundi,Mubuga,2030,7.4208847902259745
Burundi,Mubuga,2036,7.417813553092467
Burundi,Buhiga,2024,75.75380865021839
Burundi,Buhiga,2030,75.76514526971617
Burundi,Buhiga,2036,75.75985851179921
Burundi,Gikonge,2024,75.77740208731726
Burundi,Gikonge,2030,75.7832708608016
Burundi,Gikonge,2036,75.78052150845883
Burundi,Kayenzi,2024,75.79804315134831
Burundi,Kayenzi,2030,75.79844106872696
Burundi,Kayenzi,2036,75.79825310614996
Burundi,Marangara,2024,75.68311106488517
Burundi,Marangara,2030,75.7097015468088
Burundi,Marangara,2036,75.69742034792247
Burundi,Mugere,2024,75.79804315134831
Burundi,Mugere,2030,75.79844106872696
Burundi,Mugere,2036,75.79825310614996
Burundi,Nyemanga,2024,48.54437736592947
Burundi,Nyemanga,2030,48.545323144149386
Burundi,Nyemanga,2036,48.54495058284338
