z,z2,y,value
Kenya,Ethiopia,2024,1.2201531196552914e-05
Kenya,Ethiopia,2030,1.693854447572296e-06
Kenya,Ethiopia,2036,6.290606502150371e-06
Kenya,Tanzania,2024,0.2878796609204592
Kenya,Tanzania,2030,0.2107531630267567
Kenya,Tanzania,2036,0.1559669680056208
Kenya,Uganda,2024,0.0001616360271053
Kenya,Uganda,2030,0.0831218615250635
Kenya,Uganda,2036,0.0004477071864474
Burundi,Drc_E,2036,0.9815635298658664
Burundi,Rwanda,2024,4.690641449641699e-06
Burundi,Rwanda,2030,0.9978878715577928
Burundi,Rwanda,2036,0.999933703318754
Burundi,Tanzania,2036,0.9999207690749866
Djibouti,Ethiopia,2024,0.0025805668836155
Djibouti,Ethiopia,2030,0.0925332450608196
Djibouti,Ethiopia,2036,4.545438941595856e-05
Drc_E,Burundi,2036,5.3832633203578914e-05
Drc_E,Rwanda,2024,0.0005971527867631
Drc_E,Rwanda,2030,0.0448275972598432
Drc_E,Rwanda,2036,0.7092243234293619
Drc_E,Uganda,2036,0.4717006531218917
Egypt,Libya,2024,0.9955656916461776
Egypt,Libya,2030,0.9869177605208844
Egypt,Libya,2036,0.9097717428580788
Egypt,Sudan,2024,0.7384623266227188
Egypt,Sudan,2030,0.6314638035082124
Egypt,Sudan,2036,0.0551880740594958
Ethiopia,Kenya,2024,0.9999880453113944
Ethiopia,Kenya,2030,1.0000007566563045
Ethiopia,Kenya,2036,0.9314596298613876
Ethiopia,Djibouti,2024,0.8527570647976113
Ethiopia,Djibouti,2030,0.9062939819061818
Ethiopia,Djibouti,2036,0.730383822856011
Ethiopia,Somaliland,2030,0.7909884904581044
Ethiopia,Somaliland,2036,0.8483597986874957
Ethiopia,Mogadishu,2036,0.0719926184825444
Ethiopia,SouthSudan,2036,0.8829136877991266
Ethiopia,Sudan,2024,0.9467958670989968
Ethiopia,Sudan,2030,0.9999981122096464
Ethiopia,Sudan,2036,0.8070025831148434
Libya,Egypt,2024,4.818901977421875e-05
Libya,Egypt,2030,0.0004923083401769
Libya,Egypt,2036,0.0195501734170773
Rwanda,Burundi,2024,1.000010339337712
Rwanda,Burundi,2030,3.687722244304976e-05
Rwanda,Burundi,2036,2.397475072112701e-05
Rwanda,Drc_E,2024,0.8755921643664075
Rwanda,Drc_E,2030,0.0128488899063849
Rwanda,Drc_E,2036,0.0001252088260862
Rwanda,Tanzania,2024,0.839557166006737
Rwanda,Tanzania,2030,0.0002493813928472
Rwanda,Tanzania,2036,0.3014977402956232
Rwanda,Uganda,2024,6.042717540788583e-05
Rwanda,Uganda,2030,2.4389002215244196e-05
Rwanda,Uganda,2036,0.0103030617265879
Somaliland,Ethiopia,2030,0.2062775745332462
Somaliland,Ethiopia,2036,7.638519613457541e-05
Mogadishu,Ethiopia,2036,0.7435597130198001
SouthSudan,Ethiopia,2036,3.50205089694149e-05
SouthSudan,Sudan,2024,1.385905170458575e-05
SouthSudan,Sudan,2030,0.4948719807675908
SouthSudan,Sudan,2036,0.4914993956483123
SouthSudan,Uganda,2036,0.3496911775368076
Sudan,Egypt,2024,0.2095755163453477
Sudan,Egypt,2030,0.3296188678365139
Sudan,Egypt,2036,0.4821040006680419
Sudan,Ethiopia,2024,0.0076750988638629
Sudan,Ethiopia,2030,2.6324097734057586e-06
Sudan,Ethiopia,2036,4.749393530852802e-06
Sudan,SouthSudan,2024,0.9308401586615588
Sudan,SouthSudan,2030,0.5045945629938562
Sudan,SouthSudan,2036,0.3347389182407517
Tanzania,Kenya,2024,1.3101640024759276e-05
Tanzania,Kenya,2030,0.0048522008502627
Tanzania,Kenya,2036,0.0579405389042679
Tanzania,Burundi,2036,2.8348980799370025e-05
Tanzania,Rwanda,2024,0.0003986571802595
Tanzania,Rwanda,2030,0.3711555552504008
Tanzania,Rwanda,2036,0.0438488103271004
Tanzania,Uganda,2024,0.000117402541572
Tanzania,Uganda,2030,0.2492500134553563
Tanzania,Uganda,2036,3.5463979102307005e-05
Uganda,Kenya,2024,0.8964617468440255
Uganda,Kenya,2030,0.0002202405730024
Uganda,Kenya,2036,0.0384646076456086
Uganda,Drc_E,2036,0.1927389832426437
Uganda,Rwanda,2024,0.4000468555296998
Uganda,Rwanda,2030,0.2327485264019421
Uganda,Rwanda,2036,0.0579238427786913
Uganda,SouthSudan,2036,0.0730230093312072
Uganda,Tanzania,2024,0.9997412144849532
Uganda,Tanzania,2030,0.021417873222989
Uganda,Tanzania,2036,0.0370354587367734
