c,g,y,value
Egypt,Giza-1_CCGT,2036,0.3295117938569667
Egypt,Giza-2_CCGT,2024,0.283130719185566
Egypt,Giza-2_CCGT,2030,0.3065155320909655
Egypt,Giza-2_CCGT,2036,0.3295117938569667
Egypt,Giza-3_CCGT,2024,0.283130719185566
Egypt,Giza-3_CCGT,2030,0.3065155320909655
Egypt,Giza-3_CCGT,2036,0.3295117938569667
Egypt,Kuriemat-1_CCGT,2024,0.3477373556196244
Egypt,Kuriemat-1_CCGT,2030,0.3765247443614969
Egypt,Kuriemat-1_CCGT,2036,0.3989287391915868
Egypt,Kuriemat-2_CCGT,2024,0.3477091649707381
Egypt,Kuriemat-2_CCGT,2030,0.3765103016805522
Egypt,Kuriemat-2_CCGT,2036,0.3989049878211085
Egypt,Mahmoudeya_CCGT,2024,0.4527511675744194
Egypt,New-Capital-1_CCGT,2024,0.0971622515686857
Egypt,New-Capital-1_CCGT,2030,0.1048401338265307
Egypt,New-Capital-1_CCGT,2036,0.1161430350831977
Egypt,New-Capital-2_CCGT,2024,0.0971622515686857
Egypt,New-Capital-2_CCGT,2030,0.1048401338265307
Egypt,New-Capital-2_CCGT,2036,0.1161430350831977
Egypt,New-Capital-3_CCGT,2024,0.0971622515686857
Egypt,New-Capital-3_CCGT,2030,0.1048401338265307
Egypt,New-Capital-3_CCGT,2036,0.1161430350831977
Egypt,New-Capital-4_CCGT,2024,0.0971622515686857
Egypt,New-Capital-4_CCGT,2030,0.1048401338265307
Egypt,New-Capital-4_CCGT,2036,0.1161430350831977
Egypt,New-Shabab-1_CCGT,2024,0.3221265090533413
Egypt,New-Shabab-1_CCGT,2030,0.3392861168992454
Egypt,New-Shabab-1_CCGT,2036,0.3495325312320072
Egypt,New-Shabab-2_CCGT,2024,0.3221265090533413
Egypt,New-Shabab-2_CCGT,2030,0.3392861168992454
Egypt,New-Shabab-2_CCGT,2036,0.3495325312320072
Egypt,New-Shabab-3_CCGT,2024,0.3221265090533413
Egypt,New-Shabab-3_CCGT,2030,0.3392861168992454
Egypt,New-Shabab-3_CCGT,2036,0.3495325312320072
Egypt,Nubaria-1_CCGT,2024,0.2831132727328441
Egypt,Nubaria-1_CCGT,2030,0.3065079128375317
Egypt,Nubaria-2_CCGT,2024,0.2831132727328441
Egypt,Nubaria-2_CCGT,2030,0.3065079128375317
Egypt,Nubaria-2_CCGT,2036,0.39894522142995
Egypt,Nubaria-3_CCGT,2024,0.2831132727328441
Egypt,Nubaria-3_CCGT,2030,0.3065079128375317
Egypt,Nubaria-3_CCGT,2036,0.39894522142995
Egypt,Sidi-Kirir_CCGT,2024,0.469454502769808
Egypt,Sidi-Kirir_CCGT,2030,0.499826134715559
Egypt,Sidi-Kirir_CCGT,2036,0.5180348354954492
Egypt,Talkha-2_CCGT,2024,0.3477091649707381
Egypt,Talkha-2_CCGT,2030,0.3765103016805522
Egypt,Talkha-2_CCGT,2036,0.3989049878211085
Egypt,West-Assiut-1_CCGT,2024,0.3484531570575729
Egypt,West-Assiut-1_CCGT,2030,0.3695164987085724
Egypt,West-Assiut-1_CCGT,2036,0.3927870923954487
Egypt,West-Assiut-2_CCGT,2024,0.3484531570575729
Egypt,West-Assiut-2_CCGT,2030,0.3695164987085724
Egypt,West-Assiut-2_CCGT,2036,0.3927870923954487
Egypt,West-Damietta_CCGT,2024,0.3484531570575729
Egypt,West-Damietta_CCGT,2030,0.3695164987085724
Egypt,West-Damietta_CCGT,2036,0.3927870923954487
Egypt,West-Damietta-Ext_CCGT,2024,0.7785144454578101
Egypt,West-Damietta-Ext_CCGT,2030,0.8014640935550743
Egypt,West-Damietta-Ext_CCGT,2036,0.6821887164428385
Egypt,Kuriemat_CSP,2024,0.3416281105543173
Egypt,Kuriemat_CSP,2030,0.3540119618798433
Egypt,Kuriemat_CSP,2036,0.3625950226876859
Egypt,6Oct-1_GT,2024,0.4682004611669575
Egypt,6Oct-1_GT,2030,0.5392140610764656
Egypt,6Oct-1_GT,2036,0.6026314854485088
Egypt,6Oct-2_GT,2024,0.4682004611669575
Egypt,6Oct-2_GT,2030,0.5392140610764656
Egypt,6Oct-2_GT,2036,0.6026314854485088
Egypt,Ataga-Ext-1_GT,2024,0.4771473663266952
Egypt,Ataga-Ext-1_GT,2030,0.5519168282027994
Egypt,Ataga-Ext-1_GT,2036,0.6192204193988055
Egypt,Ataga-Ext-2_GT,2024,0.4771473663266952
Egypt,Ataga-Ext-2_GT,2030,0.5519168282027994
Egypt,Ataga-Ext-2_GT,2036,0.6192204193988055
Egypt,Bany-Ghaleb_GT,2024,0.1384290444033784
Egypt,Bany-Ghaleb_GT,2030,0.1483039209219652
Egypt,Bany-Ghaleb_GT,2036,0.1556446161041116
Egypt,East-Cario_GT,2024,0.1547477199993225
Egypt,East-Cario_GT,2030,0.1632140541815305
Egypt,East-Cario_GT,2036,0.169366319851374
Egypt,EL-Basateen_GT,2024,0.1547477199993225
Egypt,EL-Basateen_GT,2030,0.1632140541815305
Egypt,EL-Basateen_GT,2036,0.169366319851374
Egypt,El-Masaeed_GT,2024,0.1180618765099726
Egypt,El-Masaeed_GT,2030,0.1193090550278759
Egypt,Gerga_GT,2024,0.1384290444033784
Egypt,Gerga_GT,2030,0.1483039209219652
Egypt,Gerga_GT,2036,0.1556446161041116
Egypt,Heliopoles_GT,2024,0.1547477199993225
Egypt,Heliopoles_GT,2030,0.1632140541815305
Egypt,Heliopoles_GT,2036,0.169366319851374
Egypt,Hurgha-da-Ext_GT,2024,0.7309347144044194
Egypt,Hurgha-da-Ext_GT,2030,0.8011548782051372
Egypt,Hurgha-da-Ext_GT,2036,0.8582933266376778
Egypt,New-Assiut_GT,2024,0.3478476059785715
Egypt,New-Assiut_GT,2030,0.3601330659286712
Egypt,New-Assiut_GT,2036,0.3692053130112552
Egypt,New-Gas-Damietta_GT,2024,0.9454930270683604
Egypt,New-Gas-Damietta_GT,2030,1.0830474954829763
Egypt,New-Gas-Damietta_GT,2036,1.2028762268672584
Egypt,New-Mahmoudeya_GT,2024,0.7929553582228005
Egypt,New-Mahmoudeya_GT,2030,0.8792684419539136
Egypt,New-Mahmoudeya_GT,2036,0.9509510177172644
Egypt,Port-Said_GT,2024,0.3004914555073255
Egypt,Port-Said_GT,2030,0.3093870422758725
Egypt,Port-Said_GT,2036,0.3158660051796202
Egypt,Red-Assiut_GT,2024,0.1384290444033784
Egypt,Red-Assiut_GT,2030,0.1483039209219652
Egypt,Red-Assiut_GT,2036,0.1556446161041116
Egypt,Samalout_GT,2024,0.1384290444033784
Egypt,Samalout_GT,2030,0.1483039209219652
Egypt,Samalout_GT,2036,0.1556446161041116
Egypt,Sharm-El-Sheikh_GT,2024,0.1510832348877687
Egypt,Sharm-El-Sheikh-Ext_GT,2024,0.7304628253930894
Egypt,Sharm-El-Sheikh-Ext_GT,2030,0.8001350371155198
Egypt,Sharm-El-Sheikh-Ext_GT,2036,0.8571247019520533
Egypt,West-Malawy_GT,2024,0.1900111197953771
Egypt,West-Malawy_GT,2030,0.1933535961904743
Egypt,West-Malawy_GT,2036,0.1957264150468079
Egypt,Assiut_HY,2024,0.0607539076683341
Egypt,Assiut_HY,2030,0.0614052940241342
Egypt,Assiut_HY,2036,0.061592943597056
Egypt,Abu-Qir-New-1_ST,2024,0.3897517792395774
Egypt,Abu-Qir-New-1_ST,2030,0.4770899704625914
Egypt,Abu-Qir-New-1_ST,2036,0.5646073362323565
Egypt,Abu-Qir-New-2_ST,2024,0.3897517792395774
Egypt,Abu-Qir-New-2_ST,2030,0.4770899704625914
Egypt,Abu-Qir-New-2_ST,2036,0.5646073362323565
Egypt,Ain-Sokhna-1_ST,2024,0.5547677596412895
Egypt,Ain-Sokhna-1_ST,2030,0.6682423913328703
Egypt,Ain-Sokhna-1_ST,2036,0.7706912144336103
Egypt,Ain-Sokhna-2_ST,2024,0.5547677596412895
Egypt,Ain-Sokhna-2_ST,2030,0.6682423913328703
Egypt,Ain-Sokhna-2_ST,2036,0.7706912144336103
Egypt,Arish_ST,2024,0.243920339766107
Egypt,Cairo-West-Ext-1_ST,2024,0.5575133370613305
Egypt,Cairo-West-Ext-1_ST,2030,0.6656232362373693
Egypt,Cairo-West-Ext-2_ST,2024,0.5575133370613305
Egypt,Cairo-West-Ext-2_ST,2030,0.6656232362373693
Egypt,Cairo-West-Ext-2_ST,2036,1.3188111042769357
Egypt,El-Tibeen_ST,2024,1.0583809873894068
Egypt,El-Tibeen_ST,2030,1.247020117063392
Egypt,El-Tibeen_ST,2036,1.417825430563824
Egypt,Kuriemat-1_ST,2024,0.5512186106516607
Egypt,Kuriemat-2_ST,2024,0.5512186106516607
Egypt,Oyon-Mousa_ST,2024,1.0279288986940496
Egypt,Oyon-Mousa_ST,2030,1.2010610535733324
Egypt,Port-Said-East_ST,2024,0.7119039957387748
Egypt,Port-Said-East_ST,2030,0.763873613610999
Egypt,Sidi-Kirir-1-2_ST,2024,1.0300637228772602
Egypt,Sidi-Kirir-1-2_ST,2030,1.2045826421188328
Egypt,Sidi-Kirir-3-4_ST,2024,1.0480841049569904
Egypt,Sidi-Kirir-3-4_ST,2030,1.2332298886934658
Egypt,South-Helwan-1_ST,2024,0.3344839335438616
Egypt,South-Helwan-1_ST,2030,0.3654544919012527
Egypt,South-Helwan-1_ST,2036,0.399900452102812
Egypt,South-Helwan-2_ST,2024,0.3344839335438616
Egypt,South-Helwan-2_ST,2030,0.3654544919012527
Egypt,South-Helwan-2_ST,2036,0.399900452102812
Egypt,South-Helwan-3_ST,2024,0.3344839335438616
Egypt,South-Helwan-3_ST,2030,0.3654544919012527
Egypt,South-Helwan-3_ST,2036,0.399900452102812
Egypt,Suez_ST,2024,0.3897517792395774
Egypt,Suez_ST,2030,0.4770899704625914
Egypt,Suez_ST,2036,0.5646073362323565
Egypt,Suez-Gulf_ST,2024,1.0485382267723675
Egypt,Suez-Gulf_ST,2030,1.233914351277317
Egypt,Talkha_ST,2024,0.8205152808116027
Egypt,Walideya_ST,2024,1.0072687402872202
Egypt,Aswan-Dam_HY,2024,0.8448592942907428
Egypt,Aswan-Dam_HY,2030,0.903952524200862
Egypt,Aswan-Dam_HY,2036,0.9670556402756963
Egypt,Aswan-Dam-2_HY,2024,0.8312222473363201
Egypt,Aswan-Dam-2_HY,2030,0.8879641108954404
Egypt,Aswan-Dam-2_HY,2036,0.9483025481503516
Egypt,Esna_HY,2024,0.411886038800753
Egypt,Esna_HY,2030,0.4206473983857854
Egypt,Esna_HY,2036,0.4293209905803034
Egypt,High-Dam_HY,2024,1.363353648616058
Egypt,High-Dam_HY,2030,1.539489057062722
Egypt,High-Dam_HY,2036,1.7649316776349746
Egypt,Naga-Hamadi_HY,2024,0.0490548066856396
Egypt,Naga-Hamadi_HY,2030,0.0500922516683886
Egypt,Naga-Hamadi_HY,2036,0.0503422832480977
Egypt,BMST_GENC_EGY,2030,9.934435988166497e-06
Egypt,BMST_GENC_EGY,2036,0.000117744001901
Egypt,NGCC_GENC_EGY,2030,1.140364242845799e-05
Egypt,NGCC_GENC_EGY,2036,3.477792374541836e-05
Egypt,NGSC_GENC_EGY,2030,2.231736579411244e-05
Egypt,NGSC_GENC_EGY,2036,0.0001096950713074
Egypt,DSRC_GENC_EGY,2030,1.4531161586549778e-05
Egypt,DSRC_GENC_EGY,2036,3.5723374629887886e-05
Egypt,HFRC_GENC_EGY,2030,1.5685433619333436e-05
Egypt,HFRC_GENC_EGY,2036,4.244001325136495e-05
Egypt,HYRO_GENC_EGY,2030,3.133819694469468e-05
Egypt,HYRO_GENC_EGY,2036,5.938988375663888e-05
Egypt,HYDM_GENC_EGY,2036,0.4656959485712043
Egypt,Batt_GENC_EGY,2030,7.363199816098488e-05
Egypt,Batt_GENC_EGY,2036,0.0006890776285296
Ethiopia,Boku_Geothermal,2030,2.789098437960718e-06
Ethiopia,Boku_Geothermal,2036,3.227971583731716e-06
Ethiopia,Dofan_Geothermal,2030,2.789098437960718e-06
Ethiopia,Dofan_Geothermal,2036,3.227971583731716e-06
Ethiopia,Dugna_Fango_Geothermal,2030,2.789098437960718e-06
Ethiopia,Dugna_Fango_Geothermal,2036,3.227971583731716e-06
Ethiopia,Fentale_Geothermal,2030,4.251623212373413e-06
Ethiopia,Fentale_Geothermal,2036,4.946452558148249e-06
Ethiopia,Generic_Geothermal_1,2030,4.2845539198469015e-06
Ethiopia,Generic_Geothermal_1,2036,5.023933847453802e-06
Ethiopia,Shashemene_Geothermal,2030,4.626659782804126e-06
Ethiopia,Shashemene_Geothermal,2036,6.460448522392657e-06
Ethiopia,Tendaho-Alalobad_Geothermal,2030,4.61982460063994e-06
Ethiopia,Tendaho-Alalobad_Geothermal,2036,6.428450437076434e-06
Ethiopia,Generic_LFO_1,2030,1.0015814294288148e-05
Ethiopia,Generic_LFO_1,2036,1.3594726570390125e-05
Ethiopia,Generic_LFO_2,2030,1.0016166029050472e-05
Ethiopia,Generic_LFO_2,2036,1.3594981342998447e-05
Ethiopia,Aleltu_East_HEP,2036,2.243997148538289e-05
Ethiopia,Aleltu_West_HEP,2036,1.985165695278064e-05
Ethiopia,Assosa_Bambasi,2024,2.0275407379880563e-05
Ethiopia,Assosa_Bambasi,2030,2.002891077945762e-05
Ethiopia,Assosa_Bambasi,2036,1.9006896206352044e-05
Ethiopia,Baro_1,2036,1.245366159955683e-05
Ethiopia,Baro_2_HEP,2036,1.2775767095474009
Ethiopia,Beko_Abo,2024,5.022937392373888e-05
Ethiopia,Beko_Abo,2030,5.015280371568618e-05
Ethiopia,Beko_Abo,2036,0.0001976753187071
Ethiopia,Birbir,2030,1.2514420524425157e-05
Ethiopia,Birbir,2036,2.405830616107252e-05
Ethiopia,Birbir_R,2030,1.674972011997276e-05
Ethiopia,Birbir_R,2036,3.997620936808792e-05
Ethiopia,Dabus_HEP,2030,3.696842685058906e-05
Ethiopia,Dabus_HEP,2036,7.573162878067492e-05
Ethiopia,Geba_1,2030,2.2284959903059364e-05
Ethiopia,Geba_1,2036,7.146554754322993e-05
Ethiopia,Geba_2,2030,3.41383303959354e-05
Ethiopia,Geba_2,2036,0.6118059939198147
Ethiopia,Genale_V,2030,1.2002770571950034e-05
Ethiopia,Genale_V,2036,2.287061542192014e-05
Ethiopia,Genale_VI,2030,1.222064023253143e-05
Ethiopia,Genale_VI,2036,2.368191026894855e-05
Ethiopia,Genji_(linked_with_Baro_&_II),2030,0.0005806122886366
Ethiopia,Genji_(linked_with_Baro_&_II),2036,0.0053030738668335
Ethiopia,Gojeb,2036,2.6951972722546445e-05
Ethiopia,Halele,2030,9.173093656377243e-06
Ethiopia,Halele,2036,1.3311682687454e-05
Ethiopia,Karadobi,2030,2.5848263362505317e-05
Ethiopia,Karadobi,2036,0.2680392192779028
Ethiopia,Kesem_BIO,2030,4.540400531250623e-06
Ethiopia,Kesem_BIO,2036,5.742013084144823e-06
Ethiopia,Lower_Didessa,2030,3.4178881742080056e-05
Ethiopia,Lower_Didessa,2036,0.0574551097387642
Ethiopia,Sor_2_HEP,2036,1.8515145691682444e-05
Ethiopia,Tams,2030,2.1519116857242445e-05
Ethiopia,Tams,2036,6.531560957273347e-05
Ethiopia,Tekeze_II,2030,1.2429265867357471e-05
Ethiopia,Tekeze_II,2036,1.9109009387109264e-05
Ethiopia,Upper_Mendaya,2030,2.8690492410608227e-05
Ethiopia,Upper_Mendaya,2036,0.0001591610902588
Ethiopia,Wabi,2030,1.24973621754785e-05
Ethiopia,Wabi,2036,2.404176818273515e-05
Ethiopia,Wabi_Shebele,2030,5.120205112397369e-06
Ethiopia,Wabi_Shebele,2036,7.069357157221779e-06
Ethiopia,Werabesa,2024,3.282848147662808e-05
Ethiopia,Werabesa,2030,3.297236867725796e-05
Ethiopia,Werabesa,2036,0.0812852816873132
Ethiopia,Wolkayit_BIO,2024,6.1471756671276455e-06
Ethiopia,Wolkayit_BIO,2030,6.113925585614494e-06
Ethiopia,Wolkayit_BIO,2036,7.955745035295924e-06
Ethiopia,Beles,2030,0.0635159554791624
Ethiopia,Beles,2036,0.0192891987611782
Ethiopia,Omo_Kuraz_BIO,2030,0.2191316422222045
Ethiopia,Omo_Kuraz_BIO,2036,0.2037571101733223
Ethiopia,Aluto_Langano,2024,0.0075523825551601
Ethiopia,Aluto_Langano,2030,0.0075440710640529
Ethiopia,Aluto_Langano,2036,0.0066230456346593
Ethiopia,Aluto_Langano_I_(Rehabilitation),2024,0.0023755764482888
Ethiopia,Aluto_Langano_I_(Rehabilitation),2030,0.0031951705259906
Ethiopia,Aluto_Langano_I_(Rehabilitation),2036,0.0024115661826587
Ethiopia,Aluto_Langano_II,2030,0.0789516873647126
Ethiopia,Aluto_Langano_II,2036,0.0274047504107744
Ethiopia,Corbetti_I,2030,0.1242089423230995
Ethiopia,Corbetti_I,2036,0.1056212017214541
Ethiopia,Corbetti_II,2030,0.1028672586295069
Ethiopia,Corbetti_II,2036,0.0728499310533239
Ethiopia,GERD_3_HEP,2030,1.4954908960273068
Ethiopia,GERD_3_HEP,2036,1.8428707183268205
Ethiopia,GERD_4_HEP,2030,1.4479521740956949
Ethiopia,GERD_4_HEP,2036,1.7502631118815706
Ethiopia,GERD_5_HEP,2030,1.2638367254101228
Ethiopia,GERD_5_HEP,2036,0.6820717386576017
Ethiopia,Koysha_(Gibe_IV),2030,1.4464959910532975
Ethiopia,Koysha_(Gibe_IV),2036,1.1021205876296385
Ethiopia,Replacement_Diesel,2030,0.2991125394215459
Ethiopia,Replacement_Diesel,2036,0.3055291204755893
Ethiopia,Replacement_Koka_HEP,2036,0.0816621544842052
Ethiopia,Tulu_Moye_I,2024,0.0453478909858285
Ethiopia,Tulu_Moye_I,2030,0.0524227265677621
Ethiopia,Tulu_Moye_I,2036,0.0447559849071583
Ethiopia,Tulu_Moye_II,2030,0.1028675277597098
Ethiopia,Tulu_Moye_II,2036,0.078252745124238
Ethiopia,Tulumoya_Abaya,2024,0.1636507023278318
Ethiopia,Tulumoya_Abaya,2030,0.1535002375463494
Ethiopia,Tulumoya_Abaya,2036,0.1123713164291592
Ethiopia,YedaI,2030,0.7041995289802688
Ethiopia,YedaI,2036,0.7334438710805449
Ethiopia,YedaII_(linked_with_YedaI),2030,0.5976192024052523
Ethiopia,YedaII_(linked_with_YedaI),2036,0.6290780328689313
Ethiopia,Aba_Samuel,2024,0.0072278563365805
Ethiopia,Aba_Samuel,2030,0.0401884125101269
Ethiopia,Aba_Samuel,2036,0.007096509993088
Ethiopia,Addis_Ababa_EFW,2024,0.0225638797272273
Ethiopia,Addis_Ababa_EFW,2030,0.0267947908450424
Ethiopia,Addis_Ababa_EFW,2036,0.0185388911598744
Ethiopia,Awash7,2024,0.1252027277363196
Ethiopia,Awash7,2030,0.1187903010716929
Ethiopia,Beles_HEP,2024,1.336946438515266
Ethiopia,Beles_HEP,2030,1.091784497674814
Ethiopia,Beles_HEP,2036,0.8290908383464151
Ethiopia,Dire_Dawa,2024,0.1588882826311091
Ethiopia,Dire_Dawa,2030,0.1486043228940019
Ethiopia,Genale_Dawa_III,2024,1.7760147914719318
Ethiopia,Genale_Dawa_III,2030,0.9096017292525428
Ethiopia,Genale_Dawa_III,2036,0.9922690520324348
Ethiopia,GERD_1_HEP,2024,1.914770301532604
Ethiopia,GERD_1_HEP,2030,0.9293109620327094
Ethiopia,GERD_1_HEP,2036,1.0288804619929817
Ethiopia,GERD_2_HEP,2024,3.158802177486303
Ethiopia,GERD_2_HEP,2030,1.149746283933471
Ethiopia,GERD_2_HEP,2036,1.2833982442697918
Ethiopia,Gibe_I,2024,1.2578938105581297
Ethiopia,Gibe_I,2030,0.7559959675478586
Ethiopia,Gibe_I,2036,0.8121043700988226
Ethiopia,Gibe_II,2024,2.6868884574249314
Ethiopia,Gibe_II,2030,1.0900383491939791
Ethiopia,Gibe_II,2036,1.2037163223314358
Ethiopia,Gibe_III,2024,2.824005314163296
Ethiopia,Gibe_III,2030,1.3280524322783616
Ethiopia,Gibe_III,2036,1.1439562403535466
Ethiopia,Kality,2024,0.058188884833916
Ethiopia,Kality,2030,0.0568112941816094
Ethiopia,Maleka_Wakana_HEP,2024,1.006297105886009
Ethiopia,Maleka_Wakana_HEP,2030,0.6748071029141524
Ethiopia,Maleka_Wakana_HEP,2036,0.7001190994708832
Ethiopia,Neshe,2024,0.4610547587258236
Ethiopia,Neshe,2030,0.4684975881904342
Ethiopia,Neshe,2036,0.3845789690100082
Ethiopia,Sor_1_HEP,2024,0.0331541754382258
Ethiopia,Sor_1_HEP,2030,0.0339180109099605
Ethiopia,Sor_1_HEP,2036,0.0327287179839787
Ethiopia,Tekeze_I,2024,2.146122191859347
Ethiopia,Tekeze_I,2030,1.0321298280594755
Ethiopia,Tekeze_I,2036,1.092691054430229
Ethiopia,Tis_Abey_ll,2024,0.3724715252896223
Ethiopia,Tis_Abey_ll,2030,0.3774624412681714
Ethiopia,Tis_Abey_ll,2036,0.3212827516149013
Ethiopia,BMST_GENC_ETH,2030,4.684203072652914e-06
Ethiopia,BMST_GENC_ETH,2036,6.407696804959634e-06
Ethiopia,GOCV_GENC_ETH,2030,4.130246878535778e-06
Ethiopia,GOCV_GENC_ETH,2036,4.902081726425588e-06
Ethiopia,DSRC_GENC_ETH,2030,1.43462284541447e-05
Ethiopia,DSRC_GENC_ETH,2036,1.979515613149694e-05
Ethiopia,HFRC_GENC_ETH,2030,1.5481644525400068e-05
Ethiopia,HFRC_GENC_ETH,2036,2.1803226538064743e-05
Ethiopia,HYRO_GENC_ETH,2030,1.3271868504301692e-05
Ethiopia,HYRO_GENC_ETH,2036,2.736553926011101e-05
Ethiopia,HYDM_GENC_ETH,2036,1.7430737449989577e-05
Ethiopia,Batt_GENC_ETH,2030,8.0904274367711e-05
Ethiopia,Batt_GENC_ETH,2036,0.0001181463965303
Libya,CC_CM_GAS_ALC_20_LIB,2030,0.3045870679655895
Libya,CC_CM_GAS_ALC_20_LIB,2036,0.3201932986336975
Libya,GT_CM_GAS_ALC_22_LIB,2030,13.10200497496663
Libya,GT_CM_GAS_ALC_22_LIB,2036,10.24476274494186
Libya,ST_CM_GAS_ALC_25_LIB,2030,6.636933435312289
Libya,ST_CM_GAS_ALC_25_LIB,2036,7.022417933384093
Libya,CC_EX_GAS_ALC_07_LIB,2024,2.902932270594416
Libya,CC_EX_GAS_ALC_07_LIB,2030,1.864667281291189
Libya,CC_EX_GAS_ALC_07_LIB,2036,2.398133931602028
Libya,CC_EX_GAS_ALC_10_LIB,2024,1.0871102374255437
Libya,CC_EX_GAS_ALC_10_LIB,2030,0.9603915914924452
Libya,CC_EX_GAS_ALC_10_LIB,2036,1.4122732957751547
Libya,CC_EX_GAS_ALC_11_LIB,2024,1.3874232275055007
Libya,CC_EX_GAS_ALC_11_LIB,2030,1.1691668359440943
Libya,CC_EX_GAS_ALC_11_LIB,2036,1.7291478134732727
Libya,CC_EX_GAS_ALC_15_LIB,2024,0.647873957456094
Libya,CC_EX_GAS_ALC_15_LIB,2030,0.6083257779619092
Libya,CC_EX_GAS_ALC_15_LIB,2036,0.8855053720741999
Libya,CC_EX_GAS_ALC_95_LIB,2024,2.739415675056452
Libya,GT_EX_GAS_ALC_10_LIB,2024,8.193770163017724
Libya,GT_EX_GAS_ALC_10_LIB,2030,2.659020460461359
Libya,GT_EX_GAS_ALC_10_LIB,2036,2.8550947951571564
Libya,GT_EX_GAS_ALC_15_LIB,2024,1.4419569526377274
Libya,GT_EX_GAS_ALC_15_LIB,2030,1.0422941580055665
Libya,GT_EX_GAS_ALC_15_LIB,2036,0.9878615125298784
Libya,GT_EX_GAS_ALC_16_LIB,2024,10.717574759817255
Libya,GT_EX_GAS_ALC_16_LIB,2030,7.126142743574261
Libya,GT_EX_GAS_ALC_16_LIB,2036,5.90448129244672
Libya,GT_EX_GAS_ALC_17_LIB,2024,4.920511616393686
Libya,GT_EX_GAS_ALC_17_LIB,2030,3.442857670836731
Libya,GT_EX_GAS_ALC_17_LIB,2036,3.0481773744148275
Libya,GT_EX_GAS_ALC_94_LIB,2024,3.4867138038661727
Libya,NGCC_GENC_LIB,2030,1.4204405220764895
Libya,NGCC_GENC_LIB,2036,3.527686714365025
Libya,NGSC_GENC_LIB,2030,5.12564120341188e-05
Libya,NGSC_GENC_LIB,2036,0.0001641060356638
Libya,DSRC_GENC_LIB,2030,2.2212050075516176e-05
Libya,DSRC_GENC_LIB,2036,3.9619614049908897e-05
Libya,HFRC_GENC_LIB,2030,2.502408292316024e-05
Libya,HFRC_GENC_LIB,2036,4.832591068205317e-05
Libya,Batt_GENC_LIB,2030,0.0001890264744987
Libya,Batt_GENC_LIB,2036,0.0012385279978933
Rwanda,New_Generic_Thermal_(37.8_MW),2030,0.0001811740739591
Rwanda,New_Generic_Thermal_(37.8_MW),2036,0.000257842474984
Rwanda,Symbion_SPLK_(_2),2024,3.3783595108964466e-05
Rwanda,Symbion_SPLK_(_2),2030,3.3434544498376724e-05
Rwanda,Symbion_SPLK_(_2),2036,3.388130147785324e-05
Rwanda,Symbion_SPLK(_1),2024,3.378214852215695e-05
Rwanda,Symbion_SPLK(_1),2030,3.343274705001986e-05
Rwanda,Symbion_SPLK(_1),2036,3.388117431752945e-05
Rwanda,Base_1,2030,3.80851877890644e-05
Rwanda,Base_1,2036,3.459800650247935e-05
Rwanda,Base_2,2030,3.80851877890644e-05
Rwanda,Base_2,2036,3.459800650247935e-05
Rwanda,Bihongore,2024,0.000187702791674
Rwanda,Bihongore,2030,0.0001932810053044
Rwanda,Bihongore,2036,0.0001726829804053
Rwanda,Kavumu_MHPP,2024,0.0001421788457145
Rwanda,Kavumu_MHPP,2030,0.0001535430585411
Rwanda,Kavumu_MHPP,2036,0.0001432993886931
Rwanda,Kore,2024,0.0001604677577487
Rwanda,Kore,2030,0.0001710988858141
Rwanda,Kore,2036,0.0001571164417648
Rwanda,Ngororero,2030,3.80851877890644e-05
Rwanda,Ngororero,2036,3.459800650247935e-05
Rwanda,Ntaruka_A,2024,9.477931081477228e-05
Rwanda,Ntaruka_A,2030,9.709734301090016e-05
Rwanda,Ntaruka_A,2036,8.63811514883036e-05
Rwanda,Nyirahindwe_1,2024,0.0001589628570432
Rwanda,Nyirahindwe_1,2030,0.0001699104134418
Rwanda,Nyirahindwe_1,2036,0.0001562701357901
Rwanda,Nyirahindwe_2,2024,0.0001409137788343
Rwanda,Nyirahindwe_2,2030,0.0001547895443011
Rwanda,Nyirahindwe_2,2036,0.0001445049023706
Rwanda,Nyundo,2030,0.0001108516924578
Rwanda,Nyundo,2036,0.0001027249678841
Rwanda,Rucanzogera,2030,0.0001060961936623
Rwanda,Rucanzogera,2036,9.944642203200937e-05
Rwanda,Rukore,2024,9.477931081477228e-05
Rwanda,Rukore,2030,9.709734301090016e-05
Rwanda,Rukore,2036,8.63811514883036e-05
Rwanda,Rwondo,2030,0.0044753716777902
Rwanda,Rwondo,2036,0.004013093556125
Rwanda,Hakan_(Unit_2),2030,1.3108060310586476e-05
Rwanda,Hakan_(Unit_2),2036,1.7154805705734435e-05
Rwanda,Hakan_Peat-to-Power_(IPP),2030,0.2915066871382344
Rwanda,Hakan_Peat-to-Power_(IPP),2036,0.2839295501614765
Rwanda,Kavumu-Mwange,2024,3.732962662529375e-05
Rwanda,Kavumu-Mwange,2030,3.7100916409344657e-05
Rwanda,Kavumu-Mwange,2036,3.595619237444302e-05
Rwanda,Nyabarongo_II,2030,2.957342333998421e-05
Rwanda,Nyabarongo_II,2036,3.338469786092788e-05
Rwanda,Rukarara_VI,2024,4.312318099147314e-05
Rwanda,Rukarara_VI,2030,4.191970122228567e-05
Rwanda,Rukarara_VI,2036,3.9939735811830775e-05
Rwanda,Rusizi_III,2030,2.9600700505193705e-05
Rwanda,Rusizi_III,2036,3.343164541226177e-05
