z,f,y,value
Tanzania,Diesel,2030,37.13668463270925
Tanzania,Diesel,2036,30.68130104383581
Tanzania,Gas,2024,1414.6623881273456
Tanzania,Gas,2030,800.1420697530083
Tanzania,Gas,2036,933.4442603453372
Tanzania,Water,2024,1371.328588891529
Tanzania,Water,2030,2075.349933487233
Tanzania,Water,2036,1948.5873862237577
Tanzania,HFO,2024,62.80274255353166
Tanzania,HFO,2030,47.66380965166648
Tanzania,HFO,2036,47.658952182751456
Tanzania,Battery,2030,0.0146901670732724
Tanzania,Battery,2036,0.1560877272326743
Tanzania,Geothermal,2030,0.0010361872417588
Tanzania,Geothermal,2036,0.0012080332466305
Tanzania,Biomass,2024,4.265946237313049
Tanzania,Biomass,2030,22.559583854653265
Tanzania,Biomass,2036,22.33985840142615
Tanzania,Coal,2030,0.0211427099408589
Tanzania,Coal,2036,0.0351049087847004
Uganda,Diesel,2030,0.0054289022499138
Uganda,Diesel,2036,0.0076707824486585
Uganda,Gas,2030,0.1139171761502859
Uganda,Gas,2036,0.164318986440413
Uganda,Water,2024,395.7224255055483
Uganda,Water,2030,381.76976820683
Uganda,Water,2036,381.36911621835657
Uganda,HFO,2024,41.08560854464645
Uganda,HFO,2030,36.41073135254518
Uganda,HFO,2036,37.374773543746265
Uganda,Battery,2030,0.0693055797222459
Uganda,Battery,2036,0.2707457798234566
Uganda,Geothermal,2030,0.6366619984772952
Uganda,Geothermal,2036,0.644155380876102
Uganda,Biomass,2024,17.754094433725694
Uganda,Biomass,2030,38.72672683056666
Uganda,Biomass,2036,37.92065852907763
