zext,q,daytype,y,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
Seepex,m1,d1,2025,78.39999999999999,78.39999999999999,78.39999999999999,78.39999999999999,78.39999999999999,78.39999999999999,102.89999999999999,102.89999999999999,102.89999999999999,107.8,107.8,107.8,107.8,107.8,107.8,107.8,107.8,132.29999999999998,132.29999999999998,132.29999999999998,132.29999999999998,107.8,107.8,88.19999999999999
Seepex,m1,d2,2025,78.39999999999999,78.39999999999999,78.39999999999999,78.39999999999999,78.39999999999999,78.39999999999999,102.89999999999999,102.89999999999999,102.89999999999999,107.8,107.8,107.8,107.8,107.8,107.8,107.8,107.8,132.29999999999998,132.29999999999998,132.29999999999998,132.29999999999998,107.8,107.8,88.19999999999999
Seepex,m1,d3,2025,78.39999999999999,78.39999999999999,78.39999999999999,78.39999999999999,78.39999999999999,78.39999999999999,102.89999999999999,102.89999999999999,102.89999999999999,107.8,107.8,107.8,107.8,107.8,107.8,107.8,107.8,132.29999999999998,132.29999999999998,132.29999999999998,132.29999999999998,107.8,107.8,88.19999999999999
Seepex,m1,d4,2025,78.39999999999999,78.39999999999999,78.39999999999999,78.39999999999999,78.39999999999999,78.39999999999999,102.89999999999999,102.89999999999999,102.89999999999999,107.8,107.8,107.8,107.8,107.8,107.8,107.8,107.8,132.29999999999998,132.29999999999998,132.29999999999998,132.29999999999998,107.8,107.8,88.19999999999999
Seepex,m1,d5,2025,78.39999999999999,78.39999999999999,78.39999999999999,78.39999999999999,78.39999999999999,78.39999999999999,102.89999999999999,102.89999999999999,102.89999999999999,107.8,107.8,107.8,107.8,107.8,107.8,107.8,107.8,132.29999999999998,132.29999999999998,132.29999999999998,132.29999999999998,107.8,107.8,88.19999999999999
Seepex,m1,d6,2025,78.39999999999999,78.39999999999999,78.39999999999999,78.39999999999999,78.39999999999999,78.39999999999999,102.89999999999999,102.89999999999999,102.89999999999999,107.8,107.8,107.8,107.8,107.8,107.8,107.8,107.8,132.29999999999998,132.29999999999998,132.29999999999998,132.29999999999998,107.8,107.8,88.19999999999999
Seepex,m1,d7,2025,78.39999999999999,78.39999999999999,78.39999999999999,78.39999999999999,78.39999999999999,78.39999999999999,102.89999999999999,102.89999999999999,102.89999999999999,107.8,107.8,107.8,107.8,107.8,107.8,107.8,107.8,132.29999999999998,132.29999999999998,132.29999999999998,132.29999999999998,107.8,107.8,88.19999999999999
Seepex,m2,d1,2025,75.6,75.6,75.6,75.6,75.6,75.6,99.39999999999999,99.39999999999999,99.39999999999999,104.3,104.3,104.3,104.3,104.3,104.3,104.3,104.3,127.39999999999999,127.39999999999999,127.39999999999999,127.39999999999999,104.3,104.3,85.39999999999999
Seepex,m2,d2,2025,75.6,75.6,75.6,75.6,75.6,75.6,99.39999999999999,99.39999999999999,99.39999999999999,104.3,104.3,104.3,104.3,104.3,104.3,104.3,104.3,127.39999999999999,127.39999999999999,127.39999999999999,127.39999999999999,104.3,104.3,85.39999999999999
Seepex,m2,d3,2025,75.6,75.6,75.6,75.6,75.6,75.6,99.39999999999999,99.39999999999999,99.39999999999999,104.3,104.3,104.3,104.3,104.3,104.3,104.3,104.3,127.39999999999999,127.39999999999999,127.39999999999999,127.39999999999999,104.3,104.3,85.39999999999999
Seepex,m2,d4,2025,75.6,75.6,75.6,75.6,75.6,75.6,99.39999999999999,99.39999999999999,99.39999999999999,104.3,104.3,104.3,104.3,104.3,104.3,104.3,104.3,127.39999999999999,127.39999999999999,127.39999999999999,127.39999999999999,104.3,104.3,85.39999999999999
Seepex,m2,d5,2025,75.6,75.6,75.6,75.6,75.6,75.6,99.39999999999999,99.39999999999999,99.39999999999999,104.3,104.3,104.3,104.3,104.3,104.3,104.3,104.3,127.39999999999999,127.39999999999999,127.39999999999999,127.39999999999999,104.3,104.3,85.39999999999999
