zext,q,daytype,y,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
Seepex,m1,d1,2025,128.79999999999998,128.79999999999998,128.79999999999998,128.79999999999998,128.79999999999998,128.79999999999998,169.04999999999998,169.04999999999998,169.04999999999998,177.1,177.1,177.1,177.1,177.1,177.1,177.1,177.1,217.35,217.35,217.35,217.35,177.1,177.1,144.89999999999998
Seepex,m1,d2,2025,128.79999999999998,128.79999999999998,128.79999999999998,128.79999999999998,128.79999999999998,128.79999999999998,169.04999999999998,169.04999999999998,169.04999999999998,177.1,177.1,177.1,177.1,177.1,177.1,177.1,177.1,217.35,217.35,217.35,217.35,177.1,177.1,144.89999999999998
Seepex,m1,d3,2025,128.79999999999998,128.79999999999998,128.79999999999998,128.79999999999998,128.79999999999998,128.79999999999998,169.04999999999998,169.04999999999998,169.04999999999998,177.1,177.1,177.1,177.1,177.1,177.1,177.1,177.1,217.35,217.35,217.35,217.35,177.1,177.1,144.89999999999998
Seepex,m1,d4,2025,128.79999999999998,128.79999999999998,128.79999999999998,128.79999999999998,128.79999999999998,128.79999999999998,169.04999999999998,169.04999999999998,169.04999999999998,177.1,177.1,177.1,177.1,177.1,177.1,177.1,177.1,217.35,217.35,217.35,217.35,177.1,177.1,144.89999999999998
Seepex,m1,d5,2025,128.79999999999998,128.79999999999998,128.79999999999998,128.79999999999998,128.79999999999998,128.79999999999998,169.04999999999998,169.04999999999998,169.04999999999998,177.1,177.1,177.1,177.1,177.1,177.1,177.1,177.1,217.35,217.35,217.35,217.35,177.1,177.1,144.89999999999998
Seepex,m1,d6,2025,128.79999999999998,128.79999999999998,128.79999999999998,128.79999999999998,128.79999999999998,128.79999999999998,169.04999999999998,169.04999999999998,169.04999999999998,177.1,177.1,177.1,177.1,177.1,177.1,177.1,177.1,217.35,217.35,217.35,217.35,177.1,177.1,144.89999999999998
Seepex,m1,d7,2025,128.79999999999998,128.79999999999998,128.79999999999998,128.79999999999998,128.79999999999998,128.79999999999998,169.04999999999998,169.04999999999998,169.04999999999998,177.1,177.1,177.1,177.1,177.1,177.1,177.1,177.1,217.35,217.35,217.35,217.35,177.1,177.1,144.89999999999998
Seepex,m2,d1,2025,124.19999999999999,124.19999999999999,124.19999999999999,124.19999999999999,124.19999999999999,124.19999999999999,163.29999999999998,163.29999999999998,163.29999999999998,171.35,171.35,171.35,171.35,171.35,171.35,171.35,171.35,209.29999999999998,209.29999999999998,209.29999999999998,209.29999999999998,171.35,171.35,140.29999999999998
Seepex,m2,d2,2025,124.19999999999999,124.19999999999999,124.19999999999999,124.19999999999999,124.19999999999999,124.19999999999999,163.29999999999998,163.29999999999998,163.29999999999998,171.35,171.35,171.35,171.35,171.35,171.35,171.35,171.35,209.29999999999998,209.29999999999998,209.29999999999998,209.29999999999998,171.35,171.35,140.29999999999998
Seepex,m2,d3,2025,124.19999999999999,124.19999999999999,124.19999999999999,124.19999999999999,124.19999999999999,124.19999999999999,163.29999999999998,163.29999999999998,163.29999999999998,171.35,171.35,171.35,171.35,171.35,171.35,171.35,171.35,209.29999999999998,209.29999999999998,209.29999999999998,209.29999999999998,171.35,171.35,140.29999999999998
Seepex,m2,d4,2025,124.19999999999999,124.19999999999999,124.19999999999999,124.19999999999999,124.19999999999999,124.19999999999999,163.29999999999998,163.29999999999998,163.29999999999998,171.35,171.35,171.35,171.35,171.35,171.35,171.35,171.35,209.29999999999998,209.29999999999998,209.29999999999998,209.29999999999998,171.35,171.35,140.29999999999998
Seepex,m2,d5,2025,124.19999999999999,124.19999999999999,124.19999999999999,124.19999999999999,124.19999999999999,124.19999999999999,163.29999999999998,163.29999999999998,163.29999999999998,171.35,171.35,171.35,171.35,171.35,171.35,171.35,171.35,209.29999999999998,209.29999999999998,209.29999999999998,209.29999999999998,171.35,171.35,140.29999999999998
Seepex,m2,d6,2025,124.19999999999999,124.19999999999999,124.19999999999999,124.19999999999999,124.19999999999999,124.19999999999999,163.29999999999998,163.29999999999998,163.29999999999998,171.35,171.35,171.35,171.35,171.35,171.35,171.35,171.35,209.29999999999998,209.29999999999998,209.29999999999998,209.29999999999998,171.35,171.35,140.29999999999998
