zext,q,daytype,y,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
Seepex,m1,d1,2025,145.6,145.6,145.6,145.6,145.6,145.6,191.1,191.1,191.1,200.20000000000002,200.20000000000002,200.20000000000002,200.20000000000002,200.20000000000002,200.20000000000002,200.20000000000002,200.20000000000002,245.70000000000002,245.70000000000002,245.70000000000002,245.70000000000002,200.20000000000002,200.20000000000002,163.8
Seepex,m1,d2,2025,145.6,145.6,145.6,145.6,145.6,145.6,191.1,191.1,191.1,200.20000000000002,200.20000000000002,200.20000000000002,200.20000000000002,200.20000000000002,200.20000000000002,200.20000000000002,200.20000000000002,245.70000000000002,245.70000000000002,245.70000000000002,245.70000000000002,200.20000000000002,200.20000000000002,163.8
Seepex,m1,d3,2025,145.6,145.6,145.6,145.6,145.6,145.6,191.1,191.1,191.1,200.20000000000002,200.20000000000002,200.20000000000002,200.20000000000002,200.20000000000002,200.20000000000002,200.20000000000002,200.20000000000002,245.70000000000002,245.70000000000002,245.70000000000002,245.70000000000002,200.20000000000002,200.20000000000002,163.8
Seepex,m1,d4,2025,145.6,145.6,145.6,145.6,145.6,145.6,191.1,191.1,191.1,200.20000000000002,200.20000000000002,200.20000000000002,200.20000000000002,200.20000000000002,200.20000000000002,200.20000000000002,200.20000000000002,245.70000000000002,245.70000000000002,245.70000000000002,245.70000000000002,200.20000000000002,200.20000000000002,163.8
Seepex,m1,d5,2025,145.6,145.6,145.6,145.6,145.6,145.6,191.1,191.1,191.1,200.20000000000002,200.20000000000002,200.20000000000002,200.20000000000002,200.20000000000002,200.20000000000002,200.20000000000002,200.20000000000002,245.70000000000002,245.70000000000002,245.70000000000002,245.70000000000002,200.20000000000002,200.20000000000002,163.8
Seepex,m1,d6,2025,145.6,145.6,145.6,145.6,145.6,145.6,191.1,191.1,191.1,200.20000000000002,200.20000000000002,200.20000000000002,200.20000000000002,200.20000000000002,200.20000000000002,200.20000000000002,200.20000000000002,245.70000000000002,245.70000000000002,245.70000000000002,245.70000000000002,200.20000000000002,200.20000000000002,163.8
Seepex,m1,d7,2025,145.6,145.6,145.6,145.6,145.6,145.6,191.1,191.1,191.1,200.20000000000002,200.20000000000002,200.20000000000002,200.20000000000002,200.20000000000002,200.20000000000002,200.20000000000002,200.20000000000002,245.70000000000002,245.70000000000002,245.70000000000002,245.70000000000002,200.20000000000002,200.20000000000002,163.8
Seepex,m2,d1,2025,140.4,140.4,140.4,140.4,140.4,140.4,184.6,184.6,184.6,193.70000000000002,193.70000000000002,193.70000000000002,193.70000000000002,193.70000000000002,193.70000000000002,193.70000000000002,193.70000000000002,236.6,236.6,236.6,236.6,193.70000000000002,193.70000000000002,158.6
Seepex,m2,d2,2025,140.4,140.4,140.4,140.4,140.4,140.4,184.6,184.6,184.6,193.70000000000002,193.70000000000002,193.70000000000002,193.70000000000002,193.70000000000002,193.70000000000002,193.70000000000002,193.70000000000002,236.6,236.6,236.6,236.6,193.70000000000002,193.70000000000002,158.6
Seepex,m2,d3,2025,140.4,140.4,140.4,140.4,140.4,140.4,184.6,184.6,184.6,193.70000000000002,193.70000000000002,193.70000000000002,193.70000000000002,193.70000000000002,193.70000000000002,193.70000000000002,193.70000000000002,236.6,236.6,236.6,236.6,193.70000000000002,193.70000000000002,158.6
Seepex,m2,d4,2025,140.4,140.4,140.4,140.4,140.4,140.4,184.6,184.6,184.6,193.70000000000002,193.70000000000002,193.70000000000002,193.70000000000002,193.70000000000002,193.70000000000002,193.70000000000002,193.70000000000002,236.6,236.6,236.6,236.6,193.70000000000002,193.70000000000002,158.6
Seepex,m2,d5,2025,140.4,140.4,140.4,140.4,140.4,140.4,184.6,184.6,184.6,193.70000000000002,193.70000000000002,193.70000000000002,193.70000000000002,193.70000000000002,193.70000000000002,193.70000000000002,193.70000000000002,236.6,236.6,236.6,236.6,193.70000000000002,193.70000000000002,158.6
Seepex,m2,d6,2025,140.4,140.4,140.4,140.4,140.4,140.4,184.6,184.6,184.6,193.70000000000002,193.70000000000002,193.70000000000002,193.70000000000002,193.70000000000002,193.70000000000002,193.70000000000002,193.70000000000002,236.6,236.6,236.6,236.6,193.70000000000002,193.70000000000002,158.6
Seepex,m2,d7,2025,140.4,140.4,140.4,140.4,140.4,140.4,184.6,184.6,184.6,193.70000000000002,193.70000000000002,193.70000000000002,193.70000000000002,193.70000000000002,193.70000000000002,193.70000000000002,193.70000000000002,236.6,236.6,236.6,236.6,193.70000000000002,193.70000000000002,158.6
Seepex,m3,d1,2025,119.60000000000001,119.60000000000001,119.60000000000001,119.60000000000001,119.60000000000001,119.60000000000001,157.3,157.3,157.3,165.1,165.1,165.1,165.1,165.1,165.1,165.1,165.1,201.5,201.5,201.5,201.5,165.1,165.1,135.20000000000002
Seepex,m3,d2,2025,119.60000000000001,119.60000000000001,119.60000000000001,119.60000000000001,119.60000000000001,119.60000000000001,157.3,157.3,157.3,165.1,165.1,165.1,165.1,165.1,165.1,165.1,165.1,201.5,201.5,201.5,201.5,165.1,165.1,135.20000000000002
Seepex,m3,d3,2025,119.60000000000001,119.60000000000001,119.60000000000001,119.60000000000001,119.60000000000001,119.60000000000001,157.3,157.3,157.3,165.1,165.1,165.1,165.1,165.1,165.1,165.1,165.1,201.5,201.5,201.5,201.5,165.1,165.1,135.20000000000002
Seepex,m3,d4,2025,119.60000000000001,119.60000000000001,119.60000000000001,119.60000000000001,119.60000000000001,119.60000000000001,157.3,157.3,157.3,165.1,165.1,165.1,165.1,165.1,165.1,165.1,165.1,201.5,201.5,201.5,201.5,165.1,165.1,135.20000000000002
Seepex,m3,d5,2025,119.60000000000001,119.60000000000001,119.60000000000001,119.60000000000001,119.60000000000001,119.60000000000001,157.3,157.3,157.3,165.1,165.1,165.1,165.1,165.1,165.1,165.1,165.1,201.5,201.5,201.5,201.5,165.1,165.1,135.20000000000002
Seepex,m3,d6,2025,119.60000000000001,119.60000000000001,119.60000000000001,119.60000000000001,119.60000000000001,119.60000000000001,157.3,157.3,157.3,165.1,165.1,165.1,165.1,165.1,165.1,165.1,165.1,201.5,201.5,201.5,201.5,165.1,165.1,135.20000000000002
Seepex,m3,d7,2025,119.60000000000001,119.60000000000001,119.60000000000001,119.60000000000001,119.60000000000001,119.60000000000001,157.3,157.3,157.3,165.1,165.1,165.1,165.1,165.1,165.1,165.1,165.1,201.5,201.5,201.5,201.5,165.1,165.1,135.20000000000002
Seepex,m4,d1,2025,98.8,98.8,98.8,98.8,98.8,98.8,130.0,130.0,130.0,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,166.4,166.4,166.4,166.4,136.5,136.5,111.8
Seepex,m4,d2,2025,98.8,98.8,98.8,98.8,98.8,98.8,130.0,130.0,130.0,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,166.4,166.4,166.4,166.4,136.5,136.5,111.8
Seepex,m4,d3,2025,98.8,98.8,98.8,98.8,98.8,98.8,130.0,130.0,130.0,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,166.4,166.4,166.4,166.4,136.5,136.5,111.8
Seepex,m4,d4,2025,98.8,98.8,98.8,98.8,98.8,98.8,130.0,130.0,130.0,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,166.4,166.4,166.4,166.4,136.5,136.5,111.8
Seepex,m4,d5,2025,98.8,98.8,98.8,98.8,98.8,98.8,130.0,130.0,130.0,136.5,136.5,136.5,136.5,136.5,136.5,136.5,136.5,166.4,166.4,166.4,166.4,136.5,136.5,111.8
