c,z,y,q,d,t,value
Libya,Libya,2026,m1,d1,t1,109.84
Libya,Libya,2026,m1,d1,t10,109.84
Libya,Libya,2026,m1,d1,t11,109.84
Libya,Libya,2026,m1,d1,t12,109.84
Libya,Libya,2026,m1,d1,t13,109.84
Libya,Libya,2026,m1,d1,t14,109.84
Libya,Libya,2026,m1,d1,t15,109.84
Libya,Libya,2026,m1,d1,t16,109.84
Libya,Libya,2026,m1,d1,t17,109.84
Libya,Libya,2026,m1,d1,t18,109.84
Libya,Libya,2026,m1,d1,t19,109.84
Libya,Libya,2026,m1,d1,t2,109.84
Libya,Libya,2026,m1,d1,t20,109.84
Libya,Libya,2026,m1,d1,t21,109.84
Libya,Libya,2026,m1,d1,t22,109.84
Libya,Libya,2026,m1,d1,t23,109.84
Libya,Libya,2026,m1,d1,t24,109.84
Libya,Libya,2026,m1,d1,t3,109.84
Libya,Libya,2026,m1,d1,t4,109.84
Libya,Libya,2026,m1,d1,t5,109.84
Libya,Libya,2026,m1,d1,t6,109.84
Libya,Libya,2026,m1,d1,t7,109.84
Libya,Libya,2026,m1,d1,t8,109.84
Libya,Libya,2026,m1,d1,t9,109.84
Libya,Libya,2026,m10,d1,t1,109.84
Libya,Libya,2026,m10,d1,t10,109.84
Libya,Libya,2026,m10,d1,t11,109.84
Libya,Libya,2026,m10,d1,t12,109.84
Libya,Libya,2026,m10,d1,t13,109.84
Libya,Libya,2026,m10,d1,t14,109.84
Libya,Libya,2026,m10,d1,t15,109.84
Libya,Libya,2026,m10,d1,t16,109.84
Libya,Libya,2026,m10,d1,t17,109.84
Libya,Libya,2026,m10,d1,t18,109.84
Libya,Libya,2026,m10,d1,t19,109.84
Libya,Libya,2026,m10,d1,t2,109.84
Libya,Libya,2026,m10,d1,t20,109.84
Libya,Libya,2026,m10,d1,t21,109.84
Libya,Libya,2026,m10,d1,t22,109.84
Libya,Libya,2026,m10,d1,t23,109.84
Libya,Libya,2026,m10,d1,t24,109.84
Libya,Libya,2026,m10,d1,t3,109.84
Libya,Libya,2026,m10,d1,t4,109.84
Libya,Libya,2026,m10,d1,t5,109.84
Libya,Libya,2026,m10,d1,t6,109.84
Libya,Libya,2026,m10,d1,t7,109.84
Libya,Libya,2026,m10,d1,t8,109.84
Libya,Libya,2026,m10,d1,t9,109.84
Libya,Libya,2026,m11,d1,t1,108.84
Libya,Libya,2026,m11,d1,t10,108.84
Libya,Libya,2026,m11,d1,t11,108.84
Libya,Libya,2026,m11,d1,t12,108.84
Libya,Libya,2026,m11,d1,t13,108.84
Libya,Libya,2026,m11,d1,t14,108.84
Libya,Libya,2026,m11,d1,t15,108.84
Libya,Libya,2026,m11,d1,t16,108.84
Libya,Libya,2026,m11,d1,t17,108.84
Libya,Libya,2026,m11,d1,t18,108.84
Libya,Libya,2026,m11,d1,t19,108.84
Libya,Libya,2026,m11,d1,t2,108.84
Libya,Libya,2026,m11,d1,t20,108.84
Libya,Libya,2026,m11,d1,t21,108.84
Libya,Libya,2026,m11,d1,t22,108.84
Libya,Libya,2026,m11,d1,t23,108.84
Libya,Libya,2026,m11,d1,t24,108.84
Libya,Libya,2026,m11,d1,t3,108.84
Libya,Libya,2026,m11,d1,t4,108.84
Libya,Libya,2026,m11,d1,t5,108.84
Libya,Libya,2026,m11,d1,t6,108.84
Libya,Libya,2026,m11,d1,t7,108.84
Libya,Libya,2026,m11,d1,t8,108.84
Libya,Libya,2026,m11,d1,t9,108.84
Libya,Libya,2026,m12,d1,t1,109.84
Libya,Libya,2026,m12,d1,t10,109.84
Libya,Libya,2026,m12,d1,t11,109.84
Libya,Libya,2026,m12,d1,t12,109.84
Libya,Libya,2026,m12,d1,t13,109.84
Libya,Libya,2026,m12,d1,t14,109.84
Libya,Libya,2026,m12,d1,t15,109.84
Libya,Libya,2026,m12,d1,t16,109.84
Libya,Libya,2026,m12,d1,t17,109.84
Libya,Libya,2026,m12,d1,t18,109.84
Libya,Libya,2026,m12,d1,t19,109.84
Libya,Libya,2026,m12,d1,t2,109.84
Libya,Libya,2026,m12,d1,t20,109.84
Libya,Libya,2026,m12,d1,t21,109.84
Libya,Libya,2026,m12,d1,t22,109.84
Libya,Libya,2026,m12,d1,t23,109.84
Libya,Libya,2026,m12,d1,t24,109.84
Libya,Libya,2026,m12,d1,t3,109.84
Libya,Libya,2026,m12,d1,t4,109.84
Libya,Libya,2026,m12,d1,t5,109.84
Libya,Libya,2026,m12,d1,t6,109.84
Libya,Libya,2026,m12,d1,t7,109.84
Libya,Libya,2026,m12,d1,t8,109.84
Libya,Libya,2026,m12,d1,t9,109.84
Libya,Libya,2026,m2,d1,t1,109.84
Libya,Libya,2026,m2,d1,t10,109.84
Libya,Libya,2026,m2,d1,t11,109.84
Libya,Libya,2026,m2,d1,t12,109.84
Libya,Libya,2026,m2,d1,t13,109.84
Libya,Libya,2026,m2,d1,t14,109.84
Libya,Libya,2026,m2,d1,t15,109.84
Libya,Libya,2026,m2,d1,t16,109.84
Libya,Libya,2026,m2,d1,t17,109.84
Libya,Libya,2026,m2,d1,t18,109.84
Libya,Libya,2026,m2,d1,t19,109.84
Libya,Libya,2026,m2,d1,t2,109.84
Libya,Libya,2026,m2,d1,t20,109.84
Libya,Libya,2026,m2,d1,t21,109.84
Libya,Libya,2026,m2,d1,t22,109.84
Libya,Libya,2026,m2,d1,t23,109.84
Libya,Libya,2026,m2,d1,t24,109.84
Libya,Libya,2026,m2,d1,t3,109.84
Libya,Libya,2026,m2,d1,t4,109.84
Libya,Libya,2026,m2,d1,t5,109.84
Libya,Libya,2026,m2,d1,t6,109.84
Libya,Libya,2026,m2,d1,t7,109.84
Libya,Libya,2026,m2,d1,t8,109.84
Libya,Libya,2026,m2,d1,t9,109.84
Libya,Libya,2026,m3,d1,t1,109.84
Libya,Libya,2026,m3,d1,t10,109.84
Libya,Libya,2026,m3,d1,t11,109.84
Libya,Libya,2026,m3,d1,t12,109.84
Libya,Libya,2026,m3,d1,t13,109.84
Libya,Libya,2026,m3,d1,t14,109.84
Libya,Libya,2026,m3,d1,t15,109.84
Libya,Libya,2026,m3,d1,t16,109.84
Libya,Libya,2026,m3,d1,t17,109.84
Libya,Libya,2026,m3,d1,t18,109.84
Libya,Libya,2026,m3,d1,t19,109.84
Libya,Libya,2026,m3,d1,t2,109.84
Libya,Libya,2026,m3,d1,t20,109.84
Libya,Libya,2026,m3,d1,t21,109.84
Libya,Libya,2026,m3,d1,t22,109.84
Libya,Libya,2026,m3,d1,t23,109.84
Libya,Libya,2026,m3,d1,t24,109.84
Libya,Libya,2026,m3,d1,t3,109.84
Libya,Libya,2026,m3,d1,t4,109.84
Libya,Libya,2026,m3,d1,t5,109.84
Libya,Libya,2026,m3,d1,t6,109.84
Libya,Libya,2026,m3,d1,t7,109.84
Libya,Libya,2026,m3,d1,t8,109.84
Libya,Libya,2026,m3,d1,t9,109.84
Libya,Libya,2026,m4,d1,t1,108.84
Libya,Libya,2026,m4,d1,t10,108.84
Libya,Libya,2026,m4,d1,t11,108.84
